time,sim_time,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Accel
0.0,0.0,1764.1615922523629,741.2282928102596,10.1,1.6292373348485487,0.9999999999999964
0.1,0.1,1764.1351540677585,742.2379467224467,10.2,1.5969757374864608,0.9999999999999964
0.2,0.2,1764.108192354746,743.2675937814099,10.299999999999999,1.5969757374864273,0.9999999999999964
0.30000000000000004,0.30000000000000004,1764.0809688775296,744.3072374137611,10.399999999999999,1.5969757374863942,0.9999999999999964
0.4,0.4,1764.0534836361091,745.3568776195002,10.499999999999998,1.5969757374865763,0.9999999999999964
0.5,0.5,1764.0257366304845,746.4165143986273,10.599999999999998,1.59697573748633,0.9999999999999964
0.6,0.6,1763.9977278606561,747.4861477511424,10.699999999999998,1.5969757374862987,0.9999999999999964
0.7,0.7,1763.9694573266238,748.5657776770455,10.799999999999997,1.5969757374864768,0.9999999999999964
0.7999999999999999,0.7999999999999999,1763.9409250283873,749.6554041763366,10.899999999999997,1.5969757374864448,0.9999999999999964
0.8999999999999999,0.8999999999999999,1763.9121309659467,750.7550272490156,10.999999999999996,1.5703490522001033,0.9999999999999964
0.9999999999999999,0.9999999999999999,1763.9126274005127,751.8649372208251,11.099999999999996,1.56426457695279,0.9999999999999964
1.0999999999999999,1.0999999999999999,1763.9199429083178,752.9849133292067,11.199999999999996,1.5642645769526655,0.9999999999999964
1.2,1.2,1763.927323733157,754.1148892242702,11.299999999999995,1.5642645769529433,0.9999999999999964
1.3,1.3,1763.9347698750298,755.2548649060158,11.399999999999995,1.5642645769528203,0.9999999999999964
1.4000000000000001,1.4000000000000001,1763.9422813339368,756.4048403744433,11.499999999999995,1.5642645769528947,0.9999999999999964
1.5000000000000002,1.5000000000000002,1763.9498581098776,757.5648156295528,11.599999999999994,1.564264576952969,0.9999999999999964
1.6000000000000003,1.6000000000000003,1763.9575002028523,758.7347906713443,11.699999999999994,1.5642645769526555,0.9999999999999964
1.7000000000000004,1.7000000000000004,1763.9652076128614,759.9147654998177,11.799999999999994,1.5642645769527308,0.9999999999999964
1.8000000000000005,1.8000000000000005,1763.9729803399043,761.1047401149732,11.899999999999993,1.564264576952878,0.9999999999999964
1.9000000000000006,1.9000000000000006,1763.980753066947,762.2947147301286,11.999999999999993,1.5642645769526882,0.9999999999999964
2.0000000000000004,2.0000000000000004,1763.988656428058,763.5046889186481,12.099999999999993,1.5642645769529464,0.9999999999999964
2.1000000000000005,2.1000000000000005,1763.9966251062026,764.7246628938494,12.199999999999992,1.5642645769528314,0.9999999999999964
2.2000000000000006,2.2000000000000006,1764.0046591013813,765.9546366557328,12.299999999999992,1.5642645769527181,0.9999999999999964
2.3000000000000007,2.3000000000000007,1764.0127584135942,767.1946102042981,12.399999999999991,1.5642645769527879,0.9999999999999964
2.400000000000001,2.400000000000001,1764.0209230428409,768.4445835395453,12.499999999999991,1.5642645769528578,0.9999999999999964
2.500000000000001,2.500000000000001,1764.0291529891215,769.7045566614746,12.59999999999999,1.5642645769529262,0.9999999999999964
2.600000000000001,2.600000000000001,1764.037448252436,770.9745295700859,12.69999999999999,1.5642645769526375,0.9999999999999964
2.700000000000001,2.700000000000001,1764.0457435157507,772.2445024786972,12.79999999999999,1.5642645769528827,0.9999999999999964
