time,sim_time,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle
0.0,0.0,1510.8434145682415,2098.926734807674,5.039742684152998,270.4059151892855
0.1,0.1,1510.3444612744217,2098.928855239069,5.017818276220935,270.3224719699182
0.2,0.2,1509.8537395647204,2098.9294603162425,5.068001332091409,270.26451042837095
0.30000000000000004,0.30000000000000004,1509.3541221038522,2098.930929247125,5.041912626311521,270.2283477662585
0.4,0.4,1508.8607395362812,2098.931506071026,5.032138459033202,270.2004920873452
0.5,0.5,1508.3672053450946,2098.9325772968796,5.043200955986227,270.1984519771297
0.6,0.6,1507.8589110539085,2098.9355342637264,5.015696526424593,270.2252331905945
0.7,0.7,1507.3607190452667,2098.9385866701673,5.048137594590316,270.2513296246836
0.7999999999999999,0.7999999999999999,1506.878387260165,2098.9418058889455,5.026966968721614,270.2946509358216
0.8999999999999999,0.8999999999999999,1506.37753294224,2098.945658290763,5.038195683577974,270.34141099414296
0.9999999999999999,0.9999999999999999,1505.88367342547,2098.949751458198,5.030387875611228,270.3849264735167
1.0999999999999999,1.0999999999999999,1505.3939382746871,2098.9545515179557,5.0436652036916385,270.40947184560093
1.2,1.2,1504.8663292039225,2098.9603539417267,5.02450558646771,270.43077649519887
1.3,1.3,1504.3792071070875,2098.965852989368,5.01937462275924,270.4581580258944
1.4000000000000001,1.4000000000000001,1503.8790394848222,2098.9708385983304,5.024570956944994,270.4877474909327
1.5000000000000002,1.5000000000000002,1503.382714350609,2098.976197894509,5.035558594871542,270.5162151425003
1.6000000000000003,1.6000000000000003,1502.8967958831647,2098.9815891932017,5.007741759173132,270.53919230013935
1.7000000000000004,1.7000000000000004,1502.414761191109,2098.987969983337,5.017690328586664,270.5547974831794
1.8000000000000005,1.8000000000000005,1501.9180970606726,2098.9944297916154,5.021385142599076,270.58278861121886
1.9000000000000006,1.9000000000000006,1501.427300891557,2099.000959308691,5.020958814092904,270.60101237968274
2.0000000000000004,2.0000000000000004,1500.9358938371208,2099.0064903486777,5.02696346508627,270.62597051162277
2.1000000000000005,2.1000000000000005,1500.4521114227023,2099.01351937929,5.005834063798045,270.65033558925126
2.2000000000000006,2.2000000000000006,1499.9497095541437,2099.0224084056836,5.010919366611019,270.6863296564317
2.3000000000000007,2.3000000000000007,1499.4639593115407,2099.028803218279,5.012120062327686,270.7061297079517
2.400000000000001,2.400000000000001,1498.957207853309,2099.0361921235444,5.0000383277640665,270.7398638583419
2.500000000000001,2.500000000000001,1498.464089023939,2099.045000308872,5.009226096836675,270.7833923687535
2.600000000000001,2.600000000000001,1497.9681316465872,2099.053827281638,5.003918604904124,270.82726432937693
2.700000000000001,2.700000000000001,1497.504428368423,2099.062947791578,4.983665194922846,270.8593336139128
2.800000000000001,2.800000000000001,1497.020471690954,2099.072307507957,5.01403277535228,270.87984179208564
2.9000000000000012,2.9000000000000012,1496.503414237728,2099.082697579358,5.002475319487633,270.8907667753741
3.0000000000000013,3.0000000000000013,1496.0201602642182,2099.092124406801,4.99203939240828,270.9079877455833
3.1000000000000014,3.1000000000000014,1495.5172188146958,2099.102105960027,4.983477614685334,270.94750178210387
3.2000000000000015,3.2000000000000015,1495.0248333142376,2099.112168532502,4.994497396565223,270.9865023449833
3.3000000000000016,3.3000000000000016,1494.53062991299,2099.122411634636,5.008509469313002,271.0045975326765
3.4000000000000017,3.4000000000000017,1494.0202872525572,2099.133278975162,4.993446151068673,271.00395794198334
3.5000000000000018,3.5000000000000018,1493.5305050376542,2099.1420869666867,4.990815773307503,270.98397891880444
3.600000000000002,3.600000000000002,1493.0391978401467,2099.1508125347464,4.988661380292609,270.96027612771854
3.700000000000002,3.700000000000002,1492.5444015201958,2099.1591571301406,4.984245751123027,270.9314940981048
3.800000000000002,3.800000000000002,1492.037288673745,2099.1670660879645,4.9780720844683755,270.90225879682583
3.900000000000002,3.900000000000002,1491.5448490492072,2099.175082687105,4.998040079504857,270.8824538660946
4.000000000000002,4.000000000000002,1491.0575536452739,2099.182132860597,4.9901446388020085,270.8524644660106
4.100000000000001,4.100000000000001,1490.592413802225,2099.188920038281,4.985288422006985,270.8319341973304
4.200000000000001,4.200000000000001,1490.083519979951,2099.1973347014887,4.981613455888418,270.8214643435633
4.300000000000001,4.300000000000001,1489.579014063335,2099.204407715604,4.9781161496472235,270.82386546774245
4.4,4.4,1489.082557817076,2099.211105603225,4.974670003630778,270.8042096752326
4.5,4.5,1488.6042334123028,2099.2171916647903,4.971233963337307,270.7977487493535
4.6,4.6,1488.099442042041,2099.2226963468274,4.961263942438338,270.7807148011522
4.699999999999999,4.699999999999999,1487.5972327149284,2099.227635544673,4.970178363539021,270.7793637761154
4.799999999999999,4.799999999999999,1487.1169340443275,2099.2339788455556,4.967182031350573,270.7873178943747
4.899999999999999,4.899999999999999,1486.6294427828104,2099.2407982223726,4.957173945136127,270.8073599517487
4.999999999999998,4.999999999999998,1486.1431491660708,2099.2468947705083,4.954612452529265,270.82584618938506
5.099999999999998,5.099999999999998,1485.654394225653,2099.2524808292965,4.963310170641261,270.8317775915912
5.1999999999999975,5.1999999999999975,1485.1674036938898,2099.2597853469733,4.942273225569171,270.83076161261357
5.299999999999997,5.299999999999997,1484.6940252040263,2099.2647974647207,4.949387906345968,270.8324212949904
5.399999999999997,5.399999999999997,1484.2028861682684,2099.2723157306423,4.949685364998839,270.84118720346663
5.4999999999999964,5.4999999999999964,1483.7004462285709,2099.278169822635,4.941659495195431,270.8277240939777
5.599999999999996,5.599999999999996,1483.2160240002772,2099.28306037189,4.96151251645498,270.8276674595689
5.699999999999996,5.699999999999996,1482.739405724741,2099.2885271548685,4.954327926862638,270.8388403213485
5.799999999999995,5.799999999999995,1482.234037893439,2099.295939853022,4.934956864437397,270.84605440877493
5.899999999999995,5.899999999999995,1481.744033479698,2099.3013899653783,4.9426139630084105,270.8117179491575
5.999999999999995,5.999999999999995,1481.2337857462815,2099.3063162645694,4.95286270084596,270.7534636040854
6.099999999999994,6.099999999999994,1480.7422567088902,2099.3097077635166,4.944571788316438,270.70153616460806
6.199999999999994,6.199999999999994,1480.2542348021323,2099.312208111943,4.934487612185475,270.65738582317215
6.299999999999994,6.299999999999994,1479.7704885871103,2099.315663728831,4.939363524873562,270.6327815957612
6.399999999999993,6.399999999999993,1479.2750668415238,2099.318577373823,4.940725394576971,270.62365323117643
6.499999999999993,6.499999999999993,1478.7663313378353,2099.3213347458286,4.9423075377993335,270.6179895156839
6.5999999999999925,6.5999999999999925,1478.3001850999124,2099.3235941846506,4.923434990437621,270.6065930054249
6.699999999999992,6.699999999999992,1477.8203548097274,2099.3269397855697,4.938128388006829,270.5778260328569
6.799999999999992,6.799999999999992,1477.3250812617948,2099.3298524748857,4.919526856647769,270.54732967873446
6.8999999999999915,6.8999999999999915,1476.858063476746,2099.3311416170422,4.9274587779972805,270.50863338606854
6.999999999999991,6.999999999999991,1476.368277577753,2099.3340376615233,4.92512319944901,270.47688893482814
7.099999999999991,7.099999999999991,1475.8640379497388,2099.3364158739587,4.92907907923248,270.4584031447358
7.19999999999999,7.19999999999999,1475.3801386790237,2099.338488308743,4.916464011301356,270.46091150560136
7.29999999999999,7.29999999999999,1474.8999244987951,2099.3420869226265,4.910745621596743,270.49875092484973
7.39999999999999,7.39999999999999,1474.409953313299,2099.345664776347,4.922155756230349,270.550053940805
7.499999999999989,7.499999999999989,1473.9328572533288,2099.3506348373016,4.919460674660097,270.6057384773961
7.599999999999989,7.599999999999989,1473.4516736886571,2099.3557699894077,4.912818543436828,270.67086457895755
7.699999999999989,7.699999999999989,1472.9595031575993,2099.362586048498,4.906044705472368,270.7366706967624
7.799999999999988,7.799999999999988,1472.4618739926602,2099.3697721086605,4.913316058614338,270.8188376681532
7.899999999999988,7.899999999999988,1471.9854686993483,2099.3774104417907,4.915519810889524,270.9114931743006
7.999999999999988,7.999999999999988,1471.5049758372638,2099.3873224682834,4.87996621647642,271.0503424561212
