,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.12_x,H_in-C_out.12_y,H_in-C_out.12_speed,H_in-C_out.12_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,C_in-E_out.27_x,C_in-E_out.27_y,C_in-E_out.27_speed,C_in-E_out.27_angle,C_in-E_out.28_x,C_in-E_out.28_y,C_in-E_out.28_speed,C_in-E_out.28_angle,C_in-E_out.29_x,C_in-E_out.29_y,C_in-E_out.29_speed,C_in-E_out.29_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,E_in-C_out.0_x,E_in-C_out.0_y,E_in-C_out.0_speed,E_in-C_out.0_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,scenario,participant_id,source_file
16087,16087,479.26669907076484,1568648863.2861252,479.26669907076484,-93.1494268520198,,636.5527379997452,72.25330856647012,645.7793462251155,0.9984871149063108,636.2109271450646,101.3136136790279,692.1303529683407,0.9936792850494384,644.2263658720258,42.81450884613701,699.8477166726822,0.9926936626434326,615.5938866404189,135.9744902285594,705.6110031817655,0.298345148563385,574.2907114660892,-13.442589711009454,694.1618913970924,0.8570117950439453,506.15703577251884,173.9627085210487,554.2433579905696,0.9397666454315186,511.62001063098563,-57.498928587767274,556.7198039672398,0.9281485080718994,618.075199139081,244.91732679866246,364.05837959369455,0.9766831398010254,580.6085307114641,-117.97812556251614,365.90970977602217,0.5112910866737366,811.5029369682727,300.62922074872057,230.07705178224427,0.9409396648406982,728.5826362517007,-164.1961524188225,200.4302311970481,0.3533186912536621,382.9692761637265,153.73087051368543,145.05517052517197,0.08475586771965027,430.4632991722142,-38.10352722660888,199.63831589965585,0.007934421300888063,818.8521446252253,182.76156900316602,110.94987004809641,0.06899043917655945,678.6803911761043,-96.18439632890646,92.2498068081575,0.6727393269538879,504.05910632982767,173.4594159250906,-517.0872770806511,0.19745111465454104,741.7633786538828,-69.45064142924514,93.91978205684046,0.3471453189849853,3208.223330092924,452.66011665475344,3.62,358.9999319513938,3201.83,624.036465761258,6.150009721229452,179.46,3202.5766699070764,543.9564074338813,7.9833300929235165,179.46,3201.316669907077,679.3731453895639,5.86,179.46,3205.83,899.7235342387421,6.173359256611872,359.45,3205.953330092924,886.7868643316657,6.076669907076484,359.69331065046464,3205.98,872.9368643316657,6.136621300929224,359.99,3202.2233689778413,618.25303845604,9.136669907076485,177.19,3202.7,728.6130384560399,9.126631022158675,179.99,2763.183592566119,879.86,7.973339814152968,89.69,3202.69,835.0097569692638,7.59665046461758,179.99,2647.213291208006,856.7202235882775,6.96,349.47,2656.3735634024306,876.1901166547534,7.920029163688357,63.03,2648.986806004289,868.4668546104359,7.1600388849178085,35.4407290922089,3202.6566699070763,886.4564463187992,6.820058327376713,179.45,2650.266640743388,834.6969226590422,7.993339814152968,353.93,2664.683281486776,752.3535536812009,6.993339814152968,346.68,3201.4366699070765,1014.2830481772694,8.766669907076484,179.45,3199.546669907077,1211.8164365975695,7.169970836311643,179.45,,,,,,,,,2c,13,1568648330
16088,16088,479.3,1568648863.3194475,479.3,-102.20575558169277,,633.288506339424,70.023394452202,643.9381954348712,0.9983484745025636,632.3219530932345,99.08928880111314,690.0353333061598,0.9945756196975708,649.8445722714255,41.58178130997603,701.2317477836089,0.9926072955131532,610.1979852483556,134.39401780186344,703.6105770277745,0.3175991177558899,578.6702396789658,-13.62144149239198,693.8105786031473,0.7921515107154846,513.5732629078649,175.31706156154857,559.7581584821935,0.9287879467010498,511.43081317793764,-57.57341412844411,557.9878096449394,0.9087594747543336,621.5791449259475,244.18779982324014,367.75400607533663,0.9783725142478944,599.0253692013075,-123.66164204675137,364.3485807680357,0.8910149335861206,813.4493370410272,299.068420835991,232.998106204739,0.9542474746704102,730.3431839228036,-163.81311386335275,207.0922281447952,0.3857071101665497,373.9244073467562,153.44173556907506,143.1409552456925,0.06354972720146179,434.6021573418993,-39.10105052828223,205.19558999628384,0.005931854248046875,829.0309951477636,188.87000820902298,122.69667538752395,0.08830860257148743,676.3262018954426,-100.52129079797405,103.15808825269687,0.699694037437439,478.4487685842039,171.78390181020598,-552.3902941640808,0.04899215698242188,694.3981450709059,-59.376110129134005,37.31862699554583,0.2336346805095673,3208.22,452.78,3.62,358.93,3201.83,623.83,6.16,179.46,3202.58,543.69,7.98,179.46,3201.32,679.18,5.86,179.46,3205.83,899.93,6.2,359.45,3205.95,886.99,6.08,359.67,3205.98,873.14,6.09,359.99,3202.26,617.95,9.14,177.19,3202.7,728.31,9.09,179.99,2763.45,879.86,7.98,89.69,3202.69,834.76,7.58,179.99,2647.17,856.95,6.96,349.47,2656.61,876.31,7.95,63.03,2649.13,868.66,7.2,36.19,3202.66,886.23,6.88,179.45,2650.24,834.96,8.0,353.93,2664.63,752.58,7.0,346.68,3201.44,1013.99,8.77,179.45,3199.55,1211.58,7.14,179.45,,,,,,,,,2c,13,1568648330
16089,16089,479.3331896173294,1568648863.3527956,479.3331896173294,-87.94713690125091,,636.7942728536444,68.79900997458654,644.840516849368,0.9983136653900146,639.9410243706262,98.23515044063669,693.0731581302623,0.9947504997253418,651.9505788098535,41.021914905804266,702.0120464199682,0.9923704862594604,626.0717433533993,134.70016056939392,718.5909255602576,0.6504383087158203,582.5855620757536,-17.650741559998952,694.8793844245002,0.7856796383857727,508.8770334321248,174.01286334769887,560.7963065329009,0.9192287921905518,507.5763061769889,-58.17861027889431,555.6893270854644,0.9093950986862184,619.0850549283476,240.86505535508599,353.812365793179,0.8575981855392456,581.5962611854821,-119.91658687843676,371.79374500619,0.4772155582904816,819.4341745425837,299.35011232933635,239.92347470875129,0.9348778128623962,763.7540426115066,-168.5738099049046,215.36840263635392,0.5547084808349609,372.68174484903625,153.2750769028045,145.7720284774047,0.0631285309791565,445.3573890834083,-35.5360039239161,213.011272263296,0.006511092185974121,813.362757517615,188.95577103992312,113.8281386600433,0.08343774080276489,684.8749701089956,-98.81363279872278,115.51734594401199,0.7647678852081299,461.88097853971277,171.77334081448092,-577.4875061185354,0.022739917039871216,771.427840063155,-64.51491052894056,98.5367010811918,0.10180607438087463,3208.2166810382673,452.89948262238585,3.62,358.89017245920473,3201.833318961733,623.6275433342905,6.153362076534116,179.46,3202.583318961733,543.4278020230976,7.970043114801173,179.46,3201.32,678.9841812577564,5.86,179.46,3205.826681038267,900.1357756274423,6.180086229602345,359.45,3205.95,887.1957756274425,6.096594808664713,359.66004311480117,3205.98,873.3424566657095,6.0966379234658845,359.99,3202.2965085790624,617.6446555205694,9.136681038267056,177.19,3202.7,728.0112934440352,9.086681038267058,179.99,2763.715516938635,879.863318961733,7.973362076534117,89.69,3202.69,834.5044399465636,7.619827540795308,179.99,2647.130172459205,857.1756893978401,6.9566810382670585,349.47,2656.845646283039,876.4294826223859,7.9632758469317695,63.03,2649.276034316249,868.8524997805106,7.22655169386354,36.53185305849306,3202.66,885.9943537169611,6.9264654642611925,179.45331896173298,2650.2101293444034,835.2221979769025,7.9834051913352875,353.93,2664.576896612273,752.8056893978401,6.993362076534115,346.68,3201.44,1013.701250329234,8.760043114801173,179.45,3199.55,1211.3377157934951,7.166551693863538,179.45,,,,,,,,,2c,13,1568648330
16090,16090,479.36637899737326,1568648863.3861434,479.36637899737326,-94.09942232824476,,633.6760824439258,68.17365463423536,643.1634953875364,0.9983217716217041,636.6447824653062,97.41353763053424,692.4176153109047,0.9943315982818604,647.042511215987,40.31864263781958,699.5847311567644,0.9917473793029784,626.2450097166586,132.58266817907014,720.4547003323288,0.6522266268730164,587.2095519006202,-14.709674585764484,693.4762371059314,0.5309712290763855,500.5978692396418,171.42815651081963,556.2811668191554,0.9239208698272704,505.9317147438172,-58.75205548441775,558.0078569137652,0.90115886926651,614.0727800189433,242.29110283928296,361.41444564747184,0.9729917049407959,603.8211966975341,-122.90591617634638,370.17454219505686,0.8702002763748169,817.0896646942821,300.1129321923131,236.0368791741417,0.9322445392608644,752.1362374076429,-162.70782675640538,218.6713930318737,0.4180065989494324,368.6288359754375,154.40802391737958,145.01512240529954,0.07316440343856813,453.86276639777896,-31.04494821256112,217.8835224248135,0.007306128740310669,819.5980477288333,188.49142801273328,113.91133559256642,0.10612726211547853,682.8575246687709,-98.5344746939118,114.76428269800337,0.7108436226844788,450.8083399814769,166.74959539206668,-592.3255659289499,0.013749778270721436,745.6196017290215,-72.38555279281465,84.3199235921386,0.23659014701843264,3208.213362100263,453.01896439054383,3.62,358.8503452031522,3201.836637899737,623.4250881160231,6.1467242005253455,179.46,3202.586637899737,543.1656059207512,7.960086300788019,179.46,3201.32,678.7883639154977,5.86,179.46,3205.8233621002632,900.3415497837143,6.160172601576037,359.45,3205.95,887.4015497837142,6.113189498686637,359.65008630078796,3205.98,873.5449118839771,6.103275799474655,359.99,3202.3330168971106,617.3393132241661,9.133362100262671,177.19,3202.7,727.7125890236405,9.083362100262672,179.99,2763.9810319789863,879.8666378997374,7.966724200525347,89.69,3202.69,834.2488817202257,7.659654796847925,179.99,2647.090345203152,857.4013771821382,6.953362100262673,349.47,2657.0812908813505,876.5489643905438,7.9765515989493085,63.03,2649.4220675884426,869.0449981847651,7.253103197898617,36.8737036729447,3202.66,885.7587091186498,6.9729305963225805,179.45663789973733,2650.1802589023637,835.4843940792488,7.966810501313363,353.93,2664.5237936042026,753.0313771821382,6.986724200525347,346.68,3201.44,1013.4125027228523,8.750086300788018,179.45,3199.55,1211.0954333191748,7.193103197898616,179.45,,,,,,,,,2c,13,1568648330
16091,16091,479.4,1568648863.419925,479.4,-88.06950218744456,,633.0252082252465,66.80341918655755,643.9969444392814,0.99837064743042,639.8958930531048,95.84812039487689,693.8775470269127,0.995447278022766,653.6516129478607,41.0666404956669,702.3467429502182,0.9927297830581664,638.369387674117,130.04354144069006,725.7921343211818,0.6836256980895996,564.7751216495049,-22.275387364498233,684.9692838680335,0.7224436402320862,507.5277086026146,170.50563645525548,560.9021392282837,0.9294288158416748,510.59223291721185,-58.35754712711793,558.7358964050768,0.9177185297012328,619.8298425273056,239.63192579518648,354.7874167711425,0.8653161525726318,605.8349907599563,-124.69209875054726,370.89815800266194,0.844294548034668,813.8003670067293,301.22868867760894,233.6773302966732,0.9358643293380736,741.4075837635394,-164.11421145999392,213.08190640826908,0.3630214929580689,372.9521608675595,154.19400062523977,150.17545409200883,0.053611814975738525,458.01594869283025,-27.99944258769913,219.56549362657486,0.0067765414714813215,753.6746376545645,183.0477227807848,68.97816279371477,0.0681147575378418,688.4971721146487,-103.79320031101251,117.93285537051985,0.7805746793746948,440.593646227418,163.89966296314586,-599.6191369296885,0.010410904884338379,643.6052701256722,-57.67908128053472,-8.765685872158485,0.03436121344566345,3208.21,453.14,3.62,358.81,3201.84,623.22,6.14,179.46,3202.59,542.9,7.95,179.46,3201.32,678.59,5.86,179.46,3205.82,900.55,6.14,359.45,3205.95,887.61,6.13,359.64,3205.98,873.75,6.11,359.99,3202.37,617.03,9.13,177.19,3202.7,727.41,9.08,179.99,2764.25,879.87,7.96,89.69,3202.69,833.99,7.7,179.99,2647.05,857.63,6.95,349.47,2657.32,876.67,7.99,63.03,2649.57,869.24,7.28,37.22,3202.66,885.52,7.02,179.46,2650.15,835.75,7.95,353.93,2664.47,753.26,6.98,346.68,3201.44,1013.12,8.74,179.45,3199.55,1210.85,7.22,179.45,,,,,,,,,2c,13,1568648330
16092,16092,479.43297775673483,1568648863.4528055,479.43297775673483,-94.09985870637392,,632.6864886787637,64.6597453604498,644.670142981312,0.9985820055007936,640.1456233214129,95.28957716112942,693.8776344604538,0.9959759712219238,655.7720250620589,39.85546103290997,703.3210367525534,0.9931923747062684,634.3886488271679,128.49820387069522,724.5128957212863,0.7327508926391602,566.6458202316693,-18.00864768133822,683.8453394762445,0.5509912967681885,518.0955225812968,170.7191483735449,561.896657649036,0.9387555122375488,506.29190808831015,-59.47240567302485,558.0950775978598,0.9275543689727784,617.5343695781559,242.3411761350148,365.03466983599884,0.9698776006698608,618.4172640441809,-123.1313488143838,375.9810015543048,0.8621319532394409,817.0122985649198,299.2029617631728,234.65120815673626,0.9212021827697754,753.370991373049,-161.76320193852146,224.11026625001415,0.39469555020332336,375.8350845564303,156.73095427259025,150.59233067113428,0.08863818645477295,460.03287766837786,-27.59813584088791,220.12209082315673,0.008979320526123047,729.1483893579707,178.43090597620198,52.28744580886176,0.1261160373687744,698.7390267887363,-106.09520799353682,124.13966890390058,0.762062668800354,436.0053210032403,164.85103170799744,-603.1241052591688,0.011917382478713993,728.5374099284293,-30.49850665634419,46.5698875365176,0.12181493639945985,3208.206702224327,453.2620176999191,3.62,358.7902133459591,3201.84,623.0155379082437,6.14,179.46,3202.5932977756734,542.6361779461208,7.963191102693959,179.46,3201.3232977756734,678.3954312352641,5.869893327020471,179.46,3205.82,900.7511643160827,6.14659555134698,359.45,3205.9467022243266,887.8111643160829,6.13,359.6301066729796,3205.98,873.9544620917563,6.136382205387921,359.99,3202.4062755324085,616.7299024137124,9.13659555134698,177.19,3202.7,727.1066046380389,9.116275532408393,179.99,2764.5105242782056,879.87,7.96,89.69,3202.69,833.7360712731412,7.69340444865302,179.99,2647.007128916245,857.8476531944502,6.870853383836237,349.47,2657.554142072818,876.7920176999191,7.98010667297953,63.03,2649.7183999053077,869.4345687647359,7.329466635102352,37.22,3202.663297775673,885.2858579271823,7.0562755324083914,179.46659555134696,2650.123617794612,836.0138220538793,7.963191102693959,353.93,2664.4172355892238,753.4842487457972,6.97340444865302,346.68,3201.4432977756733,1012.8297957407327,8.74659555134698,179.45,3199.5532977756734,1210.612560151509,7.213404448653018,179.45,,,,,,,,,2c,13,1568648330
16093,16093,479.4664952151394,1568648863.4862242,479.4664952151394,-95.94294604146437,,633.7138335224175,65.2661499659976,642.6198585760824,0.9983258247375488,640.1297370286521,95.4832390730315,693.9366275824863,0.9955202341079712,647.5360213024504,39.53331141387821,699.1790594803913,0.9916014671325684,628.4563400050105,128.99562568409837,720.1226938946456,0.7083671092987059,570.7834976407182,-22.642763369004367,687.7424236426014,0.6205439567565918,510.5389450335497,168.17073953784043,558.3969410450483,0.9440464973449708,509.46247361290665,-58.37304935039627,560.9661756125172,0.8963921666145325,629.8967438085756,241.89170840932687,371.90668084798966,0.9738798141479492,602.1988475917193,-126.16193574254092,372.2734922371189,0.8666003942489624,809.3875623076162,291.5978342585017,243.52943844318915,0.6019068360328674,752.7637358634806,-159.79568968638074,221.95741953607362,0.3368797898292541,379.4081825938575,155.10816296679613,154.78504850833954,0.04973313212394714,453.8177846566578,-30.164742664284145,218.90759481395736,0.005421996116638185,694.8306221069746,179.51730653869149,27.03518612009975,0.14106321334838867,685.9328811097795,-97.39481723475632,102.47334784585972,0.6576533913612366,413.7206143649513,164.6794567274785,-626.259165919324,0.009501159191131592,806.9319533602795,-35.22781779509336,96.34951010015119,0.15945571660995486,3208.203350478486,453.3860322960157,3.62,358.7701028709164,3201.84,622.8077296661357,6.14,179.46,3202.5966495215143,542.3680382788848,7.976598086055759,179.46,3201.3266495215144,678.1976782306775,5.8799485645418175,179.46,3205.82,900.9556208123503,6.15329904302788,359.45,3205.9433504784856,888.0156208123503,6.13,359.6200514354582,3205.98,874.1622703338643,6.163196172111517,359.99,3202.443144736653,616.4248935422315,9.14329904302788,177.19,3202.7,726.7982440207177,9.153144736653337,179.99,2764.7753121996006,879.87,7.96,89.69,3202.69,833.4779868434268,7.686700956972119,179.99,2646.963556220319,858.06886841992,6.790411483665447,349.47,2657.79211602749,876.9160322960158,7.970051435458182,63.03,2649.8692284681274,869.6323217693225,7.379742822709094,37.22,3202.6666495215145,885.0478839725102,7.093144736653336,179.47329904302788,2650.0968038278893,836.2819617211153,7.976598086055759,353.93,2664.363607655777,753.712167462948,6.9667009569721206,346.68,3201.4466495215142,1012.5348421067732,8.75329904302788,179.45,3199.5566495215144,1210.3712344509966,7.206700956972121,179.45,,,,,,,,,2c,13,1568648330
16094,16094,479.5,1568648863.5196302,479.5,-103.95451731457209,,633.0781464388689,64.05672822952779,643.8988667862153,0.9985225200653076,632.7936644742466,95.21556859356414,689.7289527934224,0.9963761568069458,647.0456876829135,39.024990602324465,698.8591829505333,0.994277834892273,611.2149626155186,129.57161274842474,706.2174136387554,0.4210624098777771,583.6640577321108,-16.944546812431867,691.8628181726108,0.4641240537166596,510.338034074365,168.8766734059778,557.2559602801294,0.9480842351913452,506.4571643514779,-60.1106439896582,557.8712875445214,0.9035420417785645,619.0479149694488,242.6451730371504,364.5995436124445,0.9780617356300354,608.782391076076,-125.49920442488451,375.26655986419763,0.9286862015724182,825.2009808028836,295.635845605928,236.5200217962344,0.9040051102638244,736.7066195027901,-162.80502587587588,213.76247823935608,0.4748179912567138,393.02418040545484,152.55875579893103,132.59497750543522,0.00842466950416565,442.18050954986666,-34.08564846409641,212.74463153808068,0.01471388339996338,780.8408180533136,184.2268130641243,85.39211833318134,0.17886453866958618,683.886797988048,-97.31667675265972,110.71531868321064,0.6772246360778809,404.82199658042543,163.14888603571532,-633.2097411845,0.0064578354358673104,705.0217105690773,-66.05912332883499,-117.83659432233073,0.011470943689346312,3208.2,453.51,3.62,358.75,3201.84,622.6,6.14,179.46,3202.6,542.1,7.99,179.46,3201.33,678.0,5.89,179.46,3205.82,901.16,6.16,359.45,3205.94,888.22,6.13,359.61,3205.98,874.37,6.19,359.99,3202.48,616.12,9.15,177.19,3202.7,726.49,9.19,179.99,2765.04,879.87,7.96,89.69,3202.69,833.22,7.68,179.99,2646.92,858.29,6.71,349.47,2658.03,877.04,7.96,63.03,2650.02,869.83,7.43,37.22,3202.67,884.81,7.13,179.48,2650.07,836.55,7.99,353.93,2664.31,753.94,6.96,346.68,3201.45,1012.24,8.76,179.45,3199.56,1210.13,7.2,179.45,,,,,,,,,2c,13,1568648330
16095,16095,479.5332758723035,1568648863.553043,479.5332758723035,-88.19139829384193,,633.7889271531653,64.5265145956739,642.4809729150078,0.9980525970458984,643.5882305723906,94.70468604252048,694.2706737905078,0.9960258603096008,651.2233008633301,39.20490798944176,698.8140175439647,0.9926445484161376,624.4315817950368,127.24318352522472,716.8127169489057,0.7101436853408813,587.927493903463,-15.859700213636014,691.7829063396033,0.5156151056289673,510.5050924152177,169.2788184198161,556.7949119350432,0.9528740644454956,510.4015908729797,-59.17887009802683,559.1705932174818,0.9083482027053832,622.7242984162242,242.4194922037805,365.6806670061068,0.980697512626648,589.9508900437307,-131.5711699481782,361.76614692393684,0.9158841371536256,823.1548871318256,296.2764668452952,234.91046240976968,0.9244586229324341,718.8584435174097,-166.73219713341214,198.93254105073456,0.4946451783180237,382.5714897165207,154.16626833269268,138.28101428937762,0.03898826241493225,440.9332264151194,-38.4252226060031,209.24781886612897,0.014413565397262572,818.3896277283949,183.44448267041318,110.59139637859472,0.2412737607955933,671.3834735229555,-98.81647981442957,99.34822085432094,0.630517303943634,356.1033622056587,162.95607494609538,-683.7990020787503,0.004103720188140869,665.3017408624721,-74.86625912537959,-180.25745334685595,0.022749006748199463,3208.1966724127697,453.6297931402927,3.623327587230353,358.74334482553934,3201.8433275872303,622.3970171789485,6.126689651078589,179.46,3202.6,541.8337930215719,7.99,179.46,3201.33,677.8036723534093,5.886672412769648,179.46,3205.816672412769,901.3663104082817,6.1466896510785896,359.45,3205.936672412769,888.4229828210515,6.120017238308942,359.59668965107863,3205.98,874.5729828210515,6.173362063848237,359.99,3202.48,615.8171895620379,9.140017238308943,177.94536230129006,3202.7,726.1838619748074,9.170034476617882,179.99,2765.306206978428,879.87,7.97331034892141,89.69,3202.69,832.9671033704933,7.653379302157178,179.99,2646.883396540466,858.4996379955122,6.613499970319773,349.47,2658.266258693355,877.1597931402928,7.96,63.03,2650.166413838136,870.0230000593605,7.469931046764231,37.73910360793501,3202.67,884.5704137194145,7.1732586339945845,179.48665517446068,2650.040051714927,836.8128793911978,7.9800172383089425,353.93,2664.2567586043137,754.166275931664,6.966655174460706,346.68,3201.4533275872304,1011.9504999109594,8.753344825539294,179.45,3199.56332758723,1209.893741306645,7.183362063848237,179.45,,,,,,,,,2c,13,1568648330
16096,16096,479.5665277629377,1568648863.5864315,479.5665277629377,-96.01040471923748,,633.41748741312,62.94866779270873,643.2403596945718,0.99854838848114,641.233059725948,94.85225293653568,692.1963280419733,0.9970436096191406,658.4374998590986,39.378430762889344,701.6821785126306,0.9939210414886476,617.2822004441475,127.26692128100164,706.2770831994546,0.4481710195541382,595.2617191706311,-13.488898429552247,694.2759569334735,0.5183687210083008,510.8397607255301,170.70921344802014,556.1008106926474,0.9566140174865724,511.3081854395201,-57.86002021823019,558.2309323941539,0.8957125544548035,621.0063216870258,239.56030144223203,364.518561166148,0.9798977971076964,598.2016693758222,-125.79984527340592,367.8050266095688,0.9231423735618592,819.8990803845442,292.0080747965946,241.05267987842663,0.35073333978652954,727.5987349710101,-165.5798272107535,207.71146197982586,0.4925816655158997,393.7226964220169,152.45480265778892,126.51519166245713,0.005818635225296021,428.80535643838687,-41.69742514981434,200.2490659560057,0.016484171152114868,820.7848093309093,181.84827467172656,109.70530216486648,0.3009489178657532,673.1479168719036,-101.12962818610536,88.14266235699577,0.6853788495063782,318.1210231101555,134.92270450218757,-726.193245127017,0.005183666944503784,667.1850928251092,-73.79717105096705,-208.95852452463643,0.03659254312515259,3208.193347223706,453.7494999465755,3.6266527762937635,358.7366944474125,3201.846652776294,622.1941806460804,6.1133888948249435,179.46,3202.6,541.5677778964989,7.99,179.46,3201.33,677.6074861986679,5.883347223706236,179.46,3205.813347223707,901.5724721302133,6.133388894824945,359.45,3205.9333472237067,888.6258193539197,6.110041671118706,359.5833888948249,3205.98,874.7758193539197,6.156736118531182,359.99,3202.48,615.5145973572676,9.130041671118706,178.70018021868438,3202.7,725.8779445809738,9.150083342237416,179.99,2765.572222103501,879.87,7.986611105175055,89.69,3202.69,832.714389001674,7.626777789649888,179.99,2646.8468194607685,858.7091249065071,6.517069487480849,349.47,2658.502347116857,877.2794999465755,7.96,63.03,2650.3127221569252,870.2158610250383,7.509833315525165,38.25783310182715,3202.67,884.331000106849,7.216486091818929,179.49330555258754,2650.010125013356,837.0755693272073,7.9700416711187065,353.93,2664.2035555793,754.3923887879761,6.973305552587527,346.68,3201.456652776293,1011.6612084624426,8.746694447412473,179.45,3199.5666527762933,1209.6576528831426,7.1667361185311815,179.45,,,,,,,,,2c,13,1568648330
