,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.10_x,H_in-C_out.10_y,H_in-C_out.10_speed,H_in-C_out.10_angle,H_in-C_out.11_x,H_in-C_out.11_y,H_in-C_out.11_speed,H_in-C_out.11_angle,H_in-C_out.12_x,H_in-C_out.12_y,H_in-C_out.12_speed,H_in-C_out.12_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,C_in-E_out.24_x,C_in-E_out.24_y,C_in-E_out.24_speed,C_in-E_out.24_angle,C_in-E_out.25_x,C_in-E_out.25_y,C_in-E_out.25_speed,C_in-E_out.25_angle,C_in-E_out.26_x,C_in-E_out.26_y,C_in-E_out.26_speed,C_in-E_out.26_angle,C_in-E_out.27_x,C_in-E_out.27_y,C_in-E_out.27_speed,C_in-E_out.27_angle,C_in-E_out.28_x,C_in-E_out.28_y,C_in-E_out.28_speed,C_in-E_out.28_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,C_in-E_out.29_x,C_in-E_out.29_y,C_in-E_out.29_speed,C_in-E_out.29_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,E_in-C_out.0_x,E_in-C_out.0_y,E_in-C_out.0_speed,E_in-C_out.0_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,scenario,participant_id,source_file
13831,13831,405.6,1568815120.6209593,405.6,-104.79252891853814,,566.6346758039729,52.12942004735779,603.3320514518366,0.9975268244743348,562.1743411953679,81.80399166883637,647.8904884016348,0.9916502833366394,575.0790079189579,21.259721589182146,650.7587400619218,0.9866113662719728,520.6563182875498,128.38738780906252,648.8271533404578,0.7419071197509766,578.8116131171067,-7.274322893660058,664.2233836003581,0.4682024121284485,483.4092736589637,148.48584378400557,536.0255218003507,0.9865134954452516,513.2889471575434,-29.267381480182515,539.9333419871026,0.6538393497467041,612.5500429390977,241.2207626894245,396.4396289949698,0.6616864204406738,601.7928564781463,-119.36890042977146,416.4339248768529,0.7348762750625609,747.3644604878656,300.5862174833829,266.85648972329557,0.06954792141914368,783.3285673288243,-178.63981439809882,262.4755430760544,0.7576274871826172,393.5328079775459,140.70155634297686,167.55106840639928,0.14622646570205688,451.35413919557817,-13.109942984285345,241.70607559890132,0.6307048201560974,585.6509326973696,159.1392908352536,-28.606340147328183,0.533098042011261,617.7453691236612,-17.75731251705485,94.35157250167757,0.2373944222927093,408.2346866879874,175.23327389392864,-583.6586220325584,0.005094021558761597,573.0965890215357,-53.184302192526424,-285.2564470840253,0.01369553804397583,3207.86,501.28,3.06,358.9,3205.9,77.64,6.68,179.26,3204.95,150.91,6.33,179.26,3204.54,182.01,7.96,179.26,3203.14,515.64,7.0,179.46,3203.01,1194.08,6.7,359.45,3203.16,1179.19,6.75,359.45,3203.29,1165.61,6.66,359.45,3203.42,1151.96,6.78,359.45,3203.55,1138.38,6.78,359.45,3202.16,588.94,7.17,179.46,3203.68,1124.8,6.73,359.45,3202.51,551.19,7.96,179.46,3197.41,759.43,6.97,179.64,3206.96,149.09,7.93,179.26,3201.29,682.3,7.98,179.46,3048.65,881.33,7.97,89.71,3203.22,641.14,8.2,179.46,2823.22,880.18,7.98,89.69,2793.82,880.02,7.95,89.69,3202.7,717.0,8.38,179.99,3202.7,751.65,8.31,179.99,2652.74,873.69,6.98,39.02,2660.61,769.55,6.98,346.68,2684.33,704.55,7.97,322.4,,,,,,,,,,,,,,,,,2c,20,1568814665
13832,13832,405.63296497164964,1568815120.6541016,405.63296497164964,-91.73138165714693,,568.4616497768292,53.59705241265323,605.1790367279568,0.9973456263542176,557.4064588108847,82.03812707572308,646.8745547238705,0.9896692037582396,575.3856352951802,21.95302033995384,650.1358233645757,0.9882887005805968,539.068557408088,126.7344007822402,665.6003809277303,0.9245109558105468,575.9526237104192,-7.642009714987488,662.3014943659849,0.4692136347293854,482.5515182766314,150.82754033433085,537.6817988880866,0.9851366281509399,509.3546987254004,-28.572400057759204,541.770614140758,0.8454056382179259,618.3172800673578,239.97107218353105,397.2917346818902,0.6313127279281616,584.2786017150676,-122.85938901689907,409.05323126975617,0.8200868964195251,746.4637336709208,300.3792953036751,268.6742782041374,0.05739423632621765,779.4273257941554,-181.15629094515012,261.2189412727272,0.802108108997345,362.9068890058139,145.61991613462627,173.82091914209857,0.4770700335502625,439.432693649079,-15.083540353355367,230.1932667442566,0.6948567628860474,518.2469822096131,140.16423723131052,-76.47712750162151,0.599871814250946,621.4567109316118,-17.457806833796177,92.37961701860253,0.2309421002864837,390.32233603012094,195.87684897751447,-617.6579267732676,0.0013083219528198242,585.5650385744037,-61.89552128095417,-313.0325564368827,0.013248234987258913,3207.86,501.3821914121136,3.0567035028350427,359.00548790927866,3205.9,77.41913468994784,6.68,179.26,3204.953296497165,150.69902418144272,6.3431859886598305,179.26,3204.543296497165,181.7462802268034,7.973185988659829,179.26,3203.143296497165,515.4092451984529,6.9868140113401696,179.46,3203.01,1194.304161807217,6.732964971649574,359.45,3203.156703502835,1179.4108653100525,6.743407005670085,359.45,3203.2867035028357,1165.834161807217,6.712743954639317,359.45,3203.416703502835,1152.1775688128869,6.747035028350426,359.45,3203.546703502835,1138.6041618072172,6.789889491494873,359.45,3202.163296497165,588.7059487012881,7.166703502835042,179.46,3203.676703502835,1125.0241618072168,6.733296497164957,359.45,3202.513296497165,550.9262802268033,7.96,179.46,3197.413296497165,759.199245198453,6.9765929943299145,179.64,3206.9632964971647,148.8328732211333,7.9102210170102545,179.26,3201.29,682.0362802268032,7.986592994329915,179.46,3048.913719773197,881.33,7.97,89.71,3203.223296497165,640.8663907353085,8.213185988659829,179.46,2823.4837197731963,880.18,7.9734070056700865,89.69,2794.083719773197,880.0232964971649,7.959889491494873,89.69,3202.7,716.7362802268034,8.248140113401707,179.99,3202.7,751.3730942381435,8.316592994329914,179.99,2652.8850458752577,873.8713073440725,6.976703502835043,39.02,2660.557256045361,769.7741618072171,6.986592994329915,346.68,2684.168471638917,704.7576793213922,7.973296497164958,322.4,,,,,,,,,,,,,,,,,2c,20,1568814665
13833,13833,405.6663017830761,1568815120.6876178,405.6663017830761,-91.55625937528328,,580.2282970221518,54.70530052842665,611.3822813677798,0.9975370168685912,561.0993767277802,83.29257536710676,649.2704929733411,0.989652156829834,573.6482317977105,26.26126656072741,649.5335989991618,0.943035125732422,545.1067206285603,125.87563633075469,668.5542208096323,0.9242722988128662,567.6920920500828,-9.918121922875958,659.0934657387112,0.3704316020011902,484.11053545433515,151.4079103716736,534.7185727665917,0.9830093979835508,509.9788881200705,-30.034299557803887,539.8739686544418,0.8632239103317261,606.4964788922235,237.46116584529221,386.68131823274285,0.7229782342910767,589.6088631347867,-124.37598537125969,416.7589188976857,0.8083338141441345,750.0171685133005,299.2109564927552,272.8645520735023,0.06046247482299805,774.201542234338,-176.8693242200877,270.0975736581807,0.6310219168663025,388.8539729741849,138.70298798465524,159.42492699238707,0.2754794955253601,429.6949023041057,-18.083592201145827,218.97145702496545,0.739989697933197,614.2626227434837,139.72032812082904,-19.835675519965857,0.1718565821647644,614.6534420749516,-18.330062000234346,84.7067555144231,0.18407201766967773,360.0158181127864,189.02989957760914,-661.1971058693728,0.002072840929031372,593.1951058359354,-58.9092112036079,-321.1241767574609,0.013327091932296751,3207.86,501.4855355275357,3.053369821692395,359.1121657058434,3205.9,77.19577805339046,6.68,179.26,3204.9566301783075,150.48566858831327,6.35652071323042,179.26,3204.546630178308,181.47958573539157,7.98652071323042,179.26,3203.1466301783075,515.1758875184677,6.97347928676958,179.46,3203.01,1194.5308521249174,6.766301783076051,359.45,3203.1533698216917,1179.6342219466094,6.736739643384791,359.45,3203.2833698216923,1166.0608521249173,6.7660828529216825,359.45,3203.4133698216924,1152.397591768302,6.71369821692395,359.45,3203.5433698216925,1138.830852124917,6.799890534922816,359.45,3202.1666301783075,588.4692573401602,7.1633698216923944,179.46,3203.6733698216917,1125.2508521249174,6.736630178307606,359.45,3202.5166301783083,550.6595857353916,7.96,179.46,3197.4166301783075,758.9658875184675,6.98326035661521,179.64,3206.966630178308,148.5728460920068,7.8902189301543695,179.26,3201.29,681.7695857353916,7.99326035661521,179.46,3049.1804142646088,881.33,7.97,89.71,3203.2266301783075,640.5896952004688,8.226520713230421,179.46,2823.750414264609,880.18,7.96673964338479,89.69,2794.350414264609,880.0266301783075,7.969890534922817,89.69,3202.7,716.4695857353917,8.114792867695797,179.99,3202.7,751.0930650221611,8.32326035661521,179.99,2653.0317278455345,874.0546598069182,6.973369821692394,39.02,2660.503917147078,770.0008521249173,6.9932603566152105,346.68,2684.0051212629273,704.9677012333791,7.976630178307606,322.4,,,,,,,,,,,,,,,,,2c,20,1568814665
13834,13834,405.7,1568815120.7214973,405.7,-92.1186351918188,,576.5878879174293,54.15989028175904,609.9556529653576,0.9974697828292848,557.2376648953785,83.14594358136925,647.1634487750944,0.9893494844436646,574.9248885272652,26.67742385543373,650.712921025632,0.9353922605514526,542.2119565506089,126.32748577076723,665.5251594425936,0.9424464106559752,561.1298711515535,-15.225019002811464,657.8498500338385,0.5256035923957825,480.6301796906612,151.1208081366392,531.2913032978137,0.9868192076683044,510.8289914890705,-31.80700278621141,542.9132250842778,0.86002516746521,622.4115314178075,238.14561805925285,401.5383580427708,0.8525727987289429,574.469535742659,-124.29985800594969,410.0451449145128,0.8610454797744751,741.3478635048011,300.2796325205441,266.5841685292016,0.04019486904144287,762.3222221071296,-177.0658728067757,263.0399377238746,0.5520762205123901,402.9687436099846,136.30555554291723,162.37637240876307,0.17352792620658875,435.89441845496214,-21.10007454561948,225.84653275270824,0.7635805606842041,557.5324276164,141.00236856816574,-49.5508986756573,0.14032483100891113,610.3101951142291,-18.34568117650665,61.49301944927753,0.67897629737854,329.8737761488589,184.16324814417,-697.9690082281122,0.0016439557075500488,603.2334976017215,-57.49187489270832,-320.8865819941663,0.013643860816955566,3207.86,501.59,3.05,359.22,3205.9,76.97,6.68,179.26,3204.96,150.27,6.37,179.26,3204.55,181.21,8.0,179.26,3203.15,514.94,6.96,179.46,3203.01,1194.76,6.8,359.45,3203.15,1179.86,6.73,359.45,3203.28,1166.29,6.82,359.45,3203.41,1152.62,6.68,359.45,3203.54,1139.06,6.81,359.45,3202.17,588.23,7.16,179.46,3203.67,1125.48,6.74,359.45,3202.52,550.39,7.96,179.46,3197.42,758.73,6.99,179.64,3206.97,148.31,7.87,179.26,3201.29,681.5,8.0,179.46,3049.45,881.33,7.97,89.71,3203.23,640.31,8.24,179.46,2824.02,880.18,7.96,89.69,2794.62,880.03,7.98,89.69,3202.7,716.2,7.98,179.99,3202.7,750.81,8.33,179.99,2653.18,874.24,6.97,39.02,2660.45,770.23,7.0,346.68,2683.84,705.18,7.98,322.4,,,,,,,,,,,,,,,,,2c,20,1568814665
13835,13835,405.732993580785,1568815120.7547064,405.732993580785,-91.55625937528328,,572.5267765328152,52.73648213488672,607.0684109746869,0.9975360631942748,559.4640552571883,82.26205459178848,647.341771608942,0.990308165550232,574.9899318005896,25.479163944490786,650.8880593979725,0.9341391921043396,522.9477285100955,127.53216291553291,651.6360334848239,0.7989473938941956,556.4319958043528,-16.550348117699755,656.3211527310984,0.48726633191108704,486.0636752415493,150.75707666934906,530.3329449103127,0.9856273531913756,509.3183137341661,-31.91493974347114,541.614865017306,0.8404824733734131,616.245216031498,237.6345719558872,395.6614555199295,0.8839332461357117,585.1833618983839,-121.92796643336979,395.3287109909237,0.9676191806793212,778.2710862255225,299.8222748309452,278.3816399547034,0.3380677103996277,761.4295782797597,-176.2678061374876,265.86015096625755,0.6034467816352844,388.0329302960109,136.13467795852483,147.9097869997979,0.20337775349617004,427.0837886581845,-26.422255440686,210.51449778361683,0.790604829788208,587.7629066393042,139.3768432737333,-30.94830128736584,0.3017531931400299,612.144239670227,-27.173944032864966,43.05182908689425,0.4892740845680237,339.32375517603236,179.4571686552106,-688.3059572781923,0.0016672611236572266,601.6675176191952,-58.38961095052026,-317.3329272658014,0.01684245467185974,3207.86,501.6889807423549,3.05,359.3288788165905,3205.9032993580786,76.74894300874062,6.686598716156997,179.26,3204.96,150.06214044105462,6.3568025676860085,179.26,3204.553299358079,180.94935071179864,7.98350320960751,179.26,3203.1532993580786,514.7123442925837,6.956700641921502,179.46,3203.0067006419213,1194.984356349338,6.8032993580784975,359.45,3203.1467006419216,1180.0843563493381,6.76629293886348,359.45,3203.2767006419213,1166.5143563493382,6.790305777293518,359.45,3203.406700641921,1152.844356349338,6.6997961484709885,359.45,3203.5367006419206,1139.2810569912594,6.763808986901026,359.45,3202.17,587.9924462183483,7.156700641921503,179.46,3203.6667006419216,1125.7010569912595,6.736700641921503,359.45,3202.5232993580785,550.1260513537202,7.963299358078498,179.46,3197.42,758.5023442925836,6.9801019257645045,179.64,3206.9732993580787,148.04935071179864,7.8568025676860085,179.26,3201.2932993580785,681.2360513537202,7.996700641921502,179.46,3049.7106492882012,881.33,7.966700641921502,89.71,3203.2332993580785,640.0361532794848,8.249898074235494,179.46,2824.2806492882014,880.1832993580783,7.96,89.69,2794.8806492882013,880.03,7.970101925764506,89.69,3202.7,715.9525481441127,7.8315288864675825,179.99,3202.7,750.5328539214063,8.349796148470991,179.99,2653.325171755454,874.4181653362389,6.963401283843004,39.02,2660.397210270744,770.4543563493379,6.986802567686008,346.68,2683.678331454153,705.3878595589454,7.98,322.4,,,,,,,,,,,,,,,,,2c,20,1568814665
13836,13836,405.7666314517848,1568815120.788564,405.7666314517848,-91.73138165714693,,572.4966924894065,50.99320000771202,606.4634296249435,0.9976252913475036,562.0600857726146,80.98257795960794,647.7064694829529,0.9916303157806396,575.0733732489043,22.31227743008339,650.7285917461554,0.9880676865577698,521.3354734987895,128.62561725046962,651.3650166912122,0.7644217014312744,568.7735585982391,-10.513908427787177,661.5258426074079,0.4266611933708191,486.7913009196054,152.37876783685218,529.5787027389995,0.98398095369339,510.1173347813278,-33.60828937581156,543.9219166391307,0.6570246815681458,624.5935967967072,234.8682988960673,401.054589785638,0.8972048163414001,590.7494916293399,-121.8549733152458,395.1411111876043,0.973898708820343,784.3288025283039,299.6893962755033,277.46122244949254,0.3260568082332611,752.7312102903877,-177.57094707170273,259.6790703813522,0.5571505427360535,387.71770590204596,136.85399491715182,150.9485855762744,0.1836855411529541,406.75370292988646,-32.228114872448714,194.07345051735385,0.8209207057952881,545.9599157265384,139.48120941143245,-53.45891967109075,0.4813498854637146,607.2221351274546,-32.7405836570717,28.861038897276984,0.5370652079582214,362.94409517448776,172.75964777259608,-663.4275373205868,0.005772829055786133,606.7717294889767,-55.79661914856997,-309.87605788521853,0.05178266763687134,3207.86,501.78989435535436,3.05,359.43988379088984,3205.9066631451783,76.52356927304184,6.693326290356961,179.26,3204.96,149.85022185375576,6.343347419286081,179.26,3204.5566631451784,180.68361153090007,7.9666842741076,179.26,3203.1566631451783,514.4802429826849,6.9533368548215195,179.46,3203.0033368548216,1195.2130938721366,6.806663145178479,359.45,3203.143336854821,1180.3130938721365,6.803294596963281,359.45,3203.273336854821,1166.7430938721366,6.760031693393681,359.45,3203.4033368548216,1153.0730938721365,6.71997887107088,359.45,3203.5333368548218,1139.5064307269581,6.716715967501281,359.45,3202.17,587.7502535471493,7.1533368548215215,179.46,3203.663336854821,1125.9264307269584,6.733336854821521,359.45,3202.526663145178,549.8569483857216,7.966663145178479,179.46,3197.42,758.270242982685,6.97001056446456,179.64,3206.976663145178,147.7836115309001,7.843347419286081,179.26,3201.296663145178,680.9669483857216,7.99333685482152,179.46,3049.9763884690997,881.33,7.96333685482152,89.71,3203.236663145178,639.7569589501861,8.25998943553544,179.46,2824.5463884691,880.1866631451785,7.96,89.69,2795.1463884690997,880.03,7.960010564464559,89.69,3202.7,715.700264111614,7.680158466968401,179.99,3202.7,750.2502958050078,8.369978871070881,179.99,2653.4731783878533,874.5998098396379,6.95667370964304,39.02,2660.3433896771444,770.6830938721367,6.973347419286081,346.68,2683.5135058862547,705.599778146244,7.98,322.4,,,,,,,,,,,,,,,,,2c,20,1568814665
13837,13837,405.8,1568815120.8221505,405.8,-93.57662556676736,,569.2249626717675,52.76108051868596,604.5909188706473,0.9975368976593018,565.8370279395745,82.74611350506244,648.919814412631,0.9901351928710938,572.3600122432135,24.74032548884593,648.0226297128397,0.9443866610527042,527.5338021193245,128.23728321424528,651.744630794097,0.7590354681015015,562.788547157151,-10.454029995436727,657.7706362322981,0.3152558207511902,487.63210215486856,151.6736368742153,528.0124406260499,0.9854485988616944,512.3250826411091,-32.3124148826414,545.2452879980912,0.831637978553772,613.6927067851196,237.86383248223086,391.5597060428327,0.8655362725257874,583.8611855994949,-124.25847468435995,389.03575248190543,0.9668102264404296,800.9962460306077,295.8365141870576,267.09175204304125,0.8271292448043823,745.1363111528841,-179.4371032065657,253.89445672212966,0.5639862418174744,401.52625047931815,133.49937705067396,153.49592855324119,0.27016228437423706,408.67517423070365,-33.896888337735426,189.6795621172849,0.8336341381072998,535.3981683348724,125.9862537862328,-57.096857646646995,0.2345458269119263,612.6443923574205,-36.550769932754534,22.075963503939253,0.34601014852523804,354.1463063543887,168.6163819262616,-631.0671128697012,0.003584682941436768,612.0860239230549,-50.97004409753376,-320.9252301279018,0.15383747220039368,3207.86,501.89,3.05,359.55,3205.91,76.3,6.7,179.26,3204.96,149.64,6.33,179.26,3204.56,180.42,7.95,179.26,3203.16,514.25,6.95,179.46,3203.0,1195.44,6.81,359.45,3203.14,1180.54,6.84,359.45,3203.27,1166.97,6.73,359.45,3203.4,1153.3,6.74,359.45,3203.53,1139.73,6.67,359.45,3202.17,587.51,7.15,179.46,3203.66,1126.15,6.73,359.45,3202.53,549.59,7.97,179.46,3197.42,758.04,6.96,179.64,3206.98,147.52,7.83,179.26,3201.3,680.7,7.99,179.46,3050.24,881.33,7.96,89.71,3203.24,639.48,8.27,179.46,2824.81,880.19,7.96,89.69,2795.41,880.03,7.95,89.69,3202.7,715.45,7.53,179.99,3202.7,749.97,8.39,179.99,2653.62,874.78,6.95,39.02,2660.29,770.91,6.96,346.68,2683.35,705.81,7.98,322.4,,,,,,,,,,,,,,,,,2c,20,1568814665
13838,13838,405.8331937666501,1568815120.8557193,405.8331937666501,-90.22403259925464,,572.5519353633767,53.689167093858956,605.8487478638119,0.9978954195976256,566.3774019351208,83.88738896706144,648.4378199419363,0.9918283224105836,572.2477298093137,25.50290241109333,647.5920321259823,0.9513054490089417,525.2464037798529,128.72907217312908,648.8876294152162,0.773896336555481,562.2316342989869,-9.411698687699843,656.5973251210334,0.3524197340011597,486.666380307622,145.92477685452724,529.8033189057095,0.937097668647766,505.48918495470025,-31.757358436770573,539.9591096248989,0.8607506155967712,621.1942081561928,237.00267052771235,393.18687072841385,0.9085707664489746,576.1699582577514,-121.70404278346514,402.3896993569515,0.8133957386016846,794.1607280961972,296.0927100398316,265.5421930737415,0.9004294872283936,744.0306461884732,-180.967336720316,251.2221631832893,0.5729689002037048,397.77987771064124,129.95059379150857,151.70929070486437,0.18969157338142395,423.8209303692642,-29.47897197442336,204.44067599980247,0.8091513514518738,556.5203071944878,118.138272873398,-35.30758554088453,0.23057907819747925,600.451840256651,-36.753655511360336,3.7108554487930983,0.30446797609329224,307.84445633097164,167.12171833815867,-666.336214720808,0.005462229251861572,614.2353921003632,-46.15529519354214,-334.53696335836946,0.17255109548568726,3207.86,501.99290067661536,3.0433612466699715,359.6429425466204,3205.913319376665,76.08092114010907,6.693361246669973,179.26,3204.963319376665,149.4275598934391,6.34659688332507,179.26,3204.56663875333,180.15444986679887,7.9566387533300285,179.26,3203.16,514.017643633449,6.95,179.46,3202.996680623335,1195.665717613221,6.813319376665014,359.45,3203.14,1180.7657176132209,6.82340311667493,359.45,3203.27,1167.1923982365558,6.74659688332507,359.45,3203.4,1153.522398236556,6.720083740009916,359.45,3203.53,1139.9523982365558,6.693235636655098,359.45,3202.173319376665,587.274324256784,7.146680623334986,179.46,3203.66,1126.372398236556,6.720041870004957,359.45,3202.53,549.3277692434639,7.9633612466699715,179.46,3197.423319376665,757.8076436334491,6.9666387533300265,179.64,3206.983319376665,147.2610886201289,7.839958129995042,179.26,3201.303319376665,680.4344498667989,7.980041870004957,179.46,3050.5055501332013,881.333319376665,7.956680623334986,89.71,3203.24,639.2111304901339,8.243444986679886,179.46,2825.0755501332014,880.19,7.9533612466699735,89.69,2795.6755501332013,880.0333193766651,7.96659688332507,89.69,3202.7,715.214324256784,7.380628050074368,179.99,3202.7,749.6944917368038,8.373403116674929,179.99,2653.7660525732604,874.9592463399107,6.95,39.02,2660.23688997336,771.1357176132208,6.96,346.68,2683.247099323385,705.9626913265906,7.970041870004957,322.7618120564865,,,,,,,,,,,,,,,,,2c,20,1568814665
13839,13839,405.86651719829314,1568815120.8894193,405.86651719829314,-89.51785481702066,,569.8276288626092,54.06201523891569,603.4219909912867,0.9976518154144288,566.985150836527,84.57258625379905,647.320478442686,0.9905680418014526,572.4417972686124,26.198768717871555,647.1769051155402,0.9523308277130128,532.5643803646843,130.3787378339242,652.3967925773823,0.8038980960845947,567.0525110455228,-6.994663615896673,659.8781353982145,0.348768949508667,491.0398041087879,147.10274082191896,531.271677500773,0.9248685836791992,507.55315211757073,-31.21836668608141,543.3044561108943,0.8245532512664795,633.4545768566729,238.10831738298225,397.9474598319943,0.8579776883125305,590.8591656216671,-119.69653306131019,389.2256697843002,0.9714356660842896,804.8172447703782,292.29248738895785,268.57826476915557,0.8668588995933533,746.0245701343757,-180.77519966727704,252.74343209151505,0.5027104616165161,403.74542702074723,129.01270893296729,155.79811547181674,0.22286403179168696,420.566603701352,-27.51518294545489,203.50843668073404,0.8344275951385498,560.9557893515405,117.09668976802851,-30.361413325892592,0.24118772149085999,610.5374014020424,-36.08587174894454,4.454576287944748,0.2916521728038788,333.70592839940224,167.6252529039699,-625.2656453018202,0.0037098228931427,609.7779163314206,-47.3694935393366,-346.6997892619204,0.07347947359085083,3207.86,502.09620331470876,3.0366965603413703,359.7362481552208,3205.916651719829,75.86098649126521,6.68669656034137,179.26,3204.9666517198293,149.21428993092385,6.363258599146575,179.26,3204.573303439658,179.88786241365483,7.96330343965863,179.26,3203.16,513.7843796119479,6.95,179.46,3202.9933482801707,1195.8923169483933,6.816651719829315,359.45,3203.14,1180.9923169483936,6.806741400853425,359.45,3203.27,1167.4156652285642,6.763258599146576,359.45,3203.4,1153.745665228564,6.70008968102411,359.45,3203.53,1140.1756652285644,6.716562038805205,359.45,3202.176651719829,587.0377278921186,7.143348280170685,179.46,3203.66,1126.595665228564,6.710044840512055,359.45,3202.53,549.0645141334841,7.95669656034137,179.46,3197.426651719829,757.574379611948,6.97330343965863,179.64,3206.9866517198293,147.00116585331344,7.849955159487945,179.26,3201.306651719829,680.1678624136548,7.970044840512055,179.46,3050.7721375863453,881.3366517198292,7.953348280170685,89.71,3203.24,638.9412106938255,8.216786241365481,179.46,2825.3421375863454,880.19,7.94669656034137,89.69,2795.9421375863453,880.0366517198293,7.983258599146574,89.69,3202.7,714.9777278921187,7.230672607680828,179.99,3202.7,749.4179072541667,8.356741400853425,179.99,2653.91267567249,875.1391928707831,6.95,39.02,2660.183572482731,771.3623169483934,6.96,346.68,2683.1437966852914,706.1159791121485,7.960044840512055,323.1250374613953,,,,,,,,,,,,,,,,,2c,20,1568814665
13840,13840,405.9,1568815120.9232805,405.9,-90.80982289629736,,573.0314003219478,55.13137747217354,604.9442749998975,0.997276484966278,559.272387620468,85.22353967411694,643.9061993978088,0.9887561202049256,580.2574980279212,27.856372683526025,650.1345803043153,0.9527088403701782,530.0266411393296,130.43319858771082,650.4274495778918,0.788121223449707,572.1469054429183,-5.649419796996438,661.6402019846017,0.37231767177581787,483.4557426722863,152.63877304768081,526.5678818264631,0.9862078428268432,511.95345245294607,-30.23081525535315,545.2744591504703,0.8329434394836426,623.1740923209794,239.24140299924716,394.4105352071758,0.8400642871856691,586.4024145861076,-120.956603885931,413.1493831339669,0.8865036964416504,798.0592553032353,293.7716074159368,259.82934951646376,0.8150300979614258,748.5786905017658,-180.3991911414973,256.59461152021004,0.3769208490848541,409.06044562699026,128.01347523993692,160.38341298597715,0.17224553227424622,416.3251643289439,-31.034649414589964,199.5057781024429,0.8111507892608643,584.2158355373408,115.35866775277086,-7.409449764071696,0.2938278317451477,634.4299918621704,-34.97571047670301,16.240946036456112,0.5603214502334595,327.71528708774053,169.11373451331497,-623.6783600709123,0.003528803586959839,612.332062283103,-44.647104833510106,-351.8637951680919,0.11438944935798645,3207.86,502.2,3.03,359.83,3205.92,75.64,6.68,179.26,3204.97,149.0,6.38,179.26,3204.58,179.62,7.97,179.26,3203.16,513.55,6.95,179.46,3202.99,1196.12,6.82,359.45,3203.14,1181.22,6.79,359.45,3203.27,1167.64,6.78,359.45,3203.4,1153.97,6.68,359.45,3203.53,1140.4,6.74,359.45,3202.18,586.8,7.14,179.46,3203.66,1126.82,6.7,359.45,3202.53,548.8,7.95,179.46,3197.43,757.34,6.98,179.64,3206.99,146.74,7.86,179.26,3201.31,679.9,7.96,179.46,3051.04,881.34,7.95,89.71,3203.24,638.67,8.19,179.46,2825.61,880.19,7.94,89.69,2796.21,880.04,8.0,89.69,3202.7,714.74,7.08,179.99,3202.7,749.14,8.34,179.99,2654.06,875.32,6.95,39.02,2660.13,771.59,6.96,346.68,2683.04,706.27,7.95,323.49,,,,,,,,,,,,,,,,,2c,20,1568814665
