,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,scenario,participant_id,source_file
32956,32956,1035.867908619046,1568379183.9427838,1035.867908619046,,574.1740345190711,52.067410419187354,651.2869116697866,0.9947327375411988,619.4158295285872,79.52339224184061,712.4793375071556,0.9962068796157836,615.3415553445464,26.939726508562913,705.0994984121362,0.9815384149551392,532.4852843679414,138.13935827675968,705.572308992437,0.9081802964210508,592.5988046937864,-11.959983348645116,723.5135936493867,0.610141396522522,466.8805682650708,196.08560191627743,587.6496676007903,0.8611286878585815,463.2982342141272,-66.62924344322816,583.5159545235697,0.1781696081161499,612.2821838810228,270.85697244668734,383.6538219787443,0.5663008689880371,564.7754771921309,-172.52033586722214,406.1165205380873,0.8955762386322021,781.9385863969604,293.99513449558634,214.40189564652644,0.9365724325180054,761.3944652018553,-206.62579640031691,194.5793615919092,0.7240811586380005,430.15813725213167,149.88893078457278,180.2534570150687,0.0520540177822113,401.2092105941024,-69.3865838912327,191.66560728946564,0.1634422242641449,667.3803353066934,181.26400240923041,51.412049021493424,0.016481995582580566,651.1864993513673,-97.19011768948968,51.147912488104,0.128635972738266,543.6315295818125,194.86077002255558,-473.7302008583323,0.06521984934806824,327.7804734032993,-110.69353919760937,-646.3848328131224,0.005130261182785034,1235.2825482857247,2100.990372585714,6.03,272.75,1664.5400598142714,2094.0932091380955,8.046790861904588,90.57,1495.7032689523674,2095.79,7.992463966667888,90.57,1448.3464780904626,2096.263209138096,7.910745171427523,90.57,1186.4064780904625,2096.6267908619047,7.833954309522936,89.86,1171.729687228558,2096.59,7.84716344761835,89.86,1760.1,1369.3210579428696,7.25,179.85,1155.719687228558,2096.55,7.828882242858714,89.86,1760.06,1384.6742670809654,7.25469948095046,179.85,1760.02,1400.0510579428696,7.206045690477064,179.85,766.6814060237982,2094.61,6.569627414286237,90.06,695.0364780904623,2094.69,7.9056731047633,90.06,1374.9044710285655,1921.8138944952514,8.483954309522936,156.02534952862013,382.9940141237945,2093.73,8.513954309522937,89.67,242.17364153808074,2101.192091380954,8.3556731047633,96.98,1d,11,1568378102
32957,32957,1035.9,1568379183.9752872,1035.9,-85.24325133575753,575.5785089301488,54.0511559324091,648.6803145371929,0.9937800168991088,605.0089350946599,82.05157112618319,699.6960993118221,0.9199384450912476,623.8078558142747,28.39830320142505,711.9689498375134,0.9774348735809326,534.4482297794451,137.42871713063226,708.1298940636901,0.673670768737793,580.2393903152754,-19.869243721802487,721.0864348326571,0.634611964225769,465.9169730519435,198.1395315751172,566.7317041988807,0.5872557163238525,464.75337083646036,-78.91738172301478,599.5572298628299,0.5263474583625793,609.8552291313815,264.831447049779,385.65255381524804,0.9063000679016112,564.8780500478342,-170.19712711295915,405.11259153856076,0.8242915868759155,783.079904618235,293.13832057012564,211.49418680230067,0.8937900066375732,764.0099374169282,-203.1710173611663,196.81442579636533,0.7542725801467896,433.6918511320605,152.05428502012938,167.60011191212436,0.036452919244766235,405.85121228274977,-69.27360711616204,192.22435779979,0.03445008397102356,687.4435401270407,180.38348451171112,53.75152585057828,0.03960981965065002,666.1363137833913,-99.33926630645708,64.91778412374279,0.1220470368862152,534.8980392764133,193.50119674866409,-484.0959062204992,0.010279655456542969,575.7735728724432,-71.74125824036891,-379.075423123704,0.005320161581039429,1235.09,2101.0,6.03,272.75,1664.8,2094.09,8.05,90.57,1495.96,2095.79,7.97,90.57,1448.6,2096.26,7.93,90.57,1186.66,2096.63,7.85,89.86,1171.98,2096.59,7.86,89.86,1760.1,1369.09,7.25,179.85,1155.97,2096.55,7.8,89.86,1760.06,1384.44,7.29,179.85,1760.02,1399.82,7.19,179.85,766.89,2094.61,6.56,90.06,695.29,2094.69,7.88,90.06,1375.02,1921.57,8.5,155.13,383.27,2093.73,8.53,89.67,242.44,2101.16,8.33,96.98,1d,11,1568378102
32958,32958,1035.9310782464051,1568379184.0054884,1035.9310782464051,,579.8139069548175,59.662845843430866,651.1933160289605,0.9954572916030884,616.5541073093189,79.90792066689646,720.6720055142365,0.9850999116897584,616.1184026879351,23.424139798846912,710.2823438120363,0.9152042865753174,553.4561859879701,130.96937310802298,720.7638023378216,0.5131151676177979,577.0608479126572,-21.178393495095907,718.9981756666865,0.4833343923091888,454.7208364952955,195.61745056226195,602.649877831097,0.7758462429046631,464.1585296828027,-85.63235663260015,583.2913665268345,0.20264798402786247,604.1230894174487,259.12019016936324,386.95969835101715,0.7700207233428955,567.5721549065163,-172.2001687620635,408.1952659261672,0.603508710861206,787.3737089867578,296.6828943645159,211.18299321936297,0.8978431224822998,765.0942196188355,-200.40136947219003,187.34188396368302,0.5437023043632507,431.1273686435421,152.41599414332762,162.8517263093633,0.02492639422416687,402.1768453923909,-66.87877229087226,214.6540284225299,0.20384064316749573,659.610579867997,181.3790763671812,26.040019207117858,0.08725067973136902,667.2788932121315,-103.37972547478772,118.961324262398,0.38644516468048096,505.81852753302286,165.82941148190926,-517.8719626295226,0.011583000421524048,501.7869188292013,-69.42644453398141,-361.9642337080208,0.02159970998764038,1234.903530521569,2101.009323473921,6.026892175359492,272.73756870143797,1665.0486259712409,2094.09,8.034460876797457,90.57,1496.2086259712407,2095.78689217536,7.982431298562036,90.57,1448.8486259712406,2096.25689217536,7.9331078246405085,90.57,1186.9055181466006,2096.63,7.8624312985620355,89.86,1172.2255181466005,2096.59,7.853784350718982,89.86,1760.1,1368.8631288012427,7.246892175359491,179.85,1156.2124103219596,2096.55,7.803107824640509,89.86,1760.06,1384.216236625883,7.249598279673386,179.85,1760.02,1399.5931288012428,7.202431298562035,179.85,767.0951164262735,2094.61,6.575539123202543,90.06,695.5355181466002,2094.69,7.892431298562036,90.06,1375.131881687058,1921.3369131519614,8.5,154.89069750268084,383.5341650944432,2093.73310782464,8.53,89.67,242.6948416205217,2101.128921753595,8.326892175359491,96.98,1d,11,1568378102
32959,32959,1035.9651194684943,1568379184.0385695,1035.9651194684943,-78.78260285334973,575.7087720407815,58.02032688902639,649.4212206459842,0.9946344494819641,619.8185461977532,78.27255259547594,725.3056657554456,0.9863107204437256,614.7367092468397,20.21961587668964,711.2377019616283,0.8916270732879639,556.9409851491339,124.70516136236807,725.7908617840346,0.4369150996208191,583.4163321609335,-25.81417784056452,723.6414447448715,0.5113605260848999,458.7987456679782,178.79400926916404,594.532932449795,0.3097922205924988,467.6199910584404,-92.20555246658348,576.3526342447449,0.2454187572002411,612.460390093087,264.9208783867384,384.39886647913534,0.9227089881896972,567.771886279128,-174.1027393096065,401.0758168078205,0.5004777908325195,781.746273427179,303.02266874679293,208.02290148234505,0.8484489321708679,769.1096948275156,-204.8633211599781,185.64704530774586,0.5669942498207092,425.52822195546577,152.42776301662934,162.28471549721618,0.01976639032363892,418.12693733258277,-63.26410962509741,217.1376494299783,0.01190471649169922,630.1926708141061,182.72474857933457,6.190823614615938,0.07974335551261902,655.4241945215018,-99.5269742310232,133.4060207876188,0.34111887216567993,484.83163291641034,175.9025836931345,-545.3471606923376,0.015528291463851929,676.865616355184,-72.18158113579514,-92.54100195940792,0.05348765850067139,1234.699283189033,2101.0195358405485,6.0234880531505475,272.72395221260217,1665.3209557479558,2094.09,8.017440265752741,90.57,1496.4809557479562,2095.7834880531504,7.996047787397806,90.57,1449.1209557479565,2096.2534880531507,7.9365119468494525,90.57,1187.1744438011067,2096.63,7.876047787397808,89.86,1172.4944438011066,2096.59,7.846976106301096,89.86,1760.1,1368.6146278799902,7.243488053150548,179.85,1156.4779318542571,2096.55,7.806511946849453,89.86,1760.06,1383.9711398268396,7.205344690957128,179.85,1760.02,1399.34462787999,7.216047787397808,179.85,767.3197884920637,2094.61,6.592559734247259,90.06,695.8044438011067,2094.69,7.9060477873978074,90.06,1375.2544300865804,1921.0816039862912,8.5,154.62858009259222,383.8235154822034,2093.7365119468495,8.53,89.67,242.97397964165503,2101.0948805315056,8.323488053150548,96.98,1d,11,1568378102
32960,32960,1036.0,1568379184.072466,1036.0,,578.4279975880505,49.43054671994214,657.3971193929248,0.9967846870422364,616.968440471838,69.25771544805178,731.0345698624243,0.9850698709487916,623.5329499299929,3.951835205225613,722.7176905874901,0.9264568090438844,562.1966942441426,116.98961694594156,730.7228564684642,0.4064507484436035,581.8819218885558,-30.28404115094386,721.1956540170688,0.3931807279586792,460.4984547166528,181.82211308493896,610.8430284130075,0.73447585105896,458.0264589878472,-86.63840089959488,588.3984234987229,0.4405227899551392,622.2446995509183,272.31370651827757,371.41992506493096,0.8444489836692809,572.6688495393269,-174.0552505036437,397.9557194760481,0.5350562334060669,787.6858604854622,302.29443497242937,210.07329037614886,0.8580821752548218,768.2523159267473,-204.54450721619702,188.90805189263475,0.4615647792816162,427.0595157111308,166.4581963362752,155.07790723363325,0.006105929613113403,417.2712636774186,-59.35926066231529,220.1136282654036,0.006225794553756714,690.6987436915559,172.82002253991675,-4.782792281216358,0.1535710096359253,688.4085231288652,-101.30031027406231,165.7382700509989,0.5799996852874756,460.6818632079644,176.6188977180763,-570.1851181687999,0.00980296730995178,758.3600899634578,-66.24641710752009,18.404422844057592,0.06205302476882935,1234.49,2101.03,6.02,272.71,1665.6,2094.09,8.0,90.57,1496.76,2095.78,8.01,90.57,1449.4,2096.25,7.94,90.57,1187.45,2096.63,7.89,89.86,1172.77,2096.59,7.84,89.86,1760.1,1368.36,7.24,179.85,1156.75,2096.55,7.81,89.86,1760.06,1383.72,7.16,179.85,1760.02,1399.09,7.23,179.85,767.55,2094.61,6.61,90.06,696.08,2094.69,7.92,90.06,1375.38,1920.82,8.5,154.36,384.12,2093.74,8.53,89.67,243.26,2101.06,8.32,96.98,1d,11,1568378102
32961,32961,1036.036829158355,1568379184.1090894,1036.036829158355,-79.1040791511773,577.7035497531975,44.79470199616396,663.5724368497084,0.9975521564483644,619.403996051596,64.56402398383706,734.1966572106408,0.9874624609947203,621.5329550546617,0.9707312402053604,725.134875470461,0.9271373748779296,572.5672268086078,110.96279082945786,741.0078950340961,0.8434790372848511,585.7389256468061,-32.677206335796306,721.3063327570119,0.4450617432594299,462.3986593062469,182.51826181693818,610.43558214035,0.8216444253921509,458.3835467074558,-86.01910635129242,593.3654513522779,0.3717045485973358,625.4035297524418,271.6035004565702,373.6797831652622,0.8517436981201172,573.8656595747559,-172.3624475212389,397.39010908400695,0.5820333957672119,789.9029021714972,307.8297680750627,207.69705121374741,0.8310227990150452,764.2521095251037,-204.66907112365337,182.76920915171016,0.4499514698982239,415.23743724343353,172.68404514431603,168.36820697673392,0.02353706955909729,410.1656299484266,-57.651411683645065,220.36834333539485,0.004354894161224365,696.0380539959633,170.8073269396275,9.867962852764094,0.10937479138374327,685.9705778759734,-105.62910743408476,166.69759876251337,0.6179887652397156,508.13375328922655,145.13068332501405,-512.3935044194947,0.007804214954376221,747.028588926514,-38.720755703103926,24.79420214327001,0.08678269386291504,1234.26902504987,2101.0410487475065,6.027365831671003,272.687902504987,1665.89463326684,2094.0863170841644,8.014731663342003,90.57,1497.0546332668398,2095.7763170841645,8.002634168328997,90.57,1449.6909503510046,2096.25,7.936317084164499,90.57,1187.7409503510046,2096.63,7.893682915835501,89.86,1173.057267435169,2096.59,7.843682915835501,89.86,1760.1036829158356,1368.0948300598438,7.251048747506503,179.85,1157.037267435169,2096.5536829158355,7.835780410848508,89.86,1760.0636829158357,1383.454830059844,7.1820974950130045,179.85,1760.0236829158355,1398.8285129756796,7.2152683366579975,179.85,767.7967553609785,2094.61,6.624731663342004,90.06,696.3709503510047,2094.69,7.923682915835501,90.06,1375.512584970078,1920.5437813123374,8.474219589151495,154.36,384.4330478460176,2093.74,8.507902504986994,89.67,243.56568201434658,2101.019487925809,8.327365831671003,96.98,1d,11,1568378102
32962,32962,1036.0668559152982,1568379184.1389484,1036.0668559152982,-75.38712576037855,587.5725167726872,41.63330750513392,677.5527164309477,0.9962853789329528,630.4401895788495,57.028436196623716,743.3668455508998,0.9819260835647584,633.7869343836251,3.3235624737855574,731.1295297142258,0.9159262180328368,533.7947111061858,118.84718576055715,731.0275541504283,0.6614387035369873,569.5842453519901,-37.84709892396664,716.5781797126617,0.3846443295478821,464.8141286490777,182.42911893129315,615.2001287498723,0.6963715553283691,457.2272366949328,-88.59585630275349,597.19221918568,0.3290934562683105,617.6249289948553,267.0614845171642,383.2285281863978,0.4926460087299347,576.0933908638933,-172.5338171546164,393.2301445037571,0.433595597743988,794.0963208766614,310.6811182282358,209.428217054697,0.8113824129104614,767.8242785859783,-201.24578929359717,187.23447589132041,0.5762025117874146,414.7357471544837,178.91621412826458,173.56871413759322,0.020110636949539185,415.1762183582021,-57.27767281514268,225.73664612019687,0.0034585297107696533,699.3080743240138,166.84262485600115,16.808087560321894,0.10258358716964723,696.3323200195707,-105.88700565834007,178.99739786025143,0.5330771803855896,447.3010563452395,162.78474763202837,-582.0347104403332,0.013626039028167723,789.433838897499,-51.89901906948736,71.37708334908898,0.040404170751571655,1234.088864508209,2101.0500567745894,6.0333711830597005,272.66988645082085,1666.1348473223884,2094.08331440847,8.026742366119402,90.57,1497.294847322388,2095.77331440847,7.9966288169403,90.57,1449.9281617308584,2096.25,7.933314408470149,90.57,1187.9781617308583,2096.63,7.896685591529852,89.86,1173.2914761393286,2096.59,7.846685591529853,89.86,1760.1066855915296,1367.8786374098509,7.260056774589553,179.85,1157.2714761393286,2096.5566855915304,7.856799140708955,89.86,1760.0666855915294,1383.2386374098508,7.200113549179106,179.85,1760.0266855915295,1398.6153230013806,7.203257633880598,179.85,767.9979346325,2094.61,6.636742366119402,90.06,696.6081617308583,2094.69,7.926685591529852,90.06,1375.6206812950747,1920.318580635261,8.453200859291044,154.36,384.6882752800373,2093.74,8.489886450820897,89.67,243.81490409697759,2100.9864584931715,8.333371183059702,96.98,1d,11,1568378102
32963,32963,1036.1,1568379184.1719074,1036.1,-104.8097714488817,578.2561667944418,38.6708572482497,664.3307177078439,0.9971010684967041,632.3996302500918,56.13351948576808,741.4844000034735,0.977458119392395,620.5569050969357,-3.8966709951607967,721.6706661770204,0.8891969919204712,565.4392782223804,109.38591411728457,744.4752023964488,0.40356501936912537,584.4290895681338,-39.53286502235678,727.5501735619588,0.4171385765075684,461.8260464041803,181.65261579873047,618.1156819196799,0.8330042958259583,453.5026283561219,-87.90468203744774,597.6923826971254,0.346160352230072,614.0200248404733,266.4703587221059,388.87089883074026,0.581465482711792,568.4683436036237,-173.19238911930526,401.34407230697633,0.2754842936992645,791.5825187104396,310.7651158708884,215.9303136372668,0.9128581285476683,770.4980918785706,-198.0321744083807,192.10504327391442,0.6624073386192322,410.54903782314386,182.01533963298485,175.27264845865113,0.023547500371932983,409.7143079426452,-57.21733801857997,221.8838169705059,0.003261357545852661,687.1158707898536,166.1759675376528,5.645814265238244,0.14090442657470706,694.4864604647362,-104.04947699054613,173.98669047935874,0.5565833449363708,417.0162898069094,172.83525781905288,-619.9512692342344,0.022953063249588013,670.0947595686247,-59.545610646936225,-74.02910293693472,0.02556884288787841,1233.89,2101.06,6.04,272.65,1666.4,2094.08,8.04,90.57,1497.56,2095.77,7.99,90.57,1450.19,2096.25,7.93,90.57,1188.24,2096.63,7.9,89.86,1173.55,2096.59,7.85,89.86,1760.11,1367.64,7.27,179.85,1157.53,2096.56,7.88,89.86,1760.07,1383.0,7.22,179.85,1760.03,1398.38,7.19,179.85,768.22,2094.61,6.65,90.06,696.87,2094.69,7.93,90.06,1375.74,1920.07,8.43,154.36,384.97,2093.74,8.47,89.67,244.09,2100.95,8.34,96.98,1d,11,1568378102
32964,32964,1036.1333242741964,1568379184.2052345,1036.1333242741964,-80.49226657303718,576.4936450797059,35.86604090864057,657.2312728401504,0.9970164299011228,626.6987802167697,54.50099309307771,730.6152593038632,0.9052730798721312,613.6170129334121,2.4113346981114816,712.1256477219521,0.7311760783195496,579.3328571085442,104.92629030323558,746.8990937299022,0.4746572971343994,579.2996655683768,-39.10250269122456,718.8167860982037,0.3537656366825104,467.616817873564,179.09867293495617,620.6996724645526,0.8507695198059082,452.59896228443847,-84.1575368946038,597.4400075148237,0.4376085698604584,613.6857083291643,267.31455242933913,396.5133891242823,0.6635683178901672,572.7754773316545,-167.83306118501585,398.6829476356518,0.5396202802658081,790.3787715964688,315.5931181948319,209.11802286627318,0.8188310861587524,763.5812582392715,-197.77008422257884,191.9719152842829,0.6257162094116211,407.2504514644692,180.900125048988,171.21784498721146,0.02617460489273072,409.2967316489846,-54.4989659834865,232.01932231535,0.21599051356315613,692.4285731846057,163.04427300974982,9.171825178862091,0.21642133593559265,688.3027407338554,-103.38499278402607,166.58106815703124,0.6195218563079834,370.06726394009866,185.22410422645734,-673.5708157065408,0.015235126018524168,614.0626359781843,-57.35892709835218,-197.32183202554768,0.010179668664932251,1233.6867219274034,2101.066664854839,6.043332427419622,272.61667572580376,1666.6732590484091,2094.0766675725804,8.06332699193736,90.57,1497.8265941935697,2095.7666675725804,7.9866675725803775,90.57,1450.4532617661505,2096.2466675725805,7.910005435482263,90.57,1188.5032617661502,2096.63,7.893335145160754,89.86,1173.8099293387304,2096.59333242742,7.843335145160753,89.86,1760.11,1367.400065225787,7.2300108709645245,179.85,1157.7932617661502,2096.56,7.88,89.86,1760.07,1382.7567327983677,7.246659419356983,179.85,1760.03,1398.1367327983676,7.196664854839247,179.85,768.4399402096951,2094.61,6.630005435482262,90.06,697.13659419357,2094.69,7.949994564517738,90.06,1375.8599673871067,1919.820067943528,8.439997282258869,154.36,385.2499239032484,2093.7433324274193,8.460002717741133,89.67,244.36325904840908,2100.9166757258035,8.323337862901884,96.98,1d,11,1568378102
32965,32965,1036.1669634726056,1568379184.2388766,1036.1669634726056,-79.55745115910103,571.3101393138802,38.459097204665,648.2329687576762,0.9961520433425904,614.3375936913967,54.198679939489146,714.9737871567445,0.8909435272216797,612.9181224358672,4.87724803213036,705.6276145977331,0.8179782629013062,566.7604600694102,107.1717912542864,738.6366443893329,0.5321699976921082,581.279559907022,-38.81742414969651,714.8927522860367,0.26917797327041626,468.38040301733554,175.119660544873,615.8304369466098,0.6818100810050964,452.4601319309255,-81.52057087691867,597.2525759558163,0.4657762050628662,611.253446204452,269.43448366973035,395.9443954014196,0.5748010873794556,558.7054107671778,-165.1209974642783,413.17178652956255,0.5664816498756409,780.5932448425679,321.261323665575,202.23523434216537,0.8528289794921875,758.9040693298907,-187.28879934461239,183.2574091495808,0.8364765644073486,405.268380549806,183.158037015085,163.15323761758052,0.030027836561203006,401.675048745577,-57.4570138956836,222.0024420252896,0.3287879228591919,689.7414701828131,160.32278927600368,0.8102464857348649,0.2044539749622345,690.741084120766,-103.20218298229445,157.47835600368182,0.5976070761680603,269.5116285291354,223.68621559804922,-780.5803374880263,0.011721253395080566,592.6745056833853,-52.77667926971762,-261.7914460782624,0.012185007333755491,1233.4815228171058,2101.073392694521,6.046696347260562,272.5830365273944,1666.9491004753665,2094.0733036527395,8.08687443082394,90.57,1498.095707780845,2095.7633036527395,7.983303652739438,90.57,1450.7190114335847,2096.243303652739,7.889821916436622,90.57,1188.7690114335844,2096.63,7.886607305478875,89.86,1174.072315086324,2096.5966963472606,7.836607305478874,89.86,1760.11,1367.1578629972396,7.189643832873244,179.85,1158.0590114335844,2096.56,7.88,89.86,1760.07,1382.5111666499786,7.273570778084504,179.85,1760.03,1397.891166649979,7.203392694521126,179.85,768.6619589191972,2094.61,6.609821916436622,90.06,697.405707780845,2094.69,7.970178083563378,90.06,1375.9810685013804,1919.5677739554574,8.45008904178169,154.36,385.5324931698873,2093.7466963472607,8.449910958218311,89.67,244.63910047536612,2100.8830365273943,8.306518263697184,96.98,1d,11,1568378102
