,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,W_in-P_out.11_x,W_in-P_out.11_y,W_in-P_out.11_speed,W_in-P_out.11_angle,W_in-P_out.12_x,W_in-P_out.12_y,W_in-P_out.12_speed,W_in-P_out.12_angle,W_in-P_out.13_x,W_in-P_out.13_y,W_in-P_out.13_speed,W_in-P_out.13_angle,W_in-P_out.14_x,W_in-P_out.14_y,W_in-P_out.14_speed,W_in-P_out.14_angle,W_in-P_out.15_x,W_in-P_out.15_y,W_in-P_out.15_speed,W_in-P_out.15_angle,scenario,participant_id,source_file
34903,34903,1100.966729516099,1568806244.704847,1100.966729516099,-85.58482332286135,589.4282942245487,88.21136051270285,690.5796285791722,0.9960168600082396,593.1307447753159,117.59882118186569,745.7338745055811,0.9940676689147948,616.5338199652123,61.259553133409604,746.3064566544922,0.9931623339653016,571.9691549665782,143.80079447245717,751.0726690189999,0.3670004606246948,584.9872985482467,6.853744321434869,748.4094317017334,0.6204202771186829,467.2752712596565,184.45436864749942,603.307539588047,0.7284988164901733,508.7646882824618,-38.41286871069929,624.0193462919714,0.8847943544387817,589.200543221476,270.65838924934053,424.6227459251686,0.968573808670044,623.0637658947312,-116.87622777701746,406.68476656767433,0.8636919856071472,763.3670805178006,324.1983649538625,263.9895220186791,0.6778342723846436,773.9310488256998,-187.029825709014,251.64790729841167,0.7335066199302673,443.059097562301,169.70606373464076,219.30732289801887,0.003184109926223755,381.3155076023618,-40.152684681497824,159.99849190342394,0.017489582300186157,633.8323318216558,197.4152787920096,75.02829161902983,0.4415249824523926,493.6215956106336,-62.32090237369179,-113.46207092703968,0.5795713067054749,490.1782478399781,144.49240523324704,-342.86992860261535,0.02176007628440857,435.26252394053597,-108.18783172037001,-589.2137411489873,0.014013200998306273,1207.296352419506,2099.6600188548296,5.036672951609887,273.9165786774616,1861.523817273961,2092.91,7.683364758049432,90.16,1846.9271443223513,2092.95,7.639962290340682,90.16,1832.1738172739613,2092.99,7.669981145170341,90.16,1516.743779564302,2095.58,7.073308193560454,90.57,1501.513779564302,2095.73332704839,7.026729516098863,90.57,1487.527106612692,2095.87332704839,7.066578677461591,90.57,1115.2270123385438,2096.45667295161,5.4599811451703415,89.86,1102.060339386934,2096.42,5.483327048390113,89.86,1761.07,996.2494720647696,8.453289338730794,179.85,1760.95667295161,1041.7428179679894,8.239981145170344,179.85,1089.5170123385437,2096.39,5.4467295160988645,89.86,1760.91,1058.1728179679894,8.229981145170344,179.85,1076.0036852901537,2096.36,5.599962290340681,89.86,1062.9837041449832,2096.33,5.866672951609887,89.6466729516099,1049.6037229998128,2096.24667295161,6.17,89.64,858.8172008868404,2094.51,8.559943435511023,90.06,790.4838361287909,2094.59,7.976691806439546,90.06,741.2938361287909,2094.64,7.970018854829659,90.06,238.37393040293918,2101.6499245806813,9.613345903219773,96.98,1d,18,1568805099
34904,34904,1101.0,1568806244.7383351,1101.0,-86.54584324438761,589.8756384964119,87.84200876422277,689.7915157208113,0.9961165189743042,593.5478020155574,116.2676396087043,745.3953461056437,0.9932986497879028,615.512368678201,61.383348615212746,744.2529084812774,0.992680549621582,572.4246923279752,142.55632710838933,751.062015726324,0.35433095693588257,583.9883344088757,6.422814845749412,746.4835607941678,0.6203452348709106,467.3451231308823,183.92623050987663,601.6355590085848,0.7474787831306458,511.92549074498294,-38.767283549113934,624.4567576175666,0.8741649389266968,602.0182066201118,270.2762834859824,429.3377193156803,0.9627779722213744,623.7656392415278,-117.99611642416708,406.12869894211934,0.8836332559585571,761.3256997291327,325.5111288688173,261.5820699852176,0.6573205590248108,796.6818188075409,-186.78114354129653,263.0888415169703,0.7273138165473938,437.0499122299317,166.41659979557988,214.50481462135102,0.002975374460220337,381.62568306984696,-40.42329348599717,161.1141412714136,0.0214756727218628,644.9882141975556,199.03657813352626,78.13528642580812,0.3782449364662169,487.9870896126789,-65.11934591414499,-118.70065185839529,0.616072952747345,587.7844927413324,123.39522753342152,-288.10535949768376,0.011197805404663086,439.8668744988083,-118.6462404830547,-584.1367117464317,0.028300076723098755,1207.13,2099.67,5.04,273.87,1861.78,2092.91,7.7,90.16,1847.18,2092.95,7.62,90.16,1832.43,2092.99,7.66,90.16,1516.98,2095.58,7.06,90.57,1501.75,2095.73,7.06,90.57,1487.76,2095.87,7.02,90.57,1115.41,2096.46,5.45,89.86,1102.24,2096.42,5.48,89.86,1761.07,995.97,8.43,179.85,1760.96,1041.47,8.23,179.85,1089.7,2096.39,5.48,89.86,1760.91,1057.9,8.22,179.85,1076.19,2096.36,5.58,89.86,1063.18,2096.33,5.87,89.65,1049.81,2096.25,6.17,89.64,859.1,2094.51,8.53,90.06,790.75,2094.59,7.99,90.06,741.56,2094.64,7.98,90.06,238.69,2101.61,9.62,96.98,1d,18,1568805099
34905,34905,1101.03383535038,1568806244.7724767,1101.03383535038,-82.1441757026497,582.6532753226949,87.16158078142479,685.3734329615254,0.9965430498123168,590.7689092960693,115.36140662019501,742.6451297426489,0.993039846420288,607.2235951381149,60.47022732665582,739.6214955745328,0.9927112460136414,572.3520823013115,142.42854292258576,751.4708862764304,0.3271214067935944,587.4961610383717,5.114578769460351,745.7834045200647,0.6270983815193176,463.9119641475677,184.01871354409082,597.0996691596207,0.7474870681762695,507.7906453903379,-38.7569777253046,620.5405571611058,0.8864474296569824,599.4930995608216,267.8821035274689,426.3019794369927,0.97927588224411,620.0871168195299,-122.11091270897535,405.3966900356765,0.9124329090118408,777.2905911491847,324.617786854013,272.916686071313,0.8276774287223816,786.5923328301371,-190.82796374289927,261.52128399510264,0.6900195479393005,449.5847273105188,165.2102497961323,220.5308777429004,0.007394224405288695,383.7616940048264,-40.922823318273906,157.81697354997343,0.026957422494888302,655.2584545545512,196.84587377897202,80.04989021925688,0.20608440041542053,609.4991778364467,-49.81156865344109,-23.7632699368651,0.5994404554367065,650.9233005992422,112.7597641601266,-240.33584362416462,0.009934425354003906,448.4482914042681,-125.7467567786306,-574.416154149563,0.013280302286148071,1206.9574397130616,2099.6801506051142,5.043383535038009,273.859849394886,1862.0371486628887,2092.91,7.662781114581901,90.16,1847.4405321979266,2092.95,7.657218885418099,90.16,1832.6871486628888,2092.99,7.656616464961991,90.16,1517.2168474526609,2095.5766164649617,7.0667670700760175,90.57,1501.9868474526604,2095.726616464962,7.039698789771947,90.57,1487.9968474526606,2095.8666164649617,7.0233835350380085,90.57,1115.5960944270903,2096.46,5.466917675190045,89.86,1102.4294779621284,2096.42,5.496917675190045,89.86,1761.0733835350381,995.6857830568073,8.433383535038008,179.85,1760.96,1041.1891665918454,8.246917675190044,179.85,1089.8827108920523,2096.39,5.463082324809955,89.86,1760.91,1057.6191665918452,8.230150605114027,179.85,1076.3828614971665,2096.36,5.603684745266063,89.86,1063.3762450322045,2096.33,5.8598493948859725,89.66015060511404,1050.0163956373185,2096.25,6.163232929923983,89.64,859.3909840132687,2094.51,8.55706828030407,90.06,791.0172992680028,2094.59,7.969698789771947,90.06,741.8306828030406,2094.64,7.996917675190045,90.06,239.01143582861084,2101.572781114582,9.589548184657918,96.98,1d,18,1568805099
34906,34906,1101.03383535038,1568806244.7724767,1101.03383535038,,580.8841037277642,93.31797012150818,687.6813758727644,0.99664306640625,600.020206700383,112.97713826527777,750.7144807235945,0.9935874938964844,612.3168307305386,58.839698858510395,744.7603282854776,0.9945147037506104,573.7229245299808,142.55338351047433,755.0060738891896,0.4082440435886383,591.2530015861597,5.405139041909806,746.9314763522847,0.6865366697311401,473.6000331170929,186.4698789804773,605.4301091273951,0.7217381596565247,507.3279599426489,-40.10123310964766,620.1592324288439,0.9003183841705322,606.6109367389328,267.75193532912425,432.2131372851421,0.9745973348617554,616.2421595524106,-123.27073406208405,402.05292140324656,0.9537569284439088,779.5151191659911,325.31341699291045,269.4003199874567,0.8756865859031677,798.4944843197345,-189.1900904334832,272.12638360777663,0.7032679915428162,446.2312854751706,165.86117565907404,210.05108653395527,0.021727323532104492,386.40674121855676,-42.09376335392695,153.12453865448026,0.053062260150909424,656.3526775349037,199.84466174986125,71.59264010825507,0.156229168176651,638.0217495461893,-46.07193306607039,1.5176542420291526,0.543831467628479,627.6993260361041,140.321024558482,-312.92732995903185,0.004083871841430664,482.0690050496372,-124.07891916360028,-536.1064520449552,0.01497069001197815,1206.9574397130616,2099.6801506051142,5.043383535038009,273.859849394886,1862.0371486628887,2092.91,7.662781114581901,90.16,1847.4405321979266,2092.95,7.657218885418099,90.16,1832.6871486628888,2092.99,7.656616464961991,90.16,1517.2168474526609,2095.5766164649617,7.0667670700760175,90.57,1501.9868474526604,2095.726616464962,7.039698789771947,90.57,1487.9968474526606,2095.8666164649617,7.0233835350380085,90.57,1115.5960944270903,2096.46,5.466917675190045,89.86,1102.4294779621284,2096.42,5.496917675190045,89.86,1761.0733835350381,995.6857830568073,8.433383535038008,179.85,1760.96,1041.1891665918454,8.246917675190044,179.85,1089.8827108920523,2096.39,5.463082324809955,89.86,1760.91,1057.6191665918452,8.230150605114027,179.85,1076.3828614971665,2096.36,5.603684745266063,89.86,1063.3762450322045,2096.33,5.8598493948859725,89.66015060511404,1050.0163956373185,2096.25,6.163232929923983,89.64,859.3909840132687,2094.51,8.55706828030407,90.06,791.0172992680028,2094.59,7.969698789771947,90.06,741.8306828030406,2094.64,7.996917675190045,90.06,239.01143582861084,2101.572781114582,9.589548184657918,96.98,1d,18,1568805099
34907,34907,1101.067501287728,1568806244.8064473,1101.067501287728,-81.65617896590304,574.1357158974455,91.2860316454318,682.272208947546,0.9970422387123108,597.7559884605474,111.74121559047316,746.5397416007796,0.9942898750305176,608.6614457624545,58.175261960775394,740.5414190487619,0.9934465885162354,572.7417702258545,142.83997449699697,752.7916377305468,0.3490568399429321,592.0512351878857,4.552624989109756,746.8790002030391,0.6024792790412903,473.1694061188998,183.906571022252,601.8432508731797,0.7485612630844116,505.8111100339695,-36.452732406354926,622.9549582660867,0.8968462944030762,609.4523442850376,267.44588101213856,428.1652233056131,0.97398042678833,610.1181082387004,-118.04836599659069,412.9715825293206,0.8219854235649109,776.7637646657852,325.1829289964519,269.9120582555732,0.8839644789695741,801.6921349745187,-190.87841582337703,271.7709082949483,0.6362706422805786,477.7796077609562,165.44842481817776,200.78408073631732,0.0061830878257751465,387.4523804079989,-48.243176083888656,166.78932747561618,0.04088595509529114,717.1300416749755,196.2928872444395,99.59614405156748,0.11537742614746095,549.0622901762786,-42.10643989511645,-67.58993363220225,0.39205071330070496,621.1002226315418,160.66623430719426,-344.5822569127893,0.00606071949005127,477.6588140520768,-128.49309152121566,-541.1874201085279,0.015193790197372438,1206.785743432587,2099.6902503863184,5.0467501287728025,273.8497496136816,1862.2930097867331,2092.91,7.625748583499173,90.16,1847.6997599155054,2092.95,7.694251416500827,90.16,1832.943009786733,2092.99,7.653249871227198,90.16,1517.4525090140964,2095.5732498712273,7.073500257545606,90.57,1502.2225090140964,2095.723249871227,7.019499227363185,90.57,1488.2325090140964,2095.8632498712273,7.026750128772802,90.57,1115.7812570825042,2096.46,5.4837506438640125,89.86,1102.618007211277,2096.42,5.513750643864013,89.86,1761.0767501287728,995.4029891830845,8.436750128772802,179.85,1760.96,1040.9097393118575,8.263750643864013,179.85,1090.0645069537313,2096.39,5.446249356135987,89.86,1760.91,1057.3397393118573,8.240250386318406,179.85,1076.5747573400497,2096.36,5.627250901409617,89.86,1063.5715074688226,2096.33,5.849749613681593,89.6702503863184,1050.221757855141,2096.25,6.156499742454394,89.64,859.680511074461,2094.51,8.584001030182419,90.06,791.2832601730513,2094.59,7.949499227363185,90.06,742.1000103018242,2094.64,8.013750643864013,90.06,239.33126223341625,2101.5357485834993,9.559248841044775,96.98,1d,18,1568805099
34908,34908,1101.1,1568806244.83924,1101.1,-105.77435268969091,588.6762885534048,90.9940272861505,689.8038928609249,0.9965388178825378,594.1053076121726,110.93558590761371,744.8872626057512,0.994756281375885,611.6774590594267,59.13770716163002,742.173749748172,0.9940750598907472,567.1987923125124,141.83049324351884,748.6817926696159,0.371537983417511,595.274788255175,6.223199004922675,748.0509676176532,0.6727977395057678,470.24175942212617,182.9717794503548,597.4011581611705,0.8084042072296143,509.15257745256713,-39.510576353604336,616.5527802129234,0.8818434476852417,611.9696521242319,267.836065436737,423.47168718474325,0.9796401262283324,618.4070346031497,-122.63114730594307,418.9079970215645,0.8600770235061646,784.3829918998604,323.1836858041611,272.1367807028632,0.8781541585922241,785.6411653197342,-197.5572779618313,257.5412750719039,0.7045374512672424,475.83424188189275,164.6213694771051,184.5771527623536,0.0048963725566864005,385.0156266096393,-44.92173697430008,162.96960132233338,0.025133818387985236,784.373482392715,193.00093056346319,129.64219644817587,0.09495609998703004,655.2124898898643,-27.482943947803808,13.450047525392337,0.4307887554168701,611.1732690502972,170.40362358379932,-363.44649365720085,0.0073702335357666016,559.0512748287962,-117.96240311089151,-445.7493817766072,0.010927468538284302,1206.62,2099.7,5.05,273.84,1862.54,2092.91,7.59,90.16,1847.95,2092.95,7.73,90.16,1833.19,2092.99,7.65,90.16,1517.68,2095.57,7.08,90.57,1502.45,2095.72,7.0,90.57,1488.46,2095.86,7.03,90.57,1115.96,2096.46,5.5,89.86,1102.8,2096.42,5.53,89.86,1761.08,995.13,8.44,179.85,1760.96,1040.64,8.28,179.85,1090.24,2096.39,5.43,89.86,1760.91,1057.07,8.25,179.85,1076.76,2096.36,5.65,89.86,1063.76,2096.33,5.84,89.68,1050.42,2096.25,6.15,89.64,859.96,2094.51,8.61,90.06,791.54,2094.59,7.93,90.06,742.36,2094.64,8.03,90.06,239.64,2101.5,9.53,96.98,1d,18,1568805099
34909,34909,1101.1,1568806244.83924,1101.1,,584.8994993057023,90.30154464626928,689.0596698396005,0.9959421157836914,596.6871526039836,107.64542971865444,747.4719069273593,0.9931485056877136,609.784753923492,56.767067393411246,742.1841323608711,0.9932757616043092,564.424910977516,140.92621193774684,748.9610263118292,0.5341709256172179,597.2615217566764,7.913571516056969,749.9866402348978,0.6589214205741882,471.44140888350205,185.25791125241943,603.0217749383676,0.7995890378952026,508.3516052814765,-40.43829888581089,618.068467492923,0.9015785455703736,615.3658303740357,268.8860163059224,425.02256167276937,0.9752435684204102,618.2693090577769,-125.01081586218606,408.9485739853666,0.94220232963562,773.5378539420627,326.8665111275982,259.9588570528115,0.8903029561042786,776.4001414556294,-197.38618657222509,255.25352744808623,0.7494601607322693,431.4291895877042,155.70052659909928,182.3970905334216,0.03318694233894348,394.7812772836323,-43.3996650819044,164.45969985434763,0.041107594966888435,715.575182782173,188.4177798973217,88.21440166523182,0.4027722477912903,709.1897783652556,-20.95895843345821,54.48406533820474,0.4061894714832306,601.704571768609,171.85338379075864,-379.091787214374,0.008933722972869873,523.8952103397027,-122.26354904410722,-486.7893089102541,0.012572944164276123,1206.62,2099.7,5.05,273.84,1862.54,2092.91,7.59,90.16,1847.95,2092.95,7.73,90.16,1833.19,2092.99,7.65,90.16,1517.68,2095.57,7.08,90.57,1502.45,2095.72,7.0,90.57,1488.46,2095.86,7.03,90.57,1115.96,2096.46,5.5,89.86,1102.8,2096.42,5.53,89.86,1761.08,995.13,8.44,179.85,1760.96,1040.64,8.28,179.85,1090.24,2096.39,5.43,89.86,1760.91,1057.07,8.25,179.85,1076.76,2096.36,5.65,89.86,1063.76,2096.33,5.84,89.68,1050.42,2096.25,6.15,89.64,859.96,2094.51,8.61,90.06,791.54,2094.59,7.93,90.06,742.36,2094.64,8.03,90.06,239.64,2101.5,9.53,96.98,1d,18,1568805099
34910,34910,1101.1340176459048,1568806244.8735554,1101.1340176459048,-81.71909129282326,589.2816501727671,87.59981893521089,690.2997648388177,0.9972513914108276,601.5566354811482,107.62233777025145,748.7614690032435,0.9954253435134888,613.0252532057008,56.94406149154396,743.8570383789473,0.9938162565231324,570.6519411768163,141.225028029782,752.529237220017,0.4005087614059448,595.2697133435806,7.375874258154894,750.6526633194264,0.6097625494003296,477.3021681665651,181.47194683275453,602.4103551595156,0.8473637104034424,511.15482844558227,-43.85654974057218,620.3884999796774,0.8841073513031006,618.8133545944104,266.5439738613808,429.0303032447976,0.9821141958236694,615.3278382117973,-126.34461923320991,408.8817859585128,0.8938584327697754,791.7825392689286,322.2121933742269,272.81135658763407,0.8446394801139832,771.1566808012842,-197.62933949024944,250.52129508829015,0.7196750044822693,425.36115544437683,153.77860093371842,164.18992528250854,0.0042021572589874285,392.82105123572387,-40.35074018418693,168.7376384228313,0.022485226392745968,721.9445404483228,180.04182584067595,88.43220357498505,0.4936605989933014,670.4770825330678,-36.945267770491455,33.82691751187576,0.5162325501441956,590.9929373409798,185.26929136387284,-391.5970523782714,0.013364702463150023,454.4251784845461,-132.2780993944009,-564.087345011278,0.007369786500930786,1206.4499117704754,2099.710205293771,5.0465982354095145,273.81618764786657,1862.7985341088765,2092.906598235409,7.593401764590484,90.16,1848.2085341088766,2092.946598235409,7.672170001961756,90.16,1833.455337638058,2092.986598235409,7.687419410495335,90.16,1517.9215252859244,2095.5665982354094,7.05958941245709,90.57,1502.6915252859244,2095.716598235409,7.0204105875429095,90.57,1488.7015252859244,2095.8565982354094,7.03680352918097,90.57,1116.1470970524767,2096.46,5.489794706228545,89.86,1102.9870970524769,2096.4234017645904,5.53680352918097,89.86,1761.08,994.8408500098088,8.443401764590485,179.85,1760.96,1040.3576535389898,8.28,179.85,1090.4270970524767,2096.3934017645906,5.4368035291809695,89.86,1760.9134017645904,1056.7910553035804,8.25,179.85,1076.947097052477,2096.36,5.619384118685637,89.86,1063.9607041108386,2096.33,5.846803529180971,89.69020529377146,1050.6241058754292,2096.25,6.105777060323695,89.64,860.2559535193723,2094.51,8.61680352918097,90.06,791.8087394026484,2094.59,7.940205293771455,90.06,742.6321411672387,2094.64,8.01639294163806,90.06,239.9597658715056,2101.459178824914,9.53,96.98,1d,18,1568805099
34911,34911,1101.1666115182902,1568806244.9064345,1101.1666115182902,-82.26162850517619,585.8370240311152,83.54231985018912,692.3621855449028,0.996919810771942,601.7551905670822,103.08489555823223,748.9961244906258,0.9945066571235656,610.99763154472,54.71621221796176,744.1547220907338,0.994227409362793,572.1315560263148,138.76576153897958,751.359970745457,0.4637051224708557,598.4494843754513,6.674994543199222,752.4056444272113,0.6245277523994446,471.371137367399,174.49989925622666,614.9597151619594,0.9095390439033508,502.8687022815641,-37.235119673140815,616.138439503819,0.36995404958724976,607.0737036745775,262.1717679865631,423.96040090128207,0.982809841632843,621.0082476950854,-127.25174434506334,410.0487418855624,0.8981649875640869,796.8575276538527,321.6237471986094,276.8465207013734,0.8993421792984009,782.1523706281758,-192.86793462770046,259.2034996455979,0.7239126563072205,412.8439661157384,156.61542835115273,161.0752016628001,0.06226125359535217,391.8573480339766,-51.74644893398096,170.72042766232457,0.10741874575614928,743.4368789373102,174.4004875438573,97.62005902608487,0.4138969779014587,645.3118812828673,-37.48510014438453,19.804934090484096,0.2907111644744873,567.8532718974491,196.1109888499035,-416.20535088466016,0.009381145238876345,507.6064111755777,-124.37900453069237,-500.51171666368566,0.008264541625976562,1206.28694240855,2099.7199834554867,5.043338848171001,273.793371937197,1863.0462475390038,2092.903338848171,7.5966611518289975,90.16,1848.456247539004,2092.943338848171,7.6167604189070275,90.16,1833.709569842662,2092.983338848171,7.723272670118981,90.16,1518.152941779859,2095.563338848171,7.04003308902601,90.57,1502.922941779859,2095.713338848171,7.039966910973988,90.57,1488.932941779859,2095.853338848171,7.043322303657996,90.57,1116.3263633505949,2096.46,5.480016544513005,89.86,1103.1663633505948,2096.4266611518287,5.543322303657996,89.86,1761.08,994.5638020945352,8.446661151828998,179.85,1760.96,1040.087124398193,8.28,179.85,1090.6063633505948,2096.396661151829,5.443322303657997,89.86,1760.916661151829,1056.523785550022,8.25,179.85,1077.1263633505948,2096.36,5.590049633539016,89.86,1064.1530079579109,2096.33,5.853322303657997,89.69998345548699,1050.8196691097396,2096.25,6.0634050262230215,89.64,860.5395202091229,2094.51,8.623322303657996,90.06,792.0662309944909,2094.59,7.9499834554869935,90.06,742.8928921463197,2094.64,8.003355392684007,90.06,240.26614827192586,2101.420066178052,9.53,96.98,1d,18,1568805099
34912,34912,1101.2,1568806244.9401152,1101.2,-81.84085804435328,590.9463895998896,80.10743267022876,695.4538112022818,0.9969169497489928,597.1281806585898,100.88403386095543,747.748003849953,0.9932861328125,611.9248411226076,52.01366906225454,746.1770286964032,0.9935455322265624,566.3306468608423,137.05006600736593,749.2326110198442,0.40672704577445984,593.6683140545888,-1.6860239180199494,754.4470863878047,0.6642131209373474,480.9935259321961,166.47269034346348,616.3053434829149,0.929511785507202,508.3597403294224,-46.364965228339756,624.660802872301,0.9187095761299132,610.9533944524651,265.6853775711802,424.81208882997504,0.9842526316642758,628.247129715431,-135.6852048735235,406.9767702970494,0.879111647605896,797.6881212832716,322.90893523476416,276.5630050763277,0.7566964626312256,771.1355920892895,-195.90587691941903,249.27912334740148,0.6805163621902466,393.52241079874864,158.50591088552258,149.69070983077418,0.04485207796096802,404.0107852548481,-43.52562787616111,179.452604528922,0.014904141426086426,705.6288143909088,172.6149343660673,62.69465674550165,0.44391608238220215,646.411051130288,-39.60936891481993,29.693719167941907,0.41164103150367737,549.2440992599389,204.20948833937905,-439.9157200995703,0.0042136311531066895,574.162402126407,-117.04156036739128,-422.5902324185338,0.005829334259033203,1206.12,2099.73,5.04,273.77,1863.3,2092.9,7.6,90.16,1848.71,2092.94,7.56,90.16,1833.97,2092.98,7.76,90.16,1518.39,2095.56,7.02,90.57,1503.16,2095.71,7.06,90.57,1489.17,2095.85,7.05,90.57,1116.51,2096.46,5.47,89.86,1103.35,2096.43,5.55,89.86,1761.08,994.28,8.45,179.85,1760.96,1039.81,8.28,179.85,1090.79,2096.4,5.45,89.86,1760.92,1056.25,8.25,179.85,1077.31,2096.36,5.56,89.86,1064.35,2096.33,5.86,89.71,1051.02,2096.25,6.02,89.64,860.83,2094.51,8.63,90.06,792.33,2094.59,7.96,90.06,743.16,2094.64,7.99,90.06,240.58,2101.38,9.53,96.98,1d,18,1568805099
