,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,scenario,participant_id,source_file
34260,34260,1076.0322823431814,1568978826.7470677,1076.0322823431814,-89.30549706479769,575.752508200927,13.117209222136845,557.0558038686969,0.9875668287277222,567.2437782742758,45.01755865061551,591.2357341382576,0.9970662593841552,585.6240300682908,-10.955773653044012,602.7837088418987,0.9693375825881958,549.8516126509853,84.62945707103545,607.38358437891,0.6694348454475403,586.4137643237827,-49.75821466188997,617.742205432816,0.7272754907608032,459.2715325734075,126.5056456697139,471.3550771063167,0.98484069108963,487.9566050395168,-98.39118075932764,480.8687713631128,0.9870147109031676,629.2447283181446,238.35738180837882,360.87350744393206,0.8352392911911011,599.7271512409943,-207.0135191324519,329.6037601701736,0.3910066187381744,750.6251783781122,253.65216812268216,211.7050614257053,0.07154640555381775,737.3389185186215,-212.89687815298552,177.0641766334372,0.4363475739955902,425.5805242150068,124.46150533217964,152.54478019422817,0.4462025463581085,470.48523024299004,-68.03417416790522,174.7554207680381,0.7896665930747986,673.0082105409246,131.94740188371088,-20.40942811395132,0.04343792796134949,670.4683114606413,-115.58685077619509,40.40091267710236,0.1680608093738556,351.34028247383424,143.32671725487694,-663.2894462324379,0.0021372735500335693,566.9997392151363,-106.75097517657913,-269.78680672752944,0.0012613236904144287,1249.3140235977319,2099.7367717656816,6.98,269.0032282343181,1702.457312854312,2093.7167717656816,8.913858828409424,90.57,1557.466997557267,2095.166771765682,9.21,90.57,1760.51,736.2846541918233,7.569369405908692,180.37,1163.1359764022682,2096.57,7.083858828409424,89.86,1015.1179434484036,2095.94,8.289684702954345,89.4,1759.8,1485.3443388947776,7.367717656818848,179.85,1759.6032282343178,1500.6711106604596,7.342912937272461,179.28,1759.4032282343182,1516.1811106604596,7.410630594091308,179.28,1369.3232282343179,1999.3240235977319,6.964174125455076,178.75,,,,,,,,,,,,,1d,25,1568977693
34261,34261,1076.064716089782,1568978826.7806234,1076.064716089782,-91.5877560295498,571.4275485569885,15.29405933651922,556.179409286817,0.9917656779289246,567.9653576941541,46.700892905747615,591.1217223194024,0.997664213180542,581.4327967068361,-8.247210042863408,602.6771949666659,0.9728505611419678,544.2549416505124,87.04480172930758,605.1977503158932,0.7113645076751709,591.1915448038133,-47.51252378574816,618.1666705102091,0.7603392004966736,451.12089471897,128.54690270568602,465.28233676348685,0.9805231094360352,479.2270882155549,-95.04807491706673,476.9604125960468,0.7753461599349976,630.5747992234142,238.97171677605962,361.59315637911317,0.8181052207946777,600.8696903226038,-202.675641740388,331.7413314005554,0.5649676918983461,744.5896843567873,254.7126092810637,219.83721295535526,0.07974281907081604,749.4902849807538,-213.2693277981706,173.33297236006007,0.7847567796707153,427.35330153740654,133.68853228378669,151.91278043841422,0.5298023819923401,468.1771525304995,-68.22899473823793,158.50320678850068,0.6300696134567261,723.4339199470646,137.29058328175734,8.271714611385391,0.059852272272109985,733.2340092745178,-101.88287954172155,63.33200558079784,0.02082297205924988,333.5299471994652,157.16859900006062,-681.9574903983913,0.0021918118000030518,589.7612465421968,-88.21880368916189,-327.6471442973685,0.008234888315200806,1249.0869873715255,2099.733528391021,6.98,269.0064716089782,1702.7459731990605,2093.7135283910216,8.897641955108973,90.57,1557.765388025995,2095.163528391022,9.21,90.57,1760.51,736.0381577176564,7.588829653869232,180.37,1163.3630126284745,2096.57,7.067641955108972,89.86,1015.3871435451912,2095.94,8.299414826934617,89.4,1759.8,1485.107572544591,7.335283910217946,179.85,1759.6064716089784,1500.4311009356131,7.355886435912822,179.28,1759.4064716089786,1515.9411009356131,7.391170346130768,179.28,1369.3264716089782,1999.0969873715253,6.938227128174358,178.75,,,,,,,,,,,,,1d,25,1568977693
34262,34262,1076.1,1568978826.817128,1076.1,-86.48372654529925,575.1774516491183,13.5368184510711,558.4015972879961,0.98926842212677,563.5686483647032,45.96715534803268,589.4468979182186,0.9975423812866212,580.6900077742417,-10.213444331072429,603.4466759794461,0.9673096537590028,546.0654007052751,87.24927842854473,606.6660803318413,0.7224457263946533,580.7683779863501,-46.98312751948597,614.6442203365048,0.7303584218025208,460.01446206563486,130.1283952853895,469.07762725381536,0.9841412305831908,482.58325981546784,-91.82582374124728,479.0322655970632,0.8448727130889893,630.347950677868,239.2489216707841,362.6192659910855,0.8267866373062134,594.5900571670577,-202.0736914640416,323.80072580303164,0.3805822432041168,751.0547746530561,255.0548993478732,229.51961798104855,0.06761574745178223,760.6669037178481,-210.75554174208185,181.2123540585344,0.7745816707611084,431.0438928592191,136.23810958564576,144.4194931931719,0.3780332207679749,458.014740334773,-70.41761967721163,161.2638284118554,0.8220645189285278,766.3855698010055,138.44952942552274,39.660511676800816,0.038886576890945435,734.671164609019,-89.02480804349787,51.61790395174846,0.05195754766464234,337.8764828741613,189.80654022603008,-675.9504017227698,0.0008612573146820067,575.9689684256863,-82.7243814674047,-376.12260097769934,0.005468875169754028,1248.84,2099.73,6.98,269.01,1703.06,2093.71,8.88,90.57,1558.09,2095.16,9.21,90.57,1760.51,735.77,7.61,180.37,1163.61,2096.57,7.05,89.86,1015.68,2095.94,8.31,89.4,1759.8,1484.85,7.3,179.85,1759.61,1500.17,7.37,179.28,1759.41,1515.68,7.37,179.28,1369.33,1998.85,6.91,178.75,,,,,,,,,,,,,1d,25,1568977693
34263,34263,1076.1311446271848,1568978826.8473325,1076.1311446271848,-90.91010187772102,571.1204600052567,16.35733403900486,556.9768795021624,0.9932068586349488,567.9446834670701,47.59988820018234,590.6454757691522,0.9979856014251708,578.8557143219796,-6.997173382329238,602.122012998875,0.9793257713317872,539.9579962107518,90.84970277813495,602.9646017683067,0.7676607966423035,568.3629868567939,-44.34788143678863,609.7485153685687,0.720226526260376,461.45399692343017,137.91173896335772,468.22732211100606,0.9822002649307252,478.0006021440599,-91.07187599749382,477.68879489073663,0.8236387968063354,623.0392200935032,239.08903851768537,348.5944340474948,0.7132923007011414,602.5539701550725,-199.41691085159002,326.85182044362256,0.3978928923606873,748.8491698932056,251.66845589987926,198.93204357490882,0.8124982118606567,759.6291670317603,-212.89431146033178,179.8175303839129,0.8025951385498047,450.3481450402176,135.10942998343668,147.04443208384004,0.2064082622528076,452.45680133247606,-72.8024916342482,147.93344349839305,0.6132716536521912,786.980341424967,134.62252425221902,56.195934597324886,0.029806286096572883,666.6592664561501,-81.0148384984618,0.21664470833860605,0.0557481050491333,271.0213781045896,185.369381883088,-741.4913422463484,0.001499772071838379,546.7559581192999,-93.5883842355858,-428.1494701300597,0.0027525722980499268,1248.6219876097066,2099.7268855372813,6.976885537281518,269.05360247805874,1703.337187181945,2093.7068855372813,8.889343388155444,90.57,1558.3765305701002,2095.1568855372816,9.200656611844556,90.57,1760.5068855372815,735.5364152961139,7.585084298252148,180.37,1163.8311268530122,2096.57,7.068686776310889,89.86,1015.9416148683523,2095.9431144627183,8.316228925436963,89.4,1759.8,1484.6195297588324,7.318686776310889,179.85,1759.6131144627186,1499.9426442215506,7.376228925436963,179.28,1759.4131144627186,1515.4526442215506,7.3637710745630365,179.28,1369.336228925437,1998.6351020724246,6.922457850873927,178.75,,,,,,,,,,,,,1d,25,1568977693
34264,34264,1076.1655847284703,1568978826.880733,1076.1655847284703,-89.17114166155253,579.5049699607014,21.88035224652848,561.1325058636489,0.9951759576797484,568.0682077574393,52.16110406581571,591.5105164955322,0.9977154731750488,588.9526779613573,-3.813590515795056,605.738526488907,0.9781980514526368,539.2476249675508,94.34085007692015,602.2722249206847,0.7160879373550415,578.3105480706549,-40.94532694948882,611.4363008775713,0.7950992584228516,465.8691370137727,139.78336329045268,472.3984021918767,0.983441174030304,477.0670846722096,-90.81971735980393,478.27367172195,0.8385766744613647,633.2427575561264,240.0930355779637,362.2073135390277,0.7776158452033997,592.4448215535618,-201.2094949706026,323.8580618350653,0.39093247056007385,758.5375071957271,249.19777316761815,197.8750820038702,0.8304378986358643,751.8957124507598,-215.0324507644213,175.85631375656726,0.7459060549736023,461.59977794910486,134.94844682820366,152.97473737474118,0.20764204859733584,420.7218232266207,-76.40447666191841,132.38604477983048,0.7000175714492798,779.9080693476525,135.29267779933042,47.61090681994258,0.022651821374893192,625.2032712122235,-69.0983894617399,-37.52051007086576,0.0648166835308075,264.1279514100645,207.18410544621798,-750.7302039784744,0.0015566647052764893,527.0500144548893,-83.6529305364007,-457.7097338331147,0.0045573413372039795,1248.3809069007061,2099.7234415271528,6.973441527152945,269.1018186198588,1703.643704083388,2093.703441527153,8.899675418541165,90.57,1558.693379501929,2095.153441527153,9.190324581458835,90.57,1760.503441527153,735.278114536471,7.557532217223559,180.37,1164.075651572141,2096.57,7.08935083708233,89.86,1016.2309117191527,2095.946558472847,8.32311694569411,89.4,1759.8,1484.3646730093176,7.33935083708233,179.85,1759.616558472847,1499.691231482165,7.383116945694111,179.28,1759.4165584728469,1515.201231482165,7.3568830543058885,179.28,1369.343116945694,1998.397465373553,6.9362338913882216,178.75,,,,,,,,,,,,,1d,25,1568977693
34265,34265,1076.2,1568978826.9141095,1076.2,-89.10380152523656,579.7780456157961,24.200603516190014,562.1538818084051,0.9966859221458436,572.4158043168335,55.171520459586716,593.6610112337572,0.9982091784477234,590.9810621443991,-1.3927294615831158,607.822011325999,0.9834873676300048,549.7258557461248,94.88357429366884,606.6009983587453,0.70098477602005,594.1998159090842,-40.133704126157326,620.2047145353906,0.8389030694961548,465.5355576583551,143.59024457469474,462.6855774191668,0.6188226938247681,469.4912731972795,-88.9575486994661,484.25648297756135,0.8947529792785645,632.8504557686588,238.67877894472846,357.38631989782544,0.9871212244033812,601.5891587622891,-200.23395556460625,330.9806897834194,0.3485190868377685,761.6316846847517,245.9297274155992,197.37311710702613,0.7748744487762451,754.3913864610124,-213.80619608444408,176.97763280678865,0.652742862701416,467.21045559941285,129.88260252524955,151.67499922485746,0.2176688015460968,432.06283840320935,-66.17003609883022,168.59225709056386,0.7865018844604492,617.3744605709873,133.68557340212087,-59.57014850544277,0.031147867441177368,546.8619781570884,-76.17506522576136,-62.034290545605224,0.10812011361122133,264.49477007478754,190.49219701439804,-751.089746481993,0.0016250312328338625,647.982923013451,-67.86686963537318,-288.07187164064965,0.00561937689781189,1248.14,2099.72,6.97,269.15,1703.95,2093.7,8.91,90.57,1559.01,2095.15,9.18,90.57,1760.5,735.02,7.53,180.37,1164.32,2096.57,7.11,89.86,1016.52,2095.95,8.33,89.4,1759.8,1484.11,7.36,179.85,1759.62,1499.44,7.39,179.28,1759.42,1514.95,7.35,179.28,1369.35,1998.16,6.95,178.75,,,,,,,,,,,,,1d,25,1568977693
34266,34266,1076.2336088180537,1568978826.947724,1076.2336088180537,-86.58210097011518,572.8472556233388,25.828375012444358,560.6552833217812,0.9967302083969116,568.0310217167905,56.123459549340105,592.7588346178335,0.9981911182403564,584.771296836302,-0.4057577131672829,606.2193438584052,0.9838461875915528,547.1909796940099,96.97009924842123,607.3927008761827,0.7109742760658264,580.866517865712,-39.87635952323312,614.4671272529263,0.8571429252624512,463.1668659204126,145.87268224407015,456.82412804739914,0.5235713720321655,475.7420502855207,-88.88859952018292,480.514111838548,0.9856764078140259,636.6357055971341,238.09672378979653,359.9540380696863,0.9846193790435792,598.5841747256165,-199.99496677630347,328.38426809528613,0.3149023652076721,768.6685789564444,245.0021507828363,203.79707904451956,0.812211275100708,764.8211638397237,-213.5245625381632,183.06664130303486,0.6922801733016968,474.76491695088583,112.68180462005766,137.40774118718656,0.26310235261917114,415.3743983739788,-68.30027164065633,130.52019699312106,0.5952421426773071,542.0004556660813,137.94297647319829,-106.91500693197369,0.008021771907806395,505.5189899461013,-64.93970828465496,-104.16965029436064,0.04704231023788452,257.22633922785406,184.54855192561715,-713.6811817035837,0.0014503002166748047,579.6604166340827,-70.19595290804165,-354.8611252150805,0.001949012279510498,1247.9080991554301,2099.7166391181945,6.966639118194637,269.186969699859,1704.2457575988722,2093.6966391181945,8.896556472778544,90.57,1559.3192011260935,2095.15,9.183360881805363,90.57,1760.5,734.7645729827922,7.543443527221456,180.37,1164.5586226081807,2096.57,7.0999173545839085,89.86,1016.7989531898453,2095.953360881805,8.319917354583911,89.4,1759.8,1483.8612947464028,7.3768044090268186,179.85,1759.6233608818054,1499.1879338645974,7.406804409026818,179.28,1759.4233608818054,1514.7012947464032,7.346639118194637,179.28,1369.3533608818052,1997.9247382736248,6.966804409026818,178.75,,,,,,,,,,,,,1d,25,1568977693
34267,34267,1076.2676474304117,1568978826.9817686,1076.2676474304117,-94.58085552601158,575.5916816100025,29.113085035937967,559.5508669252439,0.9961817264556884,572.084783365829,58.58203104240075,594.8085046090139,0.9975334405899048,581.7568312145538,2.275003980267769,603.039859869114,0.9838408827781676,547.2734514891401,97.13040718993349,606.3321318268551,0.6892502307891846,576.8031751413857,-38.48899038827013,610.8317082992559,0.8625409603118896,462.27282694393364,145.24256109596357,455.766918471371,0.6135081648826599,480.6140900354817,-89.41990611772587,483.9891550154992,0.9856234788894652,633.5829879473916,239.47825302237987,346.7455172878805,0.7690552473068237,587.764134232831,-199.7857778561898,323.48363576673387,0.4057794809341431,765.6873104136963,245.69507918898827,202.89387947975726,0.8255548477172852,757.3702651112227,-213.4460856654117,177.99657515113063,0.6082202792167664,489.2008050539991,113.91642392284923,154.664787031025,0.17413368821144104,421.5284070791326,-73.13493016141241,137.4155357816482,0.5618125796318054,682.1139995314709,167.75453710253075,14.315368340573515,0.0032424330711364746,485.73562674946436,-59.90429981814212,-130.5371385384687,0.07941243052482605,230.0033263562733,206.66344460450358,-718.1618864850392,0.0032626688480377197,481.4900349723681,-75.57889098497442,-487.79683906416057,0.0026906132698059078,1247.6732327301595,2099.713235256959,6.963235256958831,269.22441217345283,1704.545297387623,2093.693235256959,8.882941027835324,90.57,1559.6323563597875,2095.15,9.186764743041168,90.57,1760.5,734.5058795288713,7.5570589721646755,180.37,1164.800296755923,2096.57,7.089705770876495,89.86,1017.081473672417,2095.9567647430413,8.309705770876494,89.4,1759.8,1483.6094090149536,7.393823715205843,179.85,1759.6267647430413,1498.9326442719125,7.4238237152058435,179.28,1759.4267647430413,1514.4494090149535,7.343235256958832,179.28,1369.3567647430411,1997.6864679871185,6.983823715205843,178.75,,,,,,,,,,,,,1d,25,1568977693
34268,34268,1076.3,1568978827.0141268,1076.3,-90.68648110604636,575.6508983996963,29.187631144821943,559.7161473444132,0.9965407252311708,575.7494630488702,58.60277073253982,596.4871748423602,0.9974873661994934,585.0600193472035,1.3248834826738758,604.0339104204469,0.9851443767547609,551.2608489541673,96.92845728799459,607.1011737701183,0.6635457277297974,577.1381808830032,-38.51090533726768,608.5889302597561,0.8625763654708862,461.9454787709306,144.44137879044197,455.7723465112632,0.6205387115478516,481.56837751863884,-86.85064996002295,482.99726134212824,0.8176382780075073,640.3758033889542,236.81738246367448,348.87909450771605,0.7559989094734192,594.080325166524,-197.7263955069416,327.1492491743901,0.4474735856056213,778.6283265835809,241.10173828849582,209.84908804032656,0.7648727893829346,761.6179733968373,-214.15457718859608,180.63972785622815,0.5516781210899353,492.66885792806437,110.39807542211963,165.73510975880632,0.16468200087547302,413.96318986360876,-76.21938498101906,135.1973028789353,0.5043431520462036,680.4098008711288,193.423792967675,45.14351489950448,0.018133074045181274,477.70847773235687,-58.80577051471978,-144.3572840981499,0.14559981226921082,176.2762505816756,257.7266919873412,-726.9854153480119,0.0015529394149780273,437.486200728245,-78.21785161182272,-551.1858183934331,0.0027133524417877197,1247.45,2099.71,6.96,269.26,1704.83,2093.69,8.87,90.57,1559.93,2095.15,9.19,90.57,1760.5,734.26,7.57,180.37,1165.03,2096.57,7.08,89.86,1017.35,2095.96,8.3,89.4,1759.8,1483.37,7.41,179.85,1759.63,1498.69,7.44,179.28,1759.43,1514.21,7.34,179.28,1369.36,1997.46,7.0,178.75,,,,,,,,,,,,,1d,25,1568977693
34269,34269,1076.3329613653193,1568978827.0475569,1076.3329613653193,-86.59443606347591,580.6583741241393,25.40016748480988,559.6310252708679,0.9962505102157592,572.8170716725389,56.25962909081213,594.1863511981477,0.9974073171615601,585.3030072567052,-1.5161151607907044,603.7492487174209,0.9849252700805664,556.1737772498467,96.64966356339576,608.1989882505545,0.7243590354919434,568.3527923600709,-40.14262868905347,606.733074214327,0.8091003298759459,463.0470475333345,144.59465875611514,453.176326303758,0.5675021409988403,477.3123353488783,-87.84233272995264,482.7771274179973,0.3037455677986145,638.589864696709,244.01303809936687,356.7549322894182,0.9871447682380676,584.9430844664172,-199.04725321763505,325.71219956635184,0.467479407787323,788.9486403453731,251.7805938336568,213.5671272204737,0.7114266157150269,751.8778748158612,-214.15883986363133,174.1691696763301,0.6450303792953491,500.4618389887587,102.97193651128977,164.10734027095612,0.17830079793930054,408.51393053938585,-79.87508508071178,128.84587342057284,0.5614442229270935,625.6551787361951,163.7266566073585,-14.118745677479467,0.01919686794281006,481.35677748899707,-91.66831483166969,-128.6698671670825,0.08967658877372743,337.65109506849467,201.989886202271,-585.2871046937846,0.0046059787273406965,411.6028492858823,-79.57226746590656,-544.9243616250832,0.0056670308113098145,1247.2192704427648,2099.706703863468,6.96329613653193,269.27977681919157,1705.1266522878736,2093.686703863468,8.883184546127723,90.57,1560.2299484244056,2095.146703863468,9.166927044276484,90.57,1760.4967038634684,734.0094936235733,7.576592273063862,180.37,1165.2640256937668,2096.573296136532,7.086592273063863,89.86,1017.6202831956184,2095.963296136532,8.293407726936138,89.4,1759.8032961365316,1483.126085896637,7.41,179.85,1759.63,1498.4460858966372,7.436703863468069,179.28,1759.433296136532,1513.969382033169,7.346592273063861,179.28,1369.3665922730638,1997.2325665792969,6.9769270442764855,178.75,,,,,,,,,,,,,1d,25,1568977693
