,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,scenario,participant_id,source_file
42779,42779,1353.0,1568649736.9120395,1353.0,-92.98148345187548,530.8946640018592,58.29116358063983,688.419990193543,0.9974751472473145,536.2784752888167,90.05023681435507,727.8587348473102,0.9984560608863832,535.7466898466533,29.99862819644928,729.7217640459618,0.9957388043403624,511.7202503639288,130.48509532648154,747.4742358609998,0.8356325626373291,519.5525223551217,-17.818609803136102,753.6255351415413,0.832275390625,406.05418423011383,170.3416983918751,585.8283268613716,0.6434561610221863,399.77921128060325,-83.42950995800612,580.0700525890524,0.8988098502159119,570.5476437110389,204.7128035219458,377.8711073036127,0.7655206918716431,515.42026373286,-137.53574551159895,363.9706436311629,0.9638139009475708,749.2206056770067,219.29622800812683,252.19603723509363,0.8485314249992371,699.8989834579448,-174.83292914116538,242.4862709744517,0.8262476921081543,382.2743369015629,138.89030398894204,221.15256230095585,0.626622200012207,340.64904071940816,-63.1972544813616,185.0327831801728,0.854313850402832,770.7206364962665,171.74231791668743,172.2126704265606,0.30723637342453003,580.8738515789754,-112.06728837523615,-46.114308961683825,0.3429717719554901,572.2122336777948,208.59088443526431,-289.1259301000247,0.008622616529464722,470.2738889981389,-117.31422645590631,-546.4317152428904,0.008440345525741577,1208.18,2100.4,5.0,269.02,1845.56,2092.95,8.38,90.16,1252.34,2096.78,6.94,89.86,1760.78,1107.07,7.49,179.85,1760.74,1122.69,7.39,179.85,1760.7,1138.28,7.45,179.85,1238.47,2096.75,7.01,89.86,890.24,2094.48,8.43,90.06,247.34,2100.56,8.64,96.98,1d,13,1568648330
42780,42780,1353.0332744032146,1568649736.945605,1353.0332744032146,,526.9096965499231,59.026473916039976,686.4540317626453,0.997725248336792,529.1733000672679,90.59309755358463,724.2669694512294,0.9985610246658324,528.4742400695777,30.030747620524807,726.5131856486787,0.9956340789794922,518.2410599204966,130.75212379363373,750.7832569154608,0.8297852277755737,525.9209789148007,-17.388974530007136,757.5556329580733,0.8310266733169556,406.231965699673,170.0934655186706,587.6654296445283,0.6700260639190674,394.1351353374691,-89.47649247116337,579.3249519391009,0.90184485912323,567.6413408892489,203.98889613255025,375.387140410578,0.7743896245956421,529.379832248123,-137.99493009022459,369.6535643361004,0.9621164798736572,748.1726372958168,221.43163528399043,245.35278164864616,0.8645793199539185,708.4623190000592,-181.27735917138463,248.23654203188386,0.5587047338485718,380.03451701077796,139.81859003942338,223.258702701392,0.6237624287605286,354.54805863423377,-63.851979708707,181.1235149523293,0.8056493401527405,743.8098252922798,163.58537637088958,148.56695690346442,0.4054072201251984,772.1868600163889,-85.92300955641262,93.01784700635895,0.3041015863418579,579.6612675355491,201.36438940274684,-300.0488541127756,0.011111021041870115,417.32973773917035,-158.09087157860637,-607.5423037129044,0.0034001469612121573,1208.013627983928,2100.4,5.0033274403214385,269.15975249350043,1845.8361775466794,2092.95,8.363362798392803,90.16,1252.5729208225007,2096.78,6.956637201607197,89.86,1760.7833274403213,1106.820441975892,7.4933274403214405,179.85,1760.7433274403213,1122.440441975892,7.426601843535832,179.85,1760.7033274403213,1138.0370968565346,7.413398156464168,179.85,1238.6995933821793,2096.75,6.9900353580713634,89.86,890.5195049870009,2094.48,8.423345119357121,90.06,247.62615986764382,2100.5233981564647,8.666619522571516,96.98,1d,13,1568648330
42781,42781,1353.0666861262112,1568649736.979309,1353.0666861262112,-91.05940194640354,531.9411501313771,60.05140654312178,690.4633163358121,0.9977163076400756,539.2440819920774,92.63442336353172,730.3178207043919,0.998211145401001,534.6175309067031,30.900056981501237,731.986209905393,0.9955477714538574,519.4823439327366,129.96373144237728,750.404213743091,0.8213222026824951,515.4412051607235,-24.898711408289948,754.5564281335977,0.9077746272087096,395.4205629111701,173.12539161286202,576.3263582252587,0.8474349975585938,393.2384648096033,-82.15223041551663,579.7676796073398,0.9804288744926452,574.125318621597,204.87238045819848,380.39108953531417,0.8033193349838257,534.6793527554806,-137.9969714500933,371.9041680668362,0.9589980840682985,750.7426999781703,217.82782147678842,249.3586606345797,0.9216212630271912,704.7588438991664,-184.90099665952656,246.05307345291249,0.4954000413417816,377.09495064485293,136.30851257958213,215.9197033341675,0.6928732395172119,352.4651434540275,-57.78784379112354,188.4781318455153,0.8326472640037537,751.4824606006488,166.90669321475553,125.99777054891344,0.3834539949893952,630.8770556264967,-118.56583861625187,-1.2887019760580358,0.44194531440734863,571.7957395885376,197.08024534360663,-304.5682701531662,0.01962900161743164,362.53798156631757,-165.3200647005386,-571.2837764839915,0.03298482298851013,1207.8465693689438,2100.4,5.00666861262112,269.3000817300871,1846.113494847553,2092.95,8.346656936894393,90.16,1252.8068028834784,2096.78,6.973343063105607,89.86,1760.7866686126208,1106.5698540534156,7.4966686126211215,179.85,1760.7466686126209,1122.189854053416,7.463354738832336,179.85,1760.7066686126211,1137.793191278658,7.376645261167664,179.85,1238.9301342708575,2096.75,6.969988324273273,89.86,890.8001634601743,2094.48,8.416662774757759,90.06,247.91350068541644,2100.4866452611677,8.69334890096897,96.98,1d,13,1568648330
42782,42782,1353.1,1568649737.0129144,1353.1,-93.45888917513895,522.4572294485172,58.649853985118675,687.2023942548548,0.9976204633712769,528.215645028382,90.53288286434831,726.6791122834975,0.9983733892440796,530.2921755048455,28.79384317149791,731.26794497639,0.9952834844589232,516.3220835808294,128.49200248078122,749.2623780244389,0.8172984123229979,513.9726157313554,-25.723007508216142,755.1629701121794,0.9117876887321472,393.5422485199672,172.6320685409946,576.0090087594967,0.8964803814888,406.42947963173975,-81.60234213424083,584.2853772471666,0.6866878867149353,571.2360367499916,204.58918719840545,379.0198768037729,0.8088607788085938,529.5735090724479,-137.27374858298913,372.71124891537386,0.9664782285690308,739.4752197814253,216.93269636964882,244.12830536568043,0.9349443912506104,707.1760564651573,-175.13467234926082,245.7629475327942,0.7641851902008057,358.81027476660097,135.15607262292153,199.8687935574524,0.728714108467102,357.96685334650925,-57.980936967093236,191.49420716462726,0.8218794465065002,741.756461250039,164.07227474769638,112.39482334129977,0.3775835633277893,613.7441632227168,-128.69164139409307,0.10295897094823656,0.4293091595172882,563.1276588308408,194.04366162734985,-314.1167051857209,0.02006995677947998,339.0864615044564,-173.15309184430504,-544.6671337801333,0.02627214789390564,1207.68,2100.4,5.01,269.44,1846.39,2092.95,8.33,90.16,1253.04,2096.78,6.99,89.86,1760.79,1106.32,7.5,179.85,1760.75,1121.94,7.5,179.85,1760.71,1137.55,7.34,179.85,1239.16,2096.75,6.95,89.86,891.08,2094.48,8.41,90.06,248.2,2100.45,8.72,96.98,1d,13,1568648330
42783,42783,1353.1500752130444,1568649737.046566,1353.1500752130444,-93.57946643580186,536.673163058797,55.99468293748678,695.2316470162206,0.996845245361328,534.6378404800115,87.27917093917034,731.2151142628306,0.9980734586715698,533.7046781237425,27.111886639081906,734.3655534878212,0.9951704740524292,515.4368921084732,127.03188855012651,750.0504884632936,0.817402184009552,509.6332351600413,-27.85483823224607,753.6383461408934,0.888078510761261,401.7415609606755,171.27557891540187,582.1297764802304,0.9817055463790894,395.28172264436887,-74.37456686393034,592.735935533037,0.5942859649658203,573.8607764532793,204.49887339694482,382.5564853501165,0.8383844494819641,524.4656062302121,-139.09126650472606,369.8301087966064,0.9671797752380372,752.7386294958243,211.46926076683621,244.15285401548581,0.9535896182060242,702.1891803870184,-180.79088160867505,242.31595989188241,0.401806116104126,373.789664195281,133.40323872683672,198.7643298158032,0.7632981538772583,366.8347714535929,-65.96574306729502,175.58926948144128,0.5422550439834595,814.194445487924,163.0536391399909,122.36232323028099,0.27571171522140503,615.1460179192777,-128.34448912675398,27.778896488164147,0.5498933792114258,583.780487451249,179.84917121568557,-366.9647450275242,0.011042028665542604,606.2402976151659,-125.41703167276054,-144.5340868859578,0.09809878468513487,1207.4296239347782,2100.4050075213045,5.004992478695559,269.63028580956865,1846.8106317895727,2092.95,8.345022563913318,90.16,1253.3855189700066,2096.7850075213046,6.959954872173362,89.86,1760.79,1105.944435902167,7.464947350868923,179.85,1760.75,1121.5644359021671,7.5,179.85,1760.71,1137.174435902167,7.410105298262156,179.85,1239.5105264913107,2096.75,6.975037606522197,89.86,891.5006317895729,2094.48,8.425022563913318,90.06,248.6306468321818,2100.3949172656507,8.699969914782242,96.98,1d,13,1568648330
42784,42784,1353.2,1568649737.0801165,1353.2,-98.81082941836893,522.0784999137993,52.4687433229636,688.9336398843977,0.9953761100769044,534.4167231937057,85.70899805468173,732.7235136815999,0.9975844621658324,525.6868354922295,22.63458155262844,732.1922075648387,0.9945961833000184,523.7598701297388,119.47064928598569,751.8620189653157,0.9455441236495972,504.43290041863503,-32.48228806072537,753.0186521722217,0.8864977359771729,399.1728746821318,164.09003972144913,578.4671281647288,0.9820685982704164,399.57110598034086,-84.44709112499491,591.0948168330813,0.9783748388290404,575.058731602717,203.593136754075,381.2571136381736,0.7917596101760864,499.5799891080932,-142.5048406597756,360.4884302858968,0.9730780124664308,753.9323747563449,211.0865610461092,243.8536422952428,0.9543561935424804,701.8854938540529,-180.53611634712465,246.6070859086694,0.36484646797180176,395.4196384815304,136.59555886701423,187.3168340127372,0.4827519953250885,361.9579164941903,-65.27200989293607,185.69192289536983,0.7407242059707642,758.5851333369939,157.49548828089266,85.61719737266084,0.2374292910099029,632.7670516601175,-128.61570580829272,59.410225509744386,0.5546867251396179,592.3045280444762,181.63212187228703,-393.71756836324477,0.022653549909591675,759.8031567279986,-95.37619907513552,24.589170225536236,0.011811047792434692,1207.18,2100.41,5.0,269.82,1847.23,2092.95,8.36,90.16,1253.73,2096.79,6.93,89.86,1760.79,1105.57,7.43,179.85,1760.75,1121.19,7.5,179.85,1760.71,1136.8,7.48,179.85,1239.86,2096.75,7.0,89.86,891.92,2094.48,8.44,90.06,249.06,2100.34,8.68,96.98,1d,13,1568648330
42785,42785,1353.233010144873,1568649737.1137545,1353.233010144873,,528.3425584055731,48.94452939547906,693.1238156316454,0.9943079948425292,533.4847083904143,82.6448781434016,734.6806380618657,0.99762624502182,524.1582430217042,18.993752356070946,734.1502024076143,0.9927077293395996,510.76683069251305,118.86259472492249,750.3032854212497,0.96907240152359,507.6332228841159,-27.57421915205091,754.3981834002689,0.6364086866378784,402.3384216233883,168.88281752697608,581.8890474793807,0.9819631576538086,394.50147625009697,-94.84843096106479,591.4621840080338,0.9671415090560912,580.964820432421,202.5154587476904,380.7635342297483,0.7247815132141113,513.6612055358905,-137.51007936541876,363.2660098356965,0.9616222381591796,753.6685421768556,210.99818947835323,244.5405127481572,0.9578967094421388,684.4392727997102,-175.64120197290862,214.53863937403062,0.5597148537635803,420.3241063538311,139.84779177293717,194.10849493776573,0.4498707354068756,364.1821599704785,-67.23336340582308,181.35772964867348,0.3150065541267395,824.9884194712462,158.70488293698767,120.56377354375124,0.5365914106369019,670.5417610598755,-129.59511838538734,106.3261263575408,0.4933682978153229,589.7802192092281,182.1216393358197,-411.8087222097306,0.04474341869354248,779.6525126893712,-92.0380580514804,80.3459449153834,0.052102625370025635,1207.0149492756336,2100.4133010144874,4.996698985512668,269.8926223187213,1847.5039842024485,2092.95,8.346795942050672,90.16,1253.9643720286006,2096.79,6.959709130385987,89.86,1760.79,1105.3224239134504,7.453107101411322,179.85,1760.75,1120.9457249279376,7.470290869614013,179.85,1760.71,1136.5524239134504,7.499806086923991,179.85,1240.0910710141134,2096.75,6.9801939130760084,89.86,892.2038872459107,2094.48,8.466408115898654,90.06,249.34388724591054,2100.3069898551266,8.673397971025336,96.98,1d,13,1568648330
42786,42786,1353.265889735335,1568649737.1472595,1353.265889735335,-99.51434953443398,541.6303718833482,41.472735815702784,697.0917843080725,0.9965996146202089,536.5359294910542,76.44554465547179,737.0615964018702,0.9973641633987428,524.1693424730523,12.571733177642988,734.1461308437582,0.9912999868392944,499.8161006860864,113.35651471036579,743.3059493645261,0.8160272836685181,499.32655132727166,-31.799949481884408,748.7640146497732,0.5555071830749512,406.2124509588523,160.0664662076701,587.4099478390287,0.9804461002349854,389.1424154786557,-96.17863637450606,589.0317764708053,0.9682250618934632,574.1537656958939,202.46515598163464,375.9874513328833,0.7149622440338135,508.4098253435282,-137.53764705811278,365.70532292560927,0.9706444740295408,753.5099679923583,211.52122782631253,244.86064544190117,0.9480236768722534,685.5288425881362,-177.33007499643432,227.74543821426067,0.2575320303440094,387.85315176029627,143.7672391201476,203.05121883960567,0.7190192937850952,364.0603370350744,-65.06913901156797,181.58816164535168,0.2918639481067657,829.0520605863092,161.2163351055551,123.02937446549437,0.5082091689109802,673.560305408114,-133.49972265482822,120.75821856025944,0.5538258552551271,573.8973340515269,179.9802342395256,-437.53246605838683,0.04341587424278258,793.8038486163499,-91.90890782268156,110.61929191387428,0.15774983167648315,1206.8505513233256,2100.4165889735336,4.993411026466508,269.9649574177368,1847.77688480328,2092.95,8.333644105866036,90.16,1254.197817120878,2096.79,6.9893007618014185,89.86,1760.79,1105.0758269849882,7.476122814734436,179.85,1760.75,1120.7024159585217,7.440699238198582,179.85,1760.71,1136.3058269849882,7.519533841200945,179.85,1240.3212281473445,2096.75,6.960466158799055,89.86,892.4866517238803,2094.48,8.492711788267927,90.06,249.6266517238802,2100.274110264665,8.666822052933018,96.98,1d,13,1568648330
42787,42787,1353.3,1568649737.1820185,1353.3,-90.254736991947,521.1158840260845,35.88052608274817,691.7546261800594,0.9969717264175416,544.2606657105291,68.85706276658784,740.9964146720413,0.9816000461578368,527.3193154829963,7.860628865161487,736.2664507768637,0.9872987270355223,498.83083398019477,113.97093895439548,749.9722321402928,0.4176287353038788,503.6901623170778,-34.92024522929794,749.7974865292981,0.4942784011363983,405.6865833895535,151.0505951631807,589.4641515690139,0.9733784198760986,390.0145373558463,-92.60079751590249,586.2987197373955,0.9685379266738892,579.8293160448093,204.12535835023533,385.6766875613207,0.6552459001541138,502.6202306222911,-139.10885523849709,364.24307753655694,0.9749788641929626,753.2957906111119,213.28658949087261,245.262611473722,0.9504364728927612,673.2673170629004,-172.24006232555007,209.915466978788,0.3927765488624573,371.5000725473751,143.95761555177347,200.75477011111855,0.686296284198761,354.5307623453043,-61.10305561194847,200.4637981165677,0.6052724719047546,851.534313112086,163.19815504599882,128.87484901161434,0.3901521861553192,690.9060635892496,-130.89850773317502,135.6631896587358,0.420202374458313,555.589847773666,183.36628022632712,-464.59807436327486,0.03462210297584534,792.6484068970212,-93.55718353539541,116.45979452355844,0.07571777701377869,1206.68,2100.42,4.99,270.04,1848.06,2092.95,8.32,90.16,1254.44,2096.79,7.02,89.86,1760.79,1104.82,7.5,179.85,1760.75,1120.45,7.41,179.85,1760.71,1136.05,7.54,179.85,1240.56,2096.75,6.94,89.86,892.78,2094.48,8.52,90.06,249.92,2100.24,8.66,96.98,1d,13,1568648330
42788,42788,1353.3315781275078,1568649737.2139175,1353.3315781275078,-97.60755138281066,534.4612004264673,29.2542749847237,700.1047165308154,0.9978433847427368,533.5244061255553,61.717390517721064,736.6629152057997,0.9894050359725952,526.2467082513217,-0.5258309699382364,739.0548305950099,0.9950683116912842,495.22888335662145,110.8997236036678,750.3749743846994,0.5034167766571045,507.5227735971408,-43.34416198609173,760.1216807539606,0.8653451204299927,405.11269560929566,154.56819829922858,590.6175014229724,0.9697805643081664,386.8876721453907,-102.73315579438801,580.1049771140067,0.987545371055603,575.163579202809,206.7663322338109,394.5892822906559,0.7186453938484192,476.2893390922822,-134.16020932287893,360.8714966341796,0.08892041444778442,749.4075793250787,218.12853142924342,242.71418330025284,0.9444000720977784,703.9091718142661,-170.94052103424656,224.84737611980853,0.642640233039856,380.649236462704,144.38790412980282,187.77135336870893,0.34696194529533386,354.22683519908463,-48.98843802428718,214.8178527833784,0.8853741288185121,875.5669648033456,164.42423771375505,150.31840380889432,0.5056545138359071,717.0152918554919,-132.84375201259257,150.98809111516894,0.5300643444061279,544.2915678508596,181.7426555848916,-479.99531790180987,0.024812817573547363,796.7928314442589,-90.47065901406548,118.34477097197737,0.04382199048995972,1206.5221093624612,2100.42,4.99,270.0526312510031,1848.3220984583147,2092.9468421872493,8.326315625501557,90.16,1254.6610468925544,2096.79,7.016842187249222,89.86,1760.79,1104.5863218564425,7.468421872492216,179.85,1760.75,1120.2131640436914,7.4226312510031125,179.85,1760.71,1135.8131640436916,7.508421872492216,179.85,1240.7778890798036,2096.753157812751,6.9463156255015575,89.86,893.0484140838162,2094.476842187249,8.510526561747664,90.06,250.19157189656696,2100.205264059741,8.672631251003112,96.98,1d,13,1568648330
