,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,scenario,participant_id,source_file
47839,47839,1525.1656721566126,1568622377.0623415,1525.1656721566126,-77.92864573590755,634.1960733116747,42.693986490921716,668.077367657672,0.9967256784439088,658.3715724956701,71.36344075253936,719.4369836181073,0.9817538261413574,651.9225584340547,11.774462939675253,706.0608817964752,0.9468972086906432,617.4968078018399,115.7638724623576,741.3414679931219,0.5459081530570984,654.8277244048708,-23.56201346901829,728.3878055352723,0.12448996305465695,499.88321385547613,184.7643610548673,599.8817924640507,0.8852587342262268,499.1635254139874,-71.26119878224459,592.9011115866698,0.9596221446990968,627.1552465890854,271.0855398594401,390.79129532168366,0.9673331379890442,583.1415278559874,-178.12419774582244,392.1122675613452,0.9839249253273008,841.764378234402,295.08655977564564,252.05807050808338,0.9268144369125366,738.5055810226428,-197.4609912978576,221.28162166567557,0.5888271927833557,485.51857588657083,156.94624040337987,137.07853358867442,0.041777580976486206,478.15778736647337,-64.86338843843247,149.4572380270987,0.09195119142532347,620.9492818078343,163.70575391180662,-125.63859822938177,0.2937713861465454,823.7515355803617,-50.33803496228396,85.32308537952065,0.16979464888572693,299.800509348007,212.3066316439716,-758.3354206683151,0.01843675971031189,649.5504912044732,-84.45429789222605,-359.95270617410034,0.1443518102169037,1188.5676097265668,2098.3165672156615,4.323432784338767,269.4126886264494,1561.0131378806252,2095.1334327843388,6.936567215661235,90.57,1760.6534327843387,757.9861145121828,9.474327843387654,180.37,1760.7934327843384,779.8161145121828,9.533432784338764,180.37,1760.4465672156616,1237.4331309820195,6.502537725289877,179.85,835.7762723119478,2094.54,7.149701646983704,90.06,796.1482133312048,2094.58,8.54686556867753,90.06,357.7013477625274,2093.5865672156615,8.660596706032594,89.67,329.8850788998825,2093.7271639216942,8.309701646983704,93.56,241.8856756059151,2101.2243278433875,7.813134431322468,96.98,177.58791497818862,2113.3252229024365,9.077163921693828,102.2,1d,12,1568620805
47840,47840,1525.2,1568622377.0972214,1525.2,-77.86181868950993,633.92345326876,43.58618919182045,669.1480915139844,0.9965499639511108,656.5739507423061,72.90350359811295,719.6418168236532,0.9840906858444214,658.1290613389282,11.991325730731795,711.1660891286447,0.9463764429092408,624.1945200461594,116.3959818309953,743.3165726581668,0.6102197170257568,654.0987283395548,-23.46270512123657,729.9941276517737,0.16337767243385315,499.6595010310681,185.2858089848777,600.331021574871,0.8739945888519287,500.36448805299773,-59.9947748917149,591.0157315453736,0.5839619040489197,618.6167337634138,272.6260266622022,386.7845813594889,0.968414306640625,579.4158651580855,-178.67379004102418,391.9433417633737,0.9854809045791626,842.6408196028203,293.3304725857841,251.19556518079048,0.9256943464279176,746.0152010248016,-194.0701922173869,228.19412896448105,0.6095743775367737,501.2360309969907,161.23503851394617,139.36013311015546,0.03872460126876831,466.5931139939655,-64.94395902480618,136.67751846907777,0.11433842778205873,711.9122202521395,162.12971461140847,-33.70052574692681,0.28589826822280884,841.4104789939937,-52.29219223801008,105.4342913272925,0.6406903266906738,346.1069803177591,208.56425577178595,-702.8753119441573,0.014590561389923097,631.245536436154,-84.66643701294588,-385.4352749595535,0.1523381769657135,1188.42,2098.32,4.32,269.55,1561.25,2095.13,6.94,90.57,1760.65,757.66,9.44,180.37,1760.79,779.49,9.53,180.37,1760.45,1237.21,6.53,179.85,836.02,2094.54,7.16,90.06,796.44,2094.58,8.54,90.06,358.0,2093.59,8.64,89.67,330.17,2093.71,8.32,93.56,242.15,2101.19,7.82,96.98,177.89,2113.26,9.06,102.2,1d,12,1568620805
47841,47841,1525.2322174940896,1568622377.1289005,1525.2322174940896,-76.67817661937117,633.4049103280549,50.27987364755979,670.1183122521236,0.9969741106033324,666.5851016524098,76.83606319912602,726.5057704912621,0.9870745539665222,663.8152440346223,16.884476554650465,717.6971454995747,0.9634663462638856,617.5414640687212,119.65997912187989,742.3518363768394,0.609879732131958,655.6089440633647,-22.865750782849172,732.6034426750423,0.21051931381225586,503.6168351513145,178.9407595379163,592.5620387668363,0.9672864675521852,500.4127433442672,-57.238758769470884,591.0289005816851,0.5650940537452698,621.3790959421344,272.77663366638143,390.0787781322635,0.9666092395782472,574.4706425518978,-180.63859297309415,388.835109413097,0.9845046997070312,837.3745665081337,295.01582539103794,245.52687207599243,0.9240452647209167,744.2172269413308,-193.82572019038938,227.7564406416296,0.6188695430755615,507.5251121139988,163.1591403555504,134.43724060808785,0.05503258109092712,476.19169972261847,-63.57932903643457,137.28872088372145,0.16341233253479004,808.5564787776573,166.37302949825525,65.60299960566192,0.3317192494869232,855.5026617837268,-48.24978498304115,117.69122853138194,0.7240469455718994,339.10945847344993,208.91884343229012,-705.7112336886267,0.007682085037231445,614.5215982728198,-82.72404075491676,-406.2967215413848,0.15160876512527466,1188.284686524823,2098.3232217494087,4.274895508274289,269.70786572104,1561.4723007092193,2095.13,6.90133900709225,90.57,1760.646778250591,757.353933806147,9.472217494089794,180.37,1760.79,779.1839338061468,9.507447754137145,180.37,1760.45,1237.0005862884163,6.507447754137144,179.85,836.2519659574465,2094.54,7.16,90.06,796.7170704491722,2094.58,8.546443498817956,90.06,358.2770704491723,2093.59,8.659330496453876,89.67,330.4374052009453,2093.693891252955,8.32,93.56,242.39807470449142,2101.1610042553193,7.8071130023640825,96.98,178.17673569739915,2113.1987867612297,9.079330496453876,102.2,1d,12,1568620805
47842,47842,1525.2661237800812,1568622377.1622405,1525.2661237800812,-77.26385777098378,629.7296555756293,51.53570502778243,669.050556811821,0.9973708391189576,658.3960062102891,77.37903806384094,721.6407005019539,0.9873031377792358,667.4903357959635,20.84769878118355,717.8888887163307,0.9748677015304564,613.2734406766381,122.89933084354915,740.578405136715,0.6448485255241394,656.5843830229196,-22.70205496593921,732.8577254643677,0.27196627855300903,502.8934870725431,180.77949889937898,593.9729649972618,0.972020149230957,500.13724289337296,-57.438131157378336,591.6137298448073,0.6129710674285889,622.5380715998481,270.868885996106,388.4491757114338,0.9717643260955808,564.6365374614161,-180.48504307391136,386.77700817616835,0.9806720614433287,838.8398162576622,293.8717042184212,249.2152024539226,0.9061375260353088,743.3399760615665,-194.84364608053363,228.69283823929808,0.5468655228614807,530.6048222223671,165.8645520076669,151.37409112532802,0.04395091533660889,464.7410199084375,-63.81119753820681,124.6633430939834,0.16627374291419986,832.8399564136117,166.48719642404012,96.35281472616451,0.16161459684371948,858.4682285046248,-44.30606187823938,125.80825113359457,0.6973581910133362,329.10773231806803,209.42325311906845,-717.7622403525622,0.012495547533035278,608.2932212808503,-77.11119156013078,-415.1206842431746,0.11904114484786987,1188.1422801236588,2098.326612378008,4.227426707886277,269.874006522398,1561.7062540825605,2095.13,6.8606514639025225,90.57,1760.643387621992,757.0318240892282,9.50612378008123,180.37,1760.79,778.8618240892282,9.483713353943141,180.37,1760.45,1236.780195429472,6.483713353943138,179.85,836.4960912165849,2094.54,7.16,90.06,797.0086645086984,2094.58,8.553224756016245,90.06,358.56866450869865,2093.59,8.679674268048737,89.67,330.71882737467416,2093.6769381099593,8.32,93.56,242.65915310662547,2101.130488597927,7.793550487967508,96.98,178.47850164272296,2113.1343648178463,9.099674268048735,102.2,1d,12,1568620805
47843,47843,1525.3,1568622377.195551,1525.3,-70.21160292625606,636.1058090409774,51.6317243451997,672.5753647616058,0.9968042373657228,657.2678601499861,78.54551448836385,722.4914331620978,0.985846757888794,677.5527887136071,21.742680392260212,723.2051469037559,0.9721385836601256,618.2826745092433,124.46030859165407,742.8320560425557,0.6598174571990967,656.3511127263951,-22.64095962828981,734.0965684644659,0.28430163860321045,505.1337296914383,181.63949644849686,589.5126220181247,0.9671496152877808,500.2015824848983,-56.87107556088813,591.4860000291577,0.6226454377174377,618.8014230403734,270.22302699563096,385.5950689708018,0.9728654026985168,581.7362682969286,-178.4792575146845,394.85603543723914,0.9804484844207764,847.5291190594261,292.34592662060663,252.682912177646,0.9055301547050476,740.9505305280037,-195.84261146081118,226.67825135061162,0.4997762441635132,531.1172135426059,164.0692030378779,148.41162158773545,0.04613864421844482,459.70553046873925,-62.79118808622553,121.10712091362852,0.12541261315345764,839.4516153661963,169.65771013089145,110.99435304696829,0.2768409848213196,845.0648808305104,-44.008952601480026,127.66264331679949,0.6965847015380859,307.9648937211752,212.11532213013882,-741.0781396920265,0.009451299905776978,576.012164624015,-82.17563647635525,-442.52681597877074,0.19462904334068296,1188.0,2098.33,4.18,270.04,1561.94,2095.13,6.82,90.57,1760.64,756.71,9.54,180.37,1760.79,778.54,9.46,180.37,1760.45,1236.56,6.46,179.85,836.74,2094.54,7.16,90.06,797.3,2094.58,8.56,90.06,358.86,2093.59,8.7,89.67,331.0,2093.66,8.32,93.56,242.92,2101.1,7.78,96.98,178.78,2113.07,9.12,102.2,1d,12,1568620805
47844,47844,1525.3249653261844,1568622377.2288535,1525.3249653261844,-77.72529572211248,639.0249724317061,55.05265183521633,676.070982572905,0.996667981147766,653.5006548000486,80.14059942495875,721.5475636913584,0.9865661859512328,667.5682877875256,21.977795275086027,720.0568772469389,0.9711331129074096,613.0410384125213,125.98657705435036,741.0172792798779,0.7103392481803894,652.4013219825051,-22.38747959605801,733.4817015175508,0.2848040461540222,506.8175143819186,181.76042360059589,586.1674577860485,0.9647727012634276,499.660574829224,-59.76678924604242,583.9336216435593,0.5993892550468445,621.3543730311461,271.38672263816943,388.43806802908233,0.5683032274246216,576.5967909964953,-185.5254475303188,386.2983513030612,0.8536940217018127,843.5355063856442,289.633865680494,250.58882410370117,0.9169073104858398,737.6021358229228,-196.2151769181476,223.28200165352226,0.5115550756454468,528.7530604058163,158.26097063249676,159.63822184924885,0.01893848180770874,462.0230911688796,-59.82242107877555,193.55030229285717,0.5032786726951599,737.0913384236827,167.99410391659902,44.39741012499975,0.25318676233291626,848.2328169807597,-41.9261909810604,120.43678553296905,0.8328973054885864,297.6754216398488,213.15975078120087,-699.4691132604687,0.021562069654464718,551.4065885030342,-83.5939730308803,-468.2467094845402,0.10943037271499634,1187.8901525647893,2098.3324965326183,4.242413315460418,270.1847988918682,1562.1097642180523,2095.1275034673818,6.834979195710501,90.57,1760.64,756.4728294012505,9.520027739052663,180.37,1760.7875034673816,778.3028294012503,9.472482663092084,180.37,1760.45,1236.397725379803,6.469986130473667,179.85,836.9172538159078,2094.54,7.155006934763168,90.06,797.5122052725653,2094.58,8.542524271671084,90.06,359.07719833780226,2093.5924965326185,8.682524271671081,89.67,331.20471567471014,2093.647517336908,8.3050208042895,93.56,243.1147295442365,2101.075034673816,7.78,96.98,179.0021914030391,2113.020069347632,9.122496532618417,102.2,1d,12,1568620805
47845,47845,1525.3499231456658,1568622377.262146,1525.3499231456658,-74.1693859058485,635.5113296097841,56.674775385357314,675.2528940626435,0.9960365295410156,656.4525795770162,82.10580511140185,723.4219507281439,0.9866672158241272,664.2368272976879,21.900983671188307,718.8370141292157,0.9711206555366516,613.286263312423,128.03657696627474,742.0291709114131,0.7218161225318909,650.3230718669781,-23.001531013683554,731.8784378876961,0.2581184506416321,507.3088626554338,197.40429674367363,593.9236057650396,0.662347674369812,499.09114525256877,-60.19839368439155,583.1278779448753,0.6335863471031189,614.1528245695685,265.9579460483008,380.9957421282448,0.4125483334064484,570.6475026468464,-183.6673565774034,385.8969273724498,0.8820357918739319,823.4636832040993,287.41968998081416,251.53495097647357,0.3694708645343781,733.8606455980864,-196.1763989240874,220.23914551552292,0.4475573003292084,498.70238625380927,152.6764419495639,185.89979913756585,0.01416841149330139,461.73770491304634,-58.92547944383299,213.762282767342,0.476906806230545,707.4451775434102,166.96505413871617,65.96570296274983,0.405446320772171,832.2080942698414,-45.437571993051826,101.75880218758188,0.7504673600196838,423.7398592893248,205.24065680281063,-496.2925399167134,0.010075539350509644,530.682185792483,-68.02972990483376,-496.77823627352615,0.04679670929908752,1187.7803381590707,2098.3349923145665,4.304807864164438,270.32955424486147,1562.2794773905273,2095.1250076854335,6.849953887399465,90.57,1760.64,756.2357301161751,9.50006148346738,180.37,1760.7850076854334,778.0657301161751,9.484961572832887,180.37,1760.45,1236.2354995531725,6.479969258266309,179.85,837.0944543342272,2094.54,7.150015370866845,90.06,797.724346738159,2094.58,8.525053798033957,90.06,359.29433136729233,2093.5949923145668,8.665053798033957,89.67,331.4093697944593,2093.6350384271673,8.290046112600535,93.56,243.30940053619304,2101.0500768543343,7.78,96.98,179.2243159964254,2112.9701537086685,9.124992314566578,102.2,1d,12,1568620805
47846,47846,1525.3749674709563,1568622377.295554,1525.3749674709563,-74.64090902997948,638.8316599456816,56.65418416520004,676.5287735485795,0.9966454505920408,660.4283995189584,82.55849064901223,724.3374176120249,0.985883355140686,673.5123977200344,22.794767690594817,722.5631889524167,0.9722716808319092,605.0615927198486,128.79650164689156,737.7984311726201,0.7783149480819702,649.8288717982006,-22.12996804439616,730.7489626035887,0.2987372577190399,503.55859710608286,200.61194354853228,594.1358842712459,0.6588603258132935,499.1879899666058,-60.20565177924881,582.5337264347897,0.6376749277114868,610.1141630025395,263.47710758330857,378.6665695766115,0.4174292385578156,570.7692865180776,-184.8206331611272,384.3810721140428,0.8536367416381836,833.6414898908647,287.6036587519152,245.48140640806926,0.90850031375885,738.7495260294385,-195.4785130964366,223.9384315400494,0.4989031255245209,486.6153207015409,147.79471919388286,202.06453743062568,0.008849769830703734,456.6520855496942,-59.3235473083187,217.84985069224467,0.4576199054718018,671.02388084375,168.98546144653974,84.67273072112944,0.7193115949630737,838.1002120754806,-46.61147745462636,108.43055623807406,0.7831823825836182,470.5097789604658,179.45784635038837,-455.882199890108,0.02229616045951844,496.3019457234631,-74.51499835797864,-531.1385344115043,0.03030666708946228,1187.6701431277922,2098.337496747096,4.3674186773906944,270.47481133154645,1562.4497788025024,2095.122503252904,6.864980482573768,90.57,1760.64,755.9978090259152,9.480026023234977,180.37,1760.7825032529045,777.8278090259154,9.49748373547814,180.37,1760.45,1236.0727114387842,6.489986988382511,179.85,837.2722690437897,2094.54,7.145006505808745,90.06,797.9372235031284,2094.58,8.507522770330606,90.06,359.5122169973196,2093.597496747096,8.647522770330605,89.67,331.6147332618415,2093.622516264522,8.275019517426234,93.56,243.5047462734589,2101.0250325290435,7.78,96.98,179.44721049151087,2112.9200650580874,9.127496747095627,102.2,1d,12,1568620805
47847,47847,1525.4,1568622377.328946,1525.4,-77.65757553588864,631.8147236734096,59.40251239688136,674.2185808422472,0.995614528656006,653.2181142694142,84.30821797074266,722.591608081163,0.9857058525085448,663.936521089915,25.334301471534328,720.3547631975879,0.9772427678108216,611.3330060803005,130.10995557511498,739.0082549056043,0.7328814864158629,650.6804350323349,-21.16605847991949,731.2975971684909,0.324882835149765,503.0606280755245,202.13753272522564,593.6540441091931,0.7114899754524231,499.4278829164448,-60.341836001216926,581.9762048691132,0.654900848865509,610.2964942594322,263.50424745555733,379.15824307295304,0.3517492413520813,569.0342474919913,-185.38083042939755,387.6793869065998,0.8811581134796143,836.659254070452,282.8668270431911,244.87565216331157,0.8817152976989746,731.2849292455043,-199.2014740243861,218.01261235464187,0.4665405452251434,481.0355101005985,145.3589289614475,209.5705687451519,0.008622676134109497,454.6702893048738,-60.691239846366386,220.2065412424141,0.382935494184494,697.3591521120736,164.99661044407497,105.63121609229378,0.8168794512748718,841.2984105493136,-46.038176718831,116.87752020006508,0.7520896196365356,526.5853441478089,186.02361061627468,-401.71021670485396,0.04878801107406616,473.13819070989683,-80.59964879050865,-551.8730990211363,0.029092371463775638,1187.56,2098.34,4.43,270.62,1562.62,2095.12,6.88,90.57,1760.64,755.76,9.46,180.37,1760.78,777.59,9.51,180.37,1760.45,1235.91,6.5,179.85,837.45,2094.54,7.14,90.06,798.15,2094.58,8.49,90.06,359.73,2093.6,8.63,89.67,331.82,2093.61,8.26,93.56,243.7,2101.0,7.78,96.98,179.67,2112.87,9.13,102.2,1d,12,1568620805
47848,47848,1525.4501652535255,1568622377.3624198,1525.4501652535255,-77.12577297655487,635.9563267744578,59.21535273818522,673.3388980648995,0.9950404763221741,646.3079032522735,84.87304815897718,718.6655932918277,0.9814704656600952,655.7659419577632,25.863815592528915,714.4337232523708,0.9748228788375854,608.6594244675179,130.87032714587056,737.2599749246809,0.753059983253479,647.3660044596722,-19.690107385081344,729.5811452227333,0.3420722782611847,502.8059981342504,189.4366575087449,594.055476526592,0.9191546440124512,496.4586173314575,-55.85533916659317,587.7931385435893,0.7148739099502563,629.2687799424066,267.88449002846886,383.2855364064652,0.9825037717819214,569.6947741787864,-176.7839126910876,396.60290923840296,0.982406497001648,827.3610705342398,281.49247520914815,253.66247696571725,0.4049102663993835,721.4769437819168,-198.481810674258,232.53179778068062,0.2302483320236206,515.1658489035595,147.14750817733514,201.77218420548002,0.009169846773147585,446.0738000191136,-63.4313165201965,180.82827067977016,0.30758631229400635,799.8309417843122,163.80569468059497,117.64924480739262,0.32028767466545105,846.3062406308702,-46.59177984880182,117.42486550330268,0.6964225769042969,513.4854174892076,169.7529259166237,-459.51739983858215,0.012540310621261595,456.1159510796618,-82.75085119992565,-568.2262560235974,0.01218077540397644,1187.3442894098396,2098.3500330507054,4.369801695769201,270.91095847044886,1562.966140249327,2095.1149834746475,6.8499008478846015,90.57,1760.6349834746475,755.2884466168588,9.439933898589734,180.37,1760.7749834746471,777.1134300915062,9.525049576057699,180.37,1760.45,1235.5839258520832,6.5150495760577,179.85,837.8111898253846,2094.54,7.1600661014102664,90.06,798.5764046549683,2094.58,8.5200991521154,90.06,360.1664377056733,2093.6,8.675148728173099,89.67,332.236371604263,2093.584917373237,8.265016525352566,93.56,244.08627245214763,2100.954851271827,7.7850165253525665,96.98,180.121487281731,2112.774686018301,9.155082626762834,102.2,1d,12,1568620805
