,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,scenario,participant_id,source_file
31769,31769,994.0340368046662,1568282088.766139,994.0340368046662,-77.06196038063803,612.5715861543157,80.44579310399392,613.5145503958032,0.994149923324585,633.3798396657996,103.27830868528828,664.9517387633639,0.9916180968284608,650.9706950178552,56.002797444536625,671.7963023809764,0.970850944519043,615.3563854936382,148.9860390554781,691.3029065836787,0.8121353387832642,631.89768349771,13.656526585539575,708.5302959517395,0.5160952210426331,493.2562480942832,203.93135335158001,551.4156029476121,0.412190318107605,470.9078228466457,-29.804260692076017,545.2907324594851,0.031252801418304436,606.2622135992773,293.8314858350132,361.3703043329564,0.9839886426925659,578.3879499253189,-141.6412833149978,358.2212754270928,0.3149693012237549,755.4297019823019,310.7689117922255,197.54021087621155,0.9691832065582277,729.6696884315605,-180.0488242050713,200.42610217922825,0.5369459390640259,385.811693121801,175.0403896545726,151.30664115655682,0.4445344805717468,423.8104313956654,-37.569408262155854,198.48505757898903,0.48585444688796997,663.4462023270984,196.29757509556703,-6.913354678323913,0.2143363654613495,682.7411521834357,-78.42857066852021,51.09542234834353,0.698775053024292,346.6573285525914,198.0772857813721,-683.4978465954315,0.005997598171234131,644.5597651378581,-69.7605927066079,-283.32501745156475,0.00708085298538208,1200.582164450136,2100.296807360933,6.353614721866494,270.70807360933253,1656.1729275615296,2094.1765963195335,8.850422082799742,90.57,1386.66229443733,2096.88,7.9995779172002575,90.57,1371.1891017982632,2096.97,8.233192639066754,90.22,1760.49,1221.4074945212703,8.230422082799741,179.85,1760.4434036804666,1237.8674945212704,8.213825763266364,179.85,1759.79,1489.1223754915359,6.189577917200259,179.23168833119897,971.5454870763966,2095.483403680467,7.756807360933246,89.4,950.4356981177963,2095.2634036804666,8.08021104139987,89.4,930.2756981177963,2094.987018402333,8.382559514867141,84.16939389386907,732.1716613131302,2094.65,7.11,90.06,1372.014036804666,1932.0483386868696,7.270211041399871,172.5,275.5459091591964,2097.102559514867,8.572981597666882,96.98,1d,8,1568281044
31770,31770,994.0682553195547,1568282088.800351,994.0682553195547,-77.04075879654933,612.5716417672114,77.56445377325736,612.8631521587922,0.9902545213699341,633.9983135344239,108.1921197903445,663.3481595282075,0.993874728679657,647.1613743595865,55.91572411550699,669.051854205914,0.975447952747345,611.1796292780441,149.73637528921537,682.5115837018323,0.4018788933753967,626.5694057275157,13.141025453917813,706.0289956500807,0.4872648119926453,490.20923235803286,207.27238250671346,550.2385563826247,0.5271432995796204,468.5128000015329,-27.47997675112576,542.5120106810859,0.03621962666511536,610.0945253395322,293.5961614356922,362.7488679440057,0.982862651348114,578.1888490859095,-140.48610655552713,356.24580808512474,0.2645314037799835,774.2138636917878,313.44043732964707,213.3911322342037,0.8825110793113708,735.2201579346837,-175.5049837155395,203.02404231902474,0.5323516130447388,399.06782125492464,175.2782035541806,157.13100742588713,0.47935751080513,433.4039196643482,-33.04590465391477,197.82967074107955,0.5717493891716003,629.1231481587859,199.1174449539724,-28.20826358656961,0.1647052764892578,689.1976824361989,-77.03932261252724,49.83501328563304,0.7278217077255249,351.3891949242996,210.1925006048264,-679.6760096754192,0.0036361515522003174,634.6181921420241,-68.72679787831837,-334.0491904991618,0.02720779180526733,1200.3631659548491,2100.3036510639113,6.367302127821933,270.77651063910963,1656.477472344038,2094.1731744680446,8.870953191732902,90.57,1386.9360425564387,2096.88,7.979046808267099,90.57,1371.4696936203495,2096.97,8.226348936089034,90.22,1760.49,1221.1234808476947,8.2509531917329,179.85,1760.4468255319555,1237.5834808476948,8.237778723688384,179.85,1759.79,1488.9136425507156,6.169046808267098,179.31381276693162,971.8123914925276,2095.4868255319548,7.763651063910968,89.4,950.7128680883943,2095.2668255319554,8.09047659586645,89.4,930.552868088394,2095.0041276597767,8.344919148489682,83.97777021049292,732.4146127688392,2094.65,7.11,90.06,1372.0482553195548,1931.805387231161,7.2804765958664515,172.5,275.8333446842606,2097.06491914849,8.555872340222582,96.98,1d,8,1568281044
31771,31771,994.1,1568282088.8320894,994.1,-72.95436531889858,609.3771529470703,84.2749111234231,611.1226343109365,0.9929330945014954,633.5914155897202,110.61901946853901,664.2403322265206,0.9906857013702391,644.3266032400354,60.53928896193373,667.9596407255636,0.9752865433692932,609.9167250454592,152.56011553803557,686.6116615457306,0.814052164554596,627.6935446867013,15.951774680054367,705.4161466593588,0.5829424858093262,486.55254957630063,207.969315320236,545.9291627938379,0.7815039157867432,466.10026488781824,-31.954895395924645,542.5102974425452,0.5374583005905151,613.6428774372022,292.4478330053168,366.64954648152985,0.9805797338485718,575.5549269599144,-136.56181595984805,353.19760643318085,0.3437235057353973,756.0076091116266,317.4100323605007,201.85946317301497,0.8764376044273376,748.9383542321538,-170.63602363261106,215.56480525891084,0.5015032887458801,380.1517504195125,176.82637710930825,150.11146170957062,0.4634451568126679,434.8897370492462,-31.41676322613985,188.25233290793327,0.7392926216125488,620.4779971359368,198.85605081039017,-30.887173174353308,0.22379353642463684,788.7439753806333,-68.39649181405547,108.90590546280876,0.6497687101364136,342.88456270113767,220.4451362359093,-690.649371140575,0.01859152317047119,609.7335370126907,-69.58500834455313,-379.6250835240247,0.09306052327156067,1200.16,2100.31,6.38,270.84,1656.76,2094.17,8.89,90.57,1387.19,2096.88,7.96,90.57,1371.73,2096.97,8.22,90.22,1760.49,1220.86,8.27,179.85,1760.45,1237.32,8.26,179.85,1759.79,1488.72,6.15,179.39,972.06,2095.49,7.77,89.4,950.97,2095.27,8.1,89.4,930.81,2095.02,8.31,83.8,732.64,2094.65,7.11,90.06,1372.08,1931.58,7.29,172.5,276.1,2097.03,8.54,96.98,1d,8,1568281044
31772,31772,994.132756076054,1568282088.8654788,994.132756076054,,611.2635825653805,90.05454589594822,611.2571776177388,0.9942374229431152,630.2113479224503,117.28125259018202,662.9266075824985,0.9866149425506592,650.9607065916388,65.6334947020197,673.1729586062103,0.9767602682113647,602.3011193737633,161.8712344542392,687.3461774869612,0.7626180648803711,628.1113556388776,20.918270330188925,705.1417583819565,0.6160992980003357,486.1610832708616,210.9585417231572,545.1524106421575,0.7430838942527771,468.60083858376055,-32.929054022546026,544.6224161898504,0.4970642328262329,605.3979986232466,293.37450842892605,363.11330534835633,0.9769484400749208,563.3542533826545,-130.23880034579446,382.47621111236435,0.16015475988388062,763.090284360871,317.2642809500954,210.4260033836092,0.8838956952095032,759.5148895933272,-162.26748776904878,206.92431180646568,0.8539543747901917,379.22440352018486,179.43467061419926,149.53001499934462,0.4219409823417664,420.8942008325006,-34.146954581249275,179.56460476131176,0.7365562915802002,706.1875236957973,192.12785007885063,19.401183105128947,0.3348475694656372,830.400382964648,-62.9893002856309,133.77704768729296,0.7729048728942871,328.0296253222581,226.10010584716497,-710.0075777975659,0.008804351091384888,577.1754885559318,-71.73162625019059,-417.1974743418963,0.19457992911338806,1199.9503611132548,2100.313275607605,6.376724392394607,270.91206336731864,1657.0482534692746,2094.17,8.867070746762245,90.57,1387.4487730008261,2096.876724392395,7.96,90.57,1371.9953242160366,2096.97,8.174141493524491,90.22,1760.49,1220.5881245687524,8.27,179.85,1760.45,1237.0514001763577,8.256724392394606,179.85,1759.79,1488.5169123284657,6.15982682281618,179.46533897492404,972.3122217856152,2095.493275607605,7.737243923946066,89.4,951.2385998236424,2095.273275607605,8.116378038026967,89.4,931.0785998236423,2095.036378038027,8.336204860843146,83.76069270873529,732.8725681399831,2094.65,7.0968975695784255,90.06,1372.1094804684485,1931.3474318600172,7.260519531551457,172.5,276.37842664645854,2096.9972439239464,8.556378038026969,96.98,1d,8,1568281044
31773,31773,994.1654499355617,1568282088.8988047,994.1654499355617,,602.7584902287324,95.80922591535372,599.6012897667317,1.9431114196777344e-05,626.8210389657172,123.45556342957607,661.1252335638591,0.9706048369407654,641.0334877225714,65.42561889427566,669.4865502587263,0.7735273241996765,606.3268449887457,168.60793849926668,691.9288919884871,0.6830480694770813,619.7176366089938,26.102492963200355,702.2076861122532,0.685714602470398,473.453579118683,215.2283078639525,560.4891338247609,0.917094349861145,477.45369552951774,-42.22898504044913,547.6712016865835,0.11681222915649415,601.4986996405224,290.2834000839486,361.0461744301931,0.9806928634643556,602.5492826014638,-142.79364982712357,356.123732251404,0.992609441280365,763.0267369114757,314.09677213513675,212.8836035015192,0.9121647477149964,767.5838389303168,-159.0335890170871,209.57329985730286,0.7921104431152344,431.18652296655694,182.94596043258056,152.444385872888,0.21099144220352173,415.33427007682207,-34.34316003152827,173.44940288809158,0.7311742305755615,740.3479847021416,198.87521711275943,48.25404810743291,0.5990191698074341,826.7865539991443,-61.18653239617782,128.40077954862775,0.8500175476074219,260.35456986223966,233.66796553429558,-790.8645481096821,0.01909500360488892,567.9099728524667,-73.27297316300219,-438.97444449622634,0.2324405312538147,1199.7411204124069,2100.3165449935564,6.373455006443857,270.9839898582352,1657.3359594329404,2094.17,8.844185045106997,90.57,1387.7070544909354,2096.873455006444,7.96,90.57,1372.2601444780476,2096.97,8.128370090213997,90.22,1760.49,1220.31676553484,8.27,179.85,1760.45,1236.7833105283962,8.253455006443858,179.85,1759.79,1488.314210399519,6.169634980668429,179.54053485179128,972.5639645038233,2095.4965449935557,7.704550064438568,89.4,951.5066894716037,2095.2765449935564,8.132724967780716,89.4,931.3466894716037,2095.0527249677807,8.362359948449146,83.72146007732628,733.1046945424863,2094.65,7.083820025775428,90.06,1372.1389049420054,1931.1153054575134,7.231095057994713,172.5,276.6563244522721,2096.9645500644388,8.572724967780715,96.98,1d,8,1568281044
31774,31774,994.2,1568282088.9340227,994.2,,599.0243189181698,103.1939696613206,594.0845009894823,0.00011271238327026367,637.9819392262879,129.73611011786699,671.7920500878272,0.9774261713027954,644.3331780520098,67.43792888412453,672.8303248853629,0.793163001537323,603.1776152809567,177.52598665001514,693.6155640576898,0.7029653191566467,621.1899794503178,29.86745417116739,703.1395817905925,0.7619993686676025,472.99564209040125,220.48961444819733,560.6542815606476,0.935389518737793,463.1071467521357,-34.017362617671104,570.1026674503078,0.9481393098831176,578.8079372848607,284.6781872398399,343.39301399397124,0.6359157562255859,591.9868452249211,-145.9680921038595,351.1198046992663,0.9915634989738464,745.9030050863948,307.50477448754674,207.71745570999263,0.5626357197761536,761.4442355202382,-159.39721526577162,210.2758856290854,0.35350924730300903,412.78040133624353,183.37073384041926,163.40808203106062,0.24396562576293945,417.6957222526632,-39.453762847851635,156.34787584889492,0.22072845697402954,687.839022018706,197.7164894075156,25.12361685032605,0.31988465785980225,769.429246577629,-58.836847123922794,85.46840112615993,0.6806811094284058,314.4047218617576,228.99680739424497,-732.5700774823807,0.015545129776000975,535.0377594935883,-79.12821891536818,-475.67036801309234,0.2700212299823761,1199.52,2100.32,6.37,271.06,1657.64,2094.17,8.82,90.57,1387.98,2096.87,7.96,90.57,1372.54,2096.97,8.08,90.22,1760.49,1220.03,8.27,179.85,1760.45,1236.5,8.25,179.85,1759.79,1488.1,6.18,179.62,972.83,2095.5,7.67,89.4,951.79,2095.28,8.15,89.4,931.63,2095.07,8.39,83.68,733.35,2094.65,7.07,90.06,1372.17,1930.87,7.2,172.5,276.95,2096.93,8.59,96.98,1d,8,1568281044
31775,31775,994.232047136002,1568282088.9654696,994.232047136002,,592.1432647637525,111.77575203603813,586.3753340723378,7.554888725280762e-05,643.409409471265,134.90302557870234,671.7298683172885,0.9793214797973632,640.8409717942062,78.3036969353191,671.7507993188945,0.8863365054130554,604.8896609740104,182.5515080114468,696.4323287478153,0.5629985332489014,621.6442807508976,31.655663669494423,702.8440114313989,0.630668044090271,473.8091696157519,220.90013676030568,558.9434140312445,0.9442135691642758,472.93057897188567,-34.28402338265364,557.2908993256144,0.30161356925964355,608.5528241514977,291.32190439256743,365.47792734438417,0.9641161561012268,598.3032484849826,-145.884618793338,355.7080836237743,0.9916476607322692,748.8581178902783,315.246699153142,201.2979932754841,0.9603530168533324,752.7228573675943,-166.72502240688866,198.3841258583036,0.7487747669219971,440.0645602324125,185.63832937385632,173.56540720671254,0.029684484004974362,407.0310520123536,-30.77292747763852,197.97208697241103,0.8737987279891968,666.9401444161061,210.1719428634134,35.71381152400235,0.6910387873649597,791.5459258889647,-59.40526726608656,104.84473599345077,0.855993390083313,296.0894958505001,230.50887199448925,-752.4459483162683,0.01636195182800293,492.5637135878028,-81.85674606863859,-520.4632894564123,0.14497864246368408,1199.318103043188,2100.326409427201,6.363590572799614,271.09204713600195,1657.9252195104173,2094.1667952864,8.832818854400767,90.57,1388.2363770880154,2096.8667952864002,7.96,90.57,1372.7995818016154,2096.9667952864,8.089614140800576,90.22,1760.49,1219.7704181983845,8.234748150397888,179.85,1760.45,1236.2340087711839,8.269228281601153,179.85,1759.79,1487.9013077567881,6.189614140800576,179.69050369920424,973.0767629472148,2095.5032047135996,7.695637708801536,89.4,952.0495818016155,2095.2832047136003,8.146795286399808,89.4,931.8959912288161,2095.0732047136003,8.361157577598268,83.81139325760789,733.5743299520135,2094.65,7.076409427200384,90.06,1372.198842422402,1930.6424653343865,7.225637708801536,172.5,277.2224006560163,2096.894748150398,8.567567004798653,96.98,1d,8,1568281044
31776,31776,994.2659947761647,1568282088.9987814,994.2659947761647,,604.2301824455739,118.94385765406695,610.1424036900462,0.9889897108078004,632.0140369662506,151.65623724849183,670.8544957075791,0.9931081533432008,655.0490442484816,93.49279091321249,678.0509085782464,0.9510878324508668,608.8123750365464,186.5130732892593,696.3885001031582,0.4219343960285187,635.0097139176662,37.562886108397386,711.9215283096793,0.7336525917053223,479.12628965017336,227.90519444994945,548.4981918189336,0.7469606995582581,470.04151260033575,-36.17936719796344,576.5864378488477,0.9229435920715332,608.8240432809456,298.4446673464463,366.1109994015454,0.9658997058868408,602.7499757963777,-145.22853352619788,343.6838743126177,0.9493982195854188,730.7539136290338,319.9261508999138,190.69904732263686,0.9312188625335692,759.726018844051,-167.0499919717004,204.27411270286046,0.7626111507415771,425.9372996366874,184.0630314646485,184.76594767344372,0.06606793403625487,406.2098036093528,-36.950794090329396,166.37924796340758,0.17926302552223206,648.9802783486575,210.48598484513363,55.30636673419461,0.6615968942642212,836.9183459574118,-57.56154751385221,139.80289505577028,0.8325720429420471,272.55295565055,205.4364464562994,-731.814304747694,0.016954243183135986,478.54350584834833,-76.26640413810028,-541.3825112092375,0.060350000858306885,1199.1042329101624,2100.333198955233,6.356801044767059,271.1259947761647,1658.227353507866,2094.163400522384,8.846397910465884,90.57,1388.5079582093176,2096.8634005223835,7.96,90.57,1373.074557686934,2096.9634005223834,8.099798432849411,90.22,1760.49,1219.495442313066,8.197405746218825,179.85,1760.45,1235.952243357833,8.289596865698822,179.85,1759.79,1487.6908323877785,6.199798432849411,179.76518850756236,973.3381597764684,2095.5065994776164,7.722795820931762,89.4,952.3245576869341,2095.286599477617,8.14340052238353,89.4,932.1777566421672,2095.076599477617,8.330604701451767,83.95057858227528,733.8119634331529,2094.65,7.083198955232941,90.06,1372.2293952985485,1930.4014370892307,7.2527958209317624,172.5,277.5109555974,2096.857405746219,8.543803656684707,96.98,1d,8,1568281044
31777,31777,994.3,1568282089.0321498,994.3,,575.1629519512977,134.28600012915592,584.8664097800462,2.816319465637207e-05,634.1398896367461,157.6134087619128,665.2774820467483,0.9856385588645936,649.1648007609352,94.89953364221148,671.5967145258193,0.5600557923316956,611.697503063737,194.5095405210323,693.118246871441,0.3953238427639008,623.9973167678047,43.855585705716216,707.5662142352505,0.8055899143218994,467.8906441162745,231.1030938851601,550.6304131520836,0.9458097219467164,470.352087719964,-34.83661979796748,577.246154421829,0.921088457107544,579.9088883640443,291.32780287025423,337.8857736224044,0.018137961626052856,598.767855551459,-143.81663736168406,355.7624646130658,0.9909765720367432,747.6268085911644,316.6134821459372,205.4771647065084,0.8250426054000854,753.3692163178267,-165.82477785691455,205.6281434965926,0.38667356967926025,452.4185211425122,180.48275638192348,191.0019868588152,0.0015324652194976807,403.3304571270839,-32.817334451826035,168.34378568369738,0.01059788465499878,654.681153877151,234.15054136703563,58.82513169186771,0.33829304575920105,844.4129554904649,-59.01572830378392,144.62289452995898,0.8347828388214111,386.389012967779,165.53560062193472,-551.0011488368846,0.02359604835510254,442.53566156680085,-81.13217670483078,-582.6882973444596,0.06103786826133727,1198.89,2100.34,6.35,271.16,1658.53,2094.16,8.86,90.57,1388.78,2096.86,7.96,90.57,1373.35,2096.96,8.11,90.22,1760.49,1219.22,8.16,179.85,1760.45,1235.67,8.31,179.85,1759.79,1487.48,6.21,179.84,973.6,2095.51,7.75,89.4,952.6,2095.29,8.14,89.4,932.46,2095.08,8.3,84.09,734.05,2094.65,7.09,90.06,1372.26,1930.16,7.28,172.5,277.8,2096.82,8.52,96.98,1d,8,1568281044
31778,31778,994.333268589002,1568282089.0654724,994.333268589002,-88.5668486765432,574.381968040691,138.50622309301684,580.5554516112451,3.781914710998535e-05,638.1164940551407,160.3517689474744,665.677212568859,0.9830003380775452,650.029146196116,96.43683174080769,672.5436949833073,0.6191221475601196,613.0127476645765,199.52804036543682,691.3362688075006,0.3694271445274353,623.9011226561281,49.41198236894918,708.1899425560213,0.8385612964630127,470.16734164601263,231.137493391544,554.6882798559743,0.9443740844726562,469.5726823215697,-33.85125939063697,578.9759046359919,0.9175727367401124,571.3413482627699,287.64292808565074,328.3852914413025,0.013090968132019043,590.9793246712256,-146.67385134417827,352.62740100268184,0.9906769394874572,753.5995957462485,314.5164752925471,209.42704639741325,0.8155400156974792,758.7911301078267,-167.6315510576227,203.7637970053849,0.7901769280433655,449.0801744606037,162.87246851260818,195.2433042649583,0.0007813870906829834,397.45072090206185,-32.443840533430205,162.4419921899161,0.01113411784172058,660.059430519897,214.6660521240214,80.54083863032477,0.6020053625106812,793.8997920373547,-65.32530286095691,109.46043452477707,0.8124030828475952,453.40439132194257,171.41469142132715,-431.9424145640797,0.06252166628837585,450.6297123084793,-72.65357777130292,-578.1567948428282,0.025892525911331173,1198.6770810303867,2100.3433268589,6.353326858900207,271.13671198769856,1658.8260904421186,2094.1566731411,8.873307435600832,90.57,1389.0461487120167,2096.8566731410997,7.989941730101877,90.57,1373.622802429817,2096.96,8.139941730101874,90.22,1760.49,1218.9471975701829,8.156673141099791,179.85,1760.45,1235.3938707112827,8.276731410997916,179.85,1759.7933268589002,1487.273734748187,6.200019423299374,179.84332685890018,973.856168135316,2095.51,7.740019423299374,89.4,952.8694755709167,2095.2933268589004,8.126692564399168,89.4,932.7361292887172,2095.0833268589004,8.30332685890021,84.42268589002084,734.2862069819148,2094.65,7.083346282199582,90.06,1372.293268589002,1929.9237930180848,7.273346282199585,172.5,278.0794561476175,2096.786731410998,8.52,96.98,1d,8,1568281044
31779,31779,994.3666016843048,1568282089.09886,994.3666016843048,-85.86306379397351,604.0314605475221,135.40427284652822,608.5793226279649,0.9911613464355468,631.5446013109024,161.7708365075305,662.7588793555706,0.9801664352416992,656.3774858991028,104.79659939224408,677.4656813663097,0.9685239791870116,613.701184605291,201.89086844509868,690.2595557342424,0.4214612245559693,622.0923529038207,47.97270461886096,707.8041783728154,0.8683723211288452,475.58198228526663,229.51030038777114,544.3529185839312,0.8243979215621948,483.28435654444917,-43.0874678682893,563.8521649108677,0.0884506106376648,585.98446389693,302.65590677402383,353.9020302127267,0.9594671726226808,597.3656991744123,-144.5649280041099,349.0777036536992,0.9659795165061952,746.7461430843323,315.59230434727937,206.995518725858,0.942207098007202,767.2197195575342,-168.91578831199175,209.20744721953102,0.7879162430763245,424.06916279262697,155.86986578052122,198.9524516404112,0.01973232626914978,391.5017754994622,-32.86434495260499,174.9930670652229,0.19168946146965027,649.7222614690222,207.7970037763384,70.99466768847353,0.6342595815658569,752.5639942731807,-70.09365927465997,78.3607806591857,0.8006830215454102,483.11818805238937,168.42651453086754,-427.30755767648833,0.010788053274154665,448.7454648947513,-83.46297627078275,-575.5285294261844,0.04048952460289002,1198.46374922045,2100.3466601684304,6.35666016843047,271.11337882098667,1659.122754990312,2094.1533398315696,8.886640673721882,90.57,1389.3128134744375,2096.8533398315694,8.019941515874232,90.57,1373.8961338112986,2096.96,8.169941515874227,90.22,1760.49,1218.6738661887014,8.15333983156953,179.85,1760.45,1235.117206020271,8.243398315695302,179.85,1759.7966601684304,1487.0670695573108,6.190019494708589,179.84666016843047,974.1128329691463,2095.51,7.730019494708589,89.4,953.1394736428681,2095.2966601684307,8.11335932627812,89.4,933.0127939797287,2095.0866601684306,8.30666016843047,84.756016843047,734.5228719585632,2094.65,7.0766796631390605,90.06,1372.3266016843047,1929.6871280414368,7.266679663139059,172.5,278.35945414815944,2096.7533983156954,8.52,96.98,1d,8,1568281044
31780,31780,994.4,1568282089.1323128,994.4,-82.94682780193905,590.1027325867096,139.5748128255805,592.6423199324228,2.8342008590698242e-05,635.0908066906939,158.45731849777457,662.7708572121896,0.9860971570014954,652.2993683494594,97.30219302201179,671.8737109036326,0.674635648727417,618.8393913828429,197.37254827769672,685.399556187986,0.21962937712669373,626.1672305438952,47.0483124602688,705.9778395242511,0.8318341970443726,474.3973636812903,227.85725575665288,557.0660923872429,0.9339005947113036,482.78173842665655,-34.924332708752544,556.7049841529454,0.29189038276672363,581.6597600608914,291.85706930430734,346.11507799891143,0.0186137855052948,605.4336377790092,-150.69796601893543,352.20383824313683,0.9911561608314514,731.5434859782864,302.12335286977736,199.29060361643502,0.7842382192611694,774.6138621574333,-172.47768469463418,213.18251974933887,0.8314629793167114,427.99822456223336,153.52232193958397,193.31904749829602,0.0009378194808959961,389.0809968647281,-38.337555311246454,202.74396423433743,0.7575422525405884,646.6225512594963,201.08242973218785,50.56636196894678,0.6723923683166504,805.9905006023979,-66.86232386656518,116.8219875014398,0.7091171741485596,524.4654468220299,168.5793168260516,-403.64418006820887,0.01521375775337219,601.7735242949337,-71.95838184458034,-400.44458431058257,0.00535959005355835,1198.25,2100.35,6.36,271.09,1659.42,2094.15,8.9,90.57,1389.58,2096.85,8.05,90.57,1374.17,2096.96,8.2,90.22,1760.49,1218.4,8.15,179.85,1760.45,1234.84,8.21,179.85,1759.8,1486.86,6.18,179.85,974.37,2095.51,7.72,89.4,953.41,2095.3,8.1,89.4,933.29,2095.09,8.31,85.09,734.76,2094.65,7.07,90.06,1372.36,1929.45,7.26,172.5,278.64,2096.72,8.52,96.98,1d,8,1568281044
31781,31781,994.4333745841208,1568282089.1657481,994.4333745841208,,569.8225909624349,144.2465702364602,574.4973271762988,2.467632293701172e-05,613.8964142118666,156.65291006070152,650.1859133500022,0.985010266304016,648.2726420373052,95.5203821145252,665.0884364392953,0.6078158020973206,611.07639819933,197.20416202719016,684.5207300991342,0.398745596408844,616.0850653743952,44.6918057158089,700.0074219324498,0.873623251914978,464.58639498979693,228.9819432137928,557.3218201016866,0.9240254759788512,476.6965397974675,-36.41537557473464,565.3076324554223,0.6870845556259155,578.6552178654296,285.3855902957335,344.61164116664537,0.023624122142791748,601.7760148818396,-154.30071265227315,350.13101004214843,0.9911890029907228,736.1869740932532,309.6802527596502,194.57133978232207,0.9125259518623352,773.8869776074396,-176.1801256023535,208.97966419164916,0.8598209619522095,441.7290180313778,166.64571827910953,182.0615333447569,0.017019987106323242,395.6955946993392,-44.007199779917094,176.04949929096742,0.08748611807823181,642.1582884386889,199.6603227096056,26.87980986974043,0.4812656044960022,809.1763376175812,-66.20449659835768,118.8983539459449,0.5740979909896851,555.6745725117246,184.23732094238468,-417.55600393938414,0.00977364182472229,737.1741961902385,-56.4987708510167,-253.31824292253017,0.0030231773853302,1198.0364026616276,2100.3533374584117,6.36,271.00322608128624,1659.717033798674,2094.1466625415883,8.9,90.57,1389.8469966729654,2096.846662541588,8.029975249527597,90.57,1374.4436715897893,2096.96,8.213349833648268,90.22,1760.4933374584118,1218.1263284102106,8.166687292060336,179.85,1760.45,1234.5663284102106,8.213337458412068,179.85,1759.8,1486.6530775784518,6.166650166351732,179.85,974.6269842977292,2095.513337458412,7.709987624763799,89.4,953.6803341313774,2095.3,8.089987624763799,89.4,933.5703465066136,2095.093337458412,8.343374584120673,85.54389434404114,734.9936220888447,2094.65,7.046637791115531,90.06,1372.3900371257087,1929.2163779111554,7.2366377911155295,172.5,278.92368396502565,2096.686625415879,8.530012375236202,96.98,1d,8,1568281044
