,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,scenario,participant_id,source_file
27747,27747,841.1,1568972642.4897392,841.1,-64.70239976409074,684.9580206723858,-12.913465286896098,614.9462978297706,0.9957397580146792,688.6955089590787,6.523148040854416,650.4938633110976,0.9906272888183594,725.713748822845,-42.78182230966966,662.5818210297992,0.9414728879928588,676.9820311046883,49.393120800589024,677.7515365351469,0.8635196685791016,734.8402684082135,-67.0411357269099,682.6863299363804,0.20635470747947693,551.5234113943321,108.0661995116443,577.1989694427214,0.9550713300704956,571.8201473490865,-111.93720031176993,556.1679932702784,0.8764059543609619,691.2273262051327,206.05270579681718,375.7385632375728,0.9439748525619508,613.9559955201535,-208.10966029470902,371.134587036273,0.4912780821323395,830.646241790593,225.7376540462664,209.52650092766862,0.9672837257385254,748.7413950515802,-222.8007900123254,178.559563760501,0.5276893973350525,445.596618223696,131.03249598382158,147.08264725139563,0.13700661063194275,483.12947414854517,-94.0359299869837,177.08632830594718,0.10576266050338744,732.4677257641168,143.6469323363633,34.054668431316664,0.3996731638908386,776.2201341079178,-123.02179375527551,88.5011245424132,0.0637451708316803,345.47876930902436,150.28344114974675,-673.197951492337,0.006349503993988037,838.1025832510169,-55.28093885612298,-135.47823088591974,0.009792566299438477,1265.23,2099.75,7.6,271.02,1286.44,2096.86,8.02,89.86,1155.26,2096.55,8.25,89.86,1138.84,2096.51,8.29,89.86,1759.82,1476.83,7.44,179.85,1759.78,1492.34,7.41,178.45,1758.17,1614.7,6.43,179.28,802.81,2094.57,8.38,90.06,1377.87,1915.63,9.03,154.36,1d,24,1568971732
27748,27748,841.1501062225262,1568972642.5230849,841.1501062225262,-68.1350106796869,684.0296665947923,-14.00898828041775,612.2913307266524,0.9958762526512146,696.8847734747627,5.375304215771344,650.4120518383188,0.9918158054351808,723.8245949606801,-41.80806990278204,658.2281688249285,0.9642572999000548,678.2426443857632,46.391758787295245,677.8341216947982,0.8778772354125977,735.2782635132103,-68.45391609139993,681.0150706261503,0.2280869483947754,542.6464256673809,108.71919453180632,573.0051569353043,0.9531210660934448,571.0698669748778,-115.17448741711692,555.1093633309129,0.8582576513290405,680.9964543734177,204.549582544709,368.7006032823759,0.9304794073104858,616.1774680751453,-213.49921433007103,382.201484004647,0.9407392144203186,843.0955355165381,226.19283917803574,219.7052147836938,0.9694736003875732,747.1671566293733,-220.2396364864473,174.47643700270396,0.5554598569869995,420.011028777351,137.25298562435663,135.27505031652763,0.14586886763572693,506.0592417089869,-92.17747837602829,158.7689567612701,0.02428773045539856,713.8643291772098,149.6871542832241,31.041459705251107,0.4245229661464691,812.1083862330922,-117.99676733103223,102.44217269041424,0.08591583371162415,280.383710125148,163.80049313105508,-740.2962697561662,0.008809655904769897,749.3985595381447,-65.04493919869398,-242.1277544064777,0.012526124715805055,1264.8542033310528,2099.765031866758,7.534861910715794,271.15528680082105,1286.8508710247156,2096.8650106222526,8.065095600273679,89.86,1155.6708710247158,2096.55,8.219936266484213,89.86,1139.2558816469686,2096.51,8.264946888736844,89.86,1759.82,1476.4642245755579,7.4049256442315805,179.85,1759.78,1491.9692139533054,7.399978755494738,178.49008497802106,1758.1750106222528,1614.3843307980842,6.374883155221057,179.28,803.2359028914736,2094.57,8.425095600273684,90.06,1378.0654142678525,1915.229150219789,9.035010622252631,154.36,1d,24,1568971732
27749,27749,841.2,1568972642.5562892,841.2,,686.0810985713167,-14.43718435538272,611.9657926639935,0.9937463998794556,690.50416691206,5.658266977202259,647.5114373386198,0.9900370836257936,720.4752273198337,-40.93893462653267,656.1207415951731,0.9554405212402344,679.2269236281347,45.60234030412232,675.8893389294758,0.8878223896026611,732.4209776639801,-67.80548077113603,680.7651628760708,0.30846914649009705,552.7312006350355,112.89392672141008,559.1714057205759,0.703607439994812,563.8022673076416,-122.87267509335106,559.4710849055408,0.8609954714775085,690.3972239993741,200.34356909048,385.8563151616361,0.9852502346038818,616.2153895173237,-212.380773238368,372.1610788995597,0.9805195331573486,847.5319114523903,225.67510504052711,223.85377448618772,0.9691349267959596,745.5543908662764,-218.89419422517528,176.29813272384212,0.6284340620040894,439.3590573355996,137.68193530039542,123.43183404478737,0.18432047963142395,460.1391985910762,-94.27405805323481,155.9336028723317,0.1851343214511872,761.1636949623311,142.02200194445513,51.001768868236134,0.10874971747398376,772.7972684383487,-119.45549323618056,76.58731267595456,0.482561320066452,254.951468886332,170.4426108496437,-765.5767444086536,0.005589157342910768,669.3864020922482,-88.41373366079449,-329.63982435881235,0.0191764235496521,1264.48,2099.78,7.47,271.29,1287.26,2096.87,8.11,89.86,1156.08,2096.55,8.19,89.86,1139.67,2096.51,8.24,89.86,1759.82,1476.1,7.37,179.85,1759.78,1491.6,7.39,178.53,1758.18,1614.07,6.32,179.28,803.66,2094.57,8.47,90.06,1378.26,1914.83,9.04,154.36,1d,24,1568971732
27750,27750,841.2264749127162,1568972642.5917065,841.2264749127162,-62.59620491252344,683.9771904482899,-11.311437759888182,608.0490288425783,0.9961999654769896,691.0715572032843,7.9868129995614865,645.3746554443835,0.9891575574874878,722.228748851134,-35.63898023696905,656.542240714354,0.9673276543617249,665.8172696429841,51.23852844476474,668.827103496961,0.9095609188079834,736.092640980748,-65.8129274297488,683.4152153961933,0.29195529222488403,553.7325658472025,114.61619939769683,558.6978200374891,0.8324657678604126,574.5914658769848,-107.76983435858034,557.3528335385466,0.8674589395523071,691.0699016276901,204.1489494293201,378.58123685414034,0.8122453689575195,621.0755845095998,-200.2420474189921,373.3150896958901,0.9811418056488036,841.4478113951179,226.48099934319708,218.12700063061703,0.9633013010025024,738.0925107453331,-222.22522490375573,174.49169895228385,0.4629116654396057,410.4817188481952,130.7602146411157,146.23225607671964,0.27238577604293823,472.41713943462463,-94.58986459123122,135.17611144946883,0.05627644062042236,658.7185573672531,147.86815028474334,5.7102639200828085,0.18086841702461245,834.4521555125807,-109.48226061506912,106.72493220121478,0.2769181728363037,273.02566457618263,170.5656592174266,-745.4973799300392,0.00400233268737793,623.5510222505549,-114.61815675535222,-379.52881665921325,0.08337810635566711,1264.2761431720844,2099.7852949825437,7.5388347730623195,271.31912240398793,1287.4717993017302,2096.87,8.088820069826978,89.86,1156.299741775545,2096.55,8.203237456358139,89.86,1139.8870942842734,2096.51,8.232057526185116,89.86,1759.8226474912713,1475.9040856458994,7.3726474912716276,179.85,1759.7826474912713,1491.4067331371714,7.371467561098607,178.55117993017302,1758.1826474912714,1613.9005605586158,6.346474912716277,179.28,803.8823892668167,2094.57,8.47,90.06,1378.3606046683221,1914.6182006982694,9.02676254364186,154.36,1d,24,1568971732
27751,27751,841.2499113350359,1568972642.623059,841.2499113350359,,682.8819412604713,-10.180058590734497,610.0810953288217,0.9952357411384584,693.556988713412,10.496272087730713,649.1876665869412,0.9858657121658324,722.9779393555339,-35.28409905068319,659.7012200625085,0.9479187726974488,671.0956396435332,55.33023128489227,673.1847840518343,0.8259233236312866,738.3843007368731,-64.04791100975552,687.4340154743388,0.3804228305816649,543.9098541238221,112.14234704451005,569.3657591360225,0.9608813524246216,575.2784073648209,-111.21286263911628,568.2165837313072,0.7866371870040894,674.520432409523,206.4819769806073,371.9339739008937,0.9586721658706664,614.352796868812,-210.92740214425427,365.05192712553696,0.982102870941162,854.1239721335218,224.16550205517768,226.707965130306,0.9654778242111206,752.8633576626636,-218.1369992250832,181.41514304294967,0.5513742566108704,399.7440733998375,125.88458078755062,142.48989163929656,0.4900952279567719,426.81220752852425,-96.17343794722835,127.03010026261849,0.23410266637802124,640.9273820312939,149.92641243954114,8.096216256853522,0.12715420126914978,844.4513451957321,-97.92468463674538,106.26375652654457,0.6534481048583984,245.509426259404,168.9563779463779,-725.3629487876736,0.0054866373538970965,600.2216041448398,-120.84247020575195,-407.015208045283,0.06491926312446594,1264.0956827202235,2099.7899822670074,7.599769471093349,271.3449024685395,1287.659290680287,2096.87,8.070070931971276,89.86,1156.494264080798,2096.55,8.214955667517952,89.86,1140.0792729472944,2096.51,8.22502659948923,89.86,1759.8249911335033,1475.7306561207342,7.37499113350359,179.85,1759.7849911335034,1491.2356472542376,7.3550620654748675,178.56992906802873,1758.1849911335034,1613.75056745577,6.369911335035903,179.28,804.0792552143016,2094.57,8.47,90.06,1378.4496630731367,1914.4307093197128,9.015044332482047,154.36,1d,24,1568971732
27752,27752,841.2751529582017,1568972642.6568265,841.2751529582017,,686.3569488225671,-5.99745147664202,611.9201653788826,0.9958605766296388,698.9597645692381,18.750419624785216,652.2951107532572,0.9818553924560548,724.09865717614,-32.441957494017956,662.3921605340323,0.9445978403091432,660.7934217114669,63.150939482646464,667.2967896627117,0.8091026544570923,739.173850686873,-61.039232493465065,688.7932573985968,0.41216030716896057,543.2046695716042,115.01359576514629,570.4070803784739,0.9708881974220276,571.4893259415202,-108.29609113299831,568.6129655197844,0.7281421422958374,672.1092761224896,211.16389006957047,374.6177950151178,0.862588107585907,615.8147357525812,-208.32955084629168,360.54063306314833,0.9824429750442504,822.3099134230652,228.766929740576,203.39802967679813,0.9650210738182068,748.8141957073448,-224.1365713786992,180.06604823013032,0.6738808751106262,431.3935766466782,104.2654674402602,138.38673421684504,0.08623474836349487,433.9164176028875,-90.42746714055401,113.8844025779064,0.8008714318275452,701.5970643444745,157.3242292630178,43.91482121332797,0.2267686724662781,849.4398562249597,-92.71768165114,105.05178989619968,0.2253326177597046,243.47488079309,172.4761497523815,-642.8533103468492,0.012233078479766846,579.6199963764375,-121.8934808329917,-435.71451050238505,0.0660964846611023,1263.9013222218455,2099.7950305916406,7.6653976913248165,271.37266825402196,1287.8612236656147,2096.87,8.049877633438518,89.86,1156.7037695530755,2096.55,8.227576479100929,89.86,1140.2862542572552,2096.51,8.217454112539443,89.86,1759.82751529582,1475.5438681093062,7.377515295820185,179.85,1759.7875152958204,1491.0513834051267,7.3373929292587015,178.5901223665615,1758.1875152958207,1613.5890210675082,6.3951529582018525,179.28,804.2912848488955,2094.57,8.47,90.06,1378.5455812411674,1914.2287763343847,9.002423520899072,154.36,1d,24,1568971732
27753,27753,841.3,1568972642.690066,841.3,,681.7660112954037,-6.543126310672887,608.8848548826733,0.995868444442749,694.1470105735809,21.365094434904208,650.58825225941,0.9795531034469604,719.1150129200249,-32.675096028191845,660.4903622207797,0.931044340133667,652.0179411321718,70.68718916925855,662.013330158102,0.8485755920410156,737.7665071018762,-56.804545325912635,688.0906580303629,0.3865542411804199,542.9571662026736,118.18328782337593,560.5111395837614,0.8265818357467651,571.0953877178272,-99.47380069039188,557.7737115529028,0.9041428565979004,673.5239403126486,214.60092995399293,382.5257036238355,0.9030359983444214,632.3253454538483,-208.58650962249112,378.4688744969506,0.9832384586334229,810.8438998255401,224.359845086844,217.7370835966037,0.8409315347671509,754.9777723107914,-228.07487889900318,183.76398217992897,0.66290283203125,483.0048052573758,109.70425571696285,163.90068571037585,0.1428324580192566,430.8574099762616,-89.145759469043,108.73813943620209,0.7581970691680908,725.1053253408068,162.94589359912442,57.22440174585693,0.2830076515674591,852.1387663608406,-87.35608568760496,103.03613569782749,0.2213626503944397,220.71431820450408,172.87984247984176,-632.2085851989742,0.013270199298858644,465.8848692753749,-126.10137837998415,-545.0740997174448,0.14355206489562988,1263.71,2099.8,7.73,271.4,1288.06,2096.87,8.03,89.86,1156.91,2096.55,8.24,89.86,1140.49,2096.51,8.21,89.86,1759.83,1475.36,7.38,179.85,1759.79,1490.87,7.32,178.61,1758.19,1613.43,6.42,179.28,804.5,2094.57,8.47,90.06,1378.64,1914.03,8.99,154.36,1d,24,1568971732
27754,27754,841.333641565805,1568972642.7236776,841.333641565805,-65.45812022959521,683.1757925958474,-4.84153633373365,609.6985671608018,0.9965201616287231,693.7190066326491,24.704959873857703,651.0354000982479,0.9671880602836608,713.7424419716214,-26.74325957656652,654.9131797637324,0.9665133357048036,656.8914140606843,75.43160108495681,665.4167025552682,0.793279767036438,738.5994864365808,-53.89066662302682,687.6037877408984,0.14994680881500244,546.0636380754348,129.02831102524794,561.4161565599572,0.22393497824668884,565.5511961466245,-102.3573093942703,557.6228729655434,0.8979806900024414,668.4271402875684,215.4532442289059,384.0366632424543,0.9035207033157348,622.1003527129299,-210.24041472232966,372.76155951309363,0.98429274559021,836.9136133476401,224.09237722924016,221.36368516668026,0.9594781398773192,752.1768606309261,-235.43613384019187,182.69072601614948,0.7193124890327454,495.5479367040942,113.04813763331155,171.0966370953671,0.1561017632484436,411.5518483986425,-90.66824417443972,94.26305176235851,0.7484549880027771,716.0849610336522,165.77516438310724,71.46024522456084,0.12838029861450195,856.6738878322159,-80.49383977263975,94.97857947944088,0.37520486116409296,307.2986209335188,162.86394357097672,-543.7533390251147,0.01199421286582947,474.8566329400077,-108.523832602839,-531.4553097982988,0.01443555951118469,1263.4543240998814,2099.8067283131613,7.686265964453438,271.39663584341946,1288.3324966830207,2096.87,8.056913252644037,89.86,1157.1858608396014,2096.5533641565808,8.24672831316101,89.86,1140.7624966830208,2096.5133641565812,8.199907530258486,89.86,1759.83,1475.1110524130427,7.37327168683899,179.85,1759.79,1490.6210524130427,7.343549096063533,178.68737560135162,1758.1933641565804,1613.2146939788474,6.399815060516971,179.28,804.7825891527624,2094.57,8.44645090393647,90.06,1378.7712021066393,1913.7608674735595,8.993364156580505,154.36,1d,24,1568971732
27755,27755,841.3665806002061,1568972642.7565873,841.3665806002061,-67.69916983999326,687.0488667467828,-2.4626730964199623,610.7240764543297,0.9971370100975036,701.1317869792857,26.31633113646919,652.663210706708,0.9577872753143308,711.4949070209822,-26.724576210012412,650.6031925121515,0.9747108221054076,654.9497399348197,76.73670383615844,663.5236364776715,0.7690774202346802,735.4113473801576,-53.25614327008094,686.3631966660744,0.3018983006477356,549.7437531726912,132.1992477281801,563.377598988535,0.1700800359249115,565.6342440900821,-103.18042974508398,556.0960046738753,0.9171996712684632,651.2267440020972,211.0172665940374,380.0860427738812,0.40046584606170654,624.9180125942289,-208.9864573922414,376.1732382499408,0.9853659868240356,825.2085208060788,225.4088078230236,214.09383357193943,0.9452081918716432,752.0530531151129,-238.62028555209358,181.4681048648069,0.7700753211975098,483.7888189997792,116.06740695390043,198.5195127765716,0.3135142922401428,422.8006929609349,-84.85108822909079,144.50194599146758,0.7899953126907349,685.3996163616604,170.33256137754708,67.85607846508213,0.4044134020805359,805.3522015587051,-75.63508366464237,66.34760606993257,0.2490846812725067,348.3116103824974,150.09189923034415,-542.9636238969607,0.010690361261367798,509.2585221305528,-111.14785381871786,-499.30167648042396,0.012218862771987915,1263.2039874384332,2099.813316120041,7.643445219731985,271.3933419399794,1288.59930286167,2096.87,8.083264480164933,89.86,1157.4559609216906,2096.5566580600207,8.253316120041234,89.86,1141.02930286167,2096.5166580600207,8.190025819938151,89.86,1759.83,1474.8673035584745,7.366683879958768,179.85,1759.79,1490.3773035584745,7.366606420144316,178.7631353804742,1758.1966580600204,1613.0038841586804,6.380051639876301,179.28,805.0592770417318,2094.57,8.423393579855684,90.06,1378.899664340804,1913.4973551983508,8.996658060020618,154.36,1d,24,1568971732
27756,27756,841.4,1568972642.7899768,841.4,-63.430188177094706,685.1175689245632,-2.7771794880763,606.3667672927943,0.9954590797424316,701.7643903556641,26.011948114846764,652.5962948469637,0.948133647441864,706.1682095184572,-27.358746994138563,649.3134476220075,0.7812422513961792,654.9925531635573,77.79831862372161,662.5518691070965,0.7955925464630127,734.6176041586767,-53.031419421976224,685.3592544642759,0.26539096236228943,550.9320144513994,128.82229489275971,565.8946186277535,0.8213051557540894,565.6905290124123,-100.89270879257704,556.0955059164778,0.8945425748825073,650.669913786108,218.32885435837815,376.98041358724663,0.8843033313751221,623.5704302473622,-208.0362720911179,379.9399488235913,0.9849100708961488,826.7543246121138,225.60357596464453,216.93252040041412,0.9486895203590392,752.5993006800462,-238.1065710898769,180.11244324128197,0.8121992945671082,479.3007620172477,117.10148595077318,208.92949727415126,0.20527943968772888,423.0362542080924,-82.66444427113308,154.84358349650574,0.7600265145301819,751.7378295656938,189.1544914498772,124.85456007398584,0.14728906750679016,628.6615170752202,-84.94367514033793,-48.87158712999164,0.2134445607662201,296.63440380554886,212.93188441144287,-568.5202506669633,0.00780603289604187,482.8935071006205,-96.80384386538796,-527.8400742836815,0.007637530565261841,1262.95,2099.82,7.6,271.39,1288.87,2096.87,8.11,89.86,1157.73,2096.56,8.26,89.86,1141.3,2096.52,8.18,89.86,1759.83,1474.62,7.36,179.85,1759.79,1490.13,7.39,178.84,1758.2,1612.79,6.36,179.28,805.34,2094.57,8.4,90.06,1379.03,1913.23,9.0,154.36,1d,24,1568971732
