,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,scenario,participant_id,source_file
30262,30262,944.7332176470308,1568817629.7262895,944.7332176470308,-75.95996992138552,,754.3514007102644,99.421444454316,357.9930181127504,0.0008551478385925293,846.3085556997162,129.69196726366692,441.23748446124483,0.3682165741920471,838.9763836649,86.50391390470058,448.8858337442402,0.7251718044281006,813.6286824388817,176.98224224067445,454.3058815165412,0.6379503011703491,846.8140273465698,54.765829386555396,500.3668442937849,0.510421872138977,653.5108257177919,235.6813226624376,352.60417513189867,0.6192235946655273,668.9726348705152,-16.34484530839701,424.5280190115593,0.9200057983398438,720.751891652228,332.0351801407689,128.03488757025426,0.8519877791404724,732.6031553876439,-115.07651464682957,158.061007141658,0.9847345352172852,954.8226326653546,279.9433315465343,56.84780015066582,0.7350625991821289,936.2019636116479,-74.0889544791242,66.60503368984638,0.23855653405189514,498.4014847271692,195.9393231655481,105.4305740830134,0.007582813501358031,526.3503973981556,-0.8359820761789294,98.03548798267893,0.04840916395187378,468.9088306172091,176.84483733668117,-211.05935869691916,0.007499724626541138,847.3580026668053,-55.09269184925945,45.2925241139469,0.02812269330024719,473.3092733098645,106.48276014231692,-611.0361244228225,0.0036813020706176758,1008.185057890632,-43.591936969094284,-22.16198680271816,0.010246604681015016,1216.7242241178626,2100.4566782352967,7.676643529406171,269.3366088235154,1880.1290629409493,2092.86,8.066643529406171,90.16,1795.8623499997625,2093.09,8.530034705890744,90.16,1688.0756717644656,2093.86,8.596678235296915,90.57,1196.2792711762945,2096.65,6.26,89.86,1183.2359494115913,2096.62,6.243321764703086,89.86,1760.7,1140.8943629414255,8.86,179.85,1760.57,1189.094328235535,8.523321764703084,179.85,1760.09,1373.470832941378,7.096643529406171,179.85,1069.145706470356,2096.343321764703,8.206608823515428,89.86,1025.395741176247,2096.0433217647033,7.96671294118766,89.4,1010.4724194115437,2095.893321764703,8.013425882375317,89.4,553.8424194115438,2094.71,8.130416470688925,89.67,,,,,1d,21,1568816637
30263,30263,944.7663975237905,1568817629.7595909,944.7663975237905,-78.22014637977294,,759.7573398670238,101.51440710294857,357.3149326612934,0.0007593929767608643,848.1866549709081,125.88182294952749,441.0745084190525,0.694612979888916,832.8002861284549,85.28365766740616,442.9167450024145,0.7259137630462646,818.905728615726,176.87113985962367,456.6628100116077,0.6127873659133911,847.0751568563041,53.42854877135206,499.58656831980073,0.4708878397941589,648.8596762578053,239.887396415146,377.780858737735,0.8608237504959106,671.3372870329251,-27.627047119461537,398.03525905828513,0.6892178058624268,704.440550718124,326.69267646488436,130.91447596311014,0.0361422598361969,713.9379716016944,-115.86180541371445,150.1993444799718,0.984237790107727,954.583777557325,281.24178740152456,62.59214948109991,0.669933557510376,940.9650383995488,-68.1420621169257,73.34517330489194,0.2656908333301544,505.80834399932763,185.00711811225952,115.27744124609494,0.016764342784881592,534.52062977762,-1.6120668529345767,100.62556996605856,0.0923977792263031,486.24755329147024,167.20524524336642,-175.5060424671549,0.009292185306549072,854.2942867757257,-58.167686245194176,58.88409275021974,0.031201809644699093,396.7742207139559,119.17794235179623,-652.2247734509702,0.008547782897949219,1008.2187994043263,-47.01221201921443,-18.233303276397464,0.012008428573608398,1216.4687390668132,2100.453360247621,7.683279504758102,269.35319876189527,1880.3978199427029,2092.86,8.073279504758101,90.16,1796.1443789522193,2093.09,8.520080742862849,90.16,1688.3610187045983,2093.86,8.59336024762095,90.57,1196.4883043998802,2096.65,6.26,89.86,1183.441664647501,2096.62,6.246639752379051,89.86,1760.7,1140.5990620382645,8.86,179.85,1760.57,1188.8089812954015,8.526639752379051,179.85,1760.09,1373.2319378287084,7.103279504758102,179.85,1069.4210994474608,2096.3466397523794,8.223198761895251,89.86,1025.6611801903239,2096.046639752379,7.953440990483799,89.4,1010.7345404379448,2095.896639752379,7.986881980967598,89.4,554.1045404379448,2094.71,8.01096891435419,89.67,,,,,1d,21,1568816637
30264,30264,944.8,1568817629.7933164,944.8,-78.22014637977294,,730.2088913114195,109.15296927658248,333.1539969046869,0.0009448528289794922,827.0526720952445,127.82752582920708,423.70841911339517,0.5819587707519531,817.8430501186299,84.78555039014142,428.821137860223,0.7064552307128906,826.0864339200446,173.3602104347115,459.26198420258277,0.6188746690750122,844.2021177991429,50.57704054497997,496.18804211093146,0.4888707101345062,647.5521364647124,242.27145734636863,382.30589411032923,0.8717904090881348,661.1695013912346,-25.680195290596,407.26255400953636,0.8803015351295471,697.3556341767594,325.502497436999,124.81769475973024,0.6857891678810121,722.7501630906648,-113.01780259360666,158.9742229489405,0.9801049828529358,948.6628213502432,278.70751924340146,61.62184447679971,0.9017619490623474,935.8027311280714,-71.07351756859578,68.62915496550374,0.3201773464679718,454.4469602185469,176.13748429919477,59.55356050158488,0.03659319877624512,517.9574686981873,7.958315355356238,92.34575040633402,0.006400763988494873,525.0836630728163,170.28559902212083,-175.9434119352324,0.05949747562408447,834.9512661004999,-47.50708324438328,43.75990015488856,0.06323897838592529,362.738867015568,123.30256623488332,-709.662725667322,0.008556127548217773,1007.2515882594437,-40.09100784179621,-27.808017795795365,0.011342108249664308,1216.21,2100.45,7.69,269.37,1880.67,2092.86,8.08,90.16,1796.43,2093.09,8.51,90.16,1688.65,2093.86,8.59,90.57,1196.7,2096.65,6.26,89.86,1183.65,2096.62,6.25,89.86,1760.7,1140.3,8.86,179.85,1760.57,1188.52,8.53,179.85,1760.09,1372.99,7.11,179.85,1069.7,2096.35,8.24,89.86,1025.93,2096.05,7.94,89.4,1011.0,2095.9,7.96,89.4,554.37,2094.71,7.89,89.67,,,,,1d,21,1568816637
30265,30265,944.8340636077902,1568817629.8272688,944.8340636077902,-75.95996992138552,,714.8490468831272,116.18823069463929,320.5806014002237,0.0009400248527526855,821.7898740494386,129.46698772480408,417.472276011764,0.6324579119682312,822.9574590169047,94.36203931747994,429.1532932344146,0.2422519326210022,831.798918307496,174.94256443638145,467.0000565509477,0.40197038650512695,851.5870115640857,60.915906281955564,497.44653451229965,0.2611357569694519,646.8985945218775,245.84735467991538,383.7760331592089,0.8713342547416687,669.3131165639983,-25.47020482210969,395.88480137383306,0.6643802523612976,704.5483170924898,336.30642735374994,112.7786089430004,0.9022580981254578,719.1405118234717,-113.39505844099895,157.56632700223767,0.9863271713256836,955.8661989118233,279.18941369826337,63.61866815747538,0.6247386336326599,933.9575770186212,-70.52911320579967,67.24052601826986,0.3338736891746521,441.718186409024,172.68015416133588,38.12749040385478,0.0293407142162323,503.1040691402594,-8.102590031958758,81.82811857698975,0.0501268208026886,543.5542767692882,171.24670437440682,-171.30688988750637,0.0597444474697113,844.5192524258223,-41.40147314487167,35.09721797440858,0.05582928657531738,371.61995608249845,148.9376271716394,-708.0687722457914,0.002210080623626709,1009.1043259996416,-37.089891855545375,-30.628198328307803,0.010365903377532959,1215.9511165807942,2100.45,7.686593639220978,269.4108763293483,1880.942508862322,2092.86,8.08,90.16,1796.7229470269958,2093.086593639221,8.53725088623219,90.16,1688.939540666217,2093.856593639221,8.559342752988787,90.57,1196.9111943682994,2096.65,6.2395618353258575,89.86,1183.8611943682995,2096.62,6.243187278441953,89.86,1760.7,1139.996833890667,8.863406360779024,179.85,1760.57,1188.2304593337828,8.540219082337071,179.85,1760.09,1372.748148384689,7.11,179.85,1069.97932158388,2096.35,8.246812721558047,89.86,1026.195696140764,2096.0534063607793,7.922968196104883,89.4,1011.2691025015428,2095.9,7.936155474546834,89.4,554.6254770584268,2094.713406360779,7.750339208060028,89.67,,,,,1d,21,1568816637
30266,30266,944.8667393831537,1568817629.859838,944.8667393831537,-104.71167324594308,,729.0464735613527,118.49387407531364,332.09580798807616,0.001970350742340088,831.7538413664047,129.70423847153285,429.5722025428178,0.5973256230354309,828.9834714588715,91.51709297050631,438.34321528024566,0.7821018695831299,810.4894664024854,180.8482694497903,457.5664242926764,0.4393300414085388,848.3049403086331,61.110700056037,501.17622756911766,0.541524350643158,644.3247356349877,245.42509877323985,380.83765153483023,0.8854125142097473,670.6322756118296,-26.26544260647811,394.2910978295465,0.6678571105003357,686.7488280839159,327.39490893024305,137.10786483442385,0.1021616756916046,711.610986832648,-112.81347862158928,153.19148389040907,0.9833014011383056,952.428366560502,281.7523045981973,53.99186635324583,0.8500738143920898,940.6020335240632,-66.98375151972698,72.31906664575769,0.2408417761325836,528.9370878439939,184.14381617917624,129.4122499639387,0.03240567445755005,472.2624357254152,-10.364240048696486,74.39831913066357,0.035295218229293816,560.2328747314132,175.19484052677166,-126.04915355151087,0.010340481996536257,834.3447106901581,-35.818338624925104,33.34945384616577,0.10860329866409303,540.7829494434786,122.79479283715666,-490.8722748532745,0.012121886014938354,1008.9024781314002,-43.093496274214274,-22.688130303860426,0.016638606786727902,1215.7027806880321,2100.45,7.683326061684627,269.4500872597845,1881.2039150652295,2092.86,8.08,90.16,1797.003958695122,2093.083326061685,8.563391506522972,90.16,1689.2172847568067,2093.853326061685,8.529934555161656,90.57,1197.113784175553,2096.65,6.219956370107771,89.86,1184.0637841755529,2096.62,6.236652123369257,89.86,1760.7,1139.706019489932,8.866673938315369,179.85,1760.57,1187.9527152431936,8.550021814946115,179.85,1760.09,1372.5161503796087,7.11,179.85,1070.2472629418603,2096.35,8.253347876630743,89.86,1026.4505671885988,2096.0566739383153,7.906630308423143,89.4,1011.5272411269144,2095.9,7.913282431792399,89.4,554.8705453736528,2094.716673938315,7.6163685290697645,89.67,,,,,1d,21,1568816637
30267,30267,944.9,1568817629.89299,944.9,-71.81396371747844,,723.3203037196599,118.36888900588018,327.79377426245094,0.001340419054031372,838.4050374978173,129.1908424222101,433.9492129318505,0.614520788192749,820.0314867293731,87.82818818107637,437.8053862095627,0.6769607663154602,810.6576298725357,182.6226391364055,457.6052530008098,0.392078697681427,847.7419205690526,60.68975510894312,501.6011532847741,0.511077880859375,650.865875726202,248.412685326841,373.8851815105219,0.8340637087821959,666.6782064504947,-11.349251418909732,411.3629596079711,0.9260547161102296,683.4477190488694,329.79346383087466,116.7505844920376,0.3736497759819031,719.8154376883874,-110.49352365153237,153.9298009414292,0.9807080626487732,944.8328522819836,284.11980924634645,52.24600101602368,0.7669576406478882,943.4223592509137,-69.82057722462494,79.23408638272622,0.6585437059402466,564.7069070990108,194.3633106727568,163.41872040658674,0.028741121292114258,452.91898009779464,-9.672871565110174,67.51189456165568,0.02773147821426392,571.6413945970696,167.98328289441758,-106.93312079923183,0.006291747093200685,849.4231425983683,-49.93262879254858,52.13354606936514,0.04943615198135376,473.82786585844354,151.24538680688806,-543.3114364634263,0.004067599773406982,1007.3680142213952,-43.45146803465414,-19.980334538463524,0.009753584861755371,1215.45,2100.45,7.68,269.49,1881.47,2092.86,8.08,90.16,1797.29,2093.08,8.59,90.16,1689.5,2093.85,8.5,90.57,1197.32,2096.65,6.2,89.86,1184.27,2096.62,6.23,89.86,1760.7,1139.41,8.87,179.85,1760.57,1187.67,8.56,179.85,1760.09,1372.28,7.11,179.85,1070.52,2096.35,8.26,89.86,1026.71,2096.06,7.89,89.4,1011.79,2095.9,7.89,89.4,555.12,2094.72,7.48,89.67,,,,,1d,21,1568816637
30268,30268,944.9336933416768,1568817629.9266243,944.9336933416768,-78.04712467795741,,708.5212764406183,118.993838918114,314.681684853254,0.001238703727722168,846.4432908285878,130.5960730644639,445.6369330175736,0.8039993047714233,822.922710324019,91.10702300909594,439.3862224595604,0.3131676912307739,816.6382487296095,184.86664266162273,463.7928241714811,0.5502683520317078,847.5362063855321,62.22824858030009,501.764782648778,0.5680775046348572,652.5939684463373,252.07600995156966,370.8753380676528,0.8235600590705872,667.4128166089251,-16.83758272669384,396.03148294279845,0.5464413166046143,700.8410324210415,328.41194003630227,120.24062392116241,0.1972137987613678,723.541639407786,-110.31614119182058,158.27633096894326,0.9827669262886048,950.23501249047,282.6701949287045,59.047405657780466,0.6515539288520813,937.6905283535302,-72.27695778268972,77.81300394970863,0.5533731579780579,579.2601983534503,195.85858070683202,182.11550238594842,0.02971664071083069,436.29079071704336,-11.848317271594743,60.924626341842966,0.020575284957885742,580.3922003246006,178.45283150195579,-90.74196292911438,0.010475188493728638,823.8415489604422,-43.14770271279568,33.34452410969453,0.07450559735298158,614.0055648525936,122.83839610529465,-390.25100713431226,0.010393232107162477,1006.5638066587828,-42.29202014245399,-14.62205350483498,0.01607048511505127,1215.1905612690891,2100.45,7.68,269.55401734918587,1881.7462854017492,2092.8566306658317,8.090108002503031,90.16,1797.5763934042527,2093.08,8.563045326658582,90.16,1689.7863934042525,2093.8466306658324,8.526954673341418,90.57,1197.528898718396,2096.65,6.210108002503032,89.86,1184.478898718396,2096.62,6.213153329161613,89.86,1760.7,1139.1168679274122,8.829567989987872,179.85,1760.5733693341674,1187.3836065957476,8.53641466082626,179.85,1760.0933693341674,1372.0407772740948,7.126846670838388,179.85,1070.7962854017494,2096.35,8.233045326658582,89.86,1026.9795467334143,2096.063369334168,7.900108002503033,89.4,1012.0561773992464,2095.903369334168,7.900108002503033,89.4,555.3558533917375,2094.72,7.328379962454523,89.67,,,,,1d,21,1568816637
30269,30269,944.9668165772616,1568817629.9596894,944.9668165772616,-67.12420623153884,,684.35764434315,116.92463375855536,295.38165720090615,0.0010037720203399658,843.4242233360733,130.09130035503262,440.14744180669953,0.7316408753395081,820.9799813597423,99.81379938289082,428.13738928822266,0.034748226404190063,798.6560062379189,187.25358405460696,450.2147345569348,0.3938641250133513,845.7644022879477,64.49722573420719,495.0910676416443,0.19251590967178345,648.3087698347279,257.8702559659843,371.5934700134859,0.8660950660705566,667.1099875320008,-16.557620605777558,393.3865533225808,0.5046101212501526,710.3902230114377,326.7055621776525,123.13042535985298,0.3350479006767273,709.5580034613499,-111.39976561499891,149.42416468616526,0.9776667356491088,948.4044981146136,281.7787941546734,61.00448878567073,0.6648566722869873,929.7824930257201,-75.76480102481416,78.75073487999755,0.5947133898735046,588.4682148078077,213.9716053990308,190.43209458123002,0.027929842472076416,426.46838994116854,-12.409711777108464,51.07489758237313,0.02154126763343811,616.2495459199414,173.43940934398287,-59.9184058469977,0.007280886173248291,845.0253307243373,-52.31718071331159,50.698244401729475,0.029879748821258545,564.9511934480886,155.46877329631388,-443.54618861406783,0.005304485559463501,1007.4826941557919,-46.58634428532989,-12.166612845966144,0.012805163860321043,1214.9355123550854,2100.45,7.68,269.6169514967971,1882.0178959335453,2092.8533183422737,8.100044973178491,90.16,1797.857940906724,2093.08,8.536546738190694,90.16,1690.0679409067236,2093.843318342274,8.553453261809306,90.57,1197.7342627790222,2096.65,6.22004497317849,89.86,1184.6842627790222,2096.62,6.196591711369183,89.86,1760.7,1138.828695777824,8.78982010728604,179.85,1760.576681657726,1187.102059093276,8.513228395916858,179.85,1760.096681657726,1371.8056023014426,7.143408288630817,179.85,1071.0678959335453,2096.35,8.206546738190694,89.86,1027.244532618093,2096.0666816577263,7.910044973178491,89.4,1012.3178509603669,2095.906681657726,7.910044973178491,89.4,555.5877160408314,2094.72,7.179325402322655,89.67,,,,,1d,21,1568816637
30270,30270,945.0,1568817629.9928145,945.0,-104.52143848547905,,658.7992117609215,114.04320118323533,274.02097209489096,0.0005659759044647218,827.1610041066177,130.86839629611882,419.6474737669149,0.1045718789100647,818.2153589760678,106.67587629162014,417.3475837000079,0.07340243458747864,807.0357288154422,187.5667361806929,453.6386971866563,0.4621127247810364,845.8765832937613,66.13622482131625,490.5940013253568,0.2581197023391724,650.1725441773847,261.3808728155718,366.38445234753374,0.8724243640899658,668.1913037169181,-6.119579380622723,411.14647731449804,0.8914150595664978,713.5188774390805,327.6385689399037,123.58802619457806,0.2518444061279297,722.7308270995508,-109.23910202677416,158.0298736940591,0.9724189043045044,955.9086520571813,281.150215345403,64.38836023027436,0.7486711740493774,935.5042091896573,-72.24452427891437,78.34965267800925,0.2379218935966492,602.6655795688795,223.2506956312869,203.7666780831884,0.02280381321907044,427.74637366788176,-21.818034551506425,-7.576964043882724,0.01480245590209961,633.091141300961,168.41066270813218,-12.894224905896179,0.0031879842281341553,918.660949823925,-41.807919231538776,34.48233293966763,0.032616108655929565,519.5905248863729,184.051414780186,-399.96610472774256,0.004955202341079712,1007.5883379872548,-45.69721855326808,-13.122646311270726,0.013869971036911007,1214.68,2100.45,7.68,269.68,1882.29,2092.85,8.11,90.16,1798.14,2093.08,8.51,90.16,1690.35,2093.84,8.58,90.57,1197.94,2096.65,6.23,89.86,1184.89,2096.62,6.18,89.86,1760.7,1138.54,8.75,179.85,1760.58,1186.82,8.49,179.85,1760.1,1371.57,7.16,179.85,1071.34,2096.35,8.18,89.86,1027.51,2096.07,7.92,89.4,1012.58,2095.91,7.92,89.4,555.82,2094.72,7.03,89.67,,,,,1d,21,1568816637
30271,30271,945.0324782888016,1568817630.0263224,945.0324782888016,-77.98870676225867,,661.5765241652036,117.07464771128521,276.4281676169719,0.0008589625358581543,825.0734636188138,130.75937547392985,414.73769274500887,0.7298608422279358,815.8150910561948,109.76387602094354,409.3194943708168,0.1339203715324402,792.0619343904791,189.04163824883133,442.4029742653187,0.4350495338439941,854.1022994788777,76.12647375692623,485.30476308207017,0.16499727964401245,655.2873468467875,265.1580485833824,363.3976563018579,0.8562918901443481,662.0827399242763,-8.217913452662534,413.79163256709563,0.8936769962310791,711.4350702517517,325.76183672346724,124.6089236765655,0.29773372411727905,711.2394422435533,-110.66487166499336,154.59030861373742,0.9743361473083496,956.2704510502944,278.09102160495576,60.78582569675911,0.7870703935623169,943.3241843888414,-70.77876273985227,79.02143232425449,0.34697264432907104,613.2946387060299,227.00558905019253,213.70776308099065,0.02042451500892639,435.20607658601165,-28.815306322268487,-24.16788987166723,0.026676714420318604,639.2688777918296,163.77253074594913,-21.744805572856002,0.012130320072174072,929.6582566772827,-42.66250274397658,39.10574870465962,0.010880500078201294,516.4042115519817,192.55228973416263,-409.24441496375437,0.003699332475662232,1005.1225274304334,-49.41648612723677,-17.04480838303448,0.010697424411773682,1214.429917176227,2100.45,7.686495657760341,269.73196526208267,1882.5530741392936,2092.85,8.119743486640509,90.16,1798.4160654548145,2093.08,8.51,90.16,1690.6325611125749,2093.8367521711198,8.589743486640511,90.57,1198.1413653905706,2096.65,6.223504342239659,89.86,1185.0913653905707,2096.62,6.196239144400853,89.86,1760.7032478288804,1138.254191058545,8.775982631041364,179.85,1760.58,1186.5406867163053,8.522478288801706,179.85,1760.1,1371.3394041495078,7.1307695400784645,179.85,1071.606321968174,2096.35,8.189743486640511,89.86,1027.7665784815338,2096.07,7.936239144400853,89.4,1012.8365784815337,2095.9132478288802,7.907008684479318,89.4,556.0343567060913,2094.72,6.8838477003923275,89.67,,,,,1d,21,1568816637
