,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,Q_in-J_out.15_x,Q_in-J_out.15_y,Q_in-J_out.15_speed,Q_in-J_out.15_angle,Q_in-J_out.16_x,Q_in-J_out.16_y,Q_in-J_out.16_speed,Q_in-J_out.16_angle,Q_in-J_out.17_x,Q_in-J_out.17_y,Q_in-J_out.17_speed,Q_in-J_out.17_angle,Q_in-J_out.18_x,Q_in-J_out.18_y,Q_in-J_out.18_speed,Q_in-J_out.18_angle,Q_in-J_out.19_x,Q_in-J_out.19_y,Q_in-J_out.19_speed,Q_in-J_out.19_angle,K_in-H_out.11_x,K_in-H_out.11_y,K_in-H_out.11_speed,K_in-H_out.11_angle,K_in-H_out.12_x,K_in-H_out.12_y,K_in-H_out.12_speed,K_in-H_out.12_angle,K_in-H_out.13_x,K_in-H_out.13_y,K_in-H_out.13_speed,K_in-H_out.13_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,H_in-K_out.22_x,H_in-K_out.22_y,H_in-K_out.22_speed,H_in-K_out.22_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,Q_in-J_out.20_x,Q_in-J_out.20_y,Q_in-J_out.20_speed,Q_in-J_out.20_angle,K_in-H_out.14_x,K_in-H_out.14_y,K_in-H_out.14_speed,K_in-H_out.14_angle,H_in-K_out.24_x,H_in-K_out.24_y,H_in-K_out.24_speed,H_in-K_out.24_angle,K_in-H_out.15_x,K_in-H_out.15_y,K_in-H_out.15_speed,K_in-H_out.15_angle,K_in-H_out.16_x,K_in-H_out.16_y,K_in-H_out.16_speed,K_in-H_out.16_angle,H_in-K_out.25_x,H_in-K_out.25_y,H_in-K_out.25_speed,H_in-K_out.25_angle,Q_in-J_out.21_x,Q_in-J_out.21_y,Q_in-J_out.21_speed,Q_in-J_out.21_angle,H_in-K_out.26_x,H_in-K_out.26_y,H_in-K_out.26_speed,H_in-K_out.26_angle,H_in-K_out.27_x,H_in-K_out.27_y,H_in-K_out.27_speed,H_in-K_out.27_angle,H_in-K_out.28_x,H_in-K_out.28_y,H_in-K_out.28_speed,H_in-K_out.28_angle,scenario,participant_id,source_file
33818,33818,1040.3,1568708693.4963474,1040.3,-83.15880526968277,609.2650130091572,100.5802590055776,690.7132740533788,0.9987828731536864,594.2436162618387,124.45847986422248,721.9731658205127,0.9982059001922609,600.9712929840875,69.3613053931751,717.6477002395418,0.9988305568695068,570.7461806578011,161.5720068707996,720.7862013277303,0.9273711442947388,553.3150789707536,16.295443468866367,705.6509739775087,0.9731589555740356,481.4946314456905,221.919457302558,553.6298051303031,0.9842489957809448,469.82466007040773,-50.45512865089385,563.5063044163775,0.934091329574585,603.7670864776812,268.8077607499006,371.7361695892338,0.9056640863418579,552.2733769566157,-137.84002993943471,367.8444309385704,0.9716598987579346,773.4040575383501,305.0232970031481,230.0110972224664,0.9492138624191284,729.8022615289602,-166.7614277932169,211.74815351508363,0.7777937650680542,533.6057214442585,177.78211322318063,178.3643240379761,0.20940157771110526,482.26886619380286,-21.583540426001743,153.06160291461399,0.34977105259895325,713.2077601113858,165.64195470513783,46.9425929376192,0.8221044540405273,878.7043252382123,-34.87754142228708,130.92883247178864,0.6565842628479004,262.93590968272895,212.51649275194941,-718.5206616821985,0.011110812425613405,489.9276281016437,-78.75929457690144,-546.3364560481251,0.2171216011047364,1764.24,1318.37,4.22,0.14,,,,,1760.32,706.63,7.64,180.37,1760.41,720.64,7.48,180.37,1760.51,735.83,7.28,180.37,1760.6,749.75,7.03,180.37,1760.95,1045.22,6.93,179.85,2669.97,719.55,7.26,157.26,2664.05,733.68,7.22,157.26,2659.1,746.83,7.24,166.91,1748.56,873.64,7.1,269.01,1880.83,874.89,7.61,269.55,1975.5,875.63,7.06,269.55,1760.22,1324.87,8.31,179.85,2470.51,874.27,8.41,89.83,1990.69,875.75,7.09,269.55,2365.79,873.97,7.83,89.83,2322.95,873.85,7.63,89.83,2086.54,876.46,6.66,269.83,1758.57,1583.05,7.01,179.28,2100.07,876.5,6.58,269.83,2113.65,876.54,6.6,269.83,2127.33,876.58,6.63,269.83,2a,14,1568707580
33819,33819,1040.3333604321829,1568708693.5297096,1040.3333604321829,-105.60582749012251,608.0652044011846,101.43908032812115,688.8480301322379,0.998813271522522,594.1269838442082,124.81992850474998,722.4981631422238,0.9981541633605956,605.1151592995786,69.50929961407219,719.1849064545418,0.9987009763717652,574.9130893792586,161.20488190012878,722.4563997337955,0.8922500610351562,557.6999518967569,21.407350993941527,705.6146798579969,0.7752492427825928,472.3945782805243,220.98642454890117,548.8290097161998,0.9850269556045532,459.3117117451091,-50.00075953919137,562.2286333525117,0.9372208714485168,597.901095295601,259.32466097603987,382.9366890745951,0.9754741191864014,557.8532551942282,-137.27844237613888,375.2014255148249,0.9664854407310486,778.4299835228453,305.6541858953178,236.60572824715285,0.9536097049713136,718.5723107345201,-169.9722171394472,202.83274924046833,0.7168997526168823,498.5824817457666,169.7127339152695,186.9899123255891,0.4333236813545227,471.71965028447306,-27.30444342205989,142.01897544600268,0.3754651546478272,661.2200601705913,163.46894535313876,9.84497420204437,0.7981469035148621,881.7455382116339,-32.706288958814284,122.13887319504788,0.27132493257522583,244.30051263802025,227.35713736229422,-727.4408927412759,0.009357243776321413,459.52163716455215,-85.85935386539133,-573.9358150574138,0.17305076122283936,1764.24,1318.510113815168,4.22,0.11331165425370275,,,,,1760.3166639567817,706.3731246721919,7.6500081296548625,180.37,1760.4066639567816,720.3931328018467,7.459983740690278,180.37,1760.5066639567817,735.5831328018468,7.290008129654861,180.37,1760.5966639567816,749.5131409315018,7.073368561837733,180.37,1760.95,1044.9898130179379,6.9433441728731475,179.85,2670.063409210112,719.3298211475931,7.2433197839085635,157.26,2664.143409210112,733.4564851043747,7.250024388964584,157.26,2659.153376691493,746.59647697472,7.223319783908565,166.91,1748.3231409315015,873.6366639567817,7.1133441728731475,268.986647697472,1880.573124672192,874.8866639567817,7.643360432182872,269.55,1975.2664769747198,875.6266639567817,7.043319783908564,269.55,1760.22,1324.593108412882,8.293319783908565,179.85,2470.793563673555,874.27,8.420008129654862,89.83,1990.4531409315014,875.7466639567817,7.086663956781713,269.55,2366.0502113710268,873.97,7.833336043218287,89.83,2323.2035392845896,873.85,7.609983740690278,89.83,2086.316485104375,876.46,6.66,269.83,1758.5733360432184,1582.8164769747198,7.006663956781713,179.28,2099.846485104375,876.5,6.600016259309722,269.83,2113.429821147593,876.54,6.596663956781713,269.83,2127.1064851043748,876.58,6.636672086436574,269.83,2a,14,1568707580
33820,33820,1040.3672811191743,1568708693.563632,1040.3672811191743,-83.0916861784175,610.9600863859355,98.34325714099917,695.5538779701146,0.9988003969192504,598.4212566905138,123.77573175201036,722.2388739418813,0.9985289573669434,601.0634986836143,68.57724112780593,717.3757449529019,0.9988596439361572,571.4026365950468,160.7162872795261,720.2792994949858,0.9379324913024902,556.8948796929202,16.715427800302944,708.7333214249174,0.9778928756713868,471.601209367812,222.51151396161373,548.9325891313372,0.9829105138778688,466.6873373258655,-53.660005773820544,565.9743398538998,0.9348758459091188,607.6042126178855,263.7984506522269,373.1815182314591,0.9206071496009828,553.1802420463896,-137.76304692208043,375.63660020070296,0.9625744223594666,781.7704329162027,304.9960261086365,241.61640081870559,0.9509040117263794,725.6742662755711,-166.37001591871473,209.89082416710662,0.7808988690376282,514.9270711846608,173.7302207160833,179.0155329047749,0.14760950207710266,467.1937952308203,-28.880049320645078,141.63817405279963,0.305498331785202,784.4171278092972,175.45403334510388,70.59831158994766,0.1708362102508545,883.4753229449514,-41.30101676418888,124.89410170513183,0.6876465082168579,354.40815204672583,199.17122949304482,-650.0857198336672,0.002263426780700684,440.17414636910087,-91.49727783231891,-592.1381129820662,0.1474698781967163,1764.24,1318.6525807005328,4.22,0.08617510466039742,,,,,1760.3132718880827,706.1119353823564,7.6601843357523505,180.37,1760.4032718880826,720.1421197181088,7.439631328495297,180.37,1760.5032718880825,735.3321197181089,7.300184335752351,180.37,1760.5932718880827,749.2723040538609,7.1174654549268555,180.37,1760.95,1044.755760277696,6.956912447669801,179.85,2670.1583871336884,719.1059446134482,7.2263594404127485,157.26,2664.238387133689,733.2292165015308,7.280553007257053,157.26,2659.207649790679,746.3590321657783,7.206359440412749,166.91,1748.082304053861,873.6332718880824,7.126912447669801,268.96290321657784,1880.3119353823565,874.8832718880824,7.677281119174503,269.55,1975.0290321657785,875.6232718880824,7.0263594404127465,269.55,1760.22,1324.3115667108514,8.276359440412751,179.85,2471.0818895129833,874.27,8.430184335752351,89.83,1990.212304053861,875.7432718880824,7.08327188808255,269.55,2366.314792729561,873.97,7.83672811191745,89.83,2323.461336505726,873.85,7.589631328495297,89.83,2086.0892165015307,876.46,6.66,269.83,1758.5767281119174,1582.5790321657785,7.0032718880825495,179.28,2099.619216501531,876.5,6.6203686715047025,269.83,2113.205944613448,876.54,6.5932718880825485,269.83,2126.8792165015307,876.58,6.6434562238349,269.83,2a,14,1568707580
33821,33821,1040.4,1568708693.5963526,1040.4,-103.05307149118113,607.2828520780943,97.89463847696848,695.2994342088807,0.9987184405326844,594.6998610504345,123.54778222190674,721.8342684998628,0.9985701441764832,604.8827152921813,68.41726799240742,719.6548875292223,0.9988690614700316,575.1317234252124,158.8534856981787,722.2182084213049,0.9279007911682128,552.5591786491432,16.33608895417527,707.1070474284074,0.9775625467300416,479.94203824722365,216.601816108338,555.1007848899385,0.9816374182701112,482.6845575495008,-49.51450773448421,552.8469420010165,0.5034008026123047,602.5098033108844,264.01128628446645,374.51102110914667,0.8618443608283997,568.4158523214893,-131.7041753466046,366.37325116447664,0.9237726926803588,778.6119757495562,307.96551361899463,238.56364778270438,0.9463286399841307,713.3904515840172,-170.0227482201685,200.68307967019558,0.8153121471405029,520.5664262050147,176.34157056293358,177.48775477430794,0.11212843656539916,455.09897655980217,-26.506132976827345,162.64575917463569,0.7745684385299683,780.7800205531636,176.19209899575424,72.56013631275637,0.3400010168552399,878.8845253828505,-41.16140151996135,121.70103806371378,0.5233478546142578,464.625118907964,152.61785566125403,-553.0697809965477,0.012127608060836792,504.6843594428885,-81.90456385696338,-526.9313527047948,0.03259959816932678,1764.24,1318.79,4.22,0.06,,,,,1760.31,705.86,7.67,180.37,1760.4,719.9,7.42,180.37,1760.5,735.09,7.31,180.37,1760.59,749.04,7.16,180.37,1760.95,1044.53,6.97,179.85,2670.25,718.89,7.21,157.26,2664.33,733.01,7.31,157.26,2659.26,746.13,7.19,166.91,1747.85,873.63,7.14,268.94,1880.06,874.88,7.71,269.55,1974.8,875.62,7.01,269.55,1760.22,1324.04,8.26,179.85,2471.36,874.27,8.44,89.83,1989.98,875.74,7.08,269.55,2366.57,873.97,7.84,89.83,2323.71,873.85,7.57,89.83,2085.87,876.46,6.66,269.83,1758.58,1582.35,7.0,179.28,2099.4,876.5,6.64,269.83,2112.99,876.54,6.59,269.83,2126.66,876.58,6.65,269.83,2a,14,1568707580
33822,33822,1040.4337057302457,1568708693.6301026,1040.4337057302457,-87.56266276982966,599.7598692820293,96.98078568116655,690.9433358917803,0.9987160563468932,592.1149957536625,124.72149358132098,718.0496992361307,0.9988745450973512,593.6589979606656,66.46524878198258,715.4140406145133,0.998672366142273,574.9525311381021,158.33431595752262,723.4481085472794,0.9179458022117616,550.5113269997108,15.352286903222165,706.3410506239,0.9703632593154908,481.8305389053234,206.81229639601452,552.5024428875379,0.764372706413269,463.14611931336736,-52.8233517313434,560.9319420061581,0.9326682090759276,594.0279472508556,263.5421142285304,380.3410125221189,0.9702571630477904,555.0264181322474,-138.2760411181755,372.7577961901267,0.9634172916412354,783.2394863590278,308.03539208305574,238.73454896430843,0.9432989358901978,733.1437224873497,-169.54153660234357,211.03837290481653,0.7386635541915894,480.3775735046579,175.55910890036662,190.75986382118717,0.5626568794250488,463.4462536571417,-30.336728912457986,153.7498140613904,0.2796379327774048,696.1961578731772,171.04216554632245,39.31853511394749,0.9116864800453186,874.8537910093683,-42.65566560197087,109.7381289214027,0.67793869972229,530.2542607350438,183.75498347544968,-492.74157391261207,0.012059867382049559,552.0393934281562,-83.64865298821387,-484.36223733109864,0.06776493787765503,1764.24,1318.9315640670318,4.2233705730245665,121.37366430017723,,,,,1760.31,705.5970953040837,7.70370573024566,180.37,1760.4,719.6505775961821,7.416629426975434,180.37,1760.5,734.8473187422313,7.283035415803472,180.37,1760.59,748.7973187422313,7.163370573024566,180.37,1760.95,1044.2940598882803,6.959888280926303,179.85,2670.344376044688,718.6641716073541,7.213370573024566,157.26,2664.424376044688,732.7841716073541,7.286405988828037,157.26,2659.313929168393,745.8940598882804,7.223705730245659,166.91,1747.6106893152555,873.6232588539508,7.133258853950868,268.91303541580345,1879.8038364501328,874.88,7.699888280926302,269.55,1974.560689315256,875.62,7.036964584196527,269.55,1760.22,1323.760242438961,8.273482292098262,179.85,2471.639757561039,874.2733705730244,8.406294269754339,89.83,1989.7440598882806,875.74,7.04629426975434,269.55,2366.836275268941,873.97,7.8467411460491325,89.83,2323.966163549867,873.85,7.580111719073697,89.83,2085.650912753403,876.46,6.629664842778907,269.83,1758.5833705730247,1582.1140598882807,7.003370573024566,179.28,2099.1775421803786,876.5,6.62314713487717,269.83,2112.7675421803783,876.54,6.586629426975434,269.83,2126.4375421803784,876.58,6.626405988828039,269.83,2a,14,1568707580
33823,33823,1040.4667452414626,1568708693.6631856,1040.4667452414626,-78.01276987507946,604.4582879749805,95.09467730592623,690.7771356147741,0.9988586902618408,594.0783954078453,122.52822738514044,722.0702407493405,0.9988918304443359,599.8480081417242,64.42497680525175,718.1947318627087,0.9984204173088074,575.5679155122051,154.586060829482,722.2047081849008,0.9050115942955016,563.778275459422,13.749884620418715,712.6413300295767,0.970300555229187,491.1759301127359,203.49895037225934,552.9667466546015,0.7864003181457521,458.932795680773,-54.27974708005368,561.5943384116163,0.9309257864952089,595.3609269751623,264.15411497480363,376.7093503221554,0.9815058708190918,565.0487961920321,-137.05629922717011,384.3931743617282,0.954957902431488,795.8768129530008,302.0081096565205,240.35178680924255,0.9144606590270996,721.6333631062053,-174.41241711872996,225.053718980891,0.565947413444519,475.530724822542,169.24635923670724,196.47773395611716,0.6267189383506775,478.7238240095226,-33.05061272059489,154.26203414844466,0.319815069437027,692.7781740605233,165.69225127507133,26.50014974109976,0.9012833833694458,877.9380890036647,-42.711857030516654,115.09459091473556,0.4828329086303711,577.9759224034731,178.80786788309945,-447.3181694941017,0.011472254991531372,540.0430451016036,-80.6402202456155,-487.87114277253175,0.031024843454360962,1764.24,1319.0703300141436,4.226674524146279,240.28947307291415,,,,,1760.31,705.3393871165903,7.736745241462801,180.37,1760.4,719.4060852131752,7.4133254758537195,180.37,1760.5,734.6094342614679,7.2566038068297605,180.37,1760.59,748.5594342614677,7.166674524146281,180.37,1760.95,1044.0627833097603,6.94997642756116,179.85,2670.436886676096,718.4428068821992,7.216674524146279,157.26,2664.516886676096,732.5628068821992,7.263278330976039,157.26,2659.3667923863404,745.6627833097605,7.2567452414628,166.91,1747.3761087856144,873.6166509517075,7.126650951707441,268.8866038068298,1879.5527361648826,874.88,7.689976427561159,269.55,1974.326108785614,875.62,7.063396193170241,269.55,1760.22,1323.4860144958589,8.286698096585122,179.85,2471.913985504141,874.2766745241463,8.3732547585372,89.83,1989.5127833097604,875.74,7.013254758537199,269.55,2367.0972874075565,873.97,7.853349048292562,89.83,2324.2172638351167,873.85,7.59002357243884,89.83,2085.436155930492,876.46,6.599929282683479,269.83,1758.586674524146,1581.8827833097605,7.0066745241462804,179.28,2098.9594814063453,876.5,6.606627379268598,269.83,2112.5494814063454,876.54,6.583325475853719,269.83,2126.219481406345,876.58,6.603278330976039,269.83,2a,14,1568707580
33824,33824,1040.5,1568708693.696484,1040.5,-78.89790316159021,600.0834025474013,93.02500155318054,689.5986432923828,0.9987432956695556,594.0166399354853,119.73754066805313,722.66216719563,0.9992490410804749,592.4300670393983,63.037566442493,717.2209351113727,0.998672604560852,567.2762043052749,152.43228592359586,720.4820790062836,0.9320871233940125,556.0045708288494,12.02717823685292,711.8911636245447,0.9797247648239136,488.675094742341,204.00296193285894,551.1893274486681,0.7933521270751953,457.41317735510285,-56.15043514016742,564.0362773345978,0.9255828857421876,604.0012804209712,261.81644578848744,380.14230781742265,0.9776608943939208,567.2513862670593,-141.29660018397652,382.0612570464476,0.7454283237457275,798.1179142543212,300.1976362867638,238.3047432002316,0.9187636971473694,712.951554840654,-178.3034294677697,224.52746974839715,0.5991673469543457,476.171675798935,164.92718824183115,184.46556384588246,0.18247804045677185,486.64671180428553,-30.43087115539753,166.1922038787569,0.18879088759422305,801.8847514054663,168.78236660362768,71.79384438986041,0.7405828237533569,877.9023445632997,-43.47857772001036,118.26909757750963,0.4601689279079437,599.6269114160117,191.8309914684733,-426.26035802829654,0.012334555387496948,645.4732733050796,-61.5305457178413,-373.6394413903663,0.006788134574890137,1764.24,1319.21,4.23,359.98,,,,,1760.31,705.08,7.77,180.37,1760.4,719.16,7.41,180.37,1760.5,734.37,7.23,180.37,1760.59,748.32,7.17,180.37,1760.95,1043.83,6.94,179.85,2670.53,718.22,7.22,157.26,2664.61,732.34,7.24,157.26,2659.42,745.43,7.29,166.91,1747.14,873.61,7.12,268.86,1879.3,874.88,7.68,269.55,1974.09,875.62,7.09,269.55,1760.22,1323.21,8.3,179.85,2472.19,874.28,8.34,89.83,1989.28,875.74,6.98,269.55,2367.36,873.97,7.86,89.83,2324.47,873.85,7.6,89.83,2085.22,876.46,6.57,269.83,1758.59,1581.65,7.01,179.28,2098.74,876.5,6.59,269.83,2112.33,876.54,6.58,269.83,2126.0,876.58,6.58,269.83,2a,14,1568707580
33825,33825,1040.5335659407506,1568708693.7300973,1040.5335659407506,-82.3437858586933,600.6315520752834,91.31843212851878,687.8151152514188,0.998582124710083,589.8946977347005,118.70919831972971,722.5847766326135,0.999222457408905,598.5943382286595,60.35122077814689,720.7224054866163,0.998144030570984,558.519734897572,151.7416224956024,718.4682483035542,0.8892288804054259,556.1448999388784,10.89368558964217,710.4368612814467,0.9698402881622314,484.1463153631642,203.40586759548896,549.4973385949588,0.8361427187919617,459.54463148170083,-56.62966420294224,559.5201698825731,0.9424680471420288,597.4359732654032,260.2788084535484,384.5301562424455,0.9786679148674012,550.7570365300546,-143.02856225234757,371.69685143913694,0.974379062652588,790.4051971325091,300.74745719791605,235.6859660343425,0.9265357255935668,713.8637090683867,-172.73272861470298,202.5758000687813,0.8732591867446899,473.8026375773517,162.11656352206504,176.7522256323352,0.1828942894935608,488.22955186475207,-30.64894760867972,156.1764006467005,0.012146353721618652,825.6419153627897,170.34708346957183,74.00808193934415,0.7140067815780641,874.0079312353715,-42.34040699977736,127.23450005818844,0.3984804153442383,607.3186822320267,195.3985260344329,-420.9167454024935,0.018902480602264404,770.2337658585589,-43.62296400551403,-241.3177571228276,0.006332069635391235,1764.24,1319.3543335452275,4.233356594075061,359.9565038414746,,,,,1760.306643405925,704.8215422562204,7.739790653324452,180.37,1760.396643405925,718.9048988502954,7.467062099276032,180.37,1760.496643405925,734.1283252265956,7.236713188150122,180.37,1760.5866434059246,748.0783252265958,7.163286811849878,180.37,1760.95,1043.5983950088207,6.933286811849879,179.85,2670.620628040027,717.998464791046,7.2267131881501205,157.26,2664.7039846341017,732.118464791046,7.2534263763002444,157.26,2659.4770620992763,745.1916818206706,7.2866434059249405,166.91,1746.9016818206708,873.6032868118498,7.099860435549635,268.8365038414746,1879.0415422562205,874.8766434059248,7.676643405924939,269.55,1973.8516818206704,875.616643405925,7.083286811849878,269.55,1760.22,1322.9314026917698,8.316782970375304,179.85,2472.471953902305,874.28,8.350069782225182,89.83,1989.0416818206704,875.736643405925,7.033705505200973,269.55,2367.6218143378546,873.9733565940752,7.853286811849879,89.83,2324.725101149705,873.85,7.593286811849878,89.83,2085.001821385121,876.46,6.566643405924939,269.82328681184987,1758.59,1581.4150384147458,6.999930217774818,179.28,2098.518464791046,876.5,6.600069782225182,269.83,2112.108464791046,876.54,6.593426376300242,269.83,2125.778464791046,876.58,6.590069782225182,269.83,2a,14,1568707580
33826,33826,1040.5673990110015,1568708693.763978,1040.5673990110015,-86.41467440318615,605.1336533605363,89.4349430088738,689.2317551155769,0.9984333515167236,592.7231269273394,115.41994796101751,724.8233536211159,0.999292254447937,594.1749592314168,57.35113079379103,722.2150217894217,0.99809992313385,572.2464855139125,147.87568902715006,724.9197132964516,0.885654091835022,548.0721083224769,8.258338054766709,707.9178112305626,0.9613813161849976,487.3899386779273,202.58499011261497,551.5083948426807,0.8534111976623535,473.2087806941743,-53.504329742612235,564.8749334741195,0.9350850582122804,590.273806857292,259.7152485452964,388.05598679288016,0.9784587621688844,563.5253217818309,-135.31396321824604,375.86464262586463,0.9337449073791504,784.2983181306131,300.3090893577762,238.23541700493425,0.9461084604263306,722.7160914676631,-171.14257827912138,205.72315954682213,0.8902720808982849,474.3069300473777,160.97857450547576,170.4302638492236,0.300018846988678,478.2746258135941,-39.103416756913155,146.89291529522194,0.16140830516815186,811.5466238717993,173.62739262099166,47.06566364046984,0.8048239946365356,871.4032740666313,-42.96857943412871,128.80542273275992,0.42638349533081055,608.6735831910319,194.66531529357792,-424.2256695281178,0.021670550107955933,830.3596407902036,-36.587425390221036,-180.86197822317868,0.006524890661239624,1764.24,1319.4998157473078,4.236739901100179,359.93282069229883,,,,,1760.3032600988995,704.5610276152862,7.709340890098391,180.37,1760.3932600989,718.6477675163865,7.524578318703037,180.37,1760.4932600988998,733.8847271207871,7.243479802200357,180.37,1760.5832600988995,747.8347271207872,7.156520197799642,180.37,1760.95,1043.3649468240876,6.9265201977996425,179.85,2670.711977329705,717.7751665273881,7.233479802200358,157.26,2664.798717230805,731.8951665273881,7.266959604400714,157.26,2659.534578318703,744.9514670218872,7.283260098899821,166.91,1746.6614670218871,873.5965201977997,7.079560593398927,268.8128206922988,1878.781027615286,874.8732600988997,7.673260098899821,269.55,1973.6114670218876,875.6132600988997,7.076520197799642,269.55,1760.22,1322.6505882086853,8.333699505500894,179.85,2472.7561516924147,874.28,8.360219703300535,89.83,1988.8014670218872,875.7332600988997,7.08783841760286,269.55,2367.885712285814,873.9767399011004,7.846520197799642,89.83,2324.9822324836136,873.85,7.586520197799642,89.83,2084.7819064284886,876.46,6.563260098899821,269.81652019779966,1758.59,1581.1782069229873,6.989780296699465,179.28,2098.295166527388,876.5,6.610219703300536,269.83,2111.8851665273887,876.54,6.606959604400715,269.83,2125.555166527389,876.58,6.600219703300536,269.83,2a,14,1568707580
33827,33827,1040.6,1568708693.796625,1040.6,,605.3289419115717,85.42210851595094,689.4391014859146,0.9976494312286376,588.2953420247311,111.95160713917946,725.8216920931783,0.9992656707763672,597.0835063987257,52.65426105133822,724.3210005937648,0.9975978136062622,569.0366364402341,146.31300578850482,725.1133329513817,0.8373202085494995,551.6486258668276,3.1315530436297925,707.4456954394271,0.9434885382652284,482.9803875012232,206.2891166152061,551.0571340380001,0.9824565052986144,473.48615167137353,-48.62938832608693,556.906088094483,0.3884635269641876,603.1255089515486,253.95669152720947,392.7625199721743,0.9813457131385804,565.400435008474,-138.994414691995,385.3537981195163,0.9706530570983888,777.5504637452761,303.3129841441693,232.54925829311833,0.9277142882347108,725.3913563730298,-171.51035821122068,207.49901060399174,0.8703141212463379,481.355488846506,160.03540466554932,163.94849879330926,0.4923219382762909,478.4241671975322,-47.357615817198116,120.26627936532392,0.03443828225135803,789.7912342546283,178.47479099408912,17.51367838417542,0.7878179550170898,874.3674306438907,-47.075167568635166,132.175805677151,0.4315420389175415,606.5024894675164,187.71207209493664,-428.91762350215976,0.029118627309799194,859.8247737042102,-33.666708239597284,-152.19898048625774,0.007888376712799072,1764.24,1319.64,4.24,359.91,,,,,1760.3,704.31,7.68,180.37,1760.39,718.4,7.58,180.37,1760.49,733.65,7.25,180.37,1760.58,747.6,7.15,180.37,1760.95,1043.14,6.92,179.85,2670.8,717.56,7.24,157.26,2664.89,731.68,7.28,157.26,2659.59,744.72,7.28,166.91,1746.43,873.59,7.06,268.79,1878.53,874.87,7.67,269.55,1973.38,875.61,7.07,269.55,1760.22,1322.38,8.35,179.85,2473.03,874.28,8.37,89.83,1988.57,875.73,7.14,269.55,2368.14,873.98,7.84,89.83,2325.23,873.85,7.58,89.83,2084.57,876.46,6.56,269.81,1758.59,1580.95,6.98,179.28,2098.08,876.5,6.62,269.83,2111.67,876.54,6.62,269.83,2125.34,876.58,6.61,269.83,2a,14,1568707580
33828,33828,1040.6332068419747,1568708693.8298395,1040.6332068419747,-79.2200228907021,605.0741050125209,80.98807748468231,689.9649529090103,0.9967931509017944,588.7764044513473,108.9416504832915,724.2920055029358,0.9994072914123536,601.7517847327266,48.53385108424713,725.9001375848163,0.9970164299011228,564.7736871706136,147.46972699532267,724.7463967376201,0.926841139793396,543.4529190614892,-1.6310902211800848,706.1569053297037,0.9208924174308776,491.342919895716,207.49576395469697,554.5568442813916,0.9821978807449341,466.8169194240342,-65.5527031943341,556.9194400875134,0.9642072916030884,605.0351503714139,258.0078246694257,390.95401862700896,0.9849921464920044,563.3988316314835,-140.37037406034403,379.78250581876,0.9608641862869264,784.3062385028207,301.97505459258565,235.52678971355903,0.9111568331718444,728.869000871506,-172.62994761032903,206.15316595878244,0.8557082414627075,480.0800956851239,158.7358513138194,146.69390609629733,0.6542829275131226,494.9124221650872,-46.79282297323774,134.59325425835863,0.4738454222679138,780.4319649716437,178.25566822804748,6.418358304232186,0.7857786417007446,649.0873357678413,-78.64634017496255,-102.60191770766257,0.1867684721946717,596.8839483455753,182.41162778148396,-440.978607403892,0.0245104730129242,666.6709132447302,-84.15493536159475,-369.4480735597305,0.008976012468338013,1764.2366793158026,1319.779468736294,4.233358631605052,359.88011384222267,,,,,1760.3,704.0543073167944,7.689962052592423,180.37,1760.39,718.1509486851894,7.563396579012629,180.37,1760.49,733.4042693693867,7.293168894567167,180.37,1760.58,747.3642314219792,7.159962052592423,180.37,1760.95,1042.9108727903742,6.906717263210102,179.85,2670.8929791575288,717.3375141587692,7.2466413683949495,157.26,2664.9796584733317,731.4608348429666,7.250113842222731,157.26,2659.6431309471595,744.4875521061767,7.28,166.91,1746.1942314219793,873.5866793158026,7.086565473579794,268.7667552106177,1878.2743073167944,874.8666793158026,7.6766413683949475,269.55,1973.1475521061768,875.61,7.0567172632101025,269.55,1760.2233206841975,1322.1043832116095,8.340037947407577,179.85,2473.308937472588,874.28,8.38660342098737,89.83,1988.3342314219794,875.73,7.130037947407577,269.55,2368.399013367403,873.98,7.830037947407577,89.83,2325.4823719990077,873.85,7.583320684197473,89.83,2084.350834842967,876.4566793158026,6.5898861577772685,269.80335863160514,1758.5933206841974,1580.7142314219793,7.009886157777269,179.28,2097.8608348429666,876.4966793158026,6.6133586316050526,269.83,2111.4508348429667,876.5366793158024,6.603396579012629,269.83,2125.1241555271645,876.5766793158026,6.590075894815153,269.83,2a,14,1568707580
