,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.13_x,H_in-K_out.13_y,H_in-K_out.13_speed,H_in-K_out.13_angle,H_in-K_out.14_x,H_in-K_out.14_y,H_in-K_out.14_speed,H_in-K_out.14_angle,Q_in-J_out.3_x,Q_in-J_out.3_y,Q_in-J_out.3_speed,Q_in-J_out.3_angle,Q_in-J_out.4_x,Q_in-J_out.4_y,Q_in-J_out.4_speed,Q_in-J_out.4_angle,Q_in-J_out.5_x,Q_in-J_out.5_y,Q_in-J_out.5_speed,Q_in-J_out.5_angle,H_in-K_out.15_x,H_in-K_out.15_y,H_in-K_out.15_speed,H_in-K_out.15_angle,H_in-K_out.16_x,H_in-K_out.16_y,H_in-K_out.16_speed,H_in-K_out.16_angle,K_in-H_out.6_x,K_in-H_out.6_y,K_in-H_out.6_speed,K_in-H_out.6_angle,K_in-H_out.7_x,K_in-H_out.7_y,K_in-H_out.7_speed,K_in-H_out.7_angle,H_in-K_out.17_x,H_in-K_out.17_y,H_in-K_out.17_speed,H_in-K_out.17_angle,K_in-H_out.8_x,K_in-H_out.8_y,K_in-H_out.8_speed,K_in-H_out.8_angle,K_in-H_out.9_x,K_in-H_out.9_y,K_in-H_out.9_speed,K_in-H_out.9_angle,H_in-K_out.18_x,H_in-K_out.18_y,H_in-K_out.18_speed,H_in-K_out.18_angle,Q_in-J_out.6_x,Q_in-J_out.6_y,Q_in-J_out.6_speed,Q_in-J_out.6_angle,Q_in-J_out.7_x,Q_in-J_out.7_y,Q_in-J_out.7_speed,Q_in-J_out.7_angle,K_in-H_out.10_x,K_in-H_out.10_y,K_in-H_out.10_speed,K_in-H_out.10_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,H_in-K_out.20_x,H_in-K_out.20_y,H_in-K_out.20_speed,H_in-K_out.20_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,Q_in-J_out.8_x,Q_in-J_out.8_y,Q_in-J_out.8_speed,Q_in-J_out.8_angle,H_in-K_out.22_x,H_in-K_out.22_y,H_in-K_out.22_speed,H_in-K_out.22_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,scenario,participant_id,source_file
26012,26012,809.5322833770883,1568811105.7785006,809.5322833770883,,,516.3301426105243,116.33121632939958,754.8086795384767,0.9980419874191284,500.49137225729834,146.2707366453237,793.3819193256061,0.9992332458496094,504.45936936514516,86.55596757214872,797.0370313555667,0.9953972101211548,453.598809368127,186.5413792611201,779.4969774200329,0.7000287771224976,466.7760748731853,49.61763572449366,789.2547425831607,0.9050581455230712,457.58671604087687,241.1621205360344,627.0242450136523,0.687116265296936,444.98160535296205,-20.861544693802728,618.5459704016644,0.9106330275535583,569.2496213717652,307.6893565492018,408.3370868304577,0.9857062101364136,565.8586746925054,-97.56165876500877,409.59253226935664,0.04829755425453186,771.8683731338588,339.5783054394638,241.831983385196,0.8814535140991211,788.2625168114972,-88.45950625830143,246.134831825733,0.200149953365326,395.57566686478464,197.423258391842,196.02880582903907,0.4998452365398407,441.70163301892023,6.495497806942209,271.66222668879595,0.7016016244888306,748.1841735113537,240.133216356364,76.82544294086424,0.6486793160438538,736.5985434024765,-25.951391767626767,153.4245322351644,0.11281368136405945,451.4706001864218,204.817703166426,-559.3219009584188,0.007877230644226074,570.0479943440566,-30.3040688421178,-349.58250834174436,0.0065732896327972395,1763.1467716622913,1234.1875585739854,5.509685013126464,359.78834659665887,1420.467559684965,865.8035433245822,7.18582670167057,268.61,1435.8475596849646,866.1735433245822,7.2148032720765025,268.61,1760.866771662291,791.0023629570413,8.59322833770882,180.37,1760.91,1057.6275596849648,7.206456675417643,179.85,1760.87,1073.0075596849651,7.287716622911787,179.85,1450.027559684965,866.5235433245822,7.2529133508352865,268.61,1464.9943313472559,866.8835433245822,7.222283377088213,268.61,2681.137873560859,697.3404730358002,8.637401636038254,142.36,2673.5865351443913,710.9249613210031,8.605826701670571,157.26,1585.5423629570416,869.8135433245824,8.57677166229118,268.61,2654.037795091885,768.5759062816237,9.07677166229118,166.91,2645.8922833770885,811.182677943915,8.97354332458236,173.91,1690.2197645930796,872.3035433245822,9.350629973747072,268.68,1759.84,1470.6046463341297,7.523228337708821,179.85,1759.8,1485.7978746718384,7.554173298329429,179.85,2220.5311803675413,873.55,8.392598363961747,89.83,1965.8400795799528,875.5567716622911,9.616141688544106,269.55,2339.449843062053,877.19,6.1761416885441065,269.83,2353.289843062053,877.23,6.129370026252928,269.83,1759.2032283377087,1532.650394566827,9.798740052505853,179.28,2366.393071399762,877.27,6.113543324582357,269.83,2380.229843062053,877.31,6.136456675417643,269.83,2a,19,1568810250
26013,26013,809.5659504068359,1568811105.8117356,809.5659504068359,,,525.2814530371763,114.87765131399031,755.9291887955336,0.9974468946456908,505.9374825583823,146.34790780119397,793.5455002643105,0.9992008209228516,505.13419724437966,84.4627995563232,795.2389892404643,0.9950568675994872,464.35850829555085,184.26386056900142,783.1003415481255,0.9197820425033568,467.7456757635001,47.08932510210535,786.5867607303778,0.8839036226272583,455.21912867242975,241.17562250049656,626.0637579234187,0.7223441600799559,450.031797845715,-21.0915452010707,618.5092641209973,0.8948346376419067,566.8593402321973,308.3050946114357,402.23037114034537,0.7243033647537231,566.9925582564252,-98.41262959537576,408.3640350083612,0.04136785864830017,759.2318950398807,344.5428932148858,229.7039144065561,0.8887075185775757,798.3793177376538,-94.30137622068249,259.4679417756239,0.4640646576881409,398.4703068637474,199.5135466341469,200.58593092038618,0.5829492211341858,429.3659040275709,6.883166796322943,261.1827577228783,0.7571309208869934,754.7647428554253,246.0095953414714,81.9395255114365,0.6035877466201782,795.0817178276965,-22.242950313203973,187.201796233604,0.18303948640823364,449.9840817230603,217.5321193049289,-563.6256688240671,0.00564989447593689,606.2362389675548,-24.138823676868462,-351.50292147458015,0.007150501012802123,1763.1434049593165,1234.3727272375972,5.519785122050765,359.73447934906267,1420.2251570707815,865.7968099186328,7.212760325468705,268.61,1435.6051570707816,866.1668099186328,7.167669430429768,268.61,1760.8634049593163,790.7128265012112,8.596595040683587,180.37,1760.91,1057.3851570707816,7.213190081367175,179.85,1760.87,1072.7651570707815,7.25404959316412,179.85,1449.7851570707815,866.5168099186328,7.266380162734352,268.61,1464.748562030098,866.8768099186328,7.25595040683588,268.61,2681.312942115547,697.111537233516,8.613834715214884,142.36,2673.697636342559,710.6589917859966,8.632760325468704,157.26,1585.2528265012115,869.8068099186328,8.573404959316413,268.61,2654.1084958543547,768.2796364198442,9.073404959316413,166.91,2645.925950406836,810.8830413791608,8.966809918632825,173.91,1689.9066612164263,872.2968099186328,9.330429755898471,268.68,1759.84,1470.3487769080473,7.5265950406835875,179.85,1759.8,1485.5453719487311,7.527239674531295,179.85,2220.813983417421,873.55,8.416165284785116,89.83,1965.516876094376,875.5534049593164,9.632975203417939,269.55,2339.2411074776182,877.19,6.19297520341794,269.83,2353.081107477617,877.23,6.149570244101528,269.83,1759.2065950406836,1532.3170909723249,9.839140488203057,179.28,2366.187702518301,877.27,6.106809918632822,269.83,2380.021107477617,877.31,6.143190081367178,269.83,2a,19,1568810250
26014,26014,809.6,1568811105.8453484,809.6,-89.811117305554,,526.7339088561598,115.09069753054544,754.2746328477232,0.9971379041671752,499.5852545325882,146.8670461893245,788.091535320135,0.9991891384124756,513.5900776491496,85.12713360351842,795.2531798163585,0.9951472282409668,453.65260893339683,183.93196769094683,778.0848164112092,0.9451248049736024,468.3869905727889,47.55936634513069,785.2838889260179,0.9000791311264038,461.532272891674,245.76019367666402,622.9672784169277,0.9575709104537964,437.81287603275337,-22.87151836838064,613.8397220154825,0.8891791105270386,568.1982736364388,312.3018089040735,403.6915173365642,0.9808054566383362,569.5510533297378,-99.39726259828302,409.8293589587864,0.02932798862457276,775.3645906097183,343.180042206412,239.54365231800503,0.8920321464538574,798.3616609546623,-93.18125574094307,262.66539727406104,0.7571637630462646,407.3104511590004,202.68476338690832,208.9567560497099,0.5538402795791626,439.5679505910145,7.932736169694022,259.9812670487904,0.7557245492935181,762.9052652293691,250.12324104151855,89.60743427019743,0.4682785272598266,816.7512672325314,-18.12654867182134,197.50495943634223,0.2035393714904785,446.63868313382926,224.02487626840175,-571.007778139106,0.005291938781738281,630.0683429063109,-27.443157175034234,-349.52801260694395,0.019875794649124142,1763.14,1234.56,5.53,359.68,1419.98,865.79,7.24,268.61,1435.36,866.16,7.12,268.61,1760.86,790.42,8.6,180.37,1760.91,1057.14,7.22,179.85,1760.87,1072.52,7.22,179.85,1449.54,866.51,7.28,268.61,1464.5,866.87,7.29,268.61,2681.49,696.88,8.59,142.36,2673.81,710.39,8.66,157.26,1584.96,869.8,8.57,268.61,2654.18,767.98,9.07,166.91,2645.96,810.58,8.96,173.91,1689.59,872.29,9.31,268.68,1759.84,1470.09,7.53,179.85,1759.8,1485.29,7.5,179.85,2221.1,873.55,8.44,89.83,1965.19,875.55,9.65,269.55,2339.03,877.19,6.21,269.83,2352.87,877.23,6.17,269.83,1759.21,1531.98,9.88,179.28,2365.98,877.27,6.1,269.83,2379.81,877.31,6.15,269.83,2a,19,1568810250
26015,26015,809.6333373927538,1568811105.878634,809.6333373927538,-91.60721615034292,,527.8017866603117,117.27210750159209,752.3281819769862,0.9956756830215454,505.0861930466317,147.22448203581786,784.6455625785793,0.9992493391036988,519.5917335188217,88.66372492531337,794.9436190239122,0.9955058693885804,470.1643526138746,184.62707860949558,780.1444984037969,0.9474692344665528,481.7741324597535,53.62247315075223,787.5051881625252,0.9471552968025208,458.5969130385952,248.6036692111701,619.3379419628403,0.9579463601112366,436.0615926548686,-21.271167359433168,614.2566611382429,0.9038029313087464,579.5730554724216,312.1866111354006,408.26172644758,0.971392810344696,568.4506068387689,-99.70472301827992,408.83819374300487,0.027083486318588257,770.9915996124869,344.44449750544464,237.5911007199266,0.8943226337432861,785.6342479419676,-93.47589905090756,264.473587552278,0.6980957388877869,401.7611105309417,205.267213232554,201.86664701361087,0.6384891867637634,443.96835704867175,11.363969999692127,254.565626458452,0.7998746633529663,748.6980010204538,256.7296371672639,87.61874459280813,0.4815689325332642,846.8681818089467,-14.136842956780887,204.3785506666917,0.4877952337265015,420.74738676156835,231.0100138862961,-603.8555291042679,0.006918370723724365,632.0707432346233,-36.61807155833525,-365.2493913619954,0.04933622479438782,1763.14,1234.7466893994206,5.533333739275363,359.6533300857971,1419.7399707721738,865.7833325214493,7.233332521449271,268.61,1435.1199707721735,866.1566662607246,7.1666723498551015,268.61,1760.86,790.1332984223186,8.583331303623178,180.37,1760.9133337392755,1056.8966370328983,7.243336174927551,179.85,1760.8733337392753,1072.2799707721738,7.216666260724637,179.85,1449.2999707721738,866.5033325214492,7.253330085797084,268.61,1464.2599707721738,866.8633325214493,7.26666382507245,268.61,2681.666688181594,696.6533057292752,8.593333739275364,142.36,2673.920013396087,710.1233008579709,8.649998782173908,157.26,1584.676632161594,869.7933325214493,8.556665042898542,268.61,2654.2466747855074,767.6866309437679,9.080001217826092,166.91,2645.990003653478,810.2832972044928,8.963333739275365,173.91,1689.2732947688407,872.2799987821737,9.353338610579737,268.68,1759.84,1469.843303293623,7.503330085797084,179.85,1759.8,1485.0366358150727,7.516668696376822,179.85,2221.3833678384062,873.55,8.446667478550731,89.83,1964.869961029565,875.5466662607247,9.61999634652172,269.55,2338.8233081649273,877.19,6.183330085797085,269.83,2352.6633081649275,877.23,6.196669914202915,269.83,1759.2133337392754,1531.6532935510145,9.869998782173909,179.28,2365.7766419042027,877.27,6.103333739275365,269.83,2379.6033081649275,877.31,6.160001217826093,269.83,2a,19,1568810250
26016,26016,809.6667411689697,1568811105.9119859,809.6667411689697,-93.8686206122967,,528.3895388729574,123.3407913296695,751.2666563913502,0.9988055229187012,510.7921678548105,148.87586384833202,784.324247350952,0.9992465972900392,521.120432874945,91.01238308354529,792.7386777804777,0.9957996010780334,476.816026473556,188.22035652504752,780.1136495922934,0.9487934112548828,478.7234533874976,56.757909511832274,785.6732863153395,0.956587016582489,465.8414031552727,246.81831663144382,614.8687793023263,0.9888980388641356,443.3773067793772,-18.222455414923328,619.5100080531582,0.9103842973709106,575.1625393790065,313.8640497427212,403.5852571437056,0.9687756299972534,570.8873483095755,-99.73730096796277,408.744244956866,0.02937808632850647,769.785810085944,342.46547070008364,234.95585560755995,0.8942904472351074,802.9659448663682,-98.33948157514848,262.25606044322325,0.5662533640861511,399.10672950021416,210.1028008753494,198.512980697222,0.5705408453941345,441.67013837410485,13.225541974059865,246.49823817433625,0.786794900894165,735.4989964545406,265.6003679867258,84.77741691126226,0.4184979796409607,804.5949445532547,-6.811670427232378,171.52615022724711,0.6704164743423462,387.10212115632163,238.90952733180958,-645.4216048883956,0.01213139295578003,640.9741003174121,-29.16193703756446,-362.4492083120681,0.02241063117980957,1763.14,1234.9337505462304,5.536674116896975,359.6266070648242,1419.4994635834178,865.7766517662061,7.226651766206048,268.61,1434.8794635834179,866.153325883103,7.213437636557658,268.61,1760.86,789.8460259468602,8.566629415515122,180.37,1760.916674116897,1056.652789466521,7.266718818278829,179.85,1760.876674116897,1072.0394635834177,7.213325883103025,179.85,1449.0594635834173,866.496651766206,7.226607064824196,268.61,1464.0194635834173,866.856651766206,7.243281181721171,268.61,2681.84372819554,696.4261600510057,8.596674116896976,142.36,2674.0302458576,709.8560706482419,8.639977649309074,157.26,1584.392700063757,869.7866517662061,8.543303532412098,268.61,2654.31348233794,767.3926777130663,9.090022350690926,166.91,2646.020067052073,809.9860035961693,8.966674116896977,173.91,1688.9559588947873,872.2699776493091,9.396763519660679,268.68,1759.84,1469.5961153496235,7.476607064824196,179.85,1759.8,1484.7827671158298,7.533370584484878,179.85,2221.6672999362427,873.55,8.453348233793951,89.83,1964.5492847778905,875.5433258831031,9.58993294792722,269.55,2338.616204752388,877.19,6.156607064824196,269.83,2352.4562047523873,877.23,6.223392935175804,269.83,1759.216674116897,1531.3259365440963,9.859977649309073,179.28,2365.5728788692845,877.27,6.1066741168969765,269.83,2379.3962047523873,877.31,6.170022350690926,269.83,2a,19,1568810250
26017,26017,809.7,1568811105.945193,809.7,,,536.6389899710387,121.98440019096522,751.7146722585486,0.9991143941879272,516.2874932904829,153.22860858044237,782.6175700964864,0.9991964101791382,530.0110180739811,97.97736853175869,792.0591110580748,0.9959195852279664,479.4702918374821,191.62917825433047,776.0906433020061,0.9185727834701538,478.77820261904884,58.29648252149267,784.9921173769836,0.9456943273544312,462.2044827123226,248.5539219949081,612.3523743951505,0.9883859157562256,441.0174807565601,-8.397074359771512,625.3181806849867,0.16204842925071716,570.0633145567625,315.4249450021515,401.39904866960364,0.9666318893432616,578.3489307723222,-98.86503970319264,397.14002828547456,0.40727078914642334,762.2523095858653,346.29937953598534,240.68781178010968,0.7613434195518494,804.443012886046,-94.13434909077436,266.2815381891736,0.4605276584625244,409.01478918403575,212.41982575768867,182.1010407994743,0.20924043655395508,445.5443702209909,13.789550365751074,237.3867238149727,0.7030438184738159,751.5605947733368,258.4262253508735,88.45564258875405,0.06961056590080261,851.0844742123078,-3.3821347389653384,195.214519321638,0.474136620759964,359.37435855094594,267.7229717403905,-675.2129691705692,0.005219489336013794,643.8371220843503,-27.379468559209272,-359.03678831567163,0.01757210493087769,1763.14,1235.12,5.54,359.6,1419.26,865.77,7.22,268.61,1434.64,866.15,7.26,268.61,1760.86,789.56,8.55,180.37,1760.92,1056.41,7.29,179.85,1760.88,1071.8,7.21,179.85,1448.82,866.49,7.2,268.61,1463.78,866.85,7.22,268.61,2682.02,696.2,8.6,142.36,2674.14,709.59,8.63,157.26,1584.11,869.78,8.53,268.61,2654.38,767.1,9.1,166.91,2646.05,809.69,8.97,173.91,1688.64,872.26,9.44,268.68,1759.84,1469.35,7.45,179.85,1759.8,1484.53,7.55,179.85,2221.95,873.55,8.46,89.83,1964.23,875.54,9.56,269.55,2338.41,877.19,6.13,269.83,2352.25,877.23,6.25,269.83,1759.22,1531.0,9.85,179.28,2365.37,877.27,6.11,269.83,2379.19,877.31,6.18,269.83,2a,19,1568810250
26018,26018,809.7334045416118,1568811105.9786346,809.7334045416118,-88.13037418905844,,530.7274415751617,130.60366649357607,747.8534730454494,0.9993618726730348,508.1270707209204,160.51217926188363,780.6276484344348,0.9897952079772948,524.7810146291224,104.67865922830843,786.9229042158105,0.9968422651290894,476.5220671467797,198.6488826122045,772.4469659143283,0.8372918367385864,477.2765925450151,62.6412775730009,787.8410943577412,0.9591520428657532,465.3025673268552,247.57790168624481,615.1797511566449,0.8120623826980591,453.4755746169335,-6.0297848280057895,624.4866069963258,0.9873430728912354,569.1528664768305,311.1922940706341,396.23112668645285,0.9705638885498048,583.3511118841888,-97.97767028301355,396.0824587878061,0.4345743954181671,760.8741836209348,341.42673438546035,232.19511201786912,0.8924746513366699,799.0116715293915,-93.45994018894592,260.8274085728511,0.20715174078941345,416.9692097656252,216.68616600329025,177.12257136379017,0.18266481161117554,444.1652976038634,12.091233578894133,228.95974863420798,0.7274405360221863,740.7744277991576,265.08347515578737,95.41579890855878,0.6681617498397827,864.4776912934352,-2.6437149179948944,199.40028171881474,0.6413941383361816,346.2060853940271,282.06612731356654,-687.982841298284,0.006500154733657837,644.7170424893359,-25.56626680614121,-356.69353663480507,0.01578354835510254,1763.136659545839,1235.303724978864,5.53331909167767,359.61336181664467,1419.0194873003961,865.7633190916777,7.223340454161165,268.61,1434.3994873003962,866.1433190916777,7.246638183355341,268.61,1760.8566595458385,789.276061396301,8.54331909167767,180.37,1760.92,1056.166146846235,7.273297729194176,179.85,1760.88,1071.5561468462352,7.236723633289317,179.85,1448.579487300396,866.4833190916777,7.2,268.61,1463.539487300396,866.846659545839,7.226680908322329,268.61,2682.1937036163804,695.976189571202,8.593319091677671,142.36,2674.2502349873184,709.326104121268,8.64336181664466,157.26,1583.82272094214,869.7733190916775,8.53,268.61,2654.4501495373847,766.8026995796564,9.11336181664466,166.91,2646.0800640874504,809.3960400338175,8.953297729194176,173.91,1688.3259973088507,872.2533190916777,9.423297729194177,268.68,1759.84,1469.0961254837516,7.480064087450483,179.85,1759.8,1484.2794659379126,7.529957275033013,179.85,2222.230598149538,873.5533404541611,8.436616820871848,89.83,1963.9093164005285,875.5366595458388,9.563340454161166,269.55,2338.206232296169,877.19,6.1366809083223295,269.83,2352.042891842008,877.23,6.209914550066022,269.83,1759.2233404541614,1530.6692950380448,9.846659545838834,179.28,2365.162891842008,877.27,6.126702270805824,269.83,2378.986232296169,877.31,6.1566168208718475,269.83,2a,19,1568810250
26019,26019,809.7669288750758,1568811106.012196,809.7669288750758,,,537.7913756212482,136.99387554697097,749.7131811954273,0.9994142055511476,508.2551176960005,167.54014931649897,779.3199171777278,0.9867571592330932,532.5413543655918,110.96005889942171,787.430652788018,0.9977085590362548,462.85146289146894,205.7448361722332,763.6381680760283,0.8288537263870239,478.11873074199633,67.78957143295779,786.2791988617092,0.9764628410339355,465.6495952931845,248.7804445539895,615.6647990327771,0.7287164330482483,447.40793884568006,-12.413412400096204,620.4680986383142,0.9741430282592772,565.6158104321038,311.74825882676464,392.47843149452086,0.974527895450592,575.1635471723819,-100.08633261880478,401.58136734424164,0.040055662393569946,776.5832171474701,337.6004731698837,236.89524900892545,0.8376336097717285,811.5341148344792,-97.45572182206223,264.86052567015975,0.498577356338501,431.5813693073631,219.2680726948964,186.4682415485006,0.14030036330223086,435.6220550064067,11.477024042477762,232.5467201978421,0.741603672504425,713.3514693937631,268.5454823378663,89.13417461444485,0.6799966096878052,871.8467629726995,4.0741796852141965,201.65510797657643,0.6303532719612122,335.9887432632554,287.6927735303322,-697.4667661178961,0.004198610782623291,623.8898840423512,-44.21152860863364,-382.38581967624725,0.016357481479644775,1763.1333071124923,1235.4881088129175,5.526614224984816,359.62677155003036,1418.7781120994534,865.7566142249848,7.226692887507593,268.61,1434.1581120994533,866.1366142249848,7.233228449969633,268.61,1760.8533071124923,788.9911045618545,8.536614224984815,180.37,1760.92,1055.921419211946,7.25653556246204,179.85,1760.88,1071.3114192119458,7.263543100060736,179.85,1448.3381120994534,866.4766142249847,7.2,268.61,1463.2981120994534,866.8433071124924,7.233385775015184,268.61,2682.3680301503946,695.7515765369915,8.586614224984816,142.36,2674.3608652877506,709.0612618869002,8.656771550030369,157.26,1583.534411674347,869.7666142249848,8.53,268.61,2654.52055063766,766.5043330118242,9.126771550030368,166.91,2646.110235987568,809.1010258993318,8.936535562462039,173.91,1688.0108685742864,872.2466142249848,9.40653556246204,268.68,1759.84,1468.841340549423,7.510235987568327,179.85,1759.8,1484.0280334369306,7.509842674954448,179.85,2222.512202550637,873.5566928875077,8.413149787446857,89.83,1963.5874827992711,875.5333071124924,9.56669288750759,269.55,2338.001733862037,877.19,6.143385775015184,269.83,2351.835040974529,877.23,6.169685349908894,269.83,1759.2266928875076,1530.3374041367483,9.84330711249241,179.28,2364.9550409745293,877.27,6.1434644375379595,269.83,2378.781733862037,877.31,6.133149787446857,269.83,2a,19,1568810250
26020,26020,809.8,1568811106.0453038,809.8,-98.1911410187501,,547.475078175586,143.2050767741428,750.4389058987973,0.9994701147079468,518.2430385043094,174.0205150600756,778.3857314375373,0.9877747893333436,541.3364401708443,116.2033306628958,789.8141821346048,0.9951154589653016,475.20702417678217,208.00398596511315,770.0347614254867,0.33665964007377625,480.4877380839795,67.47312290856401,781.7652091237413,0.8865947723388672,463.74911545992796,256.05401851117284,609.5189558424195,0.9848478436470032,462.3857409130252,-8.69342894917445,627.9119631615313,0.9762229919433594,566.0658560077677,312.99315189024475,390.8967854835244,0.971653163433075,578.1917974343485,-98.89660774173628,409.38534429812375,0.04975166916847229,765.6653889372,339.0078123101638,226.0224103981472,0.8546335697174072,810.6473517427053,-97.56388090315771,267.4811914776094,0.5414160490036011,442.6727904370384,218.0738546561033,196.05122771996312,0.09525200724601746,433.4167426608455,6.58742355173048,224.01219532197558,0.4598441421985626,718.0900308999887,264.46051288292165,96.37180114849801,0.6029866337776184,872.2558099885847,3.0443417074168275,197.50787125588903,0.582710862159729,311.74943777500755,296.2076224481558,-725.1328854443103,0.004716247320175171,616.5391993553092,-32.830214564195515,-389.5471909718949,0.011722534894943236,1763.13,1235.67,5.52,359.64,1418.54,865.75,7.23,268.61,1433.92,866.13,7.22,268.61,1760.85,788.71,8.53,180.37,1760.92,1055.68,7.24,179.85,1760.88,1071.07,7.29,179.85,1448.1,866.47,7.2,268.61,1463.06,866.84,7.24,268.61,2682.54,695.53,8.58,142.36,2674.47,708.8,8.67,157.26,1583.25,869.76,8.53,268.61,2654.59,766.21,9.14,166.91,2646.14,808.81,8.92,173.91,1687.7,872.24,9.39,268.68,1759.84,1468.59,7.54,179.85,1759.8,1483.78,7.49,179.85,2222.79,873.56,8.39,89.83,1963.27,875.53,9.57,269.55,2337.8,877.19,6.15,269.83,2351.63,877.23,6.13,269.83,1759.23,1530.01,9.84,179.28,2364.75,877.27,6.16,269.83,2378.58,877.31,6.11,269.83,2a,19,1568810250
26021,26021,809.8336317704651,1568811106.0789964,809.8336317704651,-78.81938315728223,,541.9366734045625,153.2566757719746,744.0356728230873,0.9990466833114624,515.861739081317,180.76711592033303,776.0886942204486,0.9931656122207642,537.6056192829975,124.6298819005875,790.1617502782492,0.9756779670715332,500.0953794428738,211.86404120642914,779.0487288636117,0.3429229259490967,489.0748798169322,73.80226600303557,785.1707160240701,0.9399653673171996,458.50950245171333,260.32242403876893,606.8157916038989,0.9878581762313844,462.6496525520033,-1.3040433013680144,629.9792005103056,0.9828488826751708,569.4195912240249,312.62630607518406,394.4349535216688,0.9700454473495485,585.8722948916351,-97.53995744715418,402.7798916334018,0.5281462073326111,774.3420789270067,340.01600358184305,232.11903748577163,0.8351356983184814,798.4804504467894,-92.25761006251408,261.58461047423026,0.1978922188282013,446.47332503567344,219.00519222483302,201.35740428751663,0.04806527495384216,436.38491711003417,6.818721053028798,226.5764171923217,0.6600948572158813,705.2980415771443,262.16996762378204,115.46248028472306,0.7694225311279297,869.5314998545323,-4.387549057112112,198.56280846679985,0.5729665160179138,404.1174640469898,262.9051661622977,-579.2154943874898,0.006715089082717896,601.5225757782548,-38.27969681652654,-414.04881726898964,0.02751860022544861,1763.13,1235.8549747375582,5.513273645906971,359.61645776067434,1418.2944880756045,865.7466368229535,7.236726354093029,268.61,1433.677851252651,866.1232736459068,7.209910468860457,268.61,1760.85,788.4207667739997,8.536726354093027,180.37,1760.92,1055.4412144296975,7.2198209377209155,179.85,1760.88,1070.8278512526508,7.253005052488343,179.85,1447.857851252651,866.4666368229535,7.189910468860457,268.61,1462.8144880756045,866.833273645907,7.2366368229534865,268.61,2682.7148852064192,695.3013039608369,8.600179062279086,142.36,2674.580984842535,708.5343090133254,8.643094583627889,157.26,1582.9641299510465,869.7532736459068,8.526636822953485,268.61,2654.65726354093,765.9140404199068,9.106368229534857,166.91,2646.173631770465,808.5140404199068,8.923363177046513,173.91,1687.3872245346745,872.2332736459068,9.363094583627888,268.68,1759.8433631770465,1468.3411248985578,7.5097314065813725,179.85,1759.8033631770465,1483.5277617215115,7.520268593418628,179.85,2223.0758700489537,873.56,8.413542239325599,89.83,1962.9504981805808,875.53,9.566636822953486,269.55,2337.5914830231163,877.19,6.163452708186058,269.83,2351.424846200163,877.23,6.126636822953486,269.83,1759.236726354093,1529.6804086494415,9.836636822953484,179.28,2364.541483023116,877.27,6.1667263540930275,269.83,2378.374846200163,877.31,6.116726354093029,269.83,2a,19,1568810250
