,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.12_x,Q_in-J_out.12_y,Q_in-J_out.12_speed,Q_in-J_out.12_angle,H_in-K_out.12_x,H_in-K_out.12_y,H_in-K_out.12_speed,H_in-K_out.12_angle,Q_in-J_out.13_x,Q_in-J_out.13_y,Q_in-J_out.13_speed,Q_in-J_out.13_angle,H_in-K_out.13_x,H_in-K_out.13_y,H_in-K_out.13_speed,H_in-K_out.13_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,H_in-K_out.14_x,H_in-K_out.14_y,H_in-K_out.14_speed,H_in-K_out.14_angle,K_in-H_out.7_x,K_in-H_out.7_y,K_in-H_out.7_speed,K_in-H_out.7_angle,H_in-K_out.15_x,H_in-K_out.15_y,H_in-K_out.15_speed,H_in-K_out.15_angle,H_in-K_out.16_x,H_in-K_out.16_y,H_in-K_out.16_speed,H_in-K_out.16_angle,H_in-K_out.17_x,H_in-K_out.17_y,H_in-K_out.17_speed,H_in-K_out.17_angle,H_in-K_out.18_x,H_in-K_out.18_y,H_in-K_out.18_speed,H_in-K_out.18_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,H_in-K_out.20_x,H_in-K_out.20_y,H_in-K_out.20_speed,H_in-K_out.20_angle,Q_in-J_out.15_x,Q_in-J_out.15_y,Q_in-J_out.15_speed,Q_in-J_out.15_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,H_in-K_out.22_x,H_in-K_out.22_y,H_in-K_out.22_speed,H_in-K_out.22_angle,K_in-H_out.8_x,K_in-H_out.8_y,K_in-H_out.8_speed,K_in-H_out.8_angle,Q_in-J_out.16_x,Q_in-J_out.16_y,Q_in-J_out.16_speed,Q_in-J_out.16_angle,Q_in-J_out.17_x,Q_in-J_out.17_y,Q_in-J_out.17_speed,Q_in-J_out.17_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,K_in-H_out.9_x,K_in-H_out.9_y,K_in-H_out.9_speed,K_in-H_out.9_angle,H_in-K_out.24_x,H_in-K_out.24_y,H_in-K_out.24_speed,H_in-K_out.24_angle,scenario,participant_id,source_file
30260,30260,948.0665096357718,1568968414.8068285,948.0665096357718,-80.59426979237175,676.0168846702901,-6.268956471267384,585.7480435819136,0.9942799806594848,675.9589419385628,23.380539677415577,628.4851597252703,0.9622583985328674,683.5540818414834,-33.31855952241129,628.8683103842865,0.9883483648300172,619.8622910530431,64.41959601441002,625.5221600135162,0.6163904666900635,651.8547514159919,-67.35442319445569,629.6388231282515,0.5447537302970886,558.1905843442073,114.24313651002613,506.8919953077397,0.4061627089977264,553.2580936148646,-119.79087806711149,520.8464719421663,0.467016339302063,665.8462817807482,230.78715245509903,323.1797980200838,0.9800323247909546,602.2027946776917,-230.30855809071656,320.88393603376653,0.023475348949432373,838.1560488959633,256.41110202237917,215.3430517151124,0.9158611297607422,746.1239166279444,-236.93797880337794,192.69145832301257,0.7615516781806946,417.30162980375593,105.26017314905094,144.35817342529052,0.08914801478385925,411.80784025273766,-91.30885726024765,186.262838859416,0.4598789513111114,564.5772058591871,176.26738955478268,-43.77470701189884,0.0580582320690155,613.1273391548622,-96.89078830003456,-28.903181929563516,0.28451216220855713,340.8076495316884,157.49721976504512,-562.9194706999184,0.014882951974868774,596.6737664999432,-112.82592800261921,-318.19534174292505,0.0644802451133728,1763.106650963577,1219.0189164868257,6.8733490364228205,0.5228308344697387,1760.42,722.1077815860202,7.0366038543087175,180.37,1499.8744325495975,867.7333490364229,6.96,268.61,1760.9833490364226,808.5579229138257,7.9332548178858975,180.37,1514.9644325495974,868.0966980728458,6.919858672194613,268.61,1761.08,823.6179229138257,7.95,180.37,1528.9410835131744,868.4366980728456,6.9301884370738485,268.61,2646.9032077086167,801.6678758045572,7.720047109268463,173.91,1632.1245267681345,870.9633490364229,7.6801884370738485,268.68,1646.6778758045573,871.2966980728456,7.74,268.68,1720.0182997879733,872.9866980728458,10.386556745040256,268.68,1736.7048565330135,873.3666980728458,9.726556745040256,268.68,1791.4144325495974,874.19,7.056745182114104,269.55,1805.55778158602,874.3,7.063349036422821,269.55,1760.16,1346.7112719502486,8.083160599348973,179.85,1901.1878758045573,875.05,7.703443254959746,269.55,1979.3778286952886,875.66,7.3932548178858974,269.55,2484.875237685523,874.31,9.03334903642282,89.83,1759.0466509635773,1544.9145267681345,7.663301927154357,179.28,1758.106650963577,1619.6046680959396,8.463443254959744,179.28,2328.434338331061,877.16,6.373301927154357,269.83,2171.4286338312145,873.41,8.72330192715436,89.83,2442.6511777317114,877.49,7.49,269.83,2a,23,1568967420
30261,30261,948.1,1568968414.8406086,948.1,,671.9072126328165,-1.9385424928991597,584.5782591227403,0.9929829239845276,676.4185276294545,28.029064861128678,628.5720851294527,0.9445708990097046,676.0337320840313,-29.33025854050928,625.2081135129098,0.9552910923957824,628.3459943745071,71.9374785120443,634.2779588790502,0.8527219295501709,657.8193313979264,-69.67684631995766,634.3645980871979,0.5290047526359558,555.1038028022135,121.99780191251415,508.2720534143588,0.8266891241073608,553.4873758040877,-116.76459027688644,522.1063093093636,0.418268233537674,665.1115741007062,241.8835035298868,332.60355023191994,0.7053266167640686,604.7627916620809,-225.78834038128326,325.884744360796,0.035252422094345086,831.6452106411749,255.3739893757642,212.11008860643653,0.8430812358856201,747.819377260755,-237.9690453007988,190.6193709231976,0.8664776682853699,390.8377414973629,119.77307119870243,153.22453687591744,0.13546288013458252,403.2485164191558,-82.81239856560147,175.10967889293602,0.08919894695281982,578.5267504851532,180.10571799266708,-22.38231531090864,0.2481357157230377,559.7343364612851,-86.23404003046694,-69.16124221004551,0.11513972282409668,604.7881932587277,142.17518293842545,-210.3575840874072,0.017392218112945557,580.4505628746863,-111.08467811841163,-321.04124063640097,0.0756254494190216,1763.11,1219.25,6.87,0.63,1760.42,721.87,7.05,180.37,1499.64,867.73,6.96,268.61,1760.98,808.29,7.95,180.37,1514.73,868.09,6.95,268.61,1761.08,823.35,7.95,180.37,1528.71,868.43,6.89,268.61,2646.93,801.41,7.71,173.91,1631.87,870.96,7.64,268.68,1646.42,871.29,7.74,268.68,1719.67,872.98,10.41,268.68,1736.38,873.36,9.75,268.68,1791.18,874.19,7.04,269.55,1805.32,874.3,7.06,269.55,1760.16,1346.44,8.12,179.85,1900.93,875.05,7.68,269.55,1979.13,875.66,7.41,269.55,2485.18,874.31,9.03,89.83,1759.05,1544.66,7.67,179.28,1758.11,1619.32,8.44,179.28,2328.22,877.16,6.38,269.83,2171.72,873.41,8.73,89.83,2442.4,877.49,7.49,269.83,2a,23,1568967420
30262,30262,948.133590573024,1568968414.874502,948.133590573024,,666.3087303357987,1.8314251904795924,578.426506973115,0.9911857843399048,676.1263040790208,31.627885462095946,629.66118483352,0.9163447618484496,671.9946349693188,-26.530420220578407,623.868823503318,0.9547519683837892,640.128189158784,76.48316250713117,642.8958141799286,0.782509446144104,653.3459407200636,-68.86378690212071,634.5887151499633,0.4698293507099152,562.2274327561087,124.43469932922736,512.8558608466003,0.7974249124526978,564.5891802838357,-102.67943369015195,518.1809598940577,0.5876259803771973,664.9792025475354,245.01653916630272,334.3874024374052,0.6725496649742126,605.8298568212191,-229.2000403026637,320.5195304125752,0.2573522925376892,821.2940345364377,256.23136297253086,205.50112865739925,0.8215261697769165,751.7037041655803,-234.7593041267312,191.82078996569874,0.5613281726837158,387.7751120845639,128.48679236808442,168.9327235221199,0.09797829389572144,380.7866140936881,-85.1368292311186,168.00324027109977,0.4218147993087769,610.3159616047335,183.6608007187689,18.510633302479874,0.4542314410209656,571.9814777285458,-86.61745418375804,-76.63611432338502,0.3933554589748383,727.5693523859848,138.8552769199328,-49.9641830235613,0.05881088972091675,559.5300711338974,-108.21025398091015,-393.58678476795137,0.07948946952819824,1763.1133590573022,1219.4817749538645,6.863281885395232,0.7274126617691247,1760.4166409426978,721.6348659888332,7.039922828092848,180.37,1499.4082250461356,867.7232818853952,6.943204713488082,268.61,1760.98,808.0246344731115,7.923127541580932,180.37,1514.4948659888332,868.0866409426976,6.966795286511919,268.61,1761.0766409426974,823.0846344731117,7.9399228280928495,180.37,1528.4782250461355,868.4266409426974,6.89,268.61,2646.9568724584187,801.1547116450188,7.6999228280928484,173.91,1631.6079935304142,870.9532818853952,7.6702315157214525,268.68,1646.164711645019,871.2832818853952,7.699691312371397,268.68,1719.3206580405524,872.9699228280928,10.39992282809285,268.68,1736.0541714416688,873.3532818853952,9.723127541580933,268.68,1790.9448659888333,874.1866409426976,7.029922828092848,269.55,1805.0848659888327,874.2966409426974,7.056640942697616,269.55,1760.16,1346.167916358507,8.096486598883315,179.85,1900.6713525877165,875.0466409426974,7.696795286511918,269.55,1978.878070702321,875.6566409426974,7.420077171907152,269.55,2485.4823151572145,874.3133590573024,9.026640942697616,89.83,1759.0533590573025,1544.4013525877165,7.67,179.28,1758.1133590573022,1619.0344801292974,8.463513401116685,179.28,2328.00837938995,877.16,6.346409426976164,269.83,2172.0155970426094,873.41,8.73,89.83,2442.151429759624,877.49,7.459768484278547,269.83,2a,23,1568967420
30263,30263,948.1664148616176,1568968414.907622,948.1664148616176,,673.3030644049203,9.15760015990216,580.6971949348682,0.9894287586212158,676.4870157801067,37.22675492063447,629.4460655957987,0.9903169870376588,682.2603989580016,-18.855638523047517,630.4930845560783,0.971827507019043,632.9686487683737,82.9486811299057,642.0883030145577,0.7315096259117126,649.1196812375106,-65.7995148386018,633.4446301798389,0.3616880774497986,563.865221523523,129.46894889257482,512.5447398276056,0.7762526869773865,566.9254730614133,-96.31853091730372,518.129659708276,0.6457103490829468,657.5597879770338,246.85516340928302,332.8348390870875,0.54157555103302,614.5406306821908,-230.79798490690442,323.3127166520548,0.2378479242324829,821.2711675165677,254.74539672341567,209.96669400137336,0.7969706058502197,754.9251716320675,-235.60974804326267,194.59177624847683,0.6220575571060181,404.31899982590966,128.77775783514412,192.23685803502468,0.06633344292640686,398.2330064852019,-84.89558094254812,185.7171878152169,0.3524742126464844,608.7578504098481,186.25373118848785,37.79958463095841,0.4936142563819885,514.9391704800482,-86.88058284221735,-121.120392143224,0.4863223135471344,784.2961930091997,139.533470889858,24.359828712583518,0.04943269491195679,494.6555822143019,-109.57444256160244,-478.0358864637877,0.2898920774459839,1763.1166414861616,1219.708262545161,6.856717027676494,0.8226030986908376,1760.4133585138386,721.4050959686772,7.030075541514742,180.37,1499.1817374548389,867.7167170276765,6.926792569191235,268.61,1760.98,807.7653225932214,7.896868110705976,180.37,1514.2650959686773,868.0833585138382,6.983207430808765,268.61,1761.0733585138382,822.8253225932215,7.930075541514741,180.37,1528.2517374548388,868.4233585138383,6.89,268.61,2646.9831318892943,800.9052470517067,7.690075541514741,173.91,1631.3519640793832,870.9467170276765,7.699773375455778,268.68,1645.915247051707,871.2767170276766,7.660302166058964,268.68,1718.9792854391778,872.9600755415147,10.390075541514742,268.68,1735.73577584231,873.3467170276765,9.696868110705976,268.68,1790.7150959686774,874.1833585138382,7.020075541514741,269.55,1804.8550959686768,874.2933585138381,7.053358513838247,269.55,1760.16,1345.902039620898,8.07350959686773,179.85,1900.418605565545,875.0433585138381,7.713207430808764,269.55,1978.6318885378687,875.6533585138382,7.429924458485258,269.55,2485.7777337545576,874.3166414861618,9.023358513838248,89.83,1759.0566414861614,1544.148605565545,7.67,179.28,1758.1166414861616,1618.7554736762509,8.486490403132269,179.28,2327.801586371809,877.16,6.31358513838247,269.83,2172.3044507822337,873.41,8.73,89.83,2441.9085300240304,877.49,7.430226624544223,269.83,2a,23,1568967420
30264,30264,948.2,1568968414.94151,948.2,-92.75565030574712,674.0179358250541,16.11127514090399,580.9297769314418,0.9884902834892272,680.2320981190212,39.90823937625574,630.5256080244505,0.9888886213302612,687.7420189969614,-14.959196038631664,629.877412302113,0.9906634092330932,649.3155307819168,79.40456311472175,648.1129740851069,0.7800229787826538,657.8169958947118,-62.881414678237476,638.815840832038,0.5796651244163513,567.8859640889524,132.51412038331569,514.7066321923683,0.7726482152938843,567.3409998635767,-93.94295706926628,518.380099255004,0.6894546747207642,660.9671502617947,240.77128825056423,319.04105434157725,0.9602015018463136,614.9020321386461,-231.86046400251263,322.8050373773663,0.2876149415969849,830.2167436882414,253.3059928568016,210.58024136719882,0.9278428554534912,755.5144067984911,-237.0002126138863,195.24974970276924,0.618011474609375,413.15827262617563,128.80991169831245,198.6097514042312,0.06823915243148804,391.52708185164215,-87.20971265096,185.35511249678717,0.3309609293937683,613.4631829724884,182.1139241942238,51.774482266057475,0.4306903183460236,491.5624580560429,-84.89594493845772,-98.40211541031746,0.31461483240127563,809.7656229499486,137.0958709194548,55.34170271761454,0.04423514008522034,465.4306780199504,-102.47180922150886,-483.1781444230757,0.02128291130065918,1763.12,1219.94,6.85,0.92,1760.41,721.17,7.02,180.37,1498.95,867.71,6.91,268.61,1760.98,807.5,7.87,180.37,1514.03,868.08,7.0,268.61,1761.07,822.56,7.92,180.37,1528.02,868.42,6.89,268.61,2647.01,800.65,7.68,173.91,1631.09,870.94,7.73,268.68,1645.66,871.27,7.62,268.68,1718.63,872.95,10.38,268.68,1735.41,873.34,9.67,268.68,1790.48,874.18,7.01,269.55,1804.62,874.29,7.05,269.55,1760.16,1345.63,8.05,179.85,1900.16,875.04,7.73,269.55,1978.38,875.65,7.44,269.55,2486.08,874.32,9.02,89.83,1759.06,1543.89,7.67,179.28,1758.12,1618.47,8.51,179.28,2327.59,877.16,6.28,269.83,2172.6,873.41,8.73,89.83,2441.66,877.49,7.4,269.83,2a,23,1568967420
30265,30265,948.2348552507457,1568968414.9765706,948.2348552507457,-98.55621304829687,683.7544406303767,15.513407202155669,588.9995002533226,0.9884257316589355,688.9323477306327,41.42196911468089,632.4742510916665,0.9910268783569336,691.2847967370476,-10.383216224721957,632.2774522894092,0.9759900569915771,656.9313676258623,79.88888539130066,643.2608564531365,0.4120167195796967,661.5543053891315,-57.899167862085726,640.5841751605235,0.62621009349823,560.2105759640776,141.21768854624506,517.6761668003285,0.9494838714599608,552.5592860392761,-97.3528421358267,528.7073189566033,0.9598680734634399,663.4449206613889,238.8066463315844,318.5231535415388,0.9548754692077636,592.9980374616232,-225.2248970061811,336.7593630549263,0.06082788109779357,834.6349309226462,253.72606389664244,211.47126231112114,0.9171545505523682,745.2641996012669,-239.59363990281884,189.83843343339507,0.7280003428459167,434.27974181574723,127.377271358343,212.0248615330473,0.1943506896495819,392.06852943688347,-89.69421622573485,190.22378542907364,0.2625756859779358,609.4674893093375,179.6816749902811,47.58622937521197,0.30855879187583923,459.8742525525812,-84.45975144145275,-105.73284232629796,0.274529367685318,808.9540949210586,134.9246159378031,54.21730218767986,0.025599777698516846,526.3778747511236,-95.47191763312021,-385.57607628011584,0.02538958191871643,1763.126971050149,1220.177015705069,6.856971050149088,0.9827394513417927,1760.41,720.9225277197072,7.026971050149088,180.37,1498.7094987698565,867.7030289498509,6.923942100298176,268.61,1760.9765144749256,807.224643519111,7.901369725670898,180.37,1513.7929842949306,868.0730289498509,6.961659224180014,268.61,1761.07,822.284643519111,7.92,180.37,1527.7760132447818,868.413028949851,6.9283407758199855,268.61,2647.0413697256713,800.3851000943347,7.69742762537272,173.91,1630.82161456926,870.9330289498511,7.736971050149088,268.68,1645.3881290441855,871.2665144749254,7.654855250745442,268.68,1718.270990917322,872.9430289498509,10.369543424776367,268.68,1735.071904067769,873.3330289498509,9.666514474925457,268.68,1790.2325277197076,874.18,7.0309131504472635,269.55,1804.3760132447821,874.29,7.03257237462728,269.55,1760.1634855250745,1345.3511579940366,8.056971050149091,179.85,1899.89161456926,875.0365144749254,7.71257237462728,269.55,1978.122071144484,875.65,7.426057899701824,269.55,2486.393697256709,874.32,9.026971050149088,89.83,1759.0634855250744,1543.6251000943348,7.642115799403647,179.28,1758.1234855250746,1618.1737303686637,8.499543424776366,179.28,2327.370411920304,877.16,6.28,269.83,2172.8997551564107,873.41,8.709086849552737,89.83,2441.398585619409,877.49,7.4383407758199835,269.83,2a,23,1568967420
30266,30266,948.266742750686,1568968415.008646,948.266742750686,-81.12253222932625,677.978006648978,17.361590249387532,585.6829591764597,0.9896148443222046,694.1905088875315,43.34933643911887,631.4445006767473,0.9929053783416748,696.2445117147116,-8.52928399200067,631.1948662521472,0.9811044931411744,660.4157368791392,83.7760302414532,649.2182387854817,0.8836488723754883,671.9970560764995,-55.729890591450946,644.6823091793067,0.6274623870849609,562.5241574566799,142.4253840924824,517.0339855491152,0.9442999362945556,552.27287701445,-96.97334981046349,527.6732221591848,0.9617008566856384,659.5232754887653,239.47655328477046,310.8216252803076,0.9499969482421876,608.4118758473995,-227.6919435942797,326.2150173906313,0.3325598537921905,834.7970948610982,254.04660119663959,212.13617083523314,0.8967353105545044,751.1156957738112,-238.92940603738884,191.4505648725554,0.5936760306358337,440.92108335544447,126.59326997490776,218.6353614412673,0.08085215091705322,388.30189411772005,-90.52426007825724,189.76421409167682,0.2576390504837036,610.9672555350114,172.8187156233666,49.07234534218827,0.34635746479034424,474.7084800244355,-84.87084780651881,-86.65024819981704,0.27389436960220337,593.3688705774532,119.88661400057005,-159.00014204101888,0.02652227878570557,507.49202632421225,-101.8257789504958,-417.27511947478143,0.009110093116760254,1763.1333485501373,1220.393850704666,6.863348550137233,1.0401369512350949,1760.41,720.6961264701282,7.033348550137233,180.37,1498.4894750202654,867.6966514498628,6.936697100274467,268.61,1760.9733257249313,806.9727322695793,7.9300684756175475,180.37,1513.5761492953338,868.0666514498628,6.926582974245219,268.61,1761.07,822.0327322695794,7.92,180.37,1527.552800745197,868.4066514498628,6.963417025754781,268.61,2647.070068475617,800.1427550947851,7.713371375343082,173.91,1630.5760808197165,870.9266514498628,7.743348550137233,268.68,1645.1394065446482,871.2633257249313,7.686742750686164,268.68,1717.9425496679323,872.9366514498628,10.359977174794151,268.68,1734.7625953183442,873.3266514498629,9.663325724931383,268.68,1790.0061264701285,874.18,7.050045650411699,269.55,1804.1528007451968,874.29,7.016628624656918,269.55,1760.1666742750688,1345.0960579945106,8.063348550137233,179.85,1899.6460808197169,875.0333257249314,7.696628624656918,269.55,1977.8861036449225,875.65,7.413302899725535,269.55,2486.680684756176,874.32,9.033348550137232,89.83,1759.0666742750684,1543.3827550947854,7.616605799451069,179.28,1758.1266742750684,1617.9026866191675,8.48997717479415,179.28,2327.169520670677,877.16,6.28,269.83,2173.173987655901,873.41,8.689954349588302,89.83,2441.1594293698536,877.49,7.473417025754781,269.83,2a,23,1568967420
30267,30267,948.3,1568968415.0420992,948.3,-80.26899883342617,678.9014686053172,19.53778658313577,582.7747361975496,0.9904673099517822,692.1477884045007,46.707768746258964,627.8193356478944,0.9937256574630736,697.5007230656668,-5.429495471424056,629.3622572151312,0.9788500070571899,666.2604431645207,85.48879063761251,646.2249457661012,0.8277544975280762,673.1724937653552,-53.573335234865205,643.1174876247021,0.6427862644195557,557.7562003419005,142.93861743905555,516.9207531292352,0.9343068599700928,552.0827322712928,-96.48392166268918,528.0234892777148,0.9624680280685424,645.9013404260609,236.80289808595177,305.66769020074315,0.9619503617286682,613.3525794907307,-228.9891850013301,322.8162361474567,0.30672216415405273,831.2908189988398,252.79858062898072,211.17465174094585,0.8865933418273926,748.7558006361653,-243.02149844921558,189.97300915569068,0.6083683371543884,443.15348632824913,120.12030165485045,212.26331143006286,0.17936459183692932,383.9292218748359,-92.55339132304212,185.21400593925964,0.2488792836666107,603.8888246892043,164.08390263285006,57.22044464406079,0.06225237250328064,474.6368904562826,-91.65875908806244,-79.9953676410356,0.2777250409126282,513.5501195461775,132.49525968079652,-249.9228042725565,0.010269492864608765,711.1824265706897,-72.02198254337979,-191.5957846563758,0.02037888765335083,1763.14,1220.62,6.87,1.1,1760.41,720.46,7.04,180.37,1498.26,867.69,6.95,268.61,1760.97,806.71,7.96,180.37,1513.35,868.06,6.89,268.61,1761.07,821.77,7.92,180.37,1527.32,868.4,7.0,268.61,2647.1,799.89,7.73,173.91,1630.32,870.92,7.75,268.68,1644.88,871.26,7.72,268.68,1717.6,872.93,10.35,268.68,1734.44,873.32,9.66,268.68,1789.77,874.18,7.07,269.55,1803.92,874.29,7.0,269.55,1760.17,1344.83,8.07,179.85,1899.39,875.03,7.68,269.55,1977.64,875.65,7.4,269.55,2486.98,874.32,9.04,89.83,1759.07,1543.13,7.59,179.28,1758.13,1617.62,8.48,179.28,2326.96,877.16,6.28,269.83,2173.46,873.41,8.67,89.83,2440.91,877.49,7.51,269.83,2a,23,1568967420
30268,30268,948.3355712477672,1568968415.077949,948.3355712477672,-80.11393381898195,675.0922965482523,21.42536623551495,579.9435273639658,0.98990660905838,689.3165905684152,49.12242155719269,624.6698894577626,0.9928741455078124,705.2046070447217,-2.6762356443489783,630.7591759532403,0.982443392276764,668.9859222492672,84.07360175683574,641.0722082623571,0.5640978813171387,659.9748603049203,-53.290948213410005,635.8660573259064,0.6871932148933411,560.0782788537281,141.20022151531285,510.5922743268296,0.8819296360015869,555.4323694998297,-95.04002938175155,520.6276600705241,0.939551830291748,655.4564518602513,233.94095168148132,315.4287325707335,0.965363383293152,615.1977759439064,-228.89255356387216,321.3402648566792,0.3167238831520081,833.3200111678868,250.3624898997517,214.29791793479237,0.8993418216705322,760.7571415191728,-242.0208863669019,197.64092001192853,0.6782892942428589,441.34523933814523,114.86846246692984,206.5681410228846,0.1636650264263153,379.0769620590236,-94.77353429642868,179.32112803244502,0.2917850613594055,592.0203467990658,152.105953161819,32.0145341622283,0.24815106391906736,473.9182426064102,-96.062664675928,-87.92713749343528,0.3459303081035614,513.9045068748208,139.9854701468887,-306.9566667981996,0.013501286506652832,578.0778667258778,-96.41241327763416,-309.6679459620053,0.04716783761978149,1763.1471142495536,1220.8654416095947,6.873557124776737,1.1248998734371696,1760.4064428752233,720.2110012656282,7.047114249553478,180.37,1498.014558390405,867.6864428752233,6.92510012656283,268.61,1760.97,806.4289871426378,7.938657251339568,180.37,1513.104558390405,868.0528857504463,6.89,268.61,1761.0664428752234,821.4854300178611,7.941342748660432,180.37,1527.074558390405,868.3928857504465,6.97510012656283,268.61,2647.128456998214,799.6161013921911,7.747785623883692,173.91,1630.0461013921908,870.9128857504463,7.717985877009354,268.68,1644.6061013921912,871.2528857504465,7.72,268.68,1717.233616147996,872.9228857504463,10.34644287522326,268.68,1734.0985160214332,873.3128857504465,9.667114249553476,268.68,1789.5174441408515,874.1764428752232,7.066442875223262,269.55,1803.667444140852,874.2864428752232,7.010671374330215,269.55,1760.17,1344.541872893084,8.066442875223263,179.85,1899.1161013921912,875.03,7.687114249553478,269.55,1977.3803298912985,875.6464428752232,7.382214376116308,269.55,2487.303698354683,874.32,9.050671374330213,89.83,1759.0735571247767,1542.8561013921912,7.61489987343717,179.28,1758.1371142495536,1617.321201518754,8.465771500893046,179.28,2326.735901139065,877.16,6.301342748660432,269.83,2173.7730269803533,873.4135571247767,8.709128372544122,89.83,2440.646772766521,877.4864428752232,7.4815430017860916,269.83,2a,23,1568967420
30269,30269,948.3684016417681,1568968415.1110365,948.3684016417681,-80.96927108855697,672.3309408587397,19.195347917873086,575.9679869280917,0.9859297275543212,686.1126180041831,47.74538918193871,619.5746755473684,0.9920146465301514,699.9353384868657,-4.673584075401365,625.2611541116273,0.9801871776580808,657.2792359185291,84.45995922148086,635.9440267960434,0.5458467602729797,650.4886552107325,-56.13853188479457,632.262144099757,0.6649475693702698,550.7706359979953,133.96545347137243,520.2033671659557,0.7754501104354858,555.8084072285756,-95.31094405328466,519.7518132247609,0.9402588009834292,654.3527768491383,234.96158711986027,330.54286560402124,0.7591722011566162,611.2703187491684,-231.40279137907424,319.02705125273553,0.2366105914115905,824.8943340785414,250.95216920040767,216.05435788154358,0.9421651363372804,756.7417139788014,-246.48281713238143,194.20731318925078,0.7707498073577881,422.55875169923706,122.98149534055605,198.06041130224145,0.12817013263702393,385.01115787011383,-97.98753685864963,182.62967566805983,0.2948464155197144,575.8458269413702,151.76050626674714,-30.767013589726762,0.4917941987514496,470.3705863892113,-101.86945702650956,-95.47835283795106,0.3801047205924988,557.3373154800216,140.7052315989249,-361.0326955967465,0.001514911651611328,725.7569942362187,-75.50131964128674,-161.83641972608518,0.03468930721282959,1763.1536803283536,1221.0919713281994,6.876840164176809,1.1478811492376626,1760.4031598358233,719.9811885076234,7.053680328353617,180.37,1497.7880286718002,867.6831598358232,6.902118850762338,268.61,1760.97,806.1696270300322,7.918959014939147,180.37,1512.8780286718002,868.0463196716463,6.89,268.61,1761.0631598358234,821.2227868658553,7.961040985060854,180.37,1526.8480286718002,868.3863196716462,6.9521188507623375,268.61,2647.1547213134145,799.3633073583858,7.764200820884045,173.91,1629.7933073583856,870.9063196716463,7.688438522408719,268.68,1644.3533073583856,871.2463196716462,7.72,268.68,1716.8954630897886,872.9163196716463,10.343159835823188,268.68,1733.7833442390265,873.3063196716464,9.673680328353617,268.68,1789.2843483434463,874.1731598358232,7.063159835823192,269.55,1803.4343483434463,874.2831598358232,7.020520492530428,269.55,1760.17,1344.2759467016785,8.06315983582319,179.85,1898.8633073583856,875.03,7.693680328353617,269.55,1977.140668015093,875.6431598358232,7.365799179115955,269.55,2487.602454940089,874.32,9.060520492530427,89.83,1759.0768401641767,1542.6033073583856,7.637881149237662,179.28,1758.1436803283536,1617.045426209148,8.452639343292763,179.28,2326.529069656861,877.16,6.321040985060852,269.83,2174.0619344475595,873.4168401641767,8.745241805944897,89.83,2440.403827850916,877.4831598358232,7.455278686585528,269.83,2a,23,1568967420
