,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.13_x,Q_in-J_out.13_y,Q_in-J_out.13_speed,Q_in-J_out.13_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,H_in-K_out.20_x,H_in-K_out.20_y,H_in-K_out.20_speed,H_in-K_out.20_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,Q_in-J_out.15_x,Q_in-J_out.15_y,Q_in-J_out.15_speed,Q_in-J_out.15_angle,K_in-H_out.18_x,K_in-H_out.18_y,K_in-H_out.18_speed,K_in-H_out.18_angle,K_in-H_out.19_x,K_in-H_out.19_y,K_in-H_out.19_speed,K_in-H_out.19_angle,K_in-H_out.20_x,K_in-H_out.20_y,K_in-H_out.20_speed,K_in-H_out.20_angle,H_in-K_out.22_x,H_in-K_out.22_y,H_in-K_out.22_speed,H_in-K_out.22_angle,Q_in-J_out.16_x,Q_in-J_out.16_y,Q_in-J_out.16_speed,Q_in-J_out.16_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,H_in-K_out.24_x,H_in-K_out.24_y,H_in-K_out.24_speed,H_in-K_out.24_angle,Q_in-J_out.17_x,Q_in-J_out.17_y,Q_in-J_out.17_speed,Q_in-J_out.17_angle,Q_in-J_out.18_x,Q_in-J_out.18_y,Q_in-J_out.18_speed,Q_in-J_out.18_angle,H_in-K_out.25_x,H_in-K_out.25_y,H_in-K_out.25_speed,H_in-K_out.25_angle,K_in-H_out.21_x,K_in-H_out.21_y,K_in-H_out.21_speed,K_in-H_out.21_angle,K_in-H_out.22_x,K_in-H_out.22_y,K_in-H_out.22_speed,K_in-H_out.22_angle,Q_in-J_out.19_x,Q_in-J_out.19_y,Q_in-J_out.19_speed,Q_in-J_out.19_angle,Q_in-J_out.20_x,Q_in-J_out.20_y,Q_in-J_out.20_speed,Q_in-J_out.20_angle,K_in-H_out.23_x,K_in-H_out.23_y,K_in-H_out.23_speed,K_in-H_out.23_angle,Q_in-J_out.21_x,Q_in-J_out.21_y,Q_in-J_out.21_speed,Q_in-J_out.21_angle,K_in-H_out.24_x,K_in-H_out.24_y,K_in-H_out.24_speed,K_in-H_out.24_angle,scenario,participant_id,source_file
34339,34339,1078.2,1568815793.141191,1078.2,-92.91153638858921,554.2056366326408,74.41496151516631,622.1704137786112,0.9981529712677002,545.0930028551967,98.85971591968412,660.3389729671503,0.9971103668212892,556.0766737928691,41.433835405095074,659.6948343155075,0.9928963780403136,520.970881982908,139.62862875710786,679.2425383076834,0.5533783435821533,528.6005738082239,-3.2208175568175994,662.2091848962136,0.4323244094848633,461.27337166602996,164.61547528614403,532.3777385729059,0.9725583791732788,483.641745899278,-18.066514150570352,545.8494005280811,0.9432334303855896,579.864016253572,244.30147685427897,378.5918385671565,0.9643646478652954,557.826865389503,-87.95669648640221,391.9900437275176,0.2643713057041168,759.1472575661719,308.6451110542311,280.56488773134805,0.07235735654830933,762.5134641706132,-184.78342347806918,270.92161984418317,0.08956599235534668,395.8563076654278,140.36111728384978,189.5553852438506,0.1117696762084961,419.53020714786857,-7.878453090326202,209.0130419507553,0.18670225143432612,606.0839439549751,128.8546993952605,20.30383271020898,0.7131278514862059,508.7057308879644,-49.02752319077845,-60.15635369249543,0.31919389963150024,559.7035157377934,157.3390310239433,-353.86196426062776,0.0442078709602356,650.5682359953167,-71.41538742287379,-306.0838368945615,0.008170217275619507,1763.19,1282.64,4.53,358.28,1760.41,720.49,7.62,180.37,1398.33,797.85,8.52,181.84,1399.45,832.94,7.2,181.84,1760.51,736.26,7.68,180.37,1448.14,866.47,7.03,268.61,1760.65,1157.07,6.81,179.85,2667.56,725.29,7.93,157.26,2661.55,739.63,7.93,157.26,2657.5,753.7,7.95,166.91,1462.86,866.83,6.95,268.61,1760.62,1170.67,6.84,179.85,1476.91,867.17,6.93,268.61,1648.56,871.34,8.31,268.68,1760.34,1276.49,7.45,179.85,1760.27,1303.55,7.38,179.85,1671.28,871.86,8.34,268.68,2650.03,785.83,9.08,166.91,2640.27,858.25,8.77,168.75,1760.24,1317.71,7.3,179.85,1759.48,1509.99,7.17,179.28,2396.77,874.06,8.08,89.83,1759.31,1524.0,7.18,179.28,2369.73,873.98,9.52,89.83,2a,20,1568814665
34340,34340,1078.2330016654669,1568815793.1743085,1078.2330016654669,-101.42509413640371,556.3237346510126,72.42874097091041,628.1540140769414,0.9981893301010132,543.497178966906,96.81379924187449,662.1248854619762,0.9968156814575196,555.610055901386,39.426616231209024,660.0190465262108,0.991804301738739,541.862869459513,137.02635047940632,692.1640790531966,0.619236171245575,524.6423834796828,-5.58210613846324,661.685411351423,0.4140187501907349,458.9454196402993,168.63059587365316,527.8625713285811,0.9007911682128906,488.2850360441307,-18.266096498290786,545.4420116565361,0.8070516586303711,574.316858813893,243.10999289944297,375.5813301254357,0.9675667285919192,552.0409432024471,-87.63740005623045,392.0401288965247,0.2677715420722961,779.9443460773625,294.1029960588721,277.2210964246294,0.4640563726425171,772.4782245445032,-181.25453311258158,280.79777894106894,0.11943012475967407,393.97499715811415,142.35586855028774,155.33569009342122,0.04874342679977417,414.171421691941,-9.066764579632247,200.2375166770524,0.1158873438835144,644.3350986378675,144.07528376818476,30.954467772292592,0.6233706474304199,535.7647887763279,-49.62342669665964,-46.1709964676123,0.3811340928077698,564.0570876321973,168.9881500441514,-383.20784613490486,0.03503584861755371,485.1580880706823,-101.11307635525412,-473.3687796699707,0.0053753554821014396,1763.1833996669068,1282.788507494601,4.526699833453313,358.15129350467924,1760.4066998334533,720.2391873424519,7.623300166546687,180.37,1398.3200995003601,797.566185676985,8.539800999280112,181.84,1399.4433996669068,832.7023880086386,7.196699833453313,181.84,1760.51,736.0058871759053,7.676699833453313,180.37,1447.9122885082788,866.4666998334534,7.0134991672665725,268.61,1760.6533001665466,1156.8455886748254,6.8033996669066275,179.85,2667.662305162947,725.0490878420918,7.923399666906628,157.26,2661.6523051629474,739.3923880086386,7.920099500359943,157.26,2657.55940299784,753.4458871759053,7.920298501079829,166.91,1462.6256881751856,866.8233996669068,6.979701498920171,268.61,1760.62,1170.4455886748253,6.830099500359943,179.85,1476.6822885082788,867.1666998334532,6.946500832733427,268.61,1648.286086176625,871.3333996669065,8.303399666906627,268.68,1760.3433001665467,1276.2424875089987,7.446699833453313,179.85,1760.2733001665467,1303.3057876755452,7.376699833453313,179.85,1671.006086176625,871.8566998334534,8.326799333813257,268.68,2650.0960033309343,785.5395853438916,9.076699833453317,166.91,2640.322802664747,857.9694858435317,8.77,169.00081265754812,1760.24,1317.4657876755452,7.333001665466857,179.85,1759.4833001665465,1509.7556881751852,7.130398001439771,179.28,2397.0373134902816,874.06,8.08,89.83,1759.3133001665467,1523.7623880086387,7.1733996669066284,179.28,2370.043515821935,873.98,9.500199000719883,89.83,2a,20,1568814665
34341,34341,1078.266342126333,1568815793.207766,1078.266342126333,-90.64663308247715,555.4815740427114,68.17541440031958,630.3292654629116,0.9975702166557312,554.2022872777742,92.74679022680384,669.815810116748,0.9901998043060304,557.7088650121564,36.79075638442605,664.0220240808602,0.9914119243621826,533.1056281955666,134.8237416246634,688.1862400975817,0.5853371024131775,529.0300395635147,-6.713793956643642,664.5246067284312,0.40032535791397095,443.95385524220006,181.1787257944769,521.9129788258151,0.9535256624221802,479.3228286437434,-16.683106356329393,544.1118255934858,0.9321941137313844,580.7731002049837,243.30827933167703,386.9112670375389,0.7614959478378296,550.6826372098956,-88.07989729653359,390.81756207828215,0.2401496171951294,784.7618935455691,291.84578671511247,277.33044220308466,0.3403782248497009,771.3920251273809,-186.46267750531769,273.4664578089384,0.08014354109764099,387.3376385898191,132.9338965730889,179.53254296121483,0.8482394218444824,412.63161963909903,-9.83301656463928,195.22232498995828,0.13342499732971191,589.7444915285391,141.76864136207425,-13.090796206992508,0.20434266328811648,556.1603242927197,-55.684098002379805,-24.21796864190071,0.022455930709838867,561.8431885253947,167.24856365912584,-388.5485116660719,0.050355881452560425,441.76022866244926,-124.52615919097376,-555.4590203302694,0.0038273632526397705,1763.1767315747336,1282.9385395684988,4.523365787366696,358.0212657073011,1760.4033657873667,719.9857998398687,7.626634212633303,180.37,1398.3100973621,797.279457713536,8.559805275799826,181.84,1399.4367315747336,832.462336690402,7.193365787366696,181.84,1760.51,735.7491656272356,7.673365787366697,180.37,1447.682239328302,866.4633657873668,6.996828936833477,268.61,1760.6566342126334,1156.6188735409353,6.796731574733392,179.85,2667.7656605916322,724.8057024777687,7.916731574733392,157.26,2661.7556605916325,739.1523366904021,7.910097362100087,157.26,2657.6194158273997,753.1891656272355,7.890292086300263,166.91,1462.3889709030357,866.8167315747335,7.0097079136997404,268.61,1760.62,1170.2188735409354,6.820097362100086,179.85,1476.452239328302,867.1633657873666,6.963171063166523,268.61,1648.0093603514358,871.3267315747335,8.296731574733393,268.68,1760.3466342126333,1275.9924340525022,7.443365787366696,179.85,1760.2766342126333,1303.0590682651355,7.373365787366697,179.85,1670.7293603514358,871.8533657873668,8.313463149466783,268.68,2650.162684252666,785.2461892882692,9.073365787366695,166.91,2640.376147402133,857.6860919261692,8.77,169.25420016013112,1760.24,1317.2190682651355,7.366342126333044,179.85,1759.4866342126334,1509.5189709030353,7.090389448400347,179.28,2397.3073712232977,874.06,8.08,89.83,1759.3166342126333,1523.522336690402,7.166731574733392,179.28,2370.360250200164,873.98,9.480194724200176,89.83,2a,20,1568814665
34342,34342,1078.3,1568815793.241542,1078.3,-93.16299730420783,552.8575301477518,58.00048451044297,625.1754526412404,0.9975352883338928,546.8970114565157,86.50937563211593,667.3143028109905,0.995071291923523,553.1702081420373,28.020674795272413,665.0420089369622,0.9903885126113892,535.8193686629756,131.872298615414,691.3268984225829,0.7107102870941162,529.7700607090269,-11.108700056974904,666.3468115129267,0.35365843772888184,454.05151659041087,181.48649498266576,521.5611370799679,0.9285545945167542,482.18462008596197,-23.28345783060353,546.7958779221888,0.9261449575424194,584.1470242549331,244.67626376528338,388.51335598888085,0.7107068300247192,550.7182861765152,-89.55538814046352,386.01452742069284,0.21271991729736328,777.2695177313476,296.87578913255504,272.09553263694113,0.17190870642662048,773.5844124544536,-188.2304697739513,270.1857216479386,0.06592875719070435,362.87905036924593,135.44280296902508,162.30367685884502,0.8807051181793213,415.3124316221173,-9.378459611878913,215.2694149079616,0.3231954872608185,570.505107766868,141.31509738898689,-40.36606432904429,0.4246380925178528,547.3201618898372,-66.47141947919671,19.75474712592788,0.01214665174484253,553.0530939956553,166.0475236896477,-396.56802611222196,0.12635144591331482,657.9667412457668,-71.42270056734624,-254.7309956009771,0.010562896728515623,1763.17,1283.09,4.52,357.89,1760.4,719.73,7.63,180.37,1398.3,796.99,8.58,181.84,1399.43,832.22,7.19,181.84,1760.51,735.49,7.67,180.37,1447.45,866.46,6.98,268.61,1760.66,1156.39,6.79,179.85,2667.87,724.56,7.91,157.26,2661.86,738.91,7.9,157.26,2657.68,752.93,7.86,166.91,1462.15,866.81,7.04,268.61,1760.62,1169.99,6.81,179.85,1476.22,867.16,6.98,268.61,1647.73,871.32,8.29,268.68,1760.35,1275.74,7.44,179.85,1760.28,1302.81,7.37,179.85,1670.45,871.85,8.3,268.68,2650.23,784.95,9.07,166.91,2640.43,857.4,8.77,169.51,1760.24,1316.97,7.4,179.85,1759.49,1509.28,7.05,179.28,2397.58,874.06,8.08,89.83,1759.32,1523.28,7.16,179.28,2370.68,873.98,9.46,89.83,2a,20,1568814665
34343,34343,1078.3334332000463,1568815793.2752516,1078.3334332000463,-94.67615978059072,548.6787999996586,53.81591520281297,624.4026106915278,0.9977781772613524,545.8924672081422,84.11584742210025,668.1918093287812,0.9960646629333496,548.1392280128437,23.62009348608209,664.0165433492383,0.9942638874053956,530.0769075043193,127.46094493806321,690.2210242058799,0.7402539253234863,534.4224644581701,-12.444668222917045,671.4709580989012,0.3251843154430389,458.34497734514605,177.5664191322559,526.9406368495809,0.9550126194953918,480.8575732791746,-26.93718375823381,549.983981882203,0.8018655776977539,578.4286860185221,246.8623970374123,386.14708298510635,0.7913186550140381,576.3962087905022,-101.05603529780632,401.450739228416,0.7786753177642822,776.7813809020674,300.05617811401993,270.50789856385,0.2573632299900055,782.5646767746454,-184.45545597968498,269.4419880345199,0.07400044798851013,390.53334976514685,136.18339262632378,146.64039008193873,0.0634424090385437,434.4479595159009,-21.00044829274772,187.19232968449447,0.3524313569068909,518.7508964253707,152.2279521919866,-79.41687829621452,0.6722671985626221,589.3320543507987,-62.17072681732064,23.69589223457399,0.470210999250412,532.1594474768747,165.55399008928785,-418.4641407858706,0.1760672628879547,506.08044682833764,-100.35755042628249,-427.8270619673299,0.005301445722579956,1763.1599700399859,1283.2404494002085,4.513313359990733,357.7295206397776,1760.4,719.4725643596432,7.646716600023163,180.37,1398.289970039986,796.7058177996063,8.553253439962937,181.84,1399.4233133599907,831.9792809596664,7.183313359990734,181.84,1760.506656679995,735.2359076796479,7.636566799953671,180.37,1447.212624279671,866.4533133599907,6.990029960013898,268.61,1760.66,1156.1659975596895,6.773283399976837,179.85,2667.970299600139,724.3192809596665,7.906656679995367,157.26,2661.960299600139,738.6659376396617,7.906686640009267,157.26,2657.7368364400786,752.6759076796477,7.883403240032432,166.91,1461.9159675996757,866.8066566799953,7.023283399976837,268.61,1760.62,1169.7593109196805,6.816686640009266,179.85,1475.982624279671,867.1533133599906,7.000059920027798,268.61,1647.4558477596204,871.3133133599907,8.286656679995366,268.68,1760.35,1275.495937639662,7.423283399976835,179.85,1760.28,1302.5625943196574,7.373343320004633,179.85,1670.1725044396155,871.8433133599907,8.286626719981468,268.68,2650.300209720097,784.659131159597,9.049940079972203,166.91,2640.483493120074,857.1091311595968,8.79340324003243,169.51,1760.24,1316.7225943196572,7.403343320004632,179.85,1759.493343320005,1509.0459675996756,7.060029960013899,179.28,2397.8474656003705,874.06,8.073313359990735,89.83,1759.3233433200046,1523.0459675996756,7.116536839939772,179.28,2370.99761540044,873.9833433200047,9.476716600023163,89.83,2a,20,1568814665
34344,34344,1078.366373845168,1568815793.3084645,1078.366373845168,-91.52662962769571,558.8104804292285,49.14744844185318,630.7925329709121,0.9973184466362,553.4063165468116,78.71726275663195,671.9461927250356,0.9969197511672974,555.4782401216771,19.194166220050324,667.4998870457816,0.9947936534881592,521.4398784199012,124.87752029978022,688.3607207933193,0.7554767727851868,544.637523713437,-10.304901282997374,678.3682878634534,0.6629524230957031,451.1871895696299,172.44045077971782,532.7252545438265,0.3087790906429291,482.1902695506397,-28.14463166053241,547.5346781913308,0.8581134676933289,549.9370436732601,242.86442315542752,375.87253094121974,0.39195865392684937,571.3128654042383,-97.01477282940522,403.24920133580076,0.5774226188659668,771.1650311479742,305.18339521548745,264.6941183518252,0.05884841084480285,797.9136546027686,-180.09888764937187,274.8737902939495,0.10095787048339844,393.9624882824645,133.9959473207368,123.81733558268084,0.022799670696258545,413.2427546000832,-22.74932902674794,231.1852695362696,0.9393323659896852,499.1502436398405,143.46379864104142,-90.08624041991678,0.1917580366134644,577.7161755504831,-49.930530525155106,59.16750035413486,0.446807861328125,513.9509954647668,169.06916795764062,-449.987892516584,0.18036869168281555,686.5734531855368,-60.842183331901204,-196.72333745950058,0.006995797157287598,1763.1500878464497,1283.3886823032558,4.506725230966404,357.5714055431937,1760.4,719.2189213922065,7.663186922583991,180.37,1398.2800878464495,796.4258223160722,8.526900923865615,181.84,1399.4167252309664,831.7421083147907,7.176725230966404,181.84,1760.5033626154834,734.9855587767232,7.603626154832018,180.37,1446.9787456993076,866.4467252309663,6.999912153550395,268.61,1760.66,1155.9452952373745,6.756813077416009,179.85,2668.069121535504,724.0821083147905,7.903362615483202,157.26,2662.0591215355043,738.4254709302737,7.913274769033596,157.26,2657.792835536785,752.4255587767232,7.906461691617587,166.91,1461.6853830838245,866.8033626154831,7.006813077416009,268.61,1760.62,1169.532020468341,6.823274769033596,179.85,1475.7487456993076,867.1467252309664,7.01982430710079,268.61,1647.1857344696225,871.3067252309663,8.2833626154832,268.68,1760.35,1275.2554709302738,7.4068130774160075,179.85,1760.28,1302.318833545757,7.3766373845167985,179.85,1669.8990970851055,871.8367252309663,8.273450461932809,268.68,2650.3693850748527,784.3725475470386,9.03017569289921,166.91,2640.536198152269,856.8225475470385,8.816461691617588,169.51,1760.24,1316.478833545757,7.406637384516798,179.85,1759.4966373845166,1508.815383083824,7.069912153550395,179.28,2398.110990761344,874.06,8.066725230966401,89.83,1759.3266373845165,1522.815383083824,7.073714001281624,179.28,2371.310551529096,873.9866373845167,9.493186922583993,89.83,2a,20,1568814665
34345,34345,1078.4,1568815793.3423686,1078.4,-93.95919413194122,550.8848987568387,44.675607047752116,629.2396210430404,0.9974851608276368,544.8329531842653,74.29132049224279,671.1616623140234,0.9979602098464966,548.3436865440976,15.646740982273894,663.9831235682327,0.9950147271156312,526.341439830904,122.07947964347723,692.6092530938852,0.7852038145065308,541.3468912795902,-13.6710635396539,677.8289601151132,0.6004307866096497,455.20359451376913,168.98520397589928,538.1572555788316,0.31347066164016724,479.77443818413866,-31.722144903851923,542.6106453196794,0.8594594001770021,574.3181412012253,244.2204000646678,387.5376808585575,0.9817850589752196,602.2160494962333,-103.99206081787209,405.19759166741824,0.902234435081482,775.946243254345,309.9067972845371,273.5516856825913,0.3801761567592621,789.2401639990574,-174.37293792566658,278.4046536167607,0.11222058534622192,396.5785373589235,137.4815727699023,111.43767091462584,0.03984794020652771,433.35720340852936,-19.00744890535004,227.8365373227556,0.7689419984817505,489.9749622644934,152.49512536096088,-96.07028139710519,0.6257017254829407,558.9520402747703,-50.10239284983754,94.19704108948471,0.026591956615447998,495.68630664591143,170.70868280337965,-489.3216261181619,0.07395690679550171,744.7703542304994,-47.65966216243598,-121.04339697135609,0.0042902231216430655,1763.14,1283.54,4.5,357.41,1760.4,718.96,7.68,180.37,1398.27,796.14,8.5,181.84,1399.41,831.5,7.17,181.84,1760.5,734.73,7.57,180.37,1446.74,866.44,7.01,268.61,1760.66,1155.72,6.74,179.85,2668.17,723.84,7.9,157.26,2662.16,738.18,7.92,157.26,2657.85,752.17,7.93,166.91,1461.45,866.8,6.99,268.61,1760.62,1169.3,6.83,179.85,1475.51,867.14,7.04,268.61,1646.91,871.3,8.28,268.68,1760.35,1275.01,7.39,179.85,1760.28,1302.07,7.38,179.85,1669.62,871.83,8.26,268.68,2650.44,784.08,9.01,166.91,2640.59,856.53,8.84,169.51,1760.24,1316.23,7.41,179.85,1759.5,1508.58,7.08,179.28,2398.38,874.06,8.06,89.83,1759.33,1522.58,7.03,179.28,2371.63,873.99,9.51,89.83,2a,20,1568814665
34346,34346,1078.4333523150588,1568815793.3758821,1078.4333523150588,-89.64538902241684,550.3239664200569,39.252708720609185,629.2473234663053,0.99658203125,548.5343829782897,69.24594113348074,673.1317412067767,0.9981327056884766,548.0851293534134,10.297782395458997,663.3708146375458,0.9936420917510986,531.9892005425346,118.89812275261295,693.2982456866714,0.842782735824585,535.2690637140806,-17.73392538347421,673.6129531189973,0.50190669298172,476.2751101755108,156.42317158135202,545.5135712104558,0.9486425518989564,492.601750411374,-36.27760294308444,547.8365455128796,0.8881872892379761,566.6095729632939,244.44386450465493,375.0611480290478,0.9792687892913818,609.8574156010101,-110.11546891037788,401.09366006431,0.8246209621429443,772.6464558228151,313.14986617174026,272.55896021599705,0.2542391717433929,791.7366959094165,-173.47737927879547,284.94223278678425,0.15778353810310364,385.08023094755407,138.21992176128535,129.49234415256183,0.27041375637054443,441.67516338446336,-23.491458800533685,226.9724060989193,0.6065647006034851,487.9328286811258,155.11809182720097,-97.29774334796413,0.7070948481559753,615.5161547020365,-53.55208873992253,110.01799446565649,0.8020894527435303,486.54725982604936,169.1749431090719,-513.952019815012,0.043697088956832886,557.3242734706612,-85.78597002155523,-312.0364417727536,0.002254366874694824,1763.1299943054826,1283.690085417764,4.5033352315058695,357.28326120277694,1760.3966647684942,718.7065224055541,7.669994305482391,180.37,1398.2599943054825,795.8531700904953,8.533352315058695,181.84,1399.3999943054826,831.2598633315773,7.193346620541086,181.84,1760.5,734.4765224055541,7.580005694517609,180.37,1446.5065337945891,866.4333295369883,7.013335231505869,268.61,1760.66,1155.4965394891067,6.74333523150587,179.85,2668.273392176682,723.5965281000715,7.910005694517609,157.26,2662.263392176682,737.9365281000715,7.91666476849413,157.26,2657.9100341671056,751.9131871740482,7.936670463011738,166.91,1461.219869026095,866.7933295369883,6.976659073976522,268.61,1760.62,1169.0765394891068,6.799982916447174,179.85,1475.2765337945889,867.1333295369882,7.029994305482393,268.61,1646.6298405535072,871.2933295369883,8.293340926023477,268.68,1760.35,1274.7598576370594,7.413346620541086,179.85,1760.28,1301.8231928685655,7.37666476849413,179.85,1669.346511016519,871.8233295369882,8.266670463011739,268.68,2650.506704630117,783.7864996274835,9.023340926023476,166.91,2640.643363704094,856.2431700904951,8.819988610964783,169.51,1760.24,1315.9831928685658,7.386653379458914,179.85,1759.5033352315058,1508.3431985630832,7.086670463011738,179.28,2398.653488983481,874.0633352315059,8.083346620541088,89.83,1759.33,1522.3431985630832,7.053346620541086,179.28,2371.946846993057,873.99,9.520005694517607,89.83,2a,20,1568814665
34347,34347,1078.4668310958625,1568815793.4095228,1078.4668310958625,-106.46707368325985,549.8171536119137,34.878585792457045,630.1118905394429,0.99448162317276,544.0762670821731,64.20038521479275,672.0260950313075,0.9980974197387696,552.6018037634773,6.827580557221513,664.754674161044,0.993605613708496,524.4207709897194,113.81790251754684,692.0273895777582,0.8524911403656006,538.9736277790499,-19.235611504327434,676.4938388744433,0.4464631676673889,459.30225957659775,164.64386143022563,539.8085033169738,0.9730972051620485,493.5435300028272,-34.92528597710527,549.2188511195018,0.9272563457489014,578.8273505527009,245.5539627737693,387.08220896844665,0.9831274747848512,602.2256775317321,-115.04657195646459,398.4019428862272,0.8043421506881714,771.0268566317039,317.5588374002815,273.12585240988534,0.21649959683418274,786.0051121978529,-171.52346111057508,282.93755862311593,0.22483742237091064,395.60011343091776,140.33687928148646,120.7050094156288,0.019230574369430545,444.56469621018135,-24.42489893542982,234.59912518205792,0.5734353065490723,509.15718373075936,164.0351356057959,-87.28972444067409,0.3718414306640625,614.7278466145111,-46.58817886745634,119.6631291582701,0.8414697647094727,467.5952321290493,178.91716095409092,-538.1114152030975,0.038480222225189216,532.4887590514269,-96.3626052256544,-325.5025442591882,0.0036132335662841797,1763.1199506712412,1283.8407399313812,4.506683109586247,357.1560418357225,1760.393316890414,718.4520836714453,7.659950671241254,180.37,1398.249950671241,795.5652525755826,8.566831095862486,181.84,1399.3899506712414,831.0188161097902,7.2167817671037415,181.84,1760.5,734.2220836714451,7.590049328758746,180.37,1446.2721823289623,866.4266337808275,7.016683109586247,268.61,1760.66,1155.2722316577212,6.7466831095862485,179.85,2668.3771763971736,723.3521330002037,7.920049328758746,157.26,2662.367176397173,737.6921330002039,7.9133168904137525,157.26,2657.9702959725532,751.6554005618589,7.943366219172497,166.91,1460.9888654385488,866.7866337808275,6.963267561655005,268.61,1760.62,1168.8522316577216,6.769852013723764,179.85,1475.0421823289623,867.1266337808274,7.0199506712412525,268.61,1646.3486187947549,871.2866337808275,8.306732438344994,268.68,1760.35,1274.5087667810312,7.43678176710374,179.85,1760.28,1301.5754498906176,7.3733168904137525,179.85,1669.0719850139276,871.8166337808275,8.273366219172496,268.68,2650.573662191725,783.4918863564102,9.036732438344997,166.91,2640.69692975338,855.9552525755826,8.799901342482507,169.51,1760.24,1315.7354498906175,7.3632182328962585,179.85,1759.5066831095862,1508.1054992193765,7.0933662191724975,179.28,2398.9280149860724,874.0666831095862,8.106781767103742,89.83,1759.33,1522.1054992193765,7.076781767103741,179.28,2372.264895410693,873.99,9.530049328758745,89.83,2a,20,1568814665
34348,34348,1078.5,1568815793.442852,1078.5,-105.15674688141544,550.2716433495195,34.45187262206512,629.2387789886527,0.9937080144882202,548.4075948734148,62.60207170538602,673.2847282779079,0.998078227043152,548.7885645044529,5.950847198015523,662.5541526612478,0.9934070110321044,535.2801477498036,109.97956419822884,695.846231921819,0.8403100371360779,540.3802425303228,-21.841748565047563,676.6019962150344,0.4528111815452576,465.89001727008036,163.11516429670584,544.5467490276209,0.9738688468933104,501.94703823101037,-38.0943285858957,552.8636025787814,0.9044066667556764,581.7170635891432,243.602660049868,393.9427001661055,0.9811372756958008,609.6290940443399,-114.43853194949708,400.0652470140059,0.7505522966384888,773.133756120162,316.17860804906087,273.7533852724029,0.2924448251724243,782.0947992001718,-173.69448114409482,279.78442063911075,0.2824512720108032,392.9704799889793,140.14490065753515,110.11527052874284,0.024351179599761963,444.6392697548783,-19.191012880681978,237.625155660337,0.6320133209228516,488.8565743852475,158.0032806455433,-96.07396158918013,0.4312955737113953,624.4120122918989,-32.827403059742906,121.02076630447328,0.6337972283363342,451.3228246603207,173.1684158279521,-554.3618160720008,0.040039122104644775,554.5358595900148,-77.443054710011,-291.364816095587,0.0058712661266326896,1763.11,1283.99,4.51,357.03,1760.39,718.2,7.65,180.37,1398.24,795.28,8.6,181.84,1399.38,830.78,7.24,181.84,1760.5,733.97,7.6,180.37,1446.04,866.42,7.02,268.61,1760.66,1155.05,6.75,179.85,2668.48,723.11,7.93,157.26,2662.47,737.45,7.91,157.26,2658.03,751.4,7.95,166.91,1460.76,866.78,6.95,268.61,1760.62,1168.63,6.74,179.85,1474.81,867.12,7.01,268.61,1646.07,871.28,8.32,268.68,1760.35,1274.26,7.46,179.85,1760.28,1301.33,7.37,179.85,1668.8,871.81,8.28,268.68,2650.64,783.2,9.05,166.91,2640.75,855.67,8.78,169.51,1760.24,1315.49,7.34,179.85,1759.51,1507.87,7.1,179.28,2399.2,874.07,8.13,89.83,1759.33,1521.87,7.1,179.28,2372.58,873.99,9.54,89.83,2a,20,1568814665
