,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.8_x,Q_in-J_out.8_y,Q_in-J_out.8_speed,Q_in-J_out.8_angle,Q_in-J_out.9_x,Q_in-J_out.9_y,Q_in-J_out.9_speed,Q_in-J_out.9_angle,Q_in-J_out.10_x,Q_in-J_out.10_y,Q_in-J_out.10_speed,Q_in-J_out.10_angle,Q_in-J_out.11_x,Q_in-J_out.11_y,Q_in-J_out.11_speed,Q_in-J_out.11_angle,H_in-K_out.11_x,H_in-K_out.11_y,H_in-K_out.11_speed,H_in-K_out.11_angle,K_in-H_out.9_x,K_in-H_out.9_y,K_in-H_out.9_speed,K_in-H_out.9_angle,H_in-K_out.12_x,H_in-K_out.12_y,H_in-K_out.12_speed,H_in-K_out.12_angle,H_in-K_out.13_x,H_in-K_out.13_y,H_in-K_out.13_speed,H_in-K_out.13_angle,K_in-H_out.10_x,K_in-H_out.10_y,K_in-H_out.10_speed,K_in-H_out.10_angle,K_in-H_out.11_x,K_in-H_out.11_y,K_in-H_out.11_speed,K_in-H_out.11_angle,K_in-H_out.12_x,K_in-H_out.12_y,K_in-H_out.12_speed,K_in-H_out.12_angle,K_in-H_out.13_x,K_in-H_out.13_y,K_in-H_out.13_speed,K_in-H_out.13_angle,H_in-K_out.14_x,H_in-K_out.14_y,H_in-K_out.14_speed,H_in-K_out.14_angle,K_in-H_out.14_x,K_in-H_out.14_y,K_in-H_out.14_speed,K_in-H_out.14_angle,K_in-H_out.15_x,K_in-H_out.15_y,K_in-H_out.15_speed,K_in-H_out.15_angle,H_in-K_out.15_x,H_in-K_out.15_y,H_in-K_out.15_speed,H_in-K_out.15_angle,H_in-K_out.16_x,H_in-K_out.16_y,H_in-K_out.16_speed,H_in-K_out.16_angle,K_in-H_out.16_x,K_in-H_out.16_y,K_in-H_out.16_speed,K_in-H_out.16_angle,K_in-H_out.17_x,K_in-H_out.17_y,K_in-H_out.17_speed,K_in-H_out.17_angle,H_in-K_out.17_x,H_in-K_out.17_y,H_in-K_out.17_speed,H_in-K_out.17_angle,H_in-K_out.18_x,H_in-K_out.18_y,H_in-K_out.18_speed,H_in-K_out.18_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,scenario,participant_id,source_file
32115,32115,1004.4669312244368,1568649388.4009194,1004.4669312244368,-93.30341449783936,,654.4192869213077,61.96803112180563,636.6014715958423,0.9932265281677246,647.8999928293887,95.63634312532513,673.8831232763156,0.9963015913963318,656.0980204853444,30.658724706987524,680.4234638466949,0.9939612746238708,626.9553759313308,128.65735922756622,691.5445258223642,0.7081719636917114,613.4676649243838,-15.16388756455411,691.0909571744685,0.6596111655235289,526.6871571346605,169.59811121936633,557.3224259324757,0.9773720502853394,520.0445434608833,-62.9828822598938,584.486419772981,0.9033071994781494,642.7554598394815,240.07813192897973,380.8546636273032,0.8596279621124268,598.2002499413553,-129.6149000028398,363.8370564965608,0.85709547996521,819.308225526752,273.0578913039561,244.120744975787,0.3789685964584351,777.8943092545394,-195.77895430766785,225.36246152909743,0.5714415311813354,451.8425466744453,135.73285862922722,220.493971270689,0.06407186388969421,362.8797099925367,-70.2500604927459,185.81551701312438,0.3688885569572449,705.1431023115467,204.77536857558243,118.41196030250046,0.13366010785102844,654.4508792917858,-87.9674078931809,8.024361859049577,0.589688777923584,595.0981595434408,170.9966719380301,-3.659768603362636,0.17543143033981326,516.267282560407,-93.88609420448635,-470.5664027368249,0.010093390941619871,1763.3066931224434,1259.7513492446276,5.07,0.7338624488734845,1760.49,732.6414020616118,7.2602381019930675,180.37,1760.5833068775562,747.6080951840555,7.236296285788561,180.37,1760.68,761.8414020616118,7.29685185710572,180.37,1760.7733068775565,776.7814020616117,7.267010591767763,180.37,1398.299920632669,796.9978570820624,8.14653438778163,181.84,2732.4447354895146,633.1484126533795,8.126534387781629,138.41,1412.5981745513864,865.6066137551128,6.874021183535531,268.61,1676.7680158167245,871.9866137551128,7.503148142894281,268.68,2722.401428611958,644.4617195309359,8.170158734662046,138.41,2643.5035449795496,833.5313226942807,7.719682530675909,173.91,2553.141904815945,874.51,7.243227510225303,89.83,2538.945291060832,874.47,7.296931224436742,89.83,1691.3280158167245,872.3266137551128,7.489841265337954,268.68,2524.7519048159447,874.43,7.236613755112653,89.83,2510.488597938388,874.39,7.279920632668978,89.83,1728.3879364493937,873.1766137551126,7.85,268.68,1743.4679364493936,873.5266137551126,7.883227510225303,268.68,2476.232142917938,874.29,8.073148142894281,89.83,2461.052142917938,874.2466931224437,8.076613755112653,89.83,1990.7910052249567,875.75,8.823148142894281,269.55,2007.0876189800686,875.8733068775563,8.96,269.55,2157.571005224957,876.67,8.769761898006934,269.83,2a,13,1568648330
32116,32116,1004.5,1568649388.4342673,1004.5,-99.574053631777,,654.3724160085495,61.468617361319005,637.1910594919741,0.9929491281509399,656.5070863776486,94.81980999245329,677.8383650343883,0.9965721964836121,652.5762754659494,30.2665430366471,679.5407569589499,0.9946885108947754,623.7427660180058,129.2730596217728,689.7761995678314,0.7475070357322693,604.2212814321642,-17.3594358749525,686.7480962834629,0.7421016693115234,522.4097309168011,171.25211171292875,556.0797415128312,0.9755820035934448,521.4750262197313,-63.3747488755045,582.5806108743155,0.8976147174835205,642.8457602599339,242.05893319704307,379.8074292847782,0.8641321659088135,596.9896434616396,-128.87116554913936,357.39950394436744,0.7716561555862427,829.4471319461705,272.12274614187163,244.0984807429391,0.5046567320823669,766.9574982833507,-197.68931990841025,215.9053921095237,0.4514836370944977,457.53149726854485,140.90245992036702,234.21167774155086,0.07056576013565062,362.7291432362829,-70.26744118137779,184.85542966718387,0.39739662408828735,694.1782869975266,176.85965284110347,121.01544895364296,0.3563402593135834,627.150127554591,-92.0061708188691,-13.55946481049159,0.6269494295120239,534.756669570298,143.37445470277726,-133.84776800977767,0.14371821284294128,445.8698744154869,-105.81141012292645,-519.3586569413127,0.033235400915145874,1763.31,1259.92,5.07,0.8,1760.49,732.4,7.29,180.37,1760.58,747.37,7.19,180.37,1760.68,761.6,7.32,180.37,1760.77,776.54,7.31,180.37,1398.29,796.73,8.13,181.84,2732.62,632.95,8.11,138.41,1412.37,865.6,6.96,268.61,1676.52,871.98,7.48,268.68,2722.58,644.26,8.19,138.41,2643.53,833.28,7.68,173.91,2553.38,874.51,7.23,89.83,2539.19,874.47,7.33,89.83,1691.08,872.32,7.47,268.68,2524.99,874.43,7.23,89.83,2510.73,874.39,7.27,89.83,1728.13,873.17,7.85,268.68,1743.21,873.52,7.87,268.68,2476.5,874.29,8.05,89.83,2461.32,874.25,8.07,89.83,1990.5,875.75,8.8,269.55,2006.79,875.87,8.96,269.55,2157.28,876.67,8.74,269.83,2a,13,1568648330
32117,32117,1004.5333355448507,1568649388.4678097,1004.5333355448507,-95.2968395950948,,650.6230888005874,60.83980009989297,636.3382469865733,0.9937157034873962,650.1459546399196,94.84353618382784,675.0647977348635,0.9966574907302856,648.7959343516823,30.188539863554677,678.2200047944037,0.9941585063934326,617.1647035160943,129.7325034990928,686.3849091416463,0.7750893831253052,615.3796941238553,-14.731118656930375,691.609799467874,0.6772680282592773,521.9083805218821,170.49394187385406,556.4077935658697,0.977042555809021,520.1894647669847,-62.3094779849075,585.2125254119377,0.8963667154312134,644.2703459519881,229.20967037523312,377.0550773016687,0.9786660671234132,602.169001823645,-126.66862142463829,364.8376522471483,0.7983995676040649,830.0623928095803,271.18429922568646,236.1277376322612,0.6226022243499756,751.9798212141179,-200.54754377584442,207.26796956409527,0.4174609482288361,459.606390365709,146.60005318533018,240.9427007289096,0.083452969789505,366.50671618860605,-71.25443802443301,187.75072837823865,0.3780673444271088,670.1520959446352,164.89571096942876,109.65581320193151,0.7922545671463013,633.8523472370116,-91.92061697685371,-6.781383496635499,0.5364112257957458,446.7958344080075,128.40701069144254,-271.8504104654638,0.09854713082313538,425.50775210192774,-117.78687016460752,-528.4679157664261,0.02875635027885437,1763.3133335544849,1260.0900112787388,5.073333554485073,0.823334881395505,1760.4866664455149,732.1599840770747,7.2599980096343515,180.37,1760.58,747.1266505225897,7.236669762791012,180.37,1760.6766664455151,761.3599840770747,7.303332227574638,180.37,1760.77,776.2999840770748,7.289998673089568,180.37,1398.2799993365447,796.4566485322241,8.150001326910433,181.84,2732.796678387709,632.7499867308958,8.093332227574638,138.41,1412.1266505225894,865.596666445515,7.046672416611877,268.61,1676.2699834136195,871.976666445515,7.473332891029856,268.68,2722.7600119421936,644.0599867308956,8.163331564119423,138.41,2643.560001990366,833.0233163046494,7.710001990365648,173.91,2553.6233494774106,874.51,7.2633355448507215,89.83,2539.430015922925,874.47,7.306665118604496,89.83,1690.8299834136194,872.3133328910299,7.463332891029855,268.68,2525.236683031895,874.43,7.2633355448507215,89.83,2510.9733494774105,874.39,7.273333554485072,89.83,1727.8699827501646,873.1633328910298,7.833332227574638,268.68,1742.9466491956796,873.5133328910298,7.873333554485072,268.68,2476.7666843588063,874.29,8.046666445514928,89.83,2461.590017913291,874.25,8.076667108970144,89.83,1990.2099807597988,875.746666445515,8.796666445514928,269.55,2006.4899800963433,875.87,8.956666445514928,269.55,2156.9866472053136,876.6666664455148,8.766668435880577,269.83,2a,13,1568648330
32118,32118,1004.566844772802,1568649388.5015268,1004.566844772802,-89.40660499334801,,647.0118458243413,59.41375054773905,634.6718602969695,0.993820071220398,653.9988192812242,93.61001671426256,674.8348120777107,0.99687397480011,641.0761763622332,30.243088194551724,674.2359096991747,0.9940884113311768,628.6748730230148,128.6131766594942,691.3832196437868,0.7801642417907715,613.9908414167538,-13.242926744183722,692.2393532080348,0.6889159679412842,523.0969984482869,163.75927352796484,554.0961724429635,0.8497694730758667,518.5851780213079,-63.451153290193965,579.6658248937756,0.61921226978302,647.8151559546712,237.3797403178934,379.6497803818263,0.8433549404144287,595.8437451799407,-131.67428842548787,360.6293891648108,0.8278793692588806,832.4027589178444,270.24473883082743,233.5838069630291,0.6305121183395386,764.7756438811036,-202.3430405186208,207.8812413920947,0.495664894580841,458.47367785646105,150.0548013642841,240.13620040983272,0.09384873509407043,367.4359643903313,-72.06799653000357,189.1252916113777,0.3794246912002564,671.7284039335411,161.3812930290571,98.63445193257937,0.6566720008850098,621.7619369628771,-96.19353589854369,-19.48697631543658,0.6132701635360718,432.7681130636168,110.48039847181197,-358.0163116211067,0.029429912567138675,488.13477737531264,-121.69232112390443,-503.01191378076,0.01002839207649231,1763.3166844772802,1260.2609083412908,5.076684477280213,0.8467913409614888,1760.4833155227195,731.9187176358247,7.229839704478087,180.37,1760.58,746.8820331585445,7.283582681922977,180.37,1760.6733155227198,761.1187176358247,7.286577613598936,180.37,1760.77,776.0587176358248,7.269893136318724,180.37,1398.2699465681594,796.1818728630226,8.170106863681276,181.84,2732.974277295851,632.5489313631873,8.076577613598937,138.41,1411.8820331585446,865.5933155227198,7.133796409285528,268.61,1676.0186642039841,871.9733155227198,7.466631045439574,268.68,2722.940961773131,643.8589313631873,8.136524181758299,138.41,2643.590160295522,832.7652952494237,7.740160295521914,173.91,2553.867966841456,874.51,7.296844772802127,89.83,2539.671282364175,874.47,7.283208659038512,89.83,1690.578664203984,872.3066310454394,7.456631045439575,268.68,2525.484651318736,874.43,7.296844772802127,89.83,2511.217966841456,874.39,7.276684477280213,89.83,1727.6086107721435,873.1566310454396,7.8165776135989375,268.68,1742.6819262948634,873.5066310454396,7.876684477280213,268.68,2477.034758182417,874.29,8.043315522719787,89.83,2461.861442659697,874.25,8.083368954560425,89.83,1989.9184504766215,875.7433155227197,8.793315522719787,269.55,2006.188397044781,875.87,8.953315522719787,269.55,2156.691765999341,876.6633155227197,8.793475818241701,269.83,2a,13,1568648330
32119,32119,1004.6,1568649388.5348878,1004.6,-94.32610144073523,,650.4300418108985,60.49223738813549,635.6551604863656,0.9942739009857178,654.5128788788536,95.66041717481643,674.2392042154091,0.9965553283691406,648.5887951897486,31.234613511580356,676.8644091200074,0.9944216012954712,623.8021936252794,129.70903503222772,690.0736536751388,0.7671898603439331,623.2671784119326,-12.309330523981135,695.7316774786041,0.7418464422225952,525.5486158215548,174.6124109167164,559.4262263567299,0.9784715175628662,514.8875420502694,-66.33963171257233,584.8956704832658,0.932244062423706,638.1093529771389,221.4101318169116,371.49102915855264,0.9726457595825196,597.213927744044,-131.7311205986008,355.72732582279036,0.8405945301055908,822.0654568919748,265.25111465910044,244.01480256906743,0.1241624653339386,773.4521754107179,-199.1486769940068,213.58393694918468,0.3012860417366028,445.5418954624671,150.29550498054138,232.37770055768468,0.0965237319469452,359.36380603411044,-74.95207826041481,184.96750990083007,0.3527526557445526,655.3194477299079,159.6116837675971,75.54847638959471,0.6781183481216431,674.6932715778771,-89.94860915828626,21.460619635183832,0.6544983386993408,469.7228650030257,128.02111825799557,-316.0962399329212,0.04327261447906493,666.2147237203501,-100.90548793432148,-324.0712777245285,0.007197439670562744,1763.32,1260.43,5.08,0.87,1760.48,731.68,7.2,180.37,1760.58,746.64,7.33,180.37,1760.67,760.88,7.27,180.37,1760.77,775.82,7.25,180.37,1398.26,795.91,8.19,181.84,2733.15,632.35,8.06,138.41,1411.64,865.59,7.22,268.61,1675.77,871.97,7.46,268.68,2723.12,643.66,8.11,138.41,2643.62,832.51,7.77,173.91,2554.11,874.51,7.33,89.83,2539.91,874.47,7.26,89.83,1690.33,872.3,7.45,268.68,2525.73,874.43,7.33,89.83,2511.46,874.39,7.28,89.83,1727.35,873.15,7.8,268.68,1742.42,873.5,7.88,268.68,2477.3,874.29,8.04,89.83,2462.13,874.25,8.09,89.83,1989.63,875.74,8.79,269.55,2005.89,875.87,8.95,269.55,2156.4,876.66,8.82,269.83,2a,13,1568648330
32120,32120,1004.6345002837953,1568649388.5696685,1004.6345002837953,-84.7254071795008,,650.8745561037713,60.14410514477514,635.2625701673992,0.994797945022583,651.1702842142362,96.37507464757915,672.5490374216175,0.9960163831710817,652.5414807238949,31.525272172251505,678.4465811169837,0.9950209856033324,626.421016846083,129.71517972950016,690.5804245689245,0.7147712111473083,617.7585464676122,-12.984701382412178,695.0404081507654,0.8040103912353516,530.4433014016025,176.76880029385453,560.7185009277198,0.9737125635147096,515.5176434539644,-65.36588373392554,583.4440162879952,0.926589846611023,632.540758704062,220.9136310544548,370.2245483268553,0.9804316163063048,599.2132264262909,-131.7014824498426,361.17783548441554,0.8290671110153198,830.7089101833592,271.01499874453066,244.36356464444907,0.6646465063095093,772.1802355729892,-194.33414476142627,207.21622487472405,0.2538070678710937,447.9794869802749,148.60314582533363,214.36653770946359,0.004670858383178711,358.56052700907617,-73.72917581323618,179.8566819185894,0.4158062338829041,637.4287423163953,158.22093910096746,40.40349145921871,0.6457264423370361,657.6238290137975,-100.9644548405675,14.640213025512626,0.6697575449943542,525.621562184606,141.60390417257932,-344.4256270409008,0.02454647421836853,459.7680619525525,-137.75144148539292,-519.0720177413708,0.04449892044067383,1763.3234500283795,1260.6025014189765,5.08,0.8182495743070676,1760.48,731.4315979566741,7.220700170277173,180.37,1760.5765499716206,746.3915979566739,7.285149631066124,180.37,1760.67,760.6281479282944,7.280350085138585,180.37,1760.7665499716204,775.5715979566739,7.2292998297228275,180.37,1398.2530999432406,795.6270976728787,8.18654997162047,181.84,2733.3363015324944,632.1429982972282,8.084150198656703,138.41,1411.384697899915,865.583099943241,7.3097007378677485,268.61,1675.5146978999148,871.963099943241,7.463450028379529,268.68,2723.302851504115,643.4529982972282,8.099649914861413,138.41,2643.647600227036,832.2443478147763,7.763099943240943,173.91,2554.361852071706,874.5134500283797,7.305849801343298,89.83,2540.1618520717057,874.4734500283797,7.273800113518115,89.83,1690.0712478715354,872.2965499716204,7.463800113518117,268.68,2525.9784020433262,874.43,7.292049687825183,89.83,2511.7084020433263,874.39,7.269649914861413,89.83,1727.0808977863967,873.1465499716203,7.796549971620472,268.68,1742.1508977863969,873.493099943241,7.859299829722827,268.68,2477.579452298742,874.29,8.053800113518115,89.83,2462.409452298742,874.25,8.083099943240944,89.83,1989.322947474222,875.7365499716203,8.807250141897645,269.55,2005.582947474222,875.8665499716203,8.95,269.55,2156.099847530981,876.66,8.792399772963769,269.83,2a,13,1568648330
32121,32121,1004.6669465991864,1568649388.6023786,1004.6669465991864,-92.67889356940356,,649.4763551535774,61.41039596099589,629.7051488223233,0.9962602853775024,647.9036550573783,95.77917029219371,670.1852431168078,0.9962006211280824,652.8905917899509,30.092059786499103,678.3580424528948,0.9945014715194702,627.7354927365047,129.55255035683422,688.9739937303548,0.7317216396331787,620.1678919372504,-13.567218863395267,696.1677747239474,0.7511956691741943,530.6225959516751,171.95152438146874,561.2082866451317,0.9757411479949952,515.6980412475291,-65.30651234509942,583.0681523469777,0.9219207167625428,635.6397940209173,223.30703282410667,373.5671849969585,0.9812518954277042,603.0278453272382,-132.19509074788294,364.42319394116066,0.8119458556175232,820.8795555128571,264.29008695895635,247.9904544556584,0.2700989842414856,779.0495699974623,-197.5294702504143,207.673197592692,0.3525241017341614,433.2913061840682,150.47934858957143,212.53988145774846,0.0998038649559021,365.40714553404405,-71.334222027489,185.29372195672318,0.3315332531929016,638.9601264957687,152.73897251030718,28.636296865881892,0.616258978843689,633.6769497745269,-108.5898944470669,1.822784285117592,0.6576277017593384,571.4432817963698,151.21450533847357,-377.2706198265738,0.014776140451431274,1371.6818506729394,12.272155704639989,480.0664696746516,0.03068187832832336,1763.3266946599185,1260.7647329959325,5.08,0.7695801012202605,1760.48,731.1979844858572,7.240167959511894,180.37,1760.573305340081,746.1579844858572,7.242969421057558,180.37,1760.67,760.3912898259385,7.290083979755948,180.37,1760.7633053400814,775.3379844858572,7.209832040488106,180.37,1398.2466106801626,795.3610378866707,8.18330534008135,181.84,2733.511511635608,631.9483204048811,8.106862619430546,138.41,1411.1445951660198,865.5766106801628,7.394061157884883,268.61,1675.27459516602,871.9566106801628,7.466694659918648,268.68,2723.474816975689,643.258320404881,8.089916020244052,138.41,2643.673557279349,831.994511186264,7.756610680162701,173.91,2554.5987101740616,874.5166946599187,7.283137380569456,89.83,2540.398710174061,874.4766946599186,7.286778639674598,89.83,1689.8279005061013,872.2933053400814,7.476778639674598,268.68,2526.2120155141424,874.43,7.256358740894858,89.83,2511.9420155141424,874.39,7.259916020244052,89.83,1726.8278165263453,873.1433053400814,7.793305340081352,268.68,1741.8978165263454,873.4866106801628,7.839832040488106,268.68,2477.842267453411,874.29,8.066778639674599,89.83,2462.6722674534108,874.25,8.076610680162702,89.83,1989.03417526724,875.7333053400813,8.823473299593246,269.55,2005.29417526724,875.8633053400813,8.95,269.55,2155.817564587078,876.66,8.766442720650806,269.83,2a,13,1568648330
32122,32122,1004.7,1568649388.6357007,1004.7,-101.43736726270977,,651.0011045026349,58.15750176482703,634.5532147316624,0.9950299263000488,651.089957146798,95.77172133056662,671.6611299828628,0.9966775178909302,649.4511615750399,29.339204693567325,676.895925003146,0.9940881729125975,630.7832139941788,129.2769971067704,690.4079701073132,0.7066826820373535,623.5798280965532,-14.598518569474935,697.8264046425047,0.7520256042480469,527.7557143911143,166.13189682322528,557.1252717948644,0.8782667517662048,511.00904898053324,-66.69546191061511,575.599827773038,0.5387357473373413,642.3110655113361,231.12654454893934,378.4512504879159,0.8528279066085815,607.9716846614924,-133.72118073228665,365.89974942346083,0.8503590822219849,826.3070475517172,272.1735324069641,244.75382178523742,0.7502925395965576,774.9089181204155,-197.90490839284126,202.29154187033456,0.4420072138309479,415.80052601086084,150.2663140551519,186.78460397117226,0.007918745279312134,373.87916763370237,-63.79029124690744,184.65120523106998,0.44984713196754456,651.2918946949068,154.32864688567415,20.118702116427983,0.4617054760456085,634.8255594610863,-112.75772312997827,20.608085660795574,0.7351119518280029,582.6939825368879,157.3000077160203,-398.69978792769206,0.04519188404083252,837.2769178601499,-62.977106245284084,-8.683088916165673,0.0556793212890625,1763.33,1260.93,5.08,0.72,1760.48,730.96,7.26,180.37,1760.57,745.92,7.2,180.37,1760.67,760.15,7.3,180.37,1760.76,775.1,7.19,180.37,1398.24,795.09,8.18,181.84,2733.69,631.75,8.13,138.41,1410.9,865.57,7.48,268.61,1675.03,871.95,7.47,268.68,2723.65,643.06,8.08,138.41,2643.7,831.74,7.75,173.91,2554.84,874.52,7.26,89.83,2540.64,874.48,7.3,89.83,1689.58,872.29,7.49,268.68,2526.45,874.43,7.22,89.83,2512.18,874.39,7.25,89.83,1726.57,873.14,7.79,268.68,1741.64,873.48,7.82,268.68,2478.11,874.29,8.08,89.83,2462.94,874.25,8.07,89.83,1988.74,875.73,8.84,269.55,2005.0,875.86,8.95,269.55,2155.53,876.66,8.74,269.83,2a,13,1568648330
32123,32123,1004.7335168743516,1568649388.6695154,1004.7335168743516,-98.94700801585763,,653.218597845088,60.42372604951967,630.6044101667491,0.9964919090270996,651.2693345081798,95.37778004316742,671.7888705795808,0.9963485598564148,652.9401305263623,28.915867642478556,677.7941982800097,0.9939637780189514,623.1413381412592,128.06915696956855,684.6235256597868,0.7419252991676331,615.6197386161767,-15.410742308876287,692.5950877863503,0.7476850748062134,530.565090886494,169.2097499313737,560.7415901960627,0.979248583316803,520.4257207050289,-63.565556826979616,582.2500154904869,0.9241781234741212,627.9238482008844,223.38567485294465,370.26292114768023,0.9665842056274414,607.1304672927911,-135.08141536728195,368.93485028213684,0.8417286872863771,811.5005956315587,267.7334355278243,244.66743805775963,0.2831073999404907,787.8224363035307,-186.0081210658443,212.21589300735025,0.2205658257007599,397.80578148307404,148.33037318208196,161.9320135811771,0.01629769802093506,391.66912793100863,-60.472408712387505,193.72387186235557,0.3242262899875641,759.5883158091162,157.71354480689752,78.24079096931604,0.3220579624176025,627.8298850903068,-115.76967260207898,27.89385616857777,0.4642311632633209,581.3973791299452,164.61896098468068,-415.75863349783964,0.14966168999671936,820.490870514418,-60.012683174022435,54.32276794773071,0.17348948121070862,1763.33,1261.1009360591934,5.073296625129682,0.6228010643803807,1760.476648312565,730.7186785046686,7.2432415628242035,180.37,1760.57,745.6753268172333,7.230165186916434,180.37,1760.666648312565,759.9053268172332,7.286593250259362,180.37,1760.76,774.8553268172334,7.216813499481274,180.37,1398.2299449376947,794.818513317752,8.186703374870318,181.84,2733.867639434063,631.5488987538904,8.109889875389046,138.41,1410.6385683800574,865.5632966251297,7.5671438733141425,268.61,1674.7752717549279,871.9432966251297,7.5001651869164325,268.68,2723.830991121499,642.8588987538906,8.08335168743516,138.41,2643.726813499481,831.4819200674926,7.75335168743516,173.91,2555.0813214953314,874.52,7.249944937694522,89.83,2540.881321495332,874.48,7.276538187953885,89.83,1689.3286234423626,872.2832966251297,7.500055062305478,268.68,2526.6913214953315,874.4333516874351,7.226703374870317,89.83,2512.4246731827666,874.39,7.256703374870318,89.83,1726.3052166926225,873.1332966251297,7.820165186916434,268.68,1741.3785683800575,873.4766483125649,7.813296625129683,268.68,2478.381486682248,874.2933516874351,8.08335168743516,89.83,2463.211486682248,874.25,8.093461812046115,89.83,1988.4450515057058,875.73,8.84335168743516,269.55,2004.701699818271,875.8566483125649,8.943296625129681,269.55,2155.235051505706,876.66,8.74335168743516,269.83,2a,13,1568648330
32124,32124,1004.7667818327476,1568649388.703076,1004.7667818327476,-98.95249416472024,,660.1112352904975,59.99923810232292,633.6509245156461,0.9969068765640259,647.8279732238277,92.50522725911225,670.3428008080839,0.9968565702438354,656.6785714970822,26.94240518814489,679.2262481702861,0.9944608807563782,627.5029726590427,127.26960205851593,687.1180168326669,0.684406042098999,625.0077376298248,-16.1145062221045,699.6553948054633,0.6867232322692871,522.8696516796673,161.58634321796632,557.0075303270607,0.8674979209899902,517.80271225296,-67.07056797962797,572.496256215813,0.5537707805633545,630.4558782643909,230.81567393924144,372.48435030204274,0.8920538425445557,607.7647039112336,-140.84054222162462,367.92688232296206,0.920729160308838,812.6795714371037,276.3738475637836,237.33545860211294,0.4431463181972504,788.6154771683083,-181.3111729072097,211.2685493382973,0.17430353164672852,402.4867472219027,146.4531105168103,157.98436806296644,0.01637345552444458,404.7110606379493,-57.48648284789649,179.74076714469226,0.013474613428115843,793.3719196075124,157.71883688984948,96.88373221880735,0.2341939210891724,626.4183509014429,-107.67635926495676,39.27975042556393,0.6576072573661804,567.6324349904713,163.01906444671732,-442.0825501611732,0.02617207169532776,700.6861934775278,-86.11397282566489,25.75258634046997,0.4971023201942444,1763.33,1261.270587347013,5.066643633450477,0.5263326850319243,1760.473321816725,730.4791708042172,7.226609083626193,180.37,1760.57,745.4324926209424,7.2601036494728515,180.37,1760.663321816725,759.6624926209424,7.273287266900954,180.37,1760.76,774.6124926209426,7.24342546619809,180.37,1398.2199654501758,794.5490671547443,8.193356366549521,181.84,2734.043943713563,631.3493090035142,8.089930900351433,138.41,1410.3791017045685,865.5566436334503,7.653632765143793,268.61,1674.5224580711179,871.9366436334503,7.530103649472852,268.68,2724.0106218968367,642.6593090035143,8.086678183274763,138.41,2643.753425466198,831.2257798878434,7.7566781832747616,173.91,2555.3208291957826,874.52,7.239965450175718,89.83,2541.1208291957832,874.48,7.2532527170766725,89.83,1689.0791362543928,872.2766436334505,7.510034549824282,268.68,2526.930829195783,874.4366781832747,7.233356366549523,89.83,2512.667507379057,874.39,7.263356366549523,89.83,1726.0424235212936,873.1266436334505,7.850103649472851,268.68,1741.1191017045685,873.4733218167253,7.806643633450477,268.68,2478.650932845256,874.2966781832747,8.086678183274763,89.83,2463.480932845256,874.25,8.11674728292333,89.83,1988.152319871821,875.73,8.846678183274761,269.55,2004.4056416885464,875.8533218167253,8.936643633450478,269.55,2154.942319871821,876.66,8.746678183274762,269.83,2a,13,1568648330
