,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.36_x,H_in-K_out.36_y,H_in-K_out.36_speed,H_in-K_out.36_angle,Q_in-J_out.35_x,Q_in-J_out.35_y,Q_in-J_out.35_speed,Q_in-J_out.35_angle,K_in-H_out.35_x,K_in-H_out.35_y,K_in-H_out.35_speed,K_in-H_out.35_angle,H_in-K_out.37_x,H_in-K_out.37_y,H_in-K_out.37_speed,H_in-K_out.37_angle,scenario,participant_id,source_file
45495,45495,1450.6333513510938,1568297924.7616966,1450.6333513510938,-88.82417601619238,,555.6250231171382,143.1383612692314,758.4605663127214,0.9993404150009156,545.2220315967921,172.5352581321186,789.8130624725453,0.996700882911682,533.1122587889411,111.95877742532491,784.4205152062567,0.9992890357971193,496.0977605100845,222.77197073521168,760.6970072354808,0.8878664970397949,489.55680023258583,68.14628036439602,755.4758631787613,0.9665815830230712,442.67868701463277,281.6554931052122,591.535312452538,0.9351253509521484,440.365226902862,1.4746387312332594,605.6881154854827,0.8982754945755005,565.3867480014873,327.0103150094813,384.8465594339093,0.7708804607391357,558.8090166130314,-88.2127096771171,373.8171504704551,0.9725282192230223,758.339387496454,353.37336785142486,206.984246376892,0.53144371509552,767.4798161405099,-133.88464596347737,231.9129976778759,0.7946349382400513,457.1637825470179,221.37148558498959,139.43873014453257,0.26216334104537964,456.2669944939487,-1.9720909726088798,164.913922571782,0.39039695262908936,252.8634317182626,310.91488350587446,-557.6775946177277,0.020126134157180783,860.2917789053845,-47.309316829023246,133.28250543700457,0.06841626763343811,278.24696848601275,282.73759704182123,-772.8292652220453,0.013295561075210571,498.06773750651917,-89.19742887031911,-503.8560730361683,0.10017666220664978,1763.9333351351095,1324.176718918172,2.846664864890617,0.87,1609.233210812562,870.4333297297812,6.853335135109383,268.6433243244531,1760.89,794.7465135157024,8.480010810656296,180.37,2761.6434486470002,600.2498702721244,9.63,138.41,1623.763210812562,870.7733297297812,6.843329729781235,268.68,2a,9,1568296430
45496,45496,1450.6666469820648,1568297924.795034,1450.6666469820648,-90.67348853208763,,555.1487144370974,143.29382681313047,758.7932916851341,0.9993641972541808,549.3450379625153,172.35816699968802,791.3854818294024,0.9968816041946412,533.2302142590206,112.45730368971232,783.6929961570038,0.9993468523025512,500.02769372705285,222.95349151164783,763.0670052652179,0.8983018398284912,481.9222243058992,69.5331886269277,752.4561322994805,0.8756505250930786,442.2860375661702,282.4102417925518,591.546392139012,0.942146360874176,436.65304184819377,1.1107790463952796,603.0453210058529,0.9000070691108704,565.5588704708379,327.11788088861874,388.7412804602062,0.7919939756393433,554.9159188170823,-89.27124330022433,371.1329253123972,0.9736720323562622,768.6677786014238,357.6280474742756,210.03959797257664,0.9020035266876221,764.5664299825917,-133.73603470417734,230.19284419580163,0.7940502166748047,454.1100669370592,222.3405607125472,145.6182441342259,0.15362438559532166,454.0042221297057,-4.303229641251319,165.23276475172528,0.28393644094467163,578.298696069651,300.0195167677387,-189.60531162269245,0.01582956314086914,858.1096570400458,-52.75865343340713,127.13505490146773,0.13752481341362,273.32517617145595,316.5238413699418,-774.8325747815826,0.0118597149848938,490.9013686444316,-92.09355325192448,-514.0253768447786,0.05556312203407288,1763.9366646982064,1324.2732762479875,2.8433353017935223,0.87,1609.0068005219596,870.426670603587,6.856664698206477,268.62667650896765,1760.89,794.4635006524494,8.499988189238866,180.37,2761.8565406852144,600.0101417291336,9.63,138.41,1623.5368005219595,870.766670603587,6.836670603587044,268.68,2a,9,1568296430
45497,45497,1450.7,1568297924.8284287,1450.7,-87.04679710251669,,559.5839255806849,143.87937795504274,760.4140121071118,0.9993523955345154,549.760273897941,173.03150947271004,791.1826622477869,0.9962921142578124,536.7380589269957,112.21067377249365,785.0396271202973,0.9992835521697998,508.075426425969,223.64197930140804,765.0015973324515,0.884948194026947,478.8012393209625,69.3485399481117,751.7566479870343,0.8592651486396791,442.50951752003454,282.0295224051479,591.0109238687357,0.9396716356277466,431.38920265854034,2.3545897178263644,602.5781141443688,0.8994243144989014,559.4378565931654,325.6492837693304,366.4097462698429,0.8845181465148926,564.8173169082153,-87.66813475289946,381.9048714379682,0.9746023416519164,777.7148616772705,354.50706004174043,212.05555327215507,0.8796713352203369,757.3889823864706,-136.46417789983738,225.97381083765686,0.8073312640190125,447.02037125920873,223.67408967122384,150.88197447136906,0.09229540824890137,437.13051628041535,-0.0154073492293616,175.79855393530025,0.6761254072189331,730.9755139876512,284.6115014367437,-17.346619427002395,0.015528053045272829,839.0140722314893,-47.039454717267425,134.04886821017854,0.11738833785057068,276.82356244814775,295.94084957495437,-769.2439763540536,0.012282848358154295,476.0208963754126,-100.55352498415873,-530.2106585274121,0.04498633742332458,1763.94,1324.37,2.84,0.87,1608.78,870.42,6.86,268.61,1760.89,794.18,8.52,180.37,2762.07,599.77,9.63,138.41,1623.31,870.76,6.83,268.68,2a,9,1568296430
45498,45498,1450.733509434501,1568297924.8620007,1450.733509434501,-87.00840125861899,,552.5477381087883,144.49633307189572,756.2220827914226,0.999453902244568,546.5705482249251,173.45900339318138,789.219599599304,0.9959796667099,533.5948079778117,112.7590275272578,783.4478316374033,0.9992436766624452,509.33061532258375,225.05527594369357,764.4299497701821,0.8582916259765625,488.4455573450773,70.07541833643191,754.2888474088817,0.8478137254714966,451.1639160442609,279.5855505628026,594.0645890034185,0.9396933317184448,435.59066678589187,5.181060915277843,603.290320010411,0.9125505685806274,557.7056264751484,326.03799764176466,380.8813123569894,0.790416419506073,553.3470676872599,-89.33936791960006,375.682978638004,0.9769663214683532,775.8842355197189,354.18736575012133,208.0162966251862,0.8451033234596252,762.8237060641254,-135.52934250424073,230.1355382427604,0.8275222778320312,444.2641750470678,221.33362604724758,182.19801960710532,0.43746218085289,438.7588447266999,-4.057264370523115,168.87415370887078,0.20935502648353574,777.8818139990218,284.10387031706443,60.34954416406646,0.03208902478218078,857.4710371549581,-49.91036821334071,136.42533335058198,0.22349262237548828,257.9574260792557,286.73192067018624,-790.7669503666426,0.018957167863845825,466.4857186828578,-97.92449016314104,-546.4501639303671,0.05446377396583557,1763.94,1324.4638264166024,2.84,0.87,1608.5521358453934,870.4132981130998,6.826490565499013,268.5965962261996,1760.88664905655,793.8951698067416,8.516649056549902,180.37,2762.2811094373565,599.5287320715929,9.636701886900198,138.41,1623.0787849019434,870.7532981130998,6.8568075476007895,268.68,2a,9,1568296430
45499,45499,1450.7669331981638,1568297924.8954868,1450.7669331981638,,,564.0667762825192,144.79897844357157,759.3979644300107,0.9994064569473268,546.7124834489586,173.90790840881363,788.4332219753966,0.9961058497428894,532.9481339356619,111.99989300524643,784.2416800035178,0.9964778423309326,510.144419279256,225.4773185227111,763.0250858945567,0.8499240875244141,496.1893253631526,70.32996278530311,757.2591098745885,0.8584400415420532,438.9761662495266,282.38656547746064,589.6121743554743,0.9364552497863772,440.4341730527031,4.7517628126619975,604.5066883528532,0.9034507274627686,556.784417521974,326.0847262595658,384.34365174361153,0.8220920562744141,559.1771071779232,-87.79350149696705,377.6947031835999,0.979181706905365,772.0088856137697,358.4521250206613,207.3060660455401,0.8114088773727417,763.9989871006574,-134.2279346041125,229.73121368028006,0.7891354560852051,435.56856008058713,223.0115697805352,187.62128079618927,0.4733047783374786,442.1484833738878,-5.452065086079882,169.1018604760322,0.20930543541908264,797.6990321589863,283.5205878588479,96.8130530012214,0.02128839492797852,856.2608222907995,-53.2340246358583,123.84061837825504,0.20580202341079712,249.58456662219243,282.0821124077436,-800.8493350275518,0.018750697374343872,460.7870875568493,-94.69955085235529,-561.26074613719,0.0261642336845398,1763.94,1324.5574129548586,2.84,0.87,1608.324854252486,870.4066133603673,6.793066801836216,268.5832267207345,1760.8833066801838,793.6110678156077,8.513306680183621,180.37,2762.491679148432,599.2880809732208,9.643386639632755,138.41,1622.8481609326698,870.7466133603673,6.8835465585310285,268.68,2a,9,1568296430
45500,45500,1450.8,1568297924.9286153,1450.8,-87.96693326799789,,563.848110530071,145.11260588298612,761.4458764228511,0.999397873878479,542.0233797743601,173.36708832548027,787.2729051686226,0.9958537220954896,540.8492554753132,113.88385799777308,785.2811194583992,0.9992959499359132,505.0695450357669,226.08929105103147,761.258016600125,0.8811789155006409,493.7307283840982,71.79740684089177,756.4341703980948,0.8807340860366821,442.49281490660536,282.482026015943,590.3321784841901,0.9377150535583496,444.5642281885237,3.366632650822835,597.2285680418129,0.9849907159805298,554.1569005761125,328.5171778462174,380.2238946789556,0.8104621171951294,548.4583198690157,-87.7157069170829,384.66035563559893,0.9597557187080384,756.3754554874522,353.8113791715488,208.13896476907158,0.4706104695796967,760.7059978765,-135.05695514021338,228.89108652914032,0.7938598394393921,439.1069892503181,216.4012880270496,196.67924193197254,0.4808273017406464,440.64467742327173,-7.0987339485063465,166.30687547602037,0.21177780628204346,809.4916792276978,283.2114573700968,114.09975440524904,0.0344567596912384,856.1052639916298,-55.39834940635751,149.9818685542777,0.3412829339504242,270.20880241354985,282.58967179049773,-776.7598666259909,0.02064502239227295,449.5802965616643,-95.56581241261564,-576.4005575931556,0.04103666543960571,1763.94,1324.65,2.84,0.87,1608.1,870.4,6.76,268.57,1760.88,793.33,8.51,180.37,2762.7,599.05,9.65,138.41,1622.62,870.74,6.91,268.68,2a,9,1568296430
45501,45501,1450.8333513285975,1568297924.9620502,1450.8333513285975,-90.98714244870251,,563.4512685899967,144.73634288855328,762.3273771278094,0.9993849992752076,550.2887702445717,172.68120795232574,788.9346247001297,0.9962908029556274,545.8325426142154,113.22853012613159,786.7989525772502,0.9993311762809752,507.1782829563797,224.7267169234956,759.6585931937828,0.8736249208450317,493.557887580837,71.21474815586937,756.1308276213922,0.8685764670372009,442.2142735460996,281.702743758763,591.5260906659053,0.9403717517852784,449.8489699213666,2.8601619703731362,597.139747890924,0.9864396452903748,551.498003947465,328.28700441432017,384.27301121679517,0.8402770757675171,556.9874065788007,-88.53599507944622,387.19956444003236,0.9706990718841552,761.4625294617482,357.4474235237828,205.752507077444,0.824383020401001,763.5664210701268,-136.11527803239736,229.83764791855702,0.8259512186050415,429.64259182461814,219.49139292012725,189.3480544939314,0.4556136131286621,443.36181209044577,-7.215068889144686,167.03691779485726,0.19579806923866272,810.4758388249808,283.94618663680365,119.25783280416124,0.03471672534942627,861.750664738747,-48.86477329251661,134.37925195775776,0.06819397211074829,250.79447669411368,285.94351186554235,-798.9575261241494,0.015906065702438354,444.3404009748549,-104.89613768607596,-588.6494864274775,0.04368695616722107,1763.9433351328598,1324.7433837200729,2.8366648671402532,0.8566594685610107,1607.873210965537,870.3933297342805,6.780010797158483,268.55332433570123,1760.88,793.0431785740617,8.520005398579242,180.37,2762.9134485030245,598.8132055669579,9.65,138.41,1622.393210965537,870.7366648671402,6.876648671402527,268.68,2a,9,1568296430
45502,45502,1450.8666068145767,1568297924.995389,1450.8666068145767,-89.21391290965319,,559.8923458379027,144.5177777444244,761.0384345509918,0.999391794204712,551.0202037258193,172.33587770422432,788.5725348603644,0.9963142871856692,538.0795085164589,112.58946363304469,784.0655010239293,0.9993269443511964,505.1235227322615,223.8927563847871,760.0462800150356,0.8839584589004517,490.3599409670355,69.70604174635932,754.4887112084566,0.8585655093193054,446.554525393517,281.14325410584,593.0957605835374,0.9357126951217652,441.4536958834603,2.4435392827221527,604.6011573460753,0.9010855555534364,551.9656378889104,329.7120049895336,383.2287626306112,0.823516845703125,554.4781735181779,-89.03794625019293,383.16432766788284,0.9806022644042968,769.8954531280452,355.96897777754174,206.9871313769598,0.7870530486106873,766.9918787772102,-135.03067130169546,231.6663964325785,0.8196853995323181,425.4143474746645,221.01037435402282,190.77462421130505,0.4061046838760376,440.6960506616997,-3.855723524936288,186.09280739303,0.5964236855506897,810.7356079805047,282.8326677276257,121.86695624801487,0.03826585412025452,851.1637097481596,-44.786956487710675,142.84657417569412,0.17633295059204102,279.10013949755347,285.4932970403729,-768.0446375367887,0.019808650016784668,434.34742700536935,-109.69012295814156,-599.9121421515111,0.04145479202270508,1763.9466606814576,1324.8364990808147,2.8333393185423352,0.8433572741693387,1607.6470736608785,870.3866786370846,6.799964088745992,268.5366965927117,1760.88,792.7571813946408,8.529982044372995,180.37,2763.1262836132905,598.5770916165058,9.65,138.41,1622.1670736608787,870.7333393185422,6.843393185423348,268.68,2a,9,1568296430
45503,45503,1450.9,1568297925.0288658,1450.9,-90.16450891002803,,560.0885202135803,144.93782842024547,760.1500286872124,0.9994240403175354,547.4566028325943,173.2598826001009,787.4183152913156,0.9960731267929076,537.2792541953859,111.77542913769472,784.5413711835927,0.9965627789497375,499.1574911646441,224.97188476508305,757.6935718762444,0.8767227530479431,489.71640194068476,69.92652964268835,754.8621198968373,0.8567516207695007,437.93235396253516,280.7623277798675,590.7191896985096,0.941953420639038,445.2255730368202,3.1804137111460644,596.032671781986,0.9862036108970642,550.1131207764031,328.04507270230664,386.8777453609587,0.8738933205604553,560.1118376374615,-90.06774858188467,381.60222827106696,0.9736565351486206,766.4742369239964,357.22566576315916,208.8223228271402,0.822668194770813,764.6616935840228,-135.55256774625445,229.7131940801661,0.8069875836372375,429.2107871930541,221.17407711333007,192.18105053619342,0.4296502470970154,442.6443033109153,-4.737050589345453,176.09784479496685,0.20458459854125974,813.0380070257796,285.1638430772153,123.74975967395305,0.040440112352371216,848.281904024894,-49.731042848635404,117.23051517083915,0.051287323236465454,306.2766981604915,280.1046646478764,-734.2209586753836,0.015367627143859863,430.8604821002682,-106.07762055650728,-606.3703809135874,0.02193853259086609,1763.95,1324.93,2.83,0.83,1607.42,870.38,6.82,268.52,1760.88,792.47,8.54,180.37,2763.34,598.34,9.65,138.41,1621.94,870.73,6.81,268.68,2a,9,1568296430
45504,45504,1450.9332236928412,1568297925.0620751,1450.9332236928412,-91.32421287149624,,556.3066894891317,145.2904338972652,757.1803083975949,0.9994699954986572,551.2916670704308,173.00186143229493,787.6062683989688,0.9962575435638428,537.588186261011,111.98754912866377,783.8584328787626,0.9967843890190125,503.98471414260536,224.3832322713786,760.2664134444052,0.8541182279586792,498.7713608882692,70.45993173760249,757.5315819380113,0.8729931116104126,436.8265191973949,280.0146444212083,591.281094828192,0.9332810640335084,441.0622535423927,4.128384553095701,604.4230899730692,0.9079931974411012,562.6211196336259,326.97292060742205,391.37386152405423,0.8539528846740723,562.7163348653911,-87.70183420668829,377.1386203882945,0.9732695817947388,767.9240089521378,356.9826071888471,205.2317532523708,0.7550045251846313,758.1825340336293,-135.86202473226285,224.3608851432177,0.8081759214401245,430.4386045647966,218.44155532402874,192.29591705242908,0.4982643127441406,443.6894484441932,-5.67524472035506,171.7034715214323,0.18083325028419486,790.9010448779375,282.2460738428999,118.3618011202024,0.027912288904190063,846.7760168275532,-44.199403723121,134.34665007899133,0.16235405206680298,374.3129164965533,267.82880125664946,-660.5915192321462,0.023865461349487305,420.6203412956411,-117.22330184998823,-614.9046501691653,0.03658795356750488,1763.95,1325.0263487092395,2.8333223692841183,0.8100657842952933,1607.1940788886802,870.3733552614317,6.803388153579411,268.5067105228635,1760.876677630716,792.18759861085,8.523388153579411,180.37,2763.552631634184,598.1007894115437,9.63338815357941,138.41,1621.7140788886802,870.7233552614317,6.819967107852353,268.68,2a,9,1568296430
