,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.7_x,Q_in-J_out.7_y,Q_in-J_out.7_speed,Q_in-J_out.7_angle,K_in-H_out.16_x,K_in-H_out.16_y,K_in-H_out.16_speed,K_in-H_out.16_angle,K_in-H_out.17_x,K_in-H_out.17_y,K_in-H_out.17_speed,K_in-H_out.17_angle,K_in-H_out.18_x,K_in-H_out.18_y,K_in-H_out.18_speed,K_in-H_out.18_angle,Q_in-J_out.8_x,Q_in-J_out.8_y,Q_in-J_out.8_speed,Q_in-J_out.8_angle,H_in-K_out.16_x,H_in-K_out.16_y,H_in-K_out.16_speed,H_in-K_out.16_angle,K_in-H_out.19_x,K_in-H_out.19_y,K_in-H_out.19_speed,K_in-H_out.19_angle,Q_in-J_out.9_x,Q_in-J_out.9_y,Q_in-J_out.9_speed,Q_in-J_out.9_angle,Q_in-J_out.10_x,Q_in-J_out.10_y,Q_in-J_out.10_speed,Q_in-J_out.10_angle,H_in-K_out.17_x,H_in-K_out.17_y,H_in-K_out.17_speed,H_in-K_out.17_angle,H_in-K_out.18_x,H_in-K_out.18_y,H_in-K_out.18_speed,H_in-K_out.18_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,Q_in-J_out.11_x,Q_in-J_out.11_y,Q_in-J_out.11_speed,Q_in-J_out.11_angle,K_in-H_out.20_x,K_in-H_out.20_y,K_in-H_out.20_speed,K_in-H_out.20_angle,Q_in-J_out.12_x,Q_in-J_out.12_y,Q_in-J_out.12_speed,Q_in-J_out.12_angle,H_in-K_out.20_x,H_in-K_out.20_y,H_in-K_out.20_speed,H_in-K_out.20_angle,K_in-H_out.21_x,K_in-H_out.21_y,K_in-H_out.21_speed,K_in-H_out.21_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,K_in-H_out.22_x,K_in-H_out.22_y,K_in-H_out.22_speed,K_in-H_out.22_angle,scenario,participant_id,source_file
36782,36782,975.2333470531696,1568109585.975184,975.2333470531696,-104.80462652308913,588.3348511967395,37.73207262389732,706.8466941147269,0.9942227602005004,592.5477262396901,67.47977190003228,748.3175653302831,0.998577356338501,605.5681221974687,7.925325203999872,746.9109387122957,0.9950332641601562,583.7231517732738,100.92153839062121,763.5983906035193,0.7608067393302917,577.9747486414744,-36.02575216912297,743.4561736880554,0.8245812058448792,477.75167047802523,161.85380422200598,605.5022177787232,0.6738753914833069,487.43685517116575,-94.5661372933237,589.8449729315572,0.8533941507339478,575.9310525781822,233.2575932865672,405.932883530587,0.979357361793518,606.5230783497988,-157.57288126127997,380.8602112420442,0.927316188812256,726.1833610894348,293.48530870536825,221.44661298224815,0.11858028173446655,779.5247597520531,-194.71735641209133,200.41847069377044,0.8903305530548096,424.6839037094191,145.5798731836193,102.00239032762751,0.5129644870758057,497.1452460456072,-40.039611638895394,164.21846737916337,0.30738651752471924,365.2772429025148,211.97309318395043,-477.3581466545547,0.032843023538589484,724.0271829170688,-49.56162534372572,-105.77075055626564,0.03432035446166992,354.8873267432981,250.83126788833198,-687.9621526540171,0.00409349799156189,624.2361764885783,-69.20353478319737,-381.7845919943103,0.03161025047302246,1763.78,1274.2200617392625,4.53,0.08999588404915584,1760.9166652946828,798.2732318065457,7.479991768098313,180.37,2709.4067352658467,660.6865788597153,8.093334705316948,142.36,2645.006677642536,819.4365665118628,7.4266735265847394,173.91,2643.2666776425353,835.7565623959118,7.679983536196621,173.91,1760.93,1052.0032194586934,8.266669410633893,179.85,1424.2932071108407,865.8933305893662,9.113342937218636,268.61,2552.183441720039,874.51,7.95665294683052,89.83,1760.3133347053172,1287.826562395912,7.643334705316947,179.85,1760.273334705317,1303.153227690595,7.573342937218636,179.85,1824.449892985278,874.446665294683,7.8200041159508435,269.55,1893.4632276905952,874.9866652946831,7.6966652946830525,269.55,1908.2832276905951,875.1066652946831,7.673334705316948,269.55,1760.23,1320.0998847533765,8.469991768098312,179.85,2394.7067846572572,874.053334705317,8.510008231901688,89.83,1759.99,1413.0298847533766,8.379995884049157,179.85,1985.4865582799607,875.706665294683,7.9599917680983125,269.55,2305.536780541307,873.793334705317,8.310012347852531,89.83,2061.233223574644,876.2966652946831,8.050004115950843,269.55,2266.7601193625737,873.683334705317,8.643334705316951,89.83,2a,4,1568108368
36783,36783,975.2666141664844,1568109586.0085213,975.2666141664844,-109.75967673127307,595.3236971283877,42.42236530224066,708.5034729963617,0.9986270070075988,594.0172538989632,66.41930984066865,749.6379784179999,0.9648030996322632,602.1791448965675,6.935738671339415,745.200538724283,0.9945727586746216,580.5545884395913,101.46882576684436,762.9596457337802,0.8079142570495605,579.4906169263426,-35.55268577429847,743.7245450541175,0.8049920201301575,476.45002565009,165.26405357728754,609.6913529925022,0.945853352546692,491.34328013246943,-94.11737248628576,591.9055908777473,0.8527936935424805,572.860969638321,234.78831716716496,401.75199127166815,0.9718244075775146,602.8097468786062,-157.8080058986854,384.46164171029136,0.9457958936691284,736.1278221638838,294.19095956389384,229.8388050932069,0.2555558681488037,774.9614404226973,-190.2876045857009,208.7346301877986,0.4071807265281677,423.74184446291673,151.6633389576791,109.34714280407587,0.25694072246551514,453.632699845041,-37.35716787295783,176.5815538701643,0.491042822599411,338.59233078324166,220.13376771687751,-499.37169033721705,0.031072765588760376,701.1588104731737,-36.39405708335021,4.601011072713618,0.4047462344169617,331.02712109220124,279.4409106492121,-713.399888283024,0.0036748051643371578,659.1240253801777,-61.500499789598464,-342.34525885439683,0.12013712525367735,1763.78,1274.3697637491791,4.53,0.08001575005471752,1760.9133385833513,798.0270551680162,7.4600315001094355,180.37,2709.573070832421,660.4736693345006,8.096661416648427,142.36,2645.0332913331868,819.1937165846648,7.4433070832421375,173.91,2643.2932913331874,835.5037323347195,7.640063000218871,173.91,1760.93,1051.7271024181805,8.273322833296854,179.85,1423.9871496683447,865.8866771667032,9.136629916538991,268.61,2552.4462519152257,874.51,7.9233858335157255,89.83,1760.3166614166485,1287.5737323347196,7.646661416648428,179.85,1760.2766614166485,1302.8970709180712,7.596629916538992,179.85,1824.1904095014227,874.4433385833516,7.829984249945282,269.55,1893.2070709180714,874.9833385833516,7.693338583351573,269.55,1908.0270709180709,875.1033385833516,7.676661416648427,269.55,1760.23,1319.820441001532,8.450031500109436,179.85,2394.9928818317653,874.0566614166484,8.529968499890566,89.83,1759.99,1412.7504410015322,8.370015750054717,179.85,1985.2237480847746,875.7033385833516,7.940031500109434,269.55,2305.8128975818195,873.7966614166484,8.339952749835847,89.83,2060.967086668126,876.2933385833516,8.059984249945282,269.55,2267.049543248413,873.6866614166486,8.646661416648428,89.83,2a,4,1568108368
36784,36784,975.3,1568109586.0419776,975.3,-81.3050101369985,592.4464014182465,43.20395717352028,706.8350256344977,0.9986051321029664,597.2183809908831,66.61918019895768,751.8384065057321,0.9583343267440796,602.2520591531475,6.326054300954628,744.4802652291551,0.9942642450332642,580.223706816088,102.11932250924879,762.7067186258203,0.8163802623748779,579.6544292728763,-35.658913508151606,743.8358953862296,0.78885817527771,472.5616090273795,167.4365949749629,609.5648548725383,0.9370365142822266,496.21300378709464,-93.7811114674918,593.1958410543409,0.8493062257766724,577.7691135618078,239.20581088555954,401.87302848470927,0.9618264436721802,602.6634094733943,-157.30745756190868,384.4805341007804,0.9454734325408936,741.343554578922,300.1523088708106,223.15615936741875,0.4895741045475006,781.6564005727133,-192.8283323781063,202.642686917004,0.8852638006210327,434.43413073935,150.54753873211754,116.82349871607865,0.24836799502372744,464.63677034217886,-41.161074375843135,154.12455612203752,0.4608175456523895,323.84298825223067,223.5025274809275,-509.2580019752172,0.033477336168289185,804.7575593843303,-36.542474881797716,71.53014535115364,0.06798607110977173,315.7584602909075,292.3991217983912,-728.4978047418518,0.002395838499069214,671.800586810547,-56.76993977865781,-338.9252231499456,0.095282644033432,1763.78,1274.52,4.53,0.07,1760.91,797.78,7.44,180.37,2709.74,660.26,8.1,142.36,2645.06,818.95,7.46,173.91,2643.32,835.25,7.6,173.91,1760.93,1051.45,8.28,179.85,1423.68,865.88,9.16,268.61,2552.71,874.51,7.89,89.83,1760.32,1287.32,7.65,179.85,1760.28,1302.64,7.62,179.85,1823.93,874.44,7.84,269.55,1892.95,874.98,7.69,269.55,1907.77,875.1,7.68,269.55,1760.23,1319.54,8.43,179.85,2395.28,874.06,8.55,89.83,1759.99,1412.47,8.36,179.85,1984.96,875.7,7.92,269.55,2306.09,873.8,8.37,89.83,2060.7,876.29,8.07,269.55,2267.34,873.69,8.65,89.83,2a,4,1568108368
36785,36785,975.333257995146,1568109586.0752366,975.333257995146,-77.11522184420629,592.0248066300724,47.28143791038292,707.5476886935103,0.9987715482711792,594.3690328738531,69.79976450378021,750.1380500920566,0.9704928994178772,609.0325403091192,9.91353613176539,747.9596766959027,0.995436668395996,583.8969608692793,102.599826200628,762.8460596448024,0.7681994438171387,580.7879038246558,-35.129486634928085,745.6155300076442,0.8470742106437683,475.2074720691266,169.1391151838597,611.8322975157946,0.9134324789047241,488.33226596154884,-96.5655369277742,590.50471719311,0.8352750539779663,576.9617304387804,236.4305369393206,404.0077296023585,0.9620073437690736,603.1787747588243,-156.86750037570602,383.4518179633241,0.9544013738632202,747.2095669443485,301.1169539483965,223.9419467566456,0.4968375563621521,786.2256554978767,-192.01825670335202,202.4565713008037,0.9109151363372804,427.2057381556504,149.44260469206668,114.22524679586576,0.2704199552536011,466.6310264462594,-45.8762903059023,149.73838123922263,0.4489528536796569,340.69803837971523,205.9214819696748,-468.68520471005377,0.02814003825187683,846.9284718781005,-37.48202193664208,95.14240849015042,0.062129288911819465,319.48793961617923,298.2070021925616,-720.5695947591298,0.001214742660522461,670.529091466334,-53.46701325327041,-348.77266373948805,0.0969066321849823,1763.78,1274.6729867776714,4.53,119.77550192882404,1760.91,797.5338908359198,7.430022601456216,180.37,2709.902964176215,660.0471488310659,8.109977398543785,142.36,2645.086606396117,818.7005650364054,7.473303198058381,173.91,2643.346606396117,835.0005650364052,7.6,173.91,1760.93,1051.1739586402887,8.28,179.85,1423.3773522441718,865.8733484009707,9.143371002427024,268.61,2552.9760639611677,874.51,7.923257995145953,89.83,1760.32,1287.0672392368906,7.640022601456216,179.85,1760.28,1302.3872392368908,7.6100226014562145,179.85,1823.6672618383468,874.44,7.84,269.55,1892.6939134373763,874.98,7.686674200485405,269.55,1907.513913437376,875.0966742004854,7.68665159902919,269.55,1760.23,1319.253981241745,8.469909594175142,179.85,2395.5660187582557,874.06,8.556651599029191,89.83,1759.99,1412.190632840774,8.376628997572976,179.85,1984.6972618383468,875.7,7.92665159902919,269.55,2306.3660413597117,873.8,8.350045202912428,89.83,2060.4306102393175,876.29,8.073325799514597,269.55,2267.626018758255,873.69,8.64334840097081,89.83,2a,4,1568108368
36786,36786,975.3665436460823,1568109586.1085231,975.3665436460823,-76.07014351874398,598.546925523661,46.401745578553296,711.2196526707206,0.9978440999984741,582.8530652311165,73.63746940542825,747.7030050561806,0.9990040063858032,601.4897638605681,13.924461376640716,747.6115563180311,0.9965397119522096,573.0227269096374,106.76548869130468,763.5699042916432,0.7457377910614014,577.2089015780864,-33.45585588162914,745.3105731667376,0.9127108454704284,471.9884320258353,170.70169491375142,611.0318158895426,0.9023945331573486,491.547549253868,-94.24650505830964,591.8282896890569,0.8623162508010864,577.5836700575462,240.24766588655655,403.1087171734349,0.934900164604187,608.0104277178242,-156.07358082337203,384.08833492555016,0.940381407737732,759.1419272572533,300.2429266536948,224.54964374874126,0.766748309135437,781.1453104342743,-191.7180069110044,197.43731039089766,0.8894456624984741,433.4002648711441,148.97178368883803,123.3356311890105,0.2646320164203644,459.1509693483473,-43.7027362360149,144.60066569510076,0.5364125967025757,443.7124345769397,201.4516445004977,-333.702006486913,0.02293345332145691,861.6002153002223,-36.77689229943494,113.63692537706751,0.08386963605880737,318.05622936289376,305.13897922572585,-722.4172566556366,0.00138169527053833,652.9692668016297,-57.595154967516834,-379.8079894718598,0.11572152376174928,1763.78,1274.8261007719782,4.53,239.58054534364152,1760.91,797.2875770189917,7.420036906175342,180.37,2710.066063865803,659.834120665074,8.11996309382466,142.36,2645.1132349168656,818.4509226543837,7.486617458432878,173.91,2643.3732349168663,834.7509226543835,7.6,173.91,1760.93,1050.8976877375178,8.28,179.85,1423.074452820652,865.8666912707837,9.126728176958904,268.61,2553.2423491686577,874.51,7.956543646082194,89.83,1760.32,1286.8142682897753,7.630036906175342,179.85,1760.28,1302.1342682897755,7.600036906175343,179.85,1823.4043051959507,874.44,7.84,269.55,1892.4376139251672,874.98,7.68334563539178,269.55,1907.2576139251669,875.0933456353916,7.693308729216438,269.55,1760.23,1318.9677246436931,8.509852375298632,179.85,2395.852275356307,874.06,8.563308729216441,89.83,1759.99,1411.9110333729095,8.393271823041099,179.85,1984.4343051959506,875.7,7.933308729216439,269.55,2306.6423122624824,873.8,8.330073812350683,89.83,2060.160996466734,876.29,8.076654364608219,269.55,2267.912275356307,873.69,8.636691270783563,89.83,2a,4,1568108368
36787,36787,975.4,1568109586.1419804,975.4,-81.11553565718822,593.4817929964158,48.10367624476756,709.901801612067,0.998042106628418,593.4892416485577,75.2179744178228,750.2091767303543,0.9989385008811952,608.0148738910618,17.34897407935243,750.6698017110408,0.9979830980300904,576.3523696959442,108.28712127488235,760.9799707670094,0.7081294059753418,577.7864041559069,-30.54956426595589,743.6387079773956,0.9492396712303162,476.01872250274687,165.46333856109501,609.4124879908322,0.7593957185745239,492.3132689747094,-96.74586127685724,591.0089024655709,0.9666744470596312,578.8379006682608,239.85137382584347,404.6592262029998,0.9296173453330994,593.9341749330573,-149.00388282381263,397.22614481272973,0.6903833746910095,754.6307228695798,298.8696221221478,220.03590355022686,0.7880467176437378,780.7429561835817,-192.38508211711726,196.60127293403937,0.8928601741790771,438.62122627476646,145.14665605454732,128.57808095229086,0.23316800594329834,442.4976947292795,-46.42389738228482,151.86414703126346,0.5871692895889282,499.8567184392058,188.42850204306092,-256.3934704427764,0.02146211266517639,779.0965068036888,-35.13860573979072,60.164290645676715,0.08524021506309509,301.5891944353192,308.6042802401373,-740.0553700307797,0.0015335381031036375,626.9160569741495,-57.5799664456249,-408.1573583905512,0.1289379596710205,1763.78,1274.98,4.53,360.0,1760.91,797.04,7.41,180.37,2710.23,659.62,8.13,142.36,2645.14,818.2,7.5,173.91,2643.4,834.5,7.6,173.91,1760.93,1050.62,8.28,179.85,1422.77,865.86,9.11,268.61,2553.51,874.51,7.99,89.83,1760.32,1286.56,7.62,179.85,1760.28,1301.88,7.59,179.85,1823.14,874.44,7.84,269.55,1892.18,874.98,7.68,269.55,1907.0,875.09,7.7,269.55,1760.23,1318.68,8.55,179.85,2396.14,874.06,8.57,89.83,1759.99,1411.63,8.41,179.85,1984.17,875.7,7.94,269.55,2306.92,873.8,8.31,89.83,2059.89,876.29,8.08,269.55,2268.2,873.69,8.63,89.83,2a,4,1568108368
36788,36788,975.433295583779,1568109586.175276,975.433295583779,-76.2767146270281,594.135743439329,49.067074056909206,712.1771806717958,0.9979348182678224,589.5272697769508,75.1786236669283,751.1657238739411,0.9991037845611572,597.7824258201756,17.821272904555684,749.0362955059683,0.9981256723403932,575.491567150159,109.56740702580109,759.7851623026778,0.7292611002922058,569.7629652684187,-29.82698094942955,743.4036258311107,0.9265339374542236,476.70429913283584,163.27179561631374,608.9435346048467,0.7671231031417847,483.17065424480376,-94.01944411425066,588.7905267889953,0.9735560417175292,578.5163868171069,238.9373242894596,401.4917847325312,0.9317613840103148,605.0869576494882,-154.07395517149538,389.9064876033707,0.9753910303115844,754.4569738272046,298.04564545126067,218.32823866101208,0.8321490287780762,776.1617694674343,-187.07868699480503,206.11473207997292,0.34082722663879395,441.82915805825934,143.8504209907366,136.61513767515086,0.2511911988258362,442.1932547850574,-45.79139312641086,138.8236874045116,0.11964595317840575,520.0689908889582,198.3790721310728,-225.5413149381416,0.02969735860824585,741.4291451771089,-35.18412027447964,35.04002305125522,0.09852981567382812,301.7106524276778,308.2323782470573,-739.4658577322925,0.002383410930633545,608.7665141628984,-58.0386075499825,-428.8525845523481,0.03804892301559448,1763.78,1275.1298301270056,4.526670441622097,359.97003397459883,1760.9066704416225,796.7902831216574,7.429977350267409,180.37,2710.393148360517,659.4069082638142,8.13,142.36,2645.166636467023,817.9569422384133,7.480022649732591,173.91,2643.429966025401,834.2469535632796,7.6266364670232125,173.91,1760.93,1050.3469762130119,8.273340883244197,179.85,1422.4670101876109,865.8500113248662,9.119988675133703,268.61,2553.7730351118544,874.51,7.953374857843085,89.83,1760.32,1286.3036240049014,7.629988675133704,179.85,1760.28,1301.6302831216576,7.59,179.85,1822.8769648881455,874.4366704416221,7.866636467023213,269.55,1891.9236240049015,874.9766704416222,7.706636467023213,269.55,1906.7436240049014,875.09,7.690011324866296,269.55,1760.2333295583776,1318.4003170962562,8.506715741087282,179.85,2396.423012462121,874.06,8.560011324866295,89.83,1759.99,1411.3503170962565,8.43330690864531,179.85,1983.9069648881461,875.6966704416221,7.920022649732593,269.55,2307.196353345366,873.8,8.3066704416221,89.83,2059.6203057713897,876.286670441622,8.066681766488394,269.55,2268.489671578877,873.69,8.64997735026741,89.83,2a,4,1568108368
36789,36789,975.4666510105355,1568109586.2086315,975.4666510105355,-80.92607009510405,597.5383143359312,51.51478565020348,714.1850348623886,0.9986103773117064,586.3376139502398,77.6950678409994,748.9079568997438,0.9988828897476196,607.1332751902976,19.425352443747226,752.2238188811642,0.998242735862732,578.5525826921535,111.31941595812876,760.7337956997238,0.7294198870658875,557.8334520235023,-27.733868304261193,740.211753943019,0.951741635799408,479.1001772898375,163.3814191302543,604.2771450000033,0.5371956825256348,495.3413331825103,-95.16464816547425,594.031053395194,0.9692977666854858,589.4344049065472,242.70915329759416,387.7540205292778,0.9490541219711304,611.5332868972291,-155.17714961540295,388.4138878900408,0.9805344343185424,723.6348070075283,297.11801995031016,196.35033705162581,0.6729573607444763,783.5918835178583,-191.7507950580594,198.77351750397915,0.8826247453689575,464.9128177126322,149.80547329416927,140.02633997729802,0.2354400157928467,442.0569867798969,-45.756607418141506,125.01765019785631,0.17408481240272522,529.8233749143642,203.06327920768848,-204.64980968184017,0.021596342325210568,799.0816403256191,-33.60395055513809,52.18452676742896,0.046545863151550286,286.9913685837273,309.83149057597524,-759.1962695817116,0.0023728907108306885,603.6893548073937,-55.4912778764086,-435.478428159562,0.06701740622520448,1763.78,1275.2799295474103,4.523334898946434,359.94001409051793,1760.9033348989465,796.5401174209825,7.449990606321398,180.37,2710.556589951625,659.1934335325717,8.13,142.36,2645.193320808429,817.7134476230898,7.460009393678602,173.91,2643.459985909482,833.9934523199289,7.653320808428531,173.91,1760.93,1050.0734617136077,8.266669797892867,179.85,1422.1634758041253,865.8400046968393,9.1299953031607,268.61,2554.0365429832323,874.51,7.91668388841077,89.83,1760.32,1286.0467872188754,7.6399953031607,179.85,1760.28,1301.3801174209825,7.59,179.85,1822.6134570167685,874.4333348989463,7.8933208084285305,269.55,1891.6667872188755,874.9733348989464,7.73332080842853,269.55,1906.4867872188754,875.09,7.6800046968393,269.55,1760.2366651010534,1318.1201315115006,8.463353686303638,179.85,2396.7065335895527,874.06,8.5500046968393,89.83,1759.99,1411.0701315115004,8.456655707374965,179.85,1983.6434570167685,875.6933348989464,7.9000093936786016,269.55,2307.473203387446,873.8,8.303334898946435,89.83,2059.350126814661,876.2833348989464,8.053339595785733,269.55,2268.7798637916603,873.69,8.669990606321399,89.83,2a,4,1568108368
36790,36790,975.5,1568109586.2419806,975.5,-81.7628223093428,596.0230360072693,57.67830461024332,714.0170848971951,0.9987353086471558,585.8908506734402,81.26357028282133,749.5506885163899,0.9978626370429992,604.9276679495788,25.286443606843395,750.0004944124781,0.9985880851745604,576.320927263377,116.49200990806814,759.3009889751479,0.7362712025642395,566.8045607243791,-24.157833809381337,742.103226870193,0.9632693529129028,476.43486674818115,164.5419173899815,602.9271161842494,0.5515265464782715,496.43146899577033,-88.54902529297979,594.5027500737345,0.9603925943374634,579.4753518412214,245.0248625102977,400.4348847667649,0.9228159189224244,610.9431985818146,-154.26176512969909,390.45774824525,0.9812370538711548,750.1684463072536,295.8075532738044,215.21832966462662,0.8130069971084595,784.5884109753041,-193.58810318843257,197.47963944008103,0.8887782096862793,456.4966524100407,144.04262820812028,148.80820531305778,0.25848764181137085,426.7666404599272,-46.3625182765529,117.74443546362131,0.10624581575393677,669.9736099656808,189.6008325628236,-46.321149608527634,0.07379567623138428,811.5045673013777,-25.03438487493016,70.72490327882849,0.08334943652153015,324.334017561413,273.0941007463776,-715.1824544557236,0.00238865613937378,576.5226306180016,-65.34003446128594,-460.2349247278573,0.02083525061607361,1763.78,1275.43,4.52,359.91,1760.9,796.29,7.47,180.37,2710.72,658.98,8.13,142.36,2645.22,817.47,7.44,173.91,2643.49,833.74,7.68,173.91,1760.93,1049.8,8.26,179.85,1421.86,865.83,9.14,268.61,2554.3,874.51,7.88,89.83,1760.32,1285.79,7.65,179.85,1760.28,1301.13,7.59,179.85,1822.35,874.43,7.92,269.55,1891.41,874.97,7.76,269.55,1906.23,875.09,7.67,269.55,1760.24,1317.84,8.42,179.85,2396.99,874.06,8.54,89.83,1759.99,1410.79,8.48,179.85,1983.38,875.69,7.88,269.55,2307.75,873.8,8.3,89.83,2059.08,876.28,8.04,269.55,2269.07,873.69,8.69,89.83,2a,4,1568108368
36791,36791,975.5334067999561,1568109586.275372,975.5334067999561,-80.79365368184756,594.6725634785822,61.009975292247,712.5622303514208,0.9906574487686156,592.6531877407873,82.26269402592553,752.8800131653688,0.9977076053619384,604.3056054363377,26.45232177621439,750.9124307134794,0.998721957206726,580.9807229243359,118.37367427685093,760.290699381254,0.7381161451339722,560.5166116577577,-22.563345855975857,739.6848012872231,0.9665199518203736,476.9931547363209,165.4978756346369,600.2170306323168,0.5890674591064453,496.073501435696,-84.60072477384647,595.6957414152322,0.964802622795105,586.3210051284202,246.53817979579483,386.08416921952727,0.9350592494010924,608.6060010304961,-155.89843649322157,384.5992973109238,0.9816560149192808,726.383853945737,292.1725363410259,202.404725589758,0.8170217275619507,781.9296435613546,-195.94424141924802,194.67907054037627,0.8891347646713257,462.1181814517524,139.64097476215335,158.5992656918379,0.13107231259346008,419.77052921761214,-46.36436075819165,106.00219548506664,0.15207338333129886,718.4897763448266,172.82018605088882,16.09844449898759,0.03663128614425658,800.7632645940741,-18.777398759218364,22.733803027891213,0.02163597941398621,271.3457049559887,260.49396283706875,-776.6149046984633,0.006434261798858643,565.2479436576858,-48.29318205922644,-481.3872019353338,0.052440255880355835,1763.78,1275.5803305998027,4.52,359.87659320004394,1760.9,796.0394490003295,7.480022039986823,180.37,2710.8870339997798,658.7661964802811,8.119977960013177,142.36,2645.246725439965,817.222789680325,7.4533627199824295,173.91,2643.516725439965,833.4894490003294,7.669977960013178,173.91,1760.9333406799954,1049.5227235603643,8.266681359991214,179.85,1421.5526574404041,865.8233186400087,9.146681359991216,268.61,2554.563913719653,874.5133406799956,7.890022039986823,89.83,1760.32,1285.5361083203336,7.626615240030747,179.85,1760.28,1300.876108320334,7.59,179.85,1822.086086280347,874.43,7.916659320004393,269.55,1891.1527676403384,874.97,7.749977960013178,269.55,1905.9694269603424,875.0866593200044,7.716769519938506,269.55,1760.24,1317.5560422003732,8.443384759969252,179.85,2397.273957799627,874.06,8.523296600021961,89.83,1759.9933406799955,1410.5060422003733,8.453274560035139,179.85,1983.1127456003517,875.6866593200044,7.900044079973644,269.55,2308.0272764396354,873.8,8.303340679995609,89.83,2058.8127456003517,876.28,8.050022039986823,269.55,2269.3572984796224,873.69,8.656593200043924,89.83,2a,4,1568108368
