,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,H_in-C_out.27_x,H_in-C_out.27_y,H_in-C_out.27_speed,H_in-C_out.27_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,Q_in-J_out.0_x,Q_in-J_out.0_y,Q_in-J_out.0_speed,Q_in-J_out.0_angle,Q_in-J_out.1_x,Q_in-J_out.1_y,Q_in-J_out.1_speed,Q_in-J_out.1_angle,Q_in-J_out.2_x,Q_in-J_out.2_y,Q_in-J_out.2_speed,Q_in-J_out.2_angle,Q_in-J_out.3_x,Q_in-J_out.3_y,Q_in-J_out.3_speed,Q_in-J_out.3_angle,K_in-H_out.0_x,K_in-H_out.0_y,K_in-H_out.0_speed,K_in-H_out.0_angle,H_in-K_out.0_x,H_in-K_out.0_y,H_in-K_out.0_speed,H_in-K_out.0_angle,conflict_3b_x,conflict_3b_y,conflict_3b_speed,conflict_3b_angle,K_in-H_out.1_x,K_in-H_out.1_y,K_in-H_out.1_speed,K_in-H_out.1_angle,Q_in-J_out.4_x,Q_in-J_out.4_y,Q_in-J_out.4_speed,Q_in-J_out.4_angle,K_in-H_out.2_x,K_in-H_out.2_y,K_in-H_out.2_speed,K_in-H_out.2_angle,H_in-C_out.28_x,H_in-C_out.28_y,H_in-C_out.28_speed,H_in-C_out.28_angle,H_in-K_out.1_x,H_in-K_out.1_y,H_in-K_out.1_speed,H_in-K_out.1_angle,Q_in-J_out.5_x,Q_in-J_out.5_y,Q_in-J_out.5_speed,Q_in-J_out.5_angle,H_in-K_out.2_x,H_in-K_out.2_y,H_in-K_out.2_speed,H_in-K_out.2_angle,K_in-H_out.3_x,K_in-H_out.3_y,K_in-H_out.3_speed,K_in-H_out.3_angle,scenario,participant_id,source_file
19626,19626,589.8600819016667,1569576545.1326175,589.8600819016667,-82.89392578595194,,599.7651054263832,47.696829585406036,618.202071467258,0.9937168955802916,595.5028178987827,68.65158321061405,661.7907615750061,0.9907568693161012,606.3237246981334,11.65342856966658,660.7775100387306,0.9974933862686156,569.232092135027,108.54425942577757,678.5199659778569,0.8022994995117188,587.5901743329655,-34.053861481491516,682.2019452188033,0.9407613277435304,449.98963463227983,160.46025895395763,545.7358525522699,0.9207301139831544,456.74977865093695,-95.56304764461436,542.7571423657431,0.775407075881958,546.2609538991263,251.75373414428933,328.33732902769543,0.8241217136383057,533.3606115468283,-173.1739782051865,305.7306214928977,0.3092227578163147,710.8900977054518,286.34043075969817,147.7794367114024,0.9276978373527528,700.9293583903913,-197.97392501338098,132.82696267783902,0.9353477954864502,358.06251216853246,142.80557379668625,162.60114364065467,0.0817175805568695,366.6124329126645,-61.22256222784669,111.40142744840536,0.02265837788581848,600.2404897749462,175.31955580395982,43.873449509014556,0.29633960127830505,805.4585487228009,-93.11820246547896,73.3384366143176,0.15192434191703796,390.6253896730386,218.815335239632,-282.938756076334,0.09064751863479614,379.7863975970295,-98.23469040101268,-591.7686002638884,0.04608669877052307,3007.5714840195,884.0939918098334,6.296008190166675,269.68798361966657,3205.2060081901673,130.97535297683268,7.88201638033335,179.26,3205.0460081901674,143.3653529768327,7.965967239333301,179.26,3201.99,639.2594266883327,6.9780245705000254,179.46,3202.5860081901674,543.1053529768327,7.969959049166626,179.46,3205.9760081901672,190.82333659649933,8.060081901666749,179.26,3127.3245651215007,882.02,6.9759672393333005,89.71,3196.3860081901666,874.6873693571662,7.612057331166724,179.64,3156.090655213334,881.8660081901668,7.992016380333349,89.71,3202.826008190167,683.6653529768328,7.886008190166675,179.46,3202.69,761.3894266883328,6.93201638033335,179.99,3202.69,776.4054348784995,6.903991809833325,179.99,1750.0620163803333,2163.6511973636657,9.792016380333349,178.81,1747.8560081901667,2276.1674103079995,7.1680655213334,179.24,1747.6760081901666,2290.1234184981663,7.115967239333299,179.24,1747.4860081901666,2304.0494266883325,7.075967239333299,179.24,1467.724647023167,863.7520163803332,7.858024570500024,88.61,2750.315557731,617.9925077903339,8.2,318.43,2948.7613611669994,743.4981064721668,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19627,19627,589.8798037547275,1569576545.1656632,589.8798037547275,-88.38797670614744,,610.7176007559513,48.20233489048722,622.0801999899032,0.993364691734314,599.5248835424528,69.97390782580388,663.8576184009038,0.988013744354248,598.8551005319862,11.973144999195554,659.0148891010142,0.997386872768402,565.5637272743388,110.47456457518363,677.9501000566612,0.8527464866638184,575.4879664055512,-32.98764675273973,678.9838578170022,0.9400173425674438,457.9308908125971,160.33222404905862,549.2208721338893,0.9192994832992554,456.8185795097817,-95.75802032559028,542.5772863250728,0.7794938683509827,549.3258587468518,252.80567682280525,330.6238403294168,0.7822920083999634,534.1125559725119,-172.52301823675708,305.46248703347374,0.2801762223243713,700.9696695128528,290.51898414361244,149.5896701403823,0.9745817184448242,725.3419732432071,-196.1241531940858,146.13133121743203,0.9235690832138062,372.21415819798966,141.13527277885487,170.00785173142117,0.12150853872299194,359.46589454525076,-60.93719368444115,104.68315358431069,0.03054061532020569,606.6563854990751,185.1779036773636,53.10398853060536,0.4691839814186096,801.0404209295406,-90.33974309457416,46.78428116598175,0.12578517198562622,374.24676366509885,217.45748144147248,-339.01942580602145,0.01647278666496277,353.7762157796138,-105.03492716378518,-621.5327519083917,0.031608909368515015,3007.447236345217,884.0920196245273,6.297980375472753,269.6840392490545,3205.207980375473,130.8195503376525,7.885960750945506,179.26,3205.047980375473,143.2095503376525,7.958078498108987,179.26,3201.99,639.1213737169073,6.9839411264182605,179.46,3202.587980375473,542.9495503376526,7.960098122636234,179.46,3205.977980375473,190.663589586707,8.079803754727532,179.26,3127.4606459076194,882.02,6.968078498108988,89.71,3196.387980375473,874.535511088598,7.625862628309273,179.64,3156.2484300378196,881.8679803754727,7.995960750945507,89.71,3202.827980375473,683.5095503376525,7.887980375472753,179.46,3202.69,761.2513737169072,6.935960750945506,179.99,3202.69,776.2693540923799,6.902019624527247,179.99,1750.0659607509454,2163.4579232036704,9.795960750945508,178.81,1747.8579803754724,2276.025412965962,7.183843003782027,179.24,1747.6779803754728,2289.9833933414347,7.108078498108988,179.24,1747.4879803754727,2303.9113737169073,7.068078498108988,179.24,1467.8804496623475,863.7559607509454,7.8639411264182595,88.61,2750.2090597244714,618.1147832793108,8.2,318.43,2948.607530713125,743.5237448811458,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19628,19628,589.9,1569576545.199504,589.9,,,601.0319238697157,49.26356213045015,618.0695801800949,0.993838667869568,596.1792153046242,71.59550627642,663.1327202159704,0.987773060798645,601.9691038918395,13.030378750048618,660.2722788779184,0.9973697662353516,568.9631669822074,109.89696982492454,677.7337434573855,0.8529237508773804,578.3821268618424,-31.710748911953,679.0730166311464,0.9505932331085204,454.9179231731911,161.15870395579574,546.8258016071997,0.9212347269058228,456.6089872885764,-95.42241551145888,543.1330440791404,0.7744859457015991,548.8483257173724,252.45701178936446,333.12621539855814,0.7936465740203857,527.5351384824272,-171.353225210363,300.5795262830698,0.28898733854293823,679.2300290969347,279.8396085420311,145.0910328995599,0.88661789894104,701.2790712008854,-199.78189288565133,131.34255659056637,0.9339280128479004,378.09291559197675,141.52257742522875,173.17747651091454,0.13017532229423526,355.55992284156036,-61.3388196219913,123.0381255019952,0.20545750856399536,612.3046003703728,191.1606203268386,58.49144424751229,0.5082163810729979,807.8506004124008,-90.51823316356821,64.57025464574758,0.2101342082023621,390.6076663540873,188.90887478074418,-337.3871833885911,0.01560249924659729,366.8854606810771,-102.46238744894829,-608.9001537601266,0.018194526433944702,3007.32,884.09,6.3,269.68,3205.21,130.66,7.89,179.26,3205.05,143.05,7.95,179.26,3201.99,638.98,6.99,179.46,3202.59,542.79,7.95,179.46,3205.98,190.5,8.1,179.26,3127.6,882.02,6.96,89.71,3196.39,874.38,7.64,179.64,3156.41,881.87,8.0,89.71,3202.83,683.35,7.89,179.46,3202.69,761.11,6.94,179.99,3202.69,776.13,6.9,179.99,1750.07,2163.26,9.8,178.81,1747.86,2275.88,7.2,179.24,1747.68,2289.84,7.1,179.24,1747.49,2303.77,7.06,179.24,1468.04,863.76,7.87,88.61,2750.1,618.24,8.2,318.43,2948.45,743.55,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19629,19629,589.9493997970536,1569576545.2322352,589.9493997970536,,,603.565053349342,47.329533500722476,619.7617141215077,0.9940958023071288,600.3856292493938,68.55906899999067,661.7586436530341,0.991930902004242,602.2811016426288,10.947119990248554,659.7396711590292,0.9973666667938232,574.3111864944972,109.75767307102319,680.7103086042822,0.8474934101104736,578.2206768325607,-34.88966350406685,679.5337704084208,0.9206850528717041,458.0261101207344,159.32512493376953,550.0461522331602,0.9230141043663024,460.036907788976,-98.26099018048923,545.5590115945004,0.7750879526138306,546.3822126329492,251.54776898301967,333.4288674243462,0.8344568014144897,532.5473594930676,-181.28364435580184,302.75087786975723,0.4619764685630798,691.1359930312327,275.69426051356305,153.1167713056206,0.8135610818862915,697.9419690731934,-200.5197724712966,133.04337350267363,0.9276720285415648,393.2169649901902,138.92374689753956,176.08723362168132,0.2636857032775879,358.2745536637742,-59.95865944378381,130.12988339868127,0.2374500334262848,618.2423957695213,182.01263082445215,48.32570966942441,0.8356534838676453,800.2433983526716,-95.71865323029198,68.48888834968102,0.25942111015319824,444.24820720767633,173.5644580869487,-375.43622956319007,0.01622036099433899,316.6901692104205,-112.00248492253857,-657.3836720310178,0.022985965013504032,3007.0087812785628,884.09,6.3098799594107255,269.67506002029467,3205.2149399797054,130.26974160327634,7.870240081178548,179.26,3205.054939979705,142.654801623571,7.959879959410725,179.26,3201.994939979705,638.6342014206244,6.97024008117855,179.46,3202.594939979705,542.394801623571,7.959879959410725,179.46,3205.9849399797054,190.09986164386558,8.095060020294637,179.26,3127.945798579376,882.02,6.9797599188214505,89.71,3196.39,873.999621562687,7.679519837642902,179.64,3156.805198376429,881.87,7.995060020294638,89.71,3202.83,682.9597416032764,7.904819939116088,179.46,3202.69,760.7740813800352,6.905420142062462,179.99,3202.69,775.7891414003301,6.934579857937539,179.99,1750.0798799594104,2162.78082196858,9.7604801623571,178.81,1747.8649399797052,2275.5243214612133,7.1654201420624615,179.24,1747.6849399797054,2289.48926144092,7.1345798579375375,179.24,1747.4949399797056,2303.414321461214,7.094579857937538,179.24,1468.4253184170182,863.7649399797052,7.860120040589273,88.61,2749.828301116205,618.5413387620273,8.175300101473185,318.43,2948.0646815829823,743.6191597158751,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19630,19630,590.0,1569576545.2657619,590.0,,,596.1141788317854,48.2052993498756,616.3003245542309,0.9938703775405884,589.6974776046709,68.57334715953468,658.7136286316048,0.992538571357727,606.4554862106393,12.366239197375233,659.7368561096505,0.9968377351760864,572.5553026462973,105.2468339535474,677.3801303060623,0.4520866274833679,574.9049983647687,-33.687121711860534,673.3844578435908,0.9419354796409608,459.6922079169609,156.3291764256254,536.3573424522857,0.5831791758537292,452.79758234326516,-96.3916407827508,542.4573948774431,0.8035558462142944,545.5581925046921,251.64369059340598,328.9063053102253,0.8775334358215332,524.8064308832714,-173.28069751169468,311.2173077259492,0.05699574947357178,705.117470059921,283.62214397197465,147.511447465667,0.9432803988456726,693.8779594774844,-201.82097602376675,130.22571168430005,0.9209610223770142,374.2981364902434,137.58753188725228,168.02284733298416,0.3749315142631531,359.4575842969674,-60.60661583038251,132.32928685584102,0.31599658727645874,605.3158143306309,169.03604510809768,12.6596440039622,0.6102601289749146,795.5699164926925,-98.14873155290528,68.74774149522216,0.1281399130821228,481.8869313727847,167.76145828352503,-419.57200262257317,0.015584230422973631,334.2750169215645,-114.35181947892755,-635.7158302862083,0.01324710249900818,3006.69,884.09,6.32,269.67,3205.22,129.87,7.85,179.26,3205.06,142.25,7.97,179.26,3202.0,638.28,6.95,179.46,3202.6,541.99,7.97,179.46,3205.99,189.69,8.09,179.26,3128.3,882.02,7.0,89.71,3196.39,873.61,7.72,179.64,3157.21,881.87,7.99,89.71,3202.83,682.56,7.92,179.46,3202.69,760.43,6.87,179.99,3202.69,775.44,6.97,179.99,1750.09,2162.29,9.72,178.81,1747.87,2275.16,7.13,179.24,1747.69,2289.13,7.17,179.24,1747.5,2303.05,7.13,179.24,1468.82,863.77,7.85,88.61,2749.55,618.85,8.15,318.43,2947.67,743.69,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19631,19631,590.0170521953207,1569576545.2998798,590.0170521953207,,,592.4278378239802,37.16679159265241,612.4043901486502,0.9959192276000975,589.5257527508701,66.37969052118771,656.9893161631346,0.9967825412750244,617.5096845697784,10.512300863180421,669.9276248882061,0.9787588119506836,572.4043425362623,99.98278918492866,674.9773838087484,0.5154058337211609,573.0033284483833,-37.34142530818482,671.5272404191899,0.911019206047058,450.98842021108567,156.94372308364362,542.9814149054664,0.93524569272995,457.38442669081377,-89.71671637367447,529.4149748512575,0.8871129751205444,553.7406731246778,250.5799670051992,325.7951840516601,0.8778185248374939,539.2627914468549,-193.75884812120842,301.5774109625381,0.9697632193565368,716.4162980207991,281.103915586555,155.8733175708585,0.9550120830535888,701.2342394268022,-198.84576875635662,128.54227286786391,0.9383758902549744,348.7668793038392,139.65722834346693,146.77214433573968,0.5799486041069031,382.38939981448084,-59.768251989298456,110.1259616360182,0.2239915132522583,618.7544466439657,164.52681826181401,-3.7338149965358127,0.38652655482292175,802.9311172882692,-106.6135992787475,67.75196859602974,0.5232458710670471,489.01340538220563,187.81666721936017,-448.57830887530747,0.0080375075340271,297.87811975042536,-143.87948622991726,-675.450260755906,0.012635797262191772,3006.5825711694793,884.09,6.314884341403783,269.68023131719247,3205.221705219532,129.7369928764983,7.853410439064145,179.26,3205.061705219532,142.1135824374342,7.971705219532073,179.26,3202.0,638.1606346327549,6.9568208781282905,179.46,3202.601705219532,541.8535824374342,7.973410439064145,179.46,3205.991705219532,189.5535824374342,8.08317912187171,179.26,3128.419365367245,882.021705219532,6.996589560935855,89.71,3196.391705219532,873.4769928764982,7.731936536724508,179.64,3157.346417562566,881.87,7.984884341403783,89.71,3202.831705219532,682.4269928764983,7.908063463275492,179.46,3202.69,760.3106346327548,6.880231317192436,179.99,3202.69,775.3240450718191,6.9410112679547655,179.99,1750.093410439064,2162.124593705389,9.726820878128288,178.81,1747.8717052195318,2275.038929413223,7.135115658596217,179.24,1747.6917052195322,2289.008929413223,7.152947804679274,179.24,1747.501705219532,2302.927224193691,7.141936536724508,179.24,1468.9547123430334,863.7734104390642,7.855115658596218,88.61,2749.4579181452677,618.9540183914564,8.151705219532072,318.43,2947.5369928764985,743.712167853917,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19632,19632,590.0334084848081,1569576545.3326054,590.0334084848081,,,592.0158439096404,32.746705266934235,612.0585568791311,0.9946607351303101,588.901519509546,61.63844668687489,657.6815391003895,0.9973665475845336,618.1670927758821,3.6085725018677763,669.8688934714726,0.9795793294906616,573.5664949840598,96.03543799725777,675.6240084707465,0.8649266958236694,578.9127073638836,-43.911101834646146,669.7529785255851,0.8797991871833801,454.14292021811343,153.73383496379728,545.6030175859214,0.9339743852615356,462.43934143329216,-93.27162604158714,527.9543510397391,0.8600188493728638,557.5402676897029,248.1544923023569,323.949385558688,0.8826373815536499,538.9132758786146,-189.59600097242802,304.6539433199493,0.5055412650108337,710.5535389223785,284.19308618702684,149.2107076215251,0.9511480331420898,715.6374898317326,-194.01766881466148,133.97503362064793,0.9289218187332152,381.82221530476966,131.8148116684475,142.67849345152246,0.7104728221893309,392.26326142970163,-67.78434376332693,106.28434659168279,0.15762704610824585,687.3391416592357,159.61303096711762,-14.999552726376207,0.5043338537216187,749.3182497768954,-111.72322934531107,49.15058783042846,0.4840662479400635,474.1090895155278,199.5077153732592,-480.195265233959,0.009200781583786007,262.2345545153636,-164.54928402838934,-715.7045883333102,0.014628231525421144,3006.479526545709,884.09,6.309977454557575,269.6900450908849,3205.223340848481,129.6094138184969,7.856681696961616,179.26,3205.063340848481,141.98273212153532,7.973340848480809,179.26,3202.0,638.0461406063433,6.963363393923234,179.46,3202.603340848481,541.7227321215354,7.976681696961616,179.46,3205.993340848481,189.42273212153526,8.076636606076766,179.26,3128.533859393657,882.0233408484806,6.993318303038382,89.71,3196.393340848481,873.3494138184968,7.743385939365659,179.64,3157.4772678784648,881.87,7.979977454557575,89.71,3202.833340848481,682.2994138184969,7.896614060634342,179.46,3202.69,760.1961406063434,6.8900450908848505,179.99,3202.69,775.2128223033051,6.9132055758262565,179.99,1750.0966816969615,2161.9659376973623,9.733363393923234,178.81,1747.873340848481,2274.9227997578623,7.1400225454424255,179.24,1747.6933408484808,2288.8927997578626,7.136591515191916,179.24,1747.5033408484808,2302.809458909382,7.153385939365659,179.24,1469.0839270299841,863.7766816969616,7.860022545442425,88.61,2749.369594182037,619.0537917573292,8.15334084848081,318.43,2947.409413818497,743.7334310302506,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19633,19633,590.0502210454317,1569576545.3662438,590.0502210454317,,,591.6224892655919,24.603353311701554,611.7633640641001,0.9808340072631836,595.8520839546533,52.90718520916485,659.2654727534028,0.9969311356544496,618.0649897221192,-4.660686313882671,669.0696102861234,0.975508451461792,558.0909931347985,95.2486668937718,668.4310564309277,0.7937183380126953,585.6384534804223,-51.73282292051115,667.4805527502385,0.8284696340560913,458.3700804278967,150.62913418134525,547.8251378537038,0.9350249767303468,459.14467185223083,-95.32318312204487,525.5949472523489,0.8063762187957764,563.2803057034315,249.7320896068948,328.7511865610347,0.8927584886550903,534.168613723225,-197.32509776911166,303.39902775670373,0.9592915773391724,706.9813647341953,287.1901871360607,146.97669448996345,0.9458109736442566,704.3623203415181,-190.1538272948336,122.41415874605906,0.9243628978729248,373.4638298004406,129.76412362804305,136.287363844441,0.6201003789901733,389.4174088012746,-72.33079405041566,111.37898286119407,0.17391979694366455,721.723692344606,154.8061864285431,-7.622907291850793,0.6001742482185364,771.3772666754628,-109.956713337943,65.14974289523076,0.4046602249145508,467.753201005552,188.1660098202756,-498.62570395770217,0.029728740453720093,194.19810113120465,-171.1634123147465,-739.3801080570372,0.021376430988311768,3006.37360741378,884.09,6.304933686370486,269.70013262725905,3205.225022104543,129.47827584563262,7.860044209086343,179.26,3205.065022104543,141.84823163654627,7.9750221045431715,179.26,3202.0,637.928452681978,6.970088418172686,179.46,3202.605022104543,541.5882316365463,7.980044209086343,179.46,3205.995022104543,189.2882316365463,8.069911581827315,179.26,3128.651547318022,882.0250221045433,6.989955790913657,89.71,3196.395022104543,873.2182758456328,7.7551547318022,179.64,3157.611768363454,881.87,7.974933686370486,89.71,3202.835022104543,682.1682758456326,7.8848452681977985,179.46,3202.69,760.078452681978,6.900132627259028,179.99,3202.69,775.0984968910643,6.884624222766083,179.99,1750.1000442090867,2161.8028558593123,9.740088418172686,178.81,1747.8750221045432,2274.8034305774345,7.145066313629514,179.24,1747.695022104543,2288.773430577435,7.119778954568285,179.24,1747.505022104543,2302.688408472892,7.1651547318022,179.24,1469.2167462589105,863.7800442090863,7.865066313629514,88.61,2749.278806354669,619.1563483771334,8.155022104543171,318.43,2947.2782758456324,743.7552873590613,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19634,19634,590.0666872022441,1569576545.3991892,590.0666872022441,,,594.3150013658003,22.67118168303091,614.7944392768626,0.9963632822036744,597.7423838684067,46.66998905179672,664.7148658519895,0.9794812202453612,606.1418227087478,-9.878227325991645,660.2542205113359,0.9968615770339966,557.0385782840382,90.8615723346852,668.4542944094072,0.8207553029060364,571.2989313765402,-55.52352665883989,662.5631834206126,0.4976264536380768,458.5606952504026,148.36215836689468,548.1357944402187,0.9314074516296388,458.43660292209006,-97.77200027324392,525.6275700151685,0.7086254954338074,558.2497459019363,251.66620607437386,325.5294554874808,0.8846074342727661,542.043519316978,-198.66558518863053,307.3383875257225,0.9451423883438108,699.4007262456798,291.37413759874727,143.4816556969224,0.931576371192932,678.9554665334475,-193.1894221430269,113.05209767755542,0.9251378178596495,354.5204559958036,129.82527005309393,121.235009896143,0.6740936040878296,390.97271798186057,-68.81046667861108,117.03816543723387,0.13407403230667114,659.8256078093967,157.28183181198514,-69.82371240757789,0.440026730298996,736.1211180599288,-108.92116705598032,49.23181361183461,0.38221341371536255,449.0653972766997,196.7713537152113,-522.9095841026035,0.02939531207084656,124.64468782278372,-180.94797745012286,-732.4864314424707,0.012633442878723145,3006.269870625862,884.09,6.299993839326771,269.71001232134654,3205.226668720225,129.34983982249605,7.863337440448818,179.26,3205.066668720225,141.71650238204722,7.97666872022441,179.26,3202.0,637.8131895842912,6.9766748808976375,179.46,3202.606668720225,541.4565023820472,7.983337440448818,179.46,3205.9966687202245,189.1565023820472,8.063325119102362,179.26,3128.766810415709,882.0266687202243,6.986662559551182,89.71,3196.396668720225,873.0898398224962,7.766681041570867,179.64,3157.743497617953,881.87,7.969993839326771,89.71,3202.836668720225,682.039839822496,7.873318958429133,179.46,3202.69,759.9631895842913,6.910012321346457,179.99,3202.69,774.9865270247403,6.8566317561850365,179.99,1750.1033374404485,2161.643134138232,9.746674880897636,178.81,1747.8766687202246,2274.6865208640666,7.150006160673229,179.24,1747.6966687202246,2288.6565208640673,7.103312797755903,179.24,1747.5066687202245,2302.5698521438426,7.176681041570867,179.24,1469.3468288977285,863.7833374404488,7.870006160673229,88.61,2749.189889107882,619.256791933689,8.15666872022441,318.43,2947.149839822496,743.7766933629173,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
19635,19635,590.0833887039231,1569576545.4326055,590.0833887039231,-92.87507185689651,,609.1284060322415,16.1447332348815,620.4378231808628,0.9966406822204592,607.4826828362443,41.45885120545273,669.9131038304224,0.9387022256851196,605.45089373108,-18.621487772425027,658.3790552378724,0.9967136383056641,567.2813480741353,84.94231347357551,675.2038060826101,0.8750463128089905,570.2561328058306,-61.61286291263543,661.9852743969018,0.3181571364402771,458.4698211463228,146.21837889707712,548.1349203864232,0.9213823080062866,454.2477774598625,-104.59461143901304,534.4459298817936,0.8936809301376343,560.7400196854661,252.97277427746224,329.68367575348555,0.8730298280715942,533.2872558078056,-193.1844607631049,302.85200158283345,0.42710310220718384,702.0471220982263,290.9015569912958,144.62988960167255,0.9348921775817872,691.1772040416331,-186.89096554561473,120.40975008167824,0.8868707418441772,339.911383692573,130.86713997689557,119.1294178965023,0.5908594727516174,368.3971663750245,-62.80141028240064,140.15963684947636,0.4930597543716431,621.4376793222962,162.4152612845129,-108.75010894214122,0.2897722721099853,649.5997538617397,-108.42182916939971,20.432160672512595,0.5401593446731567,427.7342253147343,192.0106288615359,-543.7174758105731,0.019907653331756592,54.827241242021294,-177.65361366510209,-762.1362970356007,0.007039517164230347,3006.1646511652843,884.09,6.294983388823074,269.7200332223539,3205.228338870392,129.21956810939992,7.866677740784618,179.26,3205.0683388703924,141.5828903686153,7.978338870392308,179.26,3202.0,637.6962790725386,6.983355481569236,179.46,3202.6083388703923,541.3228903686154,7.986677740784618,179.46,3205.9983388703918,189.0228903686153,8.056644518430765,179.26,3128.8837209274616,882.0283388703923,6.983322259215383,89.71,3196.3983388703923,872.9595681093999,7.778372092746161,179.64,3157.877109631385,881.87,7.964983388823074,89.71,3202.8383388703924,681.9095681093999,7.861627907253839,179.46,3202.69,759.8462790725383,6.920033222353853,179.99,3202.69,774.8729568133231,6.828239203330753,179.99,1750.1066777407846,2161.481129571946,9.753355481569237,178.81,1747.8783388703926,2274.567940202146,7.155016611176926,179.24,1747.6983388703925,2288.5379402021467,7.086611296076914,179.24,1747.5083388703922,2302.4496013317544,7.188372092746161,179.24,1469.4787707609923,863.7866777407846,7.875016611176925,88.61,2749.0997009988155,619.3586710939309,8.158338870392306,318.43,2947.0195681094,743.7984053150999,7.82,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,30,1569575905
