,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-K_out.0_x,H_in-K_out.0_y,H_in-K_out.0_speed,H_in-K_out.0_angle,Q_in-J_out.0_x,Q_in-J_out.0_y,Q_in-J_out.0_speed,Q_in-J_out.0_angle,Q_in-J_out.1_x,Q_in-J_out.1_y,Q_in-J_out.1_speed,Q_in-J_out.1_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,H_in-K_out.1_x,H_in-K_out.1_y,H_in-K_out.1_speed,H_in-K_out.1_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,Q_in-J_out.2_x,Q_in-J_out.2_y,Q_in-J_out.2_speed,Q_in-J_out.2_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,Q_in-J_out.3_x,Q_in-J_out.3_y,Q_in-J_out.3_speed,Q_in-J_out.3_angle,H_in-C_out.27_x,H_in-C_out.27_y,H_in-C_out.27_speed,H_in-C_out.27_angle,K_in-H_out.0_x,K_in-H_out.0_y,K_in-H_out.0_speed,K_in-H_out.0_angle,conflict_3b_x,conflict_3b_y,conflict_3b_speed,conflict_3b_angle,H_in-K_out.2_x,H_in-K_out.2_y,H_in-K_out.2_speed,H_in-K_out.2_angle,Q_in-J_out.4_x,Q_in-J_out.4_y,Q_in-J_out.4_speed,Q_in-J_out.4_angle,Q_in-J_out.5_x,Q_in-J_out.5_y,Q_in-J_out.5_speed,Q_in-J_out.5_angle,Q_in-J_out.6_x,Q_in-J_out.6_y,Q_in-J_out.6_speed,Q_in-J_out.6_angle,H_in-K_out.3_x,H_in-K_out.3_y,H_in-K_out.3_speed,H_in-K_out.3_angle,Q_in-J_out.7_x,Q_in-J_out.7_y,Q_in-J_out.7_speed,Q_in-J_out.7_angle,scenario,participant_id,source_file
20237,20237,595.4665603120577,1568708248.7579596,595.4665603120577,-79.44620960431149,619.529094545581,65.31606527510574,688.9670739519987,0.9987033605575562,601.3793279698465,95.99849873817888,716.3806981784229,0.9989509582519532,612.5531621190395,36.67557017456264,718.0826604882836,0.9943851232528688,571.4596280040838,140.93889537178262,720.1865076246727,0.9088890552520752,571.5939775715274,-7.583654177503346,707.3022580530996,0.9047802090644836,495.54396938385344,206.844704751985,549.2756677826451,0.9603970050811768,469.6717069928492,-71.10009307614101,558.3743957073671,0.9267113208770752,604.0133009131828,253.94087945838814,394.712736963905,0.9735196828842164,526.7889341152044,-147.78351191646988,359.43885251658594,0.9226807951927184,786.9898296905322,283.55263708027695,236.9598124192057,0.9347414970397948,717.2690622599249,-184.5977347758664,199.13878710337207,0.8991791009902954,442.6156855850675,160.27101920290298,195.40943702631444,0.5246835350990295,467.52283128340264,-43.90527309058554,154.9918462575896,0.26571178436279297,712.4671871404681,163.17136410845185,59.3376963841965,0.8482238650321959,872.7089364473068,-51.450971197967775,130.00874990273658,0.8298634886741638,295.7252729681294,228.3742732616061,-758.2645696662382,0.012825220823287964,484.78189072144164,-81.62004452055142,-533.8914689609686,0.2525057792663574,2958.9703828765923,883.47,3.5865284056750317,268.8798085617039,3204.03,238.39417353474403,7.920031906382684,179.75,3201.4266560312053,667.2107657531843,7.26,179.46,3206.326656031206,163.7008614723325,8.093280156028857,179.26,3197.326656031206,725.6675175035382,7.99,179.64,3197.21,744.4175175035382,7.966656031205773,179.64,3153.242482496462,881.85,7.973312062411543,89.71,3099.3458264652563,881.58,7.973375875176912,89.71,3014.265826465256,881.1566560312058,7.973343968794229,89.71,3046.4956031205766,881.3166560312058,9.986687937588457,89.71,2820.495922184404,880.4666560312057,6.9833439687942285,89.69,2736.025826465256,879.7166560312057,7.976624124823087,89.69,2595.9174855971555,877.9333439687942,7.773439687942282,269.83,1751.7766560312054,2070.0575494099207,8.286656031205771,179.33,1750.2466560312055,2154.964077815596,6.98,178.81,2650.2267517503533,835.055826465256,7.880031906382685,353.93,2649.396751750354,809.2791385276674,8.036624124823087,353.93,2665.003503500708,751.0126101219925,6.9833439687942285,346.68,1747.4366560312058,2308.0907657531843,7.193375875176913,179.24,2684.973854470917,703.7093299659634,7.986656031205772,322.4,1746.9166560312058,2347.210893378715,8.37012762553074,179.24,2761.4072303460944,610.8427058411405,7.996656031205772,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20238,20238,595.5,1568708248.791643,595.5,-75.59703737385222,615.9842271021648,64.7828008772901,686.2018359546307,0.9984421730041504,601.2235073867666,95.70976999209341,716.6655271670578,0.9988772869110109,607.2611203609204,35.44297027622593,715.894461384863,0.9932480454444884,574.3463277884259,139.3906670365362,723.4094740542848,0.8642585277557373,571.636509060166,-9.66832576259381,707.8189191592583,0.8922895193099976,497.85608823166876,204.2176445336766,553.3241754858342,0.97147536277771,470.5082084999746,-66.70932591251155,559.3452964021636,0.8773090839385986,602.0052055742383,248.10879129260638,397.44590890875696,0.9488506317138672,546.2733840580146,-145.81183263919706,361.85994956292336,0.9271914958953856,764.6473483925467,283.3783246854678,233.59026982093042,0.7811719179153442,735.2892215227182,-181.07116135489886,211.28938413288898,0.9088118076324464,423.05900100249306,159.70553417496617,187.0977267070781,0.5189411044120789,453.9588934346042,-37.796850155368155,179.00809114800217,0.6939768791198729,690.6703671105438,160.6579360740489,50.52097660357771,0.8291198611259459,875.1281811507802,-49.119163450697926,133.157305667347,0.8112983703613281,242.67880839156345,233.24790248436298,-766.0758019636269,0.006274700164794922,452.98587277039115,-84.09852133724122,-556.7985186206065,0.12665191292762756,2958.85,883.47,3.63,268.94,3204.03,238.13,7.91,179.75,3201.43,666.97,7.26,179.46,3206.33,163.43,8.11,179.26,3197.33,725.4,7.99,179.64,3197.21,744.15,7.97,179.64,3153.51,881.85,7.98,89.71,3099.61,881.58,7.96,89.71,3014.53,881.16,7.97,89.71,3046.83,881.32,9.98,89.71,2820.73,880.47,6.98,89.69,2736.29,879.72,7.99,89.69,2595.66,877.93,7.74,269.83,1751.78,2069.78,8.29,179.33,1750.25,2154.73,6.98,178.81,2650.2,835.32,7.87,353.93,2649.37,809.55,8.05,353.93,2664.95,751.24,6.98,346.68,1747.44,2307.85,7.18,179.24,2684.81,703.92,7.99,322.4,1746.92,2346.93,8.33,179.24,2761.23,611.04,8.0,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20239,20239,595.5504422736985,1568708248.8255243,595.5504422736985,-83.1716399825393,623.5890177936088,65.4370763760271,689.2881638185753,0.9985778331756592,600.7010257128062,94.62988831811295,717.7424584502245,0.998684287071228,613.5924442320385,35.97782537910883,719.2132311793964,0.993613600730896,577.2213624240405,137.20791403575026,726.5581315004449,0.8436892032623291,584.6022233365322,-9.029732230755377,711.928801377681,0.889599084854126,496.0036621207141,200.30333205060782,557.786502220003,0.980408787727356,467.0502468363897,-65.68605998980041,556.5614487932462,0.8759370446205139,599.0287883893877,245.16441991012417,392.874318983376,0.9491077661514282,538.5723163098767,-147.10777660667281,381.7719127471472,0.9397197961807252,772.0286795072731,280.98846113110284,238.85275093496878,0.8284105062484741,737.2541268373277,-181.5399370321133,211.9366058558123,0.8879345655441284,435.0449178063329,159.45538713889582,195.54642585185096,0.5696406960487366,459.79412112816254,-42.202108434829626,166.1583871982585,0.2723935842514038,706.4299117385228,158.21835042916334,62.135461456476285,0.7836525440216064,876.9836581544058,-50.057460425054856,138.19863515618346,0.7672696709632874,260.73547553359185,232.6851729135411,-722.4043767340022,0.006597191095352173,429.70602116959,-84.96920754390835,-588.3032981823592,0.05162146687507629,2958.678496269425,883.47,3.5038943157536884,269.02070763791767,3204.03,237.73150603778168,7.91,179.75,3201.43504422737,666.6017714020007,7.265044227369852,179.46,3206.3400884547395,163.0163733556721,8.130176909479411,179.26,3197.33,724.9964618104117,7.969823090520589,179.64,3197.215044227369,743.7464618104117,7.975044227369852,179.64,3153.9084939622185,881.85,7.964867317890443,89.71,3100.013538189588,881.58,7.96,89.71,3014.933538189588,881.16,7.975044227369852,89.71,3047.334422736985,881.32,9.969911545260297,89.71,2821.0830959158893,880.47,6.974955772630148,89.69,2736.6935381895887,879.72,7.984955772630148,89.69,2595.261506037781,877.93,7.78035381895882,269.83,1751.7850442273698,2069.3663733556727,8.259734635780886,179.33,1750.2550442273696,2154.3819483114803,6.949734635780885,178.81,2650.159646181041,835.7134497348485,7.87,353.93,2649.3246019536714,809.958582416958,8.080265364219114,353.93,2664.8692923620824,751.5830074611499,6.98,346.68,1747.44504422737,2307.491859856741,7.164867317890443,179.24,2684.567877086247,704.2377863243007,7.969823090520589,322.4,1746.92504422737,2346.5062849009328,8.37035381895882,179.24,2760.9626559493977,611.3426536421912,7.974778863150737,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20240,20240,595.6,1568708248.8588116,595.6,,619.6712254934255,63.00548632351661,689.8904217472083,0.9986002445220948,604.9378459813317,92.59251760514223,719.7499573325383,0.9987691640853882,610.7794872687036,34.01614421053164,717.4203509838611,0.9933763146400452,577.4445093740077,135.15821197651522,727.2171481623151,0.8873716592788696,576.3630453673862,-10.347433187782897,709.6654847989912,0.8764735460281372,495.23763097418123,198.00452790574127,559.4041307268553,0.9821648597717284,462.6375420441658,-73.78755177321626,554.1066780574322,0.9111034274101256,603.4353693193345,243.92201919913487,393.4773162568187,0.9573040008544922,531.620812764334,-150.67295908759252,373.17654599562576,0.9473689794540404,769.0924958772978,280.14014037641675,237.51603877724875,0.8386378288269043,741.5087101428612,-182.29729742459133,213.83698926400157,0.8737150430679321,459.8096577850203,156.90200138357724,192.02356194790642,0.08109787106513977,465.86292941722,-45.13690677640504,163.69069767899202,0.26217061281204224,718.2696382749804,162.25752467296311,44.1723978331928,0.8403176069259644,876.1058727350676,-50.47865600590552,133.42298884362214,0.8100534677505493,295.4130424075675,202.1630245733483,-720.3518521628198,0.003844350576400757,427.3037627169144,-80.02079208663686,-594.8789896645495,0.0291748046875,2958.51,883.47,3.38,269.1,3204.03,237.34,7.91,179.75,3201.44,666.24,7.27,179.46,3206.35,162.61,8.15,179.26,3197.33,724.6,7.95,179.64,3197.22,743.35,7.98,179.64,3154.3,881.85,7.95,89.71,3100.41,881.58,7.96,89.71,3015.33,881.16,7.98,89.71,3047.83,881.32,9.96,89.71,2821.43,880.47,6.97,89.69,2737.09,879.72,7.98,89.69,2594.87,877.93,7.82,269.83,1751.79,2068.96,8.23,179.33,1750.26,2154.04,6.92,178.81,2650.12,836.1,7.87,353.93,2649.28,810.36,8.11,353.93,2664.79,751.92,6.98,346.68,1747.45,2307.14,7.15,179.24,2684.33,704.55,7.95,322.4,1746.93,2346.09,8.41,179.24,2760.7,611.64,7.95,318.43,1401.27,789.76,8.0,1.84,2961.68,741.28,7.17,279.76,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20241,20241,595.6333877976298,1568708248.8924274,595.6333877976298,-112.27855700946728,614.4124938605238,63.31708566321677,689.5398845282422,0.9987232089042664,596.741602685546,92.36206004783224,717.9407105779129,0.9989516139030457,606.5182817567282,35.76252705388885,717.1745072921652,0.9935850501060486,566.3389979166624,133.16245902641646,723.7408943027267,0.8730299472808838,564.208923675897,-12.714009825429402,705.9233825035274,0.8889441490173341,495.27059371417533,197.83014540842308,559.3363753431356,0.9254685640335084,457.81070103932655,-75.77164599008947,552.5623910346696,0.9160226583480836,592.2846148309012,242.73264805826057,396.34582598276046,0.9334092736244202,525.3559471710379,-152.43068282962474,371.6024099087342,0.9474694132804872,764.784482277613,280.59728595618094,235.46361923196696,0.8365275859832764,738.5599481289531,-182.826088508754,210.79542044725318,0.8957420587539673,454.46563546509424,155.8698937749395,181.6438232681002,0.06357717514038086,469.1900134336955,-43.49729077399952,160.50663364746566,0.3107447624206543,723.1410387188429,162.83243080529073,46.945863479883464,0.8300246000289917,877.8747981915166,-48.73941944649121,128.87396836128124,0.7585695385932922,350.5466895773283,214.35206264304645,-679.2483338984598,0.005719393491744995,443.16631511166963,-77.43752619021186,-588.8099522682313,0.01805904507637024,2958.3931427082957,883.4666612202369,3.4267429166814902,269.1567592559704,3204.033338779763,237.07957517848885,7.8599183035555455,179.75,3201.44,665.9962690773036,7.280016339288889,179.46,3206.3533387797634,162.33955883919995,8.123289761896293,179.26,3197.3333387797634,724.3362363987259,7.95,179.64,3197.22,743.0828976189629,7.986677559525927,179.64,3154.567102381037,881.853338779763,7.9633551190518554,89.71,3100.673763601274,881.583338779763,7.956661220237036,89.71,3015.597102381037,881.16,7.983338779762964,89.71,3048.1638779762957,881.323338779763,9.966677559525927,89.71,2821.6637145834075,880.47,6.976677559525927,89.69,2737.357102381037,879.72,7.966644880948147,89.69,2594.609575178489,877.93,7.830016339288892,269.83,1751.793338779763,2068.686220059437,8.216644880948143,179.33,1750.266677559526,2153.806285416593,6.9500490178666725,178.81,2650.089950982133,836.3604248215112,7.873338779762964,353.93,2649.2499509821337,810.6304411608,8.106661220237037,353.93,2664.7365795237924,752.1470370238816,6.973322440474073,346.68,1747.4533387797628,2306.899607857067,7.1666938988148186,179.24,2684.166399791615,704.7603431250667,7.95,322.4,1746.9333387797628,2345.809542499911,8.406661220237037,179.24,2760.5230446725627,611.8403267857777,7.9633551190518554,318.43,1401.2800163392885,790.027102381037,7.9899836607111085,1.84,2961.439607857067,741.3200653571555,7.17,279.76,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20242,20242,595.6679794930085,1568708248.9272554,595.6679794930085,,621.7658185312291,59.9744284377944,693.0411060514343,0.9987349510192872,590.5995073672308,88.65339088215192,720.8940888771974,0.9953469038009644,600.3863477996701,30.20885676654242,714.1206427099678,0.998774528503418,567.136963675073,130.89950951071552,727.3385696777518,0.8757801651954651,563.7943367402843,-14.954230182467002,708.8935610177682,0.872766375541687,496.3402849872077,197.6095948024052,557.1025866633854,0.8696044683456421,458.2840164834553,-77.29731802206487,550.4412029192613,0.984544277191162,586.2324023728296,241.74397018146263,396.6640633457168,0.927229642868042,533.2884294425194,-150.80456676055226,377.19614065100166,0.9395351409912108,744.2542717964225,280.1562451424491,252.37788777768912,0.6962677836418152,730.6460664533251,-186.83618971955673,205.39236929451718,0.9117418527603148,434.678858275308,158.29793060147816,187.22506812360402,0.5660045742988586,472.82544652464117,-45.74935727488304,162.88205734504447,0.23244553804397586,714.9044673809268,161.66901140076504,53.95459839931832,0.7702778577804565,875.2638718525426,-38.334732472657016,117.83293652849872,0.627082884311676,390.713117877682,221.76975575738356,-644.829072954351,0.009348452091217041,457.46655068449087,-85.92614045491291,-578.3685931594786,0.057139664888381965,2958.27207177447,883.4632020506994,3.4751712902118297,269.2155651381144,3204.036797949301,236.80975995453412,7.808030760487325,179.75,3201.44,665.7437497010383,7.290393847902536,179.46,3206.356797949301,162.05936610663156,8.09561640559324,179.26,3197.336797949301,724.0629620052333,7.95,179.64,3197.22,742.8061640559323,7.993595898601691,179.64,3154.8438359440675,881.8567979493007,7.97719179720338,89.71,3100.947037994766,881.5867979493007,7.953202050699155,89.71,3015.873835944068,881.16,7.986797949300844,89.71,3048.5097949300844,881.3267979493007,9.973595898601689,89.71,2821.9058564510588,880.47,6.98359589860169,89.69,2737.6338359440674,879.72,7.9528082027966205,89.69,2594.339759954534,877.93,7.8403938479025355,269.83,1751.7967979493008,2068.4025681573307,8.20280820279662,179.33,1750.2735958986013,2153.564143548941,6.9811815437076055,178.81,2650.058818456293,836.6302400454658,7.876797949300845,353.93,2649.2188184562924,810.9106338933684,8.103202050699155,353.93,2664.6812328111864,752.3822605524574,6.966404101398309,346.68,1747.4567979493008,2306.6505476503394,7.183989746504224,179.24,2683.996900484259,704.9782708059532,7.95,322.4,1746.9367979493009,2345.518972258729,8.403202050699155,179.24,2760.339708687055,612.0478769580508,7.97719179720338,318.43,1401.2903938479026,790.3038359440677,7.979606152097465,1.84,2961.1905476503393,741.3615753916101,7.17,279.76,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20243,20243,595.7,1568708248.9594946,595.7,-75.42221689128436,610.4708083915867,58.48447331613574,689.4734643372235,0.9989262223243712,593.3430853584323,87.3044842358428,723.23434022975,0.9964545965194702,598.2406069514739,28.34158763358583,713.2754858368477,0.9986929893493652,567.2844623394999,129.95519763079568,727.6090688404996,0.9072352647781372,574.6512625068326,-16.210837068623448,713.0171600069225,0.8571075201034546,495.93067457226095,197.1917375653629,557.952861534919,0.8973938822746277,462.89523332775116,-77.30801060421288,551.5295567599916,0.9803087711334229,595.0597287561724,239.734002841366,398.30409349486666,0.9385122060775756,525.154378592036,-157.09155747170146,372.9188354728923,0.9115443229675292,740.0438719259454,277.3263738606672,256.20210696110826,0.7952125072479248,725.9447834832242,-185.78342982619066,213.1230931804887,0.9164221286773682,416.88292021534517,158.56035476655097,180.404409676647,0.5722435712814331,467.19496638263513,-47.897580951224214,159.2485245583531,0.2308022975921631,700.5383814832318,163.1126339427625,52.68293762004123,0.7895902395248413,867.9446746687565,-36.811693310125506,115.30755456642186,0.5945955514907837,460.50127397017775,218.2728921210481,-576.9277882362592,0.00849992036819458,494.0880742610331,-88.7849073821963,-529.3041363880632,0.13123872876167295,2958.16,883.46,3.52,269.27,3204.04,236.56,7.76,179.75,3201.44,665.51,7.3,179.46,3206.36,161.8,8.07,179.26,3197.34,723.81,7.95,179.64,3197.22,742.55,8.0,179.64,3155.1,881.86,7.99,89.71,3101.2,881.59,7.95,89.71,3016.13,881.16,7.99,89.71,3048.83,881.33,9.98,89.71,2822.13,880.47,6.99,89.69,2737.89,879.72,7.94,89.69,2594.09,877.93,7.85,269.83,1751.8,2068.14,8.19,179.33,1750.28,2153.34,7.01,178.81,2650.03,836.88,7.88,353.93,2649.19,811.17,8.1,353.93,2664.63,752.6,6.96,346.68,1747.46,2306.42,7.2,179.24,2683.84,705.18,7.95,322.4,1746.94,2345.25,8.4,179.24,2760.17,612.24,7.99,318.43,1401.3,790.56,7.97,1.84,2960.96,741.4,7.17,279.76,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20244,20244,595.7369875364122,1568708248.9967608,595.7369875364122,-112.56934177842504,624.8236630782244,57.66607156708503,694.8340747162019,0.9987569451332092,597.2029956035092,84.67236837521288,724.3398948242551,0.9973859190940856,601.7200412258502,26.497617427012077,714.3710351479581,0.9987684488296508,571.5614740276483,128.12173405468081,729.1987324565521,0.9137011766433716,575.2868008281082,-18.03290777958895,714.9691255470908,0.9684764742851256,495.36020455933294,196.4377955634395,559.1352689853753,0.918547749519348,464.2141377220546,-74.07965761740974,549.5342900075407,0.9682836532592772,591.9524571815004,238.2891217182596,396.69482946985914,0.729030191898346,539.2469343785548,-154.05929043963522,377.5558989089988,0.941712498664856,742.9141546630432,278.3273226695009,257.33304640192296,0.7558923363685608,719.1471165422014,-187.4504852302784,208.2044758775656,0.9177651405334472,445.13978527257683,155.459411721235,176.61092102431218,0.13020965456962585,467.5595090556726,-50.69542854060504,162.99763125701926,0.2117666602134705,730.9272033261453,166.39086339952775,48.848999045616246,0.8895547389984131,866.0001743112334,-39.92935257062718,122.41383330677851,0.498467743396759,544.8272533327846,190.9181155527353,-490.11134094261377,0.01938009262084961,513.2859364990122,-83.37606650787362,-505.33206746551537,0.051863312721252434,2958.0305436225567,883.46,3.523698753641223,269.3217825509771,3204.04,236.28259347690826,7.6527361444045265,179.75,3201.4436987536405,665.2399909841907,7.2963012463587775,179.46,3206.3636987536406,161.5040997087021,8.073698753641223,179.26,3197.34,723.5140997087021,7.968493768206116,179.64,3197.2236987536407,742.2540997087021,7.98890373907633,179.64,3155.3959002912984,881.86,7.9752049854351075,89.71,3101.4959002912983,881.59,7.9573975072824465,89.71,3016.4222015376567,881.163698753641,7.971506231793884,89.71,3049.196176610481,881.33,9.961506231793884,89.71,2822.3852140012445,880.4736987536412,6.978903739076331,89.69,2738.1822015376565,879.7236987536412,7.943698753641224,89.69,2593.7977984623435,877.93,7.846301246358776,269.83,1751.8036987536414,2067.8330034477785,8.230686290053455,179.33,1750.2836987536414,2153.084785998756,6.976711217228991,178.81,2650.0004099708704,837.1722015376565,7.887397507282446,353.93,2649.16040997087,811.4659002912979,8.081506231793885,353.93,2664.5708199417404,752.8515152476033,6.974795014564892,346.68,1747.4636987536414,2306.153689737832,7.196301246358777,179.24,2683.65876107158,705.413021479397,7.964795014564892,322.4,1746.9436987536415,2344.939304694137,8.396301246358778,179.24,2759.9739660570153,612.4582264648321,7.978903739076331,318.43,1401.3073975072823,790.8522015376566,7.940409970870213,1.84,2960.697388491473,741.4443850436946,7.17,279.76,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20245,20245,595.7369875364122,1568708248.9967608,595.7369875364122,,609.5833875430601,57.53957941382944,691.8145127937262,0.9986592531204224,593.2263123583215,83.72953906054174,724.4980736207907,0.9973868131637572,597.849891419698,26.98352375730371,714.2624370021657,0.998766839504242,567.9118666797965,125.51887092006592,727.304459903178,0.9142732620239258,571.2849458040148,-19.024527284898863,710.1396125651903,0.8773273229598999,492.65798169333937,194.29528471844623,554.4116975922248,0.8843859434127808,465.6145688276316,-75.67562346012083,546.6487327378329,0.9754196405410768,589.0077095868842,241.29747766350087,390.65387002183775,0.9629603028297424,528.5246557291608,-152.82034904398338,366.22710547683226,0.9755266904830932,771.8627729338907,278.23277283084053,246.2723614208384,0.9113562107086182,706.6259063298918,-191.75279983117665,213.14621894003253,0.7561005353927612,451.58821164105484,148.27571682593532,163.65254782960628,0.06530961394309998,472.4215825978254,-50.314534668111925,163.96319268670106,0.3216716945171356,712.9644929871314,166.04430601315295,43.64854832217574,0.6541482210159302,868.8587504256857,-35.21967294616967,110.39605196441437,0.5176516771316528,583.6584692660548,203.19231229562854,-448.11849398900995,0.013715118169784546,514.502194044942,-85.88856961099668,-499.434037102815,0.2658959925174713,2958.0305436225567,883.46,3.523698753641223,269.3217825509771,3204.04,236.28259347690826,7.6527361444045265,179.75,3201.4436987536405,665.2399909841907,7.2963012463587775,179.46,3206.3636987536406,161.5040997087021,8.073698753641223,179.26,3197.34,723.5140997087021,7.968493768206116,179.64,3197.2236987536407,742.2540997087021,7.98890373907633,179.64,3155.3959002912984,881.86,7.9752049854351075,89.71,3101.4959002912983,881.59,7.9573975072824465,89.71,3016.4222015376567,881.163698753641,7.971506231793884,89.71,3049.196176610481,881.33,9.961506231793884,89.71,2822.3852140012445,880.4736987536412,6.978903739076331,89.69,2738.1822015376565,879.7236987536412,7.943698753641224,89.69,2593.7977984623435,877.93,7.846301246358776,269.83,1751.8036987536414,2067.8330034477785,8.230686290053455,179.33,1750.2836987536414,2153.084785998756,6.976711217228991,178.81,2650.0004099708704,837.1722015376565,7.887397507282446,353.93,2649.16040997087,811.4659002912979,8.081506231793885,353.93,2664.5708199417404,752.8515152476033,6.974795014564892,346.68,1747.4636987536414,2306.153689737832,7.196301246358777,179.24,2683.65876107158,705.413021479397,7.964795014564892,322.4,1746.9436987536415,2344.939304694137,8.396301246358778,179.24,2759.9739660570153,612.4582264648321,7.978903739076331,318.43,1401.3073975072823,790.8522015376566,7.940409970870213,1.84,2960.697388491473,741.4443850436946,7.17,279.76,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
20246,20246,595.7668461940741,1568708249.0268445,595.7668461940741,-79.09545151667854,610.0897354691087,55.2006346412356,688.6263405935385,0.9987518787384032,593.9481512331362,82.03629177020215,722.4782654270166,0.9981957674026488,590.7873518024853,21.36396936932652,708.8833649789926,0.9984192848205566,567.6370975566126,126.01469758358492,726.9824798881027,0.9301549196243286,577.1939984644308,-20.81459438040844,715.3995670747572,0.9412590861320496,491.1608913971031,195.37582839803505,556.4350301217237,0.9103954434394836,459.10126469288514,-75.36970630286865,549.5463248285424,0.9620378017425536,582.9137709727387,240.2579781737414,397.1439025092177,0.9437242746353148,518.4399574059406,-154.18816309848415,368.05973012707335,0.930771827697754,780.541606974147,278.41600564458116,243.47522748037517,0.9314126968383788,728.7909458515953,-187.46611301100967,213.8523398583324,0.923709750175476,425.7762290768618,150.68832598900352,167.4959856458881,0.4635620415210724,472.2052946858957,-51.57021258231303,167.8307229391857,0.20794469118118286,750.9749515676663,166.71858032508925,62.38051447799555,0.8829524517059326,868.0031224264497,-36.331394713698614,117.44212892351514,0.483633428812027,604.1006133249267,186.0186062396209,-429.6544666264914,0.03686130046844482,503.91822616096056,-92.03272395702764,-510.20462856241545,0.012735962867736816,2957.926038320741,883.46,3.526684619407412,269.3635846717038,3204.04,236.0586535444441,7.5661460371850495,179.75,3201.4466846194073,665.0220227832589,7.293315380592588,179.46,3206.3666846194074,161.26523044740705,8.076684619407413,179.26,3197.34,723.2752304474071,7.983423097037059,179.64,3197.2266846194075,742.015230447407,7.979946141777764,179.64,3155.634769552593,881.86,7.9632615223703525,89.71,3101.7347695525928,881.59,7.963369238814824,89.71,3016.658084933186,881.1666846194073,7.956576902962941,89.71,3049.4917773213338,881.33,9.94657690296294,89.71,2822.5912387391118,880.4766846194075,6.969946141777763,89.69,2738.4180849331856,879.7266846194075,7.946684619407412,89.69,2593.5619150668144,877.93,7.843315380592588,269.83,1751.8066846194074,2067.585176589185,8.263530813481534,179.33,1750.2866846194074,2152.8787612608885,6.949838425333291,178.81,2649.976523044741,837.4080849331855,7.893369238814825,353.93,2649.136523044741,811.7047695525929,8.066576902962941,353.93,2664.523046089481,753.054554119704,6.986738477629649,346.68,1747.4666846194073,2305.9387074026668,7.19331538059259,179.24,2683.512453649037,705.6011310226669,7.976738477629649,322.4,1746.9466846194073,2344.688491969777,8.393315380592588,179.24,2759.8157151714067,612.6343925450374,7.969946141777763,318.43,1401.3133692388146,791.0880849331854,7.916523044740702,1.84,2960.485392022074,741.4802154328889,7.17,279.76,,,,,,,,,,,,,,,,,,,,,,,,,3b,14,1568707580
