,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,E_in-C_out.10_x,E_in-C_out.10_y,E_in-C_out.10_speed,E_in-C_out.10_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.11_x,E_in-C_out.11_y,E_in-C_out.11_speed,E_in-C_out.11_angle,Q_in-J_out.0_x,Q_in-J_out.0_y,Q_in-J_out.0_speed,Q_in-J_out.0_angle,K_in-H_out.0_x,K_in-H_out.0_y,K_in-H_out.0_speed,K_in-H_out.0_angle,K_in-H_out.1_x,K_in-H_out.1_y,K_in-H_out.1_speed,K_in-H_out.1_angle,Q_in-J_out.1_x,Q_in-J_out.1_y,Q_in-J_out.1_speed,Q_in-J_out.1_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-K_out.0_x,H_in-K_out.0_y,H_in-K_out.0_speed,H_in-K_out.0_angle,H_in-K_out.1_x,H_in-K_out.1_y,H_in-K_out.1_speed,H_in-K_out.1_angle,conflict_3b_x,conflict_3b_y,conflict_3b_speed,conflict_3b_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,Q_in-J_out.2_x,Q_in-J_out.2_y,Q_in-J_out.2_speed,Q_in-J_out.2_angle,H_in-K_out.2_x,H_in-K_out.2_y,H_in-K_out.2_speed,H_in-K_out.2_angle,Q_in-J_out.3_x,Q_in-J_out.3_y,Q_in-J_out.3_speed,Q_in-J_out.3_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,H_in-K_out.3_x,H_in-K_out.3_y,H_in-K_out.3_speed,H_in-K_out.3_angle,H_in-K_out.4_x,H_in-K_out.4_y,H_in-K_out.4_speed,H_in-K_out.4_angle,scenario,participant_id,source_file
15720,15720,473.9331020747045,1568805617.7652266,473.9331020747045,-78.2493485899403,618.8242873108527,74.8376117686918,684.255319674062,0.9977239966392516,628.1282046629321,96.24589566966759,743.0595123326167,0.9301167726516724,645.0188154929867,41.70347740275884,745.8715251023077,0.8040130138397217,590.8365448441357,139.37611192174595,745.8949131695543,0.4478495717048645,625.0257134708586,-3.4422027835649875,744.2117121684101,0.42672199010849,492.60985687180516,176.22345962480713,606.9936842734343,0.9489328861236572,514.7482279664919,-56.31635492980885,586.968581043138,0.293582946062088,606.58438407695,267.4798517361184,391.9633084204966,0.9591493606567384,619.0876706093244,-126.38277143813124,408.4809061609428,0.8828404545783997,738.472861689198,325.0010003465124,241.3709003093926,0.6877315640449524,746.0120087870444,-182.5121460378979,231.1352926848226,0.9295646548271179,390.1273635702736,162.6767460870129,85.05042226728645,0.004381686449050903,472.8375314888274,-22.79891757861155,203.93096578127748,0.029162287712097168,500.2664988654785,191.02376498065368,-229.81256436024844,0.1239582896232605,670.8070568344791,-44.150584204607256,117.04919586639593,0.6425492167472839,431.23093173590064,196.52162115902462,-580.4741568012048,0.0044755637645721436,578.7078967352892,-86.6955483461255,-278.04446354293884,0.010448426008224487,3039.184559004066,884.48,5.2999306224113525,269.7231714522931,3204.773310207471,187.26828547706845,6.986620414940902,179.26,3202.713310207471,561.7982854770685,6.970069377588648,179.46,3203.89,270.6951834023639,8.029930622411353,179.75,3202.67,534.365183402364,7.973310207470451,179.46,3197.0133102074706,774.9351834023639,7.963240829881803,179.64,3118.0717145229323,881.9733102074706,6.959930622411353,89.71,3205.08,358.9387017426004,8.759930622411352,179.77,3204.53,496.3786323650117,8.516828547706844,179.77,2930.4217145229322,881.0333102074704,6.990069377588648,89.71,3202.7,727.1214569293617,6.303379585059098,179.99,2870.514816597636,880.43,7.98,89.69,2873.4615063901656,881.55,7.96,89.69,3202.766689792529,1219.8381961826954,7.856620414940902,359.45,3202.69,809.3682854770683,6.923171452293157,179.99,1747.8633102074705,2275.508493609834,7.839861244822705,179.24,1451.068057427518,863.346620414941,8.406828547706844,88.61,1403.396620414941,855.885024730402,7.297591701181966,1.84,1746.4433102074704,2382.9654609127183,9.180069377588648,179.24,2760.704489626477,611.6386818258158,7.53,318.43,2764.0644896264776,602.4853716183453,7.483379585059098,318.43,2770.087452946005,595.6990980913478,5.173379585059098,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15721,15721,473.9666083986385,1568805617.7989988,473.9666083986385,-106.83869324227392,617.043802766876,72.31325916455737,683.3690934757141,0.9978184103965759,636.6960722847102,95.52787246692944,748.4793860341713,0.8660281896591187,648.0593221184703,41.10852764695929,747.3413718804808,0.804611086845398,587.3484905905726,138.89374667191808,743.6021817407209,0.4638358354568482,626.2287733834804,-3.702589742693036,743.7850578581365,0.4484015107154846,488.1575967274829,177.48979810261287,605.5903724197452,0.9372490644454956,517.7081100629804,-55.14863012640645,586.661476638992,0.30677667260169983,605.5697482429748,262.38669767663623,392.709973046564,0.9330978393554688,620.3901084270802,-126.21276373100606,411.7881051765652,0.8497005701065063,743.3619507638168,326.9081400059464,233.81804087481723,0.8780481815338135,742.6063571977901,-184.82959360029662,231.53860232428158,0.9331542849540708,407.64636236884905,164.78090462860874,101.6013634023513,0.020179569721221924,464.16506889999016,-26.0712632779558,209.81601351067553,0.029073715209960938,593.5835506560154,184.19272529471118,-114.18306923397257,0.21195432543754572,666.4659056352657,-38.17634166495184,101.02731736018178,0.5495901703834534,434.36445135338516,204.75038830180787,-582.254801403183,0.013604670763015749,601.9480098484775,-88.2229075203744,-303.3320947398085,0.01446646451950073,3039.006975487216,884.48,5.309982519591544,269.7466258790469,3204.776660839864,187.03374120953063,6.993321679727695,179.26,3202.716660839864,561.5637412095307,6.960017480408458,179.46,3203.89,270.4271328108922,8.039982519591543,179.75,3202.67,534.0971328108922,7.976660839863848,179.46,3197.016660839864,774.6671328108922,7.976643359455393,179.64,3118.3062587904687,881.9766608398637,6.969982519591544,89.71,3205.08,358.64384609198135,8.769982519591544,179.77,3204.53,496.09382861157286,8.493374120953066,179.77,2930.6562587904687,881.0366608398638,6.980017480408456,89.71,3202.7,726.9103670885777,6.296678320272305,179.99,2870.7828671891084,880.43,7.98,89.69,2873.726206349244,881.55,7.96,89.69,3202.763339160136,1220.09954550938,7.863321679727695,359.45,3202.69,809.1337412095306,6.946625879046935,179.99,1747.8666608398637,2275.243793650756,7.859965039183088,179.24,1451.3495105485633,863.3533216797277,8.383374120953064,88.61,1403.4033216797275,856.1229196303333,7.163566405446089,1.84,1746.4466608398639,2382.657202732526,9.170017480408458,179.24,2760.5369580068077,611.8296678722394,7.53,318.43,2763.896958006808,602.6730070323755,7.4766783202723035,318.43,2769.973531444629,595.8297727546901,5.166678320272305,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15722,15722,474.0,1568805617.8326554,474.0,-82.31100776015997,616.1854290730097,71.85425552297392,684.7406512161509,0.9977556467056274,631.2578366508671,95.06116897104602,746.0533957746253,0.8651164770126343,646.8903987233713,40.83960170506892,746.849288836915,0.8139625787734985,584.1066604548864,139.243963465216,740.9062201901819,0.5012294650077821,623.524148787114,-4.156242581914096,743.2298721428888,0.4599412977695465,496.7677063991091,175.86220260071187,608.0206629627553,0.9377253651618958,516.5304241894203,-57.836001354220116,583.5332786745788,0.3112650215625763,586.2633860979399,261.75651980728003,405.4522574168253,0.5046601295471191,629.041757149039,-124.7220757472918,415.22587124671264,0.8810059428215027,733.3898928155542,327.514308199294,226.36167255699291,0.8616477251052856,746.3688924837745,-182.96200600932715,233.6398734693288,0.9218451380729676,376.27381749547874,159.42302532902568,159.77515640471418,0.6710693836212158,471.40219351951197,-23.139217082015065,191.39976456150436,0.002629280090332031,559.7091723070654,184.32496041295846,-68.5175213942305,0.6261483430862427,646.7948906000112,-35.73290909218625,79.33788829587688,0.5302607417106628,409.5131337120758,216.62458842345023,-609.0016503412263,0.009736448526382445,598.6576474930254,-90.26926372003857,-321.1555623741125,0.00449022650718689,3038.83,884.48,5.32,269.77,3204.78,186.8,7.0,179.26,3202.72,561.33,6.95,179.46,3203.89,270.16,8.05,179.75,3202.67,533.83,7.98,179.46,3197.02,774.4,7.99,179.64,3118.54,881.98,6.98,89.71,3205.08,358.35,8.78,179.77,3204.53,495.81,8.47,179.77,2930.89,881.04,6.97,89.71,3202.7,726.7,6.29,179.99,2871.05,880.43,7.98,89.69,2873.99,881.55,7.96,89.69,3202.76,1220.36,7.87,359.45,3202.69,808.9,6.97,179.99,1747.87,2274.98,7.88,179.24,1451.63,863.36,8.36,88.61,1403.41,856.36,7.03,1.84,1746.45,2382.35,9.16,179.24,2760.37,612.02,7.53,318.43,2763.73,602.86,7.47,318.43,2769.86,595.96,5.16,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15723,15723,474.0331617703203,1568805617.8657901,474.0331617703203,-82.31100776015997,615.4018160614595,71.20708735792601,682.1717748127563,0.997710347175598,627.901519143199,94.71569039644469,743.2411257544745,0.8947016000747681,645.0822426652334,39.830560911053354,744.2850010276602,0.8315218687057495,583.3482677129965,140.6669847051325,740.0739633199498,0.4902179837226868,628.7214855590557,-3.9977770484186363,744.149582921253,0.4485435187816621,497.8845442342997,176.9968567985207,607.5113396334928,0.948736608028412,512.3171532706685,-55.165771160530326,582.1157344644672,0.4085656106472016,584.6459060604261,260.91087498167235,410.3475920589849,0.5503436923027039,598.6377847472165,-125.95812630570765,390.2161691624176,0.8967665433883667,732.8061757647728,328.3300215649928,224.47313226078566,0.8300293684005737,753.3761881187003,-180.79773107944908,238.7546419123597,0.9223386645317078,364.37704927660087,158.91244822327576,169.6882639080827,0.7153981328010559,465.5473873813023,-25.90206837084739,200.2777672224296,0.07015225291252136,523.0328527522486,179.59244853779666,-77.88191319927499,0.5155635476112366,646.9622724401555,-30.35242443300261,56.7487875252161,0.3717173933982849,340.5790490834295,228.17622051440463,-688.5097164467132,0.0047950446605682364,606.6356257794016,-78.72613936646323,-347.2978455356199,0.007389187812805177,3038.6542426173023,884.48,5.32331617703203,269.8164264784484,3204.783316177032,186.56786760775796,6.98673529187188,179.26,3202.72,561.0978676077581,6.956632354064059,179.46,3203.89,269.89470583743764,8.05,179.75,3202.6733161770317,533.5647058374376,7.970051468903911,179.46,3197.02,774.1347058374378,7.973419114839852,179.64,3118.772132392242,881.98,6.9766838229679715,89.71,3205.083316177032,358.06149259821336,8.746838229679701,179.77,3204.533316177032,495.5314411293095,8.45673529187188,179.77,2931.122132392242,881.04,6.97,89.71,3202.7,726.4877646699501,6.306580885160148,179.99,2871.315294162562,880.433316177032,7.98,89.69,2874.255294162562,881.553316177032,7.963316177032031,89.69,3202.756683822968,1220.6186618084982,7.846786760775791,359.45,3202.69,808.6711837847901,6.943470583743761,179.99,1747.873316177032,2274.7213381915017,7.856786760775791,179.24,1451.9085588706905,863.3666323540642,8.37326470812812,88.61,1403.4332132392242,856.5755515070821,6.880772033558661,2.0522353300499043,1746.456632354064,2382.048227890085,9.16331617703203,179.24,2760.2041911483984,612.2057059137936,7.53,318.43,2763.56750732543,603.0457059137938,7.446786760775793,318.43,2769.743933803879,596.0893309042493,5.193161770320297,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15724,15724,474.0664106345207,1568805617.8990119,474.0664106345207,-82.31100776015997,620.3625339396531,73.65817584290575,684.6181936773653,0.9975690841674804,627.9113041181822,97.16374186406573,742.2954709192137,0.9167454838752748,641.2250183394324,40.88568156597468,743.3428128473711,0.8380916118621826,585.5480448568018,140.36401495247398,741.5441459548841,0.4686375856399536,622.4798851765426,-4.5099428755483935,740.7747416785646,0.4163321554660797,500.6226727936405,175.75350623555173,593.0102973095702,0.8350779414176941,514.5738725027062,-48.78623726947107,582.9172525518752,0.51371830701828,590.5114928349058,268.97694682435235,423.05082575263344,0.015032351016998291,585.7708485875178,-125.02317714762657,376.9768109180191,0.9182800054550172,742.944140302267,324.4530941103096,231.3477081095004,0.8587270975112915,754.4564150511599,-181.2285100071765,238.3309136974456,0.8655109405517578,401.23885225949516,175.58857500050323,174.3962257948058,0.10410135984420776,448.02403299351477,-32.24353196744859,191.24181593170186,0.19818729162216187,682.9157434524758,185.47524313587647,41.4093511553304,0.6160888671875,636.5141996541596,-28.029687991005225,33.992242633511985,0.4412233531475067,361.9193104849088,201.89621696853803,-660.5790054995645,0.0025432705879211426,606.6198370229753,-76.85997536111967,-361.6394188778749,0.00680840015411377,3038.4780236370398,884.48,5.326641063452071,269.862974888329,3204.786641063452,186.33512555835514,6.973435746191722,179.26,3202.72,560.8651255583552,6.963282126904137,179.46,3203.89,269.6287149238345,8.05,179.75,3202.6766410634523,533.2987149238345,7.960076809643793,179.46,3197.02,773.8687149238344,7.9567946827396545,179.64,3119.004874441645,881.98,6.973358936547932,89.71,3205.086641063452,357.77222747967005,8.713589365479308,179.77,3204.536641063452,495.2521506700262,8.443435746191723,179.77,2931.354874441645,881.04,6.97,89.71,3202.7,726.2749719390675,6.323205317260347,179.99,2871.5812850761654,880.436641063452,7.98,89.69,2874.521285076165,881.556641063452,7.966641063452069,89.69,3202.753358936548,1220.8780029492614,7.823512555835514,359.45,3202.69,808.4417666218072,6.9168714923834465,179.99,1747.876641063452,2274.4619970507383,7.833512555835514,179.24,1452.1878493299741,863.3732821269042,8.386564253808277,88.61,1403.4564874441644,856.7916691243845,6.7311521446568845,2.2650280609324307,1746.4632821269042,2381.7456632258622,9.166641063452069,179.24,2760.0379468273964,612.3918995533159,7.53,318.43,2763.404587890849,603.2318995533159,7.423512555835517,318.43,2769.627562779178,596.2190014746308,5.2264106345206915,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15725,15725,474.1,1568805617.9325738,474.1,-77.43832406720595,614.0692493849928,71.75212711414414,681.1527984416708,0.9973677396774292,628.2695871259432,97.22382003033589,741.5245103071512,0.9335123896598816,646.5123262826266,39.93780136665943,745.3414231615621,0.8259358406066895,580.9290983409263,143.72995718080548,739.3346416530421,0.4786633253097534,621.3973948618969,-4.530536434813743,741.4182937575795,0.3916776180267334,497.13513441731743,178.01624300503101,589.0796255243317,0.8399538397789001,519.1687184189525,-47.750923714379894,587.2408895520017,0.4794211089611054,600.6009582962355,265.5312932498394,425.1584008016293,0.3974820375442505,611.7563513803742,-126.92714685112743,400.68195477766153,0.8770244717597961,755.1875683033975,321.2668199105204,237.4871675999924,0.845632791519165,744.7497419709207,-181.27826587600543,240.40058828858008,0.7930387854576111,401.78048061208153,162.48070537401344,159.9829848404477,0.36314815282821655,443.6733081238544,-41.11002702017378,182.46770687038008,0.2805548906326294,705.5396800286079,181.6475447884644,61.38019627667664,0.605674147605896,634.9386862385289,-30.607629365727448,23.858769548281693,0.5911978483200073,387.3262331542977,186.9860297349216,-627.8637976577157,0.005801945924758911,604.2997424068587,-74.34161532216562,-364.08340680573053,0.0697539746761322,3038.3,884.48,5.33,269.91,3204.79,186.1,6.96,179.26,3202.72,560.63,6.97,179.46,3203.89,269.36,8.05,179.75,3202.68,533.03,7.95,179.46,3197.02,773.6,7.94,179.64,3119.24,881.98,6.97,89.71,3205.09,357.48,8.68,179.77,3204.54,494.97,8.43,179.77,2931.59,881.04,6.97,89.71,3202.7,726.06,6.34,179.99,2871.85,880.44,7.98,89.69,2874.79,881.56,7.97,89.69,3202.75,1221.14,7.8,359.45,3202.69,808.21,6.89,179.99,1747.88,2274.2,7.81,179.24,1452.47,863.38,8.4,88.61,1403.48,857.01,6.58,2.48,1746.47,2381.44,9.17,179.24,2759.87,612.58,7.53,318.43,2763.24,603.42,7.4,318.43,2769.51,596.35,5.26,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15726,15726,474.1327193950793,1568805617.9655044,474.1327193950793,-77.43832406720595,610.8620307097915,73.46631536865785,678.2522410217599,0.9980564713478088,628.8476486568541,96.9351616157872,740.4136398362438,0.944021463394165,650.5212196281959,42.55158585530468,747.002217021035,0.8783978223800659,576.1689364573112,145.52653310023922,737.6863416295433,0.4616003632545471,631.2219554239393,-2.2961063324597544,746.0522922162137,0.37521761655807495,504.7695939329376,181.0213679393914,592.4748788995496,0.8873069286346436,518.0762981421107,-46.09538025130888,588.9144736224457,0.4394160807132721,601.4613012944443,266.22789782253966,393.47866039267853,0.8710289597511292,615.0383966877251,-126.85497746712784,402.38273452265815,0.8649554252624512,760.6863675410164,318.15463485277587,240.24520482274502,0.8830616474151611,750.1961657064986,-184.5526899801012,232.32764364027236,0.850805401802063,416.7276422910736,162.64838667592562,150.96520648689923,0.2452079653739929,431.94770268206804,-44.90880538425498,168.76301040507616,0.3783746659755707,599.6707543058849,189.01835304813443,-71.22109083114992,0.20513415336608887,704.6666846961857,-38.95216029488289,70.42529409293266,0.5765823721885681,354.20942982205116,213.58851548181823,-669.113615472069,0.005796670913696289,591.3011994313655,-68.2208551153892,-383.12729193475235,0.2713576853275299,3038.1233152665723,884.48,5.326728060492068,269.9754387901586,3204.793271939508,185.87096423444473,6.956728060492067,179.26,3202.723271939508,560.4009642344447,6.979815818523798,179.46,3203.893271939508,269.0949728998575,8.059815818523798,179.75,3202.683271939508,532.7715167788733,7.959815818523798,179.46,3197.023271939508,773.3382448393654,7.953087758031731,179.64,3119.4657638260474,881.98,6.966728060492067,89.71,3205.09,357.1953412628099,8.702903576555526,179.77,3204.54,494.6951570813337,8.436543879015865,179.77,2931.8190357655553,881.0432719395079,6.979815818523798,89.71,3202.7,725.8571397505083,6.310552544428608,179.99,2872.108483221127,880.44,7.973456120984137,89.69,2875.051755160635,881.56,7.979815818523798,89.69,3202.75,1221.3984832211268,7.832719395079322,359.45,3202.69,807.9842361739528,6.8998158185237966,179.99,1747.883271939508,2273.941516778873,7.836175516063457,179.23672806049208,1452.7448429186663,863.3865438790158,8.4,88.61,1403.5192632740952,857.2194041285077,6.5669122419682715,2.888992438491535,1746.473271939508,2381.1389815652697,9.17327193950793,179.24,2759.7064030246033,612.7632286124442,7.523456120984137,318.43,2763.076403024603,603.6065005519521,7.439263274095187,318.43,2769.3954821172224,596.4808775803173,5.250184181476203,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15727,15727,474.1661437728894,1568805617.9991446,474.1661437728894,-72.64294621220623,615.2525211762222,77.53950290681306,681.4986508726338,0.9978164434432985,620.8311370252252,97.12717997501015,739.9287430554688,0.938494861125946,650.2140274408382,45.47090078625024,748.6197295669517,0.8775849342346191,583.0861410692443,144.5803342662738,741.6826799545946,0.4479029476642609,633.1866243170283,-0.056534321988393366,746.590284761679,0.37530767917633057,497.1682015943556,183.33782111667568,589.5954416900415,0.8882960081100464,517.5664846388585,-38.29172806231071,583.7337023217137,0.07390373945236206,604.7163745940393,264.1598233152237,414.0832660485077,0.35871535539627075,631.398779945313,-120.26886163377087,408.9905999847274,0.900190532207489,755.0850374043918,314.0428693460442,234.82791862557167,0.9072681665420532,751.6132994161038,-188.6877557348257,241.86185640908084,0.7954697608947754,411.30604819098335,162.70268337607675,172.69500779518987,0.2812882363796234,412.13043095672526,-44.940677453260506,155.01107476783415,0.3860637545585632,696.5376485185546,173.31258770942802,48.0377677306017,0.5130124688148499,675.5613113853464,-38.54406969602999,38.879736469020365,0.6255179643630981,331.6584757379175,225.91360690372008,-698.6309923500297,0.009992361068725586,574.5708056364763,-64.48323268196373,-406.0096746656985,0.20100578665733332,3037.942823626397,884.48,5.323385622711059,270.04228754577895,3204.7966143772887,185.63699358977402,6.953385622711058,179.26,3202.726614377289,560.1669935897738,6.989843131866827,179.46,3203.8966143772886,268.82423543959567,8.069843131866829,179.75,3202.6866143772886,532.5074641941735,7.9698431318668295,179.46,3197.0266143772888,773.0708498168846,7.966457509155772,179.64,3119.696392032937,881.98,6.9633856227110575,89.71,3205.09,356.904549175862,8.726300641022599,179.77,3204.54,494.4143923077288,8.443228754577884,179.77,2932.053006410226,881.0466143772888,6.989843131866827,89.71,3202.7,725.6499086080855,6.280470604399516,179.99,2872.3725358058264,880.44,7.966771245422115,89.69,2875.3191501831157,881.56,7.989843131866827,89.69,3202.75,1221.6625358058266,7.866143772889428,359.45,3202.69,807.753607967063,6.909843131866827,179.99,1747.886614377289,2273.677464194173,7.862915018311541,179.23338562271104,1453.025607692271,863.393228754578,8.4,88.61,1403.5593725274673,857.4333201464923,6.5535424908442295,3.3067971611178364,1746.476614377289,2380.8314772894173,9.176614377288944,179.24,2759.5392811355528,612.9504051281808,7.516771245422115,318.43,2762.909281135553,603.7970195054697,7.479372527467313,318.43,2769.278496794887,596.6145750915578,5.240156868133171,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15728,15728,474.2,1568805618.0332193,474.2,-82.18013591095206,611.2775445617448,76.03839430321347,677.639380948459,0.9978563189506532,634.943507460353,97.78978280313179,743.2724443261128,0.94163179397583,650.5780765562279,44.54177495096798,748.0280887116197,0.877105712890625,580.3595517231146,145.52949123723954,739.5635977105977,0.3929345011711121,631.6448253616385,-0.08817252118783392,745.0121208380008,0.33667320013046265,494.0553211529016,185.17073128693264,584.2358172557739,0.8602200746536255,522.0975512860476,-40.91131636885205,587.8675125210863,0.5517081022262573,614.1700511760297,262.3449702894704,397.54579710903914,0.869491696357727,618.1207519548202,-124.21203770142652,401.0276048502896,0.9136499166488647,763.6474563714662,308.2944614155686,242.1015788032409,0.901626467704773,752.9769967292015,-190.2049327763096,241.00142424439602,0.8073473572731018,432.4679998853088,158.65735188153852,172.93966426396833,0.2314033508300781,408.48679289666677,-43.926449849592686,156.5802930394289,0.4188902378082275,705.3339370267163,173.26349586042969,67.88215066354232,0.5571965575218201,634.2971078938854,-36.99516986920206,-2.36387777958646,0.6764180660247803,325.6213007778012,230.37551235951236,-707.2464668370552,0.00528070330619812,538.2371199715617,-65.40176584138395,-445.8985228820403,0.2632762789726257,3037.76,884.48,5.32,270.11,3204.8,185.4,6.95,179.26,3202.73,559.93,7.0,179.46,3203.9,268.55,8.08,179.75,3202.69,532.24,7.98,179.46,3197.03,772.8,7.98,179.64,3119.93,881.98,6.96,89.71,3205.09,356.61,8.75,179.77,3204.54,494.13,8.45,179.77,2932.29,881.05,7.0,89.71,3202.7,725.44,6.25,179.99,2872.64,880.44,7.96,89.69,2875.59,881.56,8.0,89.69,3202.75,1221.93,7.9,359.45,3202.69,807.52,6.92,179.99,1747.89,2273.41,7.89,179.23,1453.31,863.4,8.4,88.61,1403.6,857.65,6.54,3.73,1746.48,2380.52,9.18,179.24,2759.37,613.14,7.51,318.43,2762.74,603.99,7.52,318.43,2769.16,596.75,5.23,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
15729,15729,474.23393791855904,1568805618.0668564,474.23393791855904,-82.11748118838966,614.542535682229,77.70849538790966,678.8224934478122,0.9979723691940308,628.1840425408476,100.46947975517635,742.9607139026213,0.9333254098892212,644.4520486189239,44.055395048735335,746.4305983979904,0.8534905910491943,597.535826859867,138.69187185796113,746.4587964814779,0.6099437475204468,623.4994115212393,-0.05509536942780935,741.8228765918207,0.3204236924648285,501.47764155839945,187.6351839872445,587.8078768778033,0.8576183319091797,519.5867492685843,-42.43141756123238,587.6713617812725,0.4933994710445404,613.359960803557,262.40692852302607,399.25742948491205,0.9054347276687622,618.8914204284081,-126.33748547975617,406.2048504008727,0.9362847805023192,763.3974224565178,301.01083760380766,240.9752810606587,0.918412446975708,709.9821476682791,-201.50672341241986,204.0871174870485,0.879704475402832,438.5607230163965,157.30452070180306,175.52770517425427,0.15634754300117493,415.73130701899186,-40.11698833763974,161.18249906690295,0.4337184429168701,656.7265132668814,171.35282989828104,48.26094423323728,0.6962754130363464,632.8738843396037,-33.635386567827204,-6.696477160043003,0.6945013999938965,322.86364678403663,232.25427571748278,-711.2268775475816,0.008500069379806519,493.5013613529453,-70.80750408800097,-496.83729939455145,0.18752935528755188,3037.5801290316376,884.483393791856,5.316606208144101,270.16769446155035,3204.8033937918563,185.16582836194303,6.95,179.26,3202.733393791856,559.695828361943,6.9898186244323055,179.46,3203.9,268.27510285967224,8.073212416288204,179.75,3202.693393791856,531.9684966515282,7.966424832576407,179.46,3197.03,772.531890443384,7.969818624432306,179.64,3120.167565429913,881.983393791856,6.956606208144102,89.71,3205.09,356.3113463166809,8.75,179.77,3204.54,493.84152769224863,8.4466062081441,179.77,2932.5275654299126,881.05,7.0,89.71,3202.7,725.2261911130785,6.246606208144102,179.99,2872.9115033484723,880.4433937918559,7.956606208144102,89.69,2875.861503348472,881.56,7.9898186244323055,89.69,3202.746606208144,1222.1981095566161,7.876243457008713,359.45,3202.69,807.285828361943,6.92,179.99,1747.8967875837118,2273.141890443384,7.89,179.23,1453.5950785158955,863.4067875837117,8.410181375567696,88.61,1403.6373317104146,857.8705964706334,6.5467875837117955,4.1576177738431825,1746.483393791856,2380.211164941113,9.163031040720508,179.24,2759.200310407205,613.3334461357863,7.520181375567693,318.43,2762.5703104072054,604.1766585520744,7.48266828958512,318.43,2769.0378234931877,596.885751674236,5.2741192941266775,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,18,1568805099
