,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,scenario,participant_id,source_file
32874,32874,1036.4,1569242032.5321882,1036.4,-78.65154422696753,618.0335042794402,-5.606612096136061,586.0914782383834,0.9952222108840942,645.3214529713754,17.111968456442852,637.3147582383951,0.9706198573112488,648.0753181405889,-32.12511961982668,633.1415361768787,0.9689806699752808,632.3267335705782,49.334793063849965,666.4401323450862,0.578389048576355,627.8263165908061,-81.93508988029349,655.2938250087798,0.7197583317756653,462.3373232760536,118.24290664964106,550.3088644648188,0.6645526885986328,502.06193259443086,-121.47613696601395,523.9649866224588,0.238575279712677,544.5332064387031,210.36793461888058,334.69900169813997,0.9883248805999756,568.9699863696519,-228.4584093682217,315.94129525808535,0.2853587865829468,672.8943228840461,252.85718000438973,158.62705061837937,0.8514492511749268,734.2216356350085,-218.18672384931804,142.63586524629386,0.8370795249938965,412.79618300867,111.70293010789257,177.35462199942558,0.6395570039749146,379.0880711623494,-79.37896384217602,150.5364317690031,0.7818635106086731,718.5480192118113,155.13442082478673,44.257156293623005,0.8011337518692017,825.3798376532196,-79.23782635946375,58.75580413059686,0.8105896711349487,514.2811716655854,179.41680575254242,-452.2990961392618,0.0038323402404785156,480.740092444108,-66.74206084293755,-500.5713369182155,0.03602546453475952,1521.44,2099.24,5.31,269.97,1761.17,837.32,7.62,180.37,1180.93,2096.61,7.66,89.86,1165.51,2096.57,7.71,89.86,741.34,2094.64,7.12,90.06,1758.96,1551.8,9.03,179.28,1757.47,1670.42,7.59,179.28,1757.27,1686.29,7.52,179.28,480.05,2094.29,7.26,89.67,313.37,2094.69,7.56,92.82,222.99,2103.54,7.08,101.85,108.53,2132.57,9.12,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32875,32875,1036.433156920071,1569242032.5655274,1036.433156920071,-99.00237102500151,607.8628370523651,-5.947412649596096,580.6064926916703,0.9954488277435304,635.5433987488911,16.829081547587954,632.3035659860961,0.978634476661682,647.6667910714417,-31.527382342421962,630.716509214128,0.9752100706100464,628.5735324093041,49.28167538221941,665.4313338491232,0.5386291742324829,634.4555955660796,-82.94014802973089,656.9545629835894,0.7965103387832642,461.7492353307383,117.41019308090249,549.3354048038275,0.8792179822921753,501.2552501850115,-122.24444042290672,522.536945046229,0.1893455386161804,558.2789426660518,207.6694686206164,340.4875819607559,0.987392783164978,563.2522130114572,-228.81963009413425,312.4000909962313,0.2999347448348999,677.5257286450473,255.82232748250664,160.68071818355372,0.8181741237640381,730.9488746529466,-221.4924355287741,142.71530223690363,0.7380807399749756,410.68734641011764,114.93290916233192,172.83685649166927,0.3359360694885254,364.6272750804116,-83.31742166110662,132.38418787399723,0.6447775363922119,748.5155198911771,153.84724990066718,45.77844212643968,0.6776233911514282,820.872967864949,-74.85787575527614,61.83476648388583,0.14167851209640506,514.7495533293364,175.85847636552842,-451.29343273727824,0.002584576606750489,641.0401007735945,-59.25371245460971,-337.27520989757704,0.00655558705329895,1521.2642683236236,2099.24,5.313315692007097,269.9666843079929,1761.17,837.0680074074605,7.606737231971607,180.37,1181.1853082845464,2096.61,7.66,89.86,1165.7619925925396,2096.5733156920073,7.700052923978705,89.86,741.5787298245109,2094.64,7.136578460035491,90.06,1758.9633156920072,1551.494956335347,9.073103996092275,179.28,1757.4733156920072,1670.1680074074607,7.596631384014197,179.28,1757.2733156920071,1686.0380074074606,7.5398941520425895,179.28,480.29204551651816,2094.29,7.256684307992902,89.67,313.62199259253947,2094.676737231972,7.573262768028393,92.82,223.2187827484898,2103.510158771936,7.0368960039077235,101.61127017548893,108.82178089662465,2132.487107699823,9.116684307992902,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32876,32876,1036.4664117684717,1569242032.5989652,1036.4664117684717,-87.57064653653109,611.2407056465831,-11.284743588479335,582.0696500353756,0.9917155504226683,641.6975855979862,10.632781073261512,634.0280466235332,0.972057282924652,649.1217906600231,-33.688075566107806,631.4683295281611,0.9554682374000548,630.7730781249835,45.73358903880593,665.121548312844,0.5634730458259583,626.9374633545069,-85.82349910085046,655.3751164361959,0.7260617613792419,465.8523188592923,114.54022244175543,548.7541292873349,0.5510270595550537,493.89056658650946,-127.1730198909898,525.889040174789,0.911157727241516,567.7467034834933,204.91076594315945,344.2529807800813,0.9872347712516784,551.7679980784767,-235.28359449265548,309.23444422611044,0.9547936320304872,675.4689660698473,256.4386364208538,158.13926373699283,0.8834530115127563,720.8188192281357,-225.72965356941728,137.12299514541152,0.7240410447120667,403.5286370443629,118.89515734000179,165.63503478535813,0.3783041834831238,372.5449982949694,-83.26530371781962,103.867097697701,0.43749773502349854,732.2067083301636,154.55400068642692,17.250147350294213,0.4862673580646515,828.3776698271686,-88.64669751686735,66.08914428538175,0.8047133684158325,505.7740453250998,174.14188511933915,-459.81038368086325,0.0033726394176483154,718.4141967027236,-59.284114353899184,-262.0440877969438,0.014945447444915771,1521.0880176270998,2099.24,5.316641176847171,269.9633588231528,1761.17,836.815270559615,7.593435292611315,180.37,1181.4413706172322,2096.61,7.66,89.86,1166.014729440385,2096.5766411768477,7.690076469458486,89.86,741.8181647329964,2094.64,7.153205884235858,90.06,1758.9666411768471,1551.1890117300602,9.116335299013226,179.28,1757.4766411768471,1669.9152705596148,7.603282353694342,179.28,1757.2766411768469,1685.785270559615,7.559847061083027,179.28,480.5348059098435,2094.29,7.253358823152829,89.67,313.874729440385,2094.663435292611,7.586564707388685,92.82,223.4482412024548,2103.4802294083747,6.9936647009867725,101.37183526700365,109.11442356255108,2132.403970578821,9.113358823152828,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32877,32877,1036.5,1569242032.632738,1036.5,-78.00041399179605,606.0444461908128,-7.11813019745744,583.6061518704347,0.9943345785140992,654.2282689504805,6.131405247080316,640.8554708130308,0.9744481444358826,649.9863829011423,-37.37429517906436,634.0223160480406,0.9593169689178468,623.1475395955574,51.04336041001523,664.3484120267356,0.49140703678131104,627.1500311572216,-88.61254540267191,655.4930478099943,0.6659239530563354,466.4654484112485,114.59682200541175,549.6174240040953,0.553634524345398,500.70029890754313,-131.2593783592105,528.9312552753369,0.9211668372154236,553.8617728598288,205.12540707372588,334.75315098162474,0.783463180065155,551.5227317988654,-234.57697107983375,307.57642940838883,0.9767979383468628,675.7877145717185,257.93083125707346,156.79291180795656,0.859811544418335,725.6973359368334,-225.42677268510346,139.62349803951358,0.682172954082489,394.48385743184616,123.10198241755545,157.5430903887871,0.3395097255706787,371.7049266659778,-82.45882406991116,92.41846481899073,0.3980347812175751,737.5019809008631,155.64722077322622,22.107696758967446,0.3903253078460693,824.3384179545168,-89.10425246391158,69.98217863846793,0.8511191010475159,493.7153982775521,171.45192951505976,-464.6952084508279,0.00448724627494812,1487.179660680153,-46.882240756076314,483.6751914214473,0.024018794298172,1520.91,2099.24,5.32,269.96,1761.17,836.56,7.58,180.37,1181.7,2096.61,7.66,89.86,1166.27,2096.58,7.68,89.86,742.06,2094.64,7.17,90.06,1758.97,1550.88,9.16,179.28,1757.48,1669.66,7.61,179.28,1757.28,1685.53,7.58,179.28,480.78,2094.29,7.25,89.67,314.13,2094.65,7.6,92.82,223.68,2103.45,6.95,101.13,109.41,2132.32,9.11,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32878,32878,1036.536438225671,1569242032.669035,1036.536438225671,,609.4640113024193,-15.250985491754339,585.7007773864542,0.9953393936157228,646.502112567469,0.4211777605581801,639.4139930613328,0.9737436771392822,647.3127765983672,-43.117795959683455,635.2457597600037,0.9261013269424438,617.0068751381608,50.42383916018639,662.1458919849589,0.5034087896347046,633.9585947977926,-90.6449073211382,655.6986810560711,0.6480719447135925,463.1276019632149,118.30258488887917,547.0677692881428,0.9081127643585204,488.47142104892487,-134.0080535170932,526.6708545743137,0.9153395891189576,542.2443883897706,211.50720084115792,332.40446203830777,0.9830719232559204,564.2641041329813,-234.5065294534468,310.3188202205115,0.945554494857788,671.432971805261,257.3384173956068,155.51457296093508,0.8677302598953247,728.3239524965942,-217.93192158191243,137.20559857159594,0.7900773286819458,391.0717258490792,126.27764360054924,156.19281667218132,0.3648322224617005,381.4179960758815,-84.3645241680672,107.43088090458937,0.2774552702903748,697.6376709527068,160.02209859218576,-22.849656693390216,0.3429120182991028,818.111447118317,-92.59643297801823,69.13695718138189,0.8073351383209229,491.5931518180568,179.70665409446153,-473.82355355641516,0.013407409191131592,1832.466875133648,-36.82174496294553,819.8299811533391,0.02086943387985229,1520.7168774039435,2099.24,5.3163561774329,269.96,1761.1663561774328,836.2794256623332,7.616438225670996,180.37,1181.9805743376667,2096.613643822567,7.696438225670995,89.86,1166.5505743376664,2096.58,7.68,89.86,742.3223552248311,2094.64,7.195506757969698,90.06,1758.973643822567,1550.548412146394,9.141780887164503,179.28,1757.483643822567,1669.3867133074677,7.569917951761904,179.28,1757.2836438225672,1685.2530694849006,7.583643822567098,179.28,481.04235522483117,2094.29,7.231780887164501,89.67,314.40693051509965,2094.6354247097315,7.618219112835496,92.82,223.9314237571299,2103.4208494194627,6.964575290268399,100.86400095260171,109.7270125633377,2132.2289044358226,9.102712354865801,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32879,32879,1036.5664270002846,1569242032.6989074,1036.5664270002846,,609.5451403803359,-18.62665906905275,585.7214014730986,0.9956453442573548,648.725481499828,0.7471501030880887,642.4476126542672,0.9698055982589722,641.5717026946703,-48.30683038366997,633.7272598246939,0.9137347936630248,613.4095151415144,48.5977898590471,662.4426836895722,0.4701878428459168,629.6462475369271,-93.53014389940678,653.2753671961767,0.5095672011375427,467.97807937596815,110.10878698358114,544.8872058038469,0.905098557472229,497.26933329479937,-134.10761139163773,526.1963777528634,0.9148462414741516,554.7734883278073,211.4383525076859,336.658273417082,0.9805471301078796,568.2088178560541,-233.6335367772929,315.6416406173108,0.9415686130523682,672.2151886648084,257.5959245529478,152.36658177729902,0.846491813659668,718.6207346717601,-223.79809839880852,132.12648244740143,0.7095555067062378,384.3239691904277,131.8085200209505,147.97171773289318,0.40952223539352417,387.8922055059645,-83.90817785329308,115.28213499000864,0.2550702393054962,704.7570956956537,157.8451610049359,-20.044441964735285,0.3160641193389893,780.9749700974079,-95.4394525668664,51.86155291549324,0.8894587755203247,480.5479195472535,178.0157444907553,-485.9880869790706,0.0189809799194336,1210.33756774556,-62.50152477657009,213.80905739801383,0.012281715869903564,1520.55793689849,2099.24,5.313357299971506,269.96,1761.1633572999717,836.0485120978059,7.646427000284937,180.37,1182.211487902194,2096.6166427000285,7.726427000284937,89.86,1166.7814879021942,2096.58,7.68,89.86,742.5382744020516,2094.64,7.216498900199455,90.06,1758.9766427000284,1550.2755142974072,9.126786499857532,179.28,1757.4866427000284,1669.1617974978628,7.5369302996865715,179.28,1757.2866427000283,1685.0251547978344,7.586642700028492,179.28,481.2582744020515,2094.29,7.216786499857532,89.67,314.6348452021655,2094.6234291998867,7.633213500142468,92.82,224.1383463019661,2103.396858399772,6.976570800113975,100.64508289791998,109.98791490247892,2132.153932499288,9.096714599943011,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32880,32880,1036.6,1569242032.73235,1036.6,-78.24104217379487,613.3101157679904,-18.857699677138207,586.4692743826946,0.9960843920707704,645.4629521361143,1.0100040398029648,641.2172820772274,0.9782627820968628,636.2336879559667,-49.61208984663456,630.7913451342663,0.918404221534729,615.6044652317703,44.07611970119903,661.9477436114453,0.4873043596744538,632.4870804745842,-96.74480260204274,650.6722081731037,0.5539255142211914,467.8089912740796,107.66478757738442,545.9710420655957,0.8828880786895752,500.593543547388,-138.9040855429656,528.7485037522215,0.8854812383651733,559.3962570963083,209.9710471783213,339.8537396174443,0.9866565465927124,572.9449127217209,-234.28797265214482,317.4096543667538,0.9545180797576904,676.7365203954407,258.99082557150916,152.76300710044868,0.800423264503479,716.951054055108,-225.6963016450486,130.7743073081378,0.809016227722168,372.25049444983597,133.70493748925932,140.30918081651058,0.4151626527309418,394.51479774515366,-83.85095213310427,119.48898491717566,0.2583701908588409,690.7175946139818,156.45062178162217,-28.90366772606177,0.3713582456111908,738.5650482305023,-103.95989210891995,33.036305803104284,0.8647862672805786,466.76711179597237,178.80637488433945,-503.01807768124917,0.019611597061157227,950.1689746014567,-73.54155172777175,-38.548351799602415,0.008420020341873169,1520.38,2099.24,5.31,269.96,1761.16,835.79,7.68,180.37,1182.47,2096.62,7.76,89.86,1167.04,2096.58,7.68,89.86,742.78,2094.64,7.24,90.06,1758.98,1549.97,9.11,179.28,1757.49,1668.91,7.5,179.28,1757.29,1684.77,7.59,179.28,481.5,2094.29,7.2,89.67,314.89,2094.61,7.65,92.82,224.37,2103.37,6.99,100.4,110.28,2132.07,9.09,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32881,32881,1036.6341523323945,1569242032.7664945,1036.6341523323945,-110.95336628397986,609.9787234275875,-22.212245889188342,584.8041501772055,0.995086133480072,637.9715232696818,0.26754015528382524,635.7342425420649,0.8352169990539551,635.7441235293478,-51.96417658146539,630.1983217936868,0.8882187604904175,610.9170333565812,42.2052170449901,657.5793590708415,0.6820549964904785,626.059764353613,-101.54892350063044,645.967508642608,0.6258987188339233,472.9579319357201,106.676167945133,545.2175270049809,0.8856359124183655,498.0872988102471,-140.25936605168351,526.5274860721399,0.8603368401527405,561.9475488089818,209.9199641192453,340.7625090900712,0.9889978170394896,565.2862727058473,-236.30281559578208,312.6927523799947,0.9372656345367432,677.7842972749144,258.34308718832614,151.7118690830876,0.8241789937019348,726.6525426296972,-224.70587277018547,137.0432808654162,0.8740205764770508,378.68227549235763,131.8317585574552,142.54675734738473,0.35629114508628845,399.49451051763276,-82.2481730754823,124.08052145665756,0.17293444275856018,670.1382897824852,155.31526233667137,-46.07175101418349,0.311341404914856,619.5106314541764,-113.17722791210275,-21.630283157592746,0.8506019711494446,443.29223933489686,159.80275196245918,-527.1237096638214,0.007176995277404784,828.3219880525895,-78.31780044854295,-157.68823064872058,0.01052907109260559,1520.1989926383094,2099.24,5.303169533521095,269.96341523323946,1761.16,835.5304422738016,7.642432434366026,180.37,1182.7363881926774,2096.62,7.76,89.86,1167.3063881926773,2096.58,7.707321865915617,89.86,743.0258967932407,2094.64,7.216093367323833,90.06,1758.9834152332394,1549.6592137752098,9.11,179.28,1757.4934152332394,1668.6504422738017,7.527321865915617,179.28,1757.293415233239,1684.5104422738016,7.593415233239452,179.28,481.7424815600011,2094.29341523324,7.193169533521097,89.67,315.1495577261984,2094.599754300282,7.6534152332394525,92.82,224.6056510935222,2103.339262900845,6.979754300281643,100.15410320675943,110.57712529183235,2131.984619169014,9.083169533521096,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32882,32882,1036.6666839957743,1569242032.7990186,1036.6666839957743,-106.80666535104349,615.0544553408757,-25.91976489978628,591.0565420260423,0.9947202801704408,650.9511319031711,-0.026698400632128028,643.6640937333009,0.967011570930481,637.1936124236254,-53.83467857228039,630.8548435091941,0.8366192579269409,614.6903252410037,40.8669716006781,662.2408196448432,0.6597813367843628,640.0484015351068,-103.52831637128784,650.6990476861657,0.5979442000389099,468.83174336546125,111.73572959306429,545.5538020047876,0.8669847249984741,492.60518261745074,-146.5220784321751,526.5975449736046,0.8120262622833252,562.0331047066901,206.2736257976973,334.9742045999874,0.7394228577613831,559.4039031388942,-234.88900802231763,312.91331661936,0.9797106385231018,681.2023219044144,259.6019568059156,152.9107151912209,0.8136603832244873,718.7561540357541,-219.25840816560043,129.6079235189016,0.8995689153671265,374.4242058590068,127.22687087901512,144.15543044938332,0.659328818321228,417.43236191188316,-74.16591513162535,113.39415517603932,0.010895371437072754,682.1397410034708,153.2640803444055,-31.795221742419386,0.27405792474746704,630.8505202624635,-114.04523785521292,-5.012853578653818,0.8370031118392944,417.7541460025826,168.39182243169736,-545.113988416391,0.003915637731552124,771.5318059947522,-81.77893018152102,-212.97883053795482,0.007371425628662109,1520.0265748223962,2099.24,5.296663200845141,269.96666839957743,1761.16,835.2832016321154,7.606647604648278,180.37,1182.9901351670394,2096.62,7.76,89.86,1167.560135167039,2096.58,7.733347196619433,89.86,743.2601247695749,2094.64,7.193321202957995,90.06,1758.9866683995776,1549.3631756384539,9.11,179.28,1757.4966683995776,1668.4032016321155,7.553347196619433,179.28,1757.2966683995776,1684.2632016321154,7.596668399577429,179.28,481.9734563699975,2094.2966683995774,7.1866632008451425,89.67,315.3967983678846,2094.5899948012675,7.65666839957743,92.82,224.83011957084258,2103.3099844038034,6.969994801267713,99.91987523042509,110.86015076323635,2131.9032900105644,9.07666320084514,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
32883,32883,1036.7,1569242032.832327,1036.7,-78.45837181877215,615.9918712296624,-29.583813640677644,589.4429890493009,0.9952213764190674,646.6196566926233,-4.561131197849903,638.8474219439515,0.860901951789856,647.0274319479721,-60.84440548697565,640.5835326252072,0.9652721881866456,604.0701748972682,41.65236449774276,656.3966602387493,0.7039566636085509,649.4971579355549,-99.07772430772064,656.2250990703069,0.8174886703491211,473.15954284737984,106.17222439433624,544.7858029030003,0.8802605271339417,492.3213883239641,-143.92299254394368,525.9802698427882,0.8566347360610962,572.7290668823186,204.31161698737083,338.6506369427565,0.7389245033264159,554.9158519987806,-241.73837899693885,312.0035388009344,0.9815127849578856,682.4500418212731,257.8547201584846,150.88779996584586,0.8009141683578491,722.000669625628,-223.5784663764021,135.4732299038614,0.654560923576355,365.786674082696,128.6662934890082,163.44064734897046,0.8401336669921875,430.81615834285583,-71.26894873283248,112.82338327938696,0.006725192070007324,685.2928370842741,151.31355560475166,-21.65915691302536,0.1528739035129547,633.8395859980155,-117.05796931596466,3.7339223241622217,0.7667651772499084,389.36021469520017,178.0572360270776,-570.3982460817787,0.005114555358886719,480.8703394943252,-115.0224458194882,-492.02307204892725,0.006023406982421875,1519.85,2099.24,5.29,269.97,1761.16,835.03,7.57,180.37,1183.25,2096.62,7.76,89.86,1167.82,2096.58,7.76,89.86,743.5,2094.64,7.17,90.06,1758.99,1549.06,9.11,179.28,1757.5,1668.15,7.58,179.28,1757.3,1684.01,7.6,179.28,482.21,2094.3,7.18,89.67,315.65,2094.58,7.66,92.82,225.06,2103.28,6.96,99.68,111.15,2131.82,9.07,106.01,,,,,,,,,,,,,,,,,1e,28,1569240955
