,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.9_x,H_in-K_out.9_y,H_in-K_out.9_speed,H_in-K_out.9_angle,H_in-K_out.10_x,H_in-K_out.10_y,H_in-K_out.10_speed,H_in-K_out.10_angle,H_in-K_out.11_x,H_in-K_out.11_y,H_in-K_out.11_speed,H_in-K_out.11_angle,H_in-K_out.12_x,H_in-K_out.12_y,H_in-K_out.12_speed,H_in-K_out.12_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,scenario,participant_id,source_file
26151,26151,789.6332261835183,1568972591.0473654,789.6332261835183,-68.94022232386058,,680.6396639529961,9.304853432402467,617.1157245317614,0.9979807734489441,676.1949746533016,33.17222386897166,661.7593686036298,0.9931913018226624,700.5387698906851,-19.66134826572973,663.86774870949,0.9763292074203492,636.7467960009835,81.37181864354663,668.9230832130143,0.6138648390769958,700.1473383794072,-49.520366203680105,680.4447902492366,0.18869617581367493,543.716253310919,137.78663290260155,559.8271981729284,0.3854474723339081,555.5799003468396,-90.73898179237614,559.1491037642413,0.8491497039794922,659.9541662234584,222.67680902261318,365.793537110532,0.9650965929031372,622.8498092313771,-200.84337014563408,370.3564617505777,0.9919692277908324,798.9351849339799,233.78456920329708,216.6765395462629,0.7252952456474304,758.9082109968733,-220.66231867355225,187.16532033763312,0.5516101121902466,426.11730594567,122.05871108922692,147.82245141226696,0.59477299451828,437.2284074006938,-82.57014213084824,172.0779335988936,0.7222029566764832,682.6334360965909,142.15485893086378,-7.589392750825169,0.4706892371177673,790.4190079666745,-89.24541605610554,72.07216394649157,0.4383900761604309,546.1554484604253,155.23633652423,-456.4774090889736,0.03304222226142883,1004.3270059673464,-82.48524476847814,2.747608224846317,0.01146554946899414,1585.6141262419635,2098.2266452367035,7.636966686148437,271.8365809468147,1448.420739333723,866.4833547632962,6.883290473407366,268.61,1462.9807393337232,866.8333547632964,6.859935710111049,268.61,1480.3573845704266,867.2566773816483,6.743419053185267,268.61,1494.0640619520748,867.5933547632964,6.7532583284628895,268.61,1760.83,1089.2709322033895,8.686548801870257,179.85,871.8591320864991,2094.5,8.09006428988895,90.06,733.2524547048511,2094.65,8.183290473407366,90.06,716.8624547048511,2094.67,8.273419053185268,90.06,1754.8333226183518,1838.3241262419642,7.403386908240793,179.0,1754.5633226183518,1853.8541262419642,7.3732261835184145,179.0,1753.47,1925.120675043834,6.3767416715371095,179.38332261835185,370.73242255990647,2093.66,8.383290473407365,89.67,,,,,1e,24,1568971732
26152,26152,789.6667203603655,1568972591.0809774,789.6667203603655,,,676.86588106882,5.23624841141566,615.9493949284913,0.99830424785614,678.4993492592338,31.38457487332743,665.5836014813135,0.9916221499443054,701.8683765940635,-21.62356358217152,666.7186563970148,0.9760762453079224,604.4413446825301,89.1266419301318,657.7805972264282,0.9193479418754578,705.8983520395088,-49.80084008820967,682.4989032886389,0.17541342973709104,546.6029595415282,131.8576043531156,572.8256356129698,0.7378260493278503,554.8401846347548,-96.78756419991998,567.9491047160386,0.9539049863815308,664.938805785565,223.8102945372676,377.7067966310488,0.9837372303009032,617.7231383406528,-198.20218311001,371.249525070864,0.8105906248092651,807.3018117376894,234.346237111601,224.38036818591286,0.7031431198120117,771.6250427635129,-217.05993251277286,194.0509131951553,0.4210051596164704,449.04171489074866,124.86261927348544,127.78540526771697,0.05231890082359314,481.1058229665924,-74.93205024671823,201.5736926483896,0.7063515186309814,752.9313871494118,140.0808812801824,38.66513860201121,0.2805454730987549,704.221714168693,-103.03442833006528,27.46403232177022,0.4013153314590454,530.9499629974268,154.123823749508,-478.50717329339653,0.02449893951416016,924.7015363830244,-85.4953025387212,-52.55073213835033,0.0054838955402374285,1585.3662693332953,2098.2333440720727,7.5431829909767005,271.8633762882924,1448.1896295134784,866.4766559279269,6.896688144146186,268.61,1462.7496295134783,866.8266559279269,6.880032216219279,268.61,1480.132973585551,867.2533279639633,6.716623711707628,268.61,1493.8363015495147,867.5866559279269,6.776704252255826,268.61,1760.83,1088.9795328648204,8.72339239640201,179.85,872.1304349189603,2094.5,8.069967783780722,90.06,733.5271069549968,2094.65,8.196688144146187,90.06,717.137106954997,2094.67,8.24662371170763,90.06,1754.8366720360364,1838.0762693332956,7.386639819817268,179.0,1754.5666720360364,1853.6062693332956,7.406720360365464,179.0,1753.47,1924.9096617296973,6.353295747744175,179.38667203603654,371.0171230631065,2093.66,8.396688144146186,89.67,,,,,1e,24,1568971732
26153,26153,789.7,1568972591.1143742,789.7,-69.14632701181729,,678.7792658888496,-0.6201900105094964,619.7238690159762,0.9976964592933656,681.4174629068298,29.4455229770224,668.5371335422147,0.9695531129837036,699.1754880204312,-26.163100076470226,668.1462208626867,0.9691222906112672,602.6764802606021,88.07613909967779,653.7722633635431,0.9360973238945008,706.612101939233,-50.83689045324929,683.6377760907609,0.1780189871788025,550.5330170326931,131.55884007444172,579.0946573004462,0.9732412695884703,553.2539001543283,-101.20216368136074,571.6627156988195,0.9542815685272216,673.9830180302741,221.5572087016201,381.6660150584275,0.984785795211792,612.9509854587081,-203.85044370237947,369.4373017459345,0.7786778211593628,811.5006335588066,235.0160574059856,227.5821972954559,0.6633282899856567,761.7057381004739,-218.1174348669113,185.205133134288,0.4883332252502442,443.5723337250146,117.48530837870294,134.06965677675254,0.3810094892978668,476.52677769028367,-71.95621218616483,204.619339049448,0.6472510099411011,705.2999671877599,137.48866291184362,5.885421468134751,0.42724454402923584,691.1690563620964,-105.93459479877261,24.750051495712853,0.33529120683670044,494.3271207910642,150.8920661353971,-520.3599571800223,0.021491438150405884,1243.180065155797,-62.760868996564376,253.5955638504527,0.006858110427856445,1585.12,2098.24,7.45,271.89,1447.96,866.47,6.91,268.61,1462.52,866.82,6.9,268.61,1479.91,867.25,6.69,268.61,1493.61,867.58,6.8,268.61,1760.83,1088.69,8.76,179.85,872.4,2094.5,8.05,90.06,733.8,2094.65,8.21,90.06,717.41,2094.67,8.22,90.06,1754.84,1837.83,7.37,179.0,1754.57,1853.36,7.44,179.0,1753.47,1924.7,6.33,179.39,371.3,2093.66,8.41,89.67,,,,,1e,24,1568971732
26154,26154,789.7332481528273,1568972591.1475039,789.7332481528273,-66.75705190250433,,678.3167273667162,-1.7238092864599892,621.1781579813039,0.9972498416900636,681.627097703657,28.862254397099605,668.706318254713,0.9718255400657654,705.2551668167708,-27.606951937218188,671.1320290377607,0.9652405977249146,594.8175670820413,88.18536133891158,650.469587622971,0.9405752420425416,710.3784214911418,-52.79159659059435,685.057401959456,0.17091363668441772,547.4648054329301,130.05329885039907,575.4638069722555,0.9719335436820984,552.6564603698322,-101.89200510441124,572.982280660113,0.9587287902832032,671.6217623034075,219.29514908876456,379.7936009044495,0.29053470492362976,619.6948431368986,-206.64902607255314,372.7212000455052,0.7281655073165894,820.597805375876,233.6192367022253,234.91267172356152,0.6416460275650024,755.4139699625857,-218.65724121722985,181.3487199876828,0.5602769255638123,411.0629015855138,113.85128106585026,165.04648906197227,0.6742400527000427,469.69164043692115,-74.20309904888339,200.43753650307704,0.65562903881073,610.7738924214832,142.8469877818423,-48.19689559798019,0.2733795642852783,684.8798896190292,-107.8392490664348,47.47995252966663,0.5173368453979492,459.4226273292569,156.94527813035418,-555.6408428368297,0.026095718145370483,1026.027617585367,-76.3191206309293,55.75262340779727,0.003928959369659424,1584.8540147773815,2098.2499744458482,7.6262152099845375,271.9365474139582,1447.730587745492,866.4633503694347,6.91,268.61,1462.2905877454916,866.8166751847173,6.883375923586365,268.61,1479.6839125607746,867.2433503694347,6.719923337544545,268.61,1493.387237376057,867.5733503694347,6.790025554151819,268.61,1760.83,1088.3974162551199,8.763324815282727,179.85,872.6659852226181,2094.5,8.05,90.06,734.0726348531836,2094.65,8.203350369434546,90.06,717.6826348531836,2094.67,8.19672629302091,90.06,1754.8466496305655,1837.5839636690785,7.3766496305654545,179.0,1754.5766496305655,1853.1139636690784,7.4267007388690915,179.0,1753.473324815283,1924.4838870066226,6.363248152827271,179.39664963056546,371.57928448374906,2093.6633248152825,8.406675184717272,89.67,,,,,1e,24,1568971732
26155,26155,789.7667250488112,1568972591.1808615,789.7667250488112,-71.01504039685116,,678.2526223855248,-5.2388143514866385,620.9835278336258,0.9968584775924684,686.1560843714493,25.998665263787647,667.4284603584886,0.9744073748588562,706.2290628408099,-31.7265436120641,669.7419088233595,0.9540835618972778,597.4241886794009,86.88952037686957,654.0320500012042,0.9483779072761536,708.1670821262232,-57.240040099295385,684.506273568405,0.17596611380577087,557.0040876935137,131.4122067547967,576.3743647114197,0.9803870916366576,557.2540764762349,-107.13873900294884,573.4767371773022,0.9608529210090636,664.1688408563601,219.4869657940924,359.68708129569666,0.9213122129440308,616.5767167305647,-207.46949013986327,372.4352242316755,0.7682127952575684,825.9114573653841,239.1449999330431,221.05712435825387,0.9250713586807252,766.4028348394362,-214.6906483367481,185.1205204744253,0.4583199918270111,405.8810043150292,119.98570734255979,170.46904540941816,0.4026135206222534,471.04069597596725,-75.74090197110117,205.01222175919904,0.5883110165596008,569.809370455884,145.89708347770608,-68.22864374580107,0.24476587772369385,686.7002104733496,-106.80203208866041,54.277279250289965,0.4123437106609345,417.65802990689264,162.08689435495782,-597.5208500195023,0.020794332027435303,919.9439743594156,-83.49295054657073,-37.15235329716501,0.0044484734535217285,1584.5861996095095,2098.260017514643,7.803642758699873,271.9834150683358,1447.499597163202,866.4566549902378,6.91,268.61,1462.059597163202,866.8133274951189,6.866637475594351,268.61,1479.4562696680832,867.2366549902378,6.750052543930168,268.61,1493.1629421729642,867.5666549902377,6.7799824853566095,268.61,1760.83,1088.1028195704603,8.766672504881129,179.85,872.9338003904904,2094.5,8.05,90.06,734.3471454002527,2094.65,8.196654990237741,90.06,717.9571454002527,2094.67,8.173292465832093,90.06,1754.853345009762,1837.336234638796,7.383345009762259,179.0,1754.583345009762,1852.8662346387962,7.413309980475483,179.0,1753.4766725048812,1924.2662871827265,6.396725048811296,179.40334500976226,371.8604904100149,2093.6666725048813,8.403327495118871,89.67,,,,,1e,24,1568971732
26156,26156,789.8,1568972591.2140179,789.8,-69.24985078899715,,679.0921220642546,-2.799315421271146,619.3540018693095,0.9972871541976928,672.3623134943929,27.922975722527042,662.6891116424331,0.972079873085022,707.5718512750827,-30.29082687830156,670.3957501225568,0.9667444825172424,606.0951817960695,79.73008195532884,656.8263343650548,0.7127977609634399,708.8680691111857,-58.180010562031505,683.851486016425,0.15219062566757202,554.2024939143905,127.19600486785595,578.0172559674681,0.969925820827484,554.2390224804702,-107.5466344397347,569.7101301244193,0.9561800956726074,670.8863932199836,222.02655050030347,375.9113425908149,0.9856969118118286,623.9402452082072,-206.7246883868912,375.05244940110185,0.6961763501167297,818.5284392329459,235.0275732126168,229.03536056781627,0.6793578863143921,756.0352939113089,-216.78970745042253,183.0863623725256,0.519364058971405,430.8884027795576,121.549843875988,139.45126368196026,0.003391146659851075,470.51508970712683,-78.8981421896577,207.59359369526973,0.5722447633743286,659.6677452383898,137.02491617664174,-21.25116831140485,0.5142949223518372,687.3487484145294,-106.27366184008991,47.74690512690293,0.2908294200897217,343.0105181888722,169.2700032416044,-672.7543897272039,0.012732863426208496,812.381167552889,-91.6124607252363,-136.4747620944069,0.009567975997924805,1584.32,2098.27,7.98,272.03,1447.27,866.45,6.91,268.61,1461.83,866.81,6.85,268.61,1479.23,867.23,6.78,268.61,1492.94,867.56,6.77,268.61,1760.83,1087.81,8.77,179.85,873.2,2094.5,8.05,90.06,734.62,2094.65,8.19,90.06,718.23,2094.67,8.15,90.06,1754.86,1837.09,7.39,179.0,1754.59,1852.62,7.4,179.0,1753.48,1924.05,6.43,179.41,372.14,2093.67,8.4,89.67,,,,,1e,24,1568971732
26157,26157,789.8334550850359,1568972591.2475605,789.8334550850359,-71.05392509936516,,682.9997872916974,-2.461631649633312,619.8509734559966,0.9968058466911316,682.8023092315129,25.468630839474784,663.773955229096,0.9652182459831238,699.8574626604112,-30.179871973089238,663.0851599502962,0.9495019912719728,619.8606139696677,75.70205253139815,660.561322774735,0.7485215663909912,709.7717430929525,-56.58916244718286,682.3913765891145,0.143172949552536,547.1858957704194,126.31635194953705,576.2900646186697,0.9654133915901184,553.4980062365178,-105.83091892890495,570.7458065522329,0.9521300792694092,670.073028208015,221.630302064118,379.74171949691896,0.9853249192237854,613.6115690933506,-205.083292368001,370.4328055880294,0.7912335395812988,811.3501367449678,234.17566584774585,225.7287555922847,0.6605899930000305,760.6418400813409,-212.6408154022736,183.17532242573262,0.4777966141700745,436.51543351450096,127.76058930192913,121.49271171296832,0.029795020818710324,467.9164317013352,-77.73184507123948,202.20941165740376,0.6395550966262817,765.6812758493772,136.9440789124034,47.960811188502255,0.3140492141246796,673.7455122702514,-106.02850775918509,33.955993936166145,0.19913250207901,291.9138500819763,174.1193523907587,-724.3899615647289,0.010430276393890379,704.3131463023782,-101.39289772263784,-238.98335427931028,0.010862499475479126,1584.0623958452234,2098.2800365255107,7.896362287410171,272.04003652551074,1447.039159913252,866.4466544914965,6.893272457482034,268.61,1461.6025054217553,866.8033089829927,6.853345508503593,268.61,1479.0091964387632,867.2233089829929,6.7498904234676615,268.61,1492.7125054217554,867.5566544914964,6.766654491496407,268.61,1760.8333455085035,1087.5155952516839,8.77,179.85,873.470986188791,2094.5,8.046654491496406,90.06,734.8909861887911,2094.65,8.186654491496407,90.06,718.5009861887911,2094.67,8.156691017007187,90.06,1754.8633455085035,1836.842432370734,7.396691017007186,179.0,1754.5933455085035,1852.372432370734,7.3765814404748475,179.0,1753.48,1923.83588745577,6.416617965985628,179.4133455085036,372.4210227143018,2093.67,8.426764068028746,89.67,,,,,1e,24,1568971732
26158,26158,789.8665729749267,1568972591.280765,789.8665729749267,-69.81722436742413,,680.0914574371669,-1.5119319880937283,617.8045073288685,0.9977960586547852,680.7401654152629,26.925007963866697,661.2902527872486,0.9599732160568236,695.0183028692278,-28.503839088927172,658.4982698839718,0.960028111934662,625.3584401526758,76.22040382879456,661.9893023373216,0.722344696521759,711.4804491547351,-54.435375463080995,681.9021542930211,0.15318521857261658,547.4417905334217,129.61760861919674,574.7735657322462,0.9700133800506592,550.1502662887074,-102.46648468902995,569.5089203651796,0.9478013515472412,673.3743689729275,218.3037268287352,372.09345946178803,0.9600879549980164,612.5727016308408,-203.7810522092287,368.8627771183114,0.8028101921081543,812.5503527560758,235.01037773725392,227.23516809840862,0.6518681049346924,766.671656564522,-214.20190682212487,193.47766876748244,0.22338950634002688,402.4487697865842,125.95515745499657,147.13390247253332,0.4304058253765106,459.5137338257413,-75.14059686765408,192.7262825870137,0.7001070380210876,653.0149109904178,146.33529160664827,-13.83149304614025,0.2682037353515625,669.3408078511468,-102.8513972350773,20.102794537660746,0.17166024446487427,316.6474017821919,171.33881071559645,-699.7438780339661,0.007924735546112059,642.1415887770482,-116.9290327060318,-331.9243283242391,0.07079553604125978,1583.807388093064,2098.289971892478,7.813567562683112,272.04997189247797,1446.8106464730054,866.4433427025074,6.876713512536623,268.61,1461.3773037704984,866.7966854050146,6.856657297492676,268.61,1478.7906183654834,867.2166854050148,6.720084322565921,268.61,1492.487303770498,867.5533427025073,6.763342702507324,268.61,1760.8366572974924,1087.2241578206447,8.77,179.85,873.7392410969068,2094.5,8.043342702507324,90.06,735.1592410969067,2094.65,8.183342702507325,90.06,718.7692410969067,2094.67,8.163314594985351,90.06,1754.8666572974923,1836.597359985542,7.4033145949853525,179.0,1754.5966572974924,1852.127359985542,7.353398917551272,179.0,1753.48,1923.6239329604691,6.403370810029298,179.41665729749263,372.6992129893848,2093.67,8.453258379941404,89.67,,,,,1e,24,1568971732
26159,26159,789.9,1568972591.3142796,789.9,-66.10457056339865,,677.010223452917,0.2267408569225893,615.1334330018673,0.9978539347648621,677.412677282509,30.346258472174696,659.5031479078393,0.9536545872688292,693.2004848210536,-26.07823678844125,657.0791620410636,0.9685766100883484,621.0441196503448,77.35728570998288,657.9248492314013,0.7073954343795776,700.6047895643428,-52.68040068248808,675.676556159641,0.2039997577667237,549.5727136650779,131.02742680534078,559.4967117645729,0.7887850999832153,555.0195966920776,-97.35832805125195,558.3773896504454,0.8673044443130493,664.851300006625,220.74287292922767,368.67753032963935,0.969017207622528,620.172018718872,-199.51484975346585,372.6207373733703,0.776236891746521,816.2217907856308,236.03392801239846,229.58534208456138,0.6171649098396301,766.1928829177267,-215.0843005159197,195.55397045482283,0.1405523717403412,385.4469578815954,129.0405296871576,144.21533618309005,0.5347680449485779,472.69278843961314,-74.84544561384334,185.7344050535431,0.8474682569503784,697.2353301643691,153.51034019325542,16.578109794867686,0.37225598096847534,762.0506087502351,-85.18392181625987,59.29673508385582,0.27295032143592834,391.6713549032231,134.3043164078306,-623.1964791119487,0.005730926990509033,618.529254029525,-113.64844075022604,-374.95158297228767,0.023842155933380127,1583.55,2098.3,7.73,272.06,1446.58,866.44,6.86,268.61,1461.15,866.79,6.86,268.61,1478.57,867.21,6.69,268.61,1492.26,867.55,6.76,268.61,1760.84,1086.93,8.77,179.85,874.01,2094.5,8.04,90.06,735.43,2094.65,8.18,90.06,719.04,2094.67,8.17,90.06,1754.87,1836.35,7.41,179.0,1754.6,1851.88,7.33,179.0,1753.48,1923.41,6.39,179.42,372.98,2093.67,8.48,89.67,,,,,1e,24,1568971732
26160,26160,789.9336345694649,1568972591.3479636,789.9336345694649,-66.62980884947322,,677.6678337641573,5.210530473328233,613.584200849172,0.997887134552002,677.6008997598187,31.68762040622992,658.4521382198462,0.9906212091445924,696.5160463898658,-20.17853301697248,658.9535918714516,0.9650773406028748,630.6652041855548,78.42392177585093,660.0867492507767,0.6893743276596069,702.6105920339438,-49.899836961740895,676.5669978891274,0.18713143467903132,549.7976192614697,130.24365168729406,557.4197228439797,0.7222206592559814,558.9020164455391,-91.59182245481114,558.9493240387072,0.8765173554420471,666.2110443891665,222.26202775028145,375.59945375580673,0.979311227798462,617.6965944749933,-199.30630355448662,370.82428825376985,0.7643991708755493,815.5449290325831,245.88180620960446,224.41919770002949,0.6885673999786377,777.214318361943,-210.9521940303104,196.10619641992625,0.41741132736206055,392.73717934318086,133.82725568493535,153.74522497827778,0.4283367991447449,452.6399988680738,-78.23813466976881,180.04589810896542,0.7189453244209291,766.7652008744044,157.2455086796856,66.47654062022488,0.4719290137290954,830.2027641937308,-83.61998959611594,95.46349832958596,0.5530963540077211,354.9899103139535,121.76744885527005,-661.791357099401,0.02104800939559936,604.2441400688856,-115.75332025442584,-398.80675093079816,0.09707480669021606,1583.2910138151206,2098.31009037084,7.723273086107026,272.02972888748155,1446.3512849276387,866.4332730861072,6.87345382778595,268.61,1460.914558013746,866.783273086107,6.883544198625411,268.61,1478.3412849276388,867.2066365430536,6.723634569464872,268.61,1492.0346483845856,867.543273086107,6.739819258321076,268.61,1760.84,1086.6373792456557,8.77,179.85,874.2824400126656,2094.5,8.056817284732436,90.06,735.7091669265584,2094.65,8.213634569464872,90.06,719.315803469612,2094.6666365430533,8.176726913892974,90.06,1754.8733634569464,1836.1011041859601,7.41,179.0,1754.6033634569465,1851.63110418596,7.363634569464872,179.0,1753.4833634569463,1923.1947387554249,6.396726913892974,179.42336345694648,373.2658938404514,2093.6733634569464,8.476636543053512,89.67,,,,,1e,24,1568971732
