,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,W_in-P_out.11_x,W_in-P_out.11_y,W_in-P_out.11_speed,W_in-P_out.11_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.12_x,W_in-P_out.12_y,W_in-P_out.12_speed,W_in-P_out.12_angle,W_in-P_out.13_x,W_in-P_out.13_y,W_in-P_out.13_speed,W_in-P_out.13_angle,W_in-P_out.14_x,W_in-P_out.14_y,W_in-P_out.14_speed,W_in-P_out.14_angle,W_in-P_out.15_x,W_in-P_out.15_y,W_in-P_out.15_speed,W_in-P_out.15_angle,scenario,participant_id,source_file
31273,31273,1022.934436684881,1568027633.257151,1022.934436684881,-104.77933014146562,611.3818268274191,66.42291191124473,647.2596035513286,0.0028387606143951416,583.8193992082977,108.30984506946257,658.6631180046606,0.909113883972168,631.0912172548462,57.09468663757117,668.9298891196928,0.9614480137825012,570.0003147364681,142.226447708386,693.062183266378,0.3525842428207397,592.0018810545445,-3.935572607264103,698.5720183219322,0.5457243919372559,430.55691927194334,203.2647104685183,565.806590493119,0.985970377922058,447.9952413604741,-64.63942314759349,547.890039420037,0.7003888487815857,555.6257704156278,273.42720607225226,338.40283229827185,0.4740826785564423,551.6683113289524,-161.64085439937028,327.6882903042105,0.6597278118133545,701.9249586563068,304.96281673020917,187.9097711363028,0.769906759262085,747.0847707311636,-158.55964594663263,173.3785130890209,0.6888182759284973,447.200206975163,177.8542603103145,117.49102335759387,0.004057168960571289,396.1402149821824,-31.58754068324459,93.86369673307584,0.2486752867698669,745.9253951945135,199.44276865634205,39.126757830065344,0.4538557529449463,802.0346629823944,-31.293306904155568,83.18573266213522,0.5255720615386963,239.81048099395963,252.78207968032387,-782.0999998525252,0.014069616794586182,498.16405904286125,-45.27942440049943,-493.3511438576793,0.14839422702789307,1529.524372907107,2099.3234436684884,5.093112663023796,270.5034436684881,1321.2023808160245,2096.95,8.252450652095183,89.86,1305.2758244845124,2096.91,8.220993016392919,89.86,1290.2123808160245,2096.87,8.226225326047594,89.86,1761.33,868.1948375264163,7.677549347904817,180.1,965.1089371475363,2095.42,8.096887336976204,89.4,949.8989371475363,2095.2634436684884,8.145894320583285,89.4,810.6345004626552,2094.57,7.086225326047591,90.06,795.4410567941671,2094.58,7.03,90.06,1757.2734436684877,1686.1920558688564,7.2131126630237965,179.28,1757.0134436684878,1706.8120558688565,7.170662010928613,179.28,734.1692681530006,2094.65,8.393774673952409,90.06,1750.8618524189408,1721.4763589398926,7.240993016392919,130.77172486339236,588.3333738324172,2094.81,9.044436684881024,89.94377467395243,342.8820498105601,2093.5,7.877549347904817,89.67,294.4571485063697,2095.6227816575592,9.522781657559488,92.82,190.3179441311433,2110.5749013041905,7.294436684881022,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31274,31274,1022.9660004117748,1568027633.2889502,1022.9660004117748,-103.20108579742487,607.7932715058719,67.35258751455932,647.4816462520322,0.002940773963928223,595.5203301387287,109.11606272963436,664.6631506438292,0.8988320827484131,620.7631323035538,52.35588663188432,668.7501472884412,0.948677659034729,551.1082783894494,145.57844678341138,681.4902653921632,0.16364401578903198,599.1640138114832,-1.2058359233027949,703.2359092583217,0.5184791088104248,431.91938431963786,207.04259482845487,563.7689983427872,0.9808311462402344,446.01258887598124,-61.623439834845406,549.3918504071205,0.9384461641311646,547.2443241155255,262.1950479415408,351.57728190275617,0.5470981001853943,561.3528752902488,-160.9335773943474,333.21156575063344,0.6271977424621582,710.8255981227869,304.6669386782445,192.2817882521404,0.8647465705871582,744.4925103157443,-158.43042166992183,172.01566644228478,0.733015775680542,440.60712040476096,172.42812978622138,130.11202178792868,0.05741187930107116,398.6949980470469,-33.7962658502674,112.53670623166842,0.3149257302284241,699.8859002362084,205.97027044239914,-10.881842227725484,0.3610036969184876,812.5259147790676,-26.25439716390701,91.56151800614231,0.4485309123992921,220.79291395908947,280.42331126214003,-796.7269669648442,0.00935298204421997,429.3045734456356,-48.959374380223764,-556.4727535114229,0.24279409646987915,1529.3633978999485,2099.3266000411772,5.086799917645023,270.5066000411775,1321.461203376554,2096.95,8.227199670580097,89.86,1305.5378034177315,2096.91,8.24940037059739,89.86,1290.471203376554,2096.87,8.213599835290049,89.86,1761.33,867.9517968293335,7.702800329419904,180.1,965.3646033353764,2095.42,8.103200082354975,89.4,950.1546033353765,2095.2666000411773,8.123799711757584,89.4,810.8586029236017,2094.57,7.073599835290048,90.06,795.6620028824243,2094.58,7.03,90.06,1757.2766000411773,1685.964797035221,7.206799917645023,179.28,1757.0166000411773,1706.5847970352206,7.189600247064928,179.28,734.434403458909,2094.65,8.406400164709952,90.06,1751.0102019353421,1721.3721986411429,7.269400370597391,130.5349969116884,588.6206037471512,2094.81,9.076000411774878,89.95640016470995,343.1314032530215,2093.5,7.902800329419903,89.67,294.7570039118613,2095.6069997941127,9.506999794112561,92.82,190.54520296477912,2110.5243993411605,7.32600041177488,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31275,31275,1023.0,1568027633.3232036,1023.0,-85.45888009898455,606.2164861598726,72.2980121829343,647.5853145389366,0.0020397305488586426,596.1778974420828,110.9018020719988,666.4085122569819,0.9127473235130308,623.1954346254813,59.19429020910953,668.5763824018734,0.9598416686058044,557.4582135337425,147.4434216247393,680.1699550858386,0.13562622666358948,601.0654819419364,6.619035303116744,704.4236857810321,0.50853031873703,431.2767420655173,209.19256157156246,565.2083948003095,0.9804690480232242,446.99903248939415,-59.513190374052925,547.2322362295961,0.559100866317749,547.3421061530881,262.56917266599964,350.37414468430154,0.7610293626785278,559.6402240005335,-160.76858923244933,332.88628806683613,0.6935591697692871,705.6675872742226,307.0180976693152,187.2082124120772,0.8790493607521057,747.4387690268112,-158.14930085806975,174.4657428867749,0.7543414831161499,472.60481246937866,169.8490617590025,136.82157424069308,0.00193515419960022,398.40118111443405,-31.03775125682259,94.068148782951,0.16850578784942627,724.9757942931177,198.7773072195161,14.969521314555836,0.27253979444503784,828.2945682795198,-24.50737474016025,96.4211454311632,0.4939009547233582,312.1954042426658,255.26829045831903,-702.7211576039142,0.005151808261871338,404.07764079056676,-49.2001075031021,-600.6373425970518,0.013063728809356693,1529.19,2099.33,5.08,270.51,1321.74,2096.95,8.2,89.86,1305.82,2096.91,8.28,89.86,1290.75,2096.87,8.2,89.86,1761.33,867.69,7.73,180.1,965.64,2095.42,8.11,89.4,950.43,2095.27,8.1,89.4,811.1,2094.57,7.06,90.06,795.9,2094.58,7.03,90.06,1757.28,1685.72,7.2,179.28,1757.02,1706.34,7.21,179.28,734.72,2094.65,8.42,90.06,1751.17,1721.26,7.3,130.28,588.93,2094.81,9.11,89.97,343.4,2093.5,7.93,89.67,295.08,2095.59,9.49,92.82,190.79,2110.47,7.36,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31276,31276,1023.0332433405326,1568027633.3562305,1023.0332433405326,-89.35108336142349,610.247162446954,78.32488813652675,651.5817194712176,0.0018140375614166266,597.624936154117,112.07530203165285,666.8392852448285,0.8976912498474121,629.7044345779595,62.31517667678112,672.4908322404145,0.9523335099220276,558.317035260709,149.64825404249297,680.4884627512035,0.1271519660949707,603.2788243981935,8.974256721415587,706.4460523887201,0.552984356880188,431.0296559081362,212.11530324325847,565.814338870364,0.9821552038192748,450.6257192463637,-60.74210019013568,548.4095334379874,0.5567134022712708,547.6895365521327,257.22485191893503,359.7798169406996,0.9299947023391724,554.011083828173,-161.42910822815614,328.16769247911185,0.5465748906135559,703.3340267111544,295.01413732229696,181.8001507642247,0.8679103255271912,750.8495300690497,-155.43407421648138,176.58786280964284,0.7553632855415344,461.91781297663897,166.8088806376904,148.69253845826705,0.01991334557533264,375.9664839369728,-33.91765543286405,103.31898584138719,0.3015695214271545,705.2039846358074,189.60086948785386,44.67008252961313,0.7421588897705078,842.5501297038952,-23.17770013493804,104.08884496448627,0.5028089880943298,405.1089588597126,234.74216038604425,-602.842379921105,0.009113788604736328,378.5213925373977,-52.77658275206913,-646.9849004976437,0.015664279460906982,1529.020458963283,2099.33,5.086648668106547,270.51,1322.0159197264218,2096.95,8.223270338372918,89.86,1306.0892710583153,2096.91,8.233459323254161,89.86,1291.0225953923684,2096.8733243340535,8.21662167026637,89.86,1761.33,867.4340262778979,7.700080993520531,180.1,965.9092710583153,2095.423324334053,8.106675665946725,89.4,950.6992710583153,2095.27,8.1,89.4,811.3327033837293,2094.566675665946,7.0400539956803545,90.06,796.1360277177824,2094.58,7.043297336213097,90.06,1757.2833243340533,1685.4806479481645,7.2,179.28,1757.0233243340533,1706.0973236141108,7.213324334053273,179.28,734.999244060475,2094.65,8.403378329733629,90.06,1751.3628113750901,1721.1901889848814,7.153729301655938,129.30597012239068,589.2325143988479,2094.81,9.116648668106546,89.9832973362131,343.6626223902086,2093.5033243340536,7.933324334053273,89.67,295.39581173506105,2095.5733783297337,9.493324334053275,92.82,191.02602771778243,2110.420134989201,7.326756659467257,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31277,31277,1023.0667662586992,1568027633.3895352,1023.0667662586992,-73.80548623525738,607.8055012549722,80.03505835117276,648.6009817540643,0.0016811490058898926,602.0529792742967,111.60563418807249,669.4714261723622,0.9175010323524476,635.5606646945032,64.70379257768289,673.5269160825758,0.964146614074707,560.7014300492651,149.43296709041522,681.8436585747627,0.13554063439369202,607.0076352902988,7.336145144711763,707.590804385344,0.6317089796066284,427.2218217254497,212.47518885219338,562.9965742462451,0.9799784421920776,451.39943707017164,-65.05021957034124,548.8023275764839,0.613179624080658,543.3212807995328,263.3185364525154,351.336011284451,0.6608750820159912,547.8909805017839,-157.95078696668725,336.68646142835,0.6858426332473755,711.4829308368941,303.76640514377533,190.76708046193244,0.8822635412216187,741.3577295823842,-164.96336307824905,170.84818216407209,0.8753890395164491,470.7333508649615,168.66269818375142,140.9292483255718,0.0015543699264526367,373.9233248745873,-29.02743126453269,126.39458572720804,0.550794780254364,692.6693560191762,190.6043863338129,42.96132980029496,0.6671547293663025,827.4870976873076,-29.06071996917797,99.85182674059608,0.6811002492904663,492.17313949402165,208.6642530143196,-518.7914536892847,0.02334219217300415,370.7755207306064,-80.21820150388189,-665.7274606105208,0.02484399080276489,1528.8494920806336,2099.33,5.0933532517398605,270.51,1322.2941599472042,2096.95,8.24673638108951,89.86,1306.3608066954646,2096.91,8.186527237820977,89.86,1291.2974833213345,2096.87667662587,8.23338312934965,89.86,1761.33,867.1758998080154,7.669910367170628,180.1,966.1808066954643,2095.4266766258693,8.103323374130067,89.4,950.9708066954644,2095.27,8.1,89.4,811.5673638108951,2094.56332337413,7.019940244780417,90.06,796.3740404367651,2094.58,7.056706503479721,90.06,1757.28667662587,1685.239282937365,7.2,179.28,1757.02667662587,1705.852606311495,7.21667662586993,179.28,735.2808365730742,2094.65,8.386616870650348,90.06,1751.557244300456,1721.1197908567315,7.0062284617230715,128.32374862011042,589.5375729541637,2094.81,9.123353251739859,89.99670650347973,343.9274534437245,2093.50667662587,7.9366766258699295,89.67,295.71427945764333,2095.5566168706505,9.496676625869929,92.82,191.26404043676501,2110.3698506119517,7.293233741300697,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31278,31278,1023.1,1568027633.4225526,1023.1,-78.72424144942498,602.0801674975364,83.59206047256026,641.9501852816128,0.0008966922760009766,586.9482455664341,112.5658754622916,654.1145138798101,0.9081807732582092,634.3123672318646,65.82469302001275,673.936566514759,0.951630711555481,564.09938852033,148.18367367189768,682.7730533974894,0.1320096254348755,604.9578222080128,7.897619308752242,702.4021658556499,0.3681067228317261,431.60464841865615,211.0179817729144,563.8785854026521,0.9830373525619508,448.19063139668197,-63.20633465317968,547.1421273139973,0.5654898881912231,531.3344672879989,260.979602029263,352.0158971755277,0.8523930907249451,564.7961045072524,-159.6567804721731,345.2130080034465,0.6594482660293579,708.3161001265797,304.44261767037835,191.892493981222,0.8710747361183167,739.9695503027609,-163.556510175347,171.22943189279238,0.6970160007476807,450.2125500308883,167.69164157492986,141.9298477665201,0.05082130432128906,382.2033302648642,-33.58365915917455,123.86802229199446,0.3254654705524445,692.8245316115567,192.33496315803623,37.413817161943825,0.6470785140991211,819.4037857642168,-41.30569069269591,97.57294251195707,0.6671271324157715,553.4876715516916,208.20376026310902,-458.35249547420716,0.02133309841156006,561.8243073379325,-36.865067963426796,-460.10806072690116,0.020736247301101685,1528.68,2099.33,5.1,270.51,1322.57,2096.95,8.27,89.86,1306.63,2096.91,8.14,89.86,1291.57,2096.88,8.25,89.86,1761.33,866.92,7.64,180.1,966.45,2095.43,8.1,89.4,951.24,2095.27,8.1,89.4,811.8,2094.56,7.0,90.06,796.61,2094.58,7.07,90.06,1757.29,1685.0,7.2,179.28,1757.03,1705.61,7.22,179.28,735.56,2094.65,8.37,90.06,1751.75,1721.05,6.86,127.35,589.84,2094.81,9.13,90.01,344.19,2093.51,7.94,89.67,296.03,2095.54,9.5,92.82,191.5,2110.32,7.26,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31279,31279,1023.1250652680943,1568027633.456041,1023.1250652680943,-89.3222071477487,598.5562915514919,84.29346901307733,635.7467533411952,0.0008726418018341062,581.0488175238157,111.20013824626305,645.0001117665265,0.9260457158088684,625.8308633391023,64.86785643471414,665.8604185600748,0.9547787308692932,572.6500377197573,146.93508994294996,684.7904467399981,0.14255908131599426,608.0055923056871,10.955751463515387,693.2962352550238,0.3432906270027161,426.78735286527535,211.97289444301063,563.8220404656805,0.9815931916236876,451.42337612014563,-62.67863256808875,547.4363093229714,0.5972846150398254,542.3333009230698,263.95938091416485,353.08409135836416,0.5493565201759338,558.8930721606042,-162.74475797883028,337.56562097944163,0.7232636809349059,709.0316941146899,295.0175711618844,197.66873062167247,0.8725497722625732,747.5297087354105,-169.0736748695436,181.5417050669408,0.8791875839233398,433.0513105795205,166.30026632657606,135.77946787450378,0.058385074138641364,366.7674367001989,-37.91386901453088,111.02732613636452,0.33386385440826416,709.2335747965933,190.73211344029968,45.66387983678226,0.6124645471572876,823.2978778098358,-44.971521590157394,101.22647106902632,0.6112261414527893,577.5864355640051,211.26275480077737,-432.0571348651016,0.02709886431694031,656.6142204792626,-37.6936276766494,-352.17593061081146,0.011810541152954102,1528.5521671327185,2099.3325065268095,5.1025065268094405,270.49997389276217,1322.775535198374,2096.95,8.254960839143358,89.86,1306.8380417251835,2096.91,8.157545687666083,89.86,1291.775535198374,2096.88,8.222428205096158,89.86,1761.3274934731905,866.7269974356731,7.667571794903842,180.1,966.6530286715648,2095.4325065268094,8.1125326340472,89.4,951.445535198374,2095.2725065268096,8.115039160856641,89.4,811.9754568766608,2094.56,7.017545687666082,90.06,796.7854568766608,2094.58,7.06248041957168,90.06,1757.2925065268093,1684.8195300697205,7.182454312333918,179.28,1757.0325065268094,1705.4320365965298,7.212480419571679,179.28,735.770548251993,2094.65,8.375013053618881,90.06,1751.9104177158042,1720.982323776145,6.880052214475522,126.69579650273607,590.0706004664685,2094.81,9.13,90.02002610723775,344.39052214475515,2093.51,7.9349869463811205,89.67,296.26561352008736,2095.5299738927624,9.497493473190561,92.82,191.67796340347027,2110.279895571049,7.2725326340472005,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31280,31280,1023.1502056636467,1568027633.48963,1023.1502056636467,-89.71506889692047,606.3300167026377,83.25806149063607,641.9830915443838,0.001552671194076538,596.1070802172886,113.1740406357927,659.1290208260781,0.7811160087585449,626.7810694271293,63.27253587918754,662.9147929484093,0.9418743252754213,571.6413182067383,148.52327775808374,683.9746080865923,0.10998949408531188,612.0707103736047,14.6393088245426,688.5862503067108,0.2722033262252808,425.4327979020066,209.2073377310364,565.8594274219918,0.9682175517082214,451.8931874283737,-61.88651319141425,547.9152978773368,0.4540098011493683,552.5814270999592,265.707567139801,353.6556731765544,0.575822114944458,554.0450477496553,-162.49121053996825,344.34474067437685,0.6434140205383301,707.495222273075,293.3571910749216,193.48479666834217,0.8673157691955566,746.5236669955859,-166.1745211440079,178.56822520534718,0.790142297744751,433.1563058353421,167.48487380072143,118.1642732456454,0.003783136606216431,374.8628952874846,-38.65331110185068,116.93557079347782,0.233458548784256,730.6280399976193,183.23586903367138,50.03984916765603,0.2591890096664429,799.2517910833649,-51.85327668664341,82.91845706752349,0.5628514885902405,559.5274893402727,202.69114560798675,-439.0118351137097,0.058896094560623176,754.2607829019535,-30.73616828268301,-241.4690780667884,0.006900578737258911,1528.423951115402,2099.3350205663646,5.105020566364668,270.48991773454134,1322.9816864419029,2096.95,8.239876601811991,89.86,1307.0467070082675,2096.91,8.175143964552678,89.86,1291.9816864419029,2096.88,8.19477376998865,89.86,1761.3249794336352,866.5334163899205,7.6952262300113485,180.1,966.8566658755382,2095.4350205663645,8.125102831823341,89.4,951.6516864419028,2095.2750205663647,8.130123398188008,89.4,812.1514396455267,2094.56,7.035143964552677,90.06,796.9614396455268,2094.58,7.054938300905997,90.06,1757.2950205663647,1684.638519221744,7.164856035447322,179.28,1757.0350205663647,1705.2535397881086,7.204938300905996,179.28,735.9817275746319,2094.65,8.380041132729335,90.06,1752.071316247339,1720.914444708154,6.900164530917347,126.0396321788216,590.3018921055494,2094.81,9.13,90.03008226545867,344.59164530917343,2093.51,7.929958867270664,89.67,296.5019332382788,2095.519917734541,9.494979433635333,92.82,191.85646021189143,2110.239670938165,7.285102831823339,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31281,31281,1023.1757356155902,1568027633.5237393,1023.1757356155902,-78.23160825735917,604.3551509744758,81.70457373492273,637.6627598277428,0.0009002685546875,589.0853849184102,108.39463181159927,647.0022927000059,0.9405478239059448,636.1242076029264,61.27925740079785,667.8819168280295,0.9618685841560364,566.5682156249254,148.4756090023466,682.1566771167511,0.15215721726417542,602.7289081471453,9.125762467730775,685.3143712166673,0.37271517515182495,421.72119536382525,209.47761227759102,562.7807352871952,0.9821197390556335,446.5245814273157,-63.63163176661993,545.9148538848624,0.6054943203926086,560.9976449653207,262.37501859188563,348.93020457854783,0.42839282751083374,557.8682214945519,-164.54005303927383,335.7002690741501,0.7307560443878174,705.7435760756912,293.16303559181284,196.27688387164528,0.8473764657974243,749.2020832641873,-163.50095034865424,180.25375957985688,0.7945772409439087,430.3983245519372,165.944420245037,108.3448457130692,0.0052206218242645255,383.7979572252214,-42.39725612504779,122.55734157879944,0.3273712396621704,738.9689618002648,187.97745164521552,52.136832744960365,0.4243195652961731,764.5759151458377,-60.16582537201373,60.48720014445718,0.5574519038200378,546.103118366231,197.95441279207645,-451.45433907430777,0.16156136989593506,509.6194392304152,-76.10968179886943,-510.82458298788833,0.01870507001876831,1528.2937483604903,2099.337573561559,5.107573561559012,270.479705753764,1323.1910320478391,2096.95,8.22455863064593,89.86,1307.258605609398,2096.91,8.193014930913082,89.86,1292.1910320478391,2096.88,8.166690822850873,89.86,1761.3224264384407,866.3368357599561,7.723309177149128,180.1,967.0634584862801,2095.437573561559,8.137867807795057,89.4,951.8610320478388,2095.277573561559,8.145441369354067,89.4,812.3301493091307,2094.56,7.053014930913083,90.06,797.1401493091307,2094.58,7.047279315322966,90.06,1757.2975735615591,1684.4547035677508,7.146985069086917,179.28,1757.0375735615592,1705.07227712931,7.197279315322965,179.28,736.1961791709571,2094.65,8.385147123118024,90.06,1752.2347079397766,1720.8455138379068,6.920588492472095,125.37330043309795,590.536767663429,2094.81,9.13,90.04029424623604,344.7958849247209,2093.51,7.924852876881976,89.67,296.7419147865471,2095.509705753764,9.492426438440988,92.82,192.03772287068986,2110.198823015056,7.297867807795058,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
31282,31282,1023.2,1568027633.5561578,1023.2,-78.86887010222348,592.8123068455949,78.90262275081912,627.8169829546092,0.0008047521114349365,584.060920822912,105.24059311973751,642.3145008062847,0.9608132243156432,629.3311886226662,57.47576569474735,662.3509444254486,0.9677320718765259,563.2518949744051,147.57045619814747,681.1702264647897,0.17999961972236633,594.9917762621566,4.9138952955851165,681.6938886603327,0.35990700125694275,430.0123561763057,210.44680162210534,566.3212695736613,0.9762250781059264,455.00618368315855,-71.09259073577755,529.3557332380053,0.06257101893424988,564.951546682193,264.6035419272868,353.7669032697419,0.5915749073028564,555.7364353465978,-159.81305103449537,340.1380241608318,0.71519535779953,712.5149243236444,294.8171754475618,190.24471346197944,0.8279072046279907,745.1306814000003,-161.34421758303768,171.76679885752708,0.8281674385070801,423.8468874383758,163.69353020328688,98.4830345829883,0.009114593267440796,388.9351839384738,-39.45900553853337,127.37321007643715,0.6943531632423401,730.9703834607071,194.99143693474065,25.361799542405038,0.5785837173461914,779.3386081784301,-61.77527369384617,71.86348912799866,0.4545717537403106,534.7590429136646,197.4496586902699,-471.1358902267477,0.055509477853775024,649.6318368007186,-53.65443410760625,-357.14448406954733,0.012506663799285887,1528.17,2099.34,5.11,270.47,1323.39,2096.95,8.21,89.86,1307.46,2096.91,8.21,89.86,1292.39,2096.88,8.14,89.86,1761.32,866.15,7.75,180.1,967.26,2095.44,8.15,89.4,952.06,2095.28,8.16,89.4,812.5,2094.56,7.07,90.06,797.31,2094.58,7.04,90.06,1757.3,1684.28,7.13,179.28,1757.04,1704.9,7.19,179.28,736.4,2094.65,8.39,90.06,1752.39,1720.78,6.94,124.74,590.76,2094.81,9.13,90.05,344.99,2093.51,7.92,89.67,296.97,2095.5,9.49,92.82,192.21,2110.16,7.31,102.2,,,,,,,,,,,,,,,,,,,,,1e,3,1568026605
