,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,scenario,participant_id,source_file
28547,28547,889.1,1568817574.0861998,889.1,-86.83144670435829,619.8067049968304,139.6199902181369,672.5244439023692,0.9988596439361572,632.2502156162811,170.55664829395133,716.5528744690978,0.9935844540596008,634.7969520028566,107.009573920004,717.4871925128647,0.9972585439682008,609.6824983688323,211.9172281530932,716.6510446507747,0.7389727830886841,630.4271490770553,69.76683821112006,725.6925917756001,0.7152277231216431,454.2877885656705,273.0391582659326,531.9039412972684,0.8336644172668457,458.3521107229972,6.2406164368237675,557.2388111174736,0.9412627220153807,515.5690514558115,336.1045719945716,281.8256708668361,0.7726268768310547,566.3234796670632,-103.93811310823862,314.4502014480043,0.6032202243804932,695.9374715806889,356.8267471058477,78.43583355984686,0.9385424852371216,757.4243622778451,-132.65946501341986,139.0813748546917,0.8033137917518616,393.54086227184575,189.63439394948008,111.79278521430159,0.28742870688438416,397.14078661767525,-16.923720408256028,92.14740659412384,0.20002153515815727,604.5778092402827,190.2513667178688,-93.98532200809174,0.034532248973846436,581.5738160531696,-40.210299144524996,-131.04508082803326,0.3158775269985199,236.48078188581025,193.8579836633117,-805.4914853278618,0.0054296255111694345,510.97058462736715,-75.01185185837724,-558.9024307215633,0.011657088994979858,1506.63,2099.44,6.76,267.58,1429.16,2096.46,8.13,90.57,1761.25,926.65,7.17,179.85,1324.47,2096.95,8.55,89.86,1213.75,2096.69,8.58,89.86,849.19,2094.52,6.28,90.06,836.15,2094.54,6.31,90.06,1757.97,1630.47,8.82,179.28,1757.55,1664.55,8.5,179.28,1750.99,1753.34,6.53,231.49,612.94,2094.78,8.2,90.06,583.34,2094.8,7.9,89.87,567.01,2094.76,8.39,89.87,,,,,,,,,1e,21,1568816637
28548,28548,889.1324809494846,1568817574.118537,889.1324809494846,-86.83144670435829,620.2417162956704,139.8382147582263,671.4686784572351,0.9988948106765748,632.2411333083018,170.93552390675944,716.132858742716,0.9937756061553956,626.3751222154763,105.57632060195937,714.0525550924135,0.9968248605728148,613.3691248068468,210.90702677294715,717.9643850729648,0.7885185480117798,629.9741045438852,69.51900851658331,725.8294401671167,0.699966311454773,457.36192165983874,271.3803208387424,534.4484508185807,0.841213583946228,461.25851495915686,7.928096328504045,559.9066119029875,0.9392573833465576,514.7011524067243,335.7130428457832,283.9096107142116,0.7978793382644653,564.1830630045005,-103.93817478903445,313.7259639515827,0.5688963532447815,692.7593380432942,356.98905797302115,74.12230669673914,0.9334136247634888,763.4112443435342,-132.57688408250752,148.18499992447738,0.5848851203918457,397.14531373140295,189.85440627538728,118.17560791895676,0.2421647906303405,400.4352853498567,-14.287075065316088,99.85160182000388,0.06502789258956909,594.2290138467581,189.31890342583947,-82.38347341811706,0.02185925841331482,571.6553149851861,-41.54498733759567,-134.0887054953017,0.3864629566669464,244.67562498975428,194.43804291310485,-821.7759985594638,0.002237468957901001,510.79236724029977,-73.7073565624251,-556.7496990632881,0.01741427183151245,1506.4091295435055,2099.423759525258,6.7535038101031075,267.3266485940212,1429.4263437857724,2096.4567519050515,8.126751905051552,90.57,1761.2532480949485,926.4193852586604,7.1732480949484465,179.85,1324.7460880706176,2096.9532480949483,8.540255715154663,89.86,1214.0260880706178,2096.69,8.567007620206216,89.86,849.3946299817521,2094.52,6.2864961898968925,90.06,836.354629981752,2094.54,6.313248094948445,90.06,1757.9732480949485,1630.1841676445367,8.813503810103109,179.28,1757.5532480949485,1664.2706638344337,8.51624047474223,179.28,1750.8438357273199,1753.2425571515466,6.598209993917362,232.6658103713374,613.2063437857727,2094.78,8.203248094948446,90.06,583.5998475958756,2094.8,7.909744284845337,89.87,567.2828399756695,2094.7632480949487,8.386751905051554,89.87,,,,,,,,,1e,21,1568816637
28549,28549,889.1664655845433,1568817574.1523714,889.1664655845433,-86.83144670435829,616.7464845614094,139.13027639217538,670.1007223518368,0.9988133907318116,630.744707350473,170.36728939434764,714.8925090101027,0.9940528273582458,622.3097219985589,105.34556790842885,712.5812326719795,0.9967244863510132,615.2955241186942,211.63603930357345,718.1308023518477,0.7784032821655273,630.2144547574853,70.19637243786755,725.1170482963603,0.6695343852043152,457.6512615490335,271.4917360950284,534.9501213218296,0.84727942943573,457.2741995055475,8.813918969266549,558.3222703777417,0.9423142671585084,514.5468866182066,335.6578263185892,284.27341987551387,0.7830910086631775,568.235003229282,-103.56265019421316,315.4014573121983,0.5351564884185791,698.8042664761763,357.1516170983776,79.68468661220592,0.9315252304077148,758.1561432159745,-135.9023719482551,149.37724362163308,0.6989966034889221,398.3830973085907,190.3569177474152,120.77246684765684,0.28564679622650146,400.13227192635287,-12.172389734501385,98.72533628899755,0.0957886278629303,584.0530699072348,189.60407555101528,-81.00056794447323,0.02319031953811645,563.523918363922,-44.59199537805677,-133.24121584386307,0.3360157310962677,161.190791609172,195.1940883296621,-877.2985728050747,0.006414234638214111,501.92000612241117,-75.67735581916294,-566.5559416826572,0.010218828916549684,1506.1780340251064,2099.4067672077285,6.746706883091372,267.0615684405635,1429.7050177932538,2096.453353441545,8.123353441545685,90.57,1761.2566465584546,926.1780943497438,7.176646558454313,179.85,1325.0349574686165,2096.9566465584544,8.530060324637061,89.86,1214.3149574686165,2096.69,8.553413766182747,89.86,849.6087331826218,2094.52,6.293293116908628,90.06,836.5687331826217,2094.54,6.316646558454312,90.06,1757.9766465584546,1629.8851028560202,8.806706883091373,179.28,1757.5566465584545,1663.978395972929,8.53323279227157,179.28,1750.6909048695559,1753.1406032463706,6.669577727540588,233.89605416046157,613.4850177932537,2094.78,8.206646558454315,90.06,583.8717246763451,2094.8,7.919939675362941,89.87,567.5683109101624,2094.766646558455,8.383353441545689,89.87,,,,,,,,,1e,21,1568816637
28550,28550,889.2,1568817574.1857572,889.2,-82.08844970568383,616.3991621695079,140.48540535402628,670.2535948325055,0.998744010925293,635.1846337206002,170.46496877203356,716.166125677287,0.993570864200592,633.4384186567888,108.082486971991,714.5703846314058,0.9969882965087892,609.2551238607282,212.87719000583846,716.5261790576336,0.7872772812843323,630.0077891308866,70.83172337494855,725.5121368409531,0.7039493322372437,454.2507362447058,273.5521451608828,532.0352684045727,0.8100654482841492,453.0372585614025,7.0287373689168335,558.018646676134,0.9378374814987184,510.75294544171953,335.8870736397576,282.3622203822252,0.7706229090690613,569.7101947032612,-102.62952315110212,314.7679648169866,0.5663672685623169,699.1918075150986,357.53367175824263,80.46460278236236,0.9331767559051514,745.7998847402732,-139.74840620892186,139.39311699606682,0.6877980232238771,389.447313074546,192.26361117027625,117.17061352274794,0.2661488652229309,402.6684927724469,-11.21608509048902,100.84674140633669,0.11003297567367554,582.2875941053715,187.29721527879312,-78.50740517725878,0.02136540412902832,628.09604321214,-33.064420387352136,-99.03656122434595,0.4415070712566376,163.88636710398814,195.00138707776142,-861.5361067830652,0.005355417728424072,509.6111543157747,-76.07407211248244,-557.2552501322116,0.019452661275863647,1505.95,2099.39,6.74,266.8,1429.98,2096.45,8.12,90.57,1761.26,925.94,7.18,179.85,1325.32,2096.96,8.52,89.86,1214.6,2096.69,8.54,89.86,849.82,2094.52,6.3,90.06,836.78,2094.54,6.32,90.06,1757.98,1629.59,8.8,179.28,1757.56,1663.69,8.55,179.28,1750.54,1753.04,6.74,235.11,613.76,2094.78,8.21,90.06,584.14,2094.8,7.93,89.87,567.85,2094.77,8.38,89.87,,,,,,,,,1e,21,1568816637
28551,28551,889.2333783007969,1568817574.219441,889.2333783007969,-85.59289556589734,613.3991583694483,138.4587313491488,667.8300710721942,0.9988291263580322,635.7731848057238,169.54927578878642,715.6056153320194,0.9946810007095336,626.9288813188383,106.29120577053123,712.446663705665,0.9967467784881592,614.0636815786147,211.64087796101063,716.3716435343099,0.8120449185371399,632.6619262128528,70.52573619292667,725.5464951487687,0.6713246703147888,448.8425565465517,274.8248325216778,531.9450082489327,0.8252938985824585,455.70724050315835,7.795042001417503,560.1359227737046,0.9387750625610352,513.6670161886756,334.3345521047188,284.845714109736,0.8024693727493286,563.5033231346765,-103.0016324702874,312.2326545772433,0.5843505859375,688.872338029316,355.61593114758597,88.46913190581274,0.3587945103645325,757.3218603970633,-136.3102726236393,150.70719759518948,0.7095916867256165,388.43135072128166,191.09000248700886,116.00658983043941,0.2420821189880371,413.73934706221746,-12.020106231009654,100.03219998846788,0.2401067018508911,586.4390993037467,187.10342810239933,-73.67887678278477,0.02593311667442321,587.5278855380108,-43.08087736408207,-121.70756131419478,0.2970350980758667,173.6134266843055,194.4700976692738,-845.4781240502539,0.005226343870162964,507.36898317676173,-89.69434887486698,-559.8150475752382,0.036993950605392456,1505.7263653846612,2099.3733108496012,6.729986509760948,266.59639236513925,1430.2503642364545,2096.4466621699203,8.123337830079683,90.57,1761.26,925.6996762342627,7.17332433984063,179.85,1325.6070533868526,2096.96,8.526675660159368,89.86,1214.8870533868528,2096.69,8.566702640637473,89.86,850.0269454649405,2094.52,6.2699595292828425,90.06,836.9902832950199,2094.54,6.32,90.06,1757.9866756601593,1629.2962709529875,8.820026980478106,179.28,1757.5633378300797,1663.406284443227,8.543324339840632,179.28,1750.393135476494,1752.9265137772907,6.820107921912423,235.553931400598,614.0337020665341,2094.78,8.21,90.06,584.403688576295,2094.80333783008,7.93,89.87,568.1303777266935,2094.77,8.383337830079682,89.87,,,,,,,,,1e,21,1568816637
28552,28552,889.26654562465,1568817574.2529118,889.26654562465,-86.8287964324787,617.2054165146656,138.45145184094142,667.9916343257131,0.998874306678772,635.8568112544696,169.0423124467449,715.4875219169742,0.9949340224266052,634.0338845091212,107.46926636143576,713.9062949583522,0.9970885515213012,603.9930203248953,211.0565912928199,715.3659829480919,0.7662818431854248,630.4771884202066,69.32748142490914,725.6104388570275,0.6939619779586792,448.32103018031717,274.1148206134457,531.5587802614604,0.8486336469650269,455.740828722213,7.311232107539508,560.7622048643907,0.9425638914108276,522.8412327199096,333.37526524603106,288.5734016119871,0.7800281047821045,568.9039635184704,-103.20599919006872,313.2910529186186,0.5495958924293518,682.3435117130731,357.6129019215001,89.7906168255387,0.3604174256324768,754.6147862680008,-138.29182417853139,145.47594928569848,0.6825655102729797,387.5181824405348,191.53413550924043,116.73631107795543,0.2461409866809845,382.05625346303975,-9.462615054670897,118.6109042847973,0.2746125161647797,600.2100628097621,190.24724048903084,-81.29620985430563,0.06033158302307129,545.2895233948542,-45.025931163101156,-123.6245697088668,0.1354343295097351,206.91195108628955,194.72197333972926,-807.3321952508015,0.004819512367248535,499.78482950156217,-84.03675647597757,-566.8203213337966,0.02052381634712219,1505.5041443148446,2099.356727187675,6.720036312604994,266.39407168963487,1430.5190195596651,2096.4433454375353,8.126654562465003,90.57,1761.26,925.46087150252,7.166690875069995,179.85,1325.8922923719902,2096.96,8.533309124930003,89.86,1215.1722923719901,2096.69,8.593236499720017,89.86,850.2325828728302,2094.52,6.2401089378149805,90.06,837.1992374352951,2094.54,6.32,90.06,1757.9933091249302,1629.0043985030798,8.839927374790014,179.28,1757.566654562465,1663.1243621904748,8.536690875069995,179.28,1750.2471992515395,1752.8137448761902,6.8997094991600525,235.99505680784532,614.3056741221303,2094.78,8.21,90.06,584.6657104347353,2094.8066545624647,7.93,89.87,568.4089832470603,2094.77,8.386654562465003,89.87,,,,,,,,,1e,21,1568816637
28553,28553,889.3,1568817574.2866724,889.3,-83.0307397672491,617.5287738370394,138.8891034208013,667.7769393138623,0.9987580180168152,633.3637695869116,169.86096111936618,714.1396213193228,0.994084358215332,634.426670362134,109.5930347923415,713.9950242825156,0.9970837831497192,587.0395212622533,213.5439021557087,709.2067422264607,0.8116333484649658,632.1237022674442,69.98173255983643,727.0302008412108,0.7015044689178467,451.6853102108745,274.45554252177817,534.1643305149587,0.7611581087112427,465.11599535113265,9.949448958323286,562.3049471556471,0.9488665461540222,515.8733637348802,333.6292752520774,284.5686466502242,0.8026711940765381,573.5766268319709,-104.79439349655964,314.92501718041467,0.480633407831192,688.6787986789911,356.79548669259134,94.87301734627098,0.3536365032196045,753.4451425636577,-140.2534035800694,146.0403685984922,0.6685660481452942,386.2568446360155,192.59269359854187,118.99675761795721,0.27131229639053345,393.10334699436254,-8.898293899241686,105.15397289719627,0.1170882284641266,590.0377672109653,189.6908038374739,-80.02103405974512,0.040126234292984016,559.581781684756,-46.67743633447992,-131.42034967574986,0.2540781497955322,260.639121356394,194.1003880648969,-711.0668940183904,0.011732488870620728,506.37893985938916,-77.97661047214606,-561.7207040676632,0.020450204610824585,1505.28,2099.34,6.71,266.19,1430.79,2096.44,8.13,90.57,1761.26,925.22,7.16,179.85,1326.18,2096.96,8.54,89.86,1215.46,2096.69,8.62,89.86,850.44,2094.52,6.21,90.06,837.41,2094.54,6.32,90.06,1758.0,1628.71,8.86,179.28,1757.57,1662.84,8.53,179.28,1750.1,1752.7,6.98,236.44,614.58,2094.78,8.21,90.06,584.93,2094.81,7.93,89.87,568.69,2094.77,8.39,89.87,,,,,,,,,1e,21,1568816637
28554,28554,889.3329869025545,1568817574.3199687,889.3329869025545,-83.0307397672491,617.3508761004496,140.1423667497703,668.1423682366986,0.9987132549285888,629.4101629525213,171.1479897561284,713.2897762301552,0.9938766360282898,634.2079609340236,111.14713192313124,714.4695120521201,0.9975693225860596,579.1126713922806,213.9608453077691,706.7561756192046,0.7455396056175232,630.0512887546732,70.74401455915,726.40015356706,0.7479095458984375,447.7676001572023,274.380544892438,534.0638143780593,0.7791464328765869,461.5977733603157,9.524702176027386,560.7279281646072,0.9528394341468812,531.4440815743012,343.66335600662217,282.6749639036201,0.9561253786087036,572.17712617031,-106.5414216458699,312.49228410377793,0.4530799686908722,703.3335347705253,359.89438888382807,81.22410415671311,0.8797140121459961,753.6938036007864,-141.00425903777642,145.12121564492296,0.6897069215774536,394.96387158327036,191.4234326612127,120.18225525142228,0.2767734229564667,394.24569654132347,-8.005198559682253,98.54735710365362,0.1295003890991211,592.310679647157,193.3216236916253,-94.63104606541948,0.05477568507194519,555.2543062026155,-48.33880783895287,-141.79327709538515,0.29580485820770264,254.12892200391587,192.4489951917231,-735.6754290154668,0.005382955074310303,509.87060236620033,-76.24080162674102,-560.3937526131735,0.03608182072639465,1505.0589877528848,2099.3202078584673,6.71,266.0613510800374,1431.0571939106915,2096.4367013097444,8.12670130974455,90.57,1761.26,924.9857929918629,7.146805238978199,179.85,1326.4603886717136,2096.96,8.553194761021802,89.86,1215.7403886717136,2096.6932986902552,8.580415716934594,89.86,850.6478174860935,2094.52,6.233090831788154,90.06,837.6145187958379,2094.54,6.280415716934595,90.06,1758.0032986902554,1628.4197152575205,8.843506548722747,179.28,1757.5732986902551,1662.5596113282863,8.53,179.28,1749.9482602482492,1752.5845458410593,7.022882973320857,236.9051153260185,614.8504926009471,2094.78,8.200103929233649,90.06,585.1905965301805,2094.81,7.916805238978197,89.87,568.9670899814579,2094.77,8.39,89.87,,,,,,,,,1e,21,1568816637
28555,28555,889.3665260472643,1568817574.3538225,889.3665260472643,,621.2694590265995,141.57211475307537,668.5449979468362,0.9988517761230468,633.1671027962585,171.56641685950459,713.4798041924153,0.9937572479248048,638.8703114107577,112.80512293587242,715.4922164503349,0.9976530075073242,580.7055133654883,213.84133913116486,706.1267126623097,0.7481563091278076,630.1046697215653,71.69518199365673,725.4026175734973,0.7733787298202515,451.7257522384018,273.0448934763844,534.4084249367971,0.7770442962646484,460.7867188793682,10.599059505742883,561.7258731688792,0.950376272201538,521.1156041875187,334.245595366372,287.2779488920953,0.8130236864089966,578.0923762146064,-104.22161576091331,315.6097011921558,0.4943069219589234,701.4533854661728,363.1663334333691,76.42073773309879,0.890464186668396,751.5497245556635,-140.18134830127917,142.1017189879854,0.6230707764625549,381.90822864888366,197.63454419882825,144.0961297472883,0.5050603747367859,402.74965379139167,-5.165773611640629,104.44602163313971,0.08434697985649109,582.9812351625801,182.0491116187593,-78.85034781568146,0.4152640402317047,549.6356301617514,-43.085711056190945,-118.37078511152694,0.17210465669631958,222.98673742767502,190.46778815807264,-778.0237666304619,0.006443113088607788,513.7473082753953,-75.5143679777498,-555.6156296615779,0.0273510217666626,1504.8342754833295,2099.3000843716422,6.71,265.93054841566953,1431.32886098284,2096.4333473952734,8.123347395273576,90.57,1761.26,924.7476650644239,7.133389581094312,179.85,1326.7454714017458,2096.96,8.566610418905688,89.86,1216.0254714017458,2096.6966526047268,8.540168743282939,89.86,850.8591140977646,2094.52,6.256568233084952,90.06,837.8224614930382,2094.54,6.240168743282938,90.06,1758.0066526047265,1628.1245707840746,8.826736976367892,179.28,1757.5766526047266,1662.2745285982544,8.53,179.28,1749.7939801825846,1752.4671588345752,7.066483861443484,237.37801726642547,615.1255135875666,2094.78,8.190042185820735,90.06,585.4555557733872,2094.81,7.903389581094313,89.87,569.2488187970195,2094.77,8.39,89.87,,,,,,,,,1e,21,1568816637
28556,28556,889.4,1568817574.3876104,889.4,-81.91934922258393,624.5611275923906,140.99524676435044,668.693449448277,0.9987609386444092,636.187234483974,171.00711093884692,714.1873286471757,0.9931174516677856,639.1604664380169,113.22545795445214,715.5267193219901,0.9972617626190186,594.3410997010598,214.1575951404198,709.4670677153772,0.7755939960479736,623.2520785113431,71.58112424357219,724.629586073063,0.6835790872573853,449.7351045516214,273.5910321699908,529.8305162770794,0.7766491174697876,455.6179078956563,9.526614705470266,561.9892239832805,0.94478440284729,527.399237269448,332.8623942020418,291.7016114508148,0.7863547801971436,572.7492849257737,-105.50374090439308,313.7881633790278,0.502522885799408,705.9782492241728,362.8733984319341,76.13885823129435,0.8313542604446411,731.119075650742,-143.0726722676279,127.53726650799341,0.5871150493621826,384.556747317686,194.51798248107585,127.88978795867662,0.2926319241523743,411.1818877207907,-4.426788433000733,105.50135910859993,0.14278361201286316,583.01901438469,184.0680245178937,-80.22563985483347,0.03631904721260072,557.2427668473787,-44.41234809189728,-130.1175155075839,0.33146408200263977,153.92597524707887,189.87945480810498,-848.9169358305438,0.008596152067184448,509.6919353373851,-75.0520687806796,-560.672264075102,0.0254899263381958,1504.61,2099.28,6.71,265.8,1431.6,2096.43,8.12,90.57,1761.26,924.51,7.12,179.85,1327.03,2096.96,8.58,89.86,1216.31,2096.7,8.5,89.86,851.07,2094.52,6.28,90.06,838.03,2094.54,6.2,90.06,1758.01,1627.83,8.81,179.28,1757.58,1661.99,8.53,179.28,1749.64,1752.35,7.11,237.85,615.4,2094.78,8.18,90.06,585.72,2094.81,7.89,89.87,569.53,2094.77,8.39,89.87,,,,,,,,,1e,21,1568816637
