,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,scenario,participant_id,source_file
37995,37995,1205.266590285453,1568737512.2401528,1205.266590285453,,604.7328470931433,35.924462310196475,648.5909635009475,0.9977371096611024,628.4207067702248,65.5018281413374,707.5777395895536,0.9963556528091432,632.9440758079418,3.203521696786732,698.04043887217,0.9935036897659302,551.8956548597097,108.04853140353529,704.3189114958898,0.7523865699768066,617.6759943669151,-36.23106349524701,703.0993673853453,0.5285637974739075,511.5799309275946,169.55977263579572,539.024246425331,0.9559708833694458,512.702034959421,-76.55064053744077,559.7674551309518,0.4999427199363709,637.3204556934256,214.6590885297116,357.99794707290437,0.9791797399520874,609.362595462036,-167.1413392737418,344.47076666766884,0.9866876602172852,838.8792191855036,256.8476093544331,223.39542400340062,0.9369133114814758,785.0183457171453,-211.3694129636927,194.81441257229446,0.7775156497955322,522.0439299204297,164.07161769353314,86.68982429089098,0.17784765362739566,511.27882951108637,-50.597526312590894,184.85673768592503,0.15973570942878726,371.77042306102913,180.1684125840079,-507.6364359419426,0.026013880968093872,715.0476067491377,-86.08246294535843,71.3811112954813,0.5314640998840332,367.82352933262086,208.43322423225726,-667.5463619600918,0.005672633647918701,583.1363248415748,-112.08314649179165,-354.9722983899919,0.07694360613822937,1503.7270714870988,2097.9366590285454,5.253318057090612,270.27983959945146,1491.4627222836245,2095.8333409714546,8.003363885818777,90.57,1761.0233409714547,814.623982573649,8.583340971454692,180.37,856.2094500552621,2094.52,7.186704857273468,90.06,841.3694500552622,2094.53,7.133340971454692,90.06,1756.0766590285452,1766.7971860589194,6.943615943823666,179.0,1755.8133180570906,1782.1938909161927,7.26997708563592,179.0,1755.5433180570903,1797.6438909161927,7.306659028545307,179.0,524.0261090838073,2094.5366590285453,7.326659028545308,89.67,429.55610908380737,2093.9966590285453,7.29675068600163,89.67,391.92613199817146,2093.78,7.073318057090613,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
37996,37996,1205.3,1568737512.273594,1205.3,-113.8610813514784,601.1920100453949,36.08317269269104,647.2660155360991,0.997757852077484,628.5572803217592,66.32149997594311,707.879141940241,0.995785117149353,629.4351125762809,3.291665849218726,696.7521934906972,0.9937076568603516,557.090394475363,111.30068453031879,706.1401985808445,0.635098397731781,612.8209438895727,-36.708833225643296,701.2256664846179,0.485149472951889,515.1676375530052,165.08285448845072,542.0074472872406,0.9473682641983032,510.4578236041913,-76.0506806271933,562.4471161048705,0.5633876919746399,633.1401962683574,213.3831931530289,355.9589922416367,0.9732295274734496,608.5551967949967,-163.96893027650262,355.3420603432107,0.9240003824234008,846.7937866638557,252.29791857612304,224.84300091990943,0.9100133180618286,771.7940609151927,-213.87036595696426,185.23490839773208,0.7552627921104431,504.40490345554167,146.28216726933286,67.72451276716438,0.469384491443634,503.7486426358193,-51.89583926938296,179.7522286400814,0.7519912719726562,361.8831384403581,187.19850064331035,-533.3434790565909,0.021886944770812992,758.1985989512,-73.0134172043518,32.382828462652014,0.11876016855239868,357.53882335810937,214.06415810427646,-684.6797756730232,0.008037179708480835,618.7480306039778,-107.8988588031212,-374.2759523765355,0.0789402425289154,1503.55,2097.94,5.26,270.35,1491.73,2095.83,7.99,90.57,1761.02,814.34,8.58,180.37,856.45,2094.52,7.17,90.06,841.61,2094.53,7.13,90.06,1756.08,1766.57,6.82,179.0,1755.82,1781.95,7.28,179.0,1755.55,1797.4,7.31,179.0,524.27,2094.54,7.33,89.67,429.8,2094.0,7.26,89.67,392.16,2093.78,7.08,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
37997,37997,1205.3332497018546,1568737512.3068964,1205.3332497018546,-108.39251864119768,602.6473908688807,41.93936993701391,652.4510623639053,0.997902512550354,628.6759095193264,68.0622157608274,707.6855404052559,0.9966261386871338,623.7600959917199,6.6158090303297366,695.064543428721,0.9953895807266236,559.6658323630155,111.40438912662258,703.4902779228923,0.7281147241592407,609.1218325714832,-34.51407702656616,697.0605611363028,0.66672283411026,507.9221424994015,170.4442880310986,536.5793375476055,0.7501273155212402,508.02423792508006,-76.43290783814128,541.9639041749984,0.34768471121788025,636.2612068284802,220.1152370903786,358.7870795005284,0.8056704998016357,601.550367692041,-163.20014565670652,360.2197741855149,0.9357222318649292,848.2064570964949,253.33128440609931,223.63199101816014,0.9061709642410278,775.4110831795978,-211.19151865597544,184.42871423729926,0.7284558415412903,519.4222936576336,152.63456863264776,77.05130318525329,0.16180521249771118,508.12351496685636,-61.526556694542506,167.64172498635583,0.479949951171875,336.25185376163915,190.97444337354614,-560.1562202397055,0.017017602920532227,790.0754795481146,-69.75659387854468,75.54619131532897,0.2629933655261993,330.7806901256829,220.31046515878018,-722.0224291530583,0.010535776615142822,615.1097974915298,-104.82326091447241,-397.97892319613317,0.048850953578948975,1503.3804265205413,2097.9433249701856,5.210125447218124,270.42647431426553,1491.9959976148364,2095.8266750298144,8.003299880741832,90.57,1761.0166750298145,814.0540525640506,8.58,180.37,856.6893978533532,2094.5166750298145,7.179974910556375,90.06,841.8493978533529,2094.53,7.1599247316691255,90.06,1756.0833249701855,1766.3572019081307,6.670376341654372,179.0,1755.8233249701855,1781.717252087018,7.186900834807164,179.0,1755.5533249701855,1797.1572771764615,7.303350059629081,179.0,524.5160477937239,2094.54,7.3333249701854575,89.67,430.0427228235384,2094.0,7.286599761483668,89.67,392.3960728831677,2093.7833249701857,7.086649940370918,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
37998,37998,1205.3665789091567,1568737512.3402786,1205.3665789091567,-108.28234459267584,599.8999952863081,44.1679591618984,650.0109638536435,0.9979304671287536,624.7009497912876,71.18378486293315,707.3317761460022,0.9951882362365724,628.3039625900026,8.787521582981107,697.7818462100438,0.993460178375244,562.7337055022634,112.33825471251505,704.7474343663008,0.5996073484420776,607.0131037914173,-34.12924524674359,695.7039783406904,0.5751766562461853,509.6819727937406,160.88802700211758,539.7671866057519,0.3966785073280335,516.4762450788179,-79.10377284175608,545.810096190133,0.8058861494064331,638.7851672574266,216.4286068048843,354.86232779758615,0.97868013381958,608.9695084779889,-160.27419464716874,354.4148183526306,0.9128552675247192,845.7679215837043,252.63023187114555,220.4620637256868,0.9244779348373412,773.3367006041698,-212.14089117764263,189.76895372496102,0.5265973210334778,512.9288724072209,144.73329519387616,92.82720871236107,0.3499656915664673,474.2386076895861,-62.627417305932426,175.56279556819118,0.8059749007225037,305.7839714213164,196.94896130429737,-596.7050225265419,0.024109095335006717,767.6512302355408,-67.27748017372913,66.50412329997715,0.2837001085281372,328.59828852906514,225.08963772776096,-728.4637795045506,0.013923734426498413,603.8739201986214,-98.26868742061536,-408.46266143885424,0.08158227801322937,1503.2104475633012,2097.9466578909155,5.160131636264996,270.50313149106034,1492.2626312732534,2095.8233421090845,8.016631563662669,90.57,1761.0133421090845,813.7674213812528,8.58,180.37,856.929368145928,2094.5133421090845,7.1899736727470005,90.06,842.089368145928,2094.53,7.1899210182410025,90.06,1756.0866578909156,1766.1438949813974,6.520394908794987,179.0,1755.8266578909156,1781.4839476359036,7.093579054361325,179.0,1755.5566578909156,1796.9139739631564,7.296684218168666,179.0,524.7626839277593,2094.54,7.336657890915668,89.67,430.28602603684374,2094.0,7.313263127325334,89.67,392.6327102550123,2093.786657890916,7.0933157818313335,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
37999,37999,1205.4,1568737512.3737528,1205.4,-84.3048862459652,603.3685350295492,42.820060250117024,650.953344689327,0.997876524925232,618.2326096912811,70.71664834861821,702.9131210700218,0.99629807472229,621.5441679963802,9.015406342766564,695.2996917234265,0.993429720401764,567.0657279025406,113.60129153400938,706.9068239002136,0.6868681907653809,617.2123619146587,-29.22228987593769,702.8607341784109,0.5367149710655212,514.5948080116144,174.75698475325558,542.1488091880407,0.7928490638732909,516.0665623178137,-73.10874974101392,540.9823134650035,0.41530123353004456,633.5461237689274,220.3649434673193,355.1386563636196,0.981731653213501,615.7555888598048,-157.51276030180975,362.11446331883934,0.9100007414817808,849.4720450427948,252.8192523328571,220.3874299383608,0.9173216819763184,780.4427485274339,-211.156729246226,199.4117623744931,0.5181583166122437,493.2024175836557,149.51969502061803,122.13096115732904,0.15776574611663818,482.1330150590729,-59.7495135731301,161.7724720795375,0.36382031440734863,330.7720784998611,198.53877346833409,-523.6096584462366,0.02325102686882019,722.1370383926852,-65.56682626393732,38.08709295281278,0.3001241683959961,308.1100063498135,253.6148394283335,-748.2593956407054,0.00861060619354248,602.9278750515876,-90.78538770162486,-400.5531235862989,0.2188867032527924,1503.04,2097.95,5.11,270.58,1492.53,2095.82,8.03,90.57,1761.01,813.48,8.58,180.37,857.17,2094.51,7.2,90.06,842.33,2094.53,7.22,90.06,1756.09,1765.93,6.37,179.0,1755.83,1781.25,7.0,179.0,1755.56,1796.67,7.29,179.0,525.01,2094.54,7.34,89.67,430.53,2094.0,7.34,89.67,392.87,2093.79,7.1,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
38000,38000,1205.4336228479954,1568737512.407404,1205.4336228479954,,599.6531885445875,43.50526628092983,650.5179013833776,0.9982569217681884,628.6625308126488,72.26874508608539,706.136729213339,0.9974385499954224,621.7712585117912,9.180465720949288,693.7882568531793,0.9944441914558412,564.8183462939195,117.56689250846901,703.8298449324087,0.8124886155128479,613.8278180344586,-28.81623659712173,702.7789079576472,0.575019121170044,515.2636721406755,181.67450901236958,532.5827823232447,0.8220018148422241,517.0032537058751,-77.2568133208639,546.806408067658,0.7805774211883545,637.3917525873858,221.63808980218033,357.20130444948705,0.9824439287185668,611.5035473906894,-159.3011067413384,362.5988827038102,0.9117136597633362,852.9535331765636,253.51829639428883,222.18203027908402,0.9037907123565674,786.8684991506839,-207.40768629047813,201.8367392406287,0.6399134397506714,510.6919578730696,152.39007338444782,110.5033073347476,0.0914786159992218,477.0148047794113,-57.014697796183604,140.91906957699103,0.4959103465080261,284.16578682761946,198.855879636986,-598.3142248437491,0.0201997458934784,752.0394912629878,-63.66485597299624,53.71448689768739,0.23917290568351746,315.3923458126019,239.83116080450463,-740.7054678164192,0.010254323482513428,598.0824475061562,-86.13878729716282,-399.5203515859408,0.16748729348182678,1502.861798905625,2097.9533622847994,5.197419404787795,270.6909553983845,1492.802345068762,2095.8166377152006,8.03336228479953,90.57,1761.01,813.1942057920401,8.559826291202818,180.37,857.4087222207668,2094.51,7.179826291202817,90.06,842.5687222207666,2094.53,7.199826291202817,90.06,1756.096724569599,1765.7080892032309,6.457419404787794,179.0,1755.8333622847995,1781.0247269184315,6.902493740813613,179.0,1755.5633622847995,1796.4312777792334,7.2462902976061025,179.0,525.2554467903657,2094.5433622847995,7.3433622847995315,89.67,430.77544679036566,2094.0033622848,7.329913145601408,89.67,393.1087222207666,2093.79,7.1,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
38001,38001,1205.4666892180007,1568737512.440498,1205.4666892180007,,610.2440872800778,48.28174906216225,656.2286306029122,0.9985296130180359,629.1680455098835,75.57738785301291,706.6391824625101,0.9965238571166992,628.3981542937833,15.66472212604224,697.3340447549664,0.9960318803787231,557.6560755811008,119.21320219825355,700.4304146853736,0.7324099540710449,618.320550280342,-24.31175988290976,705.6897662572585,0.5184083580970764,523.1316398623399,185.17058337434293,534.9478101324179,0.7905312776565552,520.8762066091167,-76.39736200815932,549.7920344252469,0.7887622117996216,639.2497620533236,221.55776147579445,353.9992455578375,0.9835982322692872,617.0118537151358,-157.94375073840123,360.6881511564641,0.8882170915603638,846.6940853412781,250.3207282714743,219.1675388044045,0.9388750791549684,778.9486887064415,-211.6144746984673,197.17805884992882,0.5145344138145447,527.6381357396392,154.0318415474047,112.90765083352915,0.062083244323730476,472.63696860101743,-58.0168293010746,132.49535591925275,0.4001340568065643,245.2947234179535,201.03622210882514,-655.8468290916695,0.02100682258605957,757.4327932171167,-63.68171473688305,52.87760143598248,0.299979567527771,292.77226649017643,236.5894922586248,-768.2050510367387,0.012465208768844604,607.7018146221865,-75.4700625190939,-398.1293866643303,0.09667602181434633,1502.6865471445965,2097.9566689218,5.28339196680184,270.8000744194024,1493.0701826658058,2095.8133310782,8.03666892180007,90.57,1761.01,812.9131416469941,8.539986469199576,180.37,857.643493447805,2094.51,7.159986469199575,90.06,842.8034934478052,2094.53,7.1799864691995765,90.06,1756.1033378435998,1765.4898511611955,6.54339196680184,179.0,1755.8366689217999,1780.8031822393953,6.806601267797947,179.0,1755.5666689217999,1796.1965065521952,7.2033040165990805,179.0,525.4968312914052,2094.5466689218,7.34666892180007,89.67,431.0168312914051,2094.0066689217997,7.319993234599787,89.67,393.343493447805,2093.79,7.1,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
38002,38002,1205.5,1568737512.473837,1205.5,-83.87159952019259,608.0243530775857,51.81750860744436,653.8839942025074,0.9986854195594788,625.4198304902068,79.86649335960736,705.9145343402331,0.9955161809921264,635.0604945931391,21.09310038617389,701.9272089002989,0.9962633848190308,556.8740589517482,122.4983103875404,699.1612945915202,0.6427664160728455,619.2763186229564,-22.87911723539805,706.7169921384509,0.4668875634670258,516.0334229534745,187.33076907783826,533.0790648973461,0.738732635974884,518.5111298113352,-72.67416581730674,546.5067759317669,0.7782139182090759,638.6061036679748,218.18430139988914,355.35240002729154,0.9848151803016664,617.5961214619496,-155.0788838701061,360.52631285963486,0.9458038806915284,843.6845236360683,257.44687187557463,224.16423725781655,0.9415146112442015,786.3319940590311,-211.5591820393411,200.23252505434928,0.4821418821811676,556.1711545630882,142.94723089530657,103.96575226698536,0.4422882199287415,485.43982984563917,-57.211579155721815,122.50404898129476,0.5020067691802979,311.91734975245413,167.66785412459947,-645.1032484983647,0.02263164520263672,764.2597913029915,-59.931592810459684,56.09393240450939,0.17802652716636658,306.329238400064,204.7980971033892,-758.3969631130942,0.008587777614593506,604.5462772064386,-73.31266517035989,-406.9328253763705,0.06330731511116028,1502.51,2097.96,5.37,270.91,1493.34,2095.81,8.04,90.57,1761.01,812.63,8.52,180.37,857.88,2094.51,7.14,90.06,843.04,2094.53,7.16,90.06,1756.11,1765.27,6.63,179.0,1755.84,1780.58,6.71,179.0,1755.57,1795.96,7.16,179.0,525.74,2094.55,7.35,89.67,431.26,2094.01,7.31,89.67,393.58,2093.79,7.1,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
38003,38003,1205.533341121774,1568737512.5071776,1205.533341121774,-82.69009312828071,611.5898033776392,54.96693402305989,654.7478832709558,0.9987082481384276,628.5766815648326,83.65952413291285,707.5147288111874,0.9941357374191284,639.3588154362602,22.557357408275827,704.9659038973756,0.996412992477417,563.4087859939661,124.42336996716354,701.9579661775286,0.6935571432113647,620.8766882534586,-21.601075844255465,711.038642079162,0.4909610152244568,518.711411590251,190.4559410042453,534.0403894229813,0.6174374222755432,516.4218714096868,-73.83502559808848,549.6810871768396,0.6820329427719116,628.9404180632166,221.2344366891972,354.0256726191494,0.9761117696762084,617.2109097455314,-154.28582198863708,361.4221111993772,0.9407865405082704,849.8831497879567,249.24703092782138,219.34865590798069,0.8956135511398315,771.9132000010768,-215.4626108657025,189.45598013371486,0.4078082740306854,553.2431160432269,128.3496257643076,138.41688098593423,0.3940264284610748,480.08499320166237,-52.97773514589827,126.31057233307185,0.44003570079803467,618.5961430049981,208.98128611260063,-161.39000741873392,0.010853976011276243,810.0594131250838,-52.18092207411158,79.00483898275002,0.1410885751247406,287.2885639814405,286.9296349560141,-779.2215445940967,0.0026777684688568115,575.0019643730516,-83.40431338189913,-445.5094860870135,0.017208844423294067,1502.3332920545981,2097.9666682243546,5.326656541693889,271.0500327114505,1493.6067289741916,2095.8066658878224,8.023329439113034,90.57,1761.006665887823,812.3432663527443,8.540004673064361,180.37,858.1200560767724,2094.51,7.160004673064358,90.06,843.2800560767723,2094.53,7.1733364487095725,90.06,1756.1133341121772,1765.0399462597595,6.716686916612222,179.0,1755.8433341121772,1780.3532803719372,6.750009346128718,179.0,1755.5733341121772,1795.7266121475825,7.096651868629531,179.0,525.9833901889497,2094.55,7.323327102580854,89.67,431.50672430112706,2094.01,7.330004673064359,89.67,393.8167219645949,2093.79,7.096665887822606,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
38004,38004,1205.5666810514394,1568737512.540517,1205.5666810514394,-90.46141129061294,611.995816472019,56.58886650072919,654.4180575611143,0.9986229538917542,625.3410368850697,85.23945843180982,706.1134152685197,0.9937362074851992,631.9413175604811,22.14397963239357,701.633652771357,0.9959754347801208,577.8632662338497,122.9358862755616,709.3076622607305,0.7202528119087219,621.2691827557322,-18.444514871336207,712.2616697535519,0.4847323298454285,522.9063726131203,194.7123902898777,536.0637366332473,0.6623628735542297,520.4162381672659,-71.62626399354146,555.355908206393,0.6967632174491882,640.4043134214353,220.13320843813702,360.8320526713678,0.9717023372650146,621.3987322198112,-155.38251437569818,363.33032606742137,0.9515025019645692,853.5087367126903,247.9524251334317,220.55533946174882,0.8064428567886353,774.5297702280645,-218.4215243968866,195.03633181429126,0.4760049283504486,598.1054316127146,129.76381586709974,136.80812834876286,0.2971054017543793,470.0203198526474,-57.50751161915653,112.8919272253587,0.4821731746196747,776.4138077473513,217.83770689705142,26.452652215170694,0.011421531438827516,823.0119405709962,-48.61526780317406,42.448508877970774,0.05137640237808228,272.09753872283767,285.531490383422,-789.5957515307297,0.006047427654266357,411.68767673333707,-138.21507189440985,-630.1505220991954,0.010372936725616457,1502.1565904273707,2097.973336210288,5.283314633128642,271.1900604160459,1493.8734484115162,2095.803331894856,8.006659474280246,90.57,1761.003331894856,812.0565429576202,8.560008630863704,180.37,858.3601035703646,2094.51,7.180008630863704,90.06,843.5201035703644,2094.53,7.186672420575802,90.06,1756.1166681051438,1764.8099007450674,6.8033707337427165,179.0,1755.846668105144,1780.1265688502115,6.790017261727408,179.0,1755.576668105144,1795.4932326399235,7.033306002264937,179.0,526.2267716755083,2094.55,7.2966551588483926,89.67,431.7534397806523,2094.01,7.3500086308637025,89.67,394.0534354652205,2093.79,7.093331894856049,89.67,,,,,,,,,,,,,,,,,1e,17,1568736260
