,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,scenario,participant_id,source_file
42124,42124,1320.1,1568017554.0865214,1320.1,,521.7167814632331,103.51384211073385,689.4604384359343,0.9975581169128418,515.9910642557759,137.49095437536005,720.7165960156043,0.9988731145858764,513.8194014311186,74.74338405376783,731.2672680486933,0.9965758323669434,502.1990966070773,174.29399149845355,723.7330848828633,0.7225626707077026,452.34480811235335,32.95648963905039,730.9580159703996,0.9300582408905028,384.60584615050215,232.19119640958328,567.9908263381269,0.9397825002670288,413.7377350888166,-45.27390145074784,569.937374634967,0.6328279376029968,519.1104977413684,282.2840733732678,351.68702976719413,0.9615234136581421,537.7784498130175,-150.5743747444593,321.405660471538,0.9056473970413208,675.2047919135139,339.61413780408384,158.74286039236182,0.8674724698066711,739.8981872063204,-151.22325266688028,164.45768900543015,0.760428786277771,400.03137578168486,171.80046288290092,167.6255110562637,0.09204614162445067,387.24458950341034,-10.818712444456963,129.3935322539993,0.39807260036468506,660.8106393647869,261.960305002584,83.60370737605714,0.2654532492160797,760.1810486370192,-0.24084182572961765,41.71760610854875,0.2456870973110199,441.81705729463636,186.40709022457023,-372.9582572360747,0.032294929027557366,1329.5984643900904,8.915219255870547,383.3828251304409,0.006985872983932495,1485.91,2099.17,3.8,271.23,1932.68,2092.72,8.22,90.16,1365.16,2096.99,7.21,90.22,1351.08,2097.02,6.7,89.86,1202.29,2096.66,7.07,89.86,1760.34,1276.6,9.63,179.85,876.19,2094.49,7.48,90.06,1759.75,1493.7,7.48,178.62,861.74,2094.51,7.47,90.06,1759.49,1509.12,7.45,179.28,274.42,2097.24,8.08,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42125,42125,1320.1321058386075,1568017554.1183062,1320.1321058386075,-91.7103064594311,522.1776722232619,104.0981429021698,688.5272757238592,0.9970694780349731,516.0161944140611,136.86663268971256,720.6449125042624,0.998814046382904,511.2422721809005,73.6431457323103,728.9905659514222,0.9972068071365356,501.1139610426575,173.64440252935088,725.2114906776424,0.6989514231681824,445.0655968351463,27.955413573533985,727.879171367954,0.9161327481269836,389.54150147464037,229.4927894145428,557.8674876114624,0.2165961861610413,413.5285779484963,-44.45522003272943,570.7750179009665,0.6364803314208984,515.3940280500337,277.664130343555,359.26758648770635,0.9421660900115968,539.2312377310449,-146.6267616340534,319.43958490158144,0.8898717761039734,672.2485678768885,340.8729717834197,161.7035176704173,0.8643820285797119,739.0782290686211,-152.34597142102027,164.0279770851468,0.7992028594017029,401.5361669879206,171.42990655319838,159.38703838160603,0.003698021173477173,384.111432411117,-15.676956139398124,129.80872580107598,0.5004503130912781,659.2828828657916,253.1070752707913,64.49081337255168,0.15305504202842712,723.1122414816838,-6.886758325690472,18.68297517334485,0.3622010052204132,448.3651159941074,190.81288962672198,-381.1696520248484,0.03184118866920471,926.1399414224927,-1.7998592828677342,-58.18990159547253,0.009972065687179564,1485.7847872294308,2099.173210583861,3.8032105838607504,271.2267894161393,1932.940057292721,2092.716789416139,8.187894161392494,90.16,1365.3879514541134,2096.99,7.1907364968354965,90.22,1351.2790561993666,2097.02,6.558734310126977,89.86,1202.5147408702526,2096.66,7.07321058386075,89.86,1760.3432105838606,1276.288573365507,9.649263503164503,179.85,876.4307937895562,2094.49,7.463947080696246,90.06,1759.7596317515824,1493.4752591297477,7.489631751582253,178.54936715506352,861.9807937895563,2094.51,7.47,90.06,1759.4932105838607,1508.8792062104435,7.462842335443002,179.28,274.67684670886007,2097.207894161392,8.0864211677215,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42126,42126,1320.166055688813,1568017554.1519165,1320.166055688813,-92.74122433385742,518.7609397727648,103.60609008828138,686.9512370106559,0.996814489364624,512.3263623565415,137.48573922518705,719.6607374255542,0.9987584352493286,507.22234021405365,72.30441183335577,728.1716330612851,0.9966651797294616,501.2480096778772,171.39965399486874,724.7304880308501,0.6857275366783142,451.98703708189987,26.31634635908675,730.4924993872914,0.905176043510437,394.96018758395934,227.59728663567324,553.9528935451226,0.2356184422969818,414.11625929640763,-44.82160595720397,569.6277732372996,0.6304357647895813,511.69658027635705,277.8675246992951,356.3454871919624,0.9528263807296752,543.9712115029845,-146.90252181454494,320.0212731274445,0.8908619880676271,668.243758091186,339.57935742550376,159.21177564558653,0.9053320288658142,750.3660554404486,-148.0668252077678,173.86009650458882,0.7839477062225342,406.84747854108116,174.31747379637272,146.15100542463506,0.011133819818496704,380.94930237577796,-22.558516790477128,121.76393270804428,0.6292747855186462,678.7341694856552,249.73009440004418,61.94117770589797,0.08486101031303406,676.1629038215642,-12.214096121967945,-13.435727513160488,0.3134588599205017,504.71187232256307,205.43244384400555,-422.1157288258286,0.014878481626510618,1545.987947119729,43.86417403990664,620.4734595979924,0.010443150997161863,1485.6523828136294,2099.1766055688813,3.806605568881301,271.2233944311187,1933.2150510793854,2092.7133944311186,8.153944311186995,90.16,1365.6289953905725,2096.99,7.1703665867121975,90.22,1351.4895452706405,2097.02,6.409354969222783,89.86,1202.752389821691,2096.66,7.076605568881299,89.86,1760.3466055688812,1275.9592598185138,9.6696334132878,179.85,876.6854176660976,2094.49,7.446972155593497,90.06,1759.769816706644,1493.237610178309,7.499816706643901,178.4746774846114,862.2354176660975,2094.51,7.47,90.06,1759.4966055688813,1508.6245823339025,7.476422275525201,179.28,274.94844551050403,2097.173944311187,8.0932111377626,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42127,42127,1320.2,1568017554.1855216,1320.2,-89.34710084089096,521.7681446174531,103.51385389863505,688.8286489268164,0.9974521994590759,508.14499173210174,135.54337565263023,719.0882381939446,0.9989176392555236,510.8851084777351,71.22820598327111,728.6328171149753,0.9967581033706664,501.0340435105645,168.42951597781726,725.0532144484987,0.7179460525512695,444.4823006488908,19.305798456448613,728.5900845917964,0.9329419136047364,394.47792690257006,226.9781049478876,550.2871282689208,0.2522463500499725,410.77005797146967,-45.580734200983656,567.3845020912447,0.6427837014198303,519.9906313021709,279.6555761452317,349.0569676856048,0.9637823104858398,545.311770652687,-145.4054794582743,318.36021670928295,0.8570482730865479,677.3352624165893,339.2550625978002,157.6099247319751,0.854150652885437,746.8327691895711,-146.8597692112311,168.743587819944,0.7266069650650024,372.65158190190147,170.55195122379115,157.82591840651295,0.6001675724983215,386.0732040958968,-25.13982751881646,120.76300887886728,0.616077184677124,711.0062355762949,249.37569959457028,70.07753208038159,0.026317596435546875,750.1269442172653,-13.411540661381045,40.016349093890994,0.1209416389465332,480.7483871167283,248.53072837026642,-502.2213120467704,0.01098024845123291,,,,0.013595759868621826,1485.52,2099.18,3.81,271.22,1933.49,2092.71,8.12,90.16,1365.87,2096.99,7.15,90.22,1351.7,2097.02,6.26,89.86,1202.99,2096.66,7.08,89.86,1760.35,1275.63,9.69,179.85,876.94,2094.49,7.43,90.06,1759.78,1493.0,7.51,178.4,862.49,2094.51,7.47,90.06,1759.5,1508.37,7.49,179.28,275.22,2097.14,8.1,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42128,42128,1320.2330959899184,1568017554.218457,1320.2330959899184,-89.40309516820344,525.5874408527502,102.76346994133984,690.0286918802742,0.9971030950546264,514.7341894408194,133.43625509462416,722.109764970988,0.9989275336265564,507.3933671476237,70.05425193326789,727.6846858540155,0.9966212511062622,505.24798236772455,166.027834774381,727.5158274204477,0.6919187307357788,451.6276987996754,17.24441321794848,731.097296804428,0.9277855157852172,388.987376916174,231.656195845994,569.8654620011198,0.9304674863815308,410.38958413591723,-45.389434597653505,566.3530891182668,0.611735999584198,516.658183991587,282.52297590060454,346.12357399854034,0.9675065279006958,545.3740458352554,-145.9951749083493,334.02827063104604,0.36267054080963135,685.5385986364889,338.725361541615,163.14073135200752,0.8762839436531067,737.5352719039473,-147.31693016633622,160.91510139882857,0.7364116311073303,400.26903794897225,169.230013625196,144.1832833955353,0.5599683523178101,401.2343349789154,-22.52908690898305,124.06604046223015,0.5175313353538513,763.127745524894,244.31431009332766,77.33560094475322,0.13145455718040466,804.798056041477,-15.188697517897609,69.35891567102658,0.12824872136116028,501.33495349282936,234.08202350842828,-493.7831656653167,0.008266270160675049,783.0347153726193,-18.317505855131927,-225.70341954512455,0.011160582304000854,1485.3942352383099,2099.183309598992,3.8066904010081606,271.19683280705715,1933.7613871173305,2092.71,8.143167192942876,90.16,1366.1082911274125,2096.99,7.159928796975518,90.22,1351.9151239344694,2097.02,6.346049573787828,89.86,1203.2282911274126,2096.663309598992,7.1130959899183965,89.86,1760.35,1275.3122784967834,9.660213609073443,179.85,877.1849103253961,2094.49,7.436619197983679,90.06,1759.78,1492.7550896746038,7.483523208065282,178.41985759395104,862.738219924388,2094.51,7.479928796975519,90.06,1759.5033095989918,1508.121780075612,7.48669040100816,179.28,275.4847679193472,2097.106904010081,8.10661919798368,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42129,42129,1320.2665355368258,1568017554.2517345,1320.2665355368258,-91.9504778504431,525.9356713902955,101.65275839567266,689.8315243754765,0.9971989393234252,515.3449991534482,130.91288291736777,721.7771233152856,0.998990535736084,511.88397995846464,68.16718049790582,726.4690182506604,0.9966018199920654,497.527667089716,164.46323539261434,724.6388914124408,0.7154213786125183,432.83383122588975,13.541622922561475,723.3222290763968,0.9239734411239624,383.9174460952518,231.96395569203239,570.5725087888846,0.9344040155410768,410.1653557407631,-45.71415327637281,566.4187148135666,0.5848802924156189,520.9370186455128,280.98593255163286,347.1598069301646,0.969430685043335,546.0801215392934,-146.51289639014678,318.69078672416384,0.8610527515411377,692.2899309930893,338.64049072815686,169.90164248741698,0.8605601191520691,751.714252828369,-143.76260430359704,168.33754407643045,0.67704838514328,402.42539904513865,169.25666884477263,139.46064204834124,0.5750159621238708,399.0313574927864,-23.278466781143397,125.41130559543808,0.4697287678718567,771.6358160394102,239.87575326606327,71.58770458129865,0.1882970929145813,665.5502217653975,-24.27764583023945,-13.53703254981076,0.29515165090560913,506.88716646707815,227.58933724220418,-496.2476517825698,0.01805993914604187,796.8878653217563,-19.261773164166648,-210.4569398761488,0.016046136617660522,1485.267164960062,2099.1866535536824,3.803346446317417,271.1734251242219,1934.035591401972,2092.71,8.16657487577808,90.16,1366.3490558651458,2096.99,7.1699606610477495,90.22,1352.1324809893679,2097.02,6.432992395747154,89.86,1203.469055865146,2096.6666535536824,7.146535536825827,89.86,1760.35,1274.9912588464724,9.630118016856754,179.85,877.4323629725111,2094.49,7.443307107365165,90.06,1759.78,1492.507637027489,7.456771570539337,178.4399213220955,862.9890165261937,2094.51,7.489960661047747,90.06,1759.5066535536826,1507.8709834738065,7.483346446317418,179.28,275.75228429460657,2097.0734644631743,8.113307107365165,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42130,42130,1320.3,1568017554.2850368,1320.3,-87.5960381017346,518.3246584564672,93.93076317530662,688.0918325354677,0.9986619353294371,514.3065912508332,128.5105158211832,723.9062151219716,0.9987757205963136,507.3898623910246,65.38897941646093,727.5476627203433,0.9954994916915894,496.2779987690504,161.4235690464813,723.7834225418817,0.764179527759552,455.67576036127883,18.10963796754337,726.8709579069556,0.8550816774368286,393.43253857777626,232.0495864785616,573.2312973384055,0.9429680705070496,407.1963105663832,-60.05062546653221,571.9932762042044,0.8992009162902832,522.8000252287699,279.43522555944656,343.9774225002559,0.9607604146003724,554.3426502847593,-144.6378752826505,320.1117627682129,0.8293462991714478,677.0648912557333,342.2132859640974,156.85621665370996,0.8770493268966675,750.8858212234845,-142.02551792895517,164.88177352771038,0.6967197060585022,396.1005595210901,168.29068042778576,129.33412039319143,0.585509717464447,416.8383770130754,-22.593431919898748,138.47439812723542,0.4304604530334473,775.9764819500589,236.75691445667096,67.10562040610037,0.18110573291778564,631.0043793523968,-29.582544076043728,-19.208540360061214,0.2972719669342041,502.21006537187577,227.74648994788657,-505.6703949243346,0.019834309816360474,1483.0785952329175,28.494833357107638,564.181555278852,0.013621151447296144,1485.14,2099.19,3.8,271.15,1934.31,2092.71,8.19,90.16,1366.59,2096.99,7.18,90.22,1352.35,2097.02,6.52,89.86,1203.71,2096.67,7.18,89.86,1760.35,1274.67,9.6,179.85,877.68,2094.49,7.45,90.06,1759.78,1492.26,7.43,178.46,863.24,2094.51,7.5,90.06,1759.51,1507.62,7.48,179.28,276.02,2097.04,8.12,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42131,42131,1320.3326920116258,1568017554.3184512,1320.3326920116258,-92.06967173154293,524.2021234677131,89.52324596691759,692.0218785064324,0.9990952014923096,517.3714275763974,125.74625112522881,726.1157285433278,0.9985358119010924,506.6218778256473,62.99445402643744,728.5561871667952,0.995058000087738,499.1692143815385,159.18331928024676,726.6313410228737,0.6956577301025391,447.2638563020073,15.270642286756734,724.1632757775153,0.8163797855377197,395.97404861433137,229.978190176976,575.0017642349709,0.9351661205291748,406.87788508772894,-65.8501168879384,572.4565660129558,0.89430832862854,518.8055022299193,282.79322145418587,341.7746404359593,0.962409734725952,536.0411914839614,-142.48953413536609,331.22299154795036,0.1986230313777924,674.5959734412469,342.9851185062768,157.07852534918032,0.8911609649658203,747.3691149508021,-140.89415389770363,166.39899729434126,0.7465899586677551,398.2271347152284,167.10852534875224,130.22107665364746,0.5447450876235962,405.9433969321849,-27.52011980684576,134.9747357390853,0.1534438133239746,783.7047481077295,234.7932346073441,72.77619276384618,0.3069701194763184,685.5028750695898,-25.82868755440153,15.97605195311752,0.10319089889526367,493.25264840827873,227.0888691672344,-515.8933312035308,0.01765531301498413,818.0426422240257,-23.71828607916213,-131.32185015142824,0.01447850465774536,1485.0190395569846,2099.19,3.796730798837421,271.1238463906993,1934.574805294169,2092.71,8.167115591861942,90.16,1366.8253824837054,2096.99,7.170192396512261,90.22,1352.5723056790553,2097.02,6.60499923022707,89.86,1203.9453824837058,2096.67,7.170192396512261,89.86,1760.35,1274.3561566883925,9.60326920116258,179.85,877.9251900871934,2094.49,7.472884408138058,90.06,1759.78,1492.0148099128064,7.4528844081380585,178.4861536093006,863.4819208860309,2094.51,7.483653994187103,90.06,1759.5132692011623,1507.378079113969,7.453846390699363,179.28,276.2848052941689,2097.007307988374,8.110192396512259,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42132,42132,1320.3652890846238,1568017554.3517685,1320.3652890846238,-85.84658677122795,526.8100922165571,85.96679415009602,696.1266141982944,0.9991573095321656,512.6997117005278,121.14293237256041,727.5200376504974,0.9976388216018676,503.45686912462594,59.40429513969498,730.648382787147,0.9916718006134032,498.7176062945877,156.37673684184253,729.1321826020627,0.7488328218460083,431.3561933770124,11.772715362508233,719.2587288137552,0.7169955372810364,388.55166751120834,230.59569479951213,573.1904504563518,0.927040696144104,409.3508364434271,-68.64614613553508,572.3858290550053,0.8837593793869019,516.8312755487947,281.93027384349256,345.0306166503775,0.9651689529418944,537.5132816129183,-145.58378569371553,332.1675251944932,0.217047780752182,675.0421516942362,344.26582398440337,155.69477662480455,0.872890830039978,751.1716250607737,-138.05840011285142,167.43396967748438,0.7727226018905641,394.3114303144136,169.0495517823501,129.23236367615573,0.542356014251709,424.5245092833018,-21.566928175505552,136.93012483249194,0.015035331249237059,676.9631580054019,219.0818597370063,-47.255036153276755,0.4818739295005798,723.049982308028,-31.032442246657176,41.51600004451336,0.08584222197532654,479.8231419801344,232.59347395200737,-529.6323644092755,0.010316431522369385,503.679246044968,-47.067330598772116,-449.5223300887062,0.009408235549926758,1484.8984303868924,2099.19,3.793471091537626,271.097768732301,1934.838841585452,2092.71,8.144297640763384,90.16,1367.060081409291,2096.99,7.1604132746128775,90.22,1352.7939657754414,2097.02,6.689751620021721,89.86,1204.180081409291,2096.67,7.1604132746128775,89.86,1760.35,1274.0432247876124,9.606528908462373,179.85,878.1696681346781,2094.49,7.495702359236617,90.06,1759.78,1491.7703318653219,7.475702359236617,178.51223126769898,863.7231392262158,2094.51,7.46735545768813,90.06,1759.5165289084625,1507.1368607737845,7.4277687323010095,179.28,276.5488415854523,2096.9747109153764,8.100413274612878,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
42133,42133,1320.4,1568017554.3872464,1320.4,-90.68998689057432,519.857188641834,85.36916545432621,693.7961191320321,0.9990683794021606,515.7120653189231,118.42174493825488,729.3373643815976,0.9972043633461,504.8439766009696,57.36967901588686,731.7400889392006,0.9894545078277588,503.76146731656564,153.8274621700445,733.8290669769493,0.6840702295303345,445.32517528501273,8.687908227066686,722.0371758461171,0.6754635572433472,392.5626407532934,227.93627925253602,575.8183534676226,0.9240099191665648,411.4888808331439,-66.9980949763058,573.6981844085723,0.8852772712707521,517.0468348180698,282.76387751544036,344.5533998539546,0.9571905136108398,552.6082909642596,-147.56298949165512,323.15941887637,0.8395025134086609,681.3642625432377,342.9039670075267,161.0380815765089,0.8893049955368042,749.2220942713008,-140.8011309295786,172.58088819276202,0.5819985866546631,385.03203841872994,167.48297247649438,122.9768550530142,0.585690975189209,427.72642485141586,-21.34380522090453,149.76504769112222,0.10635116696357727,701.1769096151147,208.0408496378716,-10.501537175258818,0.5121364593505859,680.7408740003954,-33.94690945076064,42.51958383389695,0.43509918451309204,463.29730967383887,229.21753915670035,-544.577034114615,0.010680675506591795,460.98936078780656,-48.41988443704543,-406.9168400743029,0.010035961866378784,1484.77,2099.19,3.79,271.07,1935.12,2092.71,8.12,90.16,1367.31,2096.99,7.15,90.22,1353.03,2097.02,6.78,89.86,1204.43,2096.67,7.15,89.86,1760.35,1273.71,9.61,179.85,878.43,2094.49,7.52,90.06,1759.78,1491.51,7.5,178.54,863.98,2094.51,7.45,90.06,1759.52,1506.88,7.4,179.28,276.83,2096.94,8.09,96.98,,,,,,,,,,,,,,,,,,,,,1e,1,1568016169
