,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,scenario,participant_id,source_file
42363,42363,1319.6665956272536,1568708972.8438408,1319.6665956272536,-79.91177657506648,620.902287240054,62.388003619478084,695.5526664056731,0.9986629486083984,599.0113133608069,92.23978190300095,722.5018783242807,0.9988406896591188,615.1426753007681,31.912491736165105,723.8962129376193,0.9928557276725768,575.0208925602717,129.8798187458354,730.4374752922452,0.8883787393569946,582.4677909200748,-16.19285017715875,714.4251408651393,0.9045829176902772,505.69038610913736,192.2510053813037,560.769146453021,0.9181087017059326,468.7633453238234,-78.98614018578262,551.5641209595741,0.9715128540992736,601.9935786534892,246.4901357062895,385.7666710886831,0.9727994799613952,557.1003027309697,-146.52138775083694,364.96107317977686,0.964637279510498,762.4509144022531,286.6598755929854,237.71487795676074,0.8015204668045044,721.156278025799,-171.8151333333392,205.6952039627617,0.8931926488876343,462.4526051410664,163.7725640176444,154.47742777445083,0.5356280803680421,491.19157342267306,-55.67936761057796,136.39367964214549,0.0521601140499115,392.84531414563565,195.49672433526518,-397.25115736016295,0.4440247118473053,773.5971600751385,-69.3867508809694,-9.355313994673107,0.20335623621940613,259.93723804712465,225.74607860301208,-792.9850345048918,0.02366688847541809,638.0136658379307,-77.38015283555801,-379.7585011990357,0.04335522651672363,1465.0969579282612,2098.966659562725,4.06,270.7267234981973,1948.5826584589074,2092.67,9.396531691781462,90.16,877.3895098280484,2094.49,6.979978688176019,90.06,1759.8166595627256,1479.6305541074234,7.739978688176019,179.85,1759.6833191254507,1495.3005114837756,7.6932978136267005,179.10014918276786,1759.4666595627255,1511.103873232874,7.6533617490986385,179.28,542.4727010825552,2094.6466595627253,8.94334043727466,89.67,325.7461907025978,2093.9833617490985,6.7,93.56,,,,,,,,,1e,14,1568707580
42364,42364,1319.7,1568708972.8771749,1319.7,,617.1972331665611,66.26240564349521,695.1262507560155,0.9989408254623412,606.7493096316352,94.46548332097065,724.7628370472113,0.9990071058273317,612.54320719677,37.08127670892687,722.9403159122729,0.9954081773757936,571.8220862333741,131.23234315152905,730.6040860001654,0.8715401291847229,573.8780371956859,-14.925973294793847,710.2903207460828,0.8953158855438232,500.5450400800663,190.37152914687448,562.8384849169406,0.962380349636078,472.1784099132148,-76.20211616635788,554.8144212799343,0.875724196434021,605.5516786560587,249.60962619763265,389.14256072070185,0.9775845408439636,562.6079110018293,-141.69623614663166,365.72168244756836,0.9574131965637208,759.7367395867592,285.2567297802758,236.32693765007804,0.8062588572502136,723.5985900916687,-173.00463438823448,205.78062731281932,0.8964269161224365,471.762026931876,161.36385404555583,159.96022544931213,0.2899295687675476,485.88609548918777,-54.73693538411165,127.18651114932184,0.05012035369873047,723.1773807619536,162.42040965954686,-25.365470779482106,0.5863533020019531,842.587771169844,-56.32687206647501,75.54890914351,0.4074774980545044,331.62850552138315,203.0933406791996,-716.9738612095514,0.014467120170593262,629.9290955920965,-77.1832189383569,-394.8658212300464,0.028540074825286862,1464.96,2098.97,4.06,270.7,1948.9,2092.67,9.46,90.16,877.62,2094.49,6.99,90.06,1759.82,1479.37,7.75,179.85,1759.69,1495.06,7.71,179.03,1759.47,1510.85,7.64,179.28,542.77,2094.65,8.94,89.67,325.97,2093.97,6.7,93.56,,,,,,,,,1e,14,1568707580
42365,42365,1319.7323674718598,1568708972.9105082,1319.7323674718598,-84.84085064795656,620.6720397126232,68.24018426418851,696.0970749684512,0.9989152550697328,607.0356124701668,95.91240035675123,725.2907286578356,0.9989808797836304,615.6241256348401,39.40167979378725,724.8237629089289,0.9961695075035096,574.2811546640613,132.75959159436175,732.8283281951718,0.8245440721511841,582.0899770084361,-12.494682584168535,713.9488668088459,0.9124134182929992,501.98891722759066,192.07536686524008,559.1932180631932,0.9678699374198914,478.7494212873748,-74.4396230714604,554.4905081508991,0.8548283576965332,610.4556839378511,248.28779827085648,390.440762992156,0.9837433099746704,567.5121466009169,-147.31388178161856,369.2690844662183,0.9716770052909852,755.6389752083528,285.63791952140383,233.9904078833256,0.795354962348938,723.3218467188707,-174.7905283849821,206.8716168810637,0.9192380905151368,462.56024776935965,160.47258757730336,178.47328850568127,0.745102047920227,490.33299046512235,-52.43764322270192,125.93792237858877,0.06526386737823486,785.6781284040727,153.33945814837645,56.68982030359553,0.6998721361160278,870.1737029216267,-46.95392058698884,108.86885492887066,0.5822430253028871,287.77438742595007,194.24412691383247,-766.6378393919127,0.013740301132202148,628.805067955512,-71.79929237222024,-398.06662812695396,0.07658952474594116,1464.83053011256,2098.97,4.053526505628,270.67410602251203,1949.2139644770418,2092.67,9.52473494372,90.16,877.84657230302,2094.49,6.983526505628,90.06,1759.82,1479.1207704666779,7.73381626407,179.85,1759.699710241558,1494.830190949794,7.69381626407,178.96202830909402,1759.4732367471859,1510.5975337194918,7.678840966231999,179.28,543.0613072467401,2094.65,8.946473494372,89.67,326.183625314276,2093.957053011256,6.7,93.56,,,,,,,,,1e,14,1568707580
42366,42366,1319.7647587892932,1568708972.943866,1319.7647587892932,-85.05267460178547,617.743320879588,69.17072693861432,694.0170357826078,0.9990150928497314,607.4234728346388,96.00241885893242,724.549654621671,0.9990247488021852,612.6125130776006,40.0788161071509,722.9380529046016,0.9964168071746826,578.5175583466242,133.01582325510594,732.9966961951704,0.8243786096572876,583.2729685600917,-11.538251917258005,713.4673393830092,0.9161568880081176,491.3200704443527,192.74897950624245,557.8344044278732,0.9660357832908628,478.1772604770135,-73.53589578308383,557.2890729170254,0.8788439631462097,606.0941094101718,248.8955334920353,389.5212293567777,0.9824461936950684,572.054919936463,-141.16006080631848,371.41846330028136,0.938677966594696,749.389502806365,286.7782513713479,228.17601843951644,0.7346846461296082,715.8341626787449,-177.19922081023861,203.5188280008813,0.931052565574646,465.54296531489604,161.59299261671768,172.1824419160086,0.16473299264907834,486.21911697926765,-51.74944110902639,111.8342493212847,0.1499888300895691,818.7760395679468,159.58431587421472,71.379190504105,0.6969236731529236,867.7065363797426,-38.84008812012371,111.56753386951401,0.5100617408752441,249.8633905627405,219.1645279884024,-806.3767069818048,0.007411479949951172,615.3558250270781,-67.75810278972233,-409.9731357769425,0.052581459283828735,1464.7009648428273,2098.97,4.0470482421413605,270.64819296856547,1949.528160256144,2092.67,9.589517578586392,90.16,878.0733115250523,2094.49,6.977048242141361,90.06,1759.82,1478.8713573224422,7.717620605353402,179.85,1759.709427636788,1494.6002125960183,7.677620605353402,178.89400654248428,1759.4764758789293,1510.3448814435128,7.7177105471518335,179.28,543.3528291036389,2094.65,8.95295175785864,89.67,326.39740800933515,2093.9440964842825,6.7,93.56,,,,,,,,,1e,14,1568707580
42367,42367,1319.8,1568708972.9801588,1319.8,-108.49002415166599,621.0443268650073,68.72749181221941,695.3253903062805,0.9989111423492432,607.3124858398678,95.91830135132591,724.7842985221063,0.9990876317024232,612.5715195915427,39.891285548435604,722.5191927176683,0.9966877698898317,578.5101185823426,134.71978062779826,734.2126955134627,0.8428726792335509,579.1332360447875,-11.431324792659385,713.9124661318973,0.9130860567092896,496.1918678407942,194.7324796727457,556.6675981123049,0.9656383395195008,472.91601149692167,-68.37584225777319,556.5599260584438,0.7977806329727173,603.2687487369858,249.29431076215698,383.9633203833519,0.9807581901550292,560.8652087293792,-146.74122681032674,372.12091355135146,0.9657291173934937,754.2939402974379,286.92433929792173,232.06882054091582,0.7191345095634459,732.0846241897708,-178.66452607188927,207.01065310070962,0.869441568851471,476.1615152275165,163.17460263317437,176.6847972307492,0.1668144166469574,485.98518503553976,-48.08001595566996,103.20843608516138,0.1622355580329895,784.6258419521042,148.9781180232205,67.90614998787808,0.6658337116241455,875.7433600364725,-45.41224361335447,112.56030364438853,0.5529571771621704,331.95704349872864,194.1347517394697,-675.9387477216055,0.011419475078582764,590.1708961601732,-63.05578084008769,-434.1167163509367,0.09129852056503296,1464.56,2098.97,4.04,270.62,1949.87,2092.67,9.66,90.16,878.32,2094.49,6.97,90.06,1759.82,1478.6,7.7,179.85,1759.72,1494.35,7.66,178.82,1759.48,1510.07,7.76,179.28,543.67,2094.65,8.96,89.67,326.63,2093.93,6.7,93.56,,,,,,,,,1e,14,1568707580
42368,42368,1319.8316161690445,1568708973.0109088,1319.8316161690445,-108.49002415166599,621.0860726888906,69.36595251828948,695.7405745914075,0.9988763928413392,607.6948863208282,96.34217499679116,723.9911387692152,0.9990459680557252,612.5835978260433,40.705244219779814,722.4716413540331,0.9964213371276855,579.2609356478125,135.12399561943084,732.7964084331929,0.8522561192512512,580.4783770789962,-10.744174852078302,714.524593743547,0.9125487804412842,491.5686000759514,195.73839112090943,556.250733936512,0.9702268838882446,477.53936472744215,-74.08682177812685,557.3554634229087,0.84617680311203,602.4223273449164,248.78415772816157,384.9501323053779,0.9762524366378784,564.4403615880066,-143.58855686614442,375.8857799869817,0.9651644229888916,761.918839395423,285.15630697102324,236.4384009614592,0.7851989269256592,742.3985621787642,-178.7747058854647,210.13761673535026,0.8611875772476196,465.4900248385484,164.41820805734932,188.8706658281407,0.6195963025093079,473.81335284280976,-46.92988010442768,88.57150175477526,0.16375160217285156,720.2725682032617,147.86339633031997,39.7045764122966,0.7843196988105774,875.1170906857774,-45.56441632002471,122.94835569447041,0.6457727551460266,314.59345588411776,184.94256619609013,-671.1155299448095,0.011608868837356569,542.2299130976166,-65.82963555608546,-478.4513676937845,0.17352113127708435,1464.4303737069174,2098.97,4.043161616904453,270.57889898024206,1950.1735152228275,2092.67,9.66,90.16,878.5413131833118,2094.49,6.97,90.06,1759.82,1478.356555498357,7.690515149286639,179.85,1759.729484850713,1494.1223635828794,7.688454552140086,178.74728281119755,1759.4831616169047,1509.8297171152615,7.715737363337644,179.28,543.9545455214009,2094.6531616169045,8.985292935235632,89.67,326.84498994950286,2093.917353532382,6.718969701426723,93.56,,,,,,,,,1e,14,1568707580
42369,42369,1319.8658415453253,1568708973.0441964,1319.8658415453253,-87.0443602174023,621.8917128170052,71.48720586716638,694.1116166620578,0.9988141059875488,606.874376807612,96.84835819303845,725.7082806827568,0.9900223016738892,611.5298743556536,39.88134465821703,720.3169351047369,0.99626886844635,579.0983980002334,134.23348057197595,733.14324345934,0.7859988212585449,580.0700873589043,-10.219166961945005,711.5495718201746,0.8941681385040283,495.0378078467753,192.84735362815042,558.9991089749226,0.971174955368042,472.54917206243033,-74.84478414394952,556.5756321484348,0.8994481563568115,608.3053009409424,248.8462573816001,382.6388375379447,0.81371009349823,570.0968230991963,-142.73038127645378,375.6804341735241,0.9745262265205384,752.6645054049817,285.8802972196584,232.7900651590469,0.8074434399604797,739.1609581064914,-181.3065436615511,209.41742388630848,0.8804306983947754,489.8369143531458,163.03044946453124,188.9754954198936,0.18569111824035645,470.53299039372223,-46.15581096992084,89.68856513934374,0.0991109013557434,706.8521006207401,148.50809822945473,38.347112238053796,0.8336561322212219,871.1854773871535,-45.67124718079508,123.7134022723176,0.6547888517379761,318.7697817843462,179.5753342239641,-656.3343045497622,0.011778056621551514,504.3655180241542,-67.14463372795093,-508.5075608316756,0.19053980708122253,1464.2900496641666,2098.97,4.046584154532528,270.5344059910771,1950.5020788351226,2092.67,9.66,90.16,878.780890817277,2094.49,6.97,90.06,1759.82,1478.0930201009949,7.680247536402413,179.85,1759.7397524635974,1493.8759408736582,7.719257390792763,178.66856444575183,1759.4865841545325,1509.5696042555276,7.667821836544587,179.28,544.2625739079276,2094.6565841545325,9.012673236260236,89.67,327.077722508212,2093.9036633818696,6.739504927195176,93.56,,,,,,,,,1e,14,1568707580
42370,42370,1319.9,1568708973.0774193,1319.9,-87.0443602174023,614.4668961338039,71.74150424535664,690.0429427164306,0.9988533258438108,606.8615225888975,97.2878405606506,725.7396530130583,0.9894119501113892,609.5804808780349,40.43142908638114,719.7796902742855,0.9963796138763428,576.4528572812727,134.45959511026928,730.7650296199091,0.784734845161438,572.6044138392141,-10.122142299481661,708.0892687400728,0.8886568546295166,495.73883343009163,191.04623275692313,558.2326730431246,0.9665079116821288,476.9249414031473,-73.9351864156555,558.8205603990011,0.8984878063201904,609.1824623702469,249.84171039748423,382.15891067798964,0.8136012554168701,566.2093576418987,-143.5472296960493,373.8546883416423,0.971031665802002,755.6237948884989,285.40493576394533,231.46959362067486,0.8157490491867065,760.1056379428903,-177.04876903840665,221.9726705167969,0.8497287034988403,484.9044653576712,160.67356276360582,191.9697309041403,0.5292984247207642,472.72413800380514,-45.43431091825047,90.98011522003596,0.15557560324668884,685.1252603492062,147.5991028146871,18.087378196212033,0.8412505388259888,867.6080776354704,-45.780726182469216,115.27408263650105,0.6038998365402222,435.8632461049,174.1639816515229,-479.0849752198756,0.19685128331184387,459.1614062459362,-71.69527997241688,-559.2441003061645,0.1882983446121216,1464.15,2098.97,4.05,270.49,1950.83,2092.67,9.66,90.16,879.02,2094.49,6.97,90.06,1759.82,1477.83,7.67,179.85,1759.75,1493.63,7.75,178.59,1759.49,1509.31,7.62,179.28,544.57,2094.66,9.04,89.67,327.31,2093.89,6.76,93.56,,,,,,,,,1e,14,1568707580
42371,42371,1319.9332251337598,1568708973.1106575,1319.9332251337598,-83.96662227173003,617.4534173444641,69.73053215536935,693.4779079931212,0.9989608526229858,603.695498018656,96.35953082603831,723.6397979204761,0.9989965558052064,608.9984913763491,40.1598603420944,720.7078510911847,0.9963489770889282,578.5917613243223,134.3465285765479,733.2451406347731,0.8465789556503296,571.2332738658398,-11.421369124319815,708.9179943194945,0.9206502437591552,495.6420912488922,192.26298184053607,558.4996533453066,0.9647988080978394,481.4964255025958,-73.91594473071737,560.759205553769,0.8845496773719788,606.2244081425893,246.41715180789726,388.489658632423,0.9831866025924684,561.4546836107484,-145.27296267494052,370.1727816925679,0.9684762954711914,759.2290250614645,284.21060411190496,234.70415046878003,0.8355236053466797,745.5546563313754,-180.09926294247433,212.17214864552952,0.8527989983558655,483.94303292142405,158.26856610886273,192.15446602393814,0.5197225213050842,484.7920279128368,-42.69514035345157,102.55423032004404,0.0840139091014862,677.0540163722525,147.56962506088894,9.516718910462828,0.8476079702377319,868.3329434836778,-44.46951189426094,110.34067310873958,0.5820699334144592,422.4830150693316,175.19252951839408,-516.1793636851239,0.00852474570274353,447.3516769906491,-75.48387268825145,-575.4143863647813,0.06286939978599547,1464.01709946496,2098.97,4.053322513376,270.430194759232,1951.148961284096,2092.666677486624,9.640064919744,90.16,879.249253422944,2094.49,6.956709946496001,90.06,1759.82,1477.5741664700479,7.679967540128,179.85,1759.759967540128,1493.3941015503042,7.736709946496,178.52354973248,1759.493322513376,1509.050843956672,7.666515187264,179.28,544.86902620384,2094.66,9.010097379615999,89.67,327.532608396192,2093.876709946496,6.7566774866240005,93.56,,,,,,,,,1e,14,1568707580
42372,42372,1319.9668537518319,1568708973.1442993,1319.9668537518319,-83.96662227173003,617.5407493717612,68.37047752460815,693.8668059718796,0.9989136457443236,603.7716062370042,94.7274504812095,722.9390571244452,0.998989462852478,609.1464263188573,38.554692811045655,720.3650601233702,0.9959295988082886,583.2903098979073,132.0374404739258,734.4426665398448,0.8500404357910156,570.8285501597134,-11.600542872842073,709.574989289046,0.9235377311706544,490.86438029434726,194.54965567842004,557.7387571888314,0.974594235420227,470.8371252394802,-75.4378098732779,556.3182010163007,0.8816287517547607,598.8035464284446,251.11817858927762,383.66234964303663,0.851138710975647,570.1363631451827,-143.96590243372384,374.68050969786043,0.9675931930541992,780.810083792589,287.5986973588711,240.0833887322047,0.9494341611862184,733.2549411925162,-183.0401116558408,207.01463170755142,0.8918119668960571,491.0589171701807,159.26843153562822,189.4287358686205,0.1475178599357605,478.14613967199983,-43.65096510737497,102.20842115010186,0.08403646945953369,712.4585644312483,147.81938376376888,43.196325467849036,0.8639061450958252,870.7002239862396,-42.16688536222296,111.76351728919028,0.5717957019805908,504.3764303268029,173.5919911245506,-482.0581882208496,0.005723774433135986,428.0048404283635,-81.91141197376187,-596.9854684859042,0.026703029870986945,1463.8825849926718,2098.97,4.056685375183207,270.36966324670226,1951.4717960175878,2092.663314624817,9.619887748900755,90.16,879.4812908876413,2094.49,6.943258499267171,90.06,1759.82,1477.315226110893,7.6900561255496225,179.85,1759.7700561255497,1493.1553383619926,7.72325849926717,178.45629249633583,1759.496685375183,1508.7885407357098,7.713595252564904,179.28,545.1716837664887,2094.66,8.97983162335113,89.67,327.75792013727494,2093.863258499267,6.7533146248167935,93.56,,,,,,,,,1e,14,1568707580
