,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,scenario,participant_id,source_file
35653,35653,1128.0,1568374197.7460976,1128.0,-101.81403125819831,,617.9301140103839,46.7101691563126,666.8028143011343,0.9989292621612548,611.0266520962596,71.03721029672046,709.9995917611927,0.9922925233840942,617.7639153939748,12.552286971285884,714.4888929837691,0.9695472121238708,573.1968623331411,115.15612247642186,725.3662334265198,0.9177912473678588,521.388612275176,-34.627614812871386,690.0513087614992,0.6071115136146545,479.6140001798018,180.96716828853772,574.5874055314995,0.7209036350250244,485.383638596772,-78.54265937301,563.7109145487692,0.9652830958366394,570.4045342490057,256.88387473591723,365.1085448054773,0.3448279500007629,535.2935329035538,-157.1019456633872,339.6610182954337,0.2542441487312317,793.885347167883,291.31783856476613,224.10545586148342,0.32089588046073914,719.1225279895588,-171.790316822441,176.44777879492767,0.618665337562561,388.00060976285727,143.43483876538153,149.94616460990937,0.21764403581619265,419.30586204878057,-41.52429876157972,181.50369313802798,0.6131153702735901,654.5642814372658,162.58470304667455,-18.88327497879584,0.5287066102027893,812.890960455005,-50.90490539497984,106.16868798893793,0.6132653951644897,375.5269320073732,220.93726801448867,-654.8953071614129,0.002775341272354126,605.6998203025144,-77.88713683520537,-415.70693188278887,0.00908622145652771,1508.33,2099.12,4.37,269.77,1725.14,2093.49,8.94,90.57,1761.33,870.63,6.54,180.1,1427.62,2096.47,8.59,90.57,1411.13,2096.64,8.62,90.57,999.47,2095.78,7.76,89.4,913.42,2094.45,7.16,90.06,1757.95,1632.68,7.17,179.28,1757.75,1647.96,7.21,179.28,1757.56,1663.25,7.14,179.28,496.77,2094.38,9.28,89.67,395.39,2093.8,9.26,89.67,291.06,2095.79,7.86,92.82,125.28,2127.77,8.9,106.01,,,,,,,,,1e,10,1568373023
35654,35654,1128.032435977529,1568374197.7784061,1128.032435977529,-101.81403125819831,,621.2564813265174,46.52045922376157,668.0323728017001,0.9988309144973756,614.0306823507029,70.28342065356051,711.7517162005634,0.9912574291229248,611.6558631410468,12.257040774381904,713.1661239332049,0.9665685892105104,573.3707281647821,116.3083449626728,726.121381120462,0.9122433662414552,519.0550947545602,-34.89465519868715,689.1843710465957,0.5885565280914307,487.58282928784286,180.77565447043338,578.506251245131,0.7387203574180603,477.236058201603,-77.26125801281627,560.1432456476313,0.9673721790313721,580.0074079959486,259.9052277995652,362.4111448528672,0.4690995216369629,529.9406568558313,-156.4786422482565,336.91940253472933,0.313007652759552,792.3916540633757,292.052396096566,223.22563129797769,0.5084049701690674,731.4283406081082,-168.77680867551055,185.1936342902806,0.4950774908065796,399.6814223425789,144.31252490167546,156.75003532864994,0.2211845815181732,415.86877305966567,-41.36756906443915,172.67221623120562,0.661831796169281,699.3253255039299,154.83327762188802,8.724222832332316,0.6686925888061523,811.4686375328528,-50.22157490497287,105.21593199681273,0.6036790609359741,380.620433397539,210.25666968042717,-650.0992911535542,0.003217458724975586,607.1840580948775,-80.16779694111041,-415.73836343138413,0.01946711540222168,1508.187281698872,2099.12,4.37,269.7991923797762,1725.4254366022562,2093.486756402247,8.907564022470893,90.57,1761.33,870.4191661460608,6.514051217976715,180.1,1427.8957058089973,2096.466756402247,8.560807620223805,90.57,1411.4121930045033,2096.636756402247,8.623243597752909,90.57,999.7230006247273,2095.78,7.779461586517463,89.4,913.6567826359624,2094.45,7.195679575282017,90.06,1757.95,1632.449704559543,7.1472948157296265,179.28,1757.753243597753,1647.729704559543,7.174320424717983,179.28,1757.563243597753,1663.0164609617905,7.172435977529105,179.28,497.0716545910207,2094.383243597753,9.289730793258732,89.67,395.6916545910207,2093.803243597753,9.272974391011642,89.67,291.31624422247995,2095.7770256089884,7.879461586517463,92.82,125.5557058089974,2127.688910056177,8.9,106.01,,,,,,,,,1e,10,1568373023
35655,35655,1128.0666494328395,1568374197.8124852,1128.0666494328395,-101.81403125819831,,618.2834031290643,47.41256162315036,666.1193892217203,0.9988470077514648,607.3830219748506,71.39014820951226,708.872518426796,0.9919289350509644,617.6822934887438,13.503956348096814,714.7464122952838,0.9694492816925048,569.6099547143157,116.45212523295292,723.6762322478647,0.8997058868408203,513.8672848949747,-33.589788514470634,687.1831087917346,0.5849260687828064,480.3929166998091,182.56259104637127,577.5117842349995,0.7553763389587402,481.4790640283071,-76.102344365946,560.6631097263405,0.9695914387702942,579.3941562295628,262.1553476818835,360.055625313538,0.4980200231075287,532.808574549253,-155.63887632560878,325.4509369608307,0.7449281215667725,793.1177230413865,290.1575855589955,220.53395735057003,0.5881789922714233,738.7116444281712,-171.19968069408412,180.55966312992297,0.8241007328033447,400.07722765950376,144.40531244972314,158.72851806347572,0.2261912524700165,426.25759742333537,-35.19960846327929,172.25853022680766,0.6156136393547058,725.1666377607976,159.941171677373,25.50830179390039,0.6208175420761108,811.4198965440069,-50.08001969351982,104.4438967580378,0.6801888346672058,336.9514032425804,238.00370909167003,-698.9846477665262,0.006122320890426636,596.7154472360885,-85.70362422389262,-433.2162305010042,0.04315158724784851,1508.036742495506,2099.12,4.37,269.8299844895557,1725.7265150089886,2093.483335056716,8.873350567160399,90.57,1761.33,870.1967786865426,6.4866804537283205,180.1,1428.1865201791363,2096.463335056716,8.53001551044436,90.57,1411.7098500657046,2096.633335056716,8.626664943283961,90.57,999.9898655761486,2095.78,7.799989659703761,89.4,913.906540859729,2094.45,7.233314376123562,90.06,1757.95,1632.2067890268386,7.12334539701228,179.28,1757.756664943284,1647.4867890268388,7.136685623876439,179.28,1757.566664943284,1662.770124083555,7.206649432839601,179.28,497.38983972540825,2094.386664943284,9.299994829851881,89.67,396.00983972540826,2093.806664943284,9.28665977313584,89.67,291.58653051943287,2095.763340226865,7.8999896597037615,92.82,125.8465201791366,2127.603376417901,8.9,106.01,,,,,,,,,1e,10,1568373023
35656,35656,1128.1,1568374197.8457048,1128.1,-101.81403125819831,,621.5374640828209,47.650065134865024,667.5603318375254,0.9989374279975892,607.1739660332709,72.79552237005441,708.3781354115349,0.99241840839386,612.1889327358388,13.156715656715127,712.1310215489191,0.97261381149292,573.7395346742372,117.74553732615827,724.6444645403484,0.9136582612991332,514.1764976602923,-32.894003779135424,688.1253607545949,0.5701174139976501,483.4429719195604,183.8060734861093,578.4572362327681,0.7482540607452393,486.1824279233381,-75.23366677896482,562.3625805000789,0.9722368717193604,576.8572685840153,262.9727792168917,356.2181485835241,0.43981510400772095,545.585315461018,-153.9474537319723,328.7868881036806,0.7226745486259459,794.8476068860948,289.1634687948404,223.38259869571056,0.4937086701393128,745.4278942189554,-173.16195383011464,185.36725549662083,0.7722130417823792,407.6726440625354,145.33026015580674,162.15754362886918,0.2787947058677673,424.8980739313077,-33.32675385743981,167.0377627565814,0.6145287156105042,720.2203539991759,158.7053846699506,14.57070832927576,0.5985374450683594,825.8591335120099,-47.956110624356356,108.42701263394936,0.6903380155563354,312.88382904055754,252.097483832145,-725.3731111005716,0.00896701216697693,582.6008802222468,-83.68379658603024,-453.73806899486834,0.05055472254753113,1507.89,2099.12,4.37,269.86,1726.02,2093.48,8.84,90.57,1761.33,869.98,6.46,180.1,1428.47,2096.46,8.5,90.57,1412.0,2096.63,8.63,90.57,1000.25,2095.78,7.82,89.4,914.15,2094.45,7.27,90.06,1757.95,1631.97,7.1,179.28,1757.76,1647.25,7.1,179.28,1757.57,1662.53,7.24,179.28,497.7,2094.39,9.31,89.67,396.32,2093.81,9.3,89.67,291.85,2095.75,7.92,92.82,126.13,2127.52,8.9,106.01,,,,,,,,,1e,10,1568373023
35657,35657,1128.1332348005953,1568374197.8791854,1128.1332348005953,-101.81403125819831,,618.2333284139003,49.06733527849654,666.3635497516736,0.9987324476242064,607.3999682999092,74.11637306075231,707.9698099306955,0.9920923709869384,612.0084279083768,14.191154391479735,711.6136181395242,0.9726519584655762,573.8872036728791,118.75808932500836,725.2994644109433,0.9037692546844482,523.8927587802367,-32.13788909361807,691.7234513986464,0.5944349765777588,487.64755461783193,183.8860615128728,580.5947895552632,0.7548378705978394,483.0289305480339,-65.34535617549244,561.6069530273339,0.5629571080207825,578.91579687454,263.3399302257972,357.85876437728376,0.5236297249794006,551.8545623874469,-153.48976026528356,330.20252806871065,0.6841188073158264,799.7127703155113,285.60318913580863,224.19132030066257,0.6668317914009094,735.1019218213437,-174.5828442360339,182.92821095613385,0.6990296840667725,409.2660426549559,145.1293231072619,165.5356360917363,0.3034127652645111,429.6764306785897,-32.78724473769854,168.11420893228438,0.6174710392951965,728.1256401706728,157.95632665493503,33.280377890816624,0.3695088028907776,805.3598999349796,-41.11339658277837,92.06531105542774,0.6898651123046875,269.5193998341384,260.43792280675973,-774.9453475794627,0.009864658117294313,574.3482622859954,-88.3245427503896,-468.3382803562291,0.06810581684112549,1507.7470903574401,2099.12,4.366676519940461,269.8932348005954,1726.315789725299,2093.4766765199406,8.863264360416776,90.57,1761.33,869.7639737961299,6.483264360416776,180.1,1428.7558192851207,2096.4566765199406,8.523264360416777,90.57,1412.2824958050608,2096.6266765199407,8.613382599702305,90.57,1000.509231444644,2095.78332348006,7.823323480059539,89.4,914.3859670842273,2094.45,7.240088679464147,90.06,1757.9533234800595,1631.7307094357132,7.123264360416775,179.28,1757.7633234800594,1647.0140329157728,7.113293920238156,179.28,1757.5733234800596,1662.2940329157727,7.193471279166452,179.28,498.0090836455372,2094.39,9.31332348005954,89.67,396.6324071255968,2093.81,9.309970440178619,89.67,292.11255492470366,2095.736706079762,7.92,92.82,126.41914276517991,2127.436912998512,8.923264360416775,106.01,,,,,,,,,1e,10,1568373023
35658,35658,1128.1667339592411,1568374197.9129324,1128.1667339592411,-81.91120178636584,,614.7030909785144,50.49602870039722,664.6577619699262,0.9986799359321594,614.9582640797706,74.59158367252482,709.6480696510689,0.9928475618362428,618.2679709615005,15.165620193570001,713.6632057089813,0.9742509126663208,566.317270452908,121.43918302927338,722.8477980044777,0.8739635944366455,534.8717763682838,-31.14890649510282,697.3660487531392,0.5792351365089417,475.93312687983706,185.85404205327384,577.7176706529807,0.7473517060279846,485.4184629877774,-61.93105991727701,563.9379409359557,0.59312504529953,579.4889805264786,264.3098722219701,358.2546303243579,0.5563907623291016,559.8690051259061,-151.5336636595103,335.8806590017748,0.7547636032104492,804.2258644229062,281.81472013389333,224.6120754061697,0.7679523825645447,734.9334471241893,-178.92072346726908,183.34808491392516,0.754287838935852,414.9293719182116,144.3863507287705,170.9533002941125,0.2805647253990173,426.82010554145376,-33.69040775088282,163.49245842972604,0.6487465500831604,740.1101769544177,161.18168076457388,50.332309772642496,0.3326875567436218,795.9267796351611,-36.406095158491055,83.50447663886195,0.7432117462158203,246.3572499074813,242.8680369796104,-806.2145696425531,0.012686699628829956,563.1968459507008,-94.23199228976392,-484.93178442558167,0.12849009037017822,1507.6030439752633,2099.12,4.363326604075889,269.9267339592411,1726.613932237246,2093.4733266040757,8.88671377146879,90.57,1761.33,869.5462292649327,6.50671377146879,180.1,1429.0439120494736,2096.4533266040758,8.54671377146879,90.57,1412.5672386535496,2096.623326604076,8.596633020379436,90.57,1000.7705248820807,2095.786673395924,7.826673395924113,89.4,914.623811110612,2094.45,7.209939436682983,90.06,1757.956673395924,1631.4895154934638,7.146713771468789,179.28,1757.766673395924,1646.776188889388,7.126693583696452,179.28,1757.576673395924,1662.0561888893878,7.146572457062421,179.28,498.32062582094255,2094.39,9.316673395924113,89.67,396.9472992168666,2093.81,9.32002018777234,89.67,292.37719827800487,2095.7233064163042,7.92,92.82,126.7105854453978,2127.353165101897,8.94671377146879,106.01,,,,,,,,,1e,10,1568373023
35659,35659,1128.2,1568374197.9464445,1128.2,-79.16347395666908,,624.7959023916208,44.98690534936672,668.6621914938014,0.996853232383728,614.4767731859897,75.6459135789799,711.7786283857539,0.9986058473587036,618.9124186548071,16.08852655795026,713.4670804917764,0.9731455445289612,568.9784561039874,122.18126104974593,723.5925106830571,0.8796257376670837,535.649838504796,-30.02441665473765,697.9244931929405,0.6304113268852234,478.37832369125533,186.97903082147425,578.1283426499185,0.7855491638183594,481.8360689751889,-71.0259178602258,561.7342956382463,0.9740949273109436,576.1897495169543,263.84553536805987,356.89316489395486,0.4951569736003876,546.3101583896662,-151.5419925256769,327.42033544826717,0.7200256586074829,794.2220369109532,280.43184960115826,220.33369121069612,0.8617208003997803,742.8070037304378,-180.54078254268336,189.78275141729057,0.8092143535614014,441.77378182457534,141.33170309122798,181.4777554474637,0.2877146601676941,413.6110796643123,-34.875105163398565,151.85099087543708,0.7525542378425598,757.0696912324556,162.69738250964022,67.48108956235646,0.1931868493556977,782.4203082219251,-33.94518822245847,71.94102026102351,0.7197437286376953,269.22560259479536,230.38267178227682,-783.3769163395211,0.02069345116615296,552.0040926325872,-95.53398037816021,-497.9665604149182,0.11791616678237915,1507.46,2099.12,4.36,269.96,1726.91,2093.47,8.91,90.57,1761.33,869.33,6.53,180.1,1429.33,2096.45,8.57,90.57,1412.85,2096.62,8.58,90.57,1001.03,2095.79,7.83,89.4,914.86,2094.45,7.18,90.06,1757.96,1631.25,7.17,179.28,1757.77,1646.54,7.14,179.28,1757.58,1661.82,7.1,179.28,498.63,2094.39,9.32,89.67,397.26,2093.81,9.33,89.67,292.64,2095.71,7.92,92.82,127.0,2127.27,8.97,106.01,,,,,,,,,1e,10,1568373023
35660,35660,1128.2319793394133,1568374197.9801447,1128.2319793394133,-83.9966494208816,,625.631716161797,43.542161046654215,668.3718550665185,0.9959821701049804,624.4340335362996,74.85955953478103,714.9675872270864,0.9983975887298584,616.334605820979,16.619729632455858,712.5048831902983,0.9731220006942748,576.9865311891871,122.55955170142856,726.2564385312736,0.8853738307952881,538.9536792595318,-29.197621437995767,699.4990984437808,0.563471794128418,486.69819269099816,186.51326804795244,581.2717188751333,0.7809039950370789,486.27736850283407,-71.70273851292073,562.5824892135348,0.974858283996582,573.6126716699517,263.7384719993025,352.13837232426226,0.4125054776668549,547.9908757798885,-152.66204323899262,328.9661276049856,0.7184906005859375,794.1150072450693,280.81728182529383,217.80492232644718,0.8354585766792297,746.8549663378936,-179.6783158206465,192.6653219574217,0.8346996307373047,441.87431918011663,139.33053692211712,176.7410205017145,0.3605995178222656,425.8135556351099,-32.504607803001896,157.28838134448532,0.7465851306915283,760.6379741818229,172.08601279803173,54.26633968965103,0.18730568885803225,809.6658914431131,-29.930377978053173,89.76636677930179,0.6149791479110718,214.72970144200642,231.1069749410566,-842.01178680711,0.011341869831085205,521.1727891972275,-98.09998189752271,-533.4197619409426,0.11873888969421388,1507.3192909065815,2099.12,4.356802066058669,269.9919793394133,1727.1946161207784,2093.4668020660583,8.919593801823993,90.57,1761.33,869.1221342938135,6.5076144624106815,180.1,1429.601824385013,2096.45,8.563604132117339,90.57,1413.1282202528955,2096.6168020660584,8.608781405471984,90.57,1001.2794388474238,2095.7931979339414,7.8268020660586695,89.4,915.0934491777173,2094.45,7.2087814054719805,90.06,1757.9631979339413,1631.0261446241068,7.138020660586688,179.28,1757.7731979339414,1646.309748756224,7.149593801823992,179.28,1757.5831979339414,1661.589748756224,7.106395867882662,179.28,498.9306057904852,2094.3931979339413,9.339187603647988,89.67,397.5574078565438,2093.8131979339414,9.314010330293344,89.67,292.8926367813652,2095.6972082642346,7.913604132117338,92.82,127.27182438501316,2127.193249585408,8.947614462410682,106.01,,,,,,,,,1e,10,1568373023
35661,35661,1128.2638760998275,1568374198.013758,1128.2638760998275,-86.28673216509007,,625.6848608317638,50.18946547105441,668.9314113742753,0.9983119368553162,619.8851268698103,74.65136734915461,710.7590245302399,0.9920246005058287,618.8348525197116,16.4277910774536,713.2899985057933,0.974776029586792,584.893838662186,119.76458462965827,728.2846017255906,0.8998085260391235,538.2564864453946,-28.66707601966413,699.4215679642,0.5599663257598877,479.6667260977866,188.1986163579333,579.5784239124442,0.7505714893341064,482.51154551360605,-71.65002653673534,560.3931787422005,0.975999116897583,576.3224478667636,263.6268467929078,351.5044690129319,0.35442233085632324,548.5795426522384,-152.94129110841385,328.62484415451286,0.7252808809280396,785.3542161008328,279.660274283958,226.94117499874957,0.8972969055175781,750.2421974911329,-180.7671392204411,197.11190923218646,0.8618127107620239,447.7384119868949,138.25455176997144,180.87412012436542,0.2534492611885071,428.4544545781977,-35.188750845004776,156.59151622726617,0.7676322460174559,750.7607467575308,178.68193226980816,38.84871889388165,0.1882389485836029,781.1159801589847,-26.855056472001728,68.74738573430955,0.5839226841926575,215.84600663588688,255.22223058009567,-836.7601976579373,0.01004481315612793,498.5150616172708,-98.69682874996585,-557.3161562688238,0.18222010135650635,1507.178945160758,2099.12,4.3536123900172266,270.0238760998277,1727.4784972884668,2093.4636123900173,8.929162829948318,90.57,1761.33,868.9148053511196,6.485286730120594,180.1,1429.8729468485358,2096.45,8.557224780034456,90.57,1413.4057220685013,2096.6136123900174,8.637488489844952,90.57,1001.5282335786563,2095.796387609983,7.823612390017228,89.4,915.3262955287423,2094.45,7.237488489844951,90.06,1757.9663876099826,1630.802867301206,7.1061239001722765,179.28,1757.7763876099825,1646.0800920812405,7.1591628299483165,179.28,1757.5863876099827,1661.3600920812405,7.1127752199655445,179.28,499.2304353383807,2094.396387609983,9.358325659896638,89.67,397.8540477283978,2093.816387609983,9.298061950086137,89.67,293.144621188639,2095.684449560069,7.907224780034455,92.82,127.54294684853564,2127.1166973604136,8.925286730120591,106.01,,,,,,,,,1e,10,1568373023
35662,35662,1128.3,1568374198.0518258,1128.3,,,626.5667138451976,50.23517098995404,667.1583577987982,0.9981954097747804,620.5150316658705,73.79032399387948,708.5652330917146,0.9928485155105592,622.7065768302735,15.993768163100667,714.2316461309888,0.9748424291610718,589.3227540945418,119.25933294208286,729.14672260972,0.8789293766021729,539.8892607059355,-28.235965356691672,699.1404009397331,0.4952592849731445,482.7893140412777,188.70910731146807,580.1611378535058,0.7305151224136353,494.46725597368464,-66.5950705109628,565.3931909320802,0.9773925542831421,576.9408435402072,264.3527561851265,351.897278264208,0.3939948081970215,548.3528511646472,-154.68076787870808,329.0849887279669,0.7754750251770021,795.3939417667284,273.2500473217966,217.2580744614432,0.8673491477966309,735.1451712074253,-182.4192463654429,183.77455425344849,0.8171765804290771,443.00421975020964,138.80618635631535,179.0301636711927,0.23374372720718384,422.3742055893157,-35.4975364668058,152.3599886199479,0.7721878886222839,748.2247369182028,175.5296092225611,43.76665797422918,0.3841620683670044,754.4832254672127,-23.942861482324552,50.97046537286332,0.5800230503082275,296.01910705765147,233.0823172989143,-746.0669955348068,0.019272148609161373,473.55696428290383,-95.92081039950735,-579.435945521526,0.1864857375621796,1507.02,2099.12,4.35,270.06,1727.8,2093.46,8.94,90.57,1761.33,868.68,6.46,180.1,1430.18,2096.45,8.55,90.57,1413.72,2096.61,8.67,90.57,1001.81,2095.8,7.82,89.4,915.59,2094.45,7.27,90.06,1757.97,1630.55,7.07,179.28,1757.78,1645.82,7.17,179.28,1757.59,1661.1,7.12,179.28,499.57,2094.4,9.38,89.67,398.19,2093.82,9.28,89.67,293.43,2095.67,7.9,92.82,127.85,2127.03,8.9,106.01,,,,,,,,,1e,10,1568373023
