,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,conflict_1e_x,conflict_1e_y,conflict_1e_speed,conflict_1e_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,scenario,participant_id,source_file
34647,34647,1128.467277942565,1568114602.4367607,1128.467277942565,-94.2504780268515,652.3185417877553,65.96717889155896,614.0244847798573,0.997499704360962,636.722262205475,93.99291679505407,648.507856460002,0.9664345979690552,637.7138832141467,32.771522854445024,642.1753049899785,0.9493507146835328,595.1240722813951,138.1312023742816,652.7876914879935,0.5906698703765869,569.0538387989798,-2.407810179758417,637.3751896435352,0.5277768969535828,519.2074956510215,197.63614314129487,516.1548089364991,0.9321552515029908,514.6266707918775,-50.81600893157528,509.8843113402292,0.7977044582366943,601.2442553897756,285.1731537989238,299.14526433349226,0.30080467462539673,617.5194712308215,-119.48411402528109,313.4673572785224,0.16255873441696167,783.15586280119,299.5791503937278,187.1694774833667,0.8121942281723022,801.4468557739302,-167.60722528154588,211.2295890483694,0.8911960124969482,507.1643625573722,174.93549732681618,35.1769430921818,0.6151508092880249,529.6561080531735,-10.584475502155492,-8.112036099653437,0.13551554083824158,499.21387599352585,199.58628310144525,-396.8836627563979,0.120200514793396,580.1649870501568,-56.68104821837861,-390.9300521256487,0.1967502236366272,501.4402106547088,201.7077246939048,-517.458055316083,0.07660454511642456,838.9943039959078,-46.98246312155841,-173.07714395885688,0.024567455053329468,1502.6803380814315,2099.836727794257,4.9132722057435,271.292722057435,1289.867856774981,2096.87,7.366911177026001,89.86,1761.35,890.0459655790711,6.514922650669009,179.85,1275.287856774981,2096.84,7.4298166172304985,89.86,1759.2267277942567,1530.3881374881973,8.52,179.28,1758.913455588513,1555.6414096939411,8.523822354052003,179.28,1757.8967277942565,1636.9119598422494,7.676361028717499,179.28,555.3744011864679,2094.7167277942567,7.307249258457483,89.67,378.70204589457205,2093.7067277942565,8.800183382769502,89.67,161.34440118646802,2117.418716320613,7.569816617230499,106.01,96.61513471754604,2135.988532937844,8.706727794256501,106.01,,,,,,,,,,,,,1e,5,1568113453
34648,34648,1128.5,1568114602.46948,1128.5,,646.0364253028142,64.1814077553271,610.1788909142441,0.9977090358734132,637.191587589782,92.30683214778911,647.1394825536952,0.9755595922470092,634.3263489479125,32.0634700079421,639.9116555398502,0.9598942399024964,586.1174819820995,137.83175334148956,648.9838974043989,0.634433925151825,572.3259931276792,-5.70847474654202,637.4134280570506,0.5546581149101257,523.7338770799846,191.13230456374126,515.7331223426688,0.92205810546875,513.9687198329466,-50.90320911289145,516.8699065348992,0.9555149078369141,586.1403511381375,280.61082113656107,300.2447427862414,0.4003848731517792,618.1025487437972,-119.85641280748085,313.03896705379884,0.1229245662689209,777.4882312291411,301.06433195899024,184.43220437329518,0.945196807384491,798.0709599735344,-169.01350012012944,211.2833901717381,0.9160457849502563,495.2653596308715,164.082242737844,73.88458036669536,0.3256322741508484,554.2216015034066,-13.781885895654433,9.288037077879835,0.11229720711708067,625.094359916769,173.40042209917885,-161.86507070627783,0.16048550605773926,300.0405232034556,-94.3841673653108,-700.1270804499898,0.14357784390449524,478.65914960823096,223.08273238539684,-545.3839420444579,0.02812612056732177,732.900962166368,-53.830514970128185,-293.47107439949366,0.023827791213989258,1502.52,2099.84,4.91,271.26,1290.11,2096.87,7.38,89.86,1761.35,889.83,6.6,179.85,1275.53,2096.84,7.42,89.86,1759.23,1530.11,8.52,179.28,1758.92,1555.36,8.55,179.28,1757.9,1636.66,7.66,179.28,555.61,2094.72,7.16,89.67,378.99,2093.71,8.81,89.67,161.58,2117.35,7.56,106.01,96.89,2135.91,8.71,106.01,,,,,,,,,,,,,1e,5,1568113453
34649,34649,1128.5334536447447,1568114602.5029366,1128.5334536447447,-92.3849344774885,652.7217439438233,62.73384300960144,612.5040813840576,0.9971076250076294,634.241581027929,90.50329507098192,644.5420972991399,0.9770457744598388,640.9129724285483,27.829494515638032,642.4821108783876,0.9922362565994264,593.1758746478582,135.83179281222084,652.0607450125681,0.6975342035293579,583.05888175792,-8.347983008541943,640.0559021822166,0.5976604223251343,517.4963840773888,197.05724090598255,511.10331886847655,0.9340848922729492,513.8031916211427,-53.29146244024201,517.4568735199708,0.954896867275238,577.9784028779327,281.5219274690414,298.9280964444963,0.37045085430145264,610.7360863590061,-115.01946748262549,307.7217773880613,0.3080476224422455,772.9512563884108,301.84156709420824,182.07073726356083,0.9577929973602296,786.6910979417177,-159.04098860408178,207.9931618732961,0.9040730595588684,483.9499705503355,159.83183212266448,71.64801116720416,0.4102192223072052,574.0597209626261,-14.931706611137473,29.47953740428727,0.16530314087867734,674.8306167306772,164.81302211119643,-69.85628729579601,0.17686206102371216,232.30449438110247,-104.46957021054614,-727.3923393339082,0.11319127678871155,474.9682788365384,225.05745944476087,-550.5212058373716,0.02123215794563293,624.7073327784857,-60.29362891829512,-412.7717176395169,0.022876441478729248,1502.3560771407522,2099.8433453644743,4.903309271051106,271.22654635525555,1290.3542116066344,2096.87,7.373309271051107,89.86,1761.35,889.6092059446866,6.6,179.85,1275.777556971109,2096.84,7.40661854210221,89.86,1759.2333453644744,1529.825644019672,8.530036093423341,179.28,1758.9233453644745,1555.0789893841463,8.526582448678871,179.28,1757.9033453644745,1636.4057522999424,7.64996390657666,179.28,555.8341394197879,2094.72,7.009458598649879,89.67,379.2810467092769,2093.71,8.783237084204423,89.67,161.8242116066346,2117.2797473460364,7.563345364474447,106.01,97.16766525137909,2135.8297112526134,8.703309271051106,106.01,,,,,,,,,,,,,1e,5,1568113453
34650,34650,1128.566704651379,1568114602.5361905,1128.566704651379,-90.12291768523129,650.067357751376,59.44498520137434,610.1133025602097,0.9979327917099,642.0293765265836,87.14176149469131,644.8454249055203,0.9880122542381288,644.9536770651539,26.14534622439662,643.6671587410442,0.9928454160690308,588.4633401101239,136.32197457620512,650.0798622216305,0.6845049262046814,585.0060300489196,-10.707156694077598,641.2764918234275,0.5696727633476257,520.8109011267653,189.43930323873508,512.4920522791854,0.9100222587585448,512.1997916892888,-54.109162730837966,520.654614627765,0.9567631483078004,590.7778101327524,277.9938865186311,308.41622833562093,0.4123054146766663,632.8843427481694,-132.6742215655948,336.69186921802816,0.8211797475814819,780.132247416206,302.6739528776091,189.61301190175598,0.9560390710830688,798.4238675834381,-159.77499099578318,208.1402942055124,0.91498064994812,468.83653234022734,159.43633920729332,65.06358920443175,0.3907348513603209,589.2175922678488,-15.874122687702966,37.317034492677294,0.15400084853172302,682.3187607185539,160.94414329497087,-50.26740435138794,0.05635392665863038,307.26843749392293,-102.6976253126015,-638.1614983619418,0.08658799529075623,451.4882648227372,237.70104380755544,-580.2626460986933,0.012006253004074095,636.6423233582401,-55.72736633218037,-395.65781410527563,0.018220573663711548,1502.1931472082424,2099.846670465138,4.89665906972418,271.1932953486209,1290.5969439550674,2096.87,7.36665906972418,89.86,1761.35,889.389749300898,6.6,179.85,1276.0236144202056,2096.84,7.393318139448358,89.86,1759.2366704651379,1529.5430104632776,8.54001139541373,179.28,1758.926670465138,1554.7996809284155,8.50330674403463,179.28,1757.906670465138,1636.153044649519,7.63998860458627,179.28,556.0569211642401,2094.72,6.859829068794043,89.67,379.5703304669982,2093.71,8.75663627889672,89.67,162.06694395506744,2117.2099202321037,7.566670465137911,106.01,97.44364860644656,2135.7499088366903,8.696659069724179,106.01,,,,,,,,,,,,,1e,5,1568113453
34651,34651,1128.6,1568114602.5694888,1128.6,-88.91193977556654,646.3213686483118,59.530122582447284,608.7560551016247,0.9980823993682858,634.9590488355545,86.42165851971535,643.2354656721058,0.9897526502609252,644.6214022031247,24.76823524877221,644.8221876812729,0.9924753904342652,580.0814940878836,133.70786960722685,645.2313863822077,0.615149199962616,591.0354926491245,-12.344326875995565,644.0680262203027,0.5702983140945435,521.7679006668011,196.15850959445012,511.92895492632005,0.9260927438735962,509.06517504451296,-56.62404115025709,518.4551819014239,0.9607284069061279,590.5285443079133,278.79978447499144,311.4791090209264,0.37166786193847656,624.0883232138008,-131.93511548040095,337.2480872611565,0.7862604856491089,772.4985019680669,309.06853388861265,180.34370883113132,0.6205359101295471,798.4720503059108,-160.8842404478989,210.19439655319943,0.9133601188659668,476.2430291315568,161.48390680591922,68.26338911853064,0.33665162324905396,615.5779003106225,-15.562603051152875,44.828863584907396,0.13532918691635132,673.035450602117,165.7775133451958,-57.54134891286017,0.05022895336151123,261.51457975712873,-113.31200227191715,-716.1129041978064,0.08580419421195984,440.05541083395934,222.56951584055068,-594.4983553710808,0.033501088619232185,743.2401461543745,-43.41976563789708,-272.69004600628546,0.01299545168876648,1502.03,2099.85,4.89,271.16,1290.84,2096.87,7.36,89.86,1761.35,889.17,6.6,179.85,1276.27,2096.84,7.38,89.86,1759.24,1529.26,8.55,179.28,1758.93,1554.52,8.48,179.28,1757.91,1635.9,7.63,179.28,556.28,2094.72,6.71,89.67,379.86,2093.71,8.73,89.67,162.31,2117.14,7.57,106.01,97.72,2135.67,8.69,106.01,,,,,,,,,,,,,1e,5,1568113453
34652,34652,1128.6337492469502,1568114602.6032805,1128.6337492469502,-90.28859179718992,649.1407995369948,60.753642091701145,611.0851795313207,0.99811589717865,644.9336816441815,84.5807508900361,647.2718915439365,0.9909691810607908,648.5677703723605,24.620525941163248,645.3302861253522,0.9916296601295472,586.5989235410502,131.11456913831802,647.1988526925912,0.6742496490478516,587.1346645961954,-13.604725139930473,641.6797019339131,0.5355268120765686,513.356965747287,197.0239144411001,508.44226532489137,0.9355117082595824,511.38012113102303,-55.97830437711774,521.5211616483339,0.9575600624084472,590.3597129071061,279.48620228880515,312.67519758924163,0.4269403219223023,608.4180727402659,-118.50314224116049,317.9277519898198,0.2847208082675934,782.5790762610791,307.57030097195707,185.22076674496086,0.6581486463546753,799.3390488676662,-154.1934967514405,209.18401999141102,0.8998115658760071,459.4063176966535,168.75445183755627,59.60049523758431,0.4155094623565674,623.7936509282597,-15.463416657846082,44.97513185963789,0.14598309993743894,636.6959641905089,175.03244016478462,-98.80677289689359,0.05341723561286926,332.967679961213,-111.91013350694672,-652.7925634294255,0.059938788414001465,427.5192263176697,208.5262477569227,-608.5555350926893,0.02209562063217163,752.6743854815003,-41.41984117732281,-258.0158577547401,0.012244641780853271,1501.8680036146386,2099.8533749246953,4.89,271.156625075305,1291.0897444274315,2096.8733749246953,7.353250150609957,89.86,1761.35,888.9472549701285,6.6,179.85,1276.5197444274315,2096.84,7.3867498493900445,89.86,1759.2433749246952,1528.9697564762284,8.553374924695023,179.28,1758.933374924695,1554.2331314009232,8.486749849390044,179.28,1757.913374924695,1635.6401307984836,7.653624472865152,179.28,556.4892453310913,2094.7233749246952,6.558128388724015,89.67,380.15699337316187,2093.713374924695,8.73,89.67,162.5529945780416,2117.0725015060993,7.556500301219912,106.01,98.00011874968682,2135.58900180732,8.683250150609956,106.01,,,,,,,,,,,,,1e,5,1568113453
34653,34653,1128.6669793956078,1568114602.6365526,1128.6669793956078,-91.02147475753915,649.4773354290966,59.503203149676615,610.7902230545923,0.9982067346572876,638.6146500644052,83.4752657348371,644.5957644826577,0.9917207956314088,645.6759961401848,23.938321683995603,643.2119823119965,0.9904205799102784,577.8736932727128,130.38355447851956,643.5152704205394,0.7157755494117737,589.7966352122713,-13.215590049018235,640.6590621024109,0.5422205924987793,520.5316996267054,194.35144021312598,512.672441850598,0.9450944662094116,510.84962429284064,-56.426899024858464,523.1465726188459,0.96535325050354,593.0934228788456,278.4542432459126,315.41249618748316,0.4476812183856964,613.8855193727439,-133.66849179783986,328.73863371180107,0.8205791711807251,779.6343281555922,307.55672423313274,182.122715592738,0.5621790289878845,799.4338922083379,-158.43252021447466,208.68238094264512,0.9386401176452636,485.9080018250062,165.26811756539283,103.12750882527321,0.4491190612316132,636.7463918627291,-18.881886794234468,64.46921808395916,0.5386913418769836,662.9242068703926,170.2779807616426,-63.59541114191443,0.0535273551940918,389.9050176223742,-110.26607974069357,-590.5896268404274,0.061217576265335076,408.5078834723852,212.18821502313443,-620.2524000542031,0.047939300537109375,745.8518846006807,-41.1460598028328,-263.37826794311957,0.016039162874221802,1501.7084989010827,2099.856697939561,4.89,271.15330206043916,1291.3356475274975,2096.876697939561,7.346604120878446,89.86,1761.35,888.7279359889887,6.6,179.85,1276.7656475274975,2096.84,7.393395879121554,89.86,1759.2466979395608,1528.6839771977732,8.556697939560777,179.28,1758.9366979395609,1553.950675137334,8.493395879121554,179.28,1757.916697939561,1635.3842586538206,7.676885576925438,179.28,556.6952722527682,2094.726697939561,6.4085927197650445,89.67,380.44941868134833,2093.716697939561,8.73,89.67,162.79225164837592,2117.0060412087846,7.543208241756893,106.01,98.27592898354449,2135.509249450541,8.676604120878446,106.01,,,,,,,,,,,,,1e,5,1568113453
34654,34654,1128.7,1568114602.6696148,1128.7,-90.36308707304514,649.4537510740049,60.36204885489428,610.9340902748081,0.9982959628105164,637.9118015853849,84.25387770578678,645.1021591613436,0.9919478893280028,638.4596171866731,24.84986070989367,640.4559902609968,0.9912656545639038,575.9678486330664,131.16078842612637,643.78997685083,0.6832379102706909,590.2416484881693,-12.778910485020894,640.8401884281491,0.5338452458381653,523.3809005544347,195.2116904985133,512.67627359578,0.9430142045021056,510.8020231727353,-56.258556850063,523.2992303450148,0.9601863622665404,589.9609661879426,277.4600861785048,315.77204773619945,0.4850456416606903,600.8779656421085,-118.7922588533055,316.22842216752116,0.2642558217048645,779.1259225500446,306.6316351754581,180.88337041096509,0.623725950717926,792.4101142089794,-150.1596056445574,207.41074265207303,0.8815264701843262,469.6914400924617,166.91273193674962,102.59009992530571,0.4854965209960938,629.2199076452907,-15.199667089187846,67.67075130568799,0.09656605124473573,681.1735096534233,170.58676192019726,-41.46635265458065,0.0505598783493042,473.85494695819,-104.73327640166214,-474.56055996874227,0.06469181180000305,409.5322818003508,205.70764628297093,-622.3466993446885,0.022653073072433468,1477.926747116738,-7.786436330520723,549.9264794334432,0.011566370725631714,1501.55,2099.86,4.89,271.15,1291.58,2096.88,7.34,89.86,1761.35,888.51,6.6,179.85,1277.01,2096.84,7.4,89.86,1759.25,1528.4,8.56,179.28,1758.94,1553.67,8.5,179.28,1757.92,1635.13,7.7,179.28,556.9,2094.73,6.26,89.67,380.74,2093.72,8.73,89.67,163.03,2116.94,7.53,106.01,98.55,2135.43,8.67,106.01,,,,,,,,,,,,,1e,5,1568113453
34655,34655,1128.7332846444,1568114602.7029185,1128.7332846444,-90.36308707304514,646.3555120716287,59.571428492405005,608.6603652797921,0.9983195066452026,630.9146901516825,83.57027387444101,642.2144049406883,0.9923655986785888,638.0419430107163,23.93208034959093,640.1231121356544,0.9910415410995485,581.9907914872035,130.06123973303306,643.1748825790182,0.7524790763854979,590.4206899051547,-12.719701333503096,640.7375546292249,0.5068554878234863,518.4007872807365,196.0429488422241,508.7998013199536,0.9424105286598206,510.9063721190512,-54.09786434001346,523.2617777292633,0.957496464252472,595.6603609302499,277.8202157082956,318.23691994582725,0.3575781583786011,593.1688921133577,-112.67713027334507,312.3222976644838,0.15254831314086914,783.7065933224188,305.77917235853,185.3585171919828,0.6264470815658569,803.8139364932532,-146.10121163484828,215.7111688344717,0.921339511871338,479.7147239551863,166.26572069272962,115.59090077275448,0.5308259129524231,604.7404488404928,-11.830375120494082,59.60271281645428,0.1405293345451355,678.495372498774,172.39389294891788,-43.97722264159825,0.03353127837181091,514.8866866723797,-86.14989045803803,-411.828967361086,0.17202159762382507,407.03503620318253,215.907811943858,-627.3560774294449,0.014612555503845215,1016.5344714974644,-37.984736637138006,36.249643597034435,0.029679179191589355,1501.3869052424395,2099.8633284644397,4.89,271.16997078663996,1291.8263063685604,2096.88,7.373284644400085,89.86,1761.3533284644398,888.2903213469593,6.6,179.85,1277.256306368561,2096.84,7.390014606679975,89.86,1759.2533284644396,1528.1137520581592,8.569985393320026,179.28,1758.94332846444,1553.3870805225993,8.503328464440008,179.28,1757.92,1634.8770367025593,7.6800292133599495,179.28,557.1196786530404,2094.73,6.346540075440223,89.67,381.0295764062808,2093.72,8.723343071119983,89.67,163.27630636856063,2116.8701022467603,7.5632846444000865,106.01,98.82959101296072,2135.35011685344,8.696627715520068,106.01,,,,,,,,,,,,,1e,5,1568113453
34656,34656,1128.7666383905487,1568114602.7362914,1128.7666383905487,-90.36308707304514,646.036072349326,59.253167704827874,608.7658752837888,0.9983569979667664,637.4170209561089,83.36369046893313,644.9002958352368,0.992345690727234,637.8508591780616,24.253938314674297,640.462958437947,0.991115927696228,577.90006107782,129.56431436745493,640.852248217564,0.7660671472549438,591.1379103739105,-11.454070912983674,639.4600097968532,0.5541571378707886,522.2429239105469,197.24083065685872,510.29492503923865,0.9383561015129088,511.15057427577904,-56.21819771802471,522.6043608304086,0.958721160888672,594.8165051028863,280.7475675462743,316.99237302770246,0.30569544434547424,591.9394049236022,-104.9942836640653,310.3940837545938,0.2985321283340454,786.9173394864061,308.2482013435128,186.39055532150869,0.6195606589317322,807.5682371655771,-154.43180167860558,210.38783595259997,0.9669200778007508,476.2927055608999,166.26390444216275,120.62612949037687,0.4625958204269409,585.4580933742062,-8.486611996818457,52.418440911356896,0.14712432026863098,682.3634961866363,174.60643577645462,-34.69135246807912,0.0824236273765564,551.9298627247997,-69.46065632629882,-323.8221442006817,0.1939783692359925,395.253813477582,221.9671310871064,-642.6651502922181,0.02171492576599121,784.5540533476831,-57.301663770116356,-220.83347519934048,0.04090404510498047,1501.2234718863112,2099.866663839055,4.89,271.1899830343292,1292.0731240900602,2096.88,7.406638390548693,89.86,1761.3566638390548,888.0701866223787,6.6,179.85,1277.5031240900605,2096.84,7.380008482835393,89.86,1759.256663839055,1527.8269098412811,8.579991517164608,179.28,1758.946663839055,1553.103573680336,8.506663839054871,179.28,1757.92,1634.6235482318302,7.660016965670785,179.28,557.3398133776213,2094.73,6.433259815426602,89.67,381.31975399777366,2093.72,8.716672321890263,89.67,163.52312409006038,2116.800059379848,7.5966383905486925,106.01,99.10976248060902,2135.270067862683,8.723310712438957,106.01,,,,,,,,,,,,,1e,5,1568113453
