time,sim_time,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle
0.0,0.0,1199.8417073666194,2100.0449348020215,5.144428570233193,270.26381223838405
0.1,0.1,1199.334962879312,2100.0476208098244,5.1346815337123175,270.2812488173668
0.2,0.2,1198.8350702462146,2100.048888231169,5.15369808847688,270.29418304612994
0.30000000000000004,0.30000000000000004,1198.3308878957355,2100.051110676308,5.138022775223013,270.29653703081556
0.4,0.4,1197.8327983228053,2100.054104801494,5.1476258139163305,270.3001209605149
0.5,0.5,1197.3058076398936,2100.0550376128635,5.138473256068987,270.29025431015987
0.6,0.6,1196.783391137176,2100.057191956253,5.143344248239116,270.2688437969444
0.7,0.7,1196.264085154907,2100.057145948684,5.138679800885794,270.25633653500546
0.7999999999999999,0.7999999999999999,1195.7642315293108,2100.058569436914,5.151872445036856,270.2424599101408
0.8999999999999999,0.8999999999999999,1195.2568211622354,2100.059166685442,5.146821003079613,270.23606545429817
0.9999999999999999,0.9999999999999999,1194.751560156901,2100.059929016472,5.154358099634307,270.22860217730766
1.0999999999999999,1.0999999999999999,1194.255269896399,2100.062135940847,5.145490037587287,270.22455180734954
1.2,1.2,1193.7572700543499,2100.0630084341283,5.141109361069811,270.2340443777594
1.3,1.3,1193.2320886009763,2100.0637725389192,5.157737918689301,270.2496089094831
1.4000000000000001,1.4000000000000001,1192.6999971288715,2100.0642302872643,5.136986328159755,270.2724181771415
1.5000000000000002,1.5000000000000002,1192.1588282161633,2100.067795576712,5.149527042766591,270.30993854577184
1.6000000000000003,1.6000000000000003,1191.6489924422826,2100.0689891736083,5.158594850360109,270.3111814931176
1.7000000000000004,1.7000000000000004,1191.1289196810615,2100.0698309713903,5.148752050893527,270.30880692039835
1.8000000000000005,1.8000000000000005,1190.6261386412214,2100.070172767806,5.160846193683438,270.30815709673345
1.9000000000000006,1.9000000000000006,1190.113538748555,2100.07213492712,5.163839261933772,270.3076835630206
2.0000000000000004,2.0000000000000004,1189.6133990645146,2100.0729728464426,5.163486750604989,270.3057446874007
2.1000000000000005,2.1000000000000005,1189.0904861827032,2100.0744716254785,5.164266981332325,270.29331037024167
