,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.4_x,H_in-C_out.4_y,H_in-C_out.4_speed,H_in-C_out.4_angle,H_in-C_out.5_x,H_in-C_out.5_y,H_in-C_out.5_speed,H_in-C_out.5_angle,C_in-E_out.17_x,C_in-E_out.17_y,C_in-E_out.17_speed,C_in-E_out.17_angle,C_in-E_out.18_x,C_in-E_out.18_y,C_in-E_out.18_speed,C_in-E_out.18_angle,D_in-A_out.11_x,D_in-A_out.11_y,D_in-A_out.11_speed,D_in-A_out.11_angle,D_in-A_out.12_x,D_in-A_out.12_y,D_in-A_out.12_speed,D_in-A_out.12_angle,A_in-D_out.16_x,A_in-D_out.16_y,A_in-D_out.16_speed,A_in-D_out.16_angle,D_in-A_out.13_x,D_in-A_out.13_y,D_in-A_out.13_speed,D_in-A_out.13_angle,D_in-A_out.14_x,D_in-A_out.14_y,D_in-A_out.14_speed,D_in-A_out.14_angle,H_in-C_out.6_x,H_in-C_out.6_y,H_in-C_out.6_speed,H_in-C_out.6_angle,C_in-E_out.19_x,C_in-E_out.19_y,C_in-E_out.19_speed,C_in-E_out.19_angle,A_in-D_out.17_x,A_in-D_out.17_y,A_in-D_out.17_speed,A_in-D_out.17_angle,H_in-C_out.7_x,H_in-C_out.7_y,H_in-C_out.7_speed,H_in-C_out.7_angle,A_in-B_out.21_x,A_in-B_out.21_y,A_in-B_out.21_speed,A_in-B_out.21_angle,A_in-B_out.22_x,A_in-B_out.22_y,A_in-B_out.22_speed,A_in-B_out.22_angle,H_in-C_out.8_x,H_in-C_out.8_y,H_in-C_out.8_speed,H_in-C_out.8_angle,C_in-E_out.20_x,C_in-E_out.20_y,C_in-E_out.20_speed,C_in-E_out.20_angle,B_in-A_out.23_x,B_in-A_out.23_y,B_in-A_out.23_speed,B_in-A_out.23_angle,H_in-C_out.9_x,H_in-C_out.9_y,H_in-C_out.9_speed,H_in-C_out.9_angle,D_in-A_out.15_x,D_in-A_out.15_y,D_in-A_out.15_speed,D_in-A_out.15_angle,A_in-B_out.23_x,A_in-B_out.23_y,A_in-B_out.23_speed,A_in-B_out.23_angle,H_in-C_out.10_x,H_in-C_out.10_y,H_in-C_out.10_speed,H_in-C_out.10_angle,E_in-C_out.0_x,E_in-C_out.0_y,E_in-C_out.0_speed,E_in-C_out.0_angle,scenario,participant_id,source_file
11441,11441,332.0,1568022605.3467796,332.0,-81.88170899471984,580.5921030169808,80.9319372523532,687.0812759146668,0.9955247044563292,587.8926838439693,110.92092605549948,717.6308212104526,0.9787109494209292,591.0260543554682,52.017093180408885,717.5823800808541,0.9742910861968994,540.8350028771554,164.0745490731021,735.4022119318311,0.7675938010215759,604.6106181371226,11.267545577359689,756.9975333464099,0.7050784230232239,436.079845053316,204.84789681222995,588.7603631221957,0.9726678133010864,451.7469128802413,-45.640120510747565,613.2942130956044,0.9712086915969848,529.4489464091998,279.5393201821583,368.6485817326639,0.2888247966766357,533.5677409056339,-123.87572253121573,326.50698508878486,0.9483561515808104,701.7092072363738,308.5635590973398,187.30116626757663,0.8134270906448364,735.912163191232,-146.91154780482566,169.96281347046326,0.34846803545951843,343.08072759245465,173.53083515941182,186.1543911717159,0.33810973167419434,344.25924509911346,-38.33204946789328,98.21131747786522,0.06805998086929321,635.9192472903927,199.08060146707803,92.16609422528916,0.22026193141937256,598.108231704581,-31.43244763652318,-52.72636481347908,0.3184822201728821,417.92558357858354,215.2461061941259,-529.5171634259908,0.02300453186035156,411.9283912890378,-71.7013416665973,-600.0334929498505,0.025210976600646973,3097.93,211.05,4.04,90.58,3205.12,137.67,7.98,179.26,3202.7,562.71,6.96,179.46,3203.32,1162.46,8.06,359.45,3205.42,942.38,7.55,359.45,2741.74,217.91,10.75,269.69,2753.33,214.67,13.66,269.69,3086.7,212.17,3.61,89.95,2825.59,215.06,11.5,269.69,2848.65,215.18,11.49,269.69,2932.3,880.75,7.97,89.71,3206.0,703.79,9.98,0.05,3075.02,212.16,3.54,89.95,2852.49,880.34,7.99,89.69,2869.47,48.19,14.65,179.08,2869.07,73.0,15.4,179.08,2705.24,879.55,7.96,89.69,3208.29,381.84,7.06,359.77,2543.68,189.08,12.17,239.79,2646.77,860.76,5.51,349.47,3158.08,215.53,8.01,269.95,2735.88,207.98,11.17,89.69,,,,,,,,,1b,2,1568022227
11442,11442,332.03341012068404,1568022605.380217,332.03341012068404,-76.53522978840938,574.3657033967552,79.78883676900088,684.2780801659533,0.99524986743927,581.3213903273046,112.05247335730527,714.7284969347581,0.9771893620491028,585.1290918418532,50.698184424523795,713.9202646547055,0.9946129322052002,537.9574832717774,164.8738619101246,734.8202117788751,0.7544735670089722,598.8820203891471,10.761295870206222,754.8318783424088,0.7343254089355469,431.91439659244315,202.94246260802703,587.4206381655621,0.9673858880996704,444.46066876906684,-46.11876635276646,609.3316047212379,0.9756464958190918,534.8365973428997,285.32830275864563,364.71090235476936,0.9686731696128844,526.1319300373406,-125.37457996897837,320.5423310471993,0.9394507408142092,705.1782821099091,315.15992039518443,185.8841657987756,0.8794068098068237,744.2595292945372,-151.77614592292184,172.9477413409967,0.3332136571407318,382.14811062153495,169.95244077573074,181.13198310697442,0.09615734219551086,349.9880264466671,-37.69055216756549,89.58757329788618,0.08452039957046509,625.3081401820522,200.74381360452256,54.113876820564,0.09867101907730104,631.9816941959648,-29.64411192607368,-33.301298877871574,0.3035203814506531,455.5415822734082,221.6995386337444,-518.3297636094645,0.006537914276123047,419.0483671431137,-67.59392707546718,-594.0879828464908,0.01536741852760315,3098.0369123861888,211.05,3.739308913844232,90.61675113275236,3205.1233410120685,137.4027190345282,7.986682024136795,179.26,3202.7033410120684,562.4761291552122,6.97336404827359,179.46,3203.3166589879315,1162.727280965472,8.053317975863205,359.45,3205.4166589879314,942.6305759051297,7.5332949396580124,359.45,2741.379170696613,217.9066589879316,10.770046072410382,269.69,2752.875622358698,214.66665898793158,13.643294939658013,269.69,3086.830299470668,212.17,3.693525301709936,89.95,2825.2057836121344,215.0566589879316,11.516705060341987,269.69,2848.255760575929,215.1766589879316,11.566843277573142,269.69,2932.5672809654716,880.75,7.97,89.71,3206.0,704.1207601947713,9.953271903452821,0.05,3075.136935422394,212.16,3.546682024136795,89.95,2852.7572809654716,880.34,7.986658987931602,89.69,2869.476682024137,47.70221223801397,14.63663595172641,179.08,2869.0800230362047,72.4854841414668,15.41336404827359,179.08,2705.507280965472,879.55,7.953317975863205,89.69,3208.29,382.07721185685614,7.090069108615578,359.77,2543.329193732818,188.87619826382775,12.166658987931605,239.79,2646.739930891385,860.9303916154882,5.409769637948076,349.47,3157.8093780224604,215.53,8.046751132752371,269.95,2736.2541933516604,207.98,11.163317975863205,89.69,,,,,,,,,1b,2,1568022227
11443,11443,332.06698342441416,1568022605.413818,332.06698342441416,-76.53522978840938,562.5014152787372,78.75276169701172,681.961604189104,0.9939497709274292,580.2690095370386,109.53029537424095,715.6788115969777,0.9810208082199096,580.8490408898127,50.21271625107524,713.1562928844572,0.9938784837722778,541.0041884820712,161.5596672675404,735.2296981672505,0.7909711599349976,600.9295287970808,10.290907017948326,755.9505982125193,0.747567892074585,430.9191065233557,205.9903594109771,588.8497893941314,0.9698892831802368,444.02597205781774,-46.68597101620918,608.8866712459089,0.9754068851470948,522.3405773424042,278.20486839741324,366.9969497646652,0.369167685508728,522.8984814295604,-124.14193694047398,320.2115794894648,0.9401114583015442,703.7169321455394,309.63946377358013,189.3280285272343,0.8860369920730591,746.9615904212616,-151.47536984863018,174.21121119503502,0.3777983784675598,346.7494272822504,171.9117932099266,182.40716005799086,0.3927798867225647,337.02940923915867,-39.546202905103605,108.72294452259571,0.3085295557975769,618.4898462493206,197.27939301365623,42.18442380052653,0.13656967878341675,558.2777615446109,-50.818006496624925,-72.91931656437005,0.5419666171073914,514.4081420384268,222.038962206555,-472.47081338326757,0.00538402795791626,427.71596339093554,-74.08788189451245,-582.8306281475046,0.015315026044845581,3098.144346958125,211.05,3.4371491802731984,90.65368176685551,3205.1266983424416,137.1341326046873,7.993396684882817,179.26,3202.7066983424406,562.2411160291014,6.986793369765636,179.46,3203.3133016575584,1162.9958673953124,8.046603315117181,359.45,3205.413301657559,942.8823756831056,7.516508287792956,359.45,2741.0165790163283,217.9033016575586,10.790190054648454,269.69,2752.419025427969,214.66330165755855,13.626508287792955,269.69,3086.9612353552147,212.17,3.7774585610352234,89.95,2824.8196906192384,215.0533016575586,11.533491712207045,269.69,2847.8595955919136,215.1733016575586,11.644061876152403,269.69,2932.835867395313,880.75,7.97,89.71,3206.0,704.4531359016994,9.926413260468731,0.05,3075.2544419854494,212.16,3.5533966848828187,89.95,2853.025867395313,880.34,7.9833016575585924,89.69,2869.483396684883,47.212042003554295,14.623206630234366,179.08,2869.0900950273244,71.96845526402302,15.426793369765635,179.08,2705.775867395313,879.55,7.946603315117183,89.69,3208.29,382.31558231334,7.12028508197268,359.77,2542.976674043652,188.67140111107412,12.163301657558591,239.79,2646.709714918027,861.1016154645117,5.309049726757733,349.47,3157.5374342622463,215.53,8.083681766855497,269.95,2736.6302143534376,207.98,11.156603315117183,89.69,,,,,,,,,1b,2,1568022227
11444,11444,332.1,1568022605.4468615,332.1,-76.53522978840938,572.3769358051646,78.79537692635735,685.7301094294761,0.995435893535614,584.981039466526,111.16915990994902,718.7635942356012,0.9816328287124634,587.2372571071945,49.34367713844951,716.5609306630977,0.995586395263672,523.6832853317853,165.10825563185534,732.0399393031851,0.7261742353439331,601.6035112929478,9.510439318164421,755.3999201718884,0.7538878917694092,426.25514746116824,202.9874810895113,587.6979776720367,0.9675548076629642,431.0767178984571,-48.45398193753957,603.4258189894792,0.9780840277671814,531.2934447559298,280.10730735051163,360.02437997465347,0.9655411243438721,516.650428412082,-123.20174618132073,367.4294018443761,0.1613035500049591,702.6335487841534,310.3820160954006,183.41445518884584,0.8939218521118164,750.2858055613377,-154.5524779651979,169.68380698522085,0.6427072286605835,362.87734295908837,168.61122122584362,165.8224942680271,0.1294969916343689,364.97291505851194,-27.20800369406927,201.574964182048,0.8219743967056274,624.0902644498475,193.55058859341358,41.518530047862576,0.09526577591896056,524.173178537538,-47.57564062155386,-72.43487529554426,0.35450536012649536,535.9315105833928,221.94730877138505,-457.78250826681,0.00323602557182312,631.9157372179789,-49.715693629358775,-363.6853571123357,0.005022913217544557,3098.25,211.05,3.14,90.69,3205.13,136.87,8.0,179.26,3202.71,562.01,7.0,179.46,3203.31,1163.26,8.04,359.45,3205.41,943.13,7.5,359.45,2740.66,217.9,10.81,269.69,2751.97,214.66,13.61,269.69,3087.09,212.17,3.86,89.95,2824.44,215.05,11.55,269.69,2847.47,215.17,11.72,269.69,2933.1,880.75,7.97,89.71,3206.0,704.78,9.9,0.05,3075.37,212.16,3.56,89.95,2853.29,880.34,7.98,89.69,,,,,2869.1,71.46,15.44,179.08,2706.04,879.55,7.94,89.69,3208.29,382.55,7.15,359.77,2542.63,188.47,12.16,239.79,2646.68,861.27,5.21,349.47,3157.27,215.53,8.12,269.95,2737.0,207.98,11.15,89.69,,,,,,,,,1b,2,1568022227
11445,11445,332.14828259037733,1568022605.4801946,332.14828259037733,-83.2309405391524,566.5116552942076,78.323572846911,682.0896492874165,0.9967737197875975,590.0418102680093,111.45849214002321,722.0265891495276,0.9824087023735046,587.3775398175679,48.37696216962758,717.2674292922273,0.9956225752830504,533.3642149908285,160.80973814769413,737.3134304579472,0.6962955594062805,598.5622385952454,8.300730796951925,754.3814891579459,0.6632904410362244,428.78573397524605,210.2581467682727,592.5180555066543,0.958070993423462,432.78012762318303,-43.01485884043624,608.1881423812467,0.8775131702423096,527.8494500400695,275.4649761358247,367.61214278035277,0.3577842116355896,528.6845117840677,-123.50647583570208,331.5749254982792,0.9431941509246826,708.8108589365088,313.0846436311993,187.96329442539937,0.8331400156021118,743.1718742751802,-153.4084137854529,171.71020181717432,0.23497474193573,315.11336684358565,172.81489374496581,161.06433146393394,0.5007370710372925,340.7208032135757,-36.38983573651029,149.05761759452758,0.3107985854148865,622.1513488948361,193.41666738984486,35.43968727967609,0.1148584485054016,534.5704542684739,-55.74117731929985,-76.84909905596173,0.5840219259262085,540.3716181666522,221.15705482198888,-457.2203038026864,0.0058457553386688215,566.9955443236928,-66.21086788195204,-437.88869616468696,0.002866625785827637,3098.4238173253584,211.0451717409623,3.3669281747731765,90.75759562652814,3205.134828259038,136.48373927698182,7.990343481924546,179.26,3202.7148282590383,561.6768501263969,6.990343481924546,179.46,3203.305171740962,1163.651088982056,8.049656518075452,359.45,3205.41,943.4921194278296,7.514484777113181,359.45,2740.133719764888,217.9,10.838969554226363,269.69,2751.313356770869,214.66,13.624484777113183,269.69,3087.254160807283,212.17,3.6427283433022786,89.95,2823.884750210661,215.05,11.506545668660454,269.69,2846.900265433548,215.17,11.78759562652818,269.69,2933.48143246398,880.75,7.965171740962273,89.71,3206.0,705.2579976447348,9.919313036150909,0.05,3075.5486455843957,212.16,3.613110849414999,89.95,2853.676260723018,880.34,7.965515222886818,89.69,,,,,2869.109656518076,70.72127636722773,15.382060891547274,179.08,2706.42143246398,879.5548282590378,7.964141295188637,89.69,3208.2851717409617,382.8976346507163,7.135515222886819,359.77,2542.1230328010392,188.17547619869862,12.150343481924546,239.79,2646.6317174096225,861.5258977289997,5.267939108452727,349.47,3156.8789110179437,215.53,8.12,269.95,2737.535936753188,207.9848282590377,11.145171740962274,89.69,,,,,,,,,1b,2,1568022227
11446,11446,332.2,1568022605.515899,332.2,-108.97396097104333,589.2752853715883,77.41366731394852,692.2575474970157,0.9972184300422668,589.7780349061993,109.15661614714355,723.4192188828807,0.9879295825958252,587.3711354918299,46.20054258191204,717.2749559176193,0.9960978627204896,548.1123332939865,153.38683409951486,742.8821556504015,0.7906509637832642,592.8482690414203,7.480027020206029,751.4280966469113,0.7163272500038147,430.3795925019667,210.16400985807084,589.9748601021456,0.9498413205146792,427.31124970949134,-48.61343751767426,601.0099533814332,0.9763598442077636,532.5762383190471,273.6006469400103,373.8921152123739,0.3822952806949616,510.0024134752054,-123.79929539683093,376.28638970606886,0.11559787392616272,716.9019566845488,314.2422608474528,192.01477950525555,0.8878446817398071,741.3799346930413,-154.82107083879674,173.5304102378869,0.32298970222473145,298.8527570002223,171.2287627367174,154.19281248914982,0.578210711479187,356.77097556168764,-30.806418825675944,187.9902674960695,0.858505368232727,621.7611811775363,192.95608196019924,31.9369416549805,0.1573238968849182,533.6826252385765,-57.4867744273495,-59.918529350543935,0.6613912582397461,527.419674486829,217.68667333456668,-444.8113087231093,0.008179664611816406,375.60120570881526,-87.43698955134165,-606.4425408724577,0.011053264141082764,3098.61,211.04,3.61,90.83,3205.14,136.07,7.98,179.26,3202.72,561.32,6.98,179.46,3203.3,1164.07,8.06,359.45,3205.41,943.88,7.53,359.45,2739.57,217.9,10.87,269.69,2750.61,214.66,13.64,269.69,3087.43,212.17,3.41,89.95,2823.29,215.05,11.46,269.69,2846.29,215.17,11.86,269.69,2933.89,880.75,7.96,89.71,3206.0,705.77,9.94,0.05,3075.74,212.16,3.67,89.95,2854.09,880.34,7.95,89.69,,,,,2869.12,69.93,15.32,179.08,2706.83,879.56,7.99,89.69,3208.28,383.27,7.12,359.77,2541.58,187.86,12.14,239.79,2646.58,861.8,5.33,349.47,3156.46,215.53,8.12,269.95,2738.11,207.99,11.14,89.69,,,,,,,,,1b,2,1568022227
11447,11447,332.23156624273395,1568022605.546765,332.23156624273395,-77.70187838786367,576.1983453862007,79.09738809611619,690.4911000866023,0.9975105524063108,581.9530039622751,110.64852138709318,722.5213892745137,0.9874482154846193,593.5047489670201,47.86866707831985,721.8935513572518,0.9962422847747804,549.5638584196079,151.16644389907913,744.6715891255998,0.6450183391571045,600.4579521543633,5.661958486722372,754.4934578893962,0.7760657072067261,430.3329282241729,210.484072176734,590.1404624966074,0.9149055480957032,429.19121280453044,-56.98843482084176,595.6250938963185,0.9156661033630372,531.2045133759716,274.41184369805256,373.8432221636686,0.3253636956214905,507.8973446354637,-124.84236091159022,390.2550653924282,0.17678967118263245,718.3827914063202,313.7884154187653,191.1060606581781,0.8781300783157349,743.2063864860949,-157.7951102777263,165.48547375624375,0.5509393811225891,281.53327986337,171.11289342873448,143.82480207593892,0.6427215933799744,349.35222693775603,-37.396764683182475,175.09025844246838,0.7031510472297668,606.1451748869345,193.2646909233102,18.5040991000808,0.14792698621749878,541.9094636775312,-57.854601132527705,-53.306834893637216,0.5409873723983765,516.1094982522898,216.32240896001213,-445.5136668296608,0.011837542057037357,472.06942925844396,-88.24381340155533,-523.9567840826518,0.004290938377380371,3098.723638473842,211.0368433757266,3.61,90.84262649709358,3205.143156624273,135.82062668240178,7.970530127179816,179.26,3202.72,561.0990363008624,6.976843375726606,179.46,3203.296843375727,1164.3225299418714,8.025277132992654,359.45,3205.406843375726,944.1167468205048,7.5394698728201845,359.45,2739.229084578473,217.89684337572658,10.854216878633022,269.69,2750.1806990988184,214.6568433757266,13.611590381539445,269.69,3087.5436384738427,212.17,3.479445734014694,89.95,2822.92698820856,215.04684337572658,11.488409618460558,269.69,2845.9080484629185,215.1668433757266,11.932602358288088,269.69,2934.1425299418715,880.7531566242734,7.95368675145321,89.71,3206.0,706.0825058030659,9.92737350290642,0.05,3075.850481849569,212.16,3.625807260172468,89.95,2854.339373317598,880.3431566242733,7.9531566242733955,89.69,,,,,2869.1294698728198,69.44072323762376,15.373662612647722,179.08,2707.082529941872,879.56,7.9773735029064206,89.69,3208.28,383.49412032341104,7.129469872820184,359.77,2541.248554451293,187.6674459193229,12.130530127179814,239.79,2646.548433757266,861.9673010864899,5.367879491280743,349.47,3156.207470058129,215.53,8.088433757266047,269.95,2738.460385294347,207.9931566242734,11.127373502906421,89.69,,,,,,,,,1b,2,1568022227
11448,11448,332.26582603479886,1568022605.580265,332.26582603479886,-109.1602523657527,565.4130768770907,77.35255881946253,685.1009154859263,0.9968843460083008,591.9576430324541,109.86234102532455,726.4739995813395,0.98784601688385,588.2705885163082,45.53869084108169,720.775294173098,0.9946304559707642,537.6225607759926,156.050721909345,740.3409322569537,0.7033167481422424,598.7292201168714,5.166781129888183,753.2074199146242,0.7130890488624573,434.64719279445166,206.65313205642224,591.5131309882362,0.9156167507171632,428.4729810630348,-47.19641611026079,605.5880074790341,0.9067543745040894,528.0899755081501,272.60691801656174,371.74973297352517,0.2905736565589905,527.9145140195556,-124.64365548659306,333.56213185180667,0.9378462433815002,725.4364467048672,313.0083144235023,193.1789554536635,0.8871705532073975,740.3879594134618,-157.17426717260304,170.45828312677432,0.29525795578956604,288.7847608762163,159.56909179066415,142.69213409930774,0.3926683664321899,370.2295712613041,-39.44219835249335,149.2657697282886,0.4776408970355988,595.2988029314247,192.8477646757719,1.337422090097505,0.4218316078186035,553.3593727083795,-59.90354301052985,-52.06207125861066,0.42531082034111023,517.4319415037427,215.00816170386898,-468.2514741981125,0.031487494707107544,318.90922860656775,-101.15254133855484,-656.5161454714616,0.01040247082710266,3098.846973725276,211.0334173965201,3.61,90.85633041391957,3205.14658260348,135.54997432508856,7.960252189560325,179.26,3202.72,560.8592177564076,6.973417396520108,179.46,3203.29341739652,1164.5966082783912,7.987591361721193,359.45,3205.4034173965197,944.373695260992,7.549747810439674,359.45,2738.8590788241722,217.89341739652008,10.837086982600544,269.69,2749.7147659267353,214.65341739652007,13.580756568680975,269.69,3087.666973725276,212.17,3.554817276557616,89.95,2822.533000599813,215.04341739652008,11.519243431319024,269.69,2845.4935049789333,215.1634173965201,12.011399880037509,269.69,2934.416608278392,880.7565826034797,7.946834793040218,89.71,3206.0,706.4216777445092,9.913669586080433,0.05,3075.970391121796,212.16,3.577843551281517,89.95,2854.6100256749114,880.3465826034799,7.956582603479892,89.69,,,,,2869.1397478104395,68.9096964606168,15.431904259158154,179.08,2707.3566082783914,879.56,7.963669586080433,89.69,3208.28,383.7373648470723,7.139747810439675,359.77,2540.888826634612,187.45846118772658,12.120252189560325,239.79,2646.5141739652013,862.1488779844342,5.4089912417587005,349.47,3155.933391721609,215.53,8.054173965201084,269.95,2738.840668986268,207.9965826034799,11.113669586080434,89.69,,,,,,,,,1b,2,1568022227
11449,11449,332.3,1568022605.613681,332.3,-76.82271095995414,574.7847616719941,77.12085932858905,689.8963256942717,0.9966100454330444,591.6898887883775,108.09211403347362,728.5686799174819,0.9876856803894044,594.3959309109765,45.17679129933825,726.7341823725287,0.9930896162986756,547.0397622741626,151.90213525049558,745.4215037896811,0.6796077489852905,603.6196756814658,1.3239327632769111,757.0297254721897,0.6756269335746765,430.6456533462999,206.22613423445117,590.2647074211062,0.9338624477386476,428.7166342271052,-49.68399874096338,605.8073692495412,0.9249900579452516,526.5938927489324,272.4115798746064,371.69127859602236,0.4204660952091217,535.197457642451,-124.7720382296843,327.723409631307,0.9400516152381896,719.1270801422404,314.8572467940346,191.75557405494166,0.8621101379394531,740.7606792637563,-159.01816275339738,175.6129474714711,0.3637657761573792,298.1729592442332,170.34329496356992,152.15665645390519,0.6296308636665344,371.4006857712267,-40.97765868643162,139.93384339836388,0.4232110381126404,576.3102046589738,199.88823352432118,-20.554629220498494,0.0691055953502655,569.6717423306027,-59.92929444639141,-40.59258548609717,0.4429531097412109,506.17056011059645,215.74759895869332,-491.60300505707283,0.02141454815864563,376.6443032769542,-102.39041315009581,-621.4678691209788,0.002642005681991577,3098.97,211.03,3.61,90.87,3205.15,135.28,7.95,179.26,3202.72,560.62,6.97,179.46,3203.29,1164.87,7.95,359.45,3205.4,944.63,7.56,359.45,2738.49,217.89,10.82,269.69,2749.25,214.65,13.55,269.69,3087.79,212.17,3.63,89.95,2822.14,215.04,11.55,269.69,2845.08,215.16,12.09,269.69,2934.69,880.76,7.94,89.71,3206.0,706.76,9.9,0.05,3076.09,212.16,3.53,89.95,2854.88,880.35,7.96,89.69,,,,,2869.15,68.38,15.49,179.08,2707.63,879.56,7.95,89.69,3208.28,383.98,7.15,359.77,2540.53,187.25,12.11,239.79,2646.48,862.33,5.45,349.47,3155.66,215.53,8.02,269.95,2739.22,208.0,11.1,89.69,,,,,,,,,1b,2,1568022227
11450,11450,332.3331041579528,1568022605.646892,332.3331041579528,-81.99556660699014,595.073194967486,77.12860016948281,699.0294263542394,0.997006058692932,593.8122727931193,106.82801298852785,730.6887713982501,0.9885330200195312,598.359775289798,44.255263237467965,728.2972210132034,0.9947253465652466,551.5533863153601,148.1131423943371,747.7719788100667,0.6292835474014282,601.3108677654278,-1.3894889541615498,756.7022586720195,0.7761644124984741,434.4637883436767,205.2128447058395,592.0341203811815,0.939987063407898,448.9975101296442,-45.753115737726574,614.4362394750337,0.9339725375175476,525.6126121834544,271.31159560464346,372.75049513029745,0.4505711495876312,542.0404493917691,-123.39051844521865,335.431097117146,0.9403378963470459,720.2053723642317,314.0080264544239,195.86773059048198,0.8331365585327148,737.3100373520219,-164.14635780350218,172.82782223885033,0.2110294997692108,272.2956189512638,173.20791978201675,136.24860721489108,0.6548432111740112,382.08219519221115,-41.54571930009597,145.83271352882173,0.3647995591163635,568.8356570257566,202.2187279098256,-31.738497569955683,0.07860636711120605,582.186158834855,-56.13669806544002,-25.64284756021823,0.4396696090698242,498.1963149479993,210.24093304649617,-506.7698226485738,0.036361634731292725,344.234250514866,-109.25951152012108,-668.9467446090532,0.0029198825359344482,3099.0891749686302,211.03,3.6033791684094414,90.8501375052283,3205.153310415795,135.0151667363777,7.946689584204721,179.26,3202.7233104157954,560.3882708943305,6.973310415795279,179.46,3203.29,1165.1348332636223,7.986414573748068,359.45,3205.3966895842045,944.8815916004413,7.563310415795279,359.45,2738.1324750941103,217.89,10.833241663181116,269.69,2748.799783451842,214.64668958420472,13.569862494771671,269.69,3087.9091749686304,212.17,3.63,89.95,2821.7593021835432,215.03668958420468,11.526827089433048,269.69,2844.6728188571806,215.16,12.142966652724464,269.69,2934.9548332636223,880.76,7.956552078976394,89.71,3206.0,707.0910415795279,9.92648332636223,0.05,3076.2091749686306,212.16,3.5432416631811154,89.95,2855.1448332636223,880.35,7.963310415795279,89.69,,,,,2869.156620831591,67.86357513593649,15.536345821133905,179.08,2707.8948332636223,879.5633104157953,7.9665520789763935,89.69,3208.28,384.21503952146486,7.120206257842491,359.77,2540.185716757291,187.048064636488,12.106689584204721,239.79,2646.446895842047,862.5120728687402,5.489724989543346,349.47,3155.391856320582,215.53,8.02,269.95,2739.590766569071,208.0,11.109931247385838,89.69,,,,,,,,,1b,2,1568022227
