,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.10_x,H_in-C_out.10_y,H_in-C_out.10_speed,H_in-C_out.10_angle,H_in-C_out.11_x,H_in-C_out.11_y,H_in-C_out.11_speed,H_in-C_out.11_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,C_in-E_out.9_x,C_in-E_out.9_y,C_in-E_out.9_speed,C_in-E_out.9_angle,C_in-E_out.10_x,C_in-E_out.10_y,C_in-E_out.10_speed,C_in-E_out.10_angle,A_in-D_out.21_x,A_in-D_out.21_y,A_in-D_out.21_speed,A_in-D_out.21_angle,A_in-D_out.23_x,A_in-D_out.23_y,A_in-D_out.23_speed,A_in-D_out.23_angle,A_in-D_out.24_x,A_in-D_out.24_y,A_in-D_out.24_speed,A_in-D_out.24_angle,D_in-A_out.22_x,D_in-A_out.22_y,D_in-A_out.22_speed,D_in-A_out.22_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,C_in-E_out.11_x,C_in-E_out.11_y,C_in-E_out.11_speed,C_in-E_out.11_angle,A_in-D_out.25_x,A_in-D_out.25_y,A_in-D_out.25_speed,A_in-D_out.25_angle,C_in-E_out.12_x,C_in-E_out.12_y,C_in-E_out.12_speed,C_in-E_out.12_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,D_in-A_out.23_x,D_in-A_out.23_y,D_in-A_out.23_speed,D_in-A_out.23_angle,B_in-A_out.39_x,B_in-A_out.39_y,B_in-A_out.39_speed,B_in-A_out.39_angle,A_in-B_out.31_x,A_in-B_out.31_y,A_in-B_out.31_speed,A_in-B_out.31_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,E_in-C_out.0_x,E_in-C_out.0_y,E_in-C_out.0_speed,E_in-C_out.0_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,scenario,participant_id,source_file
10921,10921,387.2,1569576260.7015805,387.2,,539.0603448696106,-32.74837590447707,665.1418157566808,0.9907660484313964,530.1351123715433,-17.16539120824246,711.7975572821167,0.9913955926895142,541.4147924730463,-72.17705462964871,699.9313382196747,0.9985708594322203,499.9905753915675,14.745733116713113,717.9373442921785,0.8437891006469727,504.61064750375573,-126.65721480081656,691.5172699011266,0.9223188161849976,392.204982354902,108.35930491052171,631.5632181921137,0.5709476470947266,426.0039353050155,-135.9985003875774,532.4417731842532,0.9789830446243286,261.2782151351944,348.0043896882857,611.9507412845976,0.5260158777236938,528.9893166774654,-208.35957517544992,298.7412898984847,0.8749889731407166,376.52305097326735,551.3577839839393,626.0410417049891,0.4701500236988068,695.623229037095,-208.6900066881891,137.9523018289693,0.7817530632019043,243.72292160672143,168.18779530125602,133.0968641331628,0.07196265459060669,374.7690105879637,-56.17256641624501,139.35511103856555,0.6038273572921753,561.7813846538526,206.47453646897847,0.9851727042259596,0.1743118166923523,805.4252477536978,-87.63957649203914,75.61817966024901,0.5276983976364136,398.9343916282909,243.68701019350482,-281.55385649822944,0.009444952011108398,463.3034360195971,-90.48757737846675,-513.2652299554056,0.053050458431243896,3153.46,212.79,4.42,91.88,3204.51,211.96,6.98,179.51,3205.54,104.84,7.66,179.26,3205.21,217.65,7.96,179.51,3203.68,1124.16,7.32,359.45,3203.82,1109.81,7.4,359.45,3315.32,76.26,6.51,178.76,3315.01,90.67,6.43,178.76,3141.41,212.22,4.37,89.95,2497.35,160.69,11.9,233.44,3114.18,881.65,7.96,89.71,3085.99,881.51,7.94,89.71,3061.41,881.39,7.99,89.71,3205.99,778.88,8.44,359.99,3130.07,212.21,4.33,89.95,3206.0,707.58,8.63,0.05,2928.49,880.73,7.98,89.71,2724.48,879.95,6.95,89.69,2725.34,881.26,7.98,89.69,3073.59,215.46,7.91,269.95,2411.0,114.33,13.48,268.2,2868.68,97.91,14.92,179.08,2651.89,872.17,7.35,39.02,3201.89,966.61,8.77,179.45,2750.95,622.64,7.86,318.43,2767.77,603.0,7.98,320.58,1b,30,1569575905
10922,10922,387.2,1569576260.7015805,387.2,,546.2119938236547,-30.45538222106543,669.6572779196831,0.9885903596878052,536.9756125680088,-17.020634281489446,714.8654522886453,0.9900656938552856,540.3388733909136,-70.63773870619579,700.3680342701073,0.9985880255699158,503.820669324424,11.883154516520257,719.9873783463713,0.7936842441558838,510.5623081196558,-124.12522002800293,694.6171111797906,0.9466736316680908,397.67353198062307,107.16784436349914,632.5341020625617,0.6131337285041809,430.3714265010775,-139.21880979422141,533.6790729008102,0.9804554581642152,256.29862378037893,347.824947655634,610.2319157836707,0.4497569501399994,517.9134619508797,-203.1119114944875,301.4025891688209,0.29389649629592896,377.1130069206033,551.8152753365224,627.5656085742306,0.4250323772430421,708.3413320074702,-208.64848786332016,127.25783243921649,0.8758246898651123,253.612751570525,173.30933832320235,140.08603905425213,0.14063885807991028,357.9538713628341,-57.75337998108449,158.21193813151032,0.7877144813537598,558.8352600762544,203.26783580731686,8.961294614941608,0.13602915406227112,809.5033033894348,-88.43620061838669,77.39986472578161,0.5015705823898315,494.12476800107765,247.5357339248027,-130.7393019761467,0.013961970806121826,456.89956271069747,-89.75336941497517,-521.0517733517645,0.04653483629226685,3153.46,212.79,4.42,91.88,3204.51,211.96,6.98,179.51,3205.54,104.84,7.66,179.26,3205.21,217.65,7.96,179.51,3203.68,1124.16,7.32,359.45,3203.82,1109.81,7.4,359.45,3315.32,76.26,6.51,178.76,3315.01,90.67,6.43,178.76,3141.41,212.22,4.37,89.95,2497.35,160.69,11.9,233.44,3114.18,881.65,7.96,89.71,3085.99,881.51,7.94,89.71,3061.41,881.39,7.99,89.71,3205.99,778.88,8.44,359.99,3130.07,212.21,4.33,89.95,3206.0,707.58,8.63,0.05,2928.49,880.73,7.98,89.71,2724.48,879.95,6.95,89.69,2725.34,881.26,7.98,89.69,3073.59,215.46,7.91,269.95,2411.0,114.33,13.48,268.2,2868.68,97.91,14.92,179.08,2651.89,872.17,7.35,39.02,3201.89,966.61,8.77,179.45,2750.95,622.64,7.86,318.43,2767.77,603.0,7.98,320.58,1b,30,1569575905
10923,10923,387.2269699659188,1569576260.7378054,387.2269699659188,-93.53206892290329,547.6276403644104,-28.915964394463305,667.8563956937066,0.9839738607406616,534.1697661242597,-14.116486374789812,713.5185805404652,0.9907176494598388,547.7703316685806,-67.96157418292357,702.3502941684642,0.998447060585022,497.55565082506286,16.249507076996633,716.8870846755956,0.8334898948669434,503.5280814545985,-122.05651274592785,693.9710394831187,0.9571685791015624,390.7009046580899,109.03664177195202,630.4381107992077,0.5805175304412842,430.82254515824854,-139.43312961269868,533.3803305682221,0.9499873518943788,267.5497071035914,346.05381894394964,612.7764213891483,0.4429939389228821,515.3518287721558,-200.33094642804002,299.86771915561206,0.22202810645103446,358.553284533505,558.0597902422642,622.3625837836313,0.4156149625778198,695.6134560330887,-211.58032324126808,115.26974749018284,0.8873428106307983,266.2917303411852,175.34003047633263,151.96860972941238,0.05043560266494751,367.3123752134679,-59.560001079700136,172.26463519637142,0.6536269187927246,563.9221843533741,202.73906470885262,24.04575658731892,0.16260585188865662,695.868160452841,-92.97729749707577,10.746404556549606,0.3179434537887573,537.437181170513,212.85802060403856,-60.09959238990138,0.07416921854019165,423.5950101875361,-97.6710160283309,-555.2147197404173,0.038468748331069946,3153.5786678500426,212.78460600681626,4.42,91.88809098977563,3204.51,211.77121023856847,6.977303003408121,179.51,3205.542696996592,104.63233126242531,7.668090989775638,179.26,3205.21,217.4342402726497,7.9815759727350315,179.51,3203.68,1124.3595777477992,7.328090989775637,359.45,3203.817303003408,1110.009577747799,7.389212013632486,359.45,3315.325393993184,76.07930122834412,6.5180909897756365,178.76,3315.012696996592,90.49199822493601,6.4434849829593945,178.76,3141.5313648466345,212.22,4.391575972735032,89.95,2497.088391330588,160.49851324197658,11.921575972735033,233.44,3114.3957597273497,881.652696996592,7.9573030034081205,89.71,3086.2057597273497,881.5126969965919,7.94,89.71,3061.6257597273498,881.39,7.99,89.71,3205.99,779.1065477137178,8.44,359.99,3130.1886678500427,212.21,4.348878976143152,89.95,3206.0,707.8119417069015,8.63,0.05,2928.7057597273497,880.73,7.9853939931837585,89.71,2724.6660927648395,879.952696996592,6.952696996591879,89.69,2725.5557597273505,881.26,7.982696996591879,89.69,3073.376937269242,215.46,7.904606006816242,269.95,2410.635905460096,114.32190901022436,13.471909010224365,268.3537288057371,2868.6853939931834,97.50814750781004,14.898424027264971,179.08,2652.016758839818,872.3264258023289,7.379666962510668,39.02,3201.892696996592,966.3753612965063,8.772696996591879,179.45,2750.8070591806304,622.7991227989207,7.865393993183757,318.43,2767.645938156773,603.1753047784721,7.969212013632486,320.58,1b,30,1569575905
10924,10924,387.2499630786708,1569576260.7686887,387.2499630786708,-93.48070048739382,544.2623685938621,-27.346745849887448,664.0218095091437,0.9980164766311646,527.1844137270505,-10.901506013466914,708.2646811460263,0.9908002614974976,549.2719400250077,-66.50756095297396,700.1326225471521,0.9983376264572144,493.72106328212914,20.00851951620338,715.084938761823,0.849143385887146,509.2467856335089,-118.2818451372359,698.6750033950066,0.959685444831848,389.62352861744176,106.6308446561601,627.654728958844,0.8727158308029175,424.8117752722277,-135.82542656747,536.3139983462918,0.9728903770446776,271.61141777853345,346.2067570149814,611.2820374955494,0.4018418192863464,514.1153389663612,-200.32493407395438,299.80562389019235,0.2369004786014557,352.1591192478848,559.0197895005551,622.1090606481289,0.5177103281021118,679.0873167339662,-210.81109712946213,121.56599251568231,0.8090040683746338,271.16853255972063,177.1104718579336,159.11266918540326,0.05847015976905823,379.91245561977934,-46.82445135848546,180.1077997805931,0.7569798231124878,569.2066580283454,204.16019983025555,30.19542496223136,0.15753597021102905,775.1157129743189,-90.01359087471975,48.88017931212619,0.3120830357074737,407.2181484552437,187.6243045820608,-147.6114788245271,0.028803497552871708,419.4800929534492,-97.84959770780529,-560.8230783550397,0.03562554717063904,3153.6798375461517,212.78000738426587,4.42,91.89498892360123,3204.51,211.61025844930427,6.975003692132917,179.51,3205.5449963078668,104.45528429423472,7.674988923601244,179.26,3205.21,217.25029537063347,7.999970462936653,179.51,3203.68,1124.529726782164,7.334988923601244,359.45,3203.8150036921334,1110.179726782164,7.380014768531674,359.45,3315.329992615734,75.92524737290553,6.524988923601245,178.76,3315.014996307867,90.34024368077263,6.454981539335407,178.76,3141.6348338540192,212.22,4.409970462936654,89.95,2496.865358136893,160.3352621414372,11.939970462936651,233.44,3114.5797046293665,881.654996307867,7.955003692132919,89.71,3086.3897046293664,881.514996307867,7.94,89.71,3061.8097046293665,881.39,7.99,89.71,3205.99,779.2996898608349,8.44,359.99,3130.289837546152,212.21,4.364974155069572,89.95,3206.0,708.0096824765691,8.63,0.05,2928.8897046293664,880.73,7.989992615734162,89.71,2724.824745242829,879.9549963078671,6.9549963078670825,89.69,2725.739704629367,881.26,7.984996307867083,89.69,3073.195291678501,215.46,7.9000073842658365,269.95,2410.325498437944,114.31501107639878,13.465011076398756,268.48478954842363,2868.6899926157344,97.16555012780485,14.880029537063349,179.08,2652.1248264697533,872.4597858562908,7.4049593865378975,39.02,3201.8949963078667,966.1753212155639,8.774996307867081,179.45,2750.685195683045,622.9347821641577,7.869992615734162,318.43,2767.5401698381147,603.3247600113604,7.960014768531674,320.58,1b,30,1569575905
10925,10925,387.27523129082647,1569576260.8026278,387.27523129082647,-87.62995306588839,541.265168845561,-26.31340553645781,660.8421791500141,0.9980522394180298,531.7356650021189,-9.355932324058736,708.3215100758055,0.9900513887405396,546.1678638022335,-65.75726918982068,697.9785938065203,0.9981134533882141,497.63500872848886,20.884434239853693,713.6361548458694,0.863160252571106,514.0835383859719,-115.70078568735556,700.8553029557968,0.962979018688202,390.0099628596653,108.95492494938543,626.5078707322382,0.8848164081573486,434.26135964666685,-136.79621049669623,536.6553609144971,0.9555253982543944,278.469401268037,349.0457711631737,610.22322820151,0.6077049970626831,521.6446955044956,-209.46107771073528,296.1444075074391,0.8657349944114685,348.7202013363633,563.0931458707804,626.8080827472699,0.6032673120498657,679.1680081466386,-209.0734202273991,126.06831102471516,0.8121162056922913,269.61154892118753,180.2400086454334,161.14566456731694,0.06536367535591125,386.0000453370128,-45.52968926500371,184.28743812388697,0.7274568676948547,593.2413551861704,223.07694669218048,44.556507704184725,0.6828357577323914,713.9625428071314,-89.75872363310673,19.46704849921673,0.27838560938835144,527.6159801826177,178.23830438295693,-87.52082701440901,0.09832808375358584,397.46340767708193,-97.99017690599906,-584.1842241122135,0.0353793203830719,3153.7910176796363,212.77495374183468,4.42,91.90256938724795,3204.51,211.43338096421482,6.972476870917354,179.51,3205.5475231290834,104.26071906063623,7.6825693872479395,179.26,3205.21,217.04814967338834,8.02018503266117,179.51,3203.68,1124.7167115521158,7.342569387247938,359.45,3203.8124768709167,1110.3667115521157,7.369907483669414,359.45,3315.335046258165,75.7559503514627,6.532569387247938,178.76,3315.017523129083,90.17347348054537,6.467615645413232,178.76,3141.748540808719,212.22,4.4301850326611705,89.95,2496.6202564789833,160.1558578351321,11.96018503266117,233.44,3114.781850326612,881.6575231290826,7.952476870917353,89.71,3086.591850326612,881.5175231290826,7.94,89.71,3062.011850326612,881.39,7.99,89.71,3205.99,779.5119428429422,8.44,359.99,3130.4010176796364,212.21,4.3826619035785255,89.95,3206.0,708.2269891011076,8.63,0.05,2929.091850326612,880.73,7.995046258165293,89.71,2724.9990959067027,879.9575231290828,6.957523129082646,89.69,2725.9418503266115,881.26,7.987523129082646,89.69,3072.9956728024713,215.46,7.8949537418347076,269.95,2409.984377573843,114.30743061275206,13.457430612752061,268.6288183577108,2868.6950462581653,96.78905376668571,14.85981496733883,179.08,2652.243587066885,872.6063414867933,7.4327544199091085,39.02,3201.8975231290833,965.9554877698097,8.777523129082644,179.45,2750.55127415862,623.0838646158761,7.875046258165293,318.43,2767.4239360621978,603.489003390372,7.949907483669414,320.58,1b,30,1569575905
10926,10926,387.27523129082647,1569576260.8026278,387.27523129082647,,548.2727689357548,-25.98012998440173,665.4480681201098,0.9979090094566344,535.4566907722702,-9.708462132464227,709.7772850310132,0.9900204539299012,545.5189513283792,-66.4386361054358,698.8479615201143,0.99830424785614,508.34568549849405,16.797683214345653,717.4494146219226,0.8096309900283813,510.3848732061586,-115.23959736860584,698.7438928200667,0.965384840965271,386.44350805362023,110.00758343683607,625.1980574091052,0.5649047493934631,430.92000783192634,-139.20404767368427,534.1248858334179,0.9528515338897704,265.7581320404481,348.6180921862765,614.5662166138391,0.5204667448997498,518.5536177325267,-203.3357202775176,301.5497065687862,0.27989745140075684,353.03005050658965,549.1299727326864,624.7230075971511,0.4339135885238648,706.2824619445063,-207.23706731055682,127.28125020345854,0.892816424369812,272.97954694645,179.76626213965733,162.75689169551129,0.12334638833999635,367.6204455060527,-57.425003411600215,176.519323363289,0.693767786026001,595.4990000661088,228.1021712207002,40.09488423748903,0.6122684478759766,707.6115524395374,-90.04471799999916,17.93130198015467,0.30338916182518005,549.2179886970939,180.40859109766757,-76.84566881923661,0.08171531558036804,362.8429571146887,-98.73699004808157,-620.3106125479354,0.03502646088600159,3153.7910176796363,212.77495374183468,4.42,91.90256938724795,3204.51,211.43338096421482,6.972476870917354,179.51,3205.5475231290834,104.26071906063623,7.6825693872479395,179.26,3205.21,217.04814967338834,8.02018503266117,179.51,3203.68,1124.7167115521158,7.342569387247938,359.45,3203.8124768709167,1110.3667115521157,7.369907483669414,359.45,3315.335046258165,75.7559503514627,6.532569387247938,178.76,3315.017523129083,90.17347348054537,6.467615645413232,178.76,3141.748540808719,212.22,4.4301850326611705,89.95,2496.6202564789833,160.1558578351321,11.96018503266117,233.44,3114.781850326612,881.6575231290826,7.952476870917353,89.71,3086.591850326612,881.5175231290826,7.94,89.71,3062.011850326612,881.39,7.99,89.71,3205.99,779.5119428429422,8.44,359.99,3130.4010176796364,212.21,4.3826619035785255,89.95,3206.0,708.2269891011076,8.63,0.05,2929.091850326612,880.73,7.995046258165293,89.71,2724.9990959067027,879.9575231290828,6.957523129082646,89.69,2725.9418503266115,881.26,7.987523129082646,89.69,3072.9956728024713,215.46,7.8949537418347076,269.95,2409.984377573843,114.30743061275206,13.457430612752061,268.6288183577108,2868.6950462581653,96.78905376668571,14.85981496733883,179.08,2652.243587066885,872.6063414867933,7.4327544199091085,39.02,3201.8975231290833,965.9554877698097,8.777523129082644,179.45,2750.55127415862,623.0838646158761,7.875046258165293,318.43,2767.4239360621978,603.489003390372,7.949907483669414,320.58,1b,30,1569575905
10927,10927,387.3,1569576260.835896,387.3,-94.39565455424341,545.5684700349093,-24.94348502837665,661.1570950157687,0.9977928400039672,536.0863915021014,-7.795227725800991,709.2132024898918,0.9887248277664183,546.0736884439368,-64.59765725484868,697.7487499736818,0.9978196024894714,495.7709706940748,22.182031763936983,713.4289824773152,0.8634366989135742,517.3041461027117,-114.38553828120277,703.1446232966962,0.9641176462173462,390.34256430382,108.62902535783931,624.5662465804427,0.8926408290863037,429.7703401072881,-135.7805688920242,536.5887032219297,0.9534238576889038,250.20941638468392,355.9387070476375,602.3151330813719,0.6441223621368408,528.5349389912964,-209.78566072866184,298.13691026463323,0.8461654186248779,363.12557334448417,559.680186878799,627.9615037167182,0.6263329982757568,680.5912553805322,-209.298163808541,124.00947466078523,0.7830958962440491,267.6887544209605,180.6008610569624,158.85012372231202,0.0599009096622467,383.79652491579816,-45.38234127847991,184.70579131295096,0.747663676738739,611.1627591977307,227.0015478226148,58.52753119619968,0.645221471786499,762.6357756533416,-79.83780987398241,48.595273874167226,0.05424800515174866,458.8581258911032,158.2353889903963,-194.8304845714724,0.020434081554412842,338.4554076412985,-102.13285315684185,-640.8919362990924,0.02665632963180542,3153.9,212.77,4.42,91.91,3204.51,211.26,6.97,179.51,3205.55,104.07,7.69,179.26,3205.21,216.85,8.04,179.51,3203.68,1124.9,7.35,359.45,3203.81,1110.55,7.36,359.45,3315.34,75.59,6.54,178.76,3315.02,90.01,6.48,178.76,3141.86,212.22,4.45,89.95,2496.38,159.98,11.98,233.44,3114.98,881.66,7.95,89.71,3086.79,881.52,7.94,89.71,3062.21,881.39,7.99,89.71,3205.99,779.72,8.44,359.99,3130.51,212.21,4.4,89.95,3206.0,708.44,8.63,0.05,2929.29,880.73,8.0,89.71,2725.17,879.96,6.96,89.69,2726.14,881.26,7.99,89.69,3072.8,215.46,7.89,269.95,2409.65,114.3,13.45,268.77,2868.7,96.42,14.84,179.08,2652.36,872.75,7.46,39.02,3201.9,965.74,8.78,179.45,2750.42,623.23,7.88,318.43,2767.31,603.65,7.94,320.58,1b,30,1569575905
10928,10928,387.3500777054415,1569576260.8696222,387.3500777054415,-97.61658614254914,541.5506312479191,-23.893986401530107,660.5082836126833,0.997800588607788,535.9872469223978,-6.9818799122499575,709.6147301494818,0.9893978834152222,556.0443241005562,-62.99315015437418,699.7281916691095,0.9978459477424622,497.88528247112885,22.87671980579677,713.6456738482843,0.8542860746383667,522.0805946764374,-113.49818507566799,702.9976161992262,0.9631968140602112,399.9078536601173,108.9979850980394,628.1744206015012,0.8837894201278687,430.11322736565864,-135.59168457396402,535.7284125826585,0.9546446800231934,251.9158486263543,357.30382603121177,600.6028981255363,0.6168058514595032,521.5420371742279,-210.86161328606465,294.2363467419802,0.8744195699691772,357.41926896532266,565.9010114702555,625.6579725601523,0.591542661190033,685.3892265424805,-209.09309864849925,131.79389908335727,0.7677320241928101,279.61009671560214,179.3015936799319,163.87851329898515,0.05994182825088501,363.0288022196728,-43.40739465442255,174.6155477797171,0.7394721508026123,586.3988385913036,230.77101066674697,48.17319233293429,0.7250153422355652,790.3781816917208,-71.14053274562595,62.08792832524574,0.04291316866874695,405.62447904324836,142.09529343625,-264.32849324735616,0.026028335094451904,360.23591801352586,-104.57267815791047,-618.119738239341,0.031697899103164666,3154.120341903942,212.76499222945583,4.425007770544148,91.9500621643532,3204.5150077705443,210.90945606190948,6.96499222945585,179.51,3205.5550077705443,103.68440166810045,7.69500777054415,179.26,3205.2150077705437,216.43936281537967,8.100093246529797,179.51,3203.674992229456,1125.265567249723,7.334976688367551,359.45,3203.81,1110.920575020267,7.380031082176599,359.45,3315.3450077705443,75.26449491463028,6.4999378356468025,178.76,3315.0300155410882,89.67948714408611,6.48,178.76,3142.080341903942,212.22,4.434976688367549,89.95,2495.904261798306,159.62444829136538,11.939937835646804,233.44,3115.380621643533,881.66,7.9600155410883,89.71,3087.185613872988,881.52,7.9500155410883,89.71,3062.610621643533,881.3950077705441,7.984992229455852,89.71,3205.99,780.1456604962527,8.4299844589117,359.99,3130.730341903942,212.21,4.39499222945585,89.95,3206.0,708.875676037341,8.6400155410883,0.05,2929.6906216435327,880.73,7.9899844589117,89.71,2725.520543938091,879.96,6.9700155410883,89.69,2726.540621643532,881.2650077705441,7.969968917823402,89.69,3072.4043861270125,215.46,7.874976688367551,269.95,2408.978958747084,114.28497668836756,13.45,268.77,2868.710015541088,95.67884995946581,14.824976688367553,179.08,2652.6003729861195,873.0404506915609,7.5000621643531975,39.02,3201.9050077705438,965.2993161921147,8.7900155410883,179.45,2750.159595931704,623.5254584621049,7.86497668836755,318.43,2767.074634784425,603.9755050853697,7.94,320.4598135069404,1b,30,1569575905
10929,10929,387.4,1569576260.9032438,387.4,-97.43318388286491,541.1981264817742,-23.972001498311233,660.7073745020302,0.9978988170623779,532.163612258307,-7.120879980157008,709.027671054843,0.9895166158676147,553.9922968457441,-63.64690881211226,700.007543431804,0.9980636835098268,497.90865251724153,22.57564367423275,714.1613943649858,0.8591555953025818,522.0393617305017,-114.1293928101951,703.8411414663565,0.9616132974624634,386.5412793351954,109.5802719381563,625.7162455235583,0.8982558250427246,429.96752523652856,-137.24490370355184,535.8303610241165,0.9518765211105348,262.2940086868182,354.36677176867033,601.4290517799692,0.7047728300094604,518.8034749085768,-212.1084195374101,292.60472674143494,0.8646944761276245,356.17554658456635,569.5743171460374,625.3372628246763,0.6263562440872192,686.3932477495722,-210.53642426413185,132.16880521043743,0.8049318790435791,282.32572409742613,178.92959491575797,161.8418376056195,0.08238056302070618,378.3502256439394,-41.84648618182396,183.69438041848042,0.7907055020332336,590.5217467110242,227.4329566653276,49.778563429983905,0.7553657293319702,794.4984796686409,-63.81334886148353,62.14935319191238,0.0589803159236908,415.4732146966355,145.8346810669477,-298.9699004658658,0.010708481073379515,340.1428282932772,-111.40098260599899,-634.9205480280033,0.02856141328811645,3154.34,212.76,4.43,91.99,3204.52,210.56,6.96,179.51,3205.56,103.3,7.7,179.26,3205.22,216.03,8.16,179.51,3203.67,1125.63,7.32,359.45,3203.81,1111.29,7.4,359.45,3315.35,74.94,6.46,178.76,3315.04,89.35,6.48,178.76,3142.3,212.22,4.42,89.95,2495.43,159.27,11.9,233.44,3115.78,881.66,7.97,89.71,3087.58,881.52,7.96,89.71,3063.01,881.4,7.98,89.71,3205.99,780.57,8.42,359.99,3130.95,212.21,4.39,89.95,3206.0,709.31,8.65,0.05,2930.09,880.73,7.98,89.71,2725.87,879.96,6.98,89.69,2726.94,881.27,7.95,89.69,3072.01,215.46,7.86,269.95,2408.31,114.27,13.45,268.77,2868.72,94.94,14.81,179.08,2652.84,873.33,7.54,39.02,3201.91,964.86,8.8,179.45,2749.9,623.82,7.85,318.43,2766.84,604.3,7.94,320.34,1b,30,1569575905
10930,10930,387.42515628773987,1569576260.9370148,387.42515628773987,-95.36152900637717,541.0959713938387,-24.604649032564172,660.8210819120447,0.997734785079956,523.9051549722133,-6.869487393853568,706.3380864425521,0.9884607791900636,553.5366697944412,-64.63203046125574,700.6809961096059,0.9982959032058716,497.76296245905326,23.0095502695752,714.6476727410442,0.8690282702445984,529.7206912767263,-114.8755877845357,707.0743248871057,0.9662654399871826,385.176535362437,111.39529433550841,625.7799146116635,0.8933409452438354,424.69599911196366,-135.65008822475556,536.6071348087847,0.9760039448738098,250.0605293392246,358.21221217518234,597.7485945623075,0.6891646385192871,524.320722817099,-211.75915268211585,295.69206137998003,0.8496778011322021,359.85725940081,567.6284118809439,625.7217676782533,0.6306447982788086,672.9954434656057,-212.63190152385468,124.2725749950055,0.7913305759429932,281.89801246223686,178.39420142230168,154.13101991036325,0.105940043926239,399.41409417933073,-43.68295226209862,193.0879364839893,0.7957906126976013,591.3786777125791,208.90137342168603,46.35819248090888,0.1699083149433136,800.896310199024,-63.337814403651436,65.73192882438866,0.08291354775428772,403.07823694910047,139.0910230222461,-302.2565744899968,0.03632810711860657,349.17143269716905,-115.88001338716214,-624.3905394028333,0.020550161600112915,3154.4532032948305,212.754968742452,4.435031257547989,92.01264065896594,3204.52,210.3864216145944,6.965031257547988,179.51,3205.562515628774,103.10629658440244,7.697484371226008,179.26,3205.2225156287736,215.8237184405325,8.182640658965946,179.51,3203.6674843712262,1125.8161565292758,7.332578143869973,359.45,3203.807484371226,1111.4736409005016,7.377359341034054,359.45,3315.355031257548,74.77145287214239,6.4725781438699705,178.76,3315.042515628774,89.18396850091641,6.4900625150959765,178.76,3142.4106876660558,212.22,4.409937484904024,89.95,2495.188499637697,159.08887472827243,11.920125030191953,233.44,3115.98125030192,881.6625156287738,7.975031257547988,89.71,3087.7812503019195,881.52,7.9574843712260055,89.71,3063.2112503019202,881.4,7.982515628773994,89.71,3205.99,780.7813128170155,8.42,359.99,3131.0606876660554,212.21,4.405093772643964,89.95,3206.0,709.5288597033374,8.667609401417959,0.047484371226005934,2930.29125030192,880.732515628774,7.98,89.71,2726.04609401418,879.96,6.974968742452012,89.69,2727.1387346731462,881.27,7.952515628773995,89.69,3071.813780955629,215.46,7.854968742452012,269.95,2407.970390115511,114.26245311367802,13.45,268.77,2868.7275468863213,94.56768694144888,14.81503125754799,179.08,2652.960750181152,873.4809377264397,7.565156287739941,39.02,3201.91,964.6361090391147,8.81257814386997,179.45,2749.7691873037525,623.9659064688917,7.847484371226005,318.43,2766.7192498188483,604.4610002415355,7.950062515095976,320.2796249094241,1b,30,1569575905
