,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
48117,48117,1507.6670970154908,1568709160.7926445,1507.6670970154908,-83.2902506082022,574.6308039182628,58.62468873386618,693.6507016821823,0.9991294741630554,559.7816378380619,86.959785753351,725.8404124128576,0.9963759779930116,567.2811202975852,28.70193440560169,726.6302150320088,0.9906433820724488,534.764853610493,123.93790709044774,725.2826486390322,0.8383522033691406,531.8473999985977,-19.063498171391625,717.2945992645543,0.7861852645874023,378.2023070443298,195.7114132153553,563.9377194829714,0.9084708690643308,430.6938361681446,-76.25052986063669,545.3620254891414,0.674089789390564,350.6180731555465,347.2984720445816,430.5103682088389,0.6328901052474976,535.0465328491742,-151.0753793663847,349.93518231511354,0.9607499837875366,341.33424674318906,577.6774214756691,315.4736145565901,0.8583504557609558,715.943930066579,-164.4766208066251,209.3171018881816,0.8165680766105652,485.34748826719664,153.49133474555495,191.79513437197357,0.04724952578544617,458.3859478662305,-40.8119047332924,142.523261953816,0.3181334137916565,697.2726247190035,212.30492615698952,76.39460121874885,0.9687896966934204,857.5437574221685,-26.839622922367568,104.98659136682826,0.5963752269744873,554.0554477178023,208.69317536560615,-351.6998504576512,0.016068041324615482,452.13226946616027,-94.78236373628654,-593.5558745129772,0.08578526973724365,704.3480634302916,2098.8265805969017,4.5467097015490765,266.60709701549075,1594.6295500037882,2094.8,6.723032089156472,90.57,1580.7795500037882,2094.9332902984506,6.7331611938036975,90.57,1207.9338731394168,2096.676709701549,9.026451492254623,89.86,829.6999335776231,2099.196709701549,7.88,270.06,1g,14,1568707580
48118,48118,1507.7,1568709160.8257842,1507.7,-108.75287508695057,569.7956577919772,57.84287505531932,692.340114630927,0.9990378618240356,562.6690424938004,85.39653471806982,727.1064806224689,0.9961564540863036,563.7710095177606,26.74801791680075,725.2413008826899,0.9979883432388306,534.4674475442183,123.13082872434212,724.5303638481198,0.8530347347259521,533.3896473404782,-18.725139547682755,718.4253091950688,0.7146936058998108,382.64223557842126,194.3705189161545,566.2960387735839,0.9074139595031738,431.43944560971465,-78.87556731266248,541.753038059302,0.943637490272522,345.19199547109406,344.5842510296165,430.76994468594216,0.3038545250892639,551.9246238078276,-148.338487548347,361.8171150047275,0.9538671970367432,341.35945971506595,579.6519924161903,315.26946861738963,0.8459547758102417,723.6902027500635,-165.39476936569528,214.5400666777053,0.8174197673797607,493.9771865245513,149.33751458258038,179.72856856190526,0.053259491920471184,454.3525266346565,-43.167400097957135,138.83283750969971,0.3551948666572571,707.9085203710512,212.37178261845824,64.19348723295508,0.5633782148361206,846.5674318020108,-26.318891221829237,100.33287945669936,0.5945651531219482,584.3597982984941,209.34324701845,-382.64392011399804,0.0017306506633758545,477.3875553751866,-101.72254162066892,-562.4017387112493,0.18990114331245425,704.2,2098.82,4.55,266.64,1594.85,2094.8,6.7,90.57,1581.0,2094.93,6.72,90.57,1208.23,2096.68,9.01,89.86,829.44,2099.2,7.88,270.06,1g,14,1568707580
48119,48119,1507.738653907799,1568709160.8645961,1507.738653907799,-84.17344861106992,569.2356624876547,58.3029842709431,692.825244019547,0.9991928339004515,562.6426997314834,84.37646414195119,727.6005033482958,0.9968932867050172,567.3414311505989,27.104292265054163,725.9605309605428,0.9983227252960204,537.5376617375812,120.63578587305679,728.1110588650604,0.8486415147781372,531.711344469684,-20.85005490743927,717.7494640276198,0.7838515043258667,375.50496664217394,192.35259512930247,565.5206447513617,0.9162808656692504,444.8901451939057,-78.67996888499087,545.04021302409,0.6518083810806274,347.15936944225194,341.1733647194899,432.1556766703888,0.32705780863761896,536.5062638893901,-151.4826069734115,350.5595534588524,0.9633771181106568,345.2677503200183,576.2164829584923,319.31517004838315,0.857253909111023,711.6568152549046,-167.74981331294418,204.3174460259065,0.8198202848434448,477.18330669157774,152.7146897189196,185.5613514928341,0.5108043551445007,462.1760134340286,-42.57501342206932,139.30757180005668,0.3671731352806091,720.5081812589958,211.41290923504482,63.02035483260576,0.8529096841812134,849.0628924612155,-26.26847793300047,104.73438019272936,0.5045520663261414,602.9059273108114,204.82329148789623,-389.0410516300362,0.001986265182495117,532.8102309018293,-89.76337005932291,-487.93448304058336,0.10984784364700316,704.0221920241245,2098.80840382766,4.5538653907799045,266.67478851701907,1595.1128465730335,2094.79613460922,6.7347885170191475,90.57,1581.2589811822534,2094.93,6.704538436880378,90.57,1208.5778851701914,2096.68,9.002269218440189,89.86,829.1346341283875,2099.2,7.88,270.06,1g,14,1568707580
48120,48120,1507.768298567002,1568709160.894362,1507.768298567002,,565.5590177688193,57.514694138746435,691.7503891789422,0.9991355538368224,554.2450950134803,83.0663192953193,725.5875934856439,0.9968655705451964,562.8287579295867,25.12216907587777,727.1584385733862,0.997943639755249,539.6750376477553,120.74888171908673,732.7273632114533,0.7847772836685181,554.2230846863583,-21.297875156237282,733.8789207597929,0.9463849067687988,387.0519866861138,191.41204501299907,569.1837998672304,0.9052199125289916,442.4914508412427,-79.51741010985214,545.3373223533697,0.5819392204284668,348.4917827527506,338.94002966224497,431.14972251992174,0.30696025490760803,539.6983309358061,-151.8778039358767,353.52197218767304,0.968126893043518,351.83238416833024,576.2991095367328,321.0630277887082,0.8167389035224915,717.3749525385292,-168.5066370862664,208.09809296244828,0.8621294498443604,479.97180635035005,149.21510571610162,174.01198576106492,0.06750211119651794,455.7308051906749,-44.28759166046154,137.13323746562583,0.3897262811660767,803.8062136294078,209.07033739949856,109.7285213375277,0.5799731016159058,812.9966396534574,-30.082362526403355,82.10557924116651,0.3814979195594788,612.6432444701137,200.5196983493166,-394.5218060379793,0.004429101943969727,706.8327042974195,-66.18327111744964,-296.8665726094223,0.007147997617721558,703.8858265917911,2098.7995104299,4.556829856700193,266.7014687103017,1595.3144302556132,2094.7931701433,6.761468710301744,90.57,1581.457600398913,2094.93,6.692680573199224,90.57,1208.8446871030173,2096.68,8.996340286599613,89.86,828.9004413206846,2099.2,7.88,270.06,1g,14,1568707580
48121,48121,1507.8,1568709160.926193,1507.8,-80.00068522607508,566.5642297784409,55.24766198211303,689.1023435548552,0.9990440607070924,553.3904607950319,80.9646458520036,726.1530982993442,0.9968204498291016,566.6097736209234,21.897706008725528,727.4263248802338,0.9969608783721924,535.6546770828288,117.59019728482441,729.2595095347423,0.8417062759399414,542.3071757688813,-23.640094045683664,729.7513456256453,0.9543485641479492,393.25403371613646,188.3708025430521,571.4044222183137,0.8979331254959106,427.2440818524186,-84.24765907641634,541.920806335871,0.9403010606765748,354.2262196213082,342.18509927564565,430.6993795140902,0.5896944999694824,539.4963850379554,-152.32928694494154,354.6393429591182,0.9693965315818788,357.3388666899733,571.6286517082593,325.62515324946594,0.8172398209571838,708.2025694837591,-177.77783195907497,212.10306216186837,0.4322818219661713,474.0974715195808,148.68688437570768,157.86359396125485,0.1196572482585907,475.0574576988606,-45.69466481934884,144.76794148213145,0.43418407440185547,853.9726522048766,205.0760385345617,130.33407683130343,0.52668297290802,841.8914038011528,-31.38533326865533,106.73842195055786,0.26763916015625,611.9653367951055,201.1450470012117,-403.8440735812291,0.006034404039382936,1488.107905764923,21.81755299659716,534.583115703301,0.0078105628490448,703.74,2098.79,4.56,266.73,1595.53,2094.79,6.79,90.57,1581.67,2094.93,6.68,90.57,1209.13,2096.68,8.99,89.86,828.65,2099.2,7.88,270.06,1g,14,1568707580
48122,48122,1507.825511103247,1568709160.9605672,1507.825511103247,-84.35415194293846,570.0943340445532,52.550249411128206,690.3733902270593,0.9990723133087158,561.5191611925009,77.2906924557428,728.6369944348497,0.9977179169654846,563.0429311952263,19.91169769351636,726.6587347709352,0.9975260496139526,532.6899556874232,116.64439748921465,728.8529111198351,0.859572172164917,542.1266784707399,-25.139517863338238,727.8617014631717,0.9381233453750608,387.6498062516996,187.6398708516996,572.0957767793127,0.9067655801773072,425.2831135261511,-85.68888189615846,543.072629059794,0.9199030995368958,343.26645897296976,337.4771115612238,444.2745789103697,0.8368195295333862,536.1187755454049,-149.4880399626016,355.32547847120225,0.9698232412338256,362.761655112298,572.8566742672112,328.4798838008204,0.8139996528625488,712.4803309486085,-174.91965255774338,208.13012123805507,0.8820763826370239,453.3040854533812,156.0638117427622,162.85811496844818,0.667069673538208,481.7976096609308,-50.89001175644614,144.03994557484074,0.3890581130981445,870.0668362940163,198.63296160098326,131.8030852854004,0.3754804730415344,856.66919770739,-32.647718030836266,114.13101014279442,0.3011608123779297,604.1464076673209,189.24265516303203,-420.10659896440916,0.00298374891281128,974.1875023567084,-50.35426997255984,-19.669574318412003,0.002953052520751953,703.6252000353885,2098.7848977793506,4.56,266.73255111032466,1595.7034755020795,2094.7874488896755,6.795102220649397,90.57,1581.8409243917552,2094.927448889676,6.7004088825975945,90.57,1209.3595999292231,2096.68,9.000204441298797,89.86,828.4484622843488,2099.2,7.88,270.06,1g,14,1568707580
48123,48123,1507.850297797045,1568709160.9939654,1507.850297797045,-84.41769396548611,570.3965340370088,52.49526781691496,690.2653783320989,0.9989968538284302,565.5592723342132,75.80708773936905,730.0687428013823,0.9973957538604736,571.1299424946683,20.45586550786445,728.8443013976448,0.9973769783973694,535.6693493869509,114.27728831132343,731.9420639867183,0.8292139768600464,539.1943592845118,-25.20890693427389,725.3260762557147,0.9359259605407716,387.25428815328735,184.74409498841374,571.8151949646398,0.9200848937034608,429.84169288947334,-82.87145220404395,542.0200392666252,0.519510805606842,348.01500437353246,338.43719579940347,445.3494145733818,0.8341907262802124,530.2166483824907,-150.9837830877401,349.95150617736465,0.9746358394622804,358.73368186418776,575.0918410172942,326.8464529039593,0.8025734424591064,725.1312860036497,-170.8677395216864,210.1684871022944,0.8019944429397583,462.8652273150248,152.6801779409447,145.7065068224061,0.1649797558784485,485.2793626728313,-51.379198352826826,141.0466158442025,0.4747675359249115,868.6833583812254,192.05335268040105,119.5245780831147,0.2511970996856689,845.7335693876514,-36.723328523457475,108.6994095497696,0.2970486581325531,597.9858811366342,184.0249274065095,-430.9994732915764,0.005157709121704102,665.7632091340076,-97.06698130790473,-352.3486282478113,0.005566269159317018,703.5136599132977,2098.779940440591,4.56,266.7350297797045,1595.8720250199053,2094.784970220296,6.800059559408988,90.57,1582.0069952402011,2094.924970220296,6.7202382376359475,90.57,1209.5826801734045,2096.68,9.010119118817974,89.86,828.252647403345,2099.2,7.88,270.06,1g,14,1568707580
48124,48124,1507.8751478368576,1568709161.0274491,1507.8751478368576,-84.48107171163322,568.5740681668711,51.863223055036364,689.7450767434311,0.9988901019096376,558.1119094884439,75.91783396635445,728.8329360063794,0.997147798538208,562.9826055094419,19.26369920962135,727.4407495977985,0.997499704360962,535.7095894966477,113.10998822072293,733.0573611030327,0.8551007509231567,535.1090901710605,-28.07297731150858,722.435597453416,0.9491604566574096,378.34991673643685,185.6617052152304,567.4274119606956,0.8972446918487549,441.2483075247841,-85.86752111683005,544.1020871500857,0.9395747780799866,347.83085825223,342.33933568018125,438.1749475266363,0.1950550675392151,524.397332972691,-150.52652148021892,347.9443685421038,0.9754979610443116,366.99924698548506,583.673551923153,327.1261284958203,0.7913309931755066,716.5262769163519,-174.00504783507634,203.87423284940968,0.8275895118713379,449.65345464289817,151.33228902834182,126.13256942786457,0.2311566472053528,496.8038481909552,-51.852008696161185,149.38926985981232,0.4281411170959473,862.717051511444,189.30177453099003,106.9974791661553,0.26772457361221313,856.5056912033368,-39.408104223623745,118.60976421428377,0.3430203497409821,591.9781369044704,181.47283450238967,-439.37499433061913,0.0051972270011901855,773.8711487690698,-59.95071430418689,-239.19476307408803,0.004074037075042725,703.4018347341419,2098.7749704326284,4.56,266.7375147836857,1596.0410052906302,2094.7824852163144,6.805029567371472,90.57,1582.1734905069445,2094.9224852163143,6.740118269485892,90.57,1209.8063305317164,2096.68,9.020059134742946,89.86,828.0563320888267,2099.2,7.88,270.06,1g,14,1568707580
48125,48125,1507.9,1568709161.0609353,1507.9,-83.67587323436325,566.679374331889,49.9822479091502,689.0704961573256,0.9987263679504396,561.2174936914096,75.32933400897964,730.0097609610796,0.9969183206558228,565.9600077348622,18.66840494578948,728.7897615389587,0.9971216917037964,531.2180769473496,112.69837432233965,732.3342545370018,0.8614579439163208,538.6962074009424,-30.79560905209709,724.6634952135918,0.9529098272323608,388.3451100082296,184.6142466436161,573.3640740459757,0.8978951573371887,436.16031651299346,-89.2373521024112,546.3373911827593,0.9209801554679872,354.80622408909164,342.01422232535407,439.5366857587208,0.21792620420455933,537.7527521613986,-148.83040189780343,355.6925190495043,0.975228190422058,361.4461938967577,576.9331253000313,334.18362696231407,0.8028241991996765,713.5138522016963,-169.21753756112957,207.08691338590359,0.826961874961853,448.8153510150918,151.75475990381688,121.02614291088771,0.18250694870948792,494.4860616132274,-55.2088654907766,148.30554168650212,0.31611067056655884,870.1356341991043,187.35847522522369,117.94168640847148,0.2715848684310913,852.0592380061229,-45.11477208750308,118.29841033875644,0.27858757972717285,567.4639645746784,196.4560578343824,-464.0862254811801,0.004786849021911621,829.5774443715965,-43.979782104272225,-181.43614141351898,0.003627359867095947,703.29,2098.77,4.56,266.74,1596.21,2094.78,6.81,90.57,1582.34,2094.92,6.76,90.57,1210.03,2096.68,9.03,89.86,827.86,2099.2,7.88,270.06,1g,14,1568707580
48126,48126,1507.950187275164,1568709161.0948625,1507.950187275164,-113.10612034297894,574.6298116037187,49.415345650960646,691.760243063193,0.9986128807067872,557.8027143838681,74.56900058859928,728.9059758921046,0.9973798394203186,570.8118014795198,17.76319731226791,729.9837416097201,0.9976041913032532,531.1710981825481,112.09029393723274,731.2674366675211,0.8499989509582521,527.269206392743,-33.99810174429536,719.3826876744072,0.9544055461883544,382.5502470282033,185.8164266412715,569.3823721390917,0.9068608283996582,435.8095814495316,-90.7001146424806,546.2880494748449,0.9248353242874146,353.9470571183071,343.3900791515053,437.144021585225,0.2093316912651062,525.5632800226911,-151.74218992739947,347.05931105111404,0.9711834192276,342.01831171425425,590.154958491064,327.24602938156863,0.8568131327629089,735.6256989745717,-162.7271884917119,219.5045536033419,0.8442473411560059,456.35019984371087,153.76567040565232,121.09707730223495,0.1812793612480164,505.3112318872637,-51.91842226330806,156.20281680207157,0.2765732407569885,857.9151625639768,185.0068350564693,115.9189383070225,0.3663904070854187,857.9037588842398,-42.580388761225116,122.08953966569605,0.2472123801708221,551.3259111560826,190.5936764843763,-485.3622420702409,0.004903554916381836,852.5968220570743,-36.53185732291334,-159.08341654179452,0.003522038459777832,703.0591385342453,2098.7549438174506,4.56,266.7650936375821,1596.5462547435993,2094.78,6.779887634901551,90.57,1582.6812734711154,2094.914981272484,6.76,90.57,1210.4867042039932,2096.68,9.03,89.86,827.4635205262038,2099.2,7.88,270.06,1g,14,1568707580
