,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,W_in-P_out.11_x,W_in-P_out.11_y,W_in-P_out.11_speed,W_in-P_out.11_angle,W_in-P_out.12_x,W_in-P_out.12_y,W_in-P_out.12_speed,W_in-P_out.12_angle,W_in-P_out.13_x,W_in-P_out.13_y,W_in-P_out.13_speed,W_in-P_out.13_angle,W_in-P_out.14_x,W_in-P_out.14_y,W_in-P_out.14_speed,W_in-P_out.14_angle,W_in-P_out.15_x,W_in-P_out.15_y,W_in-P_out.15_speed,W_in-P_out.15_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
42046,42046,1338.9,1569227534.9733467,1338.9,-84.20179328701096,,624.4854580565285,128.28988062211624,572.8151112402933,0.9963908195495604,626.5175411653887,158.84250990975193,603.6628636099882,0.9915190935134888,647.4231235714897,98.65684195540777,614.3023792459326,0.9904173016548156,626.2482088196771,193.969144969232,625.9850152978509,0.5032005906105042,571.5243441732209,50.334251924705924,613.6072928698653,0.8827521204948425,508.5984603527919,231.65588187765,483.3851901882541,0.7340849041938782,494.85491870962164,-6.990869148851607,490.1922127392254,0.9780219793319702,528.2751620092101,272.8225191460605,264.56609663844563,0.7168076634407043,535.2352787335093,-129.20279562864474,300.10228777555903,0.20889633893966675,726.5142445654402,324.6526848317159,165.97969077174577,0.8180747032165527,704.199815238161,-185.31817813575302,144.0436245832135,0.8574399948120117,328.21028594829943,153.5547453379389,64.2606329917959,0.2573724687099457,365.04280599221664,9.170336840102287,81.65066179218505,0.06292647123336792,466.97448924950737,182.45091419591088,-140.50040164254258,0.1526532769203186,516.2016832525909,1.0211669077876877,-81.75323700898203,0.5666384696960449,427.5881235389073,205.629531664002,-532.56837347133,0.0618269145488739,360.98871773508245,-38.7416273634423,-484.8010634180314,0.04341718554496765,707.26,2100.97,4.34,272.0,1955.41,2092.65,8.49,90.16,1936.04,2092.71,9.04,90.16,1819.71,2093.02,8.97,90.16,1793.17,2093.1,8.98,90.16,1627.29,2094.47,8.43,90.57,1294.35,2096.88,6.96,89.86,1280.26,2096.85,7.1,89.86,1266.17,2096.82,7.11,89.86,948.17,2095.24,9.25,89.4,822.78,2099.2,7.63,270.06,1g,27,1569226154
42047,42047,1338.933123039618,1569227535.0066311,1338.933123039618,-84.59660971371001,,628.2143457495415,127.32234353661758,572.2244356927232,0.9947718381881714,623.2565701706393,159.66410589043198,600.6562225375702,0.990886926651001,654.7099792287727,98.64519475941978,615.7281038823422,0.9899254441261292,625.3413105320255,193.26240490759258,622.8296395126313,0.4304726719856262,599.4827416779682,51.3619597839276,620.5090821791891,0.8470906019210815,512.9400942760069,228.27753271071327,489.3927486249787,0.8359026908874512,496.9489687167893,-6.6704681290375625,485.2590852525938,0.9758383631706238,564.1563297342749,280.25691069369947,300.22444027751305,0.8995856046676636,540.0469634973567,-133.94279581183287,302.08986660676067,0.20978140830993647,729.0324318853693,322.5638984506012,158.32995685488632,0.8446782827377319,692.6521938044783,-186.77073709100566,138.65453682464602,0.8486930131912231,353.67330109298484,162.58738446576956,118.10354943993296,0.6330450177192688,400.8135516518755,9.290679892642439,76.3374625281826,0.002014040946960449,444.5269300639656,184.43153731161442,-152.79639608796634,0.2511680126190185,417.07574915550254,-24.340040138490142,-262.47423718570303,0.11352896690368652,408.6262587851294,206.47027855481338,-552.9890055036557,0.02950629591941833,425.05122727503164,-21.77307450830053,-484.6424506953013,0.004524022340774536,707.1142586256807,2100.9766246079234,4.333375392076399,272.066246079236,1955.6882335327914,2092.65,8.463501568305595,90.16,1936.341419660524,2092.706687696038,9.049936911885402,90.16,1820.0047950526,2093.02,8.950126176229197,90.16,1793.4681073565619,2093.0966876960383,9.003186127732604,90.16,1627.568233532791,2094.4666876960378,8.4333123039618,90.57,1294.581861277326,2096.88,6.976561519809003,89.86,1280.4885489733642,2096.85,7.053627744534791,89.86,1266.405173581288,2096.82,7.093438480190997,89.86,948.4780442684474,2095.2433123039623,9.243375392076398,89.4,822.5183279870179,2099.2,7.716119903006817,270.06,1g,27,1569226154
42048,42048,1338.9663276975564,1569227535.0399976,1338.9663276975564,-80.33594473608318,,626.3491633570515,127.19587659260122,572.3253328398432,0.9956532120704652,622.895149613125,159.070760598748,600.7394194650876,0.9926066994667052,651.5698703195567,99.01997167214572,614.7793712027576,0.9906089305877686,629.8132494405887,193.4862461463373,625.9499124624715,0.4950684905052185,587.9833138127923,49.14019903180936,617.2036279470225,0.8927861452102661,507.5659162007403,233.792555176812,486.67182547831845,0.6051678061485289,496.640745569058,-6.772651724337617,485.9892099690123,0.9745422601699828,568.4798766635134,280.4376263165012,301.58694511838263,0.8305439949035645,539.690926265409,-133.1309942958441,300.2688505769176,0.2211623787879944,722.9894051567761,326.35008011050707,161.72800609820638,0.8608986735343933,678.7443084617049,-177.2098416054571,144.5274127536132,0.7493172287940979,318.50393952591236,170.58896040698548,66.62541579120358,0.3661373853683472,415.25364831091036,13.198406682362704,70.79613006082025,0.00301814079284668,407.0786909394603,168.46141805931913,-183.9957380643036,0.7096628546714783,638.5654309549502,-19.940356900369245,-73.42199081189213,0.09794053435325624,383.3392817981308,212.5632326200985,-581.0841395506924,0.04722300171852112,281.6276471390317,-39.644835189440606,-614.8334695793769,0.0228579044342041,706.9681581307511,2100.983265539511,4.326734460488685,272.13265539511315,1955.967152659475,2092.65,8.436937841954741,90.16,1936.643582047765,2092.703367230244,9.059898309266973,90.16,1820.3003165082532,2093.02,8.930203381466056,90.16,1793.7669492780094,2093.0933672302444,9.026429388289603,90.16,1627.8471526594751,2094.4633672302443,8.436632769755656,90.57,1294.814293882896,2096.88,6.9931638487782894,89.86,1280.7176611131406,2096.85,7.007141223420793,89.86,1266.6409266526518,2096.82,7.076836151221713,89.86,948.7868475872763,2095.2466327697557,9.236734460488686,89.4,822.2560111893031,2099.2,7.8024520136471,270.06,1g,27,1569226154
42049,42049,1339.0,1569227535.073834,1339.0,-80.33594473608318,,628.5306547590037,127.62425686465285,571.7657405912751,0.9946409463882446,633.537915424542,158.64804319245042,604.3130938521583,0.9879215955734252,651.5596636061987,98.92174953750448,614.2445407365065,0.9879223108291626,628.6358279772288,192.7102333261628,624.7484182214711,0.42424798011779785,601.0197943539903,49.914929442319114,621.9562186112851,0.8534266352653503,516.293599299157,231.11125186252582,491.7713397473034,0.7231612205505371,497.5098479385315,-2.8010657410147672,484.48387315036626,0.972999095916748,567.2461102536766,287.0252845501482,307.00781381598864,0.8074843883514404,542.1229451421758,-134.84181806654206,293.14731244189164,0.1927069127559662,730.8241429000458,323.9533283274198,162.57207997764783,0.9324349761009216,710.7029653361889,-180.86739332517843,146.67118097425669,0.7453283071517944,337.9008788300663,169.01880847387594,101.56172252634373,0.7147806286811829,400.203483221374,30.106428892670976,59.063846497654254,0.003257274627685547,376.4321845646599,188.3365919654797,-198.8899750167511,0.2819541096687317,754.3286862336464,-21.464347151471028,22.047892590375934,0.15736842155456546,364.1265866100295,206.93730005980728,-600.78537319661,0.030667155981063843,261.51019160105807,-49.26508255841632,-666.4035564485912,0.004751116037368774,706.82,2100.99,4.32,272.2,1956.25,2092.65,8.41,90.16,1936.95,2092.7,9.07,90.16,1820.6,2093.02,8.91,90.16,1794.07,2093.09,9.05,90.16,1628.13,2094.46,8.44,90.57,1295.05,2096.88,7.01,89.86,1280.95,2096.85,6.96,89.86,1266.88,2096.82,7.06,89.86,949.1,2095.25,9.23,89.4,821.99,2099.2,7.89,270.06,1g,27,1569226154
42050,42050,1339.0330495187438,1569227535.106752,1339.0330495187438,-80.9938233686623,,624.1003258382883,129.5465882557967,573.2009705895164,0.9955360889434814,635.4519354509254,158.81441891930447,606.5118164328427,0.9889086484909058,657.9865532919347,98.94486654686358,618.2638765787433,0.9868006706237792,635.2362527403261,191.7784426740842,629.361712623449,0.3859110772609711,600.8237742356148,48.516070542567064,626.5616610784061,0.8895431160926819,512.3746382617127,232.91073701166698,491.00754565496493,0.6903825998306274,495.8586721106411,-8.372874012731767,487.63499439341973,0.9808499217033386,558.6567383701276,277.8732820492117,303.71791202751234,0.8355022072792053,546.3523120997719,-134.3035628431543,298.41965057966814,0.15899235010147095,726.4738709141362,326.8252274796175,154.53520410166877,0.8431558609008789,712.0636174113005,-181.08545027845085,147.65090314332653,0.8237200975418091,312.19381730963414,170.07497676178883,70.56113676034965,0.2586589753627777,419.8441102663542,25.522190783064772,68.51325489713359,0.003114283084869385,381.3691488099719,171.88999615536946,-191.19363842847332,0.6882956027984619,793.9006615808357,-21.774375666186017,53.945958461874895,0.12773549556732178,329.6979540049377,202.0312020321753,-598.0112020454227,0.051573514938354485,276.32048229955785,-51.67496366508682,-668.3273894315298,0.005592495203018189,706.6778870694014,2100.9966099037492,4.3133900962512275,272.22643961499506,1956.5276159574485,2092.65,8.40008514437684,90.16,1937.2507506205689,2092.7,9.066695048125613,90.16,1820.8974456686947,2093.02,8.93974456686948,90.16,1794.3674456686947,2093.09,9.040085144376839,90.16,1628.404311005574,2094.4566950481258,8.41025543313052,90.57,1295.2846515830813,2096.8833049518744,7.033134663120707,89.86,1281.1813466312074,2096.85,6.966609903748774,89.86,1267.1146515830815,2096.82,7.063304951874387,89.86,949.4073605243179,2095.2533049518743,9.256439614995095,89.4,821.7388236575467,2099.2,7.797461347517171,270.06,1g,27,1569226154
42051,42051,1339.0665588697846,1569227535.140128,1339.0665588697846,,,629.9361811252784,130.83275371019198,568.5482692953203,0.9931474924087524,636.9169032705522,157.74784802954218,608.1463091017397,0.987449824810028,658.6393854372018,99.30159094268579,618.016601302969,0.9857219457626344,634.7174784176592,190.00404073463585,629.4007622314102,0.3957817852497101,609.9024094086726,49.11733805223463,632.4901870527823,0.8249425888061523,534.7119206435682,223.26371120947118,519.0156526423601,0.9202916622161864,497.4108389541069,-0.8555888896066577,494.2749293417024,0.8698300719261169,551.3230931854396,277.95785873775327,307.0748221123312,0.8428271412849426,540.9760083055736,-146.81776352567798,307.00327213189814,0.770084023475647,729.3334985790947,325.84165538012167,156.519574578753,0.8157745599746704,708.6033610010986,-174.8138782246863,146.20720511649503,0.8048641681671143,337.9124945908531,160.61941310227698,102.35675165281124,0.11303669214248654,417.88233240450137,22.85259513549037,91.17616046817369,0.040553003549575806,363.4724342785608,162.68570220276285,-193.42078886477142,0.8543868660926819,622.0833838665972,-14.585522768616517,-35.92623940944668,0.11717146635055542,305.2413057104023,197.37769404782205,-570.1369711193286,0.11286461353302002,380.96970987889193,-60.2902790749728,-440.2943594959544,0.19659364223480225,706.5337968599272,2101.0033117739567,4.306688226043121,272.2532470958275,1956.8090945061886,2092.65,8.390032339064684,90.16,1937.5556857150382,2092.7,9.06334411302156,90.16,1821.19902982806,2093.02,8.969902982805953,90.16,1794.6690298280594,2093.09,9.030032339064682,90.16,1628.6824386192104,2094.4533441130216,8.380097017194048,90.57,1295.5225679754692,2096.8866558869786,7.056591208849073,89.86,1281.4159120884908,2096.85,6.97331177395688,89.86,1267.3525679754691,2096.82,7.066655886978438,89.86,949.7189974889948,2095.2566558869785,9.283247095827512,89.4,821.4841525896387,2099.2,7.703635164603705,270.06,1g,27,1569226154
42052,42052,1339.1,1569227535.173436,1339.1,,,638.6991147770187,131.7577777667987,577.5405435149928,0.9941245317459106,630.4670101653861,161.67848704174563,605.0984972463076,0.9838966727256776,647.0918590981288,101.39842351224648,609.7319366809677,0.9785596132278442,631.3922634250523,194.2936196207851,630.0357439157824,0.4927683770656586,608.9314576550335,50.689922259725364,629.5438781717318,0.8378872871398926,526.3790770464509,224.250308897538,513.7743003002365,0.9113746881484984,494.2464127333215,-3.598152134775688,493.1435604408889,0.8996855020523071,550.482748591827,276.3378378431268,307.10843814400573,0.8334181308746338,538.4271134861407,-135.53265330821648,306.65893361005834,0.15750589966773987,728.0921054784527,325.5467053816833,154.93065558893426,0.8573049306869507,699.1446600390334,-171.91041938200505,149.5208125730026,0.6212098002433777,309.5734437366986,155.04874575961173,67.97673204975099,0.019400835037231445,417.7553834061554,22.29076103461606,107.8364752295698,0.006941705942153932,344.3609035288057,171.78933461276418,-198.5205884515917,0.6382879018783569,581.9861546970743,-3.9181322231534734,-19.131968724822734,0.1172846257686615,283.61026010371705,193.75874442736458,-563.2197595036544,0.06327548623085022,476.2410176133448,-65.59670562184543,-305.9485608233573,0.1535724401473999,706.39,2101.01,4.3,272.28,1957.09,2092.65,8.38,90.16,1937.86,2092.7,9.06,90.16,1821.5,2093.02,9.0,90.16,1794.97,2093.09,9.02,90.16,1628.96,2094.45,8.35,90.57,1295.76,2096.89,7.08,89.86,1281.65,2096.85,6.98,89.86,1267.59,2096.82,7.07,89.86,950.03,2095.26,9.31,89.4,821.23,2099.2,7.61,270.06,1g,27,1569226154
42053,42053,1339.133418940457,1569227535.20688,1339.133418940457,-79.1250603608582,,628.8741450025541,130.45435505311298,573.4709473081077,0.9958034753799438,637.4721491003503,161.05740731443288,606.3754451895634,0.9844057559967041,649.9737665860263,101.03886483614932,612.4294508268806,0.9847174882888794,634.2174564030875,195.46603781027665,629.2336557914713,0.5684933662414551,611.565344756492,49.108746684977945,631.5959502469004,0.8831996917724609,528.7098524259733,226.87806474536748,506.1439245096154,0.8964553475379944,487.7239770890664,-8.503060475283785,495.04660443455805,0.9871833324432372,552.2111412243237,276.03053512632334,302.6821218244202,0.8569759130477905,534.175283805018,-132.40890847673262,306.19039853613987,0.16543793678283691,722.384458517358,329.2980086238987,153.5709410815387,0.8767582774162292,705.7389562641258,-177.7132111797806,147.59459584826118,0.686815619468689,302.3515689729495,152.94638489386588,50.310443843139076,0.025628715753555298,421.836568541005,22.232685650059423,114.08477046977751,0.012106359004974363,346.48795166382195,171.95513125872847,-197.93563537670846,0.5721094012260437,536.5968633419088,-9.211095857045134,-56.82685391704194,0.06526455283164978,273.8079665144699,198.44817939167672,-558.8893975584921,0.10409194231033324,678.6004027226486,-59.960891961395575,-72.53505218052499,0.17143934965133667,706.2462985560347,2101.0166837880915,4.3,272.2900256821371,1957.3707190998389,2092.65,8.383341894045703,90.16,1938.164112358159,2092.7,9.086735152365618,90.16,1821.7974285700675,2093.02,8.979948635725787,90.16,1795.2707704641132,2093.09,9.013316211908595,90.16,1629.2407190998388,2094.45,8.346658105954297,90.57,1295.9939325831992,2096.89,7.046581059542977,89.86,1281.8872744772448,2096.85,7.02344462259413,89.86,1267.8239325831994,2096.82,7.0566324238171925,89.86,950.3374542522046,2095.263341894046,9.29329052977149,89.4,820.9693322644353,2099.2,7.676837880914045,270.06,1g,27,1569226154
42054,42054,1339.1666961288586,1569227535.2401824,1339.1666961288586,-75.78584842961723,,628.9231063798643,126.39752732074751,571.0625419652032,0.9909197688102722,637.7768702630892,156.15575675275292,606.1243870560164,0.9783075451850892,647.8946022228282,98.54284788568027,612.8557139274787,0.970541536808014,636.7843962785515,190.78715255418652,631.6457891704442,0.5505596399307251,616.1543061851753,50.12922896855618,639.6372115114119,0.8106251358985901,516.9564460731964,231.25749881113273,500.1682610358599,0.8634534478187561,491.2879594166688,-6.223287602195492,498.14570652790536,0.9853060841560364,543.7595361662226,276.5437005117469,300.07843428197333,0.8521089553833008,534.9837685176534,-131.25982308303907,307.8039290353317,0.11129039525985718,717.9436486034938,330.0470780274772,150.86968322383476,0.9041961431503296,698.8487929462657,-171.99778386406535,148.8934287930625,0.6525775194168091,304.216570032842,152.31570788823552,50.178447170335744,0.015439301729202269,419.8155510717759,21.214342849589027,117.58658372609115,0.0077390968799591064,329.67796165282346,191.7186463796936,-217.7892613183095,0.114618718624115,486.4154906435348,-7.681849444035128,-100.59492387564579,0.09229671955108644,279.9271942463232,199.40902145021388,-581.4191550524722,0.03648653626441956,605.6936318414196,-63.10214941273351,-145.6165822165868,0.09296604990959167,706.103206645908,2101.023339225772,4.3,272.3000088386576,1957.6502474824122,2092.65,8.386669612885857,90.16,1938.4669347726128,2092.7,9.113356903086858,90.16,1822.093595546841,2093.02,8.959982322684855,90.16,1795.5702651597271,2093.09,9.006660774228285,90.16,1629.520247482412,2094.45,8.343330387114142,90.57,1296.22687290201,2096.89,7.013303871141425,89.86,1282.123542514896,2096.85,7.066704967516148,89.86,1268.05687290201,2096.82,7.0433215484565705,89.86,950.6436043854989,2095.266669612886,9.276651935570714,89.4,820.7097701949033,2099.2,7.743392257717152,270.06,1g,27,1569226154
42055,42055,1339.2,1569227535.2735114,1339.2,-87.97275892266106,,631.4688556339213,125.5279557446004,574.4823579924391,0.9925305843353271,644.7074650607859,154.8143719337154,608.8548714127278,0.9874147176742554,656.8881982332811,96.5922915606547,619.7990927065325,0.9789292812347412,639.8600728391792,189.78804752064968,634.5232307896478,0.6001248359680176,611.0273968628153,51.112573985896034,636.6304929985673,0.8125444650650024,514.2163802539617,232.14569662819267,491.44707444880686,0.8483328223228455,492.932220621836,0.3896837447392016,495.8861816264792,0.906725525856018,559.3732427224437,281.08269314231615,306.3974329944885,0.8513216376304626,540.9632745503585,-138.92315952918042,305.7442447873284,0.8259336948394775,721.3673423774683,329.40779198576143,152.906987177181,0.8891763687133789,713.0686780519268,-178.31167165266513,150.086905136113,0.7639350295066833,310.11603726930355,162.4413416007069,66.57979397975508,0.124095618724823,414.87595985314596,24.88961062217987,112.10807386039015,0.03440818190574646,331.35290885760486,196.32814086764594,-224.31129699964413,0.08118557929992676,492.3896796562792,-3.0347600713579084,-92.87660303290907,0.09353870153427124,299.3714839749765,194.3691520786856,-619.4741286551313,0.03289487957954407,641.037389960733,-60.74576264868551,-118.35555079021059,0.09201857447624208,705.96,2101.03,4.3,272.31,1957.93,2092.65,8.39,90.16,1938.77,2092.7,9.14,90.16,1822.39,2093.02,8.94,90.16,1795.87,2093.09,9.0,90.16,1629.8,2094.45,8.34,90.57,1296.46,2096.89,6.98,89.86,1282.36,2096.85,7.11,89.86,1268.29,2096.82,7.03,89.86,950.95,2095.27,9.26,89.4,820.45,2099.2,7.81,270.06,1g,27,1569226154
