,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
32649,32649,1022.8,1568817707.7888775,1022.8,,686.1635673036642,219.0802718738284,654.3546914676858,0.025633692741394043,684.2006749010716,255.58349203282918,644.7820129943316,0.18757665157318115,686.9922556027072,210.36938702426116,656.4638324389595,0.04538953304290772,670.491262061428,255.11903183644367,625.5930149837034,0.23859649896621704,687.5797607154756,186.55120724961614,656.5563286479503,0.2257843017578125,533.528500022074,278.1439558656822,473.7860977742897,0.03810098767280578,563.7596250151175,31.5682309993994,527.8927629922852,0.5421283245086671,550.4187931087232,360.5780874123529,260.22684939959856,0.7537058591842651,556.3122924925333,-134.86014068605178,276.4632402295714,0.9891591668128968,726.9477913306021,358.72661860241163,93.04741953080247,0.8304848074913025,720.1312403612362,-132.38143000860276,103.38127412611834,0.7993264198303223,531.3551801552481,182.4231538236916,13.269284490431914,0.025684565305709842,413.3484780374516,-1.5182175056016372,61.87002582904914,0.03823864459991455,311.023195008954,207.66681242707702,-586.085035821064,0.05523499846458435,708.7112670072836,-26.816293154864788,-123.2469986451304,0.12593650817871094,233.51053477216573,207.70118049592992,-852.6299863452119,0.003868699073791504,517.8656513029,-77.12846721729446,-543.2035866727819,0.0256597101688385,730.03,2100.75,6.56,269.0,1683.29,2093.91,6.28,90.57,1670.27,2094.04,6.26,90.57,1761.06,820.03,7.15,180.37,1656.36,2094.18,6.29,90.57,1641.89,2094.32,6.79,90.57,1627.55,2094.47,7.01,90.57,1215.5,2096.69,8.53,89.86,561.86,2094.75,8.27,89.71,801.21,2099.23,6.29,270.06,1g,21,1568816637
32650,32650,1022.833311230872,1568817707.8226542,1022.833311230872,,696.191803935801,218.2003550158129,655.7625528867122,0.02394452691078186,692.5590926639235,251.738579893109,648.0570160922903,0.0649956464767456,695.8658206760057,207.61944766880447,654.5556696456542,0.022901356220245358,662.8203553994606,247.93197935146716,613.4282051024336,0.18044987320899966,685.2876080452484,184.2330202819833,649.1629286026377,0.2808849811553955,541.8822327651278,262.4416308386196,487.0544245160577,0.1565254032611847,565.9323694565875,31.000327797308564,528.4805498041394,0.5459253787994385,555.6977610447476,357.42160948626037,265.01188328767705,0.7883873581886292,552.6598895023825,-137.28590434358412,273.31922256555913,0.9862625598907472,724.0831950363727,359.9740361662706,83.88566389729945,0.7977491617202759,720.9666767069319,-132.8346849548128,98.78004672846876,0.772419810295105,524.1932942195524,169.2117195181852,1.574855407982568,0.02465334534645081,399.37442678562513,-2.572794815107769,77.84077003397668,0.11140936613082886,302.22478225567545,201.9470203702936,-623.0709008453648,0.022688597440719604,652.4094895957593,-25.023100416446372,-118.74483652974806,0.15380939841270447,208.84278180715728,228.1980627771753,-877.3501892662538,0.003161728382110596,516.8264688760721,-78.88130322209149,-546.5919729370935,0.015692383050918586,729.8101458762451,2100.7466688769127,6.556668876912805,269.0433046001335,1683.499860754493,2093.906668876913,6.270006630738415,90.57,1670.476529631406,2094.0366688769127,6.253337753825608,90.57,1761.056668876913,819.7968213838964,7.120019892215244,180.37,1656.569860754493,2094.176668876913,6.29,90.57,1642.1165163699293,2094.32,6.7833377538256086,90.57,1627.7831786161034,2094.4666688769125,7.029986738523171,90.57,1215.7831454624115,2096.6933311230873,8.533331123087192,89.86,562.13315209315,2094.75,8.246682138389634,89.71999336926157,801.0001392455067,2099.23,6.29,270.06,1g,21,1568816637
32651,32651,1022.8661531371388,1568817707.8559554,1022.8661531371388,,706.807671726661,215.89424155106536,665.8500421902958,0.03286007046699524,703.8438480204013,230.285325225169,665.6411016097549,0.04176190495491028,703.3996773645015,202.881121490011,672.2948449303282,0.010898858308792114,671.6955096016641,238.83451068167858,615.2535446294463,0.11327049136161806,691.7450998893214,180.91180989460412,655.7374021943663,0.14983606338500974,599.7752449086388,233.71366056886745,533.4644737576525,0.02848577499389648,578.8847485372212,33.674446951294016,532.3429781511397,0.5472550988197327,539.1032089813476,353.74772152331184,272.5084457300529,0.8250055909156799,556.5379594513298,-136.89701279937236,275.3057064444901,0.9823040962219238,746.7060379608372,358.5907492208695,91.76789650957828,0.944975197315216,742.6833907761157,-128.66754555759942,114.67025808196804,0.7276476621627808,468.2598098816266,167.8765282713409,46.99065138796848,0.045268774032592766,399.8192132407537,-4.797485701809799,80.86286562381855,0.17190316319465634,513.0147768904608,193.41287912105471,-316.69727732418545,0.08845296502113342,753.8342644861726,-13.572454403945315,-44.59741708577815,0.100958913564682,210.9200152305716,209.51734287977885,-875.0372574767157,0.0038957595825195312,522.609055757885,-81.10893282885463,-541.9926399081969,0.01821801066398621,729.5933892948847,2100.743384686286,6.55338468628613,269.0859990782803,1683.7067647639738,2093.9033846862867,6.260154058858391,90.57,1670.68014945026,2094.033384686287,6.246769372572262,90.57,1761.053384686286,819.5669280400291,7.090462176575173,180.37,1656.7767647639735,2094.173384686286,6.29,90.57,1642.339841332543,2094.32,6.77676937257226,90.57,1628.0130719599706,2094.463384686286,7.049691882283219,90.57,1216.0623016656791,2096.696615313713,8.536615313713869,89.86,562.4024557245373,2094.75,8.22369280400291,89.72984594114159,800.7932352360264,2099.23,6.29,270.06,1g,21,1568816637
32652,32652,1022.9,1568817707.890275,1022.9,,696.8169220246268,224.6731557645477,636.6462574698667,0.03895556926727295,693.7244933191896,247.67225919474728,634.2788482902722,0.07691055536270143,686.1073388491322,225.84051362139752,630.1958525750355,0.08205592632293701,680.6925893748336,244.81858964731373,609.4329285731526,0.17668065428733826,686.7064320517537,198.6815951586985,629.0906460540164,0.3645526766777039,572.4154961632613,273.4216648610484,486.58237688638917,0.6704802513122559,588.6560836277107,29.46242449049746,523.7720524562852,0.2403118312358856,547.4013658605119,354.430963489732,260.80374600832334,0.7699492573738098,556.4956734854348,-146.18301095888427,276.51971629701717,0.9771440029144288,737.9193408688319,355.53544396189835,89.28928989904942,0.7377746701240541,722.7504879978574,-134.82272478956514,99.93026169858395,0.6383581757545471,507.2427265169553,162.78231633110434,15.853301499098336,0.033905655145645135,409.688696267966,-4.363226463097886,78.8778134961856,0.2156124711036682,333.67480971655283,194.7999982454948,-587.6242402057478,0.016641199588775638,793.4554248062166,-5.908523429468782,-10.222696893004013,0.06536325812339783,232.46682341461312,198.35590483740341,-852.4222490547536,0.004101574420928955,519.610265644174,-76.69682709731538,-547.5806021449647,0.012493014335632324,729.37,2100.74,6.55,269.13,1683.92,2093.9,6.25,90.57,1670.89,2094.03,6.24,90.57,1761.05,819.33,7.06,180.37,1656.99,2094.17,6.29,90.57,1642.57,2094.32,6.77,90.57,1628.25,2094.46,7.07,90.57,1216.35,2096.7,8.54,89.86,562.68,2094.75,8.2,89.74,800.58,2099.23,6.29,270.06,1g,21,1568816637
32653,32653,1022.9329644722276,1568817707.9234288,1022.9329644722276,,684.3853859923222,240.27706729602141,611.5885349778198,0.02845481038093567,674.7315106200757,268.84393913973764,601.7289540163007,0.284751832485199,676.9504701859622,237.2270856442364,600.2910164586795,0.18426308035850525,683.8086818914566,262.9242979035685,604.8714873000595,0.07302767038345337,683.3296226862587,205.56989696380265,614.3301557591859,0.26728302240371704,589.373611518489,271.67403414675135,506.24666868264467,0.21333035826683044,592.8940935812167,31.42076079185503,507.4971354595874,0.0789632499217987,549.770784818227,351.0617802489981,272.2511438817637,0.7904998064041138,570.7632547760737,-143.1492091098533,289.40590218438683,0.9449052810668944,756.3514344800717,351.9991845696193,93.92472596558608,0.9543856382369996,737.7691192892619,-134.83413605601723,108.61207210182819,0.7317380905151367,497.99052007867584,162.62496882524505,36.329905721802994,0.01332777738571167,409.15050896508455,-8.659905918916111,78.43310306476612,0.3227755129337311,348.052248189403,192.7416010654454,-549.5084169806734,0.04804164171218872,642.449391339004,-24.98005861119111,-94.55529859858078,0.2833210229873657,200.0606745025972,194.75382573123252,-886.755432720883,0.007130950689315795,522.7028585334997,-80.5200688722217,-549.1014306834675,0.019052207469940186,729.1557309305206,2100.74,6.543407105554482,269.1761502611186,1684.1243797278112,2093.9,6.233517763886201,90.57,1671.097676175034,2094.03,6.259778683336557,90.57,1761.05,819.0926557999612,7.079778683336557,180.37,1657.1943797278109,2094.17,6.273517763886201,90.57,1642.7941584111475,2094.316703552777,6.786482236113797,90.57,1628.484047752816,2094.456703552777,7.050221316663443,90.57,1216.6334944611576,2096.7,8.553185788891039,89.86,562.9503086722663,2094.753296447223,8.1835177638862,89.75318578889103,800.3723238249663,2099.23,6.29,270.06,1g,21,1568816637
32654,32654,1022.9661401624793,1568817707.956795,1022.9661401624793,,698.7090799194756,238.29124589182754,617.6538683980167,0.0306885838508606,690.2795144674492,272.20188923694514,609.0842986910625,0.09192347526550293,691.735300512274,236.93819897953168,606.6702865517823,0.032981306314468384,685.0796947428665,266.1080523906828,598.2591238536261,0.15691569447517395,699.9712653022957,205.7107403310381,619.4675579554447,0.2462233603000641,602.9817285011566,268.84683836310023,519.0968284567282,0.22026273608207705,587.5736854605077,31.67902202926421,523.065391943003,0.8208609819412231,545.3778972365019,352.5178678467195,257.8895291685904,0.8352433443069458,569.2120634149969,-145.98972678892392,285.48688105431467,0.949820339679718,762.0261561027237,345.4629516376782,94.22302995572022,0.9636732339859008,718.8600764972432,-139.07714982061214,92.72337990244415,0.741485595703125,403.05714550149696,130.54907784541348,-17.79402610886143,0.004419952630996704,404.601624535352,-11.420087945199251,78.43427118171462,0.2936345934867859,348.1796934075725,181.0515259168385,-531.0704880035069,0.02259582281112671,747.9953075152043,-15.358541619650971,-29.08865118608827,0.10897091031074524,239.729765122004,192.35137816337226,-845.4955709299429,0.004081904888153076,526.2670401961494,-83.50500387788648,-545.272327579298,0.014917582273483275,728.9400889438859,2100.74,6.536771967504187,269.2225962274706,1684.3300690073704,2093.9,6.2169299187604645,90.57,1671.3066830236182,2094.03,6.279684097487444,90.57,1761.05,818.8537908301507,7.099684097487443,180.37,1657.40006900737,2094.17,6.2569299187604654,90.57,1643.0197531048575,2094.313385983752,6.803070081239536,90.57,1628.7195951536014,2094.453385983752,7.030315902512558,90.57,1216.91880539732,2096.7,8.566456064991629,89.86,563.2223493323282,2094.756614016248,8.166929918760465,89.76645606499163,800.1633169763818,2099.23,6.29,270.06,1g,21,1568816637
32655,32655,1023.0,1568817707.9908493,1023.0,,700.6452570701155,242.06518694274646,609.305038973084,0.04115310311317444,673.3184199267929,277.87951489118404,581.548001126828,0.4404675960540772,693.4832721693342,235.8794523489524,602.8759385310119,0.07263731956481934,694.7444820253113,272.7933972681616,598.1657488721581,0.13039004802703855,698.6643881909599,201.5383420017389,615.7918619931454,0.3031490445137024,595.1794294707144,275.2309066408139,498.5428765916651,0.5358710885047913,601.6923242731441,30.467847936425557,507.76202493694166,0.4024707973003388,555.1084248664398,348.2123761836448,255.84613468983744,0.9620414972305298,573.0517260498699,-144.67612437935622,287.43984428168125,0.9366878271102904,754.747150041719,348.6279106242476,90.91892288580988,0.960549294948578,720.2582570315091,-139.82960539722643,94.33152255255905,0.7082347273826599,363.78236629542016,114.67720403999006,-41.74087702684014,0.009033828973770142,411.4815166861139,-13.0929543707026,79.26330612710551,0.3236867189407349,350.81202287036615,173.13250313588946,-516.335219425554,0.024822264909744263,793.5723645885414,-10.258160484063755,-4.464564269215772,0.12054213881492615,250.35563733174263,192.2532507378944,-836.1671900037106,0.004411131143569946,531.6311748118862,-81.12915912169717,-542.7420986600641,0.011281669139862059,728.72,2100.74,6.53,269.27,1684.54,2093.9,6.2,90.57,1671.52,2094.03,6.3,90.57,1761.05,818.61,7.12,180.37,1657.61,2094.17,6.24,90.57,1643.25,2094.31,6.82,90.57,1628.96,2094.45,7.01,90.57,1217.21,2096.7,8.58,89.86,563.5,2094.76,8.15,89.78,799.95,2099.23,6.29,270.06,1g,21,1568816637
32656,32656,1023.0359440889664,1568817708.0271447,1023.0359440889664,,700.9351315419051,244.65835347085763,604.1111277758857,0.045329779386520386,669.4105830155357,278.1129394955586,573.0670743607511,0.3171483278274536,699.8581883188855,236.28901775781003,604.0725867342683,0.08292052149772644,697.3219559487469,274.15915415503457,598.2284840523398,0.1058533489704132,699.9658542958473,198.9845028753297,615.5365079129575,0.2907235026359558,618.7987999957661,266.6340190533924,521.1833720952317,0.2185783088207245,607.2914240566931,29.8102092671874,499.34898790157183,0.09260648488998413,534.2204789945946,351.9086745600076,262.06212023962337,0.7631065845489502,567.0983031565462,-148.9087094606794,279.7578007455282,0.9112052917480468,741.1914068182875,351.41379426580886,81.2571951628997,0.9568179845809937,709.3006886213541,-141.68299719889743,97.91779418265163,0.6614530086517334,455.2308698684809,136.88209045921656,-27.772395527702518,0.034747719764709466,420.3503031863625,-15.002021390131345,76.91846703336472,0.3733183145523071,255.77897968525215,182.9759575467949,-696.0602613444535,0.016389578580856327,727.507266822417,-22.21469841773479,-109.62848998663807,0.0872960090637207,242.17129067371803,190.97799591610092,-842.3874462821059,0.004019707441329956,531.6088793194349,-83.12681566558787,-540.6330599088052,0.014016211032867432,728.4863634217177,2100.736405591103,6.53,269.33469936013967,1684.7628533515924,2093.8964055911033,6.214377635586604,90.57,1671.7392589426956,2094.0264055911034,6.2460838665502365,90.57,1761.0464055911036,818.3583913772344,7.105622364413398,180.37,1657.836447760489,2094.1664055911037,6.261566453379905,90.57,1643.4908253960755,2094.3064055911027,6.798433546620095,90.57,1629.2116086227654,2094.45,7.031566453379905,90.57,1217.519119165112,2096.7,8.58,89.86,563.7947415295254,2094.76,8.178755271173207,89.79078322668995,799.7235522395109,2099.23,6.29,270.06,1g,21,1568816637
32657,32657,1023.0661155053951,1568817708.057611,1023.0661155053951,,702.2371029744294,240.2998090093209,602.1736601222426,0.034098148345947266,671.4054230781021,278.092692314425,569.4336733853845,0.29286736249923706,701.979332148569,238.2418242202984,601.7249139310258,0.11550277471542356,699.0632923896383,273.47655737014475,596.8530326014445,0.10658988356590272,702.1012722849778,197.5095690510191,611.8457150616473,0.43679794669151306,634.9289044345287,261.62137621547316,533.2249089904342,0.26829794049263,603.9788976086489,31.67422275402116,516.1668663020125,0.5803425312042236,546.0652769554646,347.47982158401567,263.0580871805756,0.9631940126419068,574.0865266826478,-148.57967632173043,284.1929424107843,0.9076385498046876,752.3356266027678,348.0465179408934,91.845293211036,0.962854504585266,729.8532418663658,-138.66231024061568,103.36356100439451,0.7571592926979065,511.2251669408699,146.0847239376834,-15.924342584351447,0.0367526113986969,431.98521409653017,-20.53242080276066,45.901930365957696,0.2036954164505005,182.4715170871923,187.31461039546346,-813.2341005591983,0.01873442530632019,735.4262162127185,-19.96173486823005,-159.46328269420076,0.056233018636703484,209.0569347537363,190.90514340879002,-877.4910154587758,0.003878027200698853,520.821282953293,-83.41142286400954,-549.5874519350132,0.013013064861297607,728.2902492149318,2100.7333884494606,6.53,269.3890079097112,1684.94991613345,2093.8933884494604,6.226446202158053,90.57,1671.9233045829105,2094.0233884494605,6.200826741907304,90.57,1761.0433884494605,818.1471914622342,7.093553797841947,180.37,1658.0265276839893,2094.1633884494604,6.279669303237077,90.57,1643.6929738861475,2094.3033884494607,6.78033069676292,90.57,1629.422808537766,2094.45,7.04966930323708,90.57,1217.778593346398,2096.7,8.58,89.86,564.0421471442401,2094.76,8.202892404316103,89.79983465161854,799.5334723160107,2099.23,6.29,270.06,1g,21,1568816637
32658,32658,1023.1,1568817708.0918267,1023.1,,707.0729910560742,236.72754747618708,603.4574635981165,0.041392982006073,660.9419368740372,271.6801437470253,556.7569197050965,0.28034651279449463,705.458708300537,236.9596308974492,599.2381669225417,0.07601991295814514,699.4996455637565,267.14749617908507,591.502299389316,0.12641367316246033,699.12046297489,192.65353013360001,606.2748609880894,0.5166284441947937,658.503533281979,255.07548213681648,547.4270335082634,0.28294825553894043,602.5580508153828,31.876028489810533,521.5008001284882,0.6064387559890747,548.8730862323761,348.67225717288574,258.7217827408014,0.8230100870132446,573.7821708341961,-148.8658389928168,286.80067268836683,0.9171651601791382,753.8499833914943,348.0138231191583,91.13447143415344,0.9623785614967346,736.7897741915358,-138.58060818627104,106.40004354408634,0.7726183533668518,433.44175459976,124.48021669999572,-40.97745846908765,0.01824849843978882,430.9293612055802,-23.924333209134442,28.50106046289494,0.18143844604492188,286.1926964759463,185.82147646801155,-645.7823541161133,0.05775505304336547,756.2638069282817,-15.817188663078252,-163.9336613293631,0.05523210763931274,288.17946609859507,190.79957836220126,-797.0540159063843,0.002613276243209839,519.0091632639277,-85.37512021288795,-551.1741581971095,0.016166120767593384,728.07,2100.73,6.53,269.45,1685.16,2093.89,6.24,90.57,1672.13,2094.02,6.15,90.57,1761.04,817.91,7.08,180.37,1658.24,2094.16,6.3,90.57,1643.92,2094.3,6.76,90.57,1629.66,2094.45,7.07,90.57,1218.07,2096.7,8.58,89.86,564.32,2094.76,8.23,89.81,799.32,2099.23,6.29,270.06,1g,21,1568816637
