,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,W_in-P_out.11_x,W_in-P_out.11_y,W_in-P_out.11_speed,W_in-P_out.11_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
41157,41157,1303.8666625660048,1568968770.5453491,1303.8666625660048,,604.2411691364213,21.321927663992728,632.9185644380659,0.9973223209381104,602.6274784080709,40.8421541670336,670.3775028660469,0.9968973398208618,592.8012292817842,-14.435539835925596,663.8423706967477,0.9909423589706421,579.2679508257776,82.22619349625029,687.0819120949127,0.6119373440742493,559.6045071279437,-50.18000360989914,670.1305446760653,0.6845521926879883,510.0004919439198,130.56928447271156,566.3814476483516,0.7449048757553101,521.4711848313532,-90.70216830445824,570.8523066898463,0.6638673543930054,628.5416526755954,210.3501202181289,386.6451738164415,0.9707900285720824,599.2812053349774,-203.05887273490853,384.322307131122,0.9882332086563108,788.9028643869162,231.00986678049702,238.33943139855882,0.9847665429115297,752.953421133614,-236.13064756352227,215.27705809565015,0.9638986587524414,405.6503218748463,122.90574202306676,118.55340192331532,0.13199466466903687,417.1291969513251,-94.87503013662348,167.88727206150205,0.5729198455810547,827.7678860107567,133.00637201967692,90.37619350365401,0.4338967204093933,613.8357690218068,-128.2432787106454,-22.847650210144053,0.6022768616676331,542.1603381300922,161.85095085622208,-463.54464312530365,0.011175036430358887,606.3239074708088,-144.63268820889462,-295.07741373987665,0.013417929410934448,734.2700246039713,2098.21,5.773311599825378,270.02333866419383,1832.8433079092295,2092.99,6.1433300528038295,90.16,1819.0566416526287,2093.0233337434,6.116663796203352,90.16,1804.7966416526288,2093.0633337434,6.079997539602872,90.16,1791.7999753960287,2093.1,6.006667486799043,90.16,1110.1166318110409,2096.44,8.460004920794253,89.86,952.836636731835,2095.29,7.350001230198562,89.4,938.396636731835,2095.14,7.333336203796648,89.4,762.6466330412393,2094.62,8.24000369059569,90.06,843.1400295247655,2099.18,7.14,270.06,1g,23,1568967420
41158,41158,1303.9,1568968770.578946,1303.9,-99.61953326449327,611.7286068422627,18.00809030034345,636.2480611037415,0.9971877336502076,605.6547740051749,36.34111959199589,672.303959199943,0.9952599406242372,597.3705933282213,-16.612473117232014,665.4252914218113,0.992068350315094,594.0314460881034,77.78524833632827,689.8612398581473,0.6703549027442932,570.2533483172858,-53.964568415857926,672.6404523667039,0.6744245886802673,509.8342127885369,119.69301375256417,571.5557399746973,0.980421245098114,525.9495881956839,-90.21440307177755,572.0949067981289,0.6146466732025146,630.7737553467417,205.4466171294844,382.1584265853923,0.1935566663742065,599.2554618670812,-204.36426913323555,385.69329847918607,0.9851814508438108,795.2704934353983,231.2241251260413,239.7468323833988,0.9835435152053832,756.7877258702575,-243.33043469581702,213.4537047954986,0.8522946238517761,362.28682475483396,120.41228086852405,123.97806381779871,0.5218702554702759,416.1142431456606,-93.09827249899335,171.04295127070645,0.4935625493526459,712.9882571335812,139.20740731789198,17.937043663393634,0.1686299443244934,609.8721371907818,-129.02067094150564,-9.126905166652703,0.466545045375824,528.3634702145898,160.6562110200223,-479.09176866751716,0.011359214782714844,342.11743539796663,-179.64234077980475,-519.2903654812699,0.008180558681488037,734.07,2098.21,5.95,269.98,1833.05,2092.99,6.17,90.16,1819.26,2093.02,6.14,90.16,1805.0,2093.06,6.1,90.16,1792.0,2093.1,6.0,90.16,1110.4,2096.44,8.42,89.86,953.08,2095.29,7.34,89.4,938.64,2095.14,7.31,89.4,762.92,2094.62,8.21,90.06,842.9,2099.18,7.14,270.06,1g,23,1568967420
41159,41159,1303.9340501961638,1568968770.6132748,1303.9340501961638,-87.74616231047092,611.1110049475043,16.548515105804775,638.7386180239562,0.9969313144683838,604.7013986019089,33.50870448032156,674.7205890457435,0.9940260648727416,596.6208074966346,-19.412463737417585,667.5809297720792,0.9916861057281494,576.674254090472,74.25814567127729,687.6194479550135,0.6763505935668945,553.861103365003,-59.00365251269767,669.0794285952379,0.6309153437614441,512.4367136448251,116.38355364824251,571.4852505589956,0.9759113192558287,522.8008825994185,-92.09682161618755,572.0074753301457,0.5342876911163329,631.52057670899,209.37224072089387,381.5041541391042,0.9905967712402344,599.3823628353205,-204.7547822281336,385.4618180373506,0.9845779538154602,797.9952428403842,230.99368462070424,240.3840313638245,0.9820045828819276,752.2394707169358,-241.37941465776169,210.73027506617672,0.8443324565887451,383.3083081686458,119.30149267887629,112.99661651826518,0.2236838936805725,417.9839967563043,-90.63673634125985,179.51827214103022,0.42488959431648254,803.6622080908058,134.14248076715248,69.22530389421159,0.3230873942375183,623.1785215960148,-133.75682988976965,15.684288117696953,0.5340959429740906,508.67336629040017,161.43793394135486,-498.6265667759585,0.007372438907623291,631.6243718658222,-143.80723966115758,-180.89157558359668,0.010774165391921995,733.8759138818671,2098.21,5.851254431125292,269.9357347449872,1833.2577061965985,2092.99,6.146164862685414,90.16,1819.471111216215,2093.02,6.143405019616369,90.16,1805.2077061965986,2093.06,6.1170250980818475,90.16,1792.2043011769822,2093.1,6.0238351373145855,90.16,1110.6860216477749,2096.4434050196164,8.440430117698218,89.86,953.3319714516114,2095.2934050196163,7.3297849411508915,89.4,938.888566431995,2095.1434050196162,7.323620078465477,89.4,763.1992116085422,2094.62,8.199784941150893,90.06,842.6582436072378,2099.18,7.14,270.06,1g,23,1568967420
41160,41160,1303.9670759422127,1568968770.6465707,1303.9670759422127,-87.81307277222021,610.8173214835123,16.231679088474223,639.4428424720179,0.9965357780456544,615.8306567066837,31.17615394087798,679.4893118288344,0.9925593137741088,599.7224193032182,-20.866830710579574,669.7201225776101,0.9889745116233826,585.8689899979611,69.87038275523379,690.2560480525494,0.7269781231880188,557.5163343949947,-61.37824835296465,669.8092003484201,0.61329185962677,511.0487379230326,111.5380673423282,568.8097969324832,0.9676226973533628,529.4588026340127,-93.62865255598456,573.4981279427589,0.5091620683670044,639.1112253979393,207.5181681799884,387.33800698050385,0.9901487827301024,591.9302582087995,-208.12864368961468,378.87599725953834,0.9834004640579224,798.393730721194,231.6914890487931,240.01739700052158,0.9808577299118042,743.653029319677,-235.62393252504688,202.86585528375642,0.952485203742981,392.2346144179989,119.45976294044162,106.63783997880674,0.2481033504009247,434.20271563000136,-90.90092884910445,190.87424473984402,0.4447873532772064,840.6578327342845,137.6534007188061,95.84631665945095,0.377110093832016,605.032736979337,-139.8506911288861,4.442874602145906,0.5351712107658386,476.762714419151,162.74771781439986,-533.2273315406296,0.0036950707435607906,731.014516859517,-118.49741095633907,-119.63871353698308,0.010398685932159424,733.6876671293879,2098.21,5.755479767583375,269.8928012751236,1833.4591632474967,2092.99,6.12304684045116,90.16,1819.6758708417185,2093.02,6.146707594221264,90.16,1805.409163247497,2093.06,6.133537971106316,90.16,1792.4024556532754,2093.1,6.04695315954884,90.16,1110.9634379145862,2096.4467075942207,8.460245565327577,89.86,953.5763619723737,2095.296707594221,7.319877217336211,89.4,939.1296543781523,2095.146707594221,7.33683037688505,89.4,763.4700227261435,2094.62,8.18987721733621,90.06,842.4237608102902,2099.18,7.14,270.06,1g,23,1568967420
41161,41161,1303.9670759422127,1568968770.6465707,1303.9670759422127,,613.4531742377591,14.970024253046331,642.6343959581383,0.9958604574203492,604.592898888757,30.537991659194002,676.597168308311,0.9911012649536132,601.0849519193979,-22.95529727737907,671.636226226493,0.9860611557960508,582.4809336657524,68.53039260243338,688.4572472804547,0.726283848285675,572.0830646791553,-62.50177242056181,674.9011891924446,0.6758298277854919,519.9024904152284,110.57051572191494,571.1859121857624,0.9612815976142884,527.0533283013415,-95.73735242122956,573.8661572161633,0.4794356822967529,647.0325242792308,208.25822462395507,391.83728160844566,0.990577220916748,591.2506511997494,-207.41651685018158,378.94915280383077,0.9813445806503296,795.7210523037793,233.62972125646755,234.7778587600189,0.9806755781173706,763.9349865938194,-231.896949103924,219.20574898503102,0.9607824087142944,397.3617519725946,121.87861189939177,100.7536901631084,0.39415857195854187,423.1871420099889,-91.08040635274202,183.04094956704319,0.5540885329246521,844.7589483053296,140.54927849031796,98.7879953390775,0.3988775014877319,629.5691417611517,-139.71803985138843,13.23841455283778,0.3951815664768219,451.33136598580217,160.21142204883003,-559.999601159148,0.00656503438949585,778.7415450743728,-107.37918082503134,-120.4281932287095,0.013709694147109984,733.6876671293879,2098.21,5.755479767583375,269.8928012751236,1833.4591632474967,2092.99,6.12304684045116,90.16,1819.6758708417185,2093.02,6.146707594221264,90.16,1805.409163247497,2093.06,6.133537971106316,90.16,1792.4024556532754,2093.1,6.04695315954884,90.16,1110.9634379145862,2096.4467075942207,8.460245565327577,89.86,953.5763619723737,2095.296707594221,7.319877217336211,89.4,939.1296543781523,2095.146707594221,7.33683037688505,89.4,763.4700227261435,2094.62,8.18987721733621,90.06,842.4237608102902,2099.18,7.14,270.06,1g,23,1568967420
41162,41162,1304.0,1568968770.679764,1304.0,-87.87986779966484,614.642647987965,14.833082014334593,640.513695847274,0.9967762231826782,603.8808458801608,31.07173734761703,676.467823780587,0.99275404214859,601.4804224729536,-23.091418785565075,671.0736215901508,0.9891872406005859,584.1324352334888,68.10497903001374,691.2335467296792,0.7018828988075256,581.2133449219181,-61.43433749664962,678.7067166341477,0.6000207662582397,520.1935033004672,111.18421550776144,572.2929251828054,0.9692338705062866,520.647664032641,-115.15658115817936,573.4065493273149,0.9249683618545532,643.8102394165425,206.81623015862343,391.1245553054969,0.9905526638031006,592.6168370723367,-202.85936490885032,376.2722530798037,0.5414429306983948,795.0824584701357,232.46057873784702,235.31521149624228,0.9807041883468628,766.0087461276497,-230.9513221575721,219.2790399505856,0.9502099752426147,393.0306965569836,120.92286492028654,101.09555620318079,0.2096142768859864,439.0832001550212,-96.17496022400101,175.57419738416675,0.05249294638633728,839.9387261793298,141.17016109546742,97.97385865849506,0.3657235503196716,627.6301478289812,-140.04890982584794,21.58904651195036,0.4788488447666168,440.4009015261362,159.03555684009694,-573.7624445913933,0.0043911635875701896,796.9422775454377,-104.46732221708362,-40.97076526488024,0.016495078802108758,733.5,2098.21,5.66,269.85,1833.66,2092.99,6.1,90.16,1819.88,2093.02,6.15,90.16,1805.61,2093.06,6.15,90.16,1792.6,2093.1,6.07,90.16,1111.24,2096.45,8.48,89.86,953.82,2095.3,7.31,89.4,939.37,2095.15,7.35,89.4,763.74,2094.62,8.18,90.06,842.19,2099.18,7.14,270.06,1g,23,1568967420
41163,41163,1304.0341065204684,1568968770.7141302,1304.0341065204684,-87.87986779966484,606.6757446125523,12.523423893914547,637.4061074362112,0.9971432089805604,600.3485797035106,29.965435914093828,674.9499705417755,0.992313027381897,596.4459576472248,-24.63594706442136,668.4278616094447,0.9885482788085938,577.3369022990537,67.72598998059969,689.4195037063325,0.7056616544723511,562.8244630176148,-64.07331938509694,673.4784868193415,0.5897310376167297,511.3910073298735,108.5469774417576,569.1566622957705,0.9614243507385254,518.6999326577899,-118.0660083327095,576.3299548260264,0.9217126369476318,635.3436091471764,208.42467571222508,386.769240796008,0.990942656993866,599.5559892563871,-207.29198342286045,383.1515739820007,0.9816409349441528,795.4037474668485,233.7571790623123,234.67675547855626,0.9802265763282776,755.622259906089,-227.9955054048492,211.56663251492543,0.9515838027000428,393.20550357030237,121.73331867257907,102.68108693884413,0.21921348571777344,437.93154552974505,-103.6347088743304,192.92740171618823,0.3720266222953797,632.9545579984435,152.34140390065116,-40.54274719907039,0.19429227709770205,632.7413940337308,-133.9438258747283,36.37803673183774,0.7145851254463196,424.39787907761365,158.22138877931815,-590.3560245807638,0.01163211464881897,731.8019185738827,-108.39211708393658,-73.10999387677214,0.0193004310131073,733.3090034853756,2098.206589347953,5.663410652046868,269.8056615233908,1833.868049774859,2092.9865893479528,6.093178695906267,90.16,1820.088049774859,2093.02,6.136357391812532,90.16,1805.8214604269056,2093.06,6.167053260234336,90.16,1792.8080497748588,2093.1,6.080231956140603,90.16,1111.5299054239838,2096.45,8.48,89.86,954.0689775994214,2095.3034106520468,7.31,89.4,939.622388251468,2095.1534106520467,7.363642608187468,89.4,764.02308411989,2094.62,8.203874564328071,90.06,841.9478437046724,2099.18,7.14,270.06,1g,23,1568967420
41164,41164,1304.0341065204684,1568968770.7141302,1304.0341065204684,,613.3110173999585,10.969821876543493,641.857027243771,0.9960626363754272,611.5555306188432,30.714548553986074,678.9555914240382,0.9695909023284912,593.4869262054262,-26.751322259824942,668.216319810168,0.9853668808937072,580.3672625584093,67.54495423213422,689.810125968444,0.7430070042610168,551.5461861265186,-66.06758851258043,670.3497893663957,0.6391765475273132,515.2875031302464,107.6043033993114,569.9442971923861,0.9545084238052368,518.6297203657399,-119.51367387930698,576.2296938776243,0.9241604804992676,639.1791797360753,210.4666244045493,388.3903091381416,0.9902808666229248,596.265175395695,-208.94565325124503,380.44268465162565,0.979763388633728,806.8494223586598,233.5358261165321,238.74457830125752,0.9790780544281006,746.777522344376,-230.2722381983361,208.20665308011812,0.962520182132721,355.0711103214673,121.05165939569856,120.04932178561769,0.4263319671154022,434.2871889294696,-104.05716707767908,195.5956456831189,0.4171284735202789,552.4066388696083,154.66726098782308,-87.09574925346256,0.13732635974884033,630.3976031855498,-128.82371040464102,34.83589504564688,0.6108304262161255,404.99279188311004,156.24579437667703,-608.5662119787869,0.015299201011657715,564.8815136178374,-136.60768394929323,-218.19892149017326,0.011348575353622437,733.3090034853756,2098.206589347953,5.663410652046868,269.8056615233908,1833.868049774859,2092.9865893479528,6.093178695906267,90.16,1820.088049774859,2093.02,6.136357391812532,90.16,1805.8214604269056,2093.06,6.167053260234336,90.16,1792.8080497748588,2093.1,6.080231956140603,90.16,1111.5299054239838,2096.45,8.48,89.86,954.0689775994214,2095.3034106520468,7.31,89.4,939.622388251468,2095.1534106520467,7.363642608187468,89.4,764.02308411989,2094.62,8.203874564328071,90.06,841.9478437046724,2099.18,7.14,270.06,1g,23,1568967420
41165,41165,1304.067377307908,1568968770.7476542,1304.067377307908,-85.11901206868221,606.8458240597363,9.706992697533623,636.6508053045103,0.9969950914382936,604.6442417849139,29.17592409301993,675.6847224415421,0.9924296140670776,596.2982974987108,-25.61611762236789,667.3317182836397,0.986924648284912,581.0122347858315,67.11229200790538,689.4803490451828,0.7260777950286865,552.755543761409,-65.71848453669222,669.6562872656345,0.5703870058059692,515.6913724355638,106.75991826071836,569.7014024163011,0.9553797245025636,513.4776317009396,-118.28263376215351,576.7047777232902,0.9300048351287842,652.2934525271505,207.24393263428504,391.4843833188617,0.9904544353485109,596.5679463797743,-201.21318478053746,380.0080711923925,0.6121292114257812,805.9428366598462,231.69547450543763,242.63337570428365,0.9812943935394288,750.8059792498791,-225.5417284533844,212.60372838679612,0.939454197883606,380.66175604549926,121.29814448331184,118.01811270225771,0.10550478100776672,417.4486162331408,-104.85532161335972,186.69843217513144,0.4095216393470764,511.4029243152297,155.30362287954154,-106.07534790144587,0.2630322575569153,633.9120454857501,-130.77934051962941,36.94838457929018,0.6529867649078369,392.8516278722474,162.97598353193854,-620.6164375271243,0.014528632164001463,562.3737984570903,-124.33427895687169,-265.8819067838288,0.01152324676513672,733.1226870757154,2098.203262269209,5.666737730790797,269.76240949971964,1834.0710015782388,2092.9832622692093,6.086524538418404,90.16,1820.2910015782388,2093.02,6.123049076836809,90.16,1806.0277393090291,2093.06,6.18368865395399,90.16,1793.0110015782386,2093.1,6.090213192372394,90.16,1111.8127071172178,2096.45,8.48,89.86,954.3118543477284,2095.3067377307907,7.31,89.4,939.8685920785193,2095.1567377307906,7.376950923163191,89.4,764.2992316556363,2094.62,8.227164115535585,90.06,841.7116211138533,2099.18,7.14,270.06,1g,23,1568967420
41166,41166,1304.1,1568968770.7805252,1304.1,-91.3759469778683,605.6370937760388,12.097044105934096,638.4228100173107,0.9968391060829164,603.3466467300292,29.25256806682156,677.4372630573828,0.9920264482498168,595.9264501816007,-24.195897901257553,668.6659190604239,0.9884335994720459,580.4195095114417,65.59182916311579,690.8495851697096,0.7060441970825195,564.0956312387909,-63.69621435290614,672.2802174067185,0.6388370990753174,515.4178329006684,107.06875411514623,570.4086469468065,0.9640574455261228,509.0427523031781,-118.49192797136938,574.4466844173122,0.9275250434875488,646.2962093511037,211.20161323995254,386.7452216947897,0.9889261722564696,589.8842344363393,-200.08898181045512,375.3253053801003,0.6498618721961975,805.9021622561557,233.20944276614097,243.02270453514512,0.9820753335952759,752.2319603610878,-224.30962650568284,216.18218727035216,0.9130463004112244,385.1070964604628,119.68484157398191,111.00843299658723,0.130876362323761,419.1849976818468,-102.86649266794831,186.67835151256625,0.4914137125015259,489.56345826447443,152.16502501740808,-118.09964838546455,0.2389887273311615,642.2448724025593,-126.99187066965874,40.01054623362529,0.4555003643035889,374.62670362668564,160.73730051443462,-597.9791965273541,0.009798377752304077,479.66408618765365,-152.03278863057199,-367.5190299982692,0.022247850894927985,732.94,2098.2,5.67,269.72,1834.27,2092.98,6.08,90.16,1820.49,2093.02,6.11,90.16,1806.23,2093.06,6.2,90.16,1793.21,2093.1,6.1,90.16,1112.09,2096.45,8.48,89.86,954.55,2095.31,7.31,89.4,940.11,2095.16,7.39,89.4,764.57,2094.62,8.25,90.06,841.48,2099.18,7.14,270.06,1g,23,1568967420
