,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
33982,33982,1066.3653526924652,1568282161.0926235,1066.3653526924652,,606.4706740193122,42.70040667612145,651.3960544175736,0.995574116706848,611.665966010642,72.90302949189996,690.0365812992877,0.9964852929115297,629.3305087317718,16.388461438410086,702.6292879595998,0.9926942586898804,584.5807685664165,118.61917824100941,709.7458707371494,0.7522497773170471,610.7502071285013,-30.77253956223084,723.975709622053,0.7082387208938599,488.9609814791913,180.71959585108644,560.4036809923191,0.362576425075531,479.7623162547582,-71.84132788719201,564.7976631003593,0.4078923165798187,584.2551379603932,257.88371091164316,362.14980913468366,0.9245908260345459,610.9761096485853,-184.679824637883,341.04648182084344,0.907326877117157,792.1494601749488,296.9336976778727,213.05714333625943,0.939767599105835,749.8492784053177,-175.11587912910858,208.9619018283426,0.5758730173110962,430.0571524982525,149.33841385894317,138.63401357459662,0.152360737323761,455.7764394966304,-52.073119354367506,165.2562651843341,0.1802433729171753,800.914563995446,176.92568985884662,82.52531323255997,0.7221190929412842,829.6732934181077,-94.1089350982692,140.1690656971159,0.6679762005805969,304.31068684125137,171.52411242359491,-734.3661863419827,0.008494436740875244,611.6238692393713,-84.55927403008434,-352.1546107103537,0.05124509334564209,761.3674896529486,2099.5238589230144,5.679605807739545,265.3786514240374,1951.1520331552006,2092.6634647307533,8.508817423218634,90.16,1760.9565352692466,1041.824813306716,6.188817423218636,179.85,1527.6932157319818,2095.47,7.689605807739545,90.57,1511.8232157319815,2095.6234647307533,7.73692946150697,90.57,1495.9297510012284,2095.7834647307536,7.749211615479091,90.57,1242.3940041165026,2096.76,7.0573236537674235,89.86,893.3020331552002,2094.4734647307528,8.591887961711668,90.06,839.5733195372649,2099.18,7.565041499795305,270.06,1g,8,1568281044
33983,33983,1066.4,1568282161.1259346,1066.4,,608.9812684079234,46.101095894061395,656.3987542884712,0.9968769550323486,619.6942124293994,76.20831941122474,698.2128653003298,0.992717981338501,622.5876334034169,20.075644501429764,701.5772474320012,0.9923073649406432,580.5529721939419,125.79053985606977,708.1822179551863,0.8213684558868408,612.9092400947077,-23.995501153400806,718.5640307058462,0.6402875185012817,493.00032971369524,190.12868639677518,562.5085413946753,0.8365508317947388,475.206588943126,-76.98477527025207,576.7056193645242,0.916840136051178,604.7939147832366,265.83068936046226,368.9619662306976,0.9599756002426147,608.5302078893674,-177.472723211691,362.4285995077667,0.4525494575500488,794.1844041027427,299.7516697122271,216.4831981313321,0.9262596368789672,719.7636354809413,-180.59809676763044,187.93071771857132,0.5846562385559082,445.3085112701258,151.28257908057688,141.14920896244283,0.2363666892051697,432.9367620535814,-52.98186863565302,172.32714745805072,0.5741216540336609,820.5321546816144,184.8086788343824,90.76426916039684,0.7297588586807251,843.3504084502533,-79.68445520182152,140.00277408485215,0.8082821369171143,314.31375829682173,178.7243764431541,-726.5970266884951,0.011849462985992432,581.1778231883927,-79.74267725941905,-396.1464335674122,0.2277731895446777,761.17,2099.51,5.69,265.59,1951.45,2092.66,8.54,90.16,1760.96,1041.61,6.22,179.85,1527.96,2095.47,7.7,90.57,1512.09,2095.62,7.73,90.57,1496.2,2095.78,7.77,90.57,1242.64,2096.76,7.04,89.86,893.6,2094.47,8.63,90.06,839.31,2099.18,7.52,270.06,1g,8,1568281044
33984,33984,1066.4338477341737,1568282161.1597946,1066.4338477341737,-78.0863383438911,604.6448380126589,52.93786611558795,655.4810213886561,0.9969947338104248,615.8347221798749,83.10673009418545,699.4311607107492,0.9768704771995544,627.4361605217272,23.28646114045279,705.7529675008877,0.9890199899673462,580.8976561303184,129.1686385339063,710.8149691788226,0.5804729461669922,597.9137264861864,-18.002103670762438,712.3844627355287,0.6712054610252379,483.95755099680684,189.64987478343411,562.0558829959613,0.862235426902771,468.83256285474334,-73.26313314375439,579.9846568419201,0.8738534450531006,593.6072665542015,262.5644858448737,366.8817522934049,0.8711271286010742,591.3697077096061,-177.9297440112717,361.49039421701866,0.5085161924362183,788.7577692097183,306.4089759962352,220.1554061384884,0.936030387878418,720.4580899370503,-181.20187727328602,192.69040803543263,0.6521715521812439,440.9860771209855,155.4723198472171,134.65572656551734,0.2757948637008667,424.0850965038686,-48.4033623043017,174.5680796377227,0.7968773841857909,839.2727556712633,185.9808813627916,100.0082565419537,0.6368876695632935,854.6913046819096,-72.71865825662547,140.89838097120926,0.8429939150810242,343.1927123380122,179.87716002095058,-695.4896927524874,0.012509763240814207,572.2221010248297,-77.92244041399141,-416.4608146890158,0.20715296268463126,760.9770679152102,2099.503230453165,5.686615226582638,265.81001027212864,1951.7343209670585,2092.66,8.509537039243726,90.16,1760.96,1041.4001440481234,6.1929218126610905,179.85,1528.2240123265547,2095.4666152265827,7.716923867086817,90.57,1512.350627553137,2095.62,7.733384773417363,90.57,1496.4606275531369,2095.78,7.7564609063305445,90.57,1242.8769341392156,2096.76,7.053539093669454,89.86,893.8910905138932,2094.47,8.606306586078455,90.06,839.0493724468629,2099.1833847734174,7.594465015181999,270.06,1g,8,1568281044
33985,33985,1066.466996677646,1568282161.1929555,1066.466996677646,,603.8564654239146,55.1374449551833,656.5585349337205,0.9974622130393982,623.2054526830162,84.7820975996861,705.0523043850592,0.9689992070198059,633.4808802945503,24.78468564605807,711.3718279856827,0.9889328479766846,578.9357103489932,131.05527975417655,711.2399869442831,0.5767570734024048,592.4494743958586,-13.458044546295914,709.4171427010724,0.6538628935813904,474.0836802368746,190.89824635765515,569.5044132197752,0.9399502277374268,472.5276069489962,-70.65869169528145,581.5950645275725,0.8770271539688109,596.7761321868207,276.095615236294,372.5359735168648,0.9073853492736816,587.1658790019737,-177.89177907852903,361.06387636274803,0.4656445682048798,783.2014720005458,309.4320688764204,230.85653340601502,0.9611501097679138,748.1372909554456,-176.9098017717467,213.0910099728956,0.4979493319988251,453.14859073776665,159.92211597550596,140.40765011119845,0.21664464473724365,399.4808670905942,-48.55126054924404,160.83133257612928,0.8040297031402588,832.7601559962137,184.33443689918246,100.93233547199465,0.4219835102558136,861.7073427963799,-62.315706946056785,140.1535012788255,0.8778277635574341,266.5510198088522,210.6722648135133,-782.1227487805968,0.013893842697143556,546.5421954604388,-74.87064534480322,-445.7994365589141,0.3101281821727753,760.7881189374182,2099.4966006644713,5.683300332235406,266.02547840469856,1952.0127720922258,2092.66,8.479702990118657,90.16,1760.96,1041.194620598595,6.166402657883251,179.85,1528.4825740856384,2095.463300332236,7.733498338822968,90.57,1512.6058744178736,2095.62,7.736699667764594,90.57,1496.7158744178735,2095.78,7.743201328941627,90.57,1243.1089767435217,2096.76,7.066798671058375,89.86,894.1761714277551,2094.47,8.583102325647845,90.06,838.7941255821263,2099.1866996677645,7.6673926908210595,270.06,1g,8,1568281044
33986,33986,1066.5,1568282161.2259707,1066.5,-84.85347386350423,603.4653022422721,58.481402735242064,657.4567862961717,0.9969774484634399,616.9694577153845,88.11775600593971,702.6292597828191,0.9560211896896362,622.0423726257276,27.54959350874824,704.7162788865975,0.9420127868652344,584.7100041112149,133.55487082526233,714.3987764810237,0.5647000074386597,584.8141658916667,-10.95903053282163,707.5260758649406,0.6710920333862305,481.9202370515495,196.01639763787202,573.5094785095573,0.942024827003479,472.4605887342202,-71.98305583336865,582.6451292076083,0.8616188764572144,602.2712771128354,284.20872602100843,377.65255734093904,0.9811874628067015,589.6265990698545,-176.74945972580312,361.72419201362334,0.4140987992286682,764.4780105937016,305.8346310067645,232.31916825036808,0.8775337934494019,725.7728175822571,-181.2095093191128,200.7660555322809,0.3638606071472168,466.03416201178567,165.7662542812286,150.20669739024737,0.1695239543914795,392.8935123386398,-48.32323268030852,158.37559247942426,0.8310897350311279,758.2279293468569,187.7708113916299,68.83144940614295,0.2820095419883728,854.1052854096628,-60.847695845827644,138.9864056450288,0.8670603036880493,300.4899670750345,218.98327671943318,-742.2922240735828,0.006733536720275879,508.42614856165693,-74.87350657918546,-484.6401971334698,0.4277788698673248,760.6,2099.49,5.68,266.24,1952.29,2092.66,8.45,90.16,1760.96,1040.99,6.14,179.85,1528.74,2095.46,7.75,90.57,1512.86,2095.62,7.74,90.57,1496.97,2095.78,7.73,90.57,1243.34,2096.76,7.08,89.86,894.46,2094.47,8.56,90.06,838.54,2099.19,7.74,270.06,1g,8,1568281044
33987,33987,1066.5332334421478,1568282161.2594178,1066.5332334421478,-81.9755399770769,597.0472549014842,60.53480294330896,653.5874316219224,0.9954726696014404,621.5144276858025,89.6093863587178,704.7432487570717,0.9416851997375488,624.1956795102567,32.56123176799313,706.3640389112908,0.9413619041442872,589.183035193011,134.42048055672714,715.7978044658353,0.5731677412986755,575.2443386628943,-11.48594209928638,703.454682038204,0.3981234431266785,482.54222473383817,199.22718694222422,574.0289862768119,0.9488062858581544,468.2019477877843,-70.9724819305507,581.4043803181421,0.8677567839622498,593.6108087411508,297.5588355056018,377.9168765002625,0.9761589765548706,590.828245427359,-176.8291018735491,360.93336001636567,0.41086602210998535,755.5435205150737,319.5662393320293,230.2518589995731,0.9549583792686462,745.4344345643976,-175.23518827665058,204.4613897302102,0.6162354350090027,471.6543209697,169.21589585895995,159.68523745462568,0.06723937392234802,400.25437925502996,-47.60031983117363,166.75273746167713,0.7993637919425964,711.9554663031493,189.92444214795518,50.70121891238944,0.3209528625011444,852.3488124774652,-51.38405648879829,133.05632122198966,0.8701458573341371,349.33825639672585,217.8378152627343,-687.7133402369566,0.005892664194107057,498.5479307673817,-76.48775837362955,-503.5629527950509,0.14038747549057007,760.4138927239737,2099.4833533115698,5.68,266.4626640623888,1952.5724842582545,2092.66,8.469940065288547,90.16,1760.96,1040.7872760028997,6.149970032644273,179.85,1528.9925741603213,2095.456676655785,7.72008990206718,90.57,1513.1192208487512,2095.6166766557853,7.746646688429514,90.57,1497.2258975045365,2095.7766766557847,7.720029967355727,90.57,1243.5759574392478,2096.76,7.08,89.86,894.7458076024692,2094.47,8.56,90.06,838.2907491838931,2099.19,7.666886427275328,270.06,1g,8,1568281044
33988,33988,1066.5664041068305,1568282161.2928016,1066.5664041068305,,599.3271323050097,59.676949849228755,656.3599420978039,0.9956347346305848,614.624839007876,89.00930732989772,703.1200963015776,0.9295786023139954,624.8879999097812,33.34990591483908,708.5596887413636,0.9272103309631348,591.1148855617963,134.9991491344984,714.3672420475342,0.6116751432418823,589.1706661799041,-9.064351459646602,717.2822668039427,0.5413448214530945,473.7705725150442,204.97768672802945,571.4159806681299,0.9469650983810424,470.9520289918305,-68.56296607215168,584.7275266565157,0.8403365612030029,588.9502388953098,306.74001428756736,386.4975281039856,0.9676011204719543,589.8814057269218,-174.8302431408225,363.4309769148345,0.45832890272140503,750.5506509849098,329.5663852764756,233.92323399174919,0.9674530029296876,744.5743526507242,-177.7010912138152,214.2696056124885,0.3948745727539063,466.771061910624,169.2200206362881,163.3729583071409,0.022407978773117062,410.8711479123463,-47.71209781467906,173.29387381711342,0.76454758644104,686.4643264944411,189.2584239616036,55.009953733857095,0.5809724926948547,857.6107269739459,-46.93710423523247,137.1014164932156,0.80636066198349,300.72963049738604,225.32256088164203,-697.0846809498685,0.015433937311172484,463.94764865996683,-84.38691247907948,-538.0589973968167,0.1550583839416504,760.2281370017488,2099.4767191786336,5.68,266.684907515765,1952.8544349080603,2092.66,8.489842464098357,90.16,1760.96,1040.5849349483335,6.159921232049178,179.85,1529.2446712119126,2095.4533595893167,7.690236303852466,90.57,1513.377952033279,2095.613359589317,7.753280821366117,90.57,1497.4813116225955,2095.773359589317,7.710078767950822,90.57,1243.8114691584974,2096.76,7.08,89.86,895.0310753187431,2094.47,8.56,90.06,838.0419691987704,2099.19,7.593910964972697,270.06,1g,8,1568281044
33989,33989,1066.6,1568282161.3266134,1066.6,-103.4408565222366,602.9354628907554,59.779836106257676,657.9951537616205,0.9959368109703064,611.3421018074969,92.98310759890207,700.0835807033808,0.9888757467269896,623.6956058863864,33.350542715021966,708.2081893135191,0.9248005151748656,585.8987974193769,136.8213989016953,711.527139257686,0.5873116850852966,599.5363618692581,-8.032061815563681,726.3876071410307,0.5007838010787964,472.6173056087889,205.44090298557262,572.1097492474846,0.925675094127655,471.101494926841,-69.33138225634426,585.472228903248,0.8267152309417725,587.8883149035047,312.2820034008847,392.9300275852205,0.9427789449691772,602.7343587838052,-172.44064053336868,369.4749213063904,0.5038155317306519,749.1500405009585,331.4087078664652,246.78739941471824,0.4129225015640259,737.9027298662418,-180.10215384329982,215.7101203349435,0.4308828711509705,471.33927638404884,163.9624327838961,173.18013656700646,0.0063262879848480225,403.5866913439204,-48.95714757818156,167.89086784280477,0.7222511768341064,665.2871214857705,194.6731235826704,61.60372449279376,0.7039780616760254,861.1589535734192,-50.117949376020384,141.53783240198987,0.8115614652633667,367.6513938737751,203.2404904056457,-564.9124133544145,0.0453033447265625,435.9287632768744,-86.41582605000124,-573.5275809714033,0.037526488304138184,760.04,2099.47,5.68,266.91,1953.14,2092.66,8.51,90.16,1760.96,1040.38,6.17,179.85,1529.5,2095.45,7.66,90.57,1513.64,2095.61,7.76,90.57,1497.74,2095.77,7.7,90.57,1244.05,2096.76,7.08,89.86,895.32,2094.47,8.56,90.06,837.79,2099.19,7.52,270.06,1g,8,1568281044
33990,33990,1066.6330590071748,1568282161.3596358,1066.6330590071748,-89.68622535085292,599.3390603625999,59.89041896471746,657.352469433309,0.9960583448410034,604.0725300117901,93.36397783895146,697.2733199802601,0.9894706606864928,620.0954604071528,33.19179979334421,707.0040273082986,0.9290164709091188,578.090368946523,137.0255515963601,708.8907275385106,0.5529425740242004,596.4991724295662,-8.170539695740706,726.7505812532597,0.5690460205078125,472.3901710269182,207.50887238718724,572.5111351014273,0.9064666032791138,471.32172469807983,-69.44110393078036,585.1612387404102,0.8110221028327942,565.4433201389097,327.8684843254025,382.47293462443724,0.9834600687026978,589.6324377949531,-172.83206809634015,364.46933125724127,0.4794096350669861,739.8386358746138,349.7200908605149,245.2955590032428,0.7473521828651428,733.8716508471222,-182.44794788070743,214.17607871843944,0.3800964951515198,466.16838750662833,160.25606944768052,170.2639449541957,0.0059819817543029785,398.0496475702494,-50.400854908007354,164.50526524809518,0.7028533816337585,666.2978295247086,202.3205083046373,85.27553921846547,0.9029338359832764,846.6975025654921,-56.590738227486185,138.65867914157448,0.8296521306037903,375.36171250044686,189.4576377956136,-564.5779890744237,0.03433036804199219,415.3483371735005,-91.62896349518809,-597.0774458131399,0.09765511751174928,759.8515636591036,2099.4633881985646,5.683305900717483,267.1711661566811,1953.421001560986,2092.66,8.500082297847552,90.16,1760.96,1040.1750341555162,6.17,179.85,1529.7545543552462,2095.4466940992825,7.683141305022378,90.57,1513.8945543552466,2095.6066940992832,7.73355279426014,90.57,1497.9945543552462,2095.7666940992826,7.716529503587411,90.57,1244.2847189509414,2096.76,7.08,89.86,895.6043074617035,2094.47,8.583141305022378,90.06,837.5321397440364,2099.19,7.596035716502098,270.06,1g,8,1568281044
33991,33991,1066.6663800881217,1568282161.39292,1066.6663800881217,-89.7381710780633,596.1755557219516,60.669303897864395,654.8281803500163,0.9957056045532228,608.9503359630463,93.75815887072972,698.9691641858293,0.9891600012779236,616.9607158066606,33.00102702139044,704.3374429038959,0.9344276189804076,575.8903195933786,135.95614537978207,708.7932779961873,0.5946745872497559,593.2827860118067,-10.770527826504104,724.6868867946358,0.6121940612792969,468.43949372846544,205.44320000458492,570.2278941787475,0.9032605290412904,468.4405667048352,-70.70602120238175,581.0568730042999,0.8430540561676025,552.8304827136697,332.13310893271927,393.8312023610075,0.9874062538146972,591.9624250172219,-172.88560043072223,366.1846552398283,0.4835177063941956,730.3154924641652,362.6936084498671,243.7141811485717,0.8461536765098572,741.100019943459,-182.2067044630193,217.2303455954906,0.4112695157527924,475.1835250640523,156.6788893508801,175.2872843093229,0.010815173387527466,391.33428011489184,-51.8138281633996,162.67870202839197,0.6734892725944519,652.0408976103288,204.51950759583323,62.96197028249753,0.9428803324699402,816.2000422586403,-62.81285407750632,119.67148055373407,0.6261378526687622,469.0896966814693,184.14423594488412,-437.3699571478084,0.08431926369667052,426.3712003672983,-101.85973222699863,-597.5807919443469,0.05124455690383911,759.6616334977061,2099.4567239823755,5.6866380088121735,267.4344026961618,1953.7042307490347,2092.66,8.490085973563477,90.16,1760.96,1039.9684434536452,6.17,179.85,1530.0111266785375,2095.443361991188,7.7064660616852185,90.57,1514.1511266785376,2095.603361991188,7.706895929502608,90.57,1498.2511266785375,2095.763361991188,7.733190044060872,90.57,1244.5212986256645,2096.76,7.08,89.86,895.890868757847,2094.47,8.60646606168522,90.06,837.2722353126503,2099.19,7.672674202680006,270.06,1g,8,1568281044
