,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,W_in-P_out.11_x,W_in-P_out.11_y,W_in-P_out.11_speed,W_in-P_out.11_angle,W_in-P_out.12_x,W_in-P_out.12_y,W_in-P_out.12_speed,W_in-P_out.12_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
41421,41421,1316.1,1568374385.827621,1316.1,-88.47684527620319,2.6069536014273,603.9926193897434,64.06171470776786,687.4156181816589,0.9992457628250122,593.1190084556798,94.70763494857836,730.0703833956775,0.996816873550415,594.8415158616111,31.79428640988993,730.2281545407443,0.995773196220398,556.4724279234654,131.30777969105756,732.1314257142775,0.766336977481842,535.7491971330861,-14.512192813854547,725.5215242322232,0.8640922307968141,488.1371882082016,198.71064300410373,591.8608325464628,0.9525799751281738,466.88810523473,-74.46167825778562,569.3309243729784,0.9529080390930176,550.6899279586122,264.7815913734944,391.55808141085924,0.13969475030899048,552.1980471897944,-170.48494092296136,333.2278159263719,0.5636268258094788,767.8031126050038,294.90319444691414,208.51569350772044,0.6314285397529602,763.4596679943031,-177.75722287104242,201.8548748165267,0.8965109586715698,419.10142536338236,142.6121251368982,213.8644877050517,0.5303373336791992,445.7648755295015,-15.218900126721266,186.02178689784455,0.3533225059509277,499.38009254431915,200.53562272503243,-65.83893008821991,0.4643955826759338,696.0626947539332,-26.851222900057863,93.54251823563317,0.20486527681350708,393.0440184374479,222.55009476780785,-589.2475940221315,0.02246767282485962,597.8606044912425,-34.9717825221633,-374.4969420456701,0.04405564069747925,712.84,2100.64,4.31,271.26,1772.63,2093.15,7.91,90.16,1757.66,2093.22,7.93,90.37,1125.35,2096.48,6.55,89.86,1111.88,2096.45,6.55,89.86,1098.56,2096.41,6.46,89.86,1082.61,2096.38,7.43,89.86,857.86,2099.16,7.23,270.06,1g,10,1568373023
41422,41422,1316.1339912675335,1568374385.8618474,1316.1339912675335,-88.96305045322727,,604.0181604880656,63.66353912400743,686.8469425572841,0.9992579221725464,593.1261938562367,95.12038345453584,729.6337957971742,0.9971605539321899,597.9117805783294,31.94453510098889,732.016611665618,0.9961923956871032,553.6378362125971,132.40587585437993,730.5880052068201,0.7387375235557556,539.5011988864283,-14.42156621944828,725.9665729155138,0.8642253279685974,485.0197343791894,200.08938061556358,590.0160703381027,0.9507104158401488,464.42574984837546,-74.2668499863319,568.2950501808361,0.9543392062187196,558.7779337990174,269.79923539935606,377.5821225646952,0.3564550280570984,555.0585605975101,-170.43941542036043,334.2633442146262,0.4782005548477173,755.6552027926582,301.37405784254247,204.8093967405764,0.6507381200790405,767.5881832516577,-175.01377764411828,209.189747061074,0.8341469168663025,418.3847836133493,143.40765075357314,192.75676099771312,0.23441901803016665,432.5875849017798,-15.958979071404407,182.52539001041302,0.2834884226322174,534.0522228441213,193.69707609466408,-78.26559268917954,0.329776406288147,688.4363339865172,-22.20503579337168,67.19171213227779,0.2578376829624176,388.50203495182564,236.5544341526078,-624.7954545229119,0.040000349283218384,642.3666465051747,-48.37110185013903,-362.2341457628847,0.06447789072990417,712.6938375496059,2100.64,4.313399126753351,271.19541659168635,1772.898531013515,2093.15,7.9066008732466475,90.16,1757.9319301402682,2093.22,7.953793887273463,90.37,1125.570943238968,2096.48,6.5296052394798885,89.86,1112.1009432389678,2096.45,6.546600873246647,89.86,1098.7809432389681,2096.413399126753,6.473596507013407,89.86,1082.8649345065014,2096.38,7.446995633766758,89.86,857.6118637470053,2099.16,7.23,270.06,1g,10,1568373023
41423,41423,1316.1339912675335,1568374385.8618474,1316.1339912675335,,,607.4829780658465,63.979887086874534,688.3246002941785,0.9992319941520692,593.2015773443478,94.87987068138864,729.432836761494,0.9968863129615784,601.8383915076641,32.65865349309751,733.104426311705,0.9962929487228394,556.2643078903582,132.64427193866922,731.6237021074878,0.7367236614227295,548.9082651505813,-12.76659363507324,731.7024256697972,0.8379864692687988,488.7884489777302,201.065531665527,590.0633848235368,0.9303951263427734,466.41386623335467,-74.2868063057041,568.9800221371861,0.9429946541786194,556.9958334455697,274.00810823840567,374.51581324643286,0.3432442545890808,548.1165264791963,-175.49082192391685,333.0442157386108,0.4961080551147461,740.6153622601059,304.7097639369988,197.27565304348656,0.6484564542770386,756.6216794363681,-177.45384763088455,207.89934858254955,0.7941728830337524,398.34382472538033,154.24701359994282,176.0682696718921,0.35391727089881897,449.6525212392624,-15.936209401594741,191.79349518467083,0.3254701495170593,572.3809882469018,187.5287388751516,-67.67306372525132,0.4151404798030853,722.7240676343966,-23.524711658699516,64.82362296845261,0.2259741723537445,379.8856048742962,242.7299855489221,-638.9670365093414,0.05894675850868225,640.9192110777215,-43.41956302191164,-375.2424717316764,0.060788273811340325,712.6938375496059,2100.64,4.313399126753351,271.19541659168635,1772.898531013515,2093.15,7.9066008732466475,90.16,1757.9319301402682,2093.22,7.953793887273463,90.37,1125.570943238968,2096.48,6.5296052394798885,89.86,1112.1009432389678,2096.45,6.546600873246647,89.86,1098.7809432389681,2096.413399126753,6.473596507013407,89.86,1082.8649345065014,2096.38,7.446995633766758,89.86,857.6118637470053,2099.16,7.23,270.06,1g,10,1568373023
41424,41424,1316.1668798480814,1568374385.8949635,1316.1668798480814,-88.96305045322727,-2.5380107000183387,607.5313951446444,64.24408127915038,688.7592110467018,0.9992307424545288,592.8374072235123,95.68313367213035,730.2363716177338,0.9968281388282776,605.5106653976061,31.81973135759377,734.6312199856288,0.9960046410560608,556.7172966135241,132.72220732278174,731.769897087175,0.7564405798912048,550.685513060133,-13.125616450917462,731.178168860831,0.8580300211906433,488.1384811526665,200.26651024624263,591.9804973371944,0.9510327577590942,466.3470163232806,-73.5840369795638,569.5678199259693,0.9567679166793824,557.7599833393007,273.83421919820887,370.681280568038,0.3473362326622009,547.5391384717483,-170.22338649348993,330.6426625027898,0.5661005973815918,741.5620827622015,305.27079618741806,194.98083586456642,0.5491694211959839,761.5188107516603,-172.13253881611126,204.74394623317949,0.7659258842468262,401.1129129487728,147.39335417266219,171.28012633835675,0.2568464279174805,450.18871750146,-17.900880735213498,195.90153194320584,0.3264423608779907,572.561045849095,196.56359510843185,-60.85726737765603,0.2820047736167908,720.2828147133494,-19.790676410386826,56.57967060499263,0.29711902141571045,378.0118500479368,247.82205739326008,-648.5216697253642,0.03509235382080078,649.1313766612097,-47.19889851829213,-378.2356721742332,0.06550651788711548,712.552416653249,2100.64,4.316687984808164,271.1329282886449,1773.158350799845,2093.15,7.903312015191838,90.16,1758.1950387846532,2093.22,7.976815893657143,90.37,1125.7847190125306,2096.48,6.50987209115102,89.86,1112.3147190125303,2096.45,6.5433120151918365,89.86,1098.9947190125306,2096.416687984808,6.486751939232653,89.86,1083.111598860612,2096.38,7.463439924040817,89.86,857.371777109004,2099.16,7.23,270.06,1g,10,1568373023
41425,41425,1316.2,1568374385.9283128,1316.2,-87.34990216520046,,607.3589433604143,64.89413021764197,689.1947416630268,0.999197244644165,593.0443772293297,97.14312036633295,729.943815616661,0.9963170289993286,598.4457939015101,32.184858526532885,732.5535792497452,0.996449053287506,557.0289815217142,133.96680530463405,731.41211649899,0.7407679557800293,541.8716566020644,-13.061704197527526,729.4751884323897,0.8528488874435425,491.2065588507338,193.444581437931,585.2386541434807,0.7472829222679138,470.4622824510098,-69.45384514657805,571.09112288806,0.7454482316970825,560.2391073404972,275.5691957265969,372.6136410609823,0.31377899646759033,558.2584470345874,-165.0103471287701,334.28833765858536,0.5551838278770447,744.6123812600299,302.7816793421151,196.94857146256948,0.5220086574554443,761.9564627494539,-171.133597612147,204.92036613794585,0.7866777181625366,399.2830424804828,145.48935383051662,166.5410886527356,0.27061569690704346,433.0173043298018,-19.79337863847289,184.5544043657555,0.4131780862808228,561.1321400676402,204.4099227525478,-61.57311996284236,0.2953068017959595,730.1351621549513,-19.932111241733946,61.61947367316429,0.1131426990032196,341.09444420472323,254.66541772178158,-687.2870891703352,0.038736939430236816,650.156291058987,-38.1579630950155,-381.7445839246625,0.036831170320510864,712.41,2100.64,4.32,271.07,1773.42,2093.15,7.9,90.16,1758.46,2093.22,8.0,90.37,1126.0,2096.48,6.49,89.86,1112.53,2096.45,6.54,89.86,1099.21,2096.42,6.5,89.86,1083.36,2096.38,7.48,89.86,857.13,2099.16,7.23,270.06,1g,10,1568373023
41426,41426,1316.2502996517655,1568374385.9621305,1316.2502996517655,-89.76204002682415,,604.080259610466,66.50938145367435,687.480581393133,0.9991382360458374,592.9009902181782,98.23587573357096,730.3278937533606,0.9957693815231324,591.5809676788854,30.54157552707404,728.5609961020517,0.9670231342315674,560.1697342382231,134.52317804179742,732.7197504976053,0.7494832873344421,538.5837954064518,-13.02168152448656,729.8347421492473,0.8501523733139038,485.992428388266,201.6257142292059,588.2506911897988,0.9325131177902222,464.77093118928383,-70.49271008497098,568.5584837282186,0.9599409103393556,557.4537328677199,278.28035748289926,373.3911057545399,0.2660033404827118,561.3290754298164,-162.611229885543,334.10845213653715,0.5243951082229614,736.9569783635973,303.62171278113817,190.86471517303653,0.5279352068901062,760.4007898539028,-169.27359686697417,199.32136442533212,0.6519871354103088,384.74574430460393,158.8951662416761,162.9091322599626,0.3715309500694275,423.48853451997854,-22.775247041295923,178.81767740443505,0.41839253902435297,569.8576447618641,206.2013271268145,-59.54591156948858,0.3983222246170044,743.4847580485533,-18.651470044068557,63.34559778874794,0.06819245219230652,348.646414631995,253.72394341378757,-680.8157958231835,0.024122118949890137,650.0349716569406,-49.990614875066356,-379.67019517484636,0.07690125703811647,712.1937114974081,2100.6450299651765,4.32,270.9694006964689,1773.8223972141245,2093.15,7.920119860706217,90.16,1758.8623972141245,2093.214970034823,8.0,90.37,1126.3319777016527,2096.48,6.520179791059327,89.86,1112.856947736476,2096.45,6.509820208940673,89.86,1099.5419777016523,2096.42,6.540239721412437,89.86,1083.7322174230646,2096.38,7.419640417881348,89.86,856.767842507288,2099.1650299651765,7.23,270.06,1g,10,1568373023
41427,41427,1316.2502996517655,1568374385.9621305,1316.2502996517655,,,607.5892549743037,65.19029998764381,688.2446764706008,0.9991486072540284,596.8698709523038,96.47043447771507,730.6244166008173,0.99605792760849,594.6227866499568,32.75965621038089,729.7619593043347,0.9963449835777284,556.6061097380398,135.42130815056638,733.6124083258469,0.7580475807189941,536.9368716634198,-13.413521864377994,732.3834899923936,0.8275576829910278,485.30718374020887,203.62112460558623,589.0957933946818,0.9192491769790648,470.1132354682245,-71.41685605731753,572.2234971995671,0.95429265499115,555.6932796962654,277.3662222113488,374.99800626102547,0.33272480964660645,564.1793968529136,-164.31196499480782,338.1120217606762,0.5233860015869141,748.88283290405,301.34443361637875,200.8808714932681,0.5675567388534546,743.6302319495088,-169.71859809948984,201.286841725953,0.3751270174980164,385.4834270043133,162.3415101744497,161.95158320201543,0.3661899268627167,422.403374815064,-24.172162106634488,173.2929574156605,0.5055615305900574,607.3721534616775,201.14269922675842,-40.863001307574784,0.4723392128944397,796.0712494468266,-18.102060850848037,83.00164913870174,0.0707574188709259,333.2790295910579,252.16982111134644,-701.0521274056424,0.06411096453666687,630.2756698648923,-57.233756792857314,-399.47246936561316,0.0720711350440979,712.1937114974081,2100.6450299651765,4.32,270.9694006964689,1773.8223972141245,2093.15,7.920119860706217,90.16,1758.8623972141245,2093.214970034823,8.0,90.37,1126.3319777016527,2096.48,6.520179791059327,89.86,1112.856947736476,2096.45,6.509820208940673,89.86,1099.5419777016523,2096.42,6.540239721412437,89.86,1083.7322174230646,2096.38,7.419640417881348,89.86,856.767842507288,2099.1650299651765,7.23,270.06,1g,10,1568373023
41428,41428,1316.3,1568374385.9955456,1316.3,-90.89754149590915,,604.173844615583,67.48951717230722,687.3455739668901,0.9989782571792604,600.0414127429212,98.75144012064727,733.3966454446866,0.994246244430542,598.3831946753025,31.3393447623765,730.8259890791121,0.9634400606155396,560.1984972802929,136.62917693949257,733.0674288291319,0.75870281457901,538.2148497299971,-12.665680864651772,729.7673773226552,0.8474416732788086,489.10616408630233,203.53014859140472,589.5354630726159,0.91884046792984,471.3631241571398,-69.34609083470065,571.0155877468758,0.957561492919922,556.1168065968499,279.46624952801756,373.76957891502366,0.17047160863876346,562.3564499374273,-159.44023316031306,335.98472298741086,0.6051006317138672,740.9426483302685,303.1482601680508,194.04046385700985,0.5577913522720337,768.4530492684747,-166.97160868330974,207.66455574376408,0.6526217460632324,386.0210686351401,166.79362539755812,161.3264461401872,0.44681456685066223,427.4245686588378,-23.85148609917271,172.63574076125334,0.4481567740440369,614.263349349402,200.06088079875028,-32.06203250713634,0.2660018503665924,819.5796452862307,-11.079631953630187,92.090835861402,0.5085997581481934,336.3973854791878,254.0310329279893,-692.6262018359648,0.042207926511764526,633.5520706581027,-59.04027928410633,-396.4121317195665,0.17549872398376465,711.98,2100.65,4.32,270.87,1774.22,2093.15,7.94,90.16,1759.26,2093.21,8.0,90.37,1126.66,2096.48,6.55,89.86,1113.18,2096.45,6.48,89.86,1099.87,2096.42,6.58,89.86,1084.1,2096.38,7.36,89.86,856.41,2099.17,7.23,270.06,1g,10,1568373023
41429,41429,1316.3333440500787,1568374386.0291743,1316.3333440500787,-90.78917246101514,,607.453471357877,68.46742417287251,688.799210798295,0.9989348649978638,593.1775744120501,99.71940037635116,730.9956925031032,0.9926362037658693,591.528637937074,33.69865222122002,728.797605364289,0.9685992002487184,562.4232407145712,137.70912397958293,733.4603211686807,0.7389535903930664,542.6505515379472,-11.216085995596751,728.9322364849597,0.8705426454544067,493.6773800802837,203.6783276001927,591.2487634160203,0.9081861972808838,475.76007981245834,-68.12666995492522,572.7431597206701,0.959104597568512,550.2944134242446,282.28322860111706,372.01500015106484,0.1512623429298401,552.498414113977,-160.28602747738626,329.26611926975954,0.5165635943412781,747.1367559377444,311.1777204430981,205.19098317950724,0.3663598895072937,765.6375543517688,-167.8760946454858,200.7405374952896,0.6915870904922485,382.3273039388567,170.1345622441257,157.72538825734628,0.4503985047340393,424.4018826361148,-21.67911242048585,170.4923020145499,0.3934166431427002,657.3581884793192,196.344163971694,-6.39061396899109,0.37733715772628784,823.7842655364078,-10.579098076253985,91.307382956898,0.5124549269676208,289.0170695156645,260.5239425881844,-741.172325248559,0.035118728876113885,619.8999126486433,-67.9665558977333,-415.36232265662034,0.15399214625358582,711.8366205846615,2100.65,4.316665594992128,270.80664630485046,1774.483417995622,2093.15,7.919993569952767,90.16,1759.5267524006297,2093.21,7.996665594992128,90.37,1126.873401920504,2096.48,6.513321544913406,89.86,1113.3967363255117,2096.45,6.5033408350551065,89.86,1100.0867363255115,2096.42,6.553324759937023,89.86,1084.3434115655746,2096.38,7.366668810015745,89.86,856.1699228394333,2099.17,7.23,270.06,1g,10,1568373023
41430,41430,1316.366770839736,1568374386.0628867,1316.366770839736,-90.68081946023372,,603.8223449310517,70.00762217147167,688.2738044049995,0.9988185167312622,596.5405318200951,100.47998817190116,731.6879421597614,0.9911073446273804,591.1920720127316,35.392595360966155,728.4555546079398,0.9704194068908693,560.9941695930901,139.01914684166616,733.4706810677327,0.74488765001297,539.619897308047,-10.567066710521463,727.9721212612241,0.8763456344604492,487.7482481964918,195.9662994454691,585.5018148594709,0.8792348504066467,473.1963720273956,-64.98763683315471,569.1853889605379,0.8127765655517578,554.39368921931,280.68604732684935,371.66842035509086,0.15582150220870972,556.45052286055,-158.5995954459607,331.9123264302363,0.5851951241493225,768.6970301654452,297.49098479035695,205.7099413098456,0.864686131477356,765.3156354155884,-167.9953704565928,199.14987371071228,0.6312363147735596,381.9184733297558,170.68373515160332,155.42493847537614,0.4483128190040589,423.86725741001015,-21.14051864270099,169.0219191142081,0.4226585626602173,686.3777584543392,196.1121153576764,14.006381739791095,0.3703466057777405,820.0803280568738,-5.0733051061152485,86.4518682407158,0.4618036448955536,252.65195181433486,264.73509830682565,-785.4443266350177,0.032365083694458015,605.9016856825593,-75.52599046486426,-433.8215539428471,0.13316640257835388,711.692885389136,2100.65,4.313322916026419,270.74313540450197,1774.747489633913,2093.15,7.899937496158509,90.16,1759.7941667178864,2093.21,7.993322916026418,90.37,1127.0873333743093,2096.48,6.4765520762905995,89.86,1113.6140104582828,2096.45,6.526739587815072,89.86,1100.3040104582828,2096.42,6.526583328211347,89.86,1084.5874271300713,2096.38,7.373354167947164,89.86,855.9292499539023,2099.17,7.23,270.06,1g,10,1568373023
