,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
48549,48549,1238.0143442978494,1569577473.1606493,1238.0143442978494,,-23.385884528133268,541.5451454154529,-65.4333970565079,677.7581663768151,0.9987485408782959,519.6899375105259,-40.767548139166266,720.280985806603,0.9917832612991332,533.8837242931128,-98.11392096379551,709.4971856359714,0.9937789440155028,489.6747003911138,-4.0069620720562815,719.0321562713359,0.7550722360610962,489.40080567411417,-148.59528794497018,690.03900883515,0.7805465459823608,390.9082744380629,91.67424839577379,618.3143699840108,0.4333972334861755,419.22048516439287,-154.48337263686938,533.0509520503228,0.8645143508911133,311.59852912010126,342.3509170607191,576.8540371997658,0.9418349862098694,511.05389031915655,-208.31317101236843,303.31650165485286,0.11697939038276672,458.90932834492753,516.4307137612068,551.4486635461611,0.8187572956085205,720.4852047672299,-199.0233483318927,134.98044386030088,0.40369588136672974,286.0929885382748,132.9495343133703,151.4303218860895,0.7657727003097534,365.5243354393308,-73.07493636094453,169.26801753880252,0.5602859258651733,690.9420854654647,152.9741792095407,2.7833007695012384,0.16294029355049133,601.4648391771917,-118.12464335167186,3.8161505913244866,0.7292786836624146,286.28678943629467,179.77779393161208,-679.632679012426,0.02879753708839416,489.6463425210735,-112.87737722114755,-305.30852529389665,0.036564230918884284,679.6868030724731,2099.974262280861,5.865696710645162,267.6397949575269,1943.309016663656,2092.69,7.668565570215054,90.16,1906.1290576721506,2092.79,8.212868859569893,90.16,1764.3533609615054,2093.18,8.584262280860216,90.37,1093.3432379360215,2096.4,6.505696710645162,89.86,1078.7632379360216,2096.37,6.462868859569893,89.86,1064.1532379360215,2096.33,6.465696710645162,89.6957377191398,1050.8932379360215,2096.2514344297847,6.472827851075269,89.64,963.1704510934408,2095.4,7.777090131935486,89.4,748.4624177661292,2099.28,7.45,270.06,1g,30,1569575905
48550,48550,1238.0285944945738,1569577473.193938,1238.0285944945738,,-16.4045525724,534.239097728611,-55.677530675352116,674.1937197860752,0.9983445405960084,519.4410035955522,-33.123639119944784,722.0799821334673,0.9844763278961182,516.0899734719873,-94.38340460731004,703.4425518588192,0.9984376430511476,492.29252160395515,-6.417226033615719,734.1062430733756,0.8993521928787231,481.2043573700015,-149.3189961875257,688.1233030524086,0.8121095895767212,393.463291023148,85.84334989614669,614.230945914331,0.7834508419036865,419.66413627012594,-152.77720651449087,532.235386103308,0.8814172744750977,282.60090296596445,345.94495241161087,572.9119012394112,0.4044590592384337,511.6220361888327,-206.02945604461442,302.83558854019907,0.12831264734268188,468.7258891378102,519.7689369120453,559.8521862726423,0.22159543633460999,700.2348128246283,-204.0201265896711,124.12682053282438,0.5821632146835327,322.47834300587346,138.41231959443078,137.4035472155964,0.15678930282592773,377.21711785212636,-75.70109421162171,150.29537304041833,0.302312433719635,723.3286039068753,158.14628484608562,10.355729958630263,0.7261306643486023,627.2282503924172,-108.62295017684544,-6.480136040022303,0.7093878984451294,207.84246594533062,217.17800366248485,-755.2236026257837,0.01938331127166748,481.6877752919708,-105.94001171468102,-406.39813588173456,0.02921190857887268,679.604151931472,2099.9685622021707,5.861421651627857,267.58991926899165,1943.417318158761,2092.69,7.667140550542619,90.16,1906.2473343049624,2092.79,8.215718898914762,90.16,1764.4759126533347,2093.18,8.578562202170477,90.37,1093.4358642147297,2096.4,6.501421651627858,89.86,1078.8558642147298,2096.37,6.465718898914761,89.86,1064.2458642147296,2096.33,6.461421651627858,89.70143779782953,1050.9858642147296,2096.2528594494574,6.4657027527130975,89.64,963.2801776082184,2095.4,7.764264954883574,89.4,748.3555412906966,2099.28,7.45,270.06,1g,30,1569575905
48551,48551,1238.043175984413,1569577473.2280006,1238.043175984413,,-15.346226925469,538.7118575965239,-45.08738687189288,673.4275943515559,0.9980682134628296,517.2543440194719,-23.94395480128653,719.0626446494142,0.9577051401138306,527.3512194483686,-84.65989979801826,706.6536652134691,0.9984188079833984,490.0712987663266,6.493156571602023,723.0487874565148,0.8224453926086426,479.5057395852792,-141.14773312485272,690.3924154090747,0.8941922783851624,398.6761639766333,105.22023904801407,617.5988517225812,0.6699262857437134,425.15558353068894,-148.3510892637026,531.8769412163795,0.9876835346221924,279.6165770002341,332.7982236251928,577.9511112977523,0.8544023036956787,512.833564066326,-203.056766263499,300.5837822887547,0.12757480144500732,465.86592465155167,520.2809478409482,562.0862531505567,0.2301526963710785,709.8511903067534,-209.73189894499626,129.46055403122978,0.6739814281463623,330.76232961119337,142.08043257924774,126.63040374378477,0.18851861357688904,356.59086869926955,-71.44590318431312,120.53763714384131,0.77193284034729,729.5947610719604,164.0449609876162,31.115662152443317,0.7936522960662842,767.9864932529888,-93.21575928821142,48.02765004006528,0.5165423154830933,172.26212230595144,239.4990950800573,-788.0571124482483,0.015947669744491574,480.1145088339431,-95.75740146048788,-445.95746282221916,0.046597898006439216,679.5195792904045,2099.962729606235,5.8570472046760935,267.5388840545544,1943.528137481539,2092.69,7.665682401558697,90.16,1906.3683606706281,2092.79,8.218635196882605,90.16,1764.6013134659522,2093.18,8.572729606234791,90.37,1093.5306438986847,2096.4,6.497047204676093,89.86,1078.9506438986848,2096.37,6.4686351968826035,89.86,1064.3406438986847,2096.33,6.457047204676093,89.7072703937652,1051.0806438986847,2096.254317598441,6.4584120077934895,89.64,963.3924550799803,2095.4,7.751141614028279,89.4,748.2461801169023,2099.28,7.45,270.06,1g,30,1569575905
48552,48552,1238.0572388974451,1569577473.2608519,1238.0572388974451,,-8.990260339782028,525.1972438875573,-26.36818720601524,672.5358692483144,0.9921963214874268,516.7505856728195,-13.345012109776649,721.0828476734599,0.9935140609741212,527.9015043661952,-68.75828610721544,709.4222947152506,0.9994428157806396,499.1383602854945,9.949799933496053,718.2344892162292,0.6388731002807617,491.0590443079881,-128.349156217608,695.7646935773586,0.9790041446685792,401.2691412995358,104.02541840805219,622.5384413362111,0.4075958430767059,428.9800649997553,-139.9734600004252,529.8069986508515,0.6499969363212585,290.59909359225054,331.80524685157434,579.0169179511546,0.858026385307312,522.1606165943797,-199.06609844530502,302.34270207316297,0.15198305249214172,453.7593688646192,525.1681440639052,559.3864067840927,0.286428838968277,717.8892763880012,-210.3857226047261,133.3308233870903,0.5678200125694275,339.6279839824245,145.30658121532713,128.56358057431072,0.0993056297302246,355.93458704077125,-72.37050263213841,124.66066018289015,0.321210116147995,599.2654441940698,177.35537521899067,-15.920506524261668,0.7838161587715149,776.1251187666072,-90.6965734017096,56.900455475698,0.404507040977478,72.58732211962703,266.25809585369547,-805.1681673046659,0.08021745085716248,466.0145174242545,-88.98624950353813,-473.8140824260902,0.06254622340202333,679.438014394818,2099.9571044410222,5.852828330766445,267.48966385894187,1943.6350156205835,2092.69,7.664276110255481,90.16,1906.485082848795,2092.79,8.221447779489036,90.16,1764.7222545180286,2093.18,8.567104441021927,90.37,1093.6220528333938,2096.4,6.492828330766446,89.86,1079.0420528333937,2096.37,6.471447779489036,89.86,1064.4320528333938,2096.33,6.452828330766446,89.71289555897808,1051.1720528333938,2096.255723889745,6.451380551277407,89.64,963.5007395103281,2095.4,7.738484992299335,89.4,748.1407082691612,2099.28,7.45,270.06,1g,30,1569575905
48553,48553,1238.071533695245,1569577473.2942448,1238.071533695245,,-14.494937610887431,529.6030085306388,-7.792942118329456,679.5366315613767,0.9976680278778076,510.19148920051424,6.133839920457269,723.9980895447458,0.9618477821350098,535.4790159347021,-52.7104878617761,713.2742003916991,0.9987971782684326,503.37047148829066,20.556643569612287,719.9856757717021,0.4167218208312988,483.4069940566764,-123.57950142766272,686.9176298969653,0.8601350784301758,385.16046881363314,92.94919599210606,617.0847527982503,0.778674840927124,430.76946454603416,-132.2221055678911,522.9671451196988,0.47095948457717896,282.86791045915504,335.58491098116923,574.1005200997968,0.8257985115051271,534.7653694506132,-207.341756487674,295.2849856018198,0.7800271511077881,461.31383814889176,521.1369605295112,559.3677414366317,0.2230789065361023,710.4952479896875,-207.32880406610886,129.48439462484322,0.7064330577850342,358.86218622280717,145.10583551745782,138.97761666401217,0.06759929656982422,364.9728015128212,-64.77321095847479,131.07915187864612,0.7211748361587524,560.3691986927295,181.27755578455432,-10.737792861687264,0.7369211912155151,715.2448523790514,-90.82040558356995,20.98616740888798,0.3071674108505249,64.29231288375968,266.1029483511582,-727.4087933888792,0.0624929666519165,445.1111197716859,-89.75877573959602,-498.3408442235122,0.0952470600605011,679.3551045675782,2099.951386521902,5.848539891426457,267.439632066642,1943.7436560838632,2092.69,7.662846630475485,90.16,1906.6037296705347,2092.79,8.22430673904903,90.16,1764.8451897791085,2093.18,8.561386521901943,90.37,1093.7149690190936,2096.4,6.4885398914264565,89.86,1079.1349690190934,2096.37,6.4743067390490285,89.86,1064.5249690190935,2096.33,6.448539891426456,89.71861347809806,1051.2649690190935,2096.2571533695245,6.444233152377428,89.64,963.6108094533876,2095.4,7.72561967427937,89.4,748.0334972856615,2099.28,7.45,270.06,1g,30,1569575905
48554,48554,1238.0858359435679,1569577473.327655,1238.0858359435679,,-17.425173360794528,531.1650172329581,8.583550589653328,688.8808372014032,0.9942789077758788,525.9067306260562,14.185773504665313,723.8739832344415,0.9795365333557128,535.5974929568576,-34.32719035415525,716.8878727058355,0.9978910684585572,508.6991265761738,33.25554049879829,725.8181125162931,0.15977254509925842,491.7132927814152,-110.78318032307098,687.2515817437034,0.9751242399215698,396.6923469608532,103.10303551280072,618.1897805749873,0.6421590447425842,427.8384883759837,-135.0101504251586,528.5085331183253,0.651039719581604,298.20917687170964,338.0461400151828,575.7859582526179,0.8530067205429077,544.7669606594084,-210.96853465858524,280.46011761467224,0.9159188270568848,451.958013449136,525.9887577483345,553.9960101829752,0.28390443325042725,712.8353709419562,-205.47939835895943,131.86497618154212,0.23601946234703064,348.70408328601576,147.16292757523252,141.2857115876281,0.0450894832611084,350.9896498197162,-60.98037966693549,129.767099023997,0.6684843897819519,589.6793891065855,177.7074617097751,17.713110535480663,0.8040233850479126,636.6138696841338,-91.28954091376707,-28.525695201918808,0.19416138529777527,237.7348469759431,234.00985274042668,-489.13852126209207,0.13123905658721924,428.1225674988058,-92.9287654792098,-523.901424813207,0.08986780047416687,679.2721515273059,2099.945665622573,5.844249216929616,267.38957419751216,1943.8523531711166,2092.69,7.661416405643205,90.16,1906.7224383316134,2092.79,8.22716718871359,90.16,1764.9681891146845,2093.18,8.555665622572821,90.37,1093.807933633192,2096.4,6.484249216929616,89.86,1079.2279336331917,2096.37,6.47716718871359,89.86,1064.6179336331916,2096.33,6.444249216929616,89.7243343774272,1051.3579336331916,2096.258583594357,6.4370820282160235,89.64,963.7209367654732,2095.4,7.712747650788844,89.4,747.9262304232403,2099.28,7.45,270.06,1g,30,1569575905
48555,48555,1238.1,1569577473.3607426,1238.1,,,519.6815058260248,21.13874160256716,687.1579147285465,0.9983157515525818,525.8184274096775,28.17730640631587,728.6301649214729,0.9756274223327636,523.0122007289948,-19.549031841111415,717.5565886981561,0.9976425170898438,1434.3701502138795,3.054890974178136,939.9056461018367,0.08890455961227417,510.81097374716063,-96.64637948805851,695.8933200976901,0.9862269163131714,391.62463529861236,107.23785534013685,613.6202244853462,0.6483142375946045,426.69458145916565,-132.64553663064362,531.39974748034,0.5527363419532776,295.82501837032237,340.78428527846086,572.6771223272895,0.8513057231903076,534.4495246170799,-209.78285103038138,289.522044470007,0.7957177162170409,440.7939814918132,537.7859104074846,556.777915046277,0.2142847776412964,712.723335569181,-205.35271130981567,130.76866787779062,0.32703256607055664,343.2850390450726,132.76493208796379,152.48816850061903,0.09113842248916626,352.4987677999066,-59.637968279618576,133.92242669622013,0.5868115425109863,603.6966232589448,177.57988534146477,30.579927736158968,0.6683363914489746,650.6111052833423,-90.33225698781841,-18.76674523283472,0.1105457842350006,441.98347913927336,223.08459275038157,-202.72585897266785,0.022591978311538696,426.87909750704665,-94.463356534044,-536.5777004422655,0.0441279411315918,679.19,2099.94,5.84,267.34,1943.96,2092.69,7.66,90.16,1906.84,2092.79,8.23,90.16,1765.09,2093.18,8.55,90.37,1093.9,2096.4,6.48,89.86,1079.32,2096.37,6.48,89.86,1064.71,2096.33,6.44,89.73,1051.45,2096.26,6.43,89.64,963.83,2095.4,7.7,89.4,747.82,2099.28,7.45,270.06,1g,30,1569575905
48556,48556,1238.1202572057773,1569577473.3945384,1238.1202572057773,,,526.5644726876743,38.143229814074715,693.2451094825949,0.9953866004943848,518.9996852350937,42.18690359062932,730.8643459976889,0.8945034146308899,530.8786605637738,-7.202954699042167,720.5099144207124,0.9909598231315612,1827.918372925316,-12.908704280502914,1030.4006401790348,0.0912257730960846,516.741856265769,-82.63606416569273,699.367764699595,0.9933192729949952,401.9942899297495,107.05894946204657,603.4716627787001,0.17218613624572754,437.2154786062015,-123.71665029226921,507.3738208455633,0.009807616472244264,310.23195889513534,353.5935821694229,566.7327543243905,0.8811798691749573,540.0393554773972,-209.15896691121785,296.42947602469815,0.8090635538101196,434.32431439603323,544.2823255728493,555.5538669118628,0.20727387070655826,711.7857230194769,-211.7843550056033,139.88985595251694,0.2295415997505188,321.75988351476354,142.2943927326385,164.89745451465592,0.10117277503013612,352.8250540801702,-60.454333208817644,134.6964650321892,0.552635908126831,607.0604266753313,179.2406384075676,31.896699556444982,0.7098540663719177,715.7732757940191,-87.11749896209196,21.543201783212513,0.1471722424030304,617.8295223243828,205.79974053628757,-50.305654092844534,0.043708860874176025,385.4338968791127,-98.86857718100515,-584.6168879701737,0.0358392596244812,679.0704824859134,2099.933922838267,5.846077161733211,267.26504833862367,1944.1159804844854,2092.687974279422,7.651897117689053,90.16,1907.0061090873746,2092.787974279422,8.236077161733213,90.16,1765.266237690263,2093.177974279422,8.576334367510581,90.37,1094.031671837553,2096.402025720578,6.48,89.86,1079.4516718375528,2096.37,6.482025720577737,89.86,1064.8396461169752,2096.332025720578,6.444051441155474,89.73607716173322,1051.5796461169753,2096.26,6.4320257205777365,89.64,963.9880062050636,2095.402025720578,7.716205764621897,89.4,747.6700966772477,2099.28,7.45,270.06,1g,30,1569575905
48557,48557,1238.1399620722227,1569577473.4274127,1238.1399620722227,,,504.60008841267614,47.59492469721061,685.2344982586776,0.9893081188201904,524.9729944107638,48.1276912191467,731.134289265597,0.7459629774093628,529.8858539504799,6.265176031663074,716.3668335977915,0.9957977533340454,1092.7160058820834,22.378770710408286,859.040452142778,0.05406203866004944,516.7319251198728,-76.13447191279306,695.3694489675116,0.9239601492881776,402.5882874258351,108.67690196104816,598.4871246291773,0.19612082839012146,441.26719429309236,-122.33993412748282,505.1648397791477,0.0586732029914856,311.46023983591164,348.96758115445215,565.8531767107147,0.7818400859832764,541.3248143899044,-209.34567774410115,296.087305743788,0.8200887441635132,444.54833212258126,532.4000140152057,541.904106808905,0.7169618010520935,718.449065340589,-205.13642513824226,136.9812509808027,0.67479407787323,313.08656340531485,144.38239328931238,169.05173728426388,0.09366565942764282,348.42708761986734,-58.11090716954996,132.76958747879962,0.4612956643104553,617.1304668194329,176.1254843530658,47.192231361477134,0.4111070930957794,753.1558143880113,-85.57902812512897,45.03743446734779,0.1162768006324768,666.6607810888207,181.88082625515614,-13.81934782436076,0.07570818066596985,367.80814281933465,-100.05285081727092,-607.4620264252322,0.025639235973358158,678.9542237738857,2099.928011378333,5.851988621666825,267.1921403327758,1944.2677079561151,2092.6860037927772,7.644015171110898,90.16,1907.1676889922269,2092.7860037927776,8.241988621666826,90.16,1765.4376700283376,2093.176003792777,8.601950693889577,90.37,1094.1597534694479,2096.4039962072225,6.48,89.86,1079.579753469448,2096.37,6.483996207222276,89.86,1064.9657572622257,2096.3339962072228,6.44799241444455,89.74198862166683,1051.7057572622257,2096.26,6.433996207222275,89.64,964.1417041633375,2095.4039962072225,7.731969657778202,89.4,747.5242806655517,2099.28,7.45,270.06,1g,30,1569575905
48558,48558,1238.1599524688068,1569577473.4607635,1238.1599524688068,-139.58250871425562,3.6210897926695114,504.04916555564387,52.15771133751978,683.2417768702926,0.9833378791809082,532.664550729475,50.949223467483556,729.8106929566072,0.9388699531555176,533.4824950492289,9.870766428622346,717.5146949700827,0.9959372878074646,-536.3843224931461,113.93128376602982,487.23784518562104,0.04845842719078064,514.9594035139188,-75.53501644969656,693.3167199685017,0.9316421151161194,406.1079169336838,109.24563384760927,598.4342226926526,0.21400856971740725,440.43291848547193,-117.38941117176613,496.81755404933455,0.0076166391372680655,307.6125322400247,350.3355347115188,563.1244858262128,0.6569523215293884,538.181280850415,-214.15394029936024,291.8603982264204,0.8444567918777466,454.49084937823034,528.7140484048101,531.2601693975462,0.8489689826965332,717.5294045671684,-205.25696856511559,133.55242136233173,0.5029597878456116,322.84357949724875,129.5852861313545,165.5147970226028,0.04122006893157959,331.7719428501126,-60.20730356026513,122.69327982618168,0.569603681564331,607.9697003087124,177.15059341301406,48.54801424496917,0.7352163791656494,785.9061116648967,-83.36586206328391,61.83360080003712,0.12000596523284912,544.7186707515734,159.84260261433823,-139.9064237997365,0.09727177023887634,363.20960824601286,-107.45042704138409,-615.1930128923864,0.01987767219543457,678.8362804340402,2099.922014259358,5.857985740642028,267.11817586541497,1944.4216340098121,2092.684004753119,7.6360190124772975,90.16,1907.3316102442154,2092.7840047531195,8.247985740642028,90.16,1765.6115864786188,2093.1740047531193,8.627938209448788,90.37,1094.2896910472439,2096.4059952468806,6.48,89.86,1079.709691047244,2096.37,6.485995246880676,89.86,1065.0936958003633,2096.335995246881,6.451990493761352,89.74798574064205,1051.8336958003633,2096.26,6.435995246880675,89.64,964.2976292566929,2095.4059952468806,7.747961975045407,89.4,747.3763517308299,2099.28,7.45,270.06,1g,30,1569575905
