,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,W_in-P_out.11_x,W_in-P_out.11_y,W_in-P_out.11_speed,W_in-P_out.11_angle,W_in-P_out.12_x,W_in-P_out.12_y,W_in-P_out.12_speed,W_in-P_out.12_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
48774,48774,1535.8669318583084,1568017769.8059466,1535.8669318583084,-93.15695313524859,,443.09254466564596,41.419414895815976,716.3334464822818,0.9992885589599608,446.85089992583283,73.47599359637597,754.1947671772447,0.9919226169586182,449.32899780182464,9.555469616148148,757.6034822801033,0.9853144884109496,424.1532158321489,112.34162365367763,752.4606671067128,0.7497459650039673,426.3394380091265,-39.57090197654068,752.8338215925104,0.7739859223365784,272.74050192545667,183.6409989890897,581.9051177687281,0.9005144834518433,408.8076651165552,-102.94450738353157,567.2507085361239,0.9896242022514344,252.98041473388088,315.1749112776304,354.248274668681,0.6425237655639648,553.0999669157251,-168.869453818281,319.4069441913497,0.7245972752571106,213.2586097943044,492.25735526905606,121.81171746106651,0.9084495306015016,737.8022616222348,-171.89976387985385,156.6012091282139,0.8952240943908691,312.00440419520623,157.25919516491004,192.17045004916562,0.8423703908920288,373.3909305222872,-27.43189925294385,122.4765344458074,0.16488510370254514,641.7855517613099,255.49620040355995,75.32953274403508,0.4319663047790527,601.6135869499068,-6.030284653812172,-64.09889231526603,0.4834718108177185,530.4267336487377,207.64961985507577,-206.40782032295516,0.029112040996551517,471.2346301208016,-83.32741403210626,-551.9667909743451,0.011243373155593872,703.8822725667658,2099.649920442507,4.04,266.01306814169146,1805.255852653931,2093.06,9.489920442507435,90.16,1650.2623071672842,2094.243306814169,8.649920442507437,90.57,1512.7555344239609,2095.62,8.329840885014875,90.57,948.338682123145,2095.2466931858307,7.636693185830853,89.4,933.858682123145,2095.09669318583,7.600159114985126,86.53712557381218,850.3477723902083,2099.17,8.31709097329367,270.06,1g,1,1568016169
48775,48775,1535.9,1568017769.839214,1535.9,-95.01082848531587,,460.56086116868636,39.916732571830615,721.5823812745258,0.9991694688796996,446.8135909667869,72.04595124023587,753.6805724336798,0.991336464881897,445.8433734097533,10.441530481105179,754.3779507952312,0.9964417219161988,418.8061765510285,111.94404041657688,752.6854144409352,0.7766843438148499,421.8581979450835,-41.265420478887,752.8808132370367,0.7432572841644287,248.96476077142663,186.65609634266707,573.9647159293668,0.876470148563385,403.43498609673287,-104.73184976001957,567.5977768878513,0.9884665608406068,237.93872290045115,318.8162682992279,345.32861321407637,0.6232030391693115,552.1052328714264,-170.5284096807653,316.3188286359475,0.6828734874725342,225.10035492971744,488.242270002921,124.84003548959205,0.9022403359413148,743.6991896003282,-171.37383539655468,161.13146662403926,0.9326663613319396,318.47138809263487,155.03121629005204,179.15068869984188,0.8645948171615601,374.4477203330612,-29.28416296453219,126.75086052743828,0.13566425442695618,649.7392660814552,254.72115558517186,58.481203830211975,0.1024773120880127,589.0701044803433,-7.627943297616531,-70.23648535477278,0.5343672037124634,512.3200428706693,243.1678421961676,-352.0038355863346,0.0012083053588867188,357.73495197570196,-103.25682026210698,-674.5548283550593,0.011700719594955444,703.75,2099.64,4.04,265.98,1805.57,2093.06,9.48,90.16,1650.55,2094.24,8.64,90.57,1513.03,2095.62,8.31,90.57,948.59,2095.25,7.64,89.4,934.11,2095.1,7.62,87.01,850.07,2099.17,8.37,270.06,1g,1,1568016169
48776,48776,1535.9329986691766,1568017769.8720243,1535.9329986691766,-91.6907498298908,,469.56776080714906,37.85356231939048,724.8182358460103,0.9990662336349488,446.6932449918845,70.19382373385659,753.8356245373766,0.9919788837432858,456.9542419062967,8.663543783042003,758.7275629789873,0.9959368705749512,428.6659915688138,110.1312064487076,757.9515024884813,0.7742118239402771,413.6254591679603,-44.772701568058345,762.9860402178845,0.9066007137298584,254.1228665234949,181.2371776701544,568.7158367917417,0.7148110866546631,408.5033630472252,-107.97485863039513,567.0650094976996,0.9872798919677734,237.7761224953917,333.60991410963334,336.1472759119947,0.9822497963905334,548.9597581222538,-172.2560138335992,312.78114093576,0.6231637597084045,215.02823849093724,486.4873352911749,114.82480885136484,0.1960102021694184,735.9630292005414,-173.32896226561837,151.68012498242584,0.8954036235809326,321.3993107414372,158.46298029990282,173.25231259800663,0.5094774961471558,380.1610690827588,-30.58426635167711,127.14464941671736,0.14105305075645447,647.4560305882562,247.56986877819648,41.674348243166214,0.08879664540290833,593.3293222550802,-12.704602996272975,-63.443826720522594,0.3753324747085571,421.6250512369249,281.1170586682546,-523.9583293069362,0.0031590163707733154,599.1929006647819,-56.430242025538966,-413.96559223069056,0.009628325700759888,703.614705456377,2099.630100399247,4.04,265.9701003992471,1805.8801874902576,2093.06,9.450301197741283,90.16,1650.830488687999,2094.236700133082,8.61360106465892,90.57,1513.3005890872462,2095.6167001330828,8.290200798494189,90.57,948.844089752658,2095.25,7.6531994676705395,89.4,934.364089752658,2095.1,7.633199467670541,87.46538163463367,849.7994109127541,2099.17,8.323801863153106,270.06,1g,1,1568016169
48777,48777,1535.9665308667138,1568017769.905365,1535.9665308667138,-93.33808164089056,,461.66774411844114,34.234664880064194,722.935139631438,0.9989972114562988,442.3812304080294,66.44323923481487,754.0211821293257,0.9918200969696044,442.831589726158,4.441324407386796,757.1517787653385,0.9953436255455016,413.61898554367997,107.01435863209974,755.436749238638,0.793709397315979,405.42991791365205,-47.01056699040365,763.7660435808644,0.8896173238754272,260.29078204906125,178.99260337717143,568.5247799521501,0.7608797550201416,404.7032452088048,-102.4683855907511,565.0496045910197,0.978934645652771,230.1401939632491,333.3510762799646,338.375749388357,0.9852775335311892,548.586104281159,-171.95420678887848,311.42908806064304,0.6516223549842834,219.5271331614641,488.13293360351804,119.3610334463974,0.8804922103881836,747.8956080843869,-166.45267204245633,160.21590522428883,0.9304226040840148,332.42785563150306,154.29702017076931,173.7595292360521,0.6113201379776001,391.85541999629964,-34.54938993028616,128.78351253100544,0.12758761644363406,629.3987757549481,239.01689117729526,17.65892242920461,0.16661956906318665,602.0363235502442,-15.820559541734571,-52.18819654030537,0.2415151000022888,473.7725489368945,252.0044000636555,-502.97688449931206,0.0028231143951416016,688.8288857045209,-36.026554633580716,-316.37163166270335,0.009908795356750488,703.4772234464735,2099.620040739986,4.04,265.96004073998586,1806.1953901471093,2093.06,9.420122219957598,90.16,1651.1155123670674,2094.2333469133287,8.586775306628978,90.57,1513.5755531070527,2095.6133469133288,8.270081479971731,90.57,949.102287673696,2095.25,7.666612346685513,89.4,934.622287673696,2095.1,7.646612346685512,87.92812596065016,849.5244468929469,2099.17,8.276856786600709,270.06,1g,1,1568016169
48778,48778,1536.0,1568017769.938643,1536.0,-89.73610332084061,,456.8980469078971,32.11866362915972,723.0016972301239,0.9988347291946412,441.52988868447915,64.36509619385653,755.1692858523069,0.9909415245056152,434.57987754351547,2.215719477962816,757.1689516053258,0.9939488172531128,407.673244082162,105.43419565490824,755.4306724610626,0.7243263721466064,386.70056113266185,-49.453624627427644,759.1635666450061,0.8582805395126343,255.67990268829757,176.73277234044292,568.3728341762377,0.7478786706924438,400.32840474140073,-103.58506226137722,562.6724099557509,0.97915118932724,245.5502481241236,318.08639415660105,355.15413633675405,0.7402920722961426,555.4233092147906,-173.05567881941678,314.2866127979575,0.5473197102546692,231.62575866095384,484.0752408522228,126.1860989651795,0.8627562522888184,744.2072174680113,-165.93823850567287,162.49409762841032,0.8791897296905518,321.92880592082884,158.34192348282906,163.76500121290292,0.6648247241973877,402.86588118872703,-33.14801794208648,128.86624134367702,0.08310756087303163,605.6236668165864,229.060300156561,-7.869482964346304,0.2612640857696533,636.9600895399876,-14.037312596353667,-25.795478862788485,0.2091648280620575,440.30378255619706,269.630436809942,-560.1800816882093,0.003777027130126953,702.2050948250177,-8.104659355930195,-259.91273531333803,0.0223882794380188,703.34,2099.61,4.04,265.95,1806.51,2093.06,9.39,90.16,1651.4,2094.23,8.56,90.57,1513.85,2095.61,8.25,90.57,949.36,2095.25,7.68,89.4,934.88,2095.1,7.66,88.39,849.25,2099.17,8.23,270.06,1g,1,1568016169
48779,48779,1536.03385098724,1568017769.9724753,1536.03385098724,-91.53180815471407,,439.35676672780517,28.23314031050981,719.7038846272208,0.9990898370742798,440.0571609242972,60.39736423130757,758.049781097692,0.9936156868934632,422.96128900088615,-1.4250652560710382,756.3234679174345,0.9938640594482422,406.34034133875434,103.08624644767977,755.9582688606426,0.7911567687988281,394.45044167473344,-49.22487341029253,762.3603214658534,0.9701433181762696,259.07270580785257,171.44793400048755,571.3539618913113,0.7784523963928223,404.2828897400057,-103.07394907626413,564.4371575988546,0.9798343777656556,242.42980843516682,314.9034604720848,358.0304527024392,0.7396644353866577,550.020267984101,-174.40905333144298,311.73976818581775,0.5969128012657166,228.1605023638997,488.51253496701736,122.92661905010165,0.8646830916404724,754.1060377278073,-161.59321932083625,168.31936870065704,0.8886144757270813,334.804733759646,155.74648587532297,168.72776515109751,0.7184417247772217,411.1362753098262,-35.99496402838782,130.2173489059847,0.15699386596679688,585.6468623419651,228.67958644185487,-26.65973116282785,0.2505911588668823,645.7322029584909,-21.957132846035233,-11.196612962090457,0.3691966831684113,470.9621873186878,244.5973661557533,-533.2765291345213,0.0048559606075286865,621.6842839115353,-28.487985455324697,-289.6262219830378,0.012452393770217896,703.2045960510402,2099.5998447038282,4.036614901276003,265.946614901276,1806.8281992800562,2093.06,9.403540394895984,90.16,1651.6911184902638,2094.2266149012758,8.580310592343977,90.57,1514.1343482928155,2095.606614901276,8.280465888515964,90.57,949.6172675030236,2095.2533850987243,7.652919210208031,89.4,935.1372675030237,2095.103385098724,7.66,88.53894434385582,848.9622666084604,2099.17,8.318012566823898,270.06,1g,1,1568016169
48780,48780,1536.0668930507943,1568017770.0054991,1536.0668930507943,-90.09989892932171,,472.6825550440676,27.53687903744321,732.5704333389205,0.9989936351776124,442.48472029660337,58.3776100286568,761.5685514241466,0.9918841123580932,440.0402234916349,-2.0288218239644173,762.4822353104825,0.9918352365493774,398.00117506808226,104.48729196179032,755.6447150479919,0.7414746284484863,382.5194608299579,-51.54179351497198,758.4578852235209,0.9729070663452148,266.75492036449606,161.03925764166692,564.4315406794602,0.14146840572357178,405.9633723087391,-107.00262300640341,561.5181842276008,0.9824113845825196,241.14312208638862,308.78571804498176,359.88052497968414,0.9005125761032104,555.1314346633549,-172.07943871709156,316.7058299209008,0.6755500435829163,214.24933165435445,489.80198905649553,120.32227505170357,0.8420360088348389,751.7539076543193,-161.53255736869758,167.76008984155726,0.860662579536438,357.94089237489675,158.85491109443072,159.370929311427,0.09581106901168823,415.67253472920197,-34.24846959180493,139.94953094401828,0.09915399551391604,693.9238779729193,217.03565795498463,26.64885377746089,0.36349886655807495,668.7150746515558,-16.966139630439994,8.909646496198091,0.3770414590835571,446.26543099518835,256.6791788608955,-568.3061772441152,0.005074262619018555,532.5482159593538,-44.14657183606961,-332.7263451767389,0.03291985392570496,703.0724277968218,2099.589932084761,4.033310694920541,265.9433106949205,1807.138794677469,2093.06,9.416757220317836,90.16,1651.9752802368334,2094.22331069492,8.600135830476756,90.57,1514.4119016266745,2095.6033106949203,8.310203745715135,90.57,949.868387186039,2095.25668930508,7.626485559364324,89.4,935.3883871860388,2095.10668930508,7.66,88.68432942349621,848.6814090682459,2099.17,8.403921932065947,270.06,1g,1,1568016169
48781,48781,1536.1,1568017770.0385878,1536.1,-91.7137507718765,,474.8408345312963,27.3019774218961,738.4316623917189,0.9991294145584106,440.90912298620856,57.745633156363496,765.3472810997162,0.998984694480896,455.9988809038565,-5.1586806496496305,768.7054175684108,0.9986596107482908,409.9148939614032,99.88019312925934,761.8205244739987,0.6914744973182678,395.28101496708945,-53.71778516742451,759.8449120913483,0.9709089994430542,267.654683459951,156.86564623659524,566.6219574577743,0.3171380162239075,405.68868246073873,-108.31473469073556,562.089164664477,0.9842013716697692,250.3172282570516,311.03883997386316,367.3387148689337,0.861822247505188,545.8933181834078,-173.75322170065533,310.5650397497779,0.6925154328346252,218.18331731980763,487.6757235520244,122.40481642084244,0.8537540435791016,738.4565700119908,-162.40507096613936,157.65714817177266,0.8835495710372925,365.14263249472964,157.13605694473387,143.38244421434817,0.05636909604072572,424.3057503872917,-30.30361283025809,149.49552820879163,0.062464475631713874,713.2181383308026,208.32381746786209,33.347765769584015,0.5072834491729736,670.6891343849289,-17.87453550301763,25.772535497203137,0.3875952064990997,408.6827516622048,269.4128966059784,-609.9344037479437,0.0033275485038757324,643.3129479333629,-13.648714110467838,-207.09014389970383,0.01679918169975281,702.94,2099.58,4.03,265.94,1807.45,2093.06,9.43,90.16,1652.26,2094.22,8.62,90.57,1514.69,2095.6,8.34,90.57,950.12,2095.26,7.6,89.4,935.64,2095.11,7.66,88.83,848.4,2099.17,8.49,270.06,1g,1,1568016169
48782,48782,1536.1336020406222,1568017770.072288,1536.1336020406222,-91.1326307165455,,456.62314422449424,24.28688191801385,734.5336559940421,0.9991531372070312,446.4651649990048,55.14160963137208,767.8398226638768,0.9992098808288574,432.3345595934127,-9.256087236283095,763.7736275467091,0.9985580444335938,417.07801140975073,97.72163416712885,764.0522310645086,0.9699169993400574,396.40999535392564,-55.706262122748576,759.4379030377287,0.9653817415237428,274.7800270271072,155.56839000449517,570.3549419955768,0.3412376642227173,407.06257449453636,-109.51886190871677,559.2168621334691,0.9832898378372192,251.6534816956773,315.24611593460526,367.74095043032685,0.8566216230392456,556.1417327611853,-167.86944633175287,316.43425424216275,0.9817707538604736,208.0010918475287,488.9198259944756,113.75116727893341,0.8988547325134277,749.2916390025754,-160.78195846332932,167.9783589852091,0.8661777973175049,374.4370134678276,155.27390425142497,140.46732739338637,0.058152139186859124,432.2294817345584,-28.389240692307663,160.43403494045842,0.05370151996612549,676.0587126577195,208.36316873512573,8.23534704416943,0.4859649240970612,672.5416236218084,-17.99447772692178,51.4547861985177,0.5976071357727051,371.7081245805909,280.5912928445811,-649.501362165166,0.0023104846477508545,758.9473359556263,-26.06411852067473,-33.060447882569754,0.05384218692779541,702.8055918375109,2099.5732795918757,4.03,265.97024183656004,1807.7658591818495,2093.0566397959383,9.419919387813316,90.16,1652.552337753414,2094.2166397959377,8.62,90.57,1514.9655367331027,2095.5966397959382,8.316478571564403,90.57,950.3753755087292,2095.2633602040623,7.613440816248912,89.4,935.8987357127916,2095.1133602040627,7.656639795937773,88.97784897873804,848.1244632668972,2099.1733602040617,8.395914286257613,270.06,1g,1,1568016169
48783,48783,1536.1665660302006,1568017770.1053483,1536.1665660302006,-93.22628728390978,,456.6630331463351,22.268592365372392,731.887772596546,0.9993487596511841,436.1572873336546,53.34928359803563,767.3552100918945,0.9906238317489624,450.9566186621059,-13.332629875395124,769.3581280370581,0.9983413219451904,407.8298657261536,95.96168506022387,762.9800197795082,0.9758973121643066,386.07608042208085,-61.04673301989584,756.4104417121886,0.9563362598419192,281.77307425656613,170.65802428423999,587.8065310845919,0.8089776039123535,395.93429337776047,-103.33680197653185,563.0721950615319,0.7549816370010376,262.0550338536373,312.4158967290028,369.497793204387,0.7372938990592957,545.7493076187548,-171.46062967600722,310.9009150572552,0.718804657459259,218.34494013110725,490.07137512095284,119.67662934998394,0.8404064774513245,753.3352254018539,-161.72630010685359,171.48706232858504,0.8748183250427246,335.3683080703508,147.96516100474025,156.95595324870231,0.3713465332984924,433.34709306952766,-27.457813486141802,170.3268999033593,0.08029022812843323,554.5438191851372,209.4116285165253,-40.55594854528061,0.38204455375671387,670.0436785176818,-18.61047735058049,63.48570759926531,0.7086219787597656,384.74224540725305,258.9890518544873,-631.1316343762006,0.0038514435291290283,646.6466213021382,-18.200163614626238,-122.60338801551998,0.022378236055374142,702.6737358791977,2099.5666867939603,4.03,265.99990942718046,1808.0757206838853,2093.05334339698,9.410030190939834,90.16,1652.8391244627448,2094.21334339698,8.62,90.57,1515.2358414476444,2095.59334339698,8.293403778859611,90.57,950.6259018295242,2095.2666566030202,7.626626412080222,89.4,936.1525584325444,2095.11665660302,7.653343396979944,89.12289053288247,847.8541585523553,2099.17665660302,8.303615115438442,270.06,1g,1,1568016169
