,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
45643,45643,1446.0321121332693,1568649829.9238286,1446.0321121332693,-98.74419624164196,,661.6541000631125,76.80663976347323,622.5189052957696,0.9960142374038696,667.252365589581,107.21238040429593,666.0112956611463,0.9743708372116088,656.8387216666982,44.99951574517955,661.5680467919838,0.8325352668762207,637.7604474372648,151.67348424748576,682.1810474212194,0.7069280743598938,628.8955209552668,-0.4885351838223198,685.9050848818597,0.921972155570984,531.3740585645343,175.945366407305,560.3358578259922,0.8378814458847046,523.9767682097122,-54.86679188045365,566.4749478062398,0.9385346174240112,627.703825941783,241.28094042518956,380.59060580295585,0.6868321895599365,601.6658395950566,-128.33165514217487,365.0854667304657,0.805237889289856,834.8893072767952,301.41960395691683,239.88168884294697,0.8287919759750366,750.2280978475528,-192.66605215017086,222.15299418156712,0.3740105330944061,427.2721679085773,150.03384068321932,192.4705670359007,0.022313386201858517,361.51364117864784,-51.52955418146825,183.39757327055023,0.2931201756000519,639.3529535238495,157.75307066797973,25.845581351753424,0.6917332410812378,588.3093118016675,-117.77652239403099,-18.408496404783108,0.7516857981681824,585.348200834653,155.79202779610648,-373.9860255639158,0.012412816286087036,403.56583559681474,-124.62350025676972,-422.9555317930237,0.04127839207649231,730.6030169069973,2100.333211213327,5.0785345599237,271.11109908005716,1900.5915737195608,2092.8,6.963211213326975,90.16,1886.6947849328885,2092.84,6.9228448533079,90.16,1674.4697419194656,2093.996788786673,8.46073272003815,90.57,1048.9993755594471,2096.243211213327,8.66642242665395,89.64,835.9898917205152,2099.19,8.415495400286128,270.06,1g,13,1568648330
45644,45644,1446.0642889518024,1568649829.9575105,1446.0642889518024,-92.678449599253,,658.0942812696728,75.51654819481462,621.2891595570024,0.996699333190918,666.7627588736223,106.559631124919,667.5402247538667,0.9804112911224364,657.0202039540337,42.65960578529216,661.1436860483554,0.8284481763839722,652.8442186893324,146.77631870463924,687.8859405304486,0.7501298189163208,623.2018994004793,-0.999088544587984,683.9724382664143,0.8544238805770874,529.3440843448028,171.5351824594531,563.8928287247251,0.818781316280365,524.5349015815559,-55.96656418287546,565.3891978114992,0.9364014863967896,631.755070567963,242.9583022595813,370.7234532801012,0.9683626890182496,605.6067564217742,-132.67743492173173,360.4808354517507,0.7974454164505005,833.6283797204387,303.4719018832387,242.35577675353528,0.8832529187202454,792.6689727229553,-193.14024566099013,233.46861911008406,0.421850860118866,412.678534154292,151.0025801819657,177.3227884273981,0.04004526138305664,366.6273219677825,-50.42387084505489,185.93945861806102,0.3554287552833557,633.053325019467,160.1562849554319,2.2740996873012307,0.5618060827255249,598.911194388714,-119.37798387936104,-5.531641890392024,0.6561477184295654,593.4602391721719,175.0330647744022,-397.7634926626049,0.00972077250480652,682.8889566586396,-83.49770627655232,-74.94590697747714,0.17955809831619265,730.4356974506261,2100.3364288951802,5.117146742163202,271.0821399433776,1900.8135937674383,2092.8,6.966428895180267,90.16,1886.9200226626187,2092.84,6.935715580721067,90.16,1674.7400271951426,2093.99357110482,8.4414266289184,90.57,1049.2793138806833,2096.24642889518,8.672857790360531,89.64,835.7292594903986,2099.19,8.270699716887993,270.06,1g,13,1568648330
45645,45645,1446.1,1568649829.994892,1446.1,-94.11360205870108,,661.4386735438152,73.91038699201476,622.5090590648592,0.996920108795166,669.2360083900276,106.98733219760305,670.9606662822932,0.9833030104637146,668.1391275577134,43.114183430047255,672.2584169115032,0.9841296672821044,653.4948321782305,144.06623925059202,692.0386468753592,0.6449552774429321,624.0622500711297,-4.510186920795858,684.686550307964,0.8722318410873413,528.1123936807842,169.95770281363164,566.2893035945017,0.823864221572876,529.344348474413,-57.01039190298413,565.9724864834965,0.9254884719848632,638.9251852679648,241.16004203967785,374.8129270746714,0.9528741836547852,603.9138193437725,-132.91339637331112,374.2779382788928,0.8914156556129456,828.5194875175647,302.25873787319284,238.6906755944276,0.8709844946861267,770.4401647715338,-189.62590984588985,227.40131509059933,0.3943820595741272,397.38832076336615,151.9446033398766,162.67489082361604,0.0616065263748169,375.47507599657996,-43.786159135560254,171.49914556039948,0.009626656770706177,621.8643648600223,162.74794537154938,-7.725380783468381,0.4603637456893921,611.1696453077884,-108.29665083400144,4.387635920910185,0.4288097321987152,593.9947673660606,178.5840438174804,-410.95468255528397,0.03720751404762268,760.8518213806536,-67.35184769574032,41.78921616591789,0.21913307905197146,730.25,2100.34,5.16,271.05,1901.06,2092.8,6.97,90.16,1887.17,2092.84,6.95,90.16,1675.04,2093.99,8.42,90.57,1049.59,2096.25,8.68,89.64,835.44,2099.19,8.11,270.06,1g,13,1568648330
45646,45646,1446.130679566784,1568649830.024649,1446.130679566784,-98.96460249557741,,661.5506253160357,71.37481928709205,622.801929852518,0.9968278408050536,662.6841827902688,104.56666479585716,667.9283826527013,0.9878263473510742,655.232681882779,39.11744603175556,666.9576105983629,0.9821882843971252,647.5098595745733,141.28319899226827,690.3810496472869,0.7179474234580994,611.7108955315377,-9.201584908910805,680.3750346632313,0.8360453844070435,529.4433699727708,169.05760441289112,563.6496023762685,0.8320603370666504,525.6933784745008,-59.90350618375293,564.0611340435795,0.9234168529510498,636.5526754425439,241.9228795524244,372.7517473611071,0.9572893381118774,602.6735853658257,-133.7307422602303,377.82944225619485,0.8881558179855347,829.2596814157097,302.11425454660287,239.64161033667813,0.8816899061203003,786.354160481736,-185.19762509924544,230.25419431739303,0.07537853717803955,384.6296071143993,151.29251170242006,150.64349372184054,0.06959590315818788,374.112647619433,-41.15840786530303,158.7427438289579,0.0066995322704315186,670.6276185444058,171.4037408630958,22.03246696833469,0.29735976457595825,639.60559894413,-122.35062595044896,50.64228762563576,0.6282562613487244,574.6058166476764,179.62320490873185,-437.77275999400194,0.10815486311912537,642.2391750258157,-71.02395621968104,-8.654985864953346,0.1635933816432953,730.0935342094014,2100.3430679566786,5.156932043321595,270.9978447364672,1901.277824924167,2092.8,6.982271826713624,90.16,1887.3816890108103,2092.84,6.953067956678406,90.16,1675.297708360986,2093.9869320433213,8.42,90.57,1049.8569122310212,2096.25,8.686135913356809,89.64,835.1853595956925,2099.19,8.165223220211306,270.06,1g,13,1568648330
45647,45647,1446.16551480023,1568649830.0584366,1446.16551480023,-89.22445075629344,,661.8293233085043,68.33952545387083,622.3198031317603,0.9960005283355712,669.5305107467518,103.04018229992872,669.9668989579167,0.991135597229004,660.9300793191453,33.546512996831716,670.2055367750197,0.977599561214447,645.3273491789653,138.74077590099535,688.7973448659477,0.6931385397911072,617.5395752659892,-10.470555182944256,682.0510764003436,0.7359229326248169,527.48149434384,169.89039497615238,567.5324267384824,0.9119378924369812,530.7688015399286,-56.23867544923974,563.2668080497222,0.938021957874298,639.5667139562854,243.41517223690101,374.4735094926615,0.9695721864700316,601.2769281637028,-136.67686156803475,380.75208555974143,0.8037235140800476,826.6032490482498,302.6197821477569,237.18239474132002,0.895611047744751,791.7432879167012,-185.9553297940057,228.20819547380643,0.0999925434589386,377.16117331164696,152.4175435102731,139.98144490785364,0.09725388884544373,396.88520784977175,-39.326480169838,171.50861037187744,0.0046308934688568115,717.0126077647783,172.01791748732856,51.49696941498106,0.16904661059379578,645.5851773167227,-124.97929746466377,72.06591992257201,0.7092369198799133,551.9777294298177,175.94469803775903,-462.7427728485835,0.16306674480438232,564.3896923930685,-75.86647070605319,-77.41140872720956,0.1926913559436798,729.9158745188264,2100.3465514800228,5.153448519976991,270.93862483960885,1901.5251550816336,2092.8,6.996205920092034,90.16,1887.6220521215882,2092.84,6.956551480023008,90.16,1675.5903243219327,2093.9834485199767,8.42,90.57,1050.1599787620019,2096.25,8.693102960046017,89.64,834.8962271580903,2099.19,8.227926640414156,270.06,1g,13,1568648330
45648,45648,1446.2,1568649830.0918849,1446.2,-98.04918191123792,,664.7459751374049,68.2536740505842,624.8771952701381,0.9961491823196412,672.6568235168254,100.98061571583237,673.1185518170677,0.9939148426055908,664.8834523889168,33.781045971773096,671.6495185178035,0.9822639226913452,643.6326739147532,136.753595185561,687.4648217193318,0.6945322155952454,612.0944169784392,-14.168094957767313,678.3403390809026,0.7460312843322754,524.2553790415624,170.38414385198317,563.7874819351173,0.9313126206398008,532.1647036010053,-59.16756149749977,561.3241618099173,0.9299269318580629,651.6709246251056,242.29986934210567,382.0367185183957,0.9756287336349488,606.3242109729813,-141.06701854491317,380.3055060846064,0.7865011692047119,825.3735054791717,301.5639211686156,238.8493874973224,0.9048149585723876,795.8513570653254,-184.614062370204,230.07062219918822,0.0942283570766449,390.36603778498346,155.0583485116253,146.36290130910064,0.08000311255455017,408.0319688311196,-38.24751373949289,176.07155071605666,0.01147797703742981,748.7387365561128,174.1886005128909,70.15892516189143,0.11237555742263794,648.2557330894713,-124.1616439788594,83.92197633427969,0.7481337785720825,539.3549382140235,178.46584917205806,-475.250792868888,0.1298445463180542,540.1507287966224,-81.11888476102834,-94.31314574513479,0.24650397896766665,729.74,2100.35,5.15,270.88,1901.77,2092.8,7.01,90.16,1887.86,2092.84,6.96,90.16,1675.88,2093.98,8.42,90.57,1050.46,2096.25,8.7,89.64,834.61,2099.19,8.29,270.06,1g,13,1568648330
45649,45649,1446.2337552802564,1568649830.1258733,1446.2337552802564,-95.37416779502544,,658.6987373874591,69.24224333413865,620.7108588261135,0.9935840964317322,659.0242713594474,99.79092062041506,667.4270593217483,0.9945290088653564,667.2255348636418,35.260251510387725,667.6058724452757,0.9956470727920532,639.4635634676155,135.5517794718642,687.4969209180423,0.726995587348938,628.1384672228432,-13.689149474114881,682.4499985617831,0.6995730400085449,524.4432924782559,172.54741663134274,562.4977556905638,0.92963707447052,533.6373364991246,-57.17080546405614,558.4415501962294,0.9203771352767944,640.5498760036613,242.20301466430908,375.3073984269709,0.9750329852104188,607.1255023407379,-146.12279361676528,380.1594905981082,0.7735577821731567,824.2792724917365,305.32154084392545,240.89235292526317,0.9222576022148132,782.4246582532053,-185.67076931354612,240.2901385189079,0.3794552683830261,379.2380635741566,155.63274680757803,138.3092639333995,0.12265327572822572,414.0419177181929,-35.10921712950225,176.231592244287,0.008402764797210693,766.3140202088246,178.26876472216003,81.75857534826056,0.10128223896026613,651.3349069373999,-116.91909439520262,110.58983574772336,0.7653235197067261,492.7102290734973,155.904045768463,-537.8648262278074,0.014961153268814087,450.6262260107337,-77.30911523595285,-152.57477632121848,0.24775806069374084,729.5644725426677,2100.35,5.15,270.8124894394876,1902.002911433768,2092.8,6.979620247769416,90.16,1888.096286961793,2092.84,6.9633755280256215,90.16,1676.1635443541522,2093.9766244719744,8.413248943948759,90.57,1050.7536709382287,2096.2533755280256,8.70675105605124,89.64,834.3365822299248,2099.19,8.225864967513212,270.06,1g,13,1568648330
45650,45650,1446.2666837150268,1568649830.1590292,1446.2666837150268,-100.69924243522615,,658.4407705102866,68.54483694234537,620.2215014499455,0.9938793182373048,661.8813485647895,98.51379300511542,668.0736604134295,0.9946824908256532,660.6307568304088,33.58817713474899,664.0739684680402,0.9957062005996704,639.040330362923,133.66227629464314,686.9190586856313,0.7956100106239319,633.8662698111084,-12.970326363168573,684.9540304995535,0.7167154550552368,520.5488200043644,172.4936766737375,560.065555179986,0.9187636375427246,532.7768652593103,-59.222000768955574,560.1850662507228,0.9160215854644777,635.6670755540948,243.20149899086056,374.69235484186066,0.9771898984909058,607.9416264632479,-147.25308006319446,378.768950406445,0.8484888076782227,817.5714778353081,308.40406564244967,236.01527682416625,0.9172585010528564,784.6598708615178,-187.22040420141144,231.5825003656635,0.1129644215106964,375.3961557044932,155.45556733915336,133.37193679589822,0.14423474669456482,409.69031055914087,-29.684405173210017,195.025101815665,0.07193467020988464,763.0827776227803,168.80184055845788,78.00739288179452,0.2214333415031433,651.2353328341945,-99.50091045112184,106.47810195716394,0.6301649212837219,488.12934647529966,176.32900178613914,-546.8436181925817,0.013118505477905272,436.60385746372907,-72.75745867342306,-178.10131109164936,0.2728893756866455,729.3932446818593,2100.35,5.15,270.74663256994586,1902.2301176336869,2092.8,6.9499846564756345,90.16,1888.3267860051892,2092.84,6.966668371502707,90.16,1676.4401432062275,2093.9733316284974,8.406663256994586,90.57,1051.0401483207354,2096.2566683715027,8.713336743005415,89.64,834.0698619082808,2099.19,8.163300941448561,270.06,1g,13,1568648330
45651,45651,1446.3,1568649830.1925757,1446.3,-92.91581553186909,,658.6002963628432,69.44531279845451,619.8293135592222,0.9930788278579712,661.907552187062,98.20921568255844,668.4172021933341,0.9937182068824768,663.6331699716036,33.760976525070326,665.4258862987988,0.9954499006271362,644.8625325564382,132.26016946969665,690.0531230557277,0.7407939434051514,635.4097498750981,-12.349547221942569,684.3036398042926,0.7306169271469116,519.8109548170024,170.64818427939775,560.5911464606561,0.9781508445739746,537.6341035912055,-56.380437377698094,560.5668041206577,0.913626492023468,638.7528957458001,243.46619217390395,376.1311419836544,0.9781118631362916,601.9674327762916,-150.26569725560347,371.73997878977997,0.7817630767822266,823.3441985878015,306.6617501097992,241.0449152926429,0.9188565611839294,803.8909311028874,-192.9566211191179,227.8519096561057,0.5235369205474854,365.25078856675003,158.65167379929346,130.0111868421748,0.1317126452922821,402.8768967622224,-27.181580465639506,199.4938542595228,0.09734293818473816,794.6648557085267,171.22810949112434,101.49106475017156,0.10229986906051636,667.5717955427311,-98.42293687229565,142.47270093874968,0.7575453519821167,468.9773147833053,186.0278096728829,-570.8978992265668,0.02464532852172852,494.7567575940409,-74.30420988061951,-121.10710806565727,0.12972772121429446,729.22,2100.35,5.15,270.68,1902.46,2092.8,6.92,90.16,1888.56,2092.84,6.97,90.16,1676.72,2093.97,8.4,90.57,1051.33,2096.26,8.72,89.64,833.8,2099.19,8.1,270.06,1g,13,1568648330
45652,45652,1446.3334523063834,1568649830.226318,1446.3334523063834,-94.10456382434928,,661.4698152099853,69.04587956120335,622.4718780175087,0.9942392706871032,662.0738248631437,97.03480521339918,668.1277006355508,0.9943076372146606,664.0897929858912,32.93210642542373,664.9827882860867,0.9956337213516236,648.3788705986539,132.41211562954746,692.917829007238,0.7427748441696167,632.1548753606035,-15.212881204233339,683.8813309582307,0.7098413705825806,523.7174905827411,167.50844125331338,563.1637842409557,0.9781867265701294,537.5662578307396,-58.69542741114058,561.6858893303724,0.9148927927017212,635.5497009581418,244.05680270105202,374.7393578713828,0.9729427099227904,613.8875346124656,-147.7830547371315,374.5831441953719,0.8564229011535645,821.7268537801892,306.71103825059606,237.7947852365831,0.8885883092880249,798.8699893972183,-191.61030541744407,227.64206466979942,0.10923179984092712,371.98215341177394,160.5568598434439,134.58956338024436,0.11987310647964478,431.5050836264865,-26.24878466597797,194.97150464273847,0.0171087384223938,808.9630022586238,173.68821823613166,112.1319888249968,0.11529847979545592,658.9482166316244,-109.7685442455069,121.24791601593463,0.7863274812698364,455.95940918935025,191.87698329239532,-582.487692335271,0.013393968343734741,492.5118015376206,-49.55284455127102,-141.0834315695236,0.03775909543037415,729.049393237446,2100.35,5.15669046127663,270.6064049259571,1902.6908209140438,2092.8,6.930035691914946,90.16,1888.794166144682,2092.8366547693618,6.980035691914946,90.16,1677.0043446042569,2093.97,8.410035691914945,90.57,1051.6176898348954,2096.26,8.69992861617011,89.64,833.5256910876583,2099.19,8.150178459574729,270.06,1g,13,1568648330
