,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,conflict_1g_x,conflict_1g_y,conflict_1g_speed,conflict_1g_angle,scenario,participant_id,source_file
51099,51099,1446.3332721556549,1568110057.0263536,1446.3332721556549,-105.25426928709463,598.349676136376,55.579497230479184,703.8914066473468,0.9989706873893738,589.3486274529876,80.86208035566338,740.8808216875467,0.9913910627365112,617.2174056109743,29.74315269367679,747.8518949979884,0.9912179708480836,576.0449261613929,116.67866078632387,751.8698776157494,0.8663195967674255,561.4713612742987,-24.545522456018627,730.2268163182518,0.9546408653259276,476.2642021251627,163.81696790116845,589.8445773312374,0.7050811052322388,491.89808807430086,-83.68684493995626,582.4819363509737,0.9753616452217102,575.0407269734976,238.7672444885284,396.87227012287707,0.939474642276764,601.3389869159023,-148.89300801177603,387.1869733611753,0.6959077715873718,729.8342515912883,291.1402956372941,199.9506118673489,0.8643980026245117,781.2234482508131,-191.06384858163986,199.62830981860387,0.8758169412612915,474.5824413234462,141.31957540192514,130.5696380631903,0.6107163429260254,423.0034306108819,-51.771975447379646,135.35258436804202,0.4377452731132507,565.6651186816292,160.04990214402358,-302.05941105623174,0.02815589308738708,455.6544754891177,-56.08652360710275,-336.0867815049565,0.016996651887893673,560.2676126382755,174.4891621858432,-450.6851201419297,0.0062052011489868155,810.7740778565428,-43.01386020772097,-182.73703005883328,0.0032351315021514893,697.5036208684212,2098.21,4.69,269.4233272155655,1382.8695228141098,2096.9166727844345,7.890036706606942,90.29996329339306,1319.9194310475925,2096.9433272155657,9.283345568868981,89.86,712.0796329339306,2094.67,6.006636077827547,90.06,698.5496329339306,2094.69,6.01,90.06,677.9563057183651,2094.71,5.963327215565509,90.06,805.4205138924973,2099.22,8.266562664613662,270.06,1g,4,1568108368
51100,51100,1446.3666446585928,1568110057.059735,1446.3666446585928,-80.74244220938682,596.4562530709071,54.856313063596495,699.703475907573,0.9987002611160278,583.9466445382652,79.80115368065216,736.3567621512314,0.9918997287750244,604.3550830644151,29.60580235477189,744.0672611805247,0.9898054003715516,573.0340832030388,112.96272727041996,745.7615425531212,0.5360849499702454,564.2464112682896,-25.50942086963687,730.2943563308246,0.9686416387557985,479.99780117849093,163.53361166670936,591.6112300661089,0.7217803001403809,496.8036969939734,-86.79828130575909,580.3289497348734,0.5540400147438049,570.7493710411019,237.68015257898628,395.11615514959846,0.941817045211792,602.0952163862937,-149.81666897702098,386.0538743144191,0.602748692035675,738.1939017812907,290.3852941774301,207.05004395739928,0.9019508361816406,789.8470270452124,-191.17039651269107,204.7085224630267,0.8801383972167969,459.56058786292715,140.08059328209492,120.20069502580995,0.6017473340034485,422.2517963196945,-52.285272323929355,140.47856241024158,0.4639483690261841,552.2408622610537,162.65811131002164,-329.9877558983284,0.0254526436328888,413.76295097401635,-65.33000408630191,-386.5907113717769,0.011229872703552246,550.2395859177288,168.6712006229863,-461.6758800498877,0.007542937994003295,658.1119936157768,-78.16178336033707,-353.5753335350312,0.0012078583240509033,697.3467701046139,2098.21,4.69,269.4266644658593,1383.1298283370236,2096.9133355341405,7.870013204844343,90.31998679515566,1320.2297953249126,2096.946664465859,9.276671068281447,89.86,712.2798679515565,2094.67,6.023322329296381,90.06,698.7498679515566,2094.69,6.01,90.06,678.1532034856973,2094.71,5.9666644658592745,90.06,805.1401848678207,2099.22,8.323295919607691,270.06,1g,4,1568108368
51101,51101,1446.4,1568110057.0930994,1446.4,-76.85710534948164,597.0365350666142,54.05881069832549,697.9922260933182,0.998416543006897,586.9263694649636,78.5690602522653,737.7118027849222,0.9890955090522766,614.0260185197028,25.93897029033112,747.6478517215303,0.9874976873397828,579.8167655650525,110.92043925946774,751.8224260650568,0.7988429069519043,548.6835389599578,-29.88144344577133,726.5704067579732,0.9464246034622192,479.62339062915567,164.1472147919089,593.9495294944275,0.6473421454429626,497.95380198085456,-88.24267260991869,579.8403075092492,0.5950417518615723,586.3126021175424,242.2030185378026,388.21821594158445,0.9603266716003418,601.5697426592801,-149.83588315003638,387.21359763964796,0.6499630808830261,740.0945713705574,283.24900245231856,204.97907034520318,0.8396297693252563,781.6091256815007,-193.41344769839645,197.4799684893135,0.8779804706573486,463.5796080054807,148.1510149867417,104.91725577525015,0.36937177181243896,427.2171859281457,-52.965916204471284,151.65543308269812,0.5204199552536011,542.9509906051435,180.24969575438456,-354.21628556122664,0.055167526006698615,671.1610160979637,-55.07384940969859,-106.259250407934,0.022312462329864502,538.9763819961928,178.365344144176,-480.37016805951913,0.007495224475860596,749.6138352272561,-59.24885973356972,-249.06365218027085,0.004049956798553467,697.19,2098.21,4.69,269.43,1383.39,2096.91,7.85,90.34,1320.54,2096.95,9.27,89.86,712.48,2094.67,6.04,90.06,698.95,2094.69,6.01,90.06,678.35,2094.71,5.97,90.06,804.86,2099.22,8.38,270.06,1g,4,1568108368
51102,51102,1446.4332345861435,1568110057.1263466,1446.4332345861435,-77.034825149535,602.6351618525788,52.47103337784715,703.4687104779075,0.9982296824455258,583.5317816023612,77.78640501426342,740.7399176898161,0.9983272552490234,610.708548772192,24.124197936593536,747.2915065012833,0.9866583347320556,569.1400037205789,112.38791132541846,752.5207506686397,0.851769745349884,557.4283545694826,-29.790799782985005,731.0456452342157,0.9575814008712769,478.6891199718756,164.31128399830192,596.1540315293569,0.6614748239517212,495.6885350279512,-89.88879958911171,584.7877715636753,0.9840140342712402,585.1141813863927,243.25471320671403,388.38158375241545,0.9614747762680054,600.4184867213409,-151.74066688608974,385.9676139165285,0.5585126876831055,747.0493265303949,280.9177901560138,208.7555238195248,0.8327087163925171,784.032781930786,-192.9501589097185,198.09294555801048,0.8820480108261108,458.74559158001887,151.84431795507456,103.695432999576,0.2985860109329224,433.7792453096436,-50.38522519008653,165.87823211398972,0.5211105942726135,556.8891284951378,169.56771251518163,-306.22281319632253,0.036343663930892944,790.3670119911208,-38.37845195774466,21.80063226814525,0.06810769438743591,524.0064566291906,173.1887627065987,-498.07564086842115,0.010201871395111084,793.1063017305577,-51.216867368233224,-204.3070954388551,0.004256844520568848,697.0337974451248,2098.21,4.683353082771268,269.43,1383.652553230535,2096.91,7.843353082771268,90.36326421030056,1320.849081651136,2096.95,9.286617293071831,89.86,712.6827309754764,2094.67,6.033353082771268,90.06,699.1494075168621,2094.69,6.01,90.06,678.5494075168621,2094.71,5.976646917228732,90.06,804.587476393622,2099.22,8.330148120784504,270.06,1g,4,1568108368
51103,51103,1446.4666183655474,1568110057.159743,1446.4666183655474,-82.04857053920773,596.7631560224065,50.51674721511406,699.2598918419119,0.998242437839508,585.2243920358505,76.40154664585157,741.2223851466852,0.9984962940216064,612.1794989359953,22.192814460928574,747.9379393610037,0.9896225929260254,575.1476347534805,109.82196481759024,753.1813484843138,0.7863056659698486,558.6203572652231,-32.306458142036945,730.1331380349902,0.9375292062759399,478.337452196498,163.29231162332425,596.8430124729681,0.6672277450561523,502.07801693455286,-91.24604546119446,590.746663033105,0.9834337830543518,589.3750361725838,245.7002657652297,388.1257328274809,0.9579811096191406,597.7253817456998,-151.67288245591143,387.0999031461357,0.5821068286895752,753.894399779306,281.3009441125288,214.68621719615209,0.8029386401176453,783.7428373919208,-190.8371835441777,199.41316682043632,0.829649806022644,444.12469802287137,147.07747267306445,110.26889339805858,0.2540211975574493,431.9967485755545,-52.443966818466215,175.98571247867122,0.4749552607536316,548.9818509226967,165.70006879770898,-298.7964070388895,0.0421808660030365,707.6296194220984,-47.9033170772709,39.177974911672116,0.4510341584682465,508.3286622134165,171.84436704025754,-517.544206799369,0.008276551961898805,569.3100963442728,-89.87652864131539,-455.924730011458,0.0015467703342437744,696.8768936819272,2098.21,4.676676326890517,269.43,1383.9162850878247,2096.91,7.836676326890516,90.38663285588319,1321.159550799591,2096.95,9.303309182773708,89.86,712.8863720298393,2094.67,6.0266763268905175,90.06,699.3497101932844,2094.69,6.01,90.06,678.7497101932845,2094.71,5.983323673109482,90.06,804.3137294025113,2099.22,8.280072451678876,270.06,1g,4,1568108368
51104,51104,1446.5,1568110057.1931374,1446.5,-81.18928806769341,599.6616147824423,49.17894836178978,700.8064697992079,0.9981095790863036,577.7990593887795,76.4795875005898,739.5159869869806,0.9984866380691528,617.0430366376156,19.022224884634788,750.7632432488765,0.9885743260383606,572.4847162755708,108.50347682171535,752.7614269702756,0.7399628162384033,571.6354376990938,-34.30782347824588,734.6989775451929,0.9308825731277466,481.6413613088971,162.2385216268562,597.236070040204,0.6271904110908508,498.43178309436087,-92.5664762977957,583.0928164360422,0.6206040382385254,589.6345778170718,242.85754586050774,388.0073246654506,0.9658995866775512,591.8114563135791,-151.27007958720242,389.26414503950105,0.6032277345657349,757.8802988969203,279.7619827281666,219.1300621045008,0.8327679634094238,772.7407270720488,-189.9157293276221,201.38962515050738,0.3858630657196045,442.77988767626505,149.11536718121198,96.45676792559088,0.2504774630069733,427.6914567209394,-54.02850328772763,186.29323774335705,0.4363084435462952,504.98414586182054,166.18968382092729,-379.04487223166916,0.02107623219490052,688.4954230678169,-45.480381816997344,61.03445040827668,0.5986316800117493,492.97230889841904,169.44526433912927,-529.6436833405097,0.008832812309265137,457.05971183742975,-103.43423102492262,-540.5446668295067,0.003848165273666382,696.72,2098.21,4.67,269.43,1384.18,2096.91,7.83,90.41,1321.47,2096.95,9.32,89.86,713.09,2094.67,6.02,90.06,699.55,2094.69,6.01,90.06,678.95,2094.71,5.99,90.06,804.04,2099.22,8.23,270.06,1g,4,1568108368
51105,51105,1446.5332616673904,1568110057.2263708,1446.5332616673904,-77.16489681755407,597.0858267659191,48.84801506814753,697.9725702442332,0.9975658655166626,584.2814695268397,74.95586727880439,742.2411754252201,0.9986526370048524,610.3592346639481,16.743644602254186,748.0483293770458,0.9871906042099,574.3090288330125,107.53405517330336,755.8179048187303,0.8082374334335327,577.5278252222838,-35.880309182838104,737.7802845829953,0.9375542402267456,479.0565981406254,162.87962904428448,596.8650807681768,0.6271018981933594,497.7861465212486,-92.13280655002106,581.3016531743914,0.6029966473579407,588.7632532897402,242.3221907050552,389.7653942056901,0.965759813785553,594.3318912246441,-152.12424888160157,390.87022292433227,0.6320652961730957,733.5024238163484,285.5887884473468,198.61397307259725,0.8016476631164551,778.6655897424323,-188.9629851211303,209.7750991808122,0.37541818618774414,431.9485553239861,147.4388554089665,103.01036284756891,0.302703320980072,438.1701387828047,-53.06649141466586,194.1674432969536,0.4036692678928375,488.5601984917117,172.68970802755302,-364.6376458647083,0.08744749426841736,683.4904248477094,-46.11512649495632,59.39187806393838,0.2472805976867676,471.4499348154664,179.53945839083406,-555.3909733434205,0.012641042470932009,492.1505161813436,-101.452690965336,-482.5687893116237,0.0035848915576934814,696.5636701632649,2098.206673833261,4.67,269.43,1384.4394410056454,2096.9066738332613,7.836652333478093,90.42995700043429,1321.7793335067313,2096.95,9.32,89.86,713.2862438376037,2094.67,6.000042999565721,90.06,699.7528961710817,2094.69,6.019978500217139,90.06,679.1495700043428,2094.71,5.976695333043813,90.06,803.7572758271809,2099.22,8.309828001737115,270.06,1g,4,1568108368
51106,51106,1446.5666118632987,1568110057.2596927,1446.5666118632987,-81.2516122629609,596.4586645649231,47.82522983106346,698.6675520409224,0.997727394104004,577.6698686783916,75.45176409343605,739.6480078953905,0.9986552596092224,615.1369813490388,15.987660042942874,749.9435569515041,0.9867376685142516,564.7580895038627,108.62410794774635,752.4530305736928,0.8378790616989136,578.5120046047157,-35.30087454249552,737.1041874167889,0.9007903337478638,478.89630554313067,171.64792891740186,604.7998872199248,0.9557517766952516,494.6898963029935,-89.06618247833917,586.9765989166374,0.9289305210113524,588.0248713840558,240.6653730801069,386.94510658129263,0.9733423590660096,591.5821927784375,-152.4459226944254,388.8315852299553,0.6401914954185486,739.3137677013161,284.5532792512269,204.1933972931281,0.804071307182312,781.9823664121036,-192.22656523985768,202.92044431164717,0.8297222852706909,434.7782733341597,147.12305483925854,110.0964092204863,0.3142840266227722,439.6693214984995,-53.719748724581535,190.2771374689696,0.3640402555465698,492.59366352440315,176.12778811032075,-340.95534316979354,0.12883645296096802,687.613976445818,-44.58875763979211,69.69197253129954,0.2220490574836731,448.1606793977911,186.3506896022355,-581.4556420933592,0.012948811054229736,431.37931235704735,-106.7799341845882,-539.4778810057855,0.005683392286300659,696.406924242497,2098.20333881367,4.67,269.43,1384.6995725337285,2096.90333881367,7.843322372659707,90.44996711797913,1322.0894903286764,2096.95,9.32,89.86,713.4830099934613,2094.67,5.980032882020877,90.06,699.956332366121,2094.69,6.029983558989562,90.06,679.3496711797912,2094.71,5.963355254680585,90.06,803.4737991619625,2099.22,8.389868471916492,270.06,1g,4,1568108368
51107,51107,1446.6,1568110057.2930524,1446.6,-81.2516122629609,600.4969000548313,47.06864665018722,698.8969010715773,0.99741393327713,581.1270041036423,74.28043513843231,740.0833400535762,0.9985531568527222,617.0423726951733,15.606918358807535,751.0347913600981,0.985044240951538,569.8708176615825,107.96805806247113,754.8716334336548,0.8119381666183472,581.9503798289506,-36.10843786465397,738.3829908195955,0.9113473892211914,475.1392105356089,172.63734573354267,604.6836759507482,0.9550139307975768,494.01312989218286,-91.51547959615351,588.0766747819055,0.9205877780914308,587.1427152836599,243.66498546760502,384.4930054522618,0.9668233394622804,592.5723439864963,-151.86528007825132,385.3792767091301,0.5954316854476929,746.1168674141056,282.4925133138707,210.3896329695422,0.8268477916717529,784.2343420817613,-188.6179291279355,212.28378106474872,0.33049702644348145,429.6636141279946,148.55274838557446,106.85144738761984,0.3102916479110718,470.5454315078904,-51.22247388518353,172.49959004222256,0.2961321771144867,484.4368206660121,187.07828407637177,-349.40936981356424,0.05772218108177185,587.6871386966982,-63.59251761203879,-123.7037932171759,0.019012600183486945,423.3389138852377,204.1043033792189,-605.9369366972063,0.004087597131729126,481.70502732025886,-107.26881168989249,-513.3047683475123,0.0014184415340423586,696.25,2098.2,4.67,269.43,1384.96,2096.9,7.85,90.47,1322.4,2096.95,9.32,89.86,713.68,2094.67,5.96,90.06,700.16,2094.69,6.04,90.06,679.55,2094.71,5.95,90.06,803.19,2099.22,8.47,270.06,1g,4,1568108368
51108,51108,1446.6332034123889,1568110057.3263009,1446.6332034123889,-78.25168595553241,597.1897044817158,47.48462046672637,697.6530785633563,0.9975363612174988,584.8804640961605,74.54387748187881,741.4525871879814,0.9984835386276244,611.8044785452349,15.180106950986064,749.2675684473257,0.9851372241973876,570.1749039662898,107.98152510934172,755.9849409340072,0.8101571202278137,580.553857216109,-35.53342407726631,737.9685879558529,0.9050480127334596,470.8362220783631,173.7161916314332,602.4782746547036,0.9505119323730468,494.8007693106704,-91.02706896409832,586.5229101974661,0.9245468378067015,590.9949527097524,243.59357154640702,384.7358898154391,0.9647681713104248,595.6655893222979,-152.43185907907363,387.6569172836603,0.625855028629303,740.9854134995528,282.98909141912026,205.76810824245743,0.8206157088279724,774.6186506607573,-191.14768935274242,208.7310307014272,0.3276066780090332,425.62492596539545,148.2621722257022,100.3362126442129,0.26405301690101624,462.67484254470537,-51.347787237540395,185.46501981793875,0.4102560877799988,448.38755496566324,195.3224517902597,-387.5968246979493,0.05913108587265015,639.2345662799207,-46.18181999378253,-19.499282046403664,0.1210605800151825,410.3696622031005,216.12236845424442,-624.5751831617941,0.0029543042182922363,636.3304844223919,-76.54091115461767,-359.6171949829869,0.002358406782150269,696.09726430301,2098.2,4.673320341238914,269.43,1385.2189866166352,2096.896679658761,7.826757611327602,90.4899220474335,1322.708791735219,2096.95,9.316679658761087,89.86,713.8825408155737,2094.67,5.979922047433482,90.06,700.3559001330958,2094.69,6.016757611327603,90.06,679.7492204743347,2094.71,5.9865237536280524,90.06,802.9177320184091,2099.22,8.380350786549325,270.06,1g,4,1568108368
