time,sim_time,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Accel
0.0,0.0,1330.42,2100.0,8.0,180.0,2.8999999999999915
0.1,0.1,1329.5918268568014,2099.9980203483124,8.29,180.13695864386824,2.8999999999999915
0.2,0.2,1328.7338561550769,2099.995969469023,8.579999999999998,180.13695864386222,2.4961233401185012
0.30000000000000004,0.30000000000000004,1327.8509250723068,2099.993858924842,8.829612334011848,180.13695864386824,0.0
0.4,0.4,1326.9679939895368,2099.9917483806607,8.829612334011848,180.13695864386824,0.0
0.5,0.5,1326.0850629067668,2099.98963783648,8.829612334011848,180.13695864386222,0.0
0.6,0.6,1325.2021318239968,2099.987527292299,8.829612334011848,180.13695864386222,0.0
0.7,0.7,1324.3192007412267,2099.985416748118,8.829612334011848,180.13695864386824,0.0
0.7999999999999999,0.7999999999999999,1323.4362696584567,2099.983306203937,8.829612334011848,180.13695864386824,0.0
0.8999999999999999,0.8999999999999999,1322.5533385756867,2099.9811956597564,8.829612334011848,180.13695864386222,0.0
0.9999999999999999,0.9999999999999999,1321.6704074929166,2099.9790851155753,8.829612334011848,180.13695864386824,0.0
1.0999999999999999,1.0999999999999999,1320.7874764101466,2099.9769745713943,8.829612334011848,180.13695864386824,0.0
1.2,1.2,1319.9045453273766,2099.9748640272137,8.829612334011848,180.13695864386222,0.0
1.3,1.3,1319.0216142446066,2099.9727534830326,8.829612334011848,180.13695864386824,0.0
1.4000000000000001,1.4000000000000001,1318.1386831618365,2099.9706429388516,8.829612334011848,180.13695864386824,0.0
1.5000000000000002,1.5000000000000002,1317.2557520790665,2099.968532394671,8.829612334011848,180.13695864386222,0.0
1.6000000000000003,1.6000000000000003,1316.3728209962965,2099.96642185049,8.829612334011848,180.13695864386222,0.0
1.7000000000000004,1.7000000000000004,1315.4898899135264,2099.964311306309,8.829612334011848,180.13695864386824,0.0
1.8000000000000005,1.8000000000000005,1314.6069588307564,2099.962200762128,8.829612334011848,180.13695864386824,0.0
1.9000000000000006,1.9000000000000006,1313.7240277479864,2099.9600902179473,8.829612334011848,180.13695864386222,0.0
2.0000000000000004,2.0000000000000004,1312.8410966652164,2099.957979673766,8.829612334011848,180.13695864386824,0.0
2.1000000000000005,2.1000000000000005,1311.9581655824463,2099.955869129585,8.829612334011848,180.13695864386824,0.0
2.2000000000000006,2.2000000000000006,1311.0752344996763,2099.9537585854046,8.829612334011848,180.13695864386222,0.0
2.3000000000000007,2.3000000000000007,1310.1923034169063,2099.9516480412235,8.829612334011848,180.13695864386824,0.0
2.400000000000001,2.400000000000001,1309.3093723341362,2099.9495374970425,8.829612334011848,180.13695864386824,0.0
2.500000000000001,2.500000000000001,1308.4264412513662,2099.947426952862,8.829612334011848,180.13695864386222,0.0
2.600000000000001,2.600000000000001,1307.5435101685962,2099.945316408681,8.829612334011848,180.13695864386222,0.0
2.700000000000001,2.700000000000001,1306.6605790858262,2099.9432058644998,8.829612334011848,180.13695864386824,0.0
