,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,scenario,participant_id,source_file
36957,36957,1169.166745475394,1568730208.9563472,1169.166745475394,-115.67478636255005,,627.6647116499082,-4.703857823509832,611.8276499216764,0.994978666305542,628.9499706671846,22.41063762365468,655.8279637724603,0.9963986873626708,625.8982410851944,-33.4380821786158,644.6481988528162,0.9903873205184937,579.2470897754553,66.75095535828396,653.2575392517102,0.5005479454994202,609.5062548987097,-66.24609657561494,647.6706940524675,0.6038519740104675,528.3663514346015,101.79092008789502,526.2967163951878,0.8746617436408997,511.5553298939283,-101.88499541397644,521.4049717163717,0.9534303545951844,650.7158354976845,203.4653753016064,357.625049528899,0.5126975774765015,591.9875009769357,-173.7600359179572,319.9237870312507,0.9149270057678224,809.5763537174743,245.39439149294373,232.48425004757325,0.6295283436775208,759.1590019636003,-184.58828465503743,173.54937753452597,0.5735369324684143,407.946192188636,129.85922851690984,149.49899735798715,0.07456454634666443,456.17807050910886,-45.33273026973544,181.7493656707096,0.037107855081558234,549.799853924059,146.9799426140259,-101.44394879702185,0.22135287523269653,678.2285889468698,-87.69182129411303,72.34964854437249,0.8237248659133911,436.48183359702415,123.03559211408786,-606.4042461988672,0.006947159767150879,550.1645686362385,-113.43219242084879,-294.3065475021324,0.007810205221176147,1755.0533490950788,1959.9037037343521,4.753349095078802,1.3636564491154373,1495.1528526000964,867.6166509049212,6.113372737697005,268.61,815.0906147080733,2094.56,7.879976357381798,90.06,633.1906619933097,2094.76,8.343372737697004,90.06,1759.1766745475393,1534.2928762427148,5.853349095078803,179.28,593.8108038490188,2094.8,10.21,89.9833490950788,462.57061470807326,2094.1866745475395,7.7366509049211984,89.67,369.31726561299456,2093.65,7.606650904921197,89.67,354.60394016053385,2093.56667454754,7.633372737697004,89.67,204.32728925561267,2107.54653269183,8.060023642618201,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36958,36958,1169.2,1568730208.989882,1169.2,-80.13978549060118,,623.9544685372794,-6.886201619205912,608.7447247742975,0.9926193356513976,627.345535195675,19.97800430001607,652.5554554178123,0.9962749481201172,627.0760809180988,-32.537582023986204,642.8426348940034,0.9891278743743896,578.2401054524387,66.64530349451675,650.2349432164449,0.5537372231483461,611.6183739249816,-65.44866034257464,647.9374668692333,0.5703138709068298,524.416954713753,102.7816783849052,524.2065619301715,0.8872085809707642,507.2529554393676,-101.23389578100858,520.4792999013546,0.9611749649047852,646.2783229406248,208.07510107573728,355.3195648064868,0.4508835077285767,595.442841067071,-173.16472679957596,322.37909471826765,0.9198605418205258,804.7962755684218,246.20819299284102,228.12248304307425,0.6004851460456848,769.5089920251801,-180.24837369499733,180.5806511984657,0.5722793340682983,417.38036099379735,130.41997289311544,150.0653441096891,0.05415111780166626,456.17324978488716,-45.1347669928125,177.11237291726982,0.030490547418594364,535.2406923461447,153.64477896774886,-112.10677963182022,0.276898056268692,689.9617573919023,-81.14821802700091,84.07153986401731,0.7930551171302795,416.3702520348105,120.99793410606459,-624.6741621010902,0.0061155259609222395,612.2820960461595,-103.43005155388019,-291.79266737247525,0.007722556591033935,1755.06,1960.06,4.76,1.5,1494.95,867.61,6.13,268.61,815.35,2094.56,7.87,90.06,633.47,2094.76,8.36,90.06,1759.18,1534.1,5.86,179.28,594.15,2094.8,10.21,89.99,462.83,2094.19,7.73,89.67,369.57,2093.65,7.6,89.67,354.86,2093.57,7.65,89.67,204.59,2107.49,8.07,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36959,36959,1169.2335668734086,1568730209.0237277,1169.2335668734086,-80.26480145842905,,620.1220347027142,-8.065491037417289,607.3779786348392,0.9922254085540771,636.4462008649432,19.16554801389826,657.0360984540506,0.9959418773651124,622.3154864225145,-34.40781792924591,641.9758438445348,0.9884889125823976,577.3820086771658,66.82604557665749,650.7971463083356,0.5663757920265198,610.4838283435535,-66.20610623264096,647.8325026912336,0.5638302564620972,524.4314561942268,102.7826800971476,523.0977115020793,0.8698634505271912,502.168526982925,-99.20562911799057,519.649013506481,0.9644750356674194,660.6276353700226,208.65923452225914,361.39659602735856,0.414445161819458,599.0224720428824,-168.9841700205111,306.336665948933,0.6844340562820435,805.9220891423123,247.46655904091045,229.7115903184204,0.5320731997489929,766.3222440291023,-180.27472047701613,177.14183935901417,0.383537620306015,410.01772138059374,131.01793203992491,138.81565404302748,0.0758146345615387,433.367775310533,-48.58130222345388,188.63266301788985,0.1117650270462036,730.2611089556692,151.90593554969894,19.029112306473962,0.16412359476089478,679.4362232662343,-79.56811753855376,49.276975106987635,0.7365895509719849,405.1099232428736,147.02420226617446,-634.0160439821203,0.0023550093173980713,680.1812131667936,-74.31098487338598,-217.36233993062825,0.0095672607421875,1755.0700700620223,1960.2211209923598,4.766713374681664,1.6309108062924504,1494.745242072209,867.6066433126593,6.106503188614175,268.61,815.6151782999257,2094.56,7.87,90.06,633.748605049289,2094.76,8.346573250636673,90.06,1759.1833566873406,1533.901955446891,5.863356687340832,179.28,594.4923821087647,2094.8,10.199929937977503,89.99335668734085,463.0851082379032,2094.19,7.706503188614175,89.67,369.82846492524413,2093.653356687341,7.606713374681663,89.67,355.1151082379032,2093.57,7.619789813932511,89.67,204.85182161258493,2107.4329363152056,8.05321656329584,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36960,36960,1169.2666118876075,1568730209.0570467,1169.2666118876075,,,611.6293196429567,-7.914996798947548,604.9787550722363,0.994658350944519,627.311343526017,19.557025426307654,653.6617777666526,0.9961376190185548,616.0412334663285,-33.92001982692112,641.3723462253755,0.99145245552063,585.2956287830488,62.30336486181504,656.3057999699054,0.8499605059623718,603.2069091042465,-65.1477328109506,646.3709369359817,0.579659640789032,530.0511258846569,108.33384248206366,532.4800479205153,0.9379373788833618,505.5373795706418,-95.95469178125416,522.4879546692167,0.9584597945213318,642.5760619618654,196.86024834559362,351.0212457921265,0.9498761892318726,602.3285572650435,-164.99109381575178,307.55018729639704,0.7523140907287598,808.3319932722694,248.09994171151808,234.21064610407768,0.5012055039405823,753.2529541375142,-184.69721617403573,167.89377556846202,0.533009946346283,413.3776008650817,131.5929976063378,138.72920599441784,0.051639914512634284,417.23295821606513,-51.638798600637635,187.92555093837385,0.13066720962524414,792.1209163856546,146.66005320836754,60.36048052740637,0.16688713431358335,685.2452876584903,-78.36461290184032,37.42539271088185,0.6444391012191772,381.6083241316146,156.71425680894097,-653.2013049978982,0.0009845495223999023,626.7798681085466,-65.76925493826535,-300.225696541881,0.002657413482666016,1755.0799835662824,1960.3797370605162,4.7733223775215015,1.7597863616692937,1494.543667485594,867.6033388112393,6.083371678674742,268.61,815.8762339120993,2094.56,7.87,90.06,634.0228786671422,2094.76,8.333355244956996,90.06,1759.1866611887606,1533.7069898631155,5.8666611887607525,179.28,594.8294412535965,2094.8,10.190016433717746,89.99666118876075,463.336250345817,2094.19,7.683371678674742,89.67,370.08291153457776,2093.6566611887606,7.613322377521503,89.67,355.3662503458171,2093.57,7.590049301153241,89.67,205.10957272333857,2107.3767597910673,8.036694056196245,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36961,36961,1169.3,1568730209.0907118,1169.3,-83.57869254085911,,621.4942821085391,-6.418852739585379,611.3840714628801,0.9958186745643616,622.1320615694161,20.72064942124365,654.4122549921265,0.9964758157730104,619.5909647461983,-33.3024565421969,646.1090005762535,0.9920982718467712,598.8288349641042,67.19321542805058,668.9416531503202,0.9352943897247314,603.9633871685489,-62.74695977362092,648.198211058314,0.6010866761207581,531.953768862561,115.41398329932986,521.9799544011786,0.36663877964019775,505.7907856015307,-87.36549596452463,522.800925178075,0.9559954404830932,637.7086794861127,196.3109287010816,340.68434233882743,0.5256100296974182,594.3608239548095,-160.64505817957118,303.86611502691534,0.7768377065658569,805.8907362582718,247.694633639715,233.3244453088149,0.4647229611873626,740.9434951904764,-182.164046323082,167.65671906757257,0.629188597202301,438.40530203563486,133.47852353762994,188.5116613716087,0.28628993034362793,422.89304993594607,-50.755107663895046,172.0063256502911,0.03340274095535278,636.1587853249172,134.69986306811126,-48.500576265687286,0.554928719997406,663.0221051149163,-71.7956939387648,23.99736710470441,0.6117540597915649,368.3992486944825,161.09793025363425,-668.8990594868886,0.0017532706260681152,632.9809466668388,-57.40611054454877,-310.2599021825338,0.006885617971420288,1755.09,1960.54,4.78,1.89,1494.34,867.6,6.06,268.61,816.14,2094.56,7.87,90.06,634.3,2094.76,8.32,90.06,1759.19,1533.51,5.87,179.28,595.17,2094.8,10.18,90.0,463.59,2094.19,7.66,89.67,370.34,2093.66,7.62,89.67,355.62,2093.57,7.56,89.67,205.37,2107.32,8.02,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36962,36962,1169.3332986071741,1568730209.1243186,1169.3332986071741,-80.16209829070546,,621.8356864084694,-2.733296866545681,612.3740427718734,0.99652761220932,616.4544616052884,24.638823947849197,654.8255764525907,0.995813250541687,621.7970396621237,-29.479065796119148,647.7328373763197,0.9926763772964478,584.7949731067903,63.91193748427565,656.7993391871803,0.8484315872192383,604.1355696577938,-58.897182469552185,648.6580881455128,0.6976219415664673,520.4621491127234,116.54801042549026,532.746452947032,0.9167051911354064,504.64817509219773,-81.0470084373121,517.5162159523484,0.3305585980415344,655.6721216787951,198.61876789087586,347.36262722569506,0.9151574969291688,591.7233615728679,-157.4217674310869,306.6683340688718,0.5639275908470154,805.6881522570433,249.04807688754747,232.16935344155917,0.4135493338108063,744.6143790720455,-180.58519631297642,170.79743421668385,0.5761935710906982,427.7865117309551,134.98183099266512,165.45496632306038,0.056955873966217034,420.54741543869795,-48.67446471754569,158.21889231557654,0.04980820417404175,767.9159934857796,128.19567774966075,43.83141764882817,0.6555832624435425,735.7329569249276,-63.9054600178824,57.66575501565322,0.3197992444038391,396.50803714605837,165.66338977745744,-636.0083594248847,0.002316474914550781,626.2074907166195,-58.82866384824534,-359.5049501460453,0.006433933973312378,1755.0966597214347,1960.6998333144347,4.7766701392826105,2.019864567978216,1494.1368784962392,867.5933402785652,6.06665972143478,268.61,816.4030589966737,2094.56,7.87332986071739,90.06,634.5797083002608,2094.76,8.33664930358695,90.06,1759.1933298607175,1533.313538217674,5.879989582152171,179.28,595.5096457931737,2094.8,10.19331944286956,90.00665972143476,463.84972913595635,2094.1933298607173,7.6866388857391215,89.67,370.5930694145217,2093.66,7.6366493035869505,89.67,355.87306941452164,2093.573329860717,7.576649303586952,89.67,205.6330589966738,2107.2633923678045,8.04996874645651,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36963,36963,1169.3691844313416,1568730209.1605365,1169.3691844313416,-74.76891564863217,,620.9672981099542,0.9746715576005364,614.3262097746033,0.9971773624420166,615.442730487117,27.66205965549257,656.2605512644863,0.9948177337646484,619.2171820066465,-27.81107695383321,648.1017424852594,0.992762565612793,590.3942808288534,64.91129586649178,658.3889536732129,0.839019775390625,596.3472614185863,-56.944745585785796,644.9392025740967,0.7216386795043945,525.9250559373327,113.40304140648183,527.3884234408308,0.13719210028648374,509.47952604953275,-84.30088895618856,524.9191245841403,0.911291241645813,653.2793456788951,199.31608575472046,344.6983264759732,0.4810487329959869,602.1452536187041,-150.09924998550594,314.2447740363025,0.6706704497337341,812.1360763174658,250.87567929869408,225.7301422191153,0.2537282705307007,752.9959998015843,-181.566881752182,176.29243992997158,0.8315300941467285,452.49302780714135,139.4482649293656,231.06129864356518,0.697092592716217,412.3020410314056,-40.58366603556472,170.50274459578117,0.26206207275390625,663.0985821715449,129.8202320146973,-29.33318313599685,0.3985395133495331,672.6766446926081,-61.54168642665577,4.7713999553528215,0.4591198861598969,352.069320774563,167.4953618427316,-681.57753550095,0.0031395256519317627,608.309397469464,-61.17074805629445,-396.6838401573348,0.012302488088607788,1755.1038368862687,1960.8720852704384,4.773081556865863,2.159819282231306,1493.9179749688174,867.5861631137317,6.073836886268272,268.61,816.6865570075968,2094.56,7.876918443134136,90.06,634.8811492232674,2094.76,8.35459221567068,90.06,1759.1969184431339,1533.101811855086,5.890755329402409,179.28,595.8756811996818,2094.8,10.207673772536543,90.01383688626827,464.12963856446265,2094.1969184431337,7.715347545073088,89.67,370.8658016781944,2093.66,7.65459221567068,89.67,356.14580167819435,2093.5769184431338,7.59459221567068,89.67,205.91655700759674,2107.20238646672,8.082265988207224,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36964,36964,1169.4,1568730209.1916373,1169.4,-80.00963029929491,,624.6490964193276,3.0403337674850004,617.5359035460924,0.9977045655250548,618.6225179934252,31.78803913700482,660.4703482399776,0.9937334060668944,619.3232688237074,-26.429322053980297,652.9988197481961,0.9928765296936036,587.1678671292799,68.79895103175024,656.7606975322265,0.8184900283813477,598.5376443599653,-56.73265857522471,649.107304454154,0.6525579690933228,528.2098657854247,112.49186561404372,525.029605644218,0.11155843734741212,505.9647057949951,-83.2810035919716,523.5708479454263,0.8857540488243103,645.7461399135702,199.5283156667334,337.8864399265484,0.4257422685623169,601.5559246765439,-144.30838696052714,311.80285713748225,0.6642744541168213,816.4281374533487,252.27807000219704,224.8489652793109,0.18053939938545227,752.996403407785,-180.46900994763524,179.18066555413566,0.7931718826293945,457.71273898852235,141.0535061466253,217.2568229073508,0.4076661169528961,428.1055002569565,-42.27109962752443,160.02183353305108,0.18845480680465693,654.4141904776701,129.39241930713249,-30.95748781697742,0.3961081504821777,764.5710890059015,-48.49055355246564,59.17020003830763,0.4392917454242706,298.0117406577893,168.09402723846955,-737.2788062361632,0.0019653737545013428,602.5060851068562,-68.15851508954484,-409.6468668570787,0.008051246404647827,1755.11,1961.02,4.77,2.28,1493.73,867.58,6.08,268.61,816.93,2094.56,7.88,90.06,635.14,2094.76,8.37,90.06,1759.2,1532.92,5.9,179.28,596.19,2094.8,10.22,90.02,464.37,2094.2,7.74,89.67,371.1,2093.66,7.67,89.67,356.38,2093.58,7.61,89.67,206.16,2107.15,8.11,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36965,36965,1169.4334910640316,1568730209.2253695,1169.4334910640316,,,620.3797276145137,6.0422399701802885,616.2711502921833,0.998162031173706,614.5208999771505,36.28428657312436,658.910343459644,0.9923798441886902,621.4061187412212,-23.315676637679523,654.42672080647,0.9928300380706788,583.688227193442,72.90593922072304,654.859806259543,0.833186149597168,595.5688719423355,-56.06258603168876,649.5926818561254,0.6668776869773865,527.7961584462885,125.44578707765896,527.5789341108673,0.9086024165153505,508.9666084723014,-82.11880632812989,526.6326599374122,0.8586900234222412,651.3621941376857,206.862139689308,344.7026353249038,0.9885686635971068,601.3400426243527,-141.70796183746373,311.52922815643683,0.7361575961112976,814.2513153627216,252.052954699078,219.71504577294576,0.18849977850914001,736.1632036849893,-182.63482621348626,176.3072545878831,0.8332291841506958,459.98147437186594,139.35552801739573,179.09810895534957,0.2518675923347473,425.65551045315897,-49.09175958802689,143.29184713861594,0.34001749753952026,773.8261706913707,125.7031733838366,46.20349048335146,0.5425782203674316,817.8616242383289,-34.37560273077338,88.99599132972124,0.2154335081577301,393.246487674624,136.51416778052786,-635.4156915666482,0.0037511885166168213,587.352970874219,-68.69033919436619,-417.07087433003966,0.006821900606155396,1755.1200473192093,1961.1774080009475,4.766650893596867,2.3972187241096408,1493.529053615812,867.5766508935968,6.069952680790602,268.61,817.1945794058473,2094.56,7.876650893596867,90.06,635.41797583146,2094.76,8.349905361581204,90.06,1759.2,1532.7257518286185,5.873207148774941,179.28,596.5316088531197,2094.8,10.216650893596867,90.02669821280627,464.62453208663806,2094.2,7.709858042371807,89.67,371.35453208663813,2093.663349106403,7.6331598295655425,89.67,356.63788119304115,2093.58,7.643491064031325,89.67,206.4212302994444,2107.0930651911467,8.07315982956554,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
36966,36966,1169.466507278968,1568730209.2586234,1169.466507278968,-82.95538514209845,,622.3647783488755,9.122297104183348,616.9746806453162,0.9981290102005004,607.0913703114643,40.20561932974257,656.4818446751848,0.9906215667724608,617.1052507552536,-20.94196801075989,652.9458075997236,0.9925565123558044,578.4734165801024,78.50761740309177,654.4617113983827,0.8462420105934143,588.4833435560209,-54.32272597538866,646.601793910904,0.6543049812316895,520.1792952645384,128.0297533905431,523.0829853444302,0.8717473149299622,514.4515058091146,-76.27739794993803,529.1163974009685,0.9442657232284546,640.6575918144142,208.3167545703101,341.1823142977198,0.9892649054527284,601.6655092348599,-140.44935045015927,310.740645428094,0.7109528183937073,811.2562024189122,251.35501845725682,229.88086851852842,0.4261098504066467,750.6029325403674,-182.31704736991156,177.35709393922917,0.6768434643745422,452.6163622686218,137.22882760228154,161.7279376049539,0.11703664064407347,421.58882294917885,-52.61209493339476,134.93763818636592,0.2273938059806824,712.2707510308533,127.59780041172816,13.235048208196702,0.4076706171035767,773.0002715175823,-38.04799353218071,57.687670181834676,0.3333345055580139,493.9407651182031,119.57256221923029,-525.0823956743488,0.002578586339950561,582.3775126363132,-69.50105531543882,-433.3069796726648,0.005273878574371338,1755.1299521836904,1961.3325842111497,4.763349272103199,2.5127754763880263,1493.330956326192,867.5733492721033,6.060047816309598,268.61,817.4554075038473,2094.56,7.8733492721032,90.06,635.6920104154343,2094.76,8.330095632619196,90.06,1759.2,1532.5342577819854,5.846794176825593,179.28,596.8683742454738,2094.8,10.2133492721032,90.03330145579359,464.87545532015685,2094.2,7.680143448928794,89.67,371.60545532015686,2093.666650727897,7.596841993135191,89.67,356.89210604805356,2093.58,7.676507278968008,89.67,206.67875677595046,2107.0369376257545,8.03684199313519,102.2,,,,,,,,,,,,,,,,,,,,,1a,16,1568728996
