,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,scenario,participant_id,source_file
31499,31499,989.1332696468139,1568811285.3462296,989.1332696468139,-92.2306306559058,,583.6712177829253,174.20136049837146,730.3622480777483,0.998164176940918,559.2018490620494,205.44983132031243,757.8414029058588,0.99863201379776,579.3916596018403,148.41191566318716,772.1370608393453,0.9960529804229736,527.4946001341751,241.65818324087346,754.9680622684773,0.8285856246948242,515.2995276649035,105.2704886380214,765.3306664000021,0.9771969318389891,487.2061044692232,283.94120652886005,605.6426888991485,0.9428330063819884,493.8738736682669,25.171532163370625,625.3089723190795,0.9907509088516236,590.9592552828698,339.8622507987562,394.5482831089051,0.4515255093574524,591.2826337966391,-86.93401255709213,403.9927602459777,0.5222942233085632,775.264787642999,352.791367848084,237.7733549646349,0.853767991065979,815.8499432266217,-95.22374704750179,256.6981734016,0.4582019746303558,436.1676357661962,220.03564618972004,199.50402149541947,0.15829870104789734,437.57021524084763,4.741342491049382,220.6850883972168,0.5694446563720703,719.3852693326824,245.06878449900773,79.36186862319508,0.10002535581588744,876.0410404229185,-2.3480389490335267,201.44825304783097,0.7059276700019836,327.59784011832886,247.482854361884,-714.8149678088776,0.011643588542938229,605.7986940085317,-33.001311374051426,-411.3645401582178,0.02669566869735717,1755.68,2054.563212328947,2.0134416004160096,358.06671124723016,924.2128875276989,2094.44,6.9399617880884685,90.06,909.1028875276988,2094.46,6.973346070637177,90.06,1760.82,1094.3105158608057,8.019942682132701,179.85,895.2028875276989,2094.47,6.936596611495522,90.06,603.0895032451501,2094.79,7.876730353185887,90.06,401.01273468005263,2093.8333269646814,9.396653929362822,89.67,1750.2733269646815,2153.693537130195,3.0298471523538684,178.81,1749.64,2184.260248377425,3.7265010817166906,178.81,1749.0733269646814,2211.4969405187,4.186501081716691,178.81,1a,19,1568810250
31500,31500,989.1674466476325,1568811285.3803911,989.1674466476325,-84.27875260227674,,585.7906858223016,173.45917519795572,734.3722314321194,0.998521327972412,559.4778164772595,206.1062048010183,757.3224877771477,0.9984524250030518,576.3588028372183,147.30347691763455,770.3236419844068,0.9963301420211792,528.3486589485317,242.41064771928933,752.5206251304076,0.8167088031768799,520.1219355462404,104.2890552404638,766.0957323990041,0.9757219552993774,481.0303326101241,284.4338638026069,599.3688815355761,0.935454249382019,494.0376588816806,25.13699087566296,624.4320594367281,0.9915004968643188,581.2431302600662,341.52300306888424,400.3636877846213,0.10399451851844788,588.5597825223665,-87.63952905076674,402.4106879572768,0.5771040320396423,786.7242908309563,348.80418603271414,246.48856339627545,0.8542109727859497,812.5570469430309,-94.96534482253021,255.81333174261815,0.5223069787025452,408.1243485473667,223.74262968612132,219.41408996113086,0.8871642351150513,431.5078105937038,5.542928750912498,214.61558238234403,0.6216490864753723,703.6964874426089,250.2034609382384,85.89347113310873,0.2309650778770447,880.1505868142598,-2.2890248353827225,204.8645148113549,0.7120868563652039,317.32415322313204,247.08595639727108,-726.9010922674732,0.008634567260742188,603.6071462533994,-31.53219589863869,-410.2697938709295,0.02663776278495789,1755.68,2054.628148630501,1.9553406990250768,358.04278734665735,924.4521265334262,2094.44,6.960467988579385,90.06,909.3421265334262,2094.46,6.966510670473538,90.06,1760.82,1094.0336821541782,8.050701982869077,179.85,895.4421265334262,2094.47,6.974191312395539,90.06,603.3560838515319,2094.79,7.842553352367692,90.06,401.33399848774366,2093.8367446647635,9.403489329526463,89.67,1750.2767446647629,2153.5841707275767,3.1118719543175386,178.81,1749.64,2184.126958074234,3.815361283844001,178.81,1749.0767446647628,2211.3499794151808,4.275361283844001,178.81,1a,19,1568810250
31501,31501,989.2,1568811285.4129298,989.2,-84.27875260227674,,586.2163927855412,172.13417843356174,734.0377657666893,0.9985754489898682,559.7932848668942,205.5911253827829,756.7172534884813,0.9983658194541932,576.6435553642746,147.61751213422016,769.3184390167389,0.995833694934845,530.7498068838099,242.83960558361503,755.3710367724511,0.838240921497345,523.3525656971765,105.17601989035187,768.6448583202241,0.9744690656661988,479.60163475234236,284.5114391278995,600.5454559990615,0.9303601980209352,493.06164445482653,26.57192722468723,626.267202527748,0.9905309081077576,584.3904928951398,340.7684724709032,391.6697474426809,0.4417401850223541,591.3796361557701,-87.57004857095578,403.7961513486084,0.5810633897781372,791.1046078407643,348.01104962224053,251.3256277574289,0.8687573671340942,812.0200645425595,-95.711523517364,255.06940594313758,0.4835396111011505,432.23211739171035,220.9328303287297,207.8553317992773,0.14805489778518674,438.18805667472975,8.153482609495796,219.87762167719487,0.5820704698562622,703.8061544415172,247.30614773940158,77.46190971336648,0.15736564993858335,877.8399694636273,-1.6283228249820327,204.40326664877063,0.6073177456855774,324.42570173998945,244.65550004554092,-718.6288588661884,0.010466903448104858,603.6280964152113,-32.60269253892751,-411.70273270467436,0.021474331617355347,1755.68,2054.69,1.9,358.02,924.68,2094.44,6.98,90.06,909.57,2094.46,6.96,90.06,1760.82,1093.77,8.08,179.85,895.67,2094.47,7.01,90.06,603.61,2094.79,7.81,90.06,401.64,2093.84,9.41,89.67,1750.28,2153.48,3.19,178.81,1749.64,2184.0,3.9,178.81,1749.08,2211.21,4.36,178.81,1a,19,1568810250
31502,31502,989.2331148033587,1568811285.4460356,989.2331148033587,-92.2306306559058,,590.4201315954475,171.85751426662574,734.1426865711337,0.9986383318901062,564.2317845744111,205.7738009254876,756.3490069092159,0.9985001087188721,580.6420398844266,147.34726319865197,769.7465138690849,0.9959805011749268,525.0378059623067,244.0752617927288,750.1186321027368,0.8548866510391235,521.2076283551352,104.0644216631369,765.3273521988988,0.9754611253738404,484.09950135341035,281.97471735142574,601.6323007567787,0.9304642677307128,492.5832648559369,28.01244686009568,627.1886929258055,0.9904897212982178,584.6153721061895,339.6997183675115,403.041734862382,0.09424540400505066,589.1940032780384,-89.59101320131985,401.42897102661277,0.5073469281196594,771.0898782867885,353.22480421998137,231.79505184524524,0.7975959181785583,816.8166538919894,-94.821821094025,259.8622000567706,0.5089991092681885,418.16143201091364,225.9293103825484,225.50523490210583,0.8692899346351624,441.973193067632,8.258065414893132,221.9938449493084,0.6367042064666748,707.3323157148593,243.97486374985047,73.8023747722836,0.0896793007850647,878.5277896639936,-3.7810001102651847,201.9915945832441,0.6568644046783447,339.07430318947416,242.76564247169273,-701.5617723196974,0.008044064044952394,602.9272908263283,-30.979796881900004,-410.97728921955,0.017616569995880127,1755.676688519664,2054.7529181263817,1.8768196376488293,358.01668851966417,924.9118036235117,2094.44,6.9899344410076445,90.06,909.8018036235118,2094.46,6.9831803623511695,90.06,1760.82,1093.5050815731295,8.063442598320593,179.85,895.9018036235118,2094.47,7.003377039328238,90.06,603.8682954661987,2094.79,7.81,90.06,401.95459063190873,2093.84,9.416622960671763,89.67,1750.28,2153.38396707026,3.10390151126708,178.81,1749.643311480336,2183.880786707908,3.803967070259436,178.81,1749.083311480336,2211.074229306229,4.263967070259436,178.81,1a,19,1568810250
31503,31503,989.2667874185878,1568811285.4796991,989.2667874185878,-91.32311236642029,,590.9239989890177,171.75868216668943,733.673340049683,0.9987063407897948,561.4482693350814,205.77788183788616,754.0574744233174,0.9984230995178224,581.525176382033,147.4867773723318,768.5618075640675,0.9958651065826416,524.2210152893629,243.6911939180556,749.7752174379918,0.8434450626373291,521.2873422690546,103.9846707526909,764.6589590364232,0.9752469658851624,475.3733650551325,283.3400407477308,599.4550260968938,0.9347780346870422,497.490848690229,27.48849977296679,627.9021937941643,0.9894311428070068,585.2383576342013,339.2972264509512,392.3713813304817,0.4909269511699677,588.6221033314192,-89.64130537788435,400.8590043144457,0.4904637336730957,786.5229259478567,349.4394739832618,244.78981685671002,0.8316104412078857,817.7448726201701,-94.86511538962714,261.7468992966069,0.5527670979499817,431.6197743042427,222.56717398339438,206.87679617691532,0.14624640345573425,440.2470115016367,7.349712052159388,222.22353657860333,0.5351482629776001,709.6667306396832,242.1307259394956,70.6524833739564,0.09340283274650574,877.4329486828043,-3.7174411731646635,203.8650185354801,0.6402721405029297,368.651882628688,242.920302291242,-668.3316781604948,0.009139955043792723,610.6351470988095,-27.568049306254835,-401.10598089760657,0.02276822924613953,1755.6733212581412,2054.816896095317,1.853248806988532,358.01332125814116,925.1475119301148,2094.44,7.000036225576342,90.06,910.0375119301146,2094.46,7.0067511930114685,90.06,1760.82,1093.2357006512975,8.046606290706093,179.85,896.1375119301148,2094.47,6.996642516282438,90.06,604.130941864985,2094.79,7.81,90.06,402.2744804765842,2093.84,9.423357483717561,89.67,1750.28,2153.2863164860955,3.01635271167169,178.81,1749.6466787418592,2183.759565293084,3.7063164860953455,178.81,1749.0866787418588,2210.93617158379,4.166316486095346,178.81,1a,19,1568810250
31504,31504,989.3,1568811285.5129027,989.3,-84.29357461820746,,589.7614078771652,173.15323437636474,731.8876561417328,0.9988365173339844,569.3603767248111,204.98478628761046,756.7094409567449,0.998643159866333,585.3647785153045,147.3303891374893,769.354068881795,0.9963455200195312,532.4750586833139,242.09850774535684,750.8729749641311,0.8536128997802734,523.5877287723715,103.14217561378591,760.2350322961518,0.9760499000549316,482.82686163699447,282.79729229499765,603.316944217217,0.93755304813385,498.04414428540014,27.06290148126757,627.4912786601833,0.9896050691604614,588.0976850939034,339.6066085038042,392.2376874061148,0.4530821740627289,584.4226944166912,-89.87025117277193,400.2667023513381,0.5415832996368408,783.3673653287677,349.9502148416665,239.59696095603886,0.7776851654052734,824.2799030832048,-92.9458915123953,264.5357522893544,0.5052385926246643,442.3690614551738,221.38191245581336,201.50137281416272,0.151475191116333,434.45476806552017,8.465209196664336,220.95131984131385,0.5676594376564026,722.1282353981708,240.71500805401902,80.11965602083814,0.10955539345741272,875.3381966121037,-5.503412191402575,200.97609499711632,0.6315252780914307,340.19583554594533,244.8644549936197,-701.8242255670574,0.008178740739822388,606.6162601598643,-30.010941649237818,-407.19771577277197,0.02043822407722473,1755.67,2054.88,1.83,358.01,925.38,2094.44,7.01,90.06,910.27,2094.46,7.03,90.06,1760.82,1092.97,8.03,179.85,896.37,2094.47,6.99,90.06,604.39,2094.79,7.81,90.06,402.59,2093.84,9.43,89.67,1750.28,2153.19,2.93,178.81,1749.65,2183.64,3.61,178.81,1749.09,2210.8,4.07,178.81,1a,19,1568810250
31505,31505,989.333463460002,1568811285.5463586,989.333463460002,-90.18949972589508,,595.9911559312034,172.08097504955197,731.89765409394,0.9988080263137816,566.0430608263251,203.0084517813996,753.9794625192958,0.998565673828125,586.4216467365358,145.82271177222572,767.8266719540663,0.9962823987007141,533.7098017024095,243.21723147275372,750.535972675868,0.8637635707855225,528.2408098040288,102.4313035562928,759.3573810918367,0.9721544981002808,487.6939537952017,282.9678074874021,605.4056537804428,0.933590292930603,497.9706239280517,27.643474050825876,627.677867165135,0.9903398752212524,583.4791948412408,339.7643670742553,386.7122439392092,0.4901616871356964,582.4672209555463,-90.19551634300068,401.86518589563934,0.5709757208824158,768.5125225436252,353.3816853442501,232.22453242837997,0.8435189723968506,808.738326145997,-94.3972488743631,260.6719535694508,0.6393566131591797,449.2584782441191,220.13034899017558,199.1079321873174,0.17745697498321533,435.9900679868656,7.8462139915396065,220.9254068947369,0.5653544068336487,712.1118592918888,243.7241859438093,73.31913432241873,0.1557229459285736,873.4275713271812,-2.1040523165052,203.20145027351208,0.6586276292800903,321.00888989267395,245.20082544832928,-723.5948971600743,0.011554092168807985,610.3980134835688,-28.25734190009525,-404.0321349141326,0.02652782201766968,1755.666653654,2054.936887882004,1.806575577998488,358.02673173000113,925.6108978740148,2094.4500390380013,7.003307307999567,89.96630231199396,910.5008978740148,2094.46,6.99653653999784,90.06,1760.82,1092.6989459739823,8.026653653999784,179.85,896.6042442200153,2094.47,7.016770768001728,90.06,604.6510149880169,2094.79,7.816692692000434,90.06,402.90455652402034,2093.843346346,9.440039038000648,89.67,1750.2833463460001,2153.092955965994,2.8965365399978404,178.81,1749.6533463460003,2183.5262242359927,3.5664975019971923,178.81,1749.093346346,2210.6694925059915,4.0231511559969775,178.81,1a,19,1568810250
31506,31506,989.3665410709815,1568811285.5794287,989.3665410709815,-91.2944170878607,,596.7835447591485,171.03744892792304,731.0982288639112,0.9987993836402892,570.3450312865547,202.71072965061984,755.340105614736,0.9984371662139891,583.1390942314,145.14737491293909,766.0272923150244,0.9963541030883788,534.2593502318977,242.95746949713498,749.719354556168,0.8886436223983765,527.9363314632539,102.08082690331304,760.5014295031237,0.9682517051696776,480.53203768303854,283.5987048336932,600.4403148964266,0.926883339881897,488.97829629857216,27.417289731244768,624.6712614101291,0.9898557662963868,576.7269036266614,339.99814030282613,396.61040273720846,0.09170293807983396,585.4884453006503,-93.43659117276823,408.23128620050653,0.10524606704711914,780.5834924305119,349.41631920468734,238.1472967650432,0.7953322529792786,807.9860474390068,-92.94728864338221,258.7521139708776,0.6141478419303894,419.0188371027866,223.01151332260847,226.4660780455237,0.8722034692764282,433.71645587036096,9.861254089663117,220.13178564380692,0.5850525498390198,689.6949567987848,250.23157387190983,75.71287344782655,0.2158578634262085,862.241063471012,-0.9647503851837134,196.82961345841656,0.5247064232826233,289.130250514449,246.6536297533216,-758.8506385862387,0.007621288299560547,612.305176827095,-31.62901955745523,-403.0415490317906,0.026438146829605103,1755.6633458929018,2054.9931198206687,1.78342125031301,358.0432705354907,925.8391333897716,2094.4599623212944,6.996691785803717,89.87368500125204,910.7291333897716,2094.46,6.963458929018586,90.06,1760.82,1092.4310173250506,8.023345892901856,179.85,896.8357874968698,2094.47,7.0432328567851314,90.06,604.909020353655,2094.79,7.823308214196283,90.06,403.21548606722524,2093.846654107098,9.449962321294423,89.67,1750.286654107098,2152.9970308941542,2.8634589290185857,178.81,1749.6566541070981,2183.4137603586632,3.523496607724161,178.81,1749.0966541070982,2210.5404898231727,3.9768425006260197,178.81,1a,19,1568810250
31507,31507,989.4,1568811285.61288,989.4,-91.33287087996868,,596.775404195602,168.20861469371417,731.1321391388469,0.9986711740493774,575.8550792971959,198.74229523256454,761.4431678881135,0.9826556444168092,586.8130297685689,142.50798201778647,766.4885439753984,0.9654706716537476,534.0775894286146,241.70868041800824,750.0786114538388,0.8737601637840271,527.8235221767272,101.11167055359938,760.7489204763252,0.9671984910964966,488.9388547649879,279.97210717557584,602.6764141480987,0.9711171984672546,489.8385288116529,35.47738923887977,631.1095326950956,0.7844492793083191,573.7077706389751,340.5318635312711,401.1176706557061,0.08321639895439148,582.2084424017868,-95.41007587879896,407.1008664895625,0.08869335055351257,790.7824511259689,348.62670337482325,249.35551265546908,0.8447756171226501,818.209175477299,-89.49983107803274,262.35011198401844,0.4872236251831055,409.8928492136351,224.862880315672,227.1556193798777,0.8669514656066895,437.9514712211408,10.222998171201834,222.66383712812316,0.6037676334381104,687.4122956364439,253.8344887394141,79.83330475396178,0.2140474617481232,868.0349363917087,-2.127161671502392,202.63406687577202,0.4789595007896423,298.99511678024516,273.09428591444316,-745.3539714259157,0.006908416748046875,607.336078080319,-28.969607634928433,-407.90124419889605,0.01287841796875,1755.66,2055.05,1.76,358.06,926.07,2094.47,6.99,89.78,910.96,2094.46,6.93,90.06,1760.82,1092.16,8.02,179.85,897.07,2094.47,7.07,90.06,605.17,2094.79,7.83,90.06,403.53,2093.85,9.46,89.67,1750.29,2152.9,2.83,178.81,1749.66,2183.3,3.48,178.81,1749.1,2210.41,3.93,178.81,1a,19,1568810250
31508,31508,989.4332864096484,1568811285.6462545,989.4332864096484,-89.05889240570784,,596.7371167518828,168.40015616785558,731.209356277177,0.9985709190368652,577.9885426055016,200.2706248597612,758.5150073415303,0.9986166954040528,591.3971849925333,141.7943369903821,768.2596712630929,0.9641164541244508,534.7251573520749,241.6651975269516,748.847788854644,0.9179314374923706,529.5207816121906,100.86475239878231,757.5178009997162,0.966321349143982,489.6614665846296,278.90779750049387,602.6014513607997,0.9758824110031128,494.04405136963135,37.697013754525315,633.4864755474363,0.7872231006622314,575.255181420473,339.6969437030827,403.8828687005487,0.10503551363945007,583.2679081443895,-96.99314741452372,408.12663734235605,0.08510980010032654,792.6152883634288,348.54539300878923,249.51236123603272,0.7903867959976196,818.356701045542,-95.93229405384209,261.8009447268736,0.4526055753231049,418.11512568838026,224.50842858209182,234.2795859040292,0.8553636074066162,446.60172074864477,11.927161852684073,228.991795445221,0.6298151612281799,692.7113700780127,248.00171413498055,73.34006498222935,0.09821003675460817,857.6646224971774,-0.4517719253703958,196.27626091911068,0.5326708555221558,326.49325405160977,257.028637109243,-717.7850748675505,0.007664889097213745,611.1701660155095,-32.28573282949087,-405.299509445359,0.01862442493438721,1755.66,2055.1065868964024,1.7400281542108724,358.0733145638594,926.2963475856102,2094.4799859228947,6.976685436140582,89.64685436140581,911.1963335085048,2094.46,6.959957768683691,90.06,1760.8233286409647,1091.8937087228117,8.039971845789127,179.85,897.3030048675398,2094.47,7.036713590351454,90.06,605.4329626362236,2094.79,7.83665728192971,90.06,403.84622089166123,2093.85,9.46,89.67,1750.29,2152.810126693949,2.793384949386599,178.81,1749.663328640965,2183.1868262071953,3.4367276674568905,178.81,1749.1033286409647,2210.2835116433357,3.8767417445623273,178.81,1a,19,1568810250
31509,31509,989.4666855312563,1568811285.679742,989.4666855312563,-89.06366974989744,,597.1223171364612,168.00181357241775,730.4726324827008,0.9987473487854004,580.1259610073494,199.2767635874977,762.5429414061688,0.9861448407173156,584.0393705243582,141.5511198529554,765.1270265280231,0.9646851420402528,538.8108509471945,241.10914648323867,748.8552433498824,0.9142369627952576,527.5385978847531,100.47766263931445,753.3170653606419,0.9665899276733398,483.8518430783941,276.4261631250364,613.7322969200399,0.9522541761398317,499.68589954573264,23.956313540981,624.2432603450147,0.952651858329773,589.3904246421321,340.31519371603963,395.2007935852715,0.4290398359298706,582.7698049711638,-93.11067748120956,402.8155248824334,0.5042335987091064,788.6019616477182,355.2388864948322,248.0916205848788,0.898665189743042,818.5644032400297,-92.91819580249808,261.37265567752297,0.4583105742931366,439.7434955063416,220.118317313823,212.0811635747699,0.18397730588912964,432.1501455734602,9.184750129649457,218.2795605024725,0.6489388942718506,712.2250601934171,246.5610859688071,79.77624109362887,0.08864110708236694,871.7524279421888,0.4871586630054492,204.83844809568484,0.6065964698791504,301.19948255665764,255.00297222642845,-748.7734314117796,0.00915980339050293,615.5553325953127,-34.46375316662459,-400.88373293128006,0.02376574277877808,1755.66,2055.163365403136,1.719988681246282,358.08667421250254,926.5234616125423,2094.490005659377,6.9633257874975225,89.51325787497521,911.433467271919,2094.46,6.990016978130576,90.06,1760.8266685531255,1091.6265157499504,8.060011318753718,179.85,897.5367987187933,2094.47,7.0033144687438025,90.06,605.696815696924,2094.79,7.843337106251239,90.06,404.1635125469339,2093.85,9.46,89.67,1750.29,2152.7199490656085,2.756645915618184,178.81,1749.6666685531256,2183.0732691937287,3.3933088093669443,178.81,1749.1066685531257,2210.1565949812266,3.823303149990085,178.81,1a,19,1568810250
31510,31510,989.5,1568811285.7131448,989.5,-90.31791635771708,,600.4601143157984,167.5707738270759,732.1951445654203,0.998586893081665,580.4820981319958,199.0463549795934,762.3941686688,0.9863716959953308,591.3698118950639,141.25037308108838,767.8126285645312,0.96396404504776,547.0060675270641,240.2427524002248,751.5768529496254,0.922649621963501,531.0404394252938,99.89301241076151,754.0461272333177,0.9713596105575562,478.5868626739481,274.935549057316,613.8687873969938,0.9475383758544922,495.8234940354014,36.696571811917295,631.8271384906145,0.7581534385681152,586.7264757866418,339.41702749087045,389.8276402277887,0.4979318380355835,588.4060484560982,-94.1466146404748,409.58338396702993,0.1057068407535553,784.1674592943828,350.4183765256414,238.9001443307193,0.8084744811058044,820.8793945514155,-92.4586146545456,263.22956207561896,0.4741437435150146,438.67348058953684,210.172187820997,205.0979014628145,0.04757443070411682,441.5575267802658,11.268654678131915,225.37850049509944,0.6470571756362915,728.4338935382739,248.4366796514506,90.89731650980863,0.5293349623680115,871.8264965236441,-1.2351569515826522,205.6287238126621,0.5852551460266113,292.1615409515123,274.1972453811729,-754.598684143663,0.006507635116577149,609.1414591740049,-34.3986433074681,-407.62394925824884,0.016117513179779053,1755.66,2055.22,1.7,358.1,926.75,2094.5,6.95,89.38,911.67,2094.46,7.02,90.06,1760.83,1091.36,8.08,179.85,897.77,2094.47,6.97,90.06,605.96,2094.79,7.85,90.06,404.48,2093.85,9.46,89.67,1750.29,2152.63,2.72,178.81,1749.67,2182.96,3.35,178.81,1749.11,2210.03,3.77,178.81,1a,19,1568810250
31511,31511,989.533221048625,1568811285.7464395,989.533221048625,-86.72071813567922,,601.949922754128,166.26841057188264,729.8365093619316,0.9984334111213684,582.9044109441536,199.6082114381641,757.8215930106476,0.9985229969024658,588.9518592969999,142.532647128819,763.5933715627388,0.9957189559936525,544.6051107729415,238.65478032220744,750.0251901651346,0.9064070582389832,527.9830227476042,100.1562201530154,752.4091736254887,0.9718542098999025,479.0447767758966,274.3964668753235,612.191074785145,0.9509567022323608,501.0304206117085,22.105295959713736,621.8038424540567,0.9445227980613708,590.7797357220621,338.6896591167466,387.3638716538437,0.509976327419281,584.1617644416452,-93.54959984623184,403.09275665187414,0.4998510479927063,803.7801332446111,344.7822160478311,256.84540857736584,0.8154261708259583,811.9946001976144,-94.2997792493699,255.80507004475024,0.4259640574455261,444.3596948782165,215.44651358549308,197.9356315636889,0.194350928068161,444.7966448288165,4.920619246056882,215.09140806542285,0.18671363592147827,733.7964467967247,246.401447713904,94.95187672450436,0.1007496416568756,860.7054822839852,6.598434595346324,194.8680374509076,0.6213457584381104,301.74827006656847,258.8216402322161,-746.1548095206496,0.011706769466400143,598.8694866928481,-52.758775072798244,-419.3495801833336,0.024788379669189453,1755.6566778951376,2055.2731536778,1.6734231610999877,358.10664420972506,926.9792252355127,2094.5166105243125,6.9732547340375115,89.22386107146242,911.8992252355127,2094.4566778951375,7.006711580549995,90.06,1760.83,1091.0942316109997,8.050101056237487,179.85,898.002547340375,2094.47,6.9733221048625005,90.06,606.2224462841376,2094.79,7.863288419450005,90.06,404.79559996193774,2093.8533221048624,9.4566778951375,89.67,1750.2933221048625,2152.5436252735753,2.6867789513749845,178.81,1749.67,2182.8536926444,3.3101347416499816,178.81,1749.11,2209.907082120088,3.72681263678748,178.81,1a,19,1568810250
31512,31512,989.5670127985536,1568811285.780306,989.5670127985536,-87.7021884207618,,606.5010699143513,167.5157754591796,729.2914960400516,0.9981262683868408,583.5047963120119,199.83253219639155,756.6824461667095,0.9987119436264038,598.1255737658263,142.7577222896076,763.7443734942543,0.9957044124603271,551.5619814189894,236.1598323192826,751.8781967214885,0.9347258806228638,528.3977242018018,98.58975688371777,751.0727570989873,0.9777053594589232,483.6304941479231,274.183025807442,613.3046407039434,0.9540860652923584,505.4105925540802,21.06510602717561,623.2954783644452,0.9374402761459352,592.0447963796859,340.3213896519452,386.2605814594709,0.4330976009368897,583.3759798934111,-92.89739034086115,400.88470609233116,0.4604242742061615,799.2276046308605,352.2090975270283,255.86396626422336,0.8975473642349243,815.9112748450865,-93.8124747317618,260.75307756218206,0.3683724999427795,422.60272475167,215.25993098173572,209.3164001768964,0.5946974158287048,443.5598752582248,4.6724493044100015,207.28419217748387,0.09297183156013487,725.5728637890367,246.7738028923221,85.00266780509129,0.4880084097385407,843.2925370351004,7.926680205003923,180.7839723209998,0.6479505896568298,354.06215954138924,247.73896932245464,-683.0187252967728,0.007593840360641478,590.6827173772327,-60.38614187350757,-430.6890545447701,0.016781747341156006,1755.6532987201447,2055.327220477686,1.646389761157128,358.1134025597107,927.2123883100197,2094.533506399277,6.996908958987513,89.06503984679811,912.1323883100197,2094.4532987201446,6.993194880578563,90.06,1760.83,1090.8238976115713,8.019688481301769,179.85,898.2390895898752,2094.47,6.97670127985536,90.06,606.4894011085734,2094.79,7.8768051194214355,90.06,405.11662158625916,2093.8567012798558,9.453298720144641,89.67,1750.2967012798556,2152.4557667237605,2.6529872014464098,178.81,1749.67,2182.7455590446284,3.269584641735692,178.81,1749.11,2209.7820526453515,3.6828833618803327,178.81,1a,19,1568810250
31513,31513,989.6,1568811285.8133664,989.6,-87.70504340689962,,604.7090572645712,168.20687788330488,725.1227716523404,0.997899055480957,587.6339027457586,199.69752923252446,756.9010577790799,0.9985779523849488,602.9439255476177,142.70673222470987,763.7282653529828,0.9956281185150146,548.045397781365,237.80394773240002,749.4240612749232,0.6458301544189453,521.7125414709432,97.90439213283639,745.7614577610757,0.9744943380355836,484.10869453389853,273.0686274863313,613.1532615797064,0.9462670087814332,497.6706083750938,20.115246105363585,619.1751411792025,0.9383797645568848,601.9211782650498,338.54202503458623,392.0045040659913,0.5234913229942322,577.1481909570113,-92.9727249586144,395.9155469139066,0.4853331744670868,798.8695429114798,354.4543343148417,255.5804660243552,0.9068201184272766,808.6610699523003,-96.01431018679465,253.1988500941221,0.3753141760826111,426.15426595866853,216.74506493783198,217.4198589544796,0.5659736394882202,431.85081456575364,3.1844532554029072,200.49221597769161,0.15468302369117734,733.2320645466292,244.7562978627479,89.89840005744264,0.585213840007782,825.3005526279708,8.23807630352052,167.26187247788937,0.6322110295295715,369.4344409239257,242.46477171456505,-665.361981505028,0.007784724235534669,589.3384114961508,-64.8551667172087,-432.1278520387649,0.021880269050598145,1755.65,2055.38,1.62,358.12,927.44,2094.55,7.02,88.91,912.36,2094.45,6.98,90.06,1760.83,1090.56,7.99,179.85,898.47,2094.47,6.98,90.06,606.75,2094.79,7.89,90.06,405.43,2093.86,9.45,89.67,1750.3,2152.37,2.62,178.81,1749.67,2182.64,3.23,178.81,1749.11,2209.66,3.64,178.81,1a,19,1568810250
