,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.7_x,H_in-K_out.7_y,H_in-K_out.7_speed,H_in-K_out.7_angle,Q_in-J_out.11_x,Q_in-J_out.11_y,Q_in-J_out.11_speed,Q_in-J_out.11_angle,Q_in-J_out.12_x,Q_in-J_out.12_y,Q_in-J_out.12_speed,Q_in-J_out.12_angle,Q_in-J_out.13_x,Q_in-J_out.13_y,Q_in-J_out.13_speed,Q_in-J_out.13_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,Q_in-J_out.15_x,Q_in-J_out.15_y,Q_in-J_out.15_speed,Q_in-J_out.15_angle,H_in-K_out.8_x,H_in-K_out.8_y,H_in-K_out.8_speed,H_in-K_out.8_angle,Q_in-J_out.16_x,Q_in-J_out.16_y,Q_in-J_out.16_speed,Q_in-J_out.16_angle,H_in-K_out.9_x,H_in-K_out.9_y,H_in-K_out.9_speed,H_in-K_out.9_angle,H_in-K_out.10_x,H_in-K_out.10_y,H_in-K_out.10_speed,H_in-K_out.10_angle,K_in-H_out.15_x,K_in-H_out.15_y,K_in-H_out.15_speed,K_in-H_out.15_angle,Q_in-J_out.17_x,Q_in-J_out.17_y,Q_in-J_out.17_speed,Q_in-J_out.17_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,scenario,participant_id,source_file
27525,27525,855.9,1568281950.6580071,855.9,-103.16323201111246,605.7696735788985,142.36323102227584,602.8226981947051,4.0978193283081055e-05,641.1320550816475,163.9646611083015,661.4404467422502,0.9845587015151978,671.2418407761376,101.37111086083344,678.2419965175264,0.7796061038970947,614.3717136459529,208.80415320327046,686.6682596750362,0.3424805700778961,639.9201965671822,61.75759839837783,712.1169573445815,0.8517028093338013,492.90402912168906,245.9398010940812,554.6561447141066,0.9400089979171752,491.1569326977073,-26.294803596933257,556.371982868415,0.2327813506126404,604.4906265061085,299.607915104391,354.7795455675415,0.22228646278381348,595.5192484036633,-142.59484064511656,354.6381706360048,0.9916905760765076,759.5058634431924,315.2625936438704,203.53024193367267,0.6950185894966125,762.0622975845091,-157.37315262497975,211.42477850787827,0.5849257111549377,419.1324940937693,179.8716408144426,197.8947266517312,0.007843375205993652,391.21675350658415,-31.24687415457706,198.03724982229173,0.8161705732345581,738.4148083093842,238.52415477101255,123.22436650715427,0.146054208278656,833.2513252929158,-62.105498265609064,135.71880609422917,0.7131942510604858,534.8142826257733,183.45478386936736,-415.1916191398288,0.007664531469345094,596.1766970442691,-37.95477609428066,-410.1502608122777,0.002956539392471313,1757.85,1923.15,6.34,1.18,1398.13,791.77,8.12,181.84,1760.79,779.57,7.02,180.37,1760.89,793.58,6.99,180.37,1760.98,807.53,6.98,180.37,1761.36,886.75,7.06,179.85,1760.84,1085.52,6.27,179.85,1398.61,806.59,7.77,181.84,1760.81,1098.73,6.23,179.85,1399.09,821.69,7.48,181.84,1456.9,866.69,7.87,268.61,2655.61,761.82,7.77,166.91,1760.77,1111.91,6.21,179.85,1759.2,1532.52,9.4,179.28,436.47,2094.04,8.82,89.67,281.55,2096.37,8.05,96.98,246.01,2100.72,8.45,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27526,27526,855.9333553292963,1568281950.6913898,855.9333553292963,-81.62690794613923,599.0579731044485,145.86826660890938,596.7851576081988,2.3752450942993164e-05,640.5436780906866,164.06346346959512,661.6021703254991,0.986049473285675,664.3149194370926,99.20759333674812,674.3802256600061,0.8081011176109314,614.700615759931,210.16313675501496,687.8335926594667,0.33744651079177856,636.0078288884766,59.11156696340522,710.185546262097,0.8740938901901245,480.6909617073342,241.42539679052533,548.8527261303528,0.9294329881668092,479.1367974651259,-25.53098059811823,564.9380647987479,0.5556783080101013,604.2310092443909,301.02951373414453,363.66659789042524,0.9731054306030272,607.8120560959308,-140.58936516092407,358.5234971962906,0.9926371574401855,770.5489712432095,308.63460395562714,204.90329447533986,0.9732630848884584,769.4731954252983,-165.75592980004225,207.15349104518054,0.8597332239151001,390.5664567245425,183.97677641379718,206.02859103954464,0.4488621652126312,391.5978559095036,-32.77496008888834,168.63892085855576,0.04008042812347412,667.8384475695287,222.79508103439392,54.116404127236606,0.7480005025863647,843.3281749735266,-61.375625709291455,141.50414331274004,0.5582712888717651,549.9278540876287,178.5149882785719,-401.9964259230592,0.016687840223312378,721.1530144916319,-42.977045605482594,-269.0829252327676,0.003147989511489868,1757.8533355329293,1923.3601385745667,6.346671065859244,1.18,1398.1233289341405,791.4998218327006,8.116664467070379,181.84,1760.79,779.3365126949265,7.026671065859244,180.37,1760.8866644670707,793.3498482278561,6.983328934140756,180.37,1760.9766644670706,807.2965126949265,7.003348730507353,180.37,1761.36,886.513177161997,7.053328934140756,179.8533355329296,1760.84,1085.3131969583637,6.243315736563023,179.85,1398.5999934012113,806.3298284314894,7.780006598788866,181.84,1760.81,1098.5198614254339,6.253348730507353,179.85,1399.0833289341406,821.4398350302785,7.48,181.84,1456.63649289856,866.6833289341408,7.87,268.61,2655.666704059804,761.5698350302785,7.743315736563023,166.91,1760.77,1111.699861425434,6.223342131718487,179.85,1759.2033355329295,1532.2097954375452,9.376651269492646,179.28,436.770197963666,2094.04,8.856690862225841,89.67,281.8135071014402,2096.336644670704,8.036657868281512,96.98,246.29018476608826,2100.686644670704,8.473348730507354,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27527,27527,855.9667587797243,1568281950.7248206,855.9667587797243,-100.42298194453082,598.3560338956097,145.77360391057496,594.5933687267386,4.461407661437988e-05,634.7709078195724,161.9664278098169,656.2388203756504,0.9878444671630859,664.5668291268557,97.8654092636964,671.3703109040853,0.8200783729553223,606.1683334973533,210.13057025413625,686.3843156907832,0.43277069926261896,635.56435262586,54.8845563466234,709.8213839424208,0.8818056583404541,471.9001687642283,252.57558914967478,564.3956072126359,0.9551199674606324,483.6629903761734,-29.763133571439603,559.5858417619493,0.2127060890197754,602.6012672703548,295.4031660657135,354.00887931835297,0.2656919360160828,613.5044779185272,-140.8227245367419,359.38904847763155,0.9945981502532959,778.376425852164,306.7354774744449,209.5544603981377,0.9727262258529664,775.7053583787691,-169.4528470853522,211.88746280762837,0.8927527666091919,415.8248141527806,180.8483983750637,175.55607933454147,0.049276530742645264,393.12348538872567,-32.36579947303496,194.47738989306518,0.8029267191886902,704.3693127882215,200.95590941110302,46.26764346216272,0.5014530420303345,835.0728729117218,-63.885426018116654,134.60994376118822,0.5902455449104309,562.0441757451067,173.3737278636031,-416.6249136530712,0.018547922372818,779.6356964984967,-44.32021780172421,-203.81107708556488,0.0016093552112579346,1757.8566758779725,1923.5705803122628,6.353351755944856,1.18,1398.1166482440549,791.2292538842332,8.11332412202757,181.84,1760.79,779.1026885419301,7.033351755944857,180.37,1760.8833241220275,793.1193644199025,6.976648244055143,180.37,1760.9733241220276,807.0626885419299,7.0267311458069965,180.37,1761.36,886.2760126639575,7.046648244055144,179.85667587797246,1760.84,1085.1060955657094,6.216592976220577,179.85,1398.5899723660827,806.0692815181504,7.790027633917284,181.84,1760.81,1098.3094196877369,6.2767311458069965,179.85,1399.0766482440551,821.1893091520681,7.48,181.84,1456.3726056401779,866.6766482440552,7.87,268.61,2655.723489925532,761.3193091520681,7.716592976220577,166.91,1760.77,1111.4894196877374,6.236703511889713,179.85,1759.2066758779724,1531.8991433485642,9.353268854193004,179.28,437.07082901751846,2094.04,8.893434657696709,89.67,282.0773943598218,2096.303241220276,8.023296488110287,96.98,246.57077374968395,2100.6532412202755,8.496731145806995,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27528,27528,856.0,1568281950.758089,856.0,-85.71597750150207,591.0639410815622,144.11351621152951,588.7226318644823,5.012750625610352e-05,634.1626138108057,158.8856765006354,656.2381275442882,0.982256293296814,676.0570689823974,101.72812454785242,679.2600709878122,0.9621961116790771,603.3396182645804,206.90705451501012,686.6116777808961,0.42840054631233215,634.9415757346262,49.49030592485354,710.7313244846439,0.8589837551116943,485.0541037460092,248.5674487656281,568.6166475494925,0.9548932909965516,467.1936797844851,-32.02512412878116,574.303522508072,0.9387251138687134,604.7073136377862,295.23053901595375,362.09510598215917,0.9645640850067142,605.4219477826948,-142.5745472401887,355.2723269561193,0.9939247965812684,764.9537276466841,308.304689737574,200.38697442481538,0.9794133305549622,767.7848445894897,-171.41922521894253,203.55217024197862,0.870438814163208,422.61071634782655,178.95105208947535,154.24833409650088,0.0917186439037323,415.1059628326582,-32.862915841924824,169.57003089217415,0.08705556392669678,746.6420249396738,187.41789640317936,61.544069918078954,0.5405330061912537,855.0627649745021,-58.18534649940835,142.97356533129204,0.3849500417709351,551.1429179305687,182.27276632294425,-445.5306840086545,0.06165719032287598,792.7793959872329,-46.542347690378506,-190.02511769892845,0.002810597419738769,1757.86,1923.78,6.36,1.18,1398.11,790.96,8.11,181.84,1760.79,778.87,7.04,180.37,1760.88,792.89,6.97,180.37,1760.97,806.83,7.05,180.37,1761.36,886.04,7.04,179.86,1760.84,1084.9,6.19,179.85,1398.58,805.81,7.8,181.84,1760.81,1098.1,6.3,179.85,1399.07,820.94,7.48,181.84,1456.11,866.67,7.87,268.61,2655.78,761.07,7.69,166.91,1760.77,1111.28,6.25,179.85,1759.21,1531.59,9.33,179.28,437.37,2094.04,8.93,89.67,282.34,2096.27,8.01,96.98,246.85,2100.62,8.52,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27529,27529,856.0334595935547,1568281950.7915967,856.0334595935547,-85.77414822338999,586.3594102603516,138.92616832304262,583.6880004285847,5.40614128112793e-05,647.7848806129523,143.10641770765443,667.8545649072776,0.9782378673553468,666.2828977637331,96.26966702866085,678.3785139848727,0.937241792678833,611.0148773068095,199.0039693115136,686.1067382816025,0.1914748251438141,637.6974378796716,44.04052052464461,712.7758454430136,0.8293155431747437,476.60996831448745,243.5600398736183,567.1642333832052,0.9454667568206788,465.1705592507312,-34.71336277685489,576.7134755919527,0.9399229288101196,596.5287731989191,296.2022081483388,360.84446009458037,0.9574611783027648,609.7003151864894,-143.6024755430903,355.8763070454969,0.99250727891922,771.1227109608038,309.00577747663067,204.37180359670361,0.9781348705291748,768.0365140698918,-164.5532835576715,209.6610626417897,0.5719137787818909,434.0243760379873,174.8314404421816,152.59583762028905,0.09590491652488707,423.5083290764558,-41.05650861340908,168.27209256991438,0.08299344778060913,762.1735406341858,184.12866225284438,61.39013267281115,0.4354994297027588,817.8742212847899,-66.27536237603752,122.59110253739293,0.5856207013130188,541.6149808782177,187.54597522119846,-466.58248388477074,0.030774444341659542,803.6695725768914,-47.28700265895387,-180.06052761889538,0.003756970167160034,1757.8633459593555,1923.9941413987506,6.3533080812890494,1.1632702032226203,1398.0999621219337,790.6889772922066,8.096616162578096,181.84,1760.7866540406446,778.6324368857613,7.043345959355476,180.37,1760.88,792.6524368857613,7.003459593554759,180.37,1760.97,806.5957828451167,7.026578284511667,180.37,1761.36,885.8091288044722,7.019924243867145,179.87338383742193,1760.84,1084.6925505199606,6.213421715488333,179.85,1398.573308081289,805.5557070889838,7.766540406445241,181.84,1760.81,1097.8892045606046,6.283270203222621,179.85,1399.0599621219335,820.6890530483394,7.493383837421904,181.84,1455.8490151702729,866.6633080812891,7.866654040644526,268.61,2655.840227268399,760.8223990076947,7.696691918710952,166.91,1760.7733459593555,1111.069204560605,6.263383837421904,179.85,1759.2133459593554,1531.2754798205854,9.34672979677738,179.28,437.66444442328185,2094.0433459593555,8.903232325156193,89.67,282.60767674843805,2096.2398863658004,8.020037878066427,96.95657828451166,247.13106058585998,2100.5831944470897,8.493232325156193,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27530,27530,856.0666946804055,1568281950.8248794,856.0666946804055,,584.9719484102882,131.2750631911018,584.4452884135354,0.00010883808135986328,645.1917444759738,139.53269292267,669.3687940267519,0.982358694076538,667.4034145763147,95.62005101441808,680.5444496490944,0.9397496581077576,614.2485824606742,190.00787202611264,692.8438233639517,0.4900093674659729,640.1913958598476,37.73870218628821,715.9056715912143,0.7244610786437988,484.3640872456585,239.72388419003812,570.3957119982298,0.9285439252853394,475.6903192946106,-35.247397720270186,562.7185851349274,0.2856045663356781,602.9555144093603,298.5766987894962,365.3433618673867,0.9604750871658324,598.5038963482538,-146.4109430945942,349.3785279268815,0.9928796291351318,772.6636135365059,308.77010831756536,202.3790378687045,0.9822119474411012,770.3447902899312,-167.19662525938745,206.58234318322064,0.885405957698822,432.2010683183364,174.1560923094653,149.71703159773702,0.0928703248500824,429.53626014958144,-31.714706996049976,216.1294364328022,0.8324570059776306,759.0205332036846,184.85807837232898,52.92271655976448,0.3978219628334045,781.6286546047756,-70.61446997928714,102.1231578586128,0.4592382311820984,516.3078676462635,186.72986803041363,-492.8941517184235,0.04394513368606568,802.5325247066193,-47.46207446023126,-182.63069569145162,0.002719879150390625,1757.8666694680405,1924.2068459545944,6.346661063918932,1.1466526597973263,1398.0899915958782,790.4197730887167,8.083322127837862,181.84,1760.7833305319593,778.3964677691222,7.046669468040536,180.37,1760.88,792.416467769122,7.036694680405347,180.37,1760.97,806.3631372371626,7.003313723716258,180.37,1761.36,885.5798067052029,6.999983191756793,179.88667787216218,1760.84,1084.486492981487,6.236686276283742,179.85,1398.5666610639191,805.3031204289192,7.733305319594653,181.84,1760.81,1097.6798235134463,6.2666526597973276,179.85,1399.0499915958785,820.43978989696,7.506677872162138,181.84,1455.5897814928385,866.6566610639189,7.863330531959464,268.61,2655.9000504247297,760.5764593650005,7.703338936081068,166.91,1760.7766694680404,1110.8598235134464,6.276677872162138,179.85,1759.2166694680407,1530.9630700041898,9.363347340202674,179.28,437.9569131875671,2094.0466694680413,8.876644255675721,89.67,282.8735574432428,2096.209974787635,8.030008404121604,96.93331372371624,247.4102353154049,2100.546635851554,8.466644255675721,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27531,27531,856.1,1568281950.8582325,856.1,-88.50390630346287,583.0644644350057,122.32739169044235,582.2517239358929,0.00016269087791442868,636.7421961850217,134.81543853453093,669.2136984417023,0.9760867357254028,657.6922641772177,85.22349006474022,678.2357488663965,0.8512402176856995,615.3211464889628,185.2752920919257,700.5448238350658,0.4592725932598114,643.4398566691801,32.79925337620327,717.1639874528789,0.5186356902122498,481.2364632931776,233.6904435830596,567.8523101894018,0.9323707222938538,477.7469003198809,-34.20625763528787,553.6219688405333,0.3289806842803955,598.3384727609027,291.54698213794086,361.8578422001552,0.307473361492157,600.6535236580147,-144.353917573212,351.7518575592312,0.9919767379760742,754.414943457504,315.00640740164835,193.36542699860942,0.9799232482910156,771.6839507143527,-165.05463816910566,204.14693403633407,0.85132896900177,425.52703455810797,172.43801846894328,142.7013057483914,0.14752593636512756,412.95688097381316,-33.949457425005704,222.8314953019454,0.7417075634002686,674.2283928172961,186.2841953221936,-43.13049100975536,0.20376822352409368,743.561716687062,-75.81809837781313,86.77777650217254,0.5454566478729248,494.3392384378072,176.5727853842145,-513.8125756198249,0.053548455238342285,610.5673817371544,-86.72635422314491,-389.7120471825499,0.002482295036315918,1757.87,1924.42,6.34,1.13,,,,,1760.78,778.16,7.05,180.37,1760.88,792.18,7.07,180.37,1760.97,806.13,6.98,180.37,1761.36,885.35,6.98,179.9,1760.84,1084.28,6.26,179.85,1398.56,805.05,7.7,181.84,1760.81,1097.47,6.25,179.85,1399.04,820.19,7.52,181.84,1455.33,866.65,7.86,268.61,2655.96,760.33,7.71,166.91,1760.78,1110.65,6.29,179.85,1759.22,1530.65,9.38,179.28,438.25,2094.05,8.85,89.67,283.14,2096.18,8.04,96.91,247.69,2100.51,8.44,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27532,27532,856.1340748605184,1568281950.8924367,856.1340748605184,,614.0714389194393,110.40386448123395,622.2044547222089,0.9898948669433594,650.2503713773044,136.85919611150928,680.9180846149558,0.9900251626968384,658.8392730169534,79.41065552250292,680.9478848312392,0.813287079334259,621.3062274236738,182.05176175944717,704.8035600150571,0.5339396595954895,639.5224285449898,30.10603180523652,713.3856631650201,0.5387129783630371,489.1132290023119,228.50447096159002,571.4514733490664,0.921162486076355,469.748423009718,-28.94508888463509,560.2349585767504,0.4322185814380646,596.9040656269336,290.7399826462489,360.57554247302164,0.2799179553985596,606.2162582576858,-142.8658320983385,340.9830211699714,0.9168162941932678,760.8565420323456,312.4736981411055,195.99554657749863,0.977331280708313,778.015329090929,-163.75090138355802,206.8271312994641,0.7837091684341431,416.65770776310427,172.98111557949125,135.34184873421896,0.121601402759552,454.8332676558728,-31.146692068808452,207.2384612490691,0.04673317074775697,651.9257235912381,183.8178209002521,-71.5816842086671,0.1507830023765564,701.5652173567911,-77.52312567265194,58.22870050996264,0.4069169163703919,459.9674789547447,171.57978116806197,-555.5663918121395,0.02531757950782776,517.0950079295785,-108.25431113789452,-489.41802909607117,0.0028667449951171875,1757.8768149721036,1924.6346716212652,6.336592513948167,1.13,,,,,1760.78,777.9248834624235,7.019332625533509,180.37,1760.8765925139483,791.9414759763717,7.059777541844503,180.37,1760.9665925139484,805.8880684903198,7.0072598884146595,180.37,1761.36,885.10806849032,7.000444916310995,179.91362994420734,1760.8434074860515,1084.0653283787346,6.2497775418445025,179.85,1398.5497775418444,804.784216087957,7.713629944207328,181.84,1760.81,1097.2587358647863,6.246592513948167,179.85,1399.0331850278965,819.9378460321643,7.4757026813261795,181.84,1455.0608086019051,866.6431850278963,7.86,268.61,2656.0179272628807,760.0710310600607,7.723629944207328,166.91,1760.78,1110.4387358647864,6.279777541844503,179.85,1759.2268149721035,1530.3331037971798,9.366370055792672,179.28,438.55326625861306,2094.05,8.860222458155498,89.67,283.41259888414663,2096.1663700557924,8.029777541844503,96.6476235740089,247.9796363144057,2100.4759251394817,8.480889832621987,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27533,27533,856.1707956572444,1568281950.929297,856.1707956572444,-88.57294374360437,612.7843973755259,108.83433318021521,622.8989078393805,0.9902225136756896,654.4359964648522,135.5526631290244,683.3374796267593,0.9902990460395812,664.2463468269474,77.07657905530401,684.0839667664683,0.7821012735366821,619.6397214099511,179.46027510317643,705.3838861441311,0.4937252700328827,638.1321512220434,29.24547708975841,713.3998947014011,0.48971518874168396,488.6475134088479,224.69422255859456,574.0257168060398,0.9108104705810548,462.0107255339907,-33.628833229517475,572.0468176527387,0.9474543333053588,596.6913436177763,292.9223600835698,359.6822856302398,0.2518123388290405,607.5796905600175,-144.43918548241112,338.19780280253866,0.9047348499298096,757.3355213251044,311.4202355053075,193.6478118180077,0.9795732498168944,779.8610274956122,-163.3673590577754,205.3714226491993,0.7818870544433594,421.2914643890229,172.52843016982553,140.5725282266028,0.10204049944877623,460.7715722045445,-29.264817888029825,206.60056003150865,0.01897120475769043,700.1271315426019,183.8790497040849,-9.936751149261738,0.2628664672374725,675.7152549111814,-76.1382361246014,48.37443468667608,0.6323254108428955,431.2274685540694,170.8926196576028,-594.7525877286736,0.018833190202713013,524.4557759724128,-92.0823878877376,-406.93873809722163,0.009314537048339844,1757.884159131449,1924.86601264064,6.332920434275563,1.13,,,,,1760.78,777.6715099650137,6.986283908480064,180.37,1760.8729204342756,791.6844303992892,7.048761302826687,180.37,1760.9629204342755,805.6273508335651,7.036636525795497,180.37,1761.36,884.8473508335651,7.022477394346625,179.92831826289776,1760.8470795657242,1083.8339873593604,6.2387613028266875,179.85,1398.5387613028267,804.4977938734938,7.7283182628977505,181.84,1760.81,1097.0310669250846,6.242920434275563,179.85,1399.025840868551,819.6661121363918,7.427965645582316,181.84,1454.7707143077694,866.6358408685512,7.86,268.61,2656.0803526173154,759.7919530049428,7.738318262897749,166.91,1760.78,1110.2110669250847,6.268761302826687,179.85,1759.234159131449,1529.9916003876276,9.35168173710225,179.28,438.8800813494749,2094.05,8.871238697173313,89.67,283.70636525795504,2096.151681737102,8.018761302826688,96.36487343921831,248.2917630865772,2100.439204342756,8.524954788693249,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
27534,27534,856.2,1568281950.9586122,856.2,-89.98773912154846,616.6572511909727,102.77339874132149,623.1363192561703,0.9902158975601196,646.5473803738768,128.0938392442232,675.2573013222758,0.9014151096343994,661.5072614453552,73.3973956625981,682.0288604780792,0.7534407377243042,619.8195838369228,179.12240997621655,704.2946248913074,0.5174241662025452,633.3041428434708,27.7942689485078,708.9951256108318,0.502102792263031,488.3656203593957,225.26510661182755,574.7914929727757,0.903616189956665,461.42581439921935,-35.371677247055956,572.8600788155138,0.9442114830017092,587.5136566077805,293.59025128075217,360.8147359710188,0.5177286863327026,604.4127754537609,-147.35371308237072,344.473550645301,0.9184520244598388,767.6371588447331,308.96335130337013,201.5570061341698,0.9841650128364564,782.3194943215669,-165.04429805541105,210.5486456577604,0.8399487733840942,398.7152408788012,176.88674710008388,153.98691690101296,0.4169913530349731,469.81749572690734,-27.782017638798585,208.36064586845174,0.02265605330467224,722.651695595346,185.83663770415657,18.335251173207322,0.3246218264102936,681.1494478175152,-72.97442679571486,43.8076979648728,0.4796531200408936,412.8705152470797,171.62301272571818,-617.9618231963645,0.011456191539764404,678.00588955025,-63.85353152691729,-249.25419605383632,0.0046995580196380615,1757.89,1925.05,6.33,1.13,,,,,1760.78,777.47,6.96,180.37,1760.87,791.48,7.04,180.37,1760.96,805.42,7.06,180.37,1761.36,884.64,7.04,179.94,1760.85,1083.65,6.23,179.85,1398.53,804.27,7.74,181.84,1760.81,1096.85,6.24,179.85,1399.02,819.45,7.39,181.84,1454.54,866.63,7.86,268.61,2656.13,759.57,7.75,166.91,1760.78,1110.03,6.26,179.85,1759.24,1529.72,9.34,179.28,439.14,2094.05,8.88,89.67,283.94,2096.14,8.01,96.14,248.54,2100.41,8.56,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,8,1568281044
