,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,scenario,participant_id,source_file
53639,53639,1717.0,1568298191.1025426,1717.0,-91.37127118474496,-18.355651140729766,569.4351255552012,62.033001129629604,764.6946622463678,0.9993076920509338,546.8508520077581,91.73828249055867,793.6043850590663,0.9973653554916382,550.5666462648792,31.046065143804242,787.6695016145387,0.99934720993042,529.5202272626453,140.63580272753916,772.1493406399402,0.8791167736053467,491.95642586407087,-12.581219019048874,745.5009436998689,0.819672703742981,448.95950865436026,216.40497860290813,597.010230060501,0.979772448539734,445.90311824415375,-61.4807239055527,592.7116012616365,0.9446361660957336,571.7680142563536,302.9048442529652,374.18130996412737,0.8921316862106323,559.5843504753549,-132.54319781211578,383.17250257165324,0.6173110604286194,777.3536782697183,348.0502997767972,203.7184629848776,0.9562392234802246,737.2403714221655,-158.43257676919805,206.0863836830624,0.6956679224967957,441.4096858516319,191.6647646362424,183.10376064268291,0.5747265219688416,448.8712093054835,-27.09778290197413,150.09567650324718,0.316343754529953,762.2262225816626,226.855512784826,84.58776912191806,0.08001485466957092,832.5885058303523,-61.52075082559242,84.84109219853309,0.1891264021396637,361.3725933645318,268.2301453366515,-676.3806350734337,0.014887332916259766,426.9160265668543,-105.10928413377772,-604.0746109040152,0.022458404302597046,1754.78,2032.13,1.98,2.18,1350.83,2097.02,6.94,89.86,1761.26,924.04,8.0,179.85,876.93,2094.49,8.68,90.06,814.18,2094.56,8.33,90.06,491.16,2094.35,8.56,89.67,256.17,2099.47,8.51,96.98,235.58,2102.0,8.92,96.98,,,,,,,,,,,,,1a,9,1568296430
53640,53640,1717.0317603634992,1568298191.1336234,1717.0317603634992,-93.58069747172442,-4.74249151038072,566.406379685027,63.05775479955244,762.3810834097699,0.999364733695984,543.418984181571,92.70241754823795,792.0819922625075,0.9973199367523192,549.2063586032712,32.17113050604489,786.4842335103776,0.9993214011192322,526.7249511387598,142.45234808538896,771.7960031806662,0.8761483430862427,495.7532223716007,-10.88188410888932,746.6793356895078,0.8115344047546387,448.6766356437619,216.05093319575744,598.1842815389341,0.981228232383728,449.41020357058784,-62.385145267552325,594.9750053130845,0.9174522757530212,553.6972737902248,303.4121699098805,361.96688501785457,0.8780699372291565,554.3703222790457,-133.15021531318948,383.76978447102204,0.5747524499893188,780.4929306158874,351.2247555122252,207.80810733280785,0.9349128603935242,751.2609880843178,-156.31132896773838,216.445312788226,0.6740761995315552,434.5150088478513,192.16550695512782,187.37200634928,0.4869737327098846,446.0592462775026,-25.27204448644937,152.76303572297007,0.2817878723144531,744.8905891136208,225.7370374141689,82.89824855944123,0.1047290861606598,843.7910942826036,-58.7439503700749,99.53394047543185,0.2160261869430542,435.9506755950486,254.19085619833626,-588.1121831126629,0.015346437692642212,417.9907353670487,-98.68516125952914,-610.8714764787253,0.01155543327331543,1754.78,2032.193520726998,1.9768239636501008,2.192704145399596,1351.0332663263935,2097.02,6.7970783642545465,89.86,1761.26,923.785917092008,7.984119818250504,179.85,877.2063151624411,2094.49,8.692704145399594,90.06,814.4467870533915,2094.56,8.333176036349899,90.06,491.4331391260913,2094.35,8.547295854600407,89.67,256.43678705339147,2099.438239636501,8.490943781900606,96.98,235.85949119879112,2101.965063600151,8.907295854600404,96.98,,,,,,,,,,,,,1a,9,1568296430
53641,53641,1717.0658805471976,1568298191.1670134,1717.0658805471976,,-6.918032394786737,566.3212239228218,63.75989272670686,762.072761766711,0.9994048476219176,543.0745673195613,92.63546458585779,792.2561200356665,0.9974484443664552,544.6039178323816,30.868899065325003,787.020415381518,0.9967938661575316,523.4741931876132,141.8945697700949,772.7346603897386,0.8446999788284302,495.95505634062266,-11.957403113164284,747.4240851047076,0.8322544097900391,448.18839847199416,216.3718273074173,599.2261915424189,0.9804514646530152,445.47788893445437,-62.81760031144932,593.5237217763863,0.9236174821853638,562.4105852476569,302.7686809500468,369.316545982583,0.8907911777496338,549.3045695835624,-131.06337102404936,382.5357305125808,0.6799942255020142,760.9371395806262,345.76460787824834,205.6395742259062,0.7802460193634033,744.9262958804849,-158.01152357602908,212.6803611242036,0.6870523691177368,428.2712073267622,195.4138813610027,186.0739999313311,0.4724870920181274,448.21079636487195,-25.26947414371121,155.86215461398345,0.21652892231941226,734.4087090401317,227.89869697943203,82.07899992862508,0.11804163455963135,855.5791735397206,-58.87745933589942,115.60966465408116,0.1324409246444702,492.15689021856133,249.10828591566383,-534.287962445753,0.023562371730804443,453.8340527210128,-95.89740285096,-570.2966922998207,0.014923632144927982,1754.78,2032.2617610943955,1.9734119452802343,2.206352218879062,1351.251635502065,2097.02,6.643537537610557,89.86,1761.26,923.5129556224189,7.967059726401173,179.85,877.5031607606195,2094.49,8.706352218879061,90.06,814.7333965964602,2094.56,8.336588054719765,90.06,491.7265727058998,2094.35,8.533647781120939,89.67,256.7233965964603,2099.404119452802,8.470471671681407,96.98,236.15974881533938,2101.9275313980825,8.893647781120938,96.98,,,,,,,,,,,,,1a,9,1568296430
53642,53642,1717.1,1568298191.2004027,1717.1,-89.79862348062215,3.9460574230594094,566.1927523195762,64.31288796287332,762.3254938114324,0.9993637204170228,546.2065594674357,92.39960508194115,794.353775484059,0.997109055519104,547.5769619723717,31.20615294986976,788.9598441850399,0.9964034557342528,520.1740742803528,143.95574023324798,773.8806388849057,0.8360998034477234,496.38310163946534,-10.387527767253603,746.7796009945932,0.826903223991394,453.3105625501396,217.85452207269503,599.4453677537218,0.9786012768745422,448.0590512269475,-61.87915336849427,597.7207477435709,0.9157796502113342,569.5428014648229,309.4297489755496,373.4610187544187,0.9562024474143982,549.5661405524139,-134.53189417934465,379.8213733737484,0.5511981248855591,772.5761536887512,353.0427902210697,202.85442661899432,0.9573952555656432,746.1243271997273,-157.87021814807687,214.5508865894268,0.6819925904273987,446.4476146260685,204.3103876773613,182.65447798587468,0.2590772211551666,441.9402808439788,-27.94328630664866,171.88016394034972,0.6025435328483582,749.1866818697603,219.2228896180956,49.350942813308,0.11572277545928955,857.5060980062476,-57.83421849192221,117.42204213901516,0.16367432475090027,550.328180970371,225.1365748181409,-474.3911735676128,0.043904721736907966,464.2493926543973,-90.7984585593952,-554.7641141900424,0.010427862405776978,1754.78,2032.33,1.97,2.22,1351.47,2097.02,6.49,89.86,1761.26,923.24,7.95,179.85,877.8,2094.49,8.72,90.06,815.02,2094.56,8.34,90.06,492.02,2094.35,8.52,89.67,257.01,2099.37,8.45,96.98,236.46,2101.89,8.88,96.98,,,,,,,,,,,,,1a,9,1568296430
53643,53643,1717.1331923959203,1568298191.23428,1717.1331923959203,-91.9205589320248,-13.427921946819179,566.4469276743691,65.2472165586157,761.8505814881638,0.999413788318634,546.1987691701711,92.60852247258065,794.8943726817241,0.9969710111618042,544.3909629443265,31.566138890857854,787.4352324294298,0.9963034391403198,515.8326729780786,144.9217412878661,774.1031752006927,0.8360356688499451,500.5877140370293,-9.650608764345797,746.1366676424221,0.8122388124465942,453.1016378706131,217.0445983110476,600.5526205534604,0.9791569709777832,448.7094050278208,-61.450690883100975,597.3036569057151,0.9162003993988036,558.3543793149283,303.82809155010153,362.39677872302565,0.8535606861114502,548.6076883488672,-133.73311703084678,381.30585617132004,0.5473155975341797,774.523738411093,352.7054627079271,200.4762498075109,0.9552997350692748,740.5934625608519,-157.87380065882306,209.59690703484333,0.7385072708129883,446.58237207011763,205.98326677402423,176.66109700882268,0.2902518510818481,447.7109328957944,-25.34688948007976,160.97742930880517,0.3058611750602722,763.5961399317172,216.5291268030692,62.29228333939537,0.10125118494033812,852.7016578115523,-60.14688080924465,112.4588681825676,0.1369299292564392,581.064263648999,211.84917200998402,-441.4675643117342,0.03003588318824768,504.6551580853656,-87.42425658309914,-508.8069195346679,0.015223264694213869,1754.783319239592,2032.3963847918408,1.97,2.229957718776113,1351.6957082922584,2097.02,6.576300229392983,89.86,1761.263319239592,922.9744608326371,7.973234677144265,179.85,878.0887738445073,2094.49,8.703403802039812,90.06,815.2921776465471,2094.56,8.310126843671659,90.06,492.2988161257312,2094.353319239592,8.503403802039811,89.67,257.2888161257312,2099.3368076040797,8.473234677144264,96.98,236.7520930840993,2101.8534883644875,8.876680760407963,96.98,,,,,,,,,,,,,1a,9,1568296430
53644,53644,1717.1652885167935,1568298191.2670386,1717.1652885167935,-91.2507663490568,-3.5956095478168613,566.102454762432,65.09891216506573,762.5401117976334,0.9993488788604736,546.2663449580893,93.32756062608142,794.8206985566176,0.9967916011810304,539.1673505908557,31.33210953809041,786.9079447104764,0.99622905254364,515.7671017958254,145.81818490081628,773.201135109563,0.8246335983276367,494.22083828689176,-10.744949815517217,744.4394982280147,0.8075847625732422,449.4142100494192,218.6889025234964,597.6257506354823,0.9778567552566528,444.13968870635216,-61.55037636850273,596.3754143876859,0.920522928237915,590.387551296847,311.35092220961565,377.2678597913106,0.96245014667511,553.1255396006356,-134.84331712295202,380.3891826229029,0.5069721937179565,777.1841872994588,353.96196645990176,203.56383864134145,0.94693922996521,751.9471110965358,-154.787234394429,217.2390328454873,0.6847962737083435,442.1702172942943,194.49830670589247,177.1980356962877,0.659674882888794,453.52388640141976,-24.066270450426,158.642519817484,0.3376364409923553,772.0470478148027,215.36406841145268,69.14568064847225,0.08585205674171448,845.4620603691437,-64.29975481245215,103.9105363457647,0.15842998027801514,594.1365762433351,205.1976905860133,-425.2320970888467,0.03351640701293945,519.4950694329576,-82.99126966044919,-499.3756966872287,0.009737789630889893,1754.7865288516793,2032.4605770335868,1.97,2.2395865550380365,1351.9139619141956,2097.02,6.659750143662982,89.86,1761.2665288516794,922.7176918656523,7.995701961755418,179.85,878.368010096103,2094.49,8.687355741603271,90.06,815.5553658377063,2094.56,8.28124033488589,90.06,492.56842354106493,2094.3565288516793,8.487355741603272,89.67,257.55842354106505,2099.3047114832066,8.495701961755417,96.98,237.0345389477824,2101.818182631527,8.873471148320654,96.98,,,,,,,,,,,,,1a,9,1568296430
53645,53645,1717.2,1568298191.3024664,1717.2,-91.88078659008272,-8.044025201680396,562.3508299789394,64.97183534924667,761.6389658128633,0.999348521232605,549.7657553819989,93.44122431715492,796.2245007299807,0.9970294237136841,538.7812351590169,30.98241119869546,786.9919358494182,0.9962642788887024,512.2689036614784,145.72183100822744,772.2778479608355,0.8251802921295166,496.88142353708395,-10.951550629584704,744.8714247981368,0.815115213394165,452.5873619898346,217.96030634074933,600.9650438985498,0.978779673576355,443.5724553769463,-59.98399409338113,596.6552632582259,0.9246784448623656,578.1607737206383,302.11135816384177,377.09456960523437,0.8837542533874512,550.2504182601228,-135.19755475139272,379.83433204832716,0.5362703800201416,759.8797756160347,350.5127505221436,206.4980986427369,0.7702453732490541,753.7529611028929,-153.69407628999963,219.36672652951322,0.7075179815292358,445.24884630224227,201.43508564448302,165.8269108001446,0.21918147802352905,456.9727506942285,-22.96453141430292,154.91972998463385,0.4252913594245911,761.5868155941333,211.1183242792974,36.85868695638658,0.03501689434051514,842.0771044241974,-65.42355053539166,98.76561361823292,0.08780258893966675,597.1407291261683,217.0806616926398,-420.4926977020971,0.014028847217559814,684.5452927254457,-62.97699646750666,-320.1983056307572,0.008860975503921509,1754.79,2032.53,1.97,2.25,1352.15,2097.02,6.75,89.86,1761.27,922.44,8.02,179.85,878.67,2094.49,8.67,90.06,815.84,2094.56,8.25,90.06,492.86,2094.36,8.47,89.67,257.85,2099.27,8.52,96.98,237.34,2101.78,8.87,96.98,,,,,,,,,,,,,1a,9,1568296430
53646,53646,1717.2319362020514,1568298191.3337595,1717.2319362020514,-92.54788321406643,-6.928429208628929,565.9307947323753,64.49623550600478,762.3496642519231,0.9992756843566896,546.2188835220896,93.42638705635004,795.4424490846518,0.9965491890907288,540.3146894600474,32.55240568070146,783.9200701892491,0.9991904497146606,511.89532160570974,145.43724548410847,771.9842882737205,0.8217560052871704,480.1706196282633,-17.177720838556226,741.2616156279903,0.7487500905990601,449.95606106162177,220.185552073643,596.5722825144351,0.9726340770721436,443.50257310011057,-58.3781497488561,596.7821902483737,0.9192333221435548,584.0455895258167,312.0462386885464,373.3319999266729,0.9523741006851196,553.2913946409727,-133.1488636702211,380.8289237786052,0.5638939142227173,763.8863117388803,359.2998132584159,201.81420901681025,0.9386218190193176,756.7718824830016,-154.58321526376884,221.5986975584921,0.6912856101989746,463.2166557208948,202.23817022259118,152.38307480403705,0.17762136459350586,458.0115255751916,-23.979224850703147,153.66158627386687,0.3447132706642151,762.2268687950293,205.90037133820542,33.414656121873286,0.06547054648399353,851.6514512158963,-65.04175669366387,111.57710550768203,0.0425591766834259,591.7946319652467,209.3882215535553,-422.69887367627695,0.027878135442733758,693.9824474441186,-59.88571397394961,-308.9707264450985,0.008824646472930908,1754.793193620205,2032.5842915434869,1.8965467352822736,2.2468063797948816,1352.3735534143584,2097.02,6.833034125333081,89.86,1761.27,922.1845103835907,8.01680637979488,179.85,878.9446513376403,2094.49,8.666806379794881,90.06,816.1050704770247,2094.56,8.27235534143583,90.06,493.13465133764015,2094.36,8.49235534143583,89.67,258.12145771743513,2099.234870177744,8.507225519179526,96.98,237.62103857805042,2101.7448701777444,8.863612759589762,96.98,,,,,,,,,,,,,1a,9,1568296430
53647,53647,1717.2660136014695,1568298191.3671508,1717.2660136014695,-91.21435914704777,-5.575211337174141,566.0249910339758,65.81333701894468,762.6967937853748,0.9992749094963074,552.9826420577476,93.0805227515136,798.2052209503198,0.9965805411338806,547.1531815002242,31.411742373290444,789.0986156537277,0.9965502023696899,514.9709722249512,146.24712616147218,773.4944398339461,0.8190114498138428,487.87482304630515,-11.408465014331426,741.4844456022148,0.8435295820236206,453.06504117389596,220.027102165538,600.0648676209668,0.9732908606529236,444.0842633660418,-59.53912937624385,595.5488682549919,0.9233032464981079,578.8574218615291,311.07579684601075,374.0555795232893,0.9387417435646056,550.4665588731151,-133.73477178608542,379.4762610946634,0.5793439745903015,753.31179107752,352.6935318697068,205.4707473663352,0.8262900710105896,757.6038528270165,-154.15940462953898,221.4565957161333,0.6707665324211121,470.07988788645133,201.24981593528355,156.99584765807322,0.3004259467124939,459.71192232847113,-25.79929192492137,150.4449636753032,0.42051762342453003,698.7472804439062,209.31106708862274,-72.77348456637749,0.058619260787963874,844.9640935841838,-61.97045932312143,101.95019411591042,0.07049554586410522,586.2484406841359,206.35019015929268,-426.08673862181945,0.0350109338760376,1451.7254813451666,14.008694350200699,529.9069257195731,0.0052270591259002686,1754.7966013601472,2032.6422231224985,1.818168716619669,2.243398639853029,1352.6120952102879,2097.02,6.9216353638212444,89.86,1761.27,921.9118911882423,8.013398639853026,179.85,879.2377169726393,2094.49,8.663398639853026,90.06,816.3879128921985,2094.56,8.296209521028796,90.06,493.4277169726395,2094.36,8.516209521028797,89.67,258.41111561249255,2099.1973850383833,8.493594559412116,96.98,237.92091969293344,2101.707385038384,8.856797279706056,96.98,,,,,,,,,,,,,1a,9,1568296430
53648,53648,1717.3,1568298191.4004529,1717.3,-91.21435914704777,-6.48882002936034,562.4958725508957,65.21862849014494,761.3549829137155,0.9992667436599731,546.4015741257588,93.55107342508407,795.6003273810817,0.9965510964393616,547.6102583080925,31.23304143696866,789.3363189737372,0.9961975812911988,509.9956566867352,147.2583140748666,771.9437409237764,0.8096002340316772,488.63470918461525,-9.750178821687733,741.8993575165732,0.8130244016647339,453.241659249,220.07317797123608,600.4014239432865,0.9737485647201538,448.05062636217116,-59.04985895085427,597.8379763447377,0.9301561713218688,571.2553550299683,314.34160232472294,368.09236668391,0.9388605952262878,552.8733487639319,-134.62465976325478,381.5789420413169,0.5546399354934692,745.3417447771216,353.21713357543433,201.54175325505724,0.8408635854721069,763.5624446597337,-154.38566523410938,226.13754514669543,0.6750553250312805,458.02178823052895,202.53762025436612,155.93068301231364,0.3347038626670837,461.9577943909684,-24.340701336961928,146.05689422805838,0.40248703956604,682.4189337380112,202.72435814304671,-103.44620960223897,0.038438498973846436,852.3660844211785,-59.43570156983406,112.17493955836996,0.06412431597709656,583.7783754605402,206.03615020940163,-427.62638090824083,0.04931876063346863,993.7844431625084,-7.862666362113956,24.06925879681478,0.008895158767700195,1754.8,2032.7,1.74,2.24,1352.85,2097.02,7.01,89.86,1761.27,921.64,8.01,179.85,879.53,2094.49,8.66,90.06,816.67,2094.56,8.32,90.06,493.72,2094.36,8.54,89.67,258.7,2099.16,8.48,96.98,238.22,2101.67,8.85,96.98,,,,,,,,,,,,,1a,9,1568296430
