,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,K_in-H_out.16_x,K_in-H_out.16_y,K_in-H_out.16_speed,K_in-H_out.16_angle,Q_in-J_out.8_x,Q_in-J_out.8_y,Q_in-J_out.8_speed,Q_in-J_out.8_angle,Q_in-J_out.9_x,Q_in-J_out.9_y,Q_in-J_out.9_speed,Q_in-J_out.9_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,Q_in-J_out.10_x,Q_in-J_out.10_y,Q_in-J_out.10_speed,Q_in-J_out.10_angle,Q_in-J_out.11_x,Q_in-J_out.11_y,Q_in-J_out.11_speed,Q_in-J_out.11_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,scenario,participant_id,source_file
26203,26203,812.9671456169436,1568817497.9853218,812.9671456169436,-87.38327577671478,,649.9991342141168,116.79746369555474,673.8884150779585,0.026090621948242188,658.9100074344606,142.34851388775172,700.2869276382694,0.8742908835411072,666.8700604570507,88.87087909362245,701.0768209243729,0.9098680019378662,633.0182181743662,187.58678373641513,709.209993632174,0.5396283864974976,632.5038600118291,41.95980624103834,699.8441003739343,0.2902783751487732,435.6294585793546,259.64357311207857,549.6523877510283,0.9261009693145752,481.3925581301594,-20.854799954664195,553.838764678241,0.9089268445968628,336.3168916416827,379.6948882176015,311.2628206804817,0.9786038398742676,565.5286547502458,-120.46920755878712,281.0423090929351,0.8374572396278381,347.8133301470477,563.2310200360139,203.3540176857261,0.4397451877593994,715.7014213763608,-145.83906509018044,93.84939603131347,0.28462040424346924,366.2031510784785,182.84928709577613,121.56936739762381,0.4352714717388153,402.538539003477,-25.118141668189782,178.22307157777905,0.6463006734848022,511.7179199109551,184.8109468076673,-111.28771860793043,0.09148901700973512,638.3830829260405,-63.71523366037716,-22.112378527523425,0.1870397925376892,312.0314002349539,151.3866602600251,-713.719106462459,0.009281694889068605,561.8819746273964,-108.67572342680576,-508.1633403000251,0.02801552414894104,1755.5731417532224,2035.4520115911632,4.239856314916906,355.5028543830564,2763.8824426464125,597.7272699834211,7.733285438305637,138.41,1761.3,856.6228350644507,7.9834291233887305,180.23357280847182,1761.18,954.6628350644506,7.98685824677746,179.85,1398.249856314917,795.5391185708959,8.832854383056354,181.84,1761.14,970.3095496261453,7.88,179.85,1761.1,985.9495496261453,7.896570876611269,179.85,812.9038794972437,2094.56,8.112854383056352,90.06,1759.84,1469.3365515580053,7.1367145616943635,179.85,676.0340231823267,2094.71,8.516139821361989,90.06,564.1873086206323,2094.76,8.22786404235912,89.81685824677746,374.1363028250507,2093.68,6.203141753222543,89.67,293.7677396758816,2095.6531417532224,9.173572808471825,92.82,1750.1867145616945,2157.804559285448,4.448706834252153,178.81,1749.8167145616944,2175.734559285448,4.381149480664753,178.81,1749.2767145616942,2201.754271915282,4.891005795581659,178.81,,,,,,,,,,,,,1a,21,1568816637
26204,26204,813.0,1568817498.0184894,813.0,-83.22064269450159,,635.6346146437397,122.09661371820414,649.7210422051887,0.9812848567962646,653.8575122873079,150.75942803524003,694.94267452226,0.9684453010559082,663.8057684699447,90.17820721842509,701.5523830215518,0.9826755523681641,639.5757740898025,181.6196611530584,713.5558082562583,0.26661354303359985,632.5310874025824,41.26656136018497,701.2562648313235,0.303801029920578,440.3331307838922,258.59046386511,548.5108712544966,0.8886240720748901,481.07678652209023,-13.163253902379518,544.8174074132642,0.6230645179748535,327.2753105268078,371.5799602820548,308.69580067440165,0.4885027408599854,560.8830135044113,-120.16641649735777,279.5808562011417,0.8241167664527893,346.08561019547614,574.838604712597,204.58091382117303,0.7850368022918701,711.3163161036003,-146.0414513187074,93.26063957425964,0.37852126359939575,363.4503979469912,182.07753966518555,124.76778412046326,0.3626222610473633,401.4816569891108,-26.323798770431303,162.91006942843381,0.4104372262954712,530.1943917902634,178.33466850997232,-112.2475970210916,0.32377949357032776,646.0958351973848,-60.98549995215313,-8.415725494447798,0.3048778176307678,323.53686551210023,172.2748011967465,-689.7779778273165,0.00504109263420105,555.9854519918131,-121.3680371676188,-513.4955265518238,0.011228412389755249,1755.56,2035.59,4.23,355.47,2764.05,597.54,7.73,138.41,1761.3,856.36,7.99,180.25,1761.18,954.4,8.0,179.85,1398.24,795.25,8.8,181.84,1761.14,970.05,7.88,179.85,1761.1,985.69,7.89,179.85,813.17,2094.56,8.08,90.06,1759.84,1469.1,7.14,179.85,676.31,2094.71,8.48,90.06,564.46,2094.76,8.31,89.83,374.34,2093.68,6.19,89.67,294.07,2095.64,9.19,92.82,1750.19,2157.66,4.36,178.81,1749.82,2175.59,4.46,178.81,1749.28,2201.59,4.96,178.81,,,,,,,,,,,,,1a,21,1568816637
26205,26205,813.0334414318164,1568817498.0522208,813.0334414318164,-88.52918839009571,,635.1695092828276,117.60246908784254,647.2115831505968,0.9747055768966676,660.4256070951028,148.44981107995667,697.3562713899292,0.9677289724349976,663.8277293023109,87.4235048283457,701.2144580250543,0.9777702093124392,628.9577720196747,186.77435013546003,705.7459100592737,0.3069014847278595,630.0634159308173,40.46949201006676,700.902781689223,0.2785071134567261,435.9124284289678,257.4902034183201,548.2323378153834,0.930810809135437,481.30747975994376,-15.25636552377918,552.6456567048447,0.8046286106109619,340.92557971400106,364.8608440695277,315.66756430717726,0.492511659860611,567.9952693777117,-119.41265864467987,283.4887225988414,0.8342841863632202,270.9666583277929,592.2787756779462,170.5831880443007,0.8076303005218506,721.1670439239003,-144.99396058143773,99.93036533181393,0.4730620980262756,354.83129890696364,182.22799791404358,121.35103526427591,0.35783499479293823,396.5663389191218,-26.347247507480827,179.2242167861372,0.6095679998397827,528.37682787106,174.8351511036564,-114.19894290905071,0.2467929720878601,643.1580922718728,-62.43433436643183,-11.196569448007835,0.2576355040073395,311.398652837764,180.77214844987668,-737.1218971465532,0.0013431012630462644,556.3211729124763,-124.42659679832519,-513.4824737591863,0.014401853084564209,1755.549967570455,2035.7337981568105,4.223311713636719,355.4365585681836,2764.2205513022636,597.3460396954648,7.716623427273438,138.41,1761.2966558568182,856.0891244022871,8.020097288634766,180.27006485908984,1761.18,954.1324685454688,7.989967570455077,179.85,1398.229967570455,794.952371256834,8.826753145453125,181.84,1761.14,969.7858126886504,7.900064859089843,179.85,1761.1,985.4258126886504,7.873279284091796,179.85,813.4408755977129,2094.56,8.096720715908202,90.06,1759.84,1468.8625658341034,7.146688286363281,179.85,676.597596313621,2094.71,8.503409002271482,90.06,564.7475963136211,2094.76,8.386915293177733,89.84337657272656,374.54733687726167,2093.68,6.223441431816406,89.67,294.3743170295293,2095.623279284092,9.169935140910155,92.82,1750.1933441431818,2157.5061694136443,4.4402594363593755,178.81,1749.8233441431814,2175.449545986371,4.3596757045507815,178.81,1749.2833441431815,2201.432825270463,4.869708134095704,178.81,,,,,,,,,,,,,1a,21,1568816637
26206,26206,813.0673745068794,1568817498.0864484,813.0673745068794,-103.34754149163149,,638.0355816539333,117.34366020370364,649.6728030124344,0.9824662208557128,659.6363243899295,149.85600620839952,700.2412205670662,0.9597867131233216,653.2495896577817,86.40365708291405,694.1181700071669,0.895283579826355,625.6947934031651,191.58599674810486,707.4217106054997,0.4620141685009002,634.4538573484888,41.229597474192964,701.5416447355399,0.24178215861320496,450.33217755524737,257.33025453446857,548.3888862291724,0.9071422815322876,480.5918786127697,-11.612457715176802,545.836357871174,0.5621519088745117,344.66704630587304,361.8128152827394,317.3337866988112,0.513116717338562,572.9888283130081,-119.49756286693014,285.2130318272392,0.7793654203414917,333.8599304432605,577.4043275847157,205.97414706496463,0.8342198133468628,723.5366273646547,-143.82026025058815,101.92833446075895,0.3729189038276672,360.3295492505597,180.5664671194184,123.84367203345886,0.3741614520549774,399.1127550357873,-27.78417287499027,164.8449956383486,0.35880327224731445,508.22705030671324,173.4188813852673,-134.49636163414132,0.3916675448417664,633.2560272055317,-68.32194170802124,-17.732836172186552,0.2802857756614685,271.6757436870181,185.07855331579228,-793.6340752347954,0.002771705389022827,553.0592757333285,-129.47227564602676,-515.0242997263507,0.012891232967376707,1755.5397876479365,2035.8797103795814,4.216525098624114,355.40262549312064,2764.393609985085,597.1492278600994,7.703050197248228,138.41,1761.2932625493122,855.8142664942766,8.050637056191487,180.2904247041277,1761.18,953.8610039449644,7.97978764793617,179.85,1398.2197876479363,794.6503668887732,8.853899605503548,181.84,1761.14,969.5177413956524,7.920424704127659,179.85,1761.1,985.1577413956524,7.856312746560285,179.85,813.7157335057234,2094.56,8.113687253439716,90.06,1759.84,1468.621641001156,7.153474901375886,179.85,676.8894207591629,2094.71,8.527162154815603,90.06,565.0394207591631,2094.76,8.46496136582269,89.85694980275177,374.7577219426525,2093.68,6.2573745068794295,89.67,294.6831080126028,2095.6063127465604,9.149575295872342,92.82,1750.1967374506878,2157.3500772683547,4.521698816510634,178.81,1749.826737450688,2175.3070270711064,4.257876479361708,178.81,1749.286737450688,2201.2733398176665,4.778088831425538,178.81,,,,,,,,,,,,,1a,21,1568816637
26207,26207,813.1,1568817498.119357,813.1,,,638.4874738681542,119.92367751467762,649.1512401038589,0.9841386675834656,652.641597778319,150.92413041389912,697.8027048507312,0.960466742515564,652.3290530459594,87.64873324937038,692.9785006366388,0.9030498266220092,626.805462109664,193.43907552026863,710.1909817267384,0.3791108131408691,629.2115407007002,40.58739629645356,700.1101144279771,0.21957099437713626,438.3241678406263,258.1306745019233,545.265067513572,0.896689772605896,480.73545759658936,-10.879527534560875,543.4967006271659,0.6209372282028198,345.65311570153443,362.43565352296434,317.61980675766546,0.5105887651443481,550.5232600764374,-125.37331697173005,273.84202428901193,0.8214893937110901,318.1831005973507,579.6741379887817,196.9855680612867,0.8231766223907471,728.3227171851636,-143.5093152254357,94.08699049072365,0.6974958181381226,354.4999517662829,180.00680440998264,119.84565061594313,0.3424787521362305,392.9890089290747,-28.95593948851167,155.14241577542228,0.4047021865844727,509.1998598986776,174.50780196872122,-115.47553551809372,0.29675018787384033,627.8458772768344,-70.66957141698684,-22.279431352212786,0.16427388787269592,301.913905868414,187.5361037022004,-731.2421302545088,0.005076110363006592,552.5617129962246,-130.2999805643956,-517.9621326219643,0.014802306890487673,1755.53,2036.02,4.21,355.37,2764.56,596.96,7.69,138.41,1761.29,855.55,8.08,180.31,1761.18,953.6,7.97,179.85,1398.21,794.36,8.88,181.84,1761.14,969.26,7.94,179.85,1761.1,984.9,7.84,179.85,813.98,2094.56,8.13,90.06,1759.84,1468.39,7.16,179.85,677.17,2094.71,8.55,90.06,565.32,2094.76,8.54,89.87,374.96,2093.68,6.29,89.67,294.98,2095.59,9.13,92.82,1750.2,2157.2,4.6,178.81,1749.83,2175.17,4.16,178.81,1749.29,2201.12,4.69,178.81,,,,,,,,,,,,,1a,21,1568816637
26208,26208,813.1330809201459,1568817498.1529474,813.1330809201459,,,636.4758140346942,112.77824902571709,649.4382347275582,0.975679576396942,650.3100095046702,143.5408734029325,695.7927301018973,0.7951959371566772,657.9137743069027,85.01704562177191,700.7549401404393,0.9796726107597352,618.432136339002,189.94154805608417,703.1936848297514,0.3014366924762726,627.5443527325187,40.28579145444522,698.9322378061372,0.22762471437454224,441.38880176571803,255.7847114588976,546.5807423357364,0.9196664094924928,476.9777564794799,-9.43266154007775,541.7271931304963,0.6252008676528931,361.17174031747095,359.89890862594865,310.5147171542257,0.16579699516296387,566.6809447422337,-120.7770803931597,282.5520680688349,0.8217055797576904,333.16505587162897,566.2941455383742,200.94834854022758,0.3343455791473389,720.7725124544745,-144.76812444999675,95.73208120122186,0.4237284660339356,364.61431334169134,185.6980881518697,93.0099391124493,0.013343900442123413,406.24248122384523,-25.7459027757522,159.94464724428028,0.42108601331710815,525.7429225509692,171.93309858714858,-106.53704885781548,0.2880258560180664,637.7009254768216,-67.53732358605572,-12.542384460869071,0.1658567190170288,304.95546527660997,186.9486815143224,-752.0619459565712,0.0012202560901641846,549.6806645615471,-130.24536262709387,-522.6797203953604,0.011447131633758543,1755.5167676319415,2036.1556317725974,4.190151447912504,355.34022717186883,2764.728712692744,596.7714387551688,7.703232368058331,138.41,1761.2866919079856,855.2886607308479,8.046919079854172,180.32654046007286,1761.1833080920144,953.3386607308479,7.956767631941669,179.85,1398.2033838159712,794.0688879027167,8.853535263883341,181.84,1761.1433080920144,968.9953526388333,7.966464736116662,179.85,1761.1,984.638660730848,7.87638901216041,179.85,814.2512635451958,2094.56,8.133308092014584,90.06,1759.8433080920145,1468.15181737495,7.166616184029166,179.85,677.454495913254,2094.71,8.566540460072915,90.06,565.6011878212396,2094.76,8.54,89.87,375.1684097969187,2093.6833080920146,6.2668433558979215,89.67,295.28103637332697,2095.576767631942,9.113459539927089,92.82,1750.2033080920144,2157.0577520433726,4.5040653315771,178.81,1749.8333080920145,2175.0277520433733,4.206313288204159,178.81,1749.2933080920145,2200.9612115832997,4.736313288204159,178.81,,,,,,,,,,,,,1a,21,1568816637
26209,26209,813.166006635532,1568817498.1863801,813.166006635532,,,637.4201698706032,116.75067959940209,651.3590795997212,0.9722872972488404,660.1006433160542,147.98515184262405,703.668992560471,0.921456217765808,665.5122254217966,85.87974938473009,705.6157037293212,0.9783923625946044,630.7697623709263,192.36688754435428,711.3210648091722,0.42994147539138794,619.6456899041377,39.32449000140665,696.8498756476431,0.18080922961235046,436.6389711352524,256.984928851957,546.816793316943,0.9011032581329346,479.03817866155856,-12.272447820540323,540.0497967152481,0.6560749411582947,349.19585044449326,360.31392670977857,317.0338329932278,0.5495178699493408,561.7661466030671,-122.70071505556109,288.47032869412584,0.9649426341056824,305.697113534064,579.643660565651,194.20381908201927,0.8549620509147644,731.3071664107265,-141.816102167552,95.78241153299686,0.7581772804260254,360.28251770761284,182.8876459774017,111.88340698075045,0.3943052589893341,403.96607214475586,-27.6130025294417,155.14207235496775,0.30368220806121826,521.3618914319848,172.87636385968742,-120.45397910119254,0.3696795105934143,644.0011498807074,-66.60333893437311,-21.318794604316142,0.16754385828971866,286.89791705311785,188.0283954885534,-781.59916210658,0.0017044246196746824,554.7492843254954,-131.0060786092726,-520.3853312145045,0.013473182916641235,1755.5035973457873,2036.2906272056805,4.170396018680909,355.31059402802134,2764.896633841213,596.5837621774688,7.716402654212728,138.41,1761.2833993364468,855.0285475792986,8.013993364468181,180.34300331776592,1761.1866006635532,953.0785475792985,7.943597345787272,179.85,1398.1967986728935,793.77914160732,8.827194691574547,181.84,1761.1466006635533,968.7319469157454,7.9928053084254564,179.85,1761.1,984.3785475792986,7.912607299085003,179.85,814.5212544113609,2094.56,8.136600663553184,90.06,1759.8466006635529,1467.9147522241713,7.173201327106364,179.85,677.7376570655738,2094.71,8.583003317765911,90.06,565.8810564020205,2094.76,8.54,89.87,375.3758418038505,2093.686600663553,6.243795355127727,89.67,295.5806603833396,2095.5635973457875,9.096996682234089,92.82,1750.2066006635532,2156.916171467213,4.408580756957722,178.81,1749.8366006635529,2174.886171467213,4.2524092897445485,178.81,1749.2966006635531,2200.803168149447,4.782409289744548,178.81,,,,,,,,,,,,,1a,21,1568816637
26210,26210,813.2,1568817498.220897,813.2,,,637.5430189309333,109.58243281774708,651.7080951605026,0.972896933555603,656.7297246792848,141.78497213312247,699.4210630279109,0.7929614186286926,666.2885348074898,83.60842670460661,705.4979580595491,0.9831843972206116,624.1387612131698,192.32466874111958,709.0946989725658,0.5659112334251404,636.6592984679513,47.980272056454744,700.8938216071252,0.3892625570297241,438.85282933028907,256.9735528650928,546.4084133098733,0.9159153699874878,479.3267618234248,-11.446326916927145,539.9169550535288,0.659356951713562,346.4180290021569,363.9541467557934,318.4199862238248,0.4710768759250641,564.9152718037402,-120.53244876783181,281.12023720395644,0.7906979322433472,297.06421012272597,585.2775755765455,191.80764638122642,0.7960668802261353,723.8544596410553,-144.85303229548694,98.0647173164477,0.4452773928642273,369.5125026241637,180.7065449885349,125.45970568388748,0.3423128128051758,405.10142727051317,-27.832168014631172,159.18636378043698,0.3825681209564209,523.5128274237542,171.25081877171786,-122.6014043665886,0.2884816527366638,639.1915939092344,-65.9317915065754,-17.69318273255257,0.19389855861663816,278.4846451330309,186.6606156022047,-794.8205719649758,0.0016874969005584715,550.5870113460753,-130.33670016288505,-523.6132433714333,0.01331612467765808,1755.49,2036.43,4.15,355.28,2765.07,596.39,7.73,138.41,1761.28,854.76,7.98,180.36,1761.19,952.81,7.93,179.85,1398.19,793.48,8.8,181.84,1761.15,968.46,8.02,179.85,1761.1,984.11,7.95,179.85,814.8,2094.56,8.14,90.06,1759.85,1467.67,7.18,179.85,678.03,2094.71,8.6,90.06,566.17,2094.76,8.54,89.87,375.59,2093.69,6.22,89.67,295.89,2095.55,9.08,92.82,1750.21,2156.77,4.31,178.81,1749.84,2174.74,4.3,178.81,1749.3,2200.64,4.83,178.81,,,,,,,,,,,,,1a,21,1568816637
26211,26211,813.2333120732616,1568817498.2542696,813.2333120732616,,,637.6003690040673,114.58511194644579,651.378304158649,0.9697062969207764,658.403872185096,145.5978896393218,702.6023635047006,0.9425394535064696,665.5860541180573,85.71485241628126,707.0443717437297,0.9845703840255736,620.6849602087199,192.35841522254918,707.5473886917423,0.4969718456268311,630.5008332763888,43.65255242364394,698.8526341993437,0.21590495109558105,432.55593835063485,256.158531762403,544.3583371033462,0.9053723216056824,481.139750618883,-12.019597153522891,540.8161400482398,0.6187793016433716,348.72641128623087,364.61741049870005,303.63662158774343,0.1473601460456848,558.0786414907732,-124.93790503880713,285.15103357777696,0.9550449848175048,338.3266305875071,565.6801929499597,204.7376390548457,0.34992146492004395,731.8740504227948,-144.03388674853,96.14114208958031,0.7686753273010254,374.41664503096496,185.2695132173313,98.32751518770789,0.008639544248580933,389.27773399064523,-31.06450864905253,147.42347528562811,0.27181321382522583,510.18160519302216,171.0936732538781,-134.86739765106086,0.4100385308265686,651.8917045816065,-64.14197190591668,-16.654227272469143,0.2127316594123841,279.03577625349936,188.44969135460784,-797.6499828489763,0.0015089809894561768,549.9417167763702,-130.83685361229053,-527.7629697376118,0.008598506450653076,1755.4800063780215,2036.5632482930466,4.113356719412288,355.25001913406464,2765.239891573634,596.2001211824091,7.700019134064598,138.41,1761.28,854.4901722065814,8.006649658609247,180.36333120732613,1761.19,952.5468346212336,7.913343963369222,179.85,1398.1800063780215,793.1868537552983,8.806662414652314,181.84,1761.15,968.1935034139076,7.98002551208613,179.85,1761.1033312073264,983.8401722065814,7.979980865935402,179.85,815.0698277934184,2094.56,8.149993621978467,90.06,1759.85,1467.4334842798432,7.15668154871691,179.85,678.3131526227232,2094.71,8.566687926738442,90.06,566.4531526227232,2094.76,8.54,89.87,375.7965348542217,2093.69,6.226662414652313,89.67,296.19313986668016,2095.533343963369,9.106649658609246,92.82,1750.2133312073263,2156.620095670323,4.383286561175426,178.81,1749.84,2174.603420499628,4.226713438824573,178.81,1749.3033312073264,2200.4867644629967,4.7500510241722615,178.81,,,,,,,,,,,,,1a,21,1568816637
26212,26212,813.2661855385501,1568817498.2872028,813.2661855385501,-104.63517771263727,,637.0447964043823,109.96638406501944,652.8072361381958,0.9733331799507141,653.117732577382,141.46059061157112,698.3672899123676,0.7963702082633972,668.8144088782508,84.1305818417727,706.7871617446277,0.9821103811264038,622.2824179490367,191.7812955566663,707.1292181287096,0.5590910911560059,640.0331315530716,50.39850382692032,700.7555858096314,0.3493660688400269,440.0949508172857,254.85001057607303,548.1203464370783,0.910258412361145,491.7371998262899,-10.00155677170706,545.0455210538345,0.6153827309608461,343.7282639820227,368.1088751204296,293.6432545108968,0.1179453432559967,568.2026402537151,-124.47775582631115,282.87263453532984,0.8032759428024292,347.2308370618921,561.8335660670341,207.70167215877208,0.30090487003326416,724.6662154268051,-144.65409030535537,104.01636853909548,0.8091679811477661,361.34792467159826,192.64121776921868,101.70033752407775,0.03985121846199036,397.8322524011807,-28.75509624118218,152.81439126469792,0.3808912932872772,516.0965208266831,178.4368774679028,-110.67513529510157,0.2855826020240784,652.5496198585759,-64.45875135439411,-22.295587317385355,0.2134195864200592,317.7463360544945,161.3549844384061,-759.4330690308101,0.0023980438709259033,551.3898512229,-130.67230262374858,-524.3109237703384,0.010995209217071531,1755.4701443384351,2036.6947421542004,4.0771959075949,355.22043301530493,2765.4075462466053,596.0127424302646,7.670433015304918,138.41,1761.28,854.2238971377443,8.032948430840072,180.366618553855,1761.19,952.2871342454542,7.896907230724954,179.85,1398.170144338435,792.8975672607593,8.813237107710018,181.84,1761.15,967.9305156915992,7.940577353739892,179.85,1761.106618553855,983.5738971377443,8.00956698469508,179.85,815.3361028622558,2094.56,8.159855661565027,90.06,1759.85,1467.2000826762946,7.133670123014936,179.85,678.5925770776757,2094.71,8.533814461449909,90.06,566.7325770776757,2094.76,8.54,89.87,376.00035033901054,2093.69,6.233237107710019,89.67,296.4922884008058,2095.516907230725,9.132948430840072,92.82,1750.2166185538554,2156.4721650765246,4.455608184810199,178.81,1749.84,2174.468639291945,4.1543918151898005,178.81,1749.306618553855,2200.3355465226696,4.671154707479784,178.81,,,,,,,,,,,,,1a,21,1568816637
