,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,scenario,participant_id,source_file
35591,35591,1126.5332426054385,1568737433.5443375,1126.5332426054385,-91.24604149741474,622.9238653214686,78.82836187269307,657.6089435553428,0.9988414645195008,648.9063066301306,104.1462177778088,705.7439041466413,0.997749924659729,635.3618524502074,48.37548258308405,695.3538074429033,0.9921475648880004,606.1367261435671,143.97323211137785,707.1302255114412,0.7886273860931396,605.9709879307866,8.179120820388443,700.2269563406849,0.6528512239456177,518.349524254556,195.35787738514583,546.8170653037637,0.8849530220031738,527.401027249305,-32.55881167281175,532.7068941047961,0.13074713945388794,626.0560328823782,241.495374761468,348.084130256523,0.9504227638244628,619.4888533943478,-145.5227218377381,346.13884854461236,0.9481946229934692,830.5613822931407,273.21119142884817,221.50003441720702,0.9457147121429444,804.5664054100295,-204.51668852886183,199.24505436358268,0.7987616062164307,529.5716878791233,146.51164332120922,179.52402764314866,0.3133369088172913,457.4675878046428,-44.14283821457354,138.90925264771062,0.4711057543754578,735.4546675473978,168.3188126519288,6.120908803904798,0.053281307220458984,791.2463467208138,-31.592390645322197,57.14172612926365,0.4245428144931793,463.4637774375971,198.17631617941964,-552.2500488553004,0.017219871282577515,754.5237964942891,-60.32737322522164,-256.4876357226953,0.009752243757247923,1756.6633514789123,1945.709510069367,5.243079295227374,358.5366485210877,861.6192651040508,2094.51,8.069972781631504,90.06,1759.8,1485.4141135932302,8.523269823806844,179.85,293.3993467591561,2095.6700272183684,7.1333242605438345,92.82,272.4759680618753,2097.476757394562,7.756675739456165,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35592,35592,1126.566536885295,1568737433.577672,1126.566536885295,-98.1180842973794,626.9410699788939,78.51739201146415,662.0051569274315,0.9987049698829652,640.9357425740386,104.37197060776884,704.4705971026576,0.997615933418274,649.8556097329133,49.16618419062439,700.2411056937268,0.9904265999794006,616.9009965157933,142.7069046495489,710.2574377851663,0.793212890625,617.5238145670444,9.504931402504702,705.1543438571454,0.6819106936454773,514.3079735162155,195.477559759251,546.2282610772107,0.8598028421401978,531.488476352275,-33.24828075936666,534.3008814480859,0.10851442813873292,624.1478999275588,241.2131591720568,351.1302795592701,0.9617404937744141,625.8245168207693,-145.09586810168898,353.3362420182541,0.9488569498062134,830.3158852759569,273.9916027704063,222.025969801324,0.9330999851226808,806.548252601624,-203.1790462838308,204.323091031762,0.6688656210899353,513.690102135712,147.95568974287238,168.99945182166667,0.3977493643760681,466.0374266815522,-40.1036417429152,143.38292538039792,0.4072420597076416,694.0365360637593,165.3380820607438,-59.1962290557438,0.13188371062278748,775.4241648407709,-34.383304545824345,49.18976337042324,0.4283425509929657,552.9141302623736,196.9356840337164,-473.26171897598397,0.029074668884277344,729.6691839307808,-78.09363805050042,-285.48857892426133,0.005019277334213257,1756.6566926229414,1945.8892991805915,5.336303278825277,358.54330737705897,861.8889487708874,2094.51,8.079961065588423,90.06,1759.8,1485.127782786465,8.546575819706321,179.85,293.6390655741221,2095.660038934412,7.136653688529473,92.82,272.73233401676947,2097.443463114705,7.753346311470525,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35593,35593,1126.6,1568737433.6111755,1126.6,-81.5756659183488,627.5514812989786,77.85968068210603,661.4983697256152,0.9987019300460817,665.7390104612742,102.58812692187472,712.4236561909952,0.9967403411865234,660.8338790129601,45.84748420288762,705.5396076015899,0.9907823801040648,624.2245289185158,140.33938048315608,717.3740215543942,0.4002315104007721,609.9335186710497,3.74617497637497,701.6219622287863,0.7135633230209351,518.3460988381745,197.35689775483436,546.8697779614788,0.8282067775726318,525.4709830868753,-35.51113237686939,531.1906225296617,0.07337898015975952,629.1548014342549,238.9823447055764,351.2774432552508,0.9594775438308716,630.9486869178861,-146.18963284308833,354.80106740496603,0.9278025627136228,828.7950768517712,272.4480686022976,225.18353126125183,0.9530491828918456,808.6804322593558,-200.96250055619686,205.38515312768644,0.6617017388343811,558.6685307466056,151.5997738475894,143.01971617474973,0.3593006134033203,480.27079329013816,-49.53581493645586,110.75389467970705,0.24231916666030884,587.8850024364867,168.7316465057374,-263.6220911062728,0.34798601269721985,640.7226604722799,-63.80591243102154,-117.17674209423107,0.17553561925888062,576.6288186403298,193.19905421920865,-457.2051572106624,0.058140367269515984,1503.3927589691516,18.292973369783095,543.3017895818615,0.015427201986312866,1756.65,1946.07,5.43,358.55,862.16,2094.51,8.09,90.06,1759.8,1484.84,8.57,179.85,293.88,2095.65,7.14,92.82,272.99,2097.41,7.75,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35594,35594,1126.6496335742725,1568737433.6441967,1126.6496335742725,-88.37979386338253,626.2395603644054,74.68114221072872,655.5534302415924,0.9990473985671996,649.9852720158375,100.75730412918743,705.5092370930588,0.9960324764251708,644.8915557826829,43.18866115353959,697.2728347141102,0.9892661571502686,620.7965565972006,138.3981883758452,718.3292001561579,0.3841483592987061,608.9004776330889,0.18854529871021075,700.4334327762105,0.6743377447128296,509.7711247456669,199.0330195815608,555.2545255883362,0.9768626689910888,534.9821741005202,-61.23167467205005,573.4534001712875,0.9050692915916444,630.0361595991119,238.76527079544263,350.2452264746472,0.9586379528045654,628.4594119648782,-147.79441504468568,350.63011037540434,0.9011548757553101,829.1385401075281,271.11659219058294,224.45313976377116,0.9542003870010376,802.9555093321442,-207.350999850244,196.4015564217864,0.8124276399612427,505.1877773945244,154.90364474074647,146.12744805498522,0.6225289106369019,472.41962848931536,-51.65281594004017,125.9132958416773,0.5050710439682007,736.3365962614081,157.86305403159133,-57.53757606844653,0.2563311457633972,750.9646389106363,-46.55765507219342,-13.0023524177966,0.2899872660636902,590.3753212893993,185.92339700069027,-438.3233253236958,0.08080506324768066,1853.4101006799704,63.48711221001883,920.4123390067856,0.013736337423324585,1756.645036642573,1946.3380213010714,5.425036642572752,358.55,862.5570685941799,2094.51,8.085036642572751,90.06,1759.8,1484.4181146186838,8.560073285145505,179.85,294.2323983773346,2095.6301465702913,7.125109927718255,92.82,273.3721785218981,2097.3653297831547,7.759926714854496,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35595,35595,1126.7,1568737433.6777055,1126.7,-98.48545428979172,626.7656771233824,74.2618342001363,653.9291890771922,0.9989300966262816,645.2697297355684,100.72503330702084,704.2136066956945,0.9960237741470336,646.7627712098308,42.60947050604194,699.3548237337975,0.989570379257202,620.5921601750133,137.29107349568008,716.8191267596303,0.4141109883785248,609.2228161990423,-1.550826532468914,699.1215403739052,0.6489294171333313,503.82250454490037,200.74546500253612,556.3019531858854,0.9676532745361328,527.848397473302,-67.26334847022865,573.5032580411925,0.9069827795028688,630.0512902874569,236.83240776271484,350.2552015734348,0.955081820487976,620.8001989040148,-149.89505578677876,344.93495604732436,0.8896968364715576,828.7814850300753,271.195967699203,225.1989159172057,0.9460351467132568,800.866000798589,-207.49310355262543,197.9166461829596,0.832396388053894,501.6998837840503,154.2928894517448,142.7090251795364,0.7344722151756287,536.1853796469907,-51.615566104762365,110.89995166442236,0.3775947690010071,642.5020401906953,168.22302347428572,-172.01067825789505,0.2397652864456177,1569.1789786933728,31.087884855226235,686.4623659082982,0.09762704372406006,570.2858971821714,183.450128134412,-455.24029996494426,0.07423874735832214,1193.8922973047995,-26.08639090699957,207.8033641459304,0.00779387354850769,1756.64,1946.61,5.42,358.55,862.96,2094.51,8.08,90.06,1759.8,1483.99,8.55,179.85,294.59,2095.61,7.11,92.82,273.76,2097.32,7.77,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35596,35596,1126.7336781273245,1568737433.711496,1126.7336781273245,-88.53050641532171,622.4436879165808,70.58614957026862,654.1821509604486,0.9987021684646606,655.4508736324398,99.08484741833516,708.323671636537,0.9960591793060304,656.6866950183232,40.183625140184105,704.9918027670151,0.9895850419998168,617.4421093917088,136.67007351666913,716.0238986362483,0.4797065258026123,597.2040796833954,-7.23391979182464,693.2070363973921,0.6082658767700195,505.161986313023,198.04567314163887,552.6455709135898,0.9775185585021972,522.4383956519326,-69.51519731846868,573.4570196606455,0.7987382411956787,624.1122691264172,234.3015155106522,351.88116763910034,0.9717931747436525,622.0485242151411,-150.2104310986627,350.62164600198815,0.9408767223358154,822.0026718422052,271.7775006602518,220.16823357530563,0.9527301192283628,802.467109800574,-205.23730058270667,201.3292648425937,0.5530436038970947,489.1922113982563,152.7819566953962,147.71696888706504,0.7348999381065369,499.3476137411799,-51.04781223280767,119.9687216888697,0.5680295825004578,633.1264295757971,167.29978447484356,-180.40881144153832,0.3464046120643616,1150.3117036705662,-18.384202978778184,307.4090215963927,0.0684252381324768,548.6780354616851,181.89694238780623,-479.6217103813774,0.034567475318908684,1710.6034025268314,43.064117104376685,765.9623964576331,0.008403956890106201,1756.6366321872674,1946.7918618875512,5.42,358.55336781273246,863.2327928313267,2094.51,8.063160936337853,90.06,1759.8033678127326,1483.7037359177436,8.543264374535141,179.85,294.8291147040025,2095.599896561803,7.1201034381972885,92.82,274.0226893931295,2097.286321872676,7.780103438197289,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35597,35597,1126.7670280944133,1568737433.7449574,1126.7670280944133,-94.18473896258284,622.033284294769,67.25587532581179,654.4760409238362,0.9986051321029664,649.0457864692421,95.67585298578736,705.9116383595506,0.9860454797744752,654.1001617306935,37.40410145078556,703.3902287974812,0.9896575212478638,603.8989200538713,135.39506305344742,712.5795913240967,0.5348438620567322,605.6368331093807,-9.408461391690071,698.6971027013391,0.5270093083381653,509.7918935596267,194.77963209398885,553.5343888920414,0.9492478370666504,523.8432856090766,-68.64477387385567,573.8718251621609,0.7698793411254883,633.7953559887625,234.80096706641282,352.3511878230305,0.9656651020050048,626.9900957644253,-151.31222191919503,351.52093147567206,0.9259188771247864,824.8767409774957,274.7405835445168,221.22517894857052,0.9565985798835754,811.6583922553084,-203.42434376132263,205.9479906462019,0.4966211915016174,483.2033594556744,151.92316779435933,139.0673645596669,0.7619925737380981,509.81800325841635,-37.26174367104062,134.79541485373042,0.4352648854255676,759.6650770138342,166.8597697100535,-27.57490789614593,0.3164939880371094,988.5801933283952,-38.36185796316004,192.89893569800248,0.08659672737121582,532.5386795752166,178.62807686326116,-497.27561172593835,0.029338032007217407,1064.1526528049808,-49.690932778159606,68.36500838044486,0.0051073431968688965,1756.6332971905588,1946.971951709832,5.42,358.5567028094413,863.5029275647477,2094.51,8.046485952793361,90.06,1759.8067028094413,1483.4202611974872,8.536594381117345,179.85,295.06589947033433,2095.589891571676,7.130108428323983,92.82,274.2828191364236,2097.2529719055865,7.7901084283239825,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35598,35598,1126.8,1568737433.7780395,1126.8,-101.0639232366757,627.5231369857861,65.47544299916004,660.3582134732019,0.9983645677566528,643.8052484057943,93.33568009117506,707.1374403952086,0.9869654178619384,645.9742452289972,34.754201435773325,702.5886185436162,0.98421972990036,597.6498041345615,131.75671175941073,710.8539766961203,0.5286322832107544,604.8135930030277,-13.847327381499666,699.1573578492782,0.5598686933517456,511.2812502206326,191.23841166189555,541.8496065585554,0.6559782028198242,524.3639134721468,-68.97160186013014,552.7072747593959,0.4219935238361359,629.3482899764829,234.35404990628976,352.4212524074063,0.9686791896820068,629.4507349850354,-150.90797461601446,358.0206748996144,0.9441007375717164,830.2392706872157,274.44790164647264,221.2161569291324,0.9495097398757936,813.2268507798448,-194.82593945322682,202.0933343979892,0.6430634260177612,471.01831486944235,151.52977142645508,135.59945249037176,0.7764790058135986,486.9118644447046,-30.73967020024816,171.69479318584544,0.7351722717285156,824.4813812128003,160.30200008392697,52.682433697158615,0.3612177670001984,773.3182195608744,-59.62483853610119,85.91009720320162,0.4727810919284821,491.92850538270034,181.99310051486896,-539.0568353478196,0.059469133615493774,756.9736486966867,-82.99825016930029,-151.52861923496874,0.009458988904953005,1756.63,1947.15,5.42,358.56,863.77,2094.51,8.03,90.06,1759.81,1483.14,8.53,179.85,295.3,2095.58,7.14,92.82,274.54,2097.22,7.8,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35599,35599,1126.823964796585,1568737433.811448,1126.823964796585,-88.72768263825867,624.7982021449825,60.3057626089415,658.349859276122,0.9981578588485718,646.7163163868836,88.89806727581741,709.0459683909123,0.9894473552703856,645.3203482997069,29.374889069613467,702.7250728502606,0.977473258972168,600.5614841874037,128.3477633720922,711.7410114602541,0.5911428928375244,614.1774765867608,-16.788987142025867,707.4664815242778,0.6799638271331787,516.2903824003896,188.13944434099946,539.0893300616877,0.6898993253707886,528.2320391096113,-68.14223316697847,557.3136491296949,0.7770558595657349,626.5230469692266,234.2235156822061,352.2797299372925,0.9696488380432128,627.7954222936145,-153.01604973968594,357.121365616492,0.9342273473739624,830.2991323447386,275.0086532214897,221.98927304782046,0.9375598430633544,805.6503388382954,-194.31321308336624,194.1618721292949,0.6124101877212524,464.32283585035566,154.67057323564157,145.60972825894746,0.6166707277297974,486.39468682940856,-26.302023697109078,203.7528090794733,0.6094891428947449,832.6497002145825,147.64199929931326,71.34616223459955,0.2671873569488525,719.7681870633675,-61.2833740549813,100.89003622097452,0.6497985124588013,469.37060712026187,180.74284582662474,-567.9438030260511,0.033284664154052734,714.7328634790942,-71.2752775112667,-130.41541230329895,0.07228171825408937,1756.6252070406829,1947.2794099015591,5.417603520341502,358.56,863.9593218930213,2094.51,8.015621122049017,90.06,1759.81,1482.9339027493693,8.53,179.85,295.4701500557533,2095.570414081366,7.1447929593169945,92.82,274.72213245404583,2097.198431683073,7.790414081366012,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
35600,35600,1126.8477955109834,1568737433.8446698,1126.8477955109834,,625.4674737982832,58.51123976808326,656.4708743005584,0.9982024431228638,653.9861008912848,87.03968999125385,711.7226546109566,0.992989420890808,648.8575658099477,25.92768854555716,703.9079859073039,0.9947774410247804,589.6410312425147,127.8077806563625,708.0112293641968,0.6772124767303467,611.6032263075194,-19.566540656528048,706.8817548580918,0.6449661254882812,509.4166379050496,191.48735391903614,555.0353190867422,0.9032557010650636,527.3389144201061,-66.57728267713101,571.9385416662864,0.9607147574424744,621.9101228955063,233.62591007131226,350.7169751346296,0.9720746278762816,629.6363723403377,-159.57833662733916,358.0341132610328,0.8926078081130981,832.8204821778044,277.2231512422488,225.33169616372192,0.9471951723098756,809.1463225446765,-193.76605989260102,198.33746605338257,0.6515451669692993,461.03772797684775,148.27728864308025,176.2479577126349,0.7064072489738464,504.7676349448767,-24.03190941307395,187.5150425541715,0.17021101713180542,791.8038545635362,144.37695357942292,52.46298115098882,0.14844894409179688,708.450142830362,-61.80393526616098,105.42639947107695,0.6206973791122437,449.480397009376,181.32115978334525,-593.8730732039721,0.03799664974212647,686.1865988756548,-72.27812613373453,-130.14431917975642,0.042760252952575684,1756.6204408978033,1947.4080957593092,5.415220448901689,358.56,864.1475845367665,2094.51,8.001322693410131,90.06,1759.81,1482.7289586055454,8.53,179.85,295.6393481279801,2095.5608817956067,7.149559102196622,92.82,274.9032458834717,2097.1769840401153,7.780881795606755,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,17,1568736260
