,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,W_in-P_out.10_x,W_in-P_out.10_y,W_in-P_out.10_speed,W_in-P_out.10_angle,W_in-P_out.11_x,W_in-P_out.11_y,W_in-P_out.11_speed,W_in-P_out.11_angle,scenario,participant_id,source_file
29928,29928,938.5648459804312,1568806082.3247993,938.5648459804312,-82.52080398504381,607.414493835083,49.00787228048972,692.0992819383696,0.9979585409164428,595.9519843208492,80.6663916979785,732.4694757954503,0.9976683259010316,602.238571869275,19.29112700414341,729.2830118918463,0.9943612813949584,572.4578129925031,117.04369437007091,739.8801820372287,0.8386677503585815,603.3151184961278,-21.65738831921871,748.0705158959253,0.4286558628082275,477.22461523910346,179.54819809174774,605.796662931994,0.9064877033233644,518.1430823105967,-70.56270672081537,607.0664073363463,0.9321445226669312,590.5079997368448,255.63460538056339,393.23311537500206,0.9375275373458862,625.7385611106185,-140.56985691676348,412.87746086832936,0.8879444599151611,726.1483373985167,305.41440397636796,216.7986686897864,0.9265670776367188,750.0198646742264,-198.46404083052812,240.46974646375102,0.6451593637466431,426.3289890748507,159.05296524362845,77.62667371119248,0.0029356777667999268,442.2056013065727,-32.075989428074834,197.76017647602936,0.10910946130752563,716.5054561561485,162.17436825399068,53.55140722135724,0.22425606846809387,653.4421709472558,-39.89008403791553,74.80224334455893,0.6048916578292847,502.96692889837686,196.54373794560527,-495.4959343505834,0.008117347955703734,475.5819626117046,-105.01573528684023,-423.1580723698991,0.009870469570159912,1756.8770308039138,1938.920168294328,5.313515401956894,357.55460781369817,623.4328294512761,2094.77,7.632969196086211,90.06,605.5557986473622,2094.79,7.791092411741364,90.06,585.8711908336641,2094.81,8.38484598043106,89.87,1759.9464845980428,1429.7904477839481,9.42539218630174,179.85,400.8304064610605,2093.83,7.092969196086211,89.67,385.6104064610605,2093.746484598043,7.0324229902155295,89.67,314.921190833664,2094.6140616078274,8.546484598043106,92.82,226.21016829432773,2103.1446078136983,5.4529691960862126,98.48037791154294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29929,29929,938.6,1568806082.361085,938.6,-81.76465616639689,608.0261796513245,49.01912546086295,691.4242898644403,0.9978666305541992,591.8541402855174,80.29296180264559,731.6874953274112,0.9971318244934082,605.5527317598339,18.013462180261214,729.8458656431069,0.9935575723648072,570.7544829011705,114.802446248417,739.8091426624508,0.8427881002426147,600.3301566901108,-24.78741383531,747.4952217187085,0.4878309965133667,493.1006353143928,176.95940168397254,612.6369254676498,0.8998509049415588,513.8089061682293,-69.89543963797107,608.1135699662068,0.9298782348632812,568.6125006613507,256.68766111319337,371.02770080028677,0.9019175171852112,599.4250040392528,-139.59350021739104,421.2870358392855,0.3254255652427673,726.7020832953847,307.00864268777343,214.11869081071868,0.9284439682960508,740.3158663556931,-200.51773071095704,232.56905856210025,0.6873530149459839,408.5579148114454,160.0791980837997,63.39748382080866,0.003458648920059204,448.1114763833876,-28.54353134302371,204.40823395117351,0.03269284963607788,768.6900001540649,164.5464586468029,96.64636881304753,0.257222980260849,649.9739954181142,-51.70734670684554,97.94045649979591,0.7660901546478271,471.6610725961697,206.85440670737927,-530.6658427413695,0.0028558671474456787,497.39572127759436,-104.44634140804509,-371.4363319157642,0.007257968187332153,1756.87,1939.11,5.31,357.53,623.7,2094.77,7.64,90.06,605.83,2094.79,7.77,90.06,586.17,2094.81,8.42,89.87,1759.95,1429.46,9.45,179.85,401.08,2093.83,7.1,89.67,385.86,2093.75,7.05,89.67,315.22,2094.6,8.55,92.82,226.4,2103.12,5.46,98.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29930,29930,938.6314007089612,1568806082.3918777,938.6314007089612,-77.79924307946646,607.7657175735901,46.57267716462513,691.9286350640074,0.9975041151046752,591.5607554691094,77.59600477491044,731.6975636491879,0.9974926710128784,609.1918376730438,15.985668673535097,733.4149110340857,0.9946023225784302,569.6382803575023,116.35023341663904,741.5446533983678,0.835524320602417,605.5713772133762,-25.819319365234453,751.9088488045633,0.4204395711421967,482.8102070572269,175.91814733023102,606.7468465666408,0.9134541749954224,521.9851908144863,-70.5165522955905,609.4829426838207,0.9199568033218384,589.3462497319208,258.748491620454,384.31498088030156,0.8613693118095398,622.3938521420782,-139.34874599369272,414.2116795439246,0.8399957418441772,721.3841122016687,307.0718838619913,206.53853094789054,0.9182231426239014,731.0333353686876,-200.21339209999599,227.15398995664086,0.7498388886451721,409.91273569659376,169.15384525118031,55.15257419102632,0.002880990505218506,453.8556789472999,-29.966400084107384,208.4382681812806,0.019868344068527215,550.6146938948657,179.8186289113739,-174.37268439079307,0.1491234302520752,661.2860322130903,-50.43041585383186,117.130764212004,0.6723507642745972,455.32303496254235,213.88166681776454,-553.4797719144317,0.002296358346939087,516.929889681821,-103.64633405794096,-330.83849525122866,0.009545505046844479,1756.8637198582073,1939.2732836865985,5.30685992910388,357.5457003544806,623.9386453881051,2094.77,7.63685992910388,90.06,606.0749255298972,2094.79,7.77,90.06,586.433765955274,2094.81,8.42314007089612,89.87314007089613,1759.95,1429.1616932648687,9.453140070896119,179.85,401.29980496272833,2093.833140070896,7.093719858207762,89.67,386.07980496272836,2093.75,7.05,89.67,315.4900460970663,2094.5874397164152,8.55628014179224,92.82,226.56956382839041,2103.0980195037273,5.46,98.10415602981732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29931,29931,938.6656822414457,1568806082.425495,938.6656822414457,-81.70725751308572,600.2836132910547,46.66417721401341,688.0003833702551,0.9977085590362548,595.2552392134214,78.44293929261944,732.7156516199108,0.997256875038147,602.2788979959295,17.570142374764732,729.0957656164301,0.994115710258484,557.7858549469585,115.35484462992413,735.5750491829292,0.8568186759948729,602.116243185116,-26.79059593731366,750.516348186233,0.4162213206291199,494.3159223790277,174.8783047971218,611.4660184338293,0.8997868895530701,515.0889889073646,-69.30770512679568,606.605704671583,0.920321762561798,577.296021262592,259.8659763012353,373.2744117051342,0.8701131343841553,622.2822554438395,-138.4763003297791,418.9195655166138,0.8119766712188721,727.093284558872,306.2360702904552,211.67408288605625,0.9315314292907716,729.0574055635277,-200.56629581110053,227.2460961242484,0.7333382964134216,396.1020922084311,170.8816121299998,70.57014495143088,0.016912519931793213,456.29447020991796,-31.295701386422127,210.54121378022148,0.01717051863670349,689.5718302662358,172.7371661629094,-7.387341580519831,0.25847166776657104,676.9246418720159,-49.33089864459205,131.19697598879623,0.6503671407699585,450.405979326604,213.02301084080608,-568.9861058586564,0.006547987461090088,536.8338997701128,-101.94729038430927,-307.53201139926637,0.00899389386177063,1756.8568635517108,1939.4515476555166,5.303431775855448,357.56284112072274,624.1991850349859,2094.77,7.633431775855447,90.06,606.342321483275,2094.79,7.77,90.06,586.7217308281422,2094.81,8.426568224144551,89.87656822414455,1759.95,1428.8360187062674,9.456568224144553,179.85,401.53977569011863,2093.8365682241447,7.0868635517108975,89.67,386.31977569011866,2093.75,7.05,89.67,315.78486727643144,2094.573727103422,8.563136448289104,92.82,226.75468410380574,2103.0740224309884,5.46,97.91217944790512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29932,29932,938.7,1568806082.459148,938.7,-82.54077360682744,600.0888016106499,46.778289311688994,687.2649175552465,0.9978472590446472,599.0820769046447,79.01523004602869,734.0036048497187,0.9974610209465028,601.868464089104,17.021972964802142,728.7813222543817,0.9941170811653136,562.9642908071909,117.15772089347072,739.3426632792122,0.8361014723777771,595.8035848527667,-27.33847304942489,747.4290368127655,0.31586506962776184,487.9256891267,176.32961079535667,606.8603155768938,0.9129197597503662,509.0835354634311,-69.76790091991957,606.8450938716363,0.9110537767410278,581.5875651462458,257.22780399017034,371.11328799876253,0.9821995496749878,611.2233184057833,-141.76475258007724,423.94362800872113,0.7947759628295898,735.5321924311107,304.6136128074725,216.57279132161528,0.926547646522522,718.4689385778331,-203.79916902222686,221.406702124267,0.7551601529121399,395.4099918623608,167.31686323627122,58.819083284106576,0.003166288137435913,461.55648357924974,-30.98036384800391,218.79494643941743,0.011025428771972656,509.68525379336256,189.43107319571243,-215.12466783978542,0.10484221577644348,681.3042033496959,-48.30844965563301,131.82158108485896,0.6947438716888428,440.9761640581076,198.2418841581578,-583.56556380429,0.007672518491744995,568.2391935655463,-107.6118661459313,-321.7983795095545,0.012529671192169193,1756.85,1939.63,5.3,357.58,624.46,2094.77,7.63,90.06,606.61,2094.79,7.77,90.06,587.01,2094.81,8.43,89.88,1759.95,1428.51,9.46,179.85,401.78,2093.84,7.08,89.67,386.56,2093.75,7.05,89.67,316.08,2094.56,8.57,92.82,226.94,2103.05,5.46,97.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29933,29933,938.7334645743947,1568806082.4928071,938.7334645743947,-81.6134529430682,600.1290694426427,47.425412951326344,687.1267283253162,0.9978342056274414,589.0404858736242,79.83449211840536,729.4248622427792,0.996957540512085,598.9382793858991,17.77135457248761,726.2353126454732,0.99336177110672,574.7608754562806,118.17479718579996,743.0674214818108,0.8377270698547363,594.5943880654636,-25.178772111851696,744.7490347692253,0.303384006023407,487.1297098128984,177.24640481878285,606.786456082797,0.9207454919815063,509.4942215598175,-68.16797349509028,605.0093993001773,0.9067831039428712,561.626324737883,262.26135981096957,357.51337922111594,0.9773129224777222,627.4592639152016,-137.63417667609443,434.73652028633654,0.7775204181671143,726.3990085460837,308.0171123113018,212.34752848245603,0.928546905517578,718.0733498778619,-203.54070849556248,221.6844030015894,0.7451931238174438,396.99502321629984,165.7876252951464,57.95506610343257,0.0028367042541503906,457.22644399146776,-28.57895960755256,220.16508411843816,0.010628283023834229,405.04061243259684,200.88268071257409,-337.51247462078214,0.11749649047851562,647.353656007637,-36.00698081291226,103.56234042461395,0.6871410608291626,442.6084789852581,192.16411152256734,-570.0082955077535,0.006772279739379883,594.470295618956,-105.22067932064188,-318.21457916203155,0.01122903823852539,1756.8433070851208,1939.810708701733,5.306692914878983,357.6134645743949,624.7176772228407,2094.77,7.640039372318474,90.06,606.8710236802804,2094.79,7.796771659515931,90.06,587.2877559674778,2094.81,8.403228340484068,89.89003937231848,1759.95,1428.1954330006877,9.443267712802543,179.85,402.017598478204,2093.84,7.069960627681525,89.67,386.7975984782039,2093.75,7.05,89.67,316.3644488823568,2094.5432677128024,8.559960627681527,92.82,227.12405515917203,2103.0299212553628,5.4834252020764405,97.52590546850948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29934,29934,938.7668134733448,1568806082.52635,938.7668134733448,-77.7397976249577,596.8649551216678,46.95495343368664,685.2551869304308,0.9975987076759338,590.5153656693308,79.82187982302274,729.2034945798189,0.997109055519104,598.4701279075206,18.536410456290948,726.6244018435414,0.9923124313354492,556.8585228107382,119.47240413449593,731.5734966203198,0.8343032002449036,592.4789277029973,-23.79243644588789,741.2438072576572,0.3397345244884491,479.04249985857126,179.24294133140472,602.6895166950028,0.9013400077819824,513.4006058521782,-67.35415442870118,607.1766679469962,0.905531406402588,576.3257651559246,256.2800161042116,376.85885785987165,0.9244381189346312,624.0521572315789,-132.6306199330764,419.22035314528966,0.8578057289123535,734.3909686363482,306.7136790402953,218.6805911786526,0.9239928722381592,744.3631479727237,-192.59925227399484,230.4642819964197,0.8556723594665527,413.2735473671994,165.44684235565995,68.69970781471932,0.0032996535301208496,455.6623481344082,-27.052392842207784,219.97998491307143,0.025405436754226685,634.4933594852823,183.32229664601024,-58.684483580358496,0.2921085357666016,653.0102152158881,-37.474232179527256,90.61721158159351,0.5443131923675537,395.2932150160276,216.6001037304034,-625.9735057230588,0.005329996347427368,593.6291506485658,-100.39851946285346,-324.96091036608686,0.007187753915786744,1756.8366373053311,1939.9907927560625,5.31336269466898,357.6468134733449,624.9744637447558,2094.77,7.6500440420034685,90.06,607.1311450920903,2094.79,7.823450778675918,90.06,587.5645518287628,2094.81,8.376549221324083,89.90004404200346,1759.95,1427.8819533505578,9.426593263327554,179.85,402.25437566074885,2093.84,7.0599559579965305,89.67,387.0343756607488,2093.75,7.05,89.67,316.6479145234316,2094.526593263328,8.54995595799653,92.82,227.3074741033969,2103.009911915993,5.506769431341429,97.33248185459959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29935,29935,938.8,1568806082.5597296,938.8,-107.39694016712671,600.050158594426,54.031249537241976,686.8392070299827,0.997893750667572,589.5563866109218,82.3818560777447,727.1742646143881,0.9955646991729736,602.9502693749383,24.79972118634707,726.1813131069746,0.9935593008995056,557.7730692391042,119.91625749353098,731.5679924360659,0.8006566762924194,590.9682604917031,-18.724158750690275,738.6462459343124,0.3920050859451294,481.44304573847313,181.5959163558198,605.9219070330528,0.9127607345581056,503.8992237455974,-64.47252453654272,606.7976832622793,0.9092560410499572,583.1041998764738,257.91394048372695,379.8871831078029,0.9109877347946168,591.8329161882185,-131.21238634672784,417.13685577167615,0.4774036407470703,728.7377866467365,308.5064655103584,211.7998984802624,0.9300583600997924,732.4288752666513,-193.30158274477157,234.44294009390617,0.7535057067871094,411.5958980470304,166.55617081058253,91.2074348128611,0.014354944229125975,434.9333084287195,-37.86590325333185,224.5301828697406,0.6532003879547119,550.0685994736666,185.1526709833716,-80.92333746563611,0.6361352205276489,666.6718515516383,-34.905572555770675,80.46259370374794,0.373806357383728,384.7764162357897,226.67539763522416,-637.8079947082148,0.003364264965057373,612.0501972399634,-89.44694293910828,-347.4347314632557,0.0066824257373809814,1756.83,1940.17,5.32,357.68,625.23,2094.77,7.66,90.06,607.39,2094.79,7.85,90.06,587.84,2094.81,8.35,89.91,1759.95,1427.57,9.41,179.85,402.49,2093.84,7.05,89.67,387.27,2093.75,7.05,89.67,316.93,2094.51,8.54,92.82,227.49,2102.99,5.53,97.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29936,29936,938.8490432293352,1568806082.5940404,938.8490432293352,-80.81192968831651,599.6815578925282,58.418390081441366,688.0412671637323,0.9977066516876221,586.0990722672177,86.55303066185299,725.4912024278152,0.9933159351348876,605.8470510885751,28.69724745326743,729.2724005987227,0.995002031326294,559.9740682802999,122.01003158442344,734.6876301780998,0.7019173502922058,591.2450366023787,-15.924794812653527,736.4992834700174,0.3623607158660889,489.4285346398767,180.78143891906825,610.8205033117076,0.9022389650344848,499.76362337467583,-62.66442001306339,603.2791817084085,0.8915368914604187,590.3963692973946,256.482163044258,387.0070992427075,0.9157392978668212,605.0230879581317,-125.97805572278769,429.3015114204129,0.5201694965362549,728.9126287453805,310.49684280016965,209.9297004068717,0.9315601587295532,720.1008522343408,-197.7350264789241,227.94194468549625,0.7408672571182251,424.3166214580034,166.33545262180962,90.82677039531453,0.003883570432662964,426.72130580532234,-36.76253718118993,212.85985868772642,0.6325796842575073,662.739736856613,178.95769949374454,1.7585809673416293,0.2800596058368683,673.1391408632172,-32.49126361776112,69.36428971379557,0.3533916473388672,387.6745205935114,230.73091727901055,-635.8223048329745,0.003277063369750977,614.1079097374684,-81.56935555995629,-361.9676159945166,0.014733880758285522,1756.820191354133,1940.4299291154773,5.324904322933532,357.77318213573716,625.6027285429484,2094.77,7.645287031199405,90.06,607.777441511749,2094.79,7.869617291734126,90.06,588.2519631264166,2094.81,8.35,89.9247129688006,1759.95,1427.1089936442481,9.405095677066466,179.85,402.8382069282807,2093.84,7.0647129688005945,89.67,387.6133026053472,2093.7549043229333,7.040191354132937,89.67,317.3468674493502,2094.4903827082653,8.530191354132937,92.82,227.75483343841069,2102.955669739465,5.525095677066468,97.0615308330635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
29937,29937,938.9,1568806082.62969,938.9,-80.74708813870397,603.5583928487398,58.51034712564979,690.7882641484241,0.9980255365371704,585.908406918652,87.86278014359152,725.3454240492302,0.9933071136474608,610.3860945676292,29.82496854562569,731.2601126584967,0.9954859614372252,556.7641128501382,126.34374118434728,734.933090635697,0.7556148767471313,590.1271339199093,-13.31845854795608,734.9720860629312,0.4682070910930634,483.6729192601291,184.65879839794118,604.6906483031487,0.868600606918335,511.1689688644651,-60.611153182068776,609.3335831513966,0.8921031951904297,579.3011564923253,267.06566613153376,363.36879962439554,0.9684962630271912,600.1062513880662,-123.53069523152399,425.3717164910983,0.5442666411399841,732.981259780327,306.9960200629578,211.7602718016376,0.9151284694671632,713.355023995557,-201.63402500854943,219.87575870045725,0.7199288606643677,442.6799329826979,166.36786807131543,98.2245644652214,0.0033822357654571533,412.77637755564825,-33.62883290631206,197.7338436777531,0.7293260097503662,708.1202883823443,175.45366907145817,42.19490216316166,0.2929416298866272,657.1244303064483,-32.13164221694484,44.12348508307437,0.28030458092689514,403.4120125477201,232.3121426240737,-619.2821173271277,0.0029985010623931885,623.0813879021106,-70.53437410990516,-349.4890579123436,0.08511790633201599,1756.81,1940.7,5.33,357.87,625.99,2094.77,7.63,90.06,608.18,2094.79,7.89,90.06,588.68,2094.81,8.35,89.94,1759.95,1426.63,9.4,179.85,403.2,2093.84,7.08,89.67,387.97,2093.76,7.03,89.67,317.78,2094.47,8.52,92.82,228.03,2102.92,5.52,96.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a,18,1568805099
