,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,scenario,participant_id,source_file
38980,38980,1209.2,1568708862.3919108,1209.2,-84.1133756708893,615.3503311770344,65.31297889214048,687.5301614436834,0.9986884593963624,604.4992930527559,93.52426694015057,720.6330833336611,0.9903055429458618,615.8245928977059,38.906368766414296,720.2294338796294,0.9948961734771729,572.5571940434128,132.25478862394473,726.8056963778365,0.8585084676742554,580.2901424568588,-11.495929605976643,710.7298334234331,0.8940752148628235,494.61967613611966,191.86199148037758,562.2887796644212,0.9761955738067628,478.5114217570254,-70.33034173590514,556.3084918589278,0.7976283431053162,602.3489841663052,244.02572684342726,385.0501802879816,0.9781548976898192,559.4297268731913,-146.3215801447663,371.8301845676931,0.9767873287200928,757.4284867697676,291.7038973670912,237.97805818527402,0.6472072601318359,715.7821501173511,-175.11122705080868,201.44742793208684,0.8867108821868896,465.15005539805196,160.05146030643567,148.3737544506809,0.3879746198654175,487.1465705833318,-54.413810538040465,123.35432567187893,0.0460553765296936,679.4999636807047,169.00136679897673,-80.58749101534393,0.6353999376296997,864.5769730101421,-61.73497031586415,95.96599478144657,0.7221137285232544,298.9638174674395,223.0532148851716,-749.5710677838588,0.009234786033630371,618.6809627655208,-72.59488897435978,-409.4729429437358,0.09039822220802307,1756.2,1990.45,4.1,357.36,997.77,2095.76,8.82,89.4,981.96,2095.59,8.76,89.4,1760.18,1338.45,7.9,179.85,110.31,2132.06,6.94,106.01,,,,,,,,,,,,,1a,14,1568707580
38981,38981,1209.233322221119,1568708862.4255133,1209.233322221119,,615.0324592647789,64.67419145861942,687.5704804556544,0.998778223991394,597.0285597236327,93.92336720618664,717.3570552882547,0.998790979385376,617.8814904432879,37.29314430906754,720.3424222189769,0.9945212602615356,567.8819092292679,133.03115797410214,727.5111692455868,0.8895158767700195,582.6749781786838,-12.258637726387244,713.9209413580609,0.8797962665557861,500.50316970052864,192.5598096656884,561.3620988330474,0.969077467918396,476.4098121555378,-70.46270750117499,555.1850378953241,0.791001558303833,601.1803744271048,243.76252966020752,387.4353483188473,0.9728344082832336,554.4005364250747,-153.2340527092633,362.10047393953005,0.9775558710098268,755.2766425027393,287.67267229734705,234.62285014522485,0.7124330401420593,730.1309096906745,-175.48039802983945,211.70334436363862,0.9162575006484984,466.69534416526716,160.12783112460698,160.34246109986177,0.1963473558425904,485.4919642318839,-55.08933429655103,127.61767303009918,0.04604285955429077,678.6969398065827,168.50075200956482,-76.50275709974389,0.6215915679931641,870.5687862039099,-59.53433847229456,105.20739166250628,0.7669433355331421,309.13921488232603,224.16374019368905,-737.0359749885,0.007795751094818115,607.4031021188214,-74.83867249084449,-423.8770054930088,0.15237122774124146,1756.1933355557765,1990.5866211065875,4.096667777888111,357.3566677778881,998.0632355458463,2095.7633322221122,8.823332222111889,89.4,982.2532355458462,2095.593332222112,8.79665444323077,89.4,1760.18,1338.1867544531608,7.883338889440559,179.85,110.5299266593846,2131.9966877798747,6.933335555776224,106.01,,,,,,,,,,,,,1a,14,1568707580
38982,38982,1209.2665285914916,1568708862.458999,1209.2665285914916,-79.84495169394549,619.2923609835234,64.5224245165686,689.5117960776863,0.9985804557800292,599.962120011642,92.9081417665739,718.7796306789106,0.9987491965293884,617.9017290445119,36.52844579699849,720.5670793138936,0.994121789932251,573.3706600474823,132.01071254933723,729.6288205788728,0.8920468091964722,580.0772252864613,-12.94945741248888,711.9181755079228,0.8932790756225586,500.6230017633093,192.90812199044743,561.9353077598881,0.9660262465476992,477.83712156900026,-69.92596549803132,557.3777883736146,0.7958803772926331,594.284720114384,242.96816232203042,391.12435307212615,0.9593298435211182,567.4064529280835,-150.90992992346526,367.9938678353939,0.9725697040557858,748.33660431,286.166653317325,230.7629649943445,0.6879242658615112,735.7515578459427,-177.15000094060562,214.201947616926,0.9159197807312012,469.1451137220008,160.82733716873966,168.77633034243522,0.10561642050743104,488.0779958876658,-52.046018824794366,130.37082758943723,0.046704709529876716,790.6380958449988,154.0899644713898,61.7973484600784,0.7296761870384216,870.7725886812059,-52.99589483553189,111.82654493589428,0.6882272958755493,338.3947623737501,196.8825668532359,-707.4496271851563,0.00914376974105835,584.9724377122652,-75.3438327361954,-447.69731679454765,0.1350126564502716,1756.1866942817019,1990.7227672251145,4.093347140850863,357.35334714085093,998.355451605124,2095.766652859149,8.826652859149137,89.4,982.5454516051241,2095.5966528591493,8.833181450640502,89.4,1760.18,1337.9244241272186,7.8667357042543165,179.85,110.749088703843,2131.9335956761665,6.926694281701728,106.01,,,,,,,,,,,,,1a,14,1568707580
38983,38983,1209.3,1568708862.4927518,1209.3,-84.93475437419643,615.2712762920254,63.52274378518764,687.6785285175583,0.998733639717102,604.0307909424446,91.0488145591323,721.5702235569272,0.9931753277778624,610.8690870448349,34.84400564333008,717.8850851183295,0.9940001964569092,576.5057350751129,130.80881656987106,728.6361895831419,0.8959473371505737,579.9237419853521,-13.8744677327774,711.4727478027638,0.8772324323654175,499.84689185524843,191.6927959650004,563.6027011496769,0.9732881784439088,472.9268297708508,-70.87089273727652,556.5414413419128,0.7742695808410645,599.6354313020032,243.2865019622809,389.8965613180468,0.9737561941146852,555.1994557032656,-151.91911112188671,361.4072303272432,0.9722459316253662,753.3687385049692,285.837318031108,233.82520295327402,0.6845202445983887,724.3203909327832,-179.9277931372347,207.8804808940483,0.9174741506576538,483.4771310545228,161.3795550192765,178.91517336310204,0.1315692961215973,483.7998665322692,-50.45541982942419,117.19395272801384,0.12272918224334715,769.9686431450874,147.76062258333098,65.82388098318935,0.7069368362426758,876.8962171659006,-47.44100014723882,117.08659323048307,0.6562165021896362,326.0045686388188,183.23360446449533,-677.9896642751818,0.00948759913444519,547.1373911591169,-77.36648654715742,-481.5332216285421,0.25602516531944275,1756.18,1990.86,4.09,357.35,998.65,2095.77,8.83,89.4,982.84,2095.6,8.87,89.4,1760.18,1337.66,7.85,179.85,110.97,2131.87,6.92,106.01,,,,,,,,,,,,,1a,14,1568707580
38984,38984,1209.3335388223193,1568708862.5266454,1209.3335388223193,-79.86621434366798,618.889114850457,61.95280966331914,690.3640614906329,0.9986505508422852,608.2568775791748,89.05062897817865,722.1183234104311,0.9940066337585448,617.4149148863099,34.091278680372106,720.4873763698793,0.9931931495666504,577.2918158856369,130.7950501143215,727.5670572008759,0.9196046590805054,590.6939445577586,-13.325178072464444,715.8431616449183,0.8873999118804932,498.04137236778337,191.60543801170516,560.9285205863497,0.9711273908615112,478.620385614081,-75.16661690424345,555.6359211522943,0.9601006507873536,601.6933973110912,240.38928150904925,386.272137111553,0.9708898663520812,557.6873871110123,-153.62189520294095,364.6754200307976,0.9747973680496216,761.9170397026395,283.837563127901,236.09635300862226,0.7529819011688232,727.3573685541096,-182.9970915941932,209.21004568231243,0.9201115369796752,494.5170903875068,161.51296172917787,188.02930051852127,0.10369035601615906,474.4319175516532,-43.51134492300965,135.6663386215648,0.5004006624221802,732.6521106906584,147.0778410173709,47.28552158033966,0.7483729720115662,871.8354528198413,-43.879357556611346,121.78361183234264,0.7144233584403992,328.3080336799668,178.8803952224128,-655.9842860939699,0.008578091859817505,515.1815423224356,-79.58622440809154,-502.26323473509234,0.3627011179924011,1756.1732922355359,1990.9975091715091,4.09,357.35,998.9451416364096,2095.773353882232,8.809876706608437,89.4,983.1384955186417,2095.603353882232,8.87,89.4,1760.183353882232,1337.3983971859095,7.853353882231928,179.85,111.19471010953909,2131.8062762375935,6.953538822319268,106.01,,,,,,,,,,,,,1a,14,1568707580
38985,38985,1209.3663795483014,1568708862.5598335,1209.3663795483014,-84.24336497287506,614.8428659113321,62.10285252840534,688.5599046382454,0.9986914396286012,608.2033737310272,89.25295612211869,722.8178117980458,0.9941486120224,617.6525408606777,33.49033707273351,721.0057954322066,0.9936295747756958,577.2412382865452,128.5718950081077,727.7017970041662,0.9109270572662354,591.9822323792663,-14.216382876276205,715.9539977163411,0.8788252472877502,498.6379763434793,191.33737145026183,565.679839537092,0.9770568609237672,489.26367350677066,-75.37836133393337,555.7412348849264,0.9701957106590272,596.7265570516042,240.12855456373427,385.9302810334011,0.9735852479934692,561.9046055163407,-150.96293628842398,356.47757130426857,0.8939735889434814,763.7514141056839,281.6316941500671,235.5422631569369,0.8184442520141602,719.0823253483452,-188.28193769068204,208.4445777962357,0.8920496702194214,491.3445608730429,162.15732922693084,188.05241025163693,0.07704794406890869,475.05485130288207,-32.884383906984226,172.67249415516662,0.8422277569770813,706.6462397284956,150.54684619766954,37.66886261700688,0.8098194003105164,875.3075828694148,-42.10374159371853,122.96297075144692,0.6854119896888733,346.7525531702742,175.4939617213942,-669.6285496406191,0.010672688484191895,475.5821868429981,-78.06959028333517,-539.0298771327664,0.2554786205291748,1756.1667240903396,1991.1321561480365,4.09,357.35,999.2341400250543,2095.77663795483,8.790172271019028,89.4,983.4307779798843,2095.60663795483,8.87,89.4,1760.1866379548305,1337.1422395232476,7.856637954830163,179.85,111.41474297362085,2131.7438788582267,6.9863795483016204,106.01,,,,,,,,,,,,,1a,14,1568707580
38986,38986,1209.4,1568708862.5938096,1209.4,-84.24336497287506,614.4527458520273,60.255850104194025,688.7344885481929,0.9986878037452698,600.0249598068705,87.62657260462136,720.367186298646,0.995181918144226,617.6470659197722,30.778995700763197,721.0529553602321,0.9908427000045776,573.7800117333205,128.48721977650885,726.5073240564673,0.9245480298995972,587.7517415208517,-16.20543907909253,714.9032441461684,0.8449245095252991,494.2337396732712,189.08578976201233,562.3670564578035,0.9718120098114014,482.0991656697142,-79.03853021174204,550.7920635823511,0.9691620469093324,600.8111608632139,239.135849195211,387.3934728873474,0.9732828140258788,557.5722202092513,-150.06259491244998,355.24117996925315,0.8852764368057251,774.0636100230847,279.3081127634838,241.5906029991013,0.7466264367103577,721.6474577260399,-190.67844138752238,209.51947654709525,0.8942737579345703,488.38446816786416,161.97555987410834,187.39948526895802,0.08355456590652466,456.2807890254296,-35.18711639844042,165.63338048458212,0.8501385450363159,690.35339940735,148.71291334619087,34.767609402910104,0.8213120698928833,871.7902810357785,-40.360565238612644,118.6330289849242,0.696344256401062,344.9990329265383,176.88304327194814,-643.2560729971473,0.01251506805419922,453.812191949994,-80.22561808151015,-564.9433083190122,0.05729532241821289,1756.16,1991.27,4.09,357.35,999.53,2095.78,8.77,89.4,983.73,2095.61,8.87,89.4,1760.19,1336.88,7.86,179.85,111.64,2131.68,7.02,106.01,,,,,,,,,,,,,1a,14,1568707580
38987,38987,1209.4323077244094,1568708862.6270332,1209.4323077244094,-79.98224376551894,610.8565662127805,60.10749228945785,687.5037492843442,0.9987521171569824,603.4951766875606,87.47286754611875,722.7723974651944,0.9957565069198608,615.5873911815986,30.33198246524541,721.0139457855995,0.9924168586730956,569.3001653480287,127.24530735114232,724.5921765445395,0.9174816608428956,586.1023874997106,-17.221760415497425,713.0792641470375,0.8403345346450806,495.6239838328845,192.7340611362743,558.6315615291782,0.9283169507980348,467.49729089284347,-80.52187195242772,545.3727433936072,0.975083589553833,596.1493973853769,238.32203967932998,387.0787413918952,0.9706106185913086,560.4794764540197,-152.1941375247954,358.49909608732025,0.9073583483695984,772.3062291569797,278.11059287055525,241.85558977389329,0.7966098785400391,719.805459964707,-187.22660923635502,205.6481570063464,0.92424213886261,473.29073001529434,163.31047388950762,205.0338727714186,0.4788752198219299,457.4030995214016,-35.82351599813961,169.9203755613776,0.8362137079238892,698.5735365308681,152.22292670995526,54.74532384040693,0.6961643099784851,862.582731367091,-37.88155664351507,108.27603937466614,0.6336790323257446,431.2485404672023,173.01568239873367,-538.9678295843377,0.008017003536224365,438.7615226224343,-80.93018797583908,-585.970653762463,0.03384342789649964,1756.153538455118,1991.4024616700785,4.09,357.3370769102363,999.8175387472428,2095.783230772441,8.80230772440932,89.4,984.0143079748019,2095.613230772441,8.834461503149745,89.4,1760.19,1336.6247689771665,7.8567692275590675,179.85,111.85646175354246,2131.618615323622,6.994153820472543,106.01,,,,,,,,,,,,,1a,14,1568707580
38988,38988,1209.4650056454475,1568708862.6606581,1209.4650056454475,-84.30810332145445,613.3947358646589,57.60865420071626,690.3490476485608,0.9987927675247192,603.9245195944995,83.6776352028127,722.4329486019269,0.9975566864013672,611.5953691885428,28.510639194499326,716.0090210970952,0.9985766410827636,575.1811345946519,125.65442335362579,726.1765038091647,0.9552911520004272,582.4253223206949,-18.171962505987143,711.9914644217041,0.8379552364349365,496.3950206807392,192.14807706857934,556.9391431257784,0.9338024258613586,470.07905113526846,-82.6117822260541,548.2044817134682,0.9724003672599792,603.9245761204515,236.8414122312344,391.6633633735968,0.9779249429702759,556.3562422226788,-158.23854681643,358.2478772150992,0.7305375337600708,775.8371663751828,277.4187846598566,241.970199678294,0.8026982545852661,722.6317733358977,-186.42428712804343,207.50848232306873,0.9329817295074464,477.10561747178315,157.96525590803418,203.0115183256885,0.3539028167724609,475.26712926380486,-40.82401142503205,149.85588225511987,0.04045721888542175,642.5731061062165,151.25296200187555,-5.489894492823453,0.8632499575614929,864.3891409969654,-35.11580953711696,105.73560081447347,0.5824991464614868,403.72025510900085,174.10534337683598,-601.3886565227448,0.003707826137542725,414.50811259979605,-87.74385552187296,-617.2800263829621,0.02583092451095581,1756.1469988709107,1991.5365231463347,4.09,357.32399774182096,1000.1085502444824,2095.786500564545,8.835005645447456,89.4,984.3020496799376,2095.616500564545,8.798493790007795,89.4,1760.19,1336.3664554009654,7.853499435455254,179.85,112.07553782449794,2131.5564892736497,6.967995483642032,106.01,,,,,,,,,,,,,1a,14,1568707580
38989,38989,1209.5,1568708862.6966445,1209.5,-84.37267064620828,613.5539291501642,56.2203426935581,690.4964974173433,0.9989168643951416,599.79397505313,80.98639919961106,720.1934175288368,0.998189389705658,601.9711982045147,26.70735666603867,711.3556125434952,0.9984617233276368,569.2494436925869,123.60382231191087,724.6122583882118,0.966042935848236,594.3282481798602,-20.845215169169844,718.1319034651045,0.9665422439575196,497.1834009234147,188.97361042288463,555.2546105866517,0.9366585016250608,487.8275442034768,-82.78864742652772,556.8292055842019,0.9691442251205444,605.2860254210726,236.2919249266909,390.2473972003555,0.972946047782898,559.0098603259189,-157.9820966769286,360.86757929922805,0.7308628559112549,769.427429742631,278.937686885959,238.26551439033017,0.8286471366882324,716.1859273628978,-187.86570543741402,202.58684225068168,0.9345293045043944,468.14213054283584,155.35424869467715,191.8180591064242,0.4641091823577881,481.4289495916968,-43.85176669184922,136.90617535432182,0.06249803304672241,673.1893327183334,152.96760443561183,16.665425039556254,0.8584365844726562,862.8579075231188,-38.07034423604064,101.70789780240608,0.669601559638977,519.8156496865323,169.59960901722226,-496.23551396273524,0.009494513273239136,434.2765055623223,-93.44608184430612,-603.6133816811613,0.028186380863189694,1756.14,1991.68,4.09,357.31,1000.42,2095.79,8.87,89.4,984.61,2095.62,8.76,89.4,1760.19,1336.09,7.85,179.85,112.31,2131.49,6.94,106.01,,,,,,,,,,,,,1a,14,1568707580
