,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,scenario,participant_id,source_file
42319,42319,1157.3501075906834,1568109768.0776207,1157.3501075906834,-77.16940719141766,594.7864368026966,64.91115292416704,703.376173818727,0.9960362911224364,591.3710589231928,80.19415638664405,746.7362929870454,0.9758683443069458,606.9421127918955,25.027815969212213,745.7880740792084,0.99872088432312,582.3338183544433,112.66138982155226,758.8440920947388,0.6865976452827454,553.8062684830561,-26.87338418063129,732.8499010181309,0.964979648590088,475.7303011349924,162.29920609213426,599.9807732538835,0.6760813593864441,497.9964960268953,-89.29382577167414,591.4187780803836,0.9731099605560304,590.4314619783621,251.72502796429177,377.1179256648369,0.8955122232437134,619.2513501741688,-165.38455732090554,382.094745730886,0.8722071647644043,731.3990580668049,303.3382477102169,198.67294941707303,0.8715569972991943,785.9581624540767,-200.75806772838246,205.04594944862643,0.9201768636703492,508.79799994778887,142.54865525126834,134.19970922635378,0.274366557598114,407.49743307315833,-50.263205020578134,145.0751563451613,0.6371065974235535,463.6784852329448,200.82998948087413,-369.81809965155884,0.01350495219230652,860.8767394759616,-28.065365160185127,94.01950278213222,0.028315305709838867,344.07728459653487,228.3137721078769,-695.6135688585978,0.004125922918319702,565.1633533863615,-41.93343132595478,-484.64116670795136,0.03111892938613892,1755.4849892409313,2019.0303442901875,3.1449892409316433,359.12,857.9008822436052,2094.51,8.239978481863286,90.06,1760.23,1319.234193069873,7.414989240931642,179.85,490.1007961710585,2094.345010759069,7.479870891179718,89.67,436.32591452081033,2094.0350107590684,8.494946204658216,89.67,389.95600059335715,2093.77,9.359978481863283,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42320,42320,1157.4,1568109768.1108994,1157.4,,592.6269902984029,56.889870389708044,707.0612239378029,0.9987646341323853,591.232175375104,80.1859814033849,747.63538487938,0.9976297616958618,609.0406402654279,29.23433488919703,749.9887210534691,0.9831756353378296,582.7457955084601,110.95806990391085,758.1138902312697,0.6418761014938354,553.5119438951608,-27.3206840622278,732.0738885725818,0.9646987318992616,472.7913769040673,162.27313315126668,598.5789957208071,0.6383507251739502,493.5079321210846,-90.04607222935414,589.9823611677896,0.9755909442901612,592.1622191085318,249.21083614378415,378.45364229889213,0.9171642661094666,615.4548124742763,-164.52796130533775,381.5681851597272,0.8940165042877197,732.1030680667668,302.42749276563814,202.10303791671,0.897757887840271,785.1595770852693,-201.5635367832001,204.9678184075792,0.9168594479560852,513.8731593958762,144.87896752396205,132.6163657850339,0.2884480655193329,404.2970616903836,-48.822779583504236,138.70032736311745,0.6592210531234741,449.13245822470253,210.79524566992524,-422.8167340348688,0.012911468744277954,866.7736925477162,-30.75047308958334,97.5178210813668,0.03166118264198303,358.7483119306181,230.2035659185756,-679.7492658853388,0.004905521869659424,562.7720955890993,-47.963507874559994,-479.03246660568635,0.02974075078964233,1755.48,2019.19,3.14,359.12,858.31,2094.51,8.23,90.06,1760.23,1318.86,7.41,179.85,490.47,2094.35,7.42,89.67,436.75,2094.04,8.47,89.67,390.42,2093.77,9.35,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42321,42321,1157.4331892370028,1568109768.1441774,1157.4331892370028,-77.90428068060224,596.4084391263059,57.445963473570956,707.9432572502137,0.9989023208618164,587.7581467768887,80.97382879468437,746.2807513532051,0.9974768757820128,605.6097085019568,31.234430644022588,749.1944097901885,0.9836174845695496,580.7254650352447,113.54473121538562,758.7932157747651,0.6720702052116394,567.7007398754406,-25.545790534212784,738.8187033976636,0.9559422135353088,472.6066546161538,161.9576992669889,597.4013458920729,0.6749381422996521,492.8546206551664,-88.36510088816256,590.7060026280877,0.9658011198043824,585.2614423649007,249.12962594289024,378.48380070175415,0.9245194792747498,622.2473816719407,-163.84032827652692,385.3069597037257,0.8982559442520142,729.5831360964572,304.49450664148776,197.66416862253632,0.9116102457046508,792.0010249411121,-199.81155042753352,209.56736473514664,0.9207742810249328,510.8635665659126,145.18994342605714,133.01919599738932,0.21875736117362976,393.6154709762925,-48.709909263622244,134.26343289064673,0.6523798108100891,449.4721140353663,206.30167126511842,-402.83252753394373,0.009460538625717165,871.4678475580388,-34.55490046905061,100.97209022952269,0.03349840641021728,1296.9662270225467,117.46245299503276,356.35491831022455,0.00531652569770813,572.4554895135096,-49.47709715616981,-466.98353807059823,0.0324055552482605,1755.48,2019.2928866347088,3.136681076299725,359.12,858.5821517434225,2094.51,8.233318923700272,90.06,1760.2333189237006,1318.6143996461794,7.413318923700276,179.85,490.7189192775206,2094.35,7.433275694801098,89.67,437.0321085145234,2094.04,8.4832756948011,89.67,390.7319788278258,2093.7733189237,9.363275694801098,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42322,42322,1157.466366109304,1568109768.177443,1157.466366109304,-81.81720830688127,593.3139792492602,56.430032056507066,706.1510615495276,0.9988592863082886,580.3161669671258,81.23589042011116,743.8719789466617,0.9977518320083618,605.2041348464195,30.164389755998997,749.4045115678383,0.981792688369751,572.6659115109318,113.68309020522705,755.5786285623593,0.7333139777183533,554.3394585460044,-26.35226698660891,733.0704449330333,0.9591277837753296,472.87118764367136,162.04039801342398,596.584064574758,0.6853351593017578,497.2630324356002,-88.76865229796582,592.1961764340592,0.9730417132377625,581.8092787955005,249.15968754468125,373.96829196932345,0.9218044281005859,615.8036908938608,-162.8295425737915,381.9200648508705,0.8958085775375366,725.5909754981312,304.92605906618235,196.76946113680089,0.887614369392395,795.8947742264505,-197.69591434955385,211.7561001902808,0.9249067306518556,477.0275893844796,139.35004375969368,144.28011711167974,0.6400343179702759,397.32254415936995,-47.72422825883922,145.315569195509,0.6726111173629761,431.94039460973147,180.67936616235627,-369.7453321893141,0.011026114225387572,869.6921074422278,-33.07337910275467,99.35911859707932,0.03294521570205688,761.1592130597587,183.06032684813667,-234.6987527916036,0.0045580267906188965,575.0691730567422,-50.69775389128028,-463.1444819903424,0.03500509262084961,1755.48,2019.3957349388427,3.1333633890695936,359.12,858.8542020962932,2094.51,8.236636610930406,90.06,1760.2366366109304,1318.36889079115,7.416636610930406,179.85,490.9677458197805,2094.35,7.446546443721623,89.67,437.31411192908445,2094.04,8.496546443721622,89.67,391.0438414274582,2093.7766366109304,9.376546443721624,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42323,42323,1157.5,1568109768.2111669,1157.5,-81.81720830688127,592.4551024574939,56.68284072609412,707.4195481480733,0.9989625811576844,582.9959432090523,80.5634619608681,745.8123205860118,0.9974864721298218,611.9835843920731,30.5766135121807,752.5419438812618,0.982512354850769,568.1395011268047,112.96231036850556,754.1862672697473,0.6768513917922974,550.1537875463695,-26.81867056406816,730.6692451433595,0.9576863050460817,472.2081118189026,161.5964437536447,597.8301800833235,0.6707465052604675,493.05912119447873,-88.62545999368669,590.9734754128223,0.9688909649848938,583.9456817488847,248.90551965442603,378.7836738894957,0.9128397107124328,609.4261931430682,-163.38009590380238,377.8504181102935,0.9011768102645874,752.5395927074343,299.6398946862924,213.76750939707733,0.8917477130889893,786.4730676295674,-199.7911066837458,204.88113300508812,0.9213030338287354,504.2811875594632,140.99707515590754,139.99012793839847,0.2261152267456055,398.41097755338274,-46.73258339427866,140.37684702943477,0.6568784713745117,411.088761537474,205.09243906140938,-447.38377972572675,0.013525038957595823,873.3011744940821,-30.509849301460378,106.05574563580456,0.028634995222091675,564.3404755005707,209.24170334975827,-453.56937736705595,0.006494671106338501,580.0560735557963,-49.998842286226854,-459.00858761933364,0.03996914625167847,1755.48,2019.5,3.13,359.12,859.13,2094.51,8.24,90.06,1760.24,1318.12,7.42,179.85,491.22,2094.35,7.46,89.67,437.6,2094.04,8.51,89.67,391.36,2093.78,9.39,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42324,42324,1157.5320780215118,1568109768.2443304,1157.5320780215118,-86.80406612964241,592.4992225561189,56.30771258379775,707.2725198549948,0.9989519119262696,579.3023285466115,80.53865795985095,745.2483696680023,0.99763685464859,608.7893844202617,29.977514787089266,751.654686671346,0.9821215867996216,567.4292291073384,112.881979256647,753.6108003127107,0.6992620229721069,546.6785327568241,-26.940995021629625,728.5223670285893,0.9573922157287598,476.11276844113,161.22883161591386,599.1748038420577,0.7050393223762512,492.36026741943937,-87.39387160148699,591.7744431919115,0.968868851661682,589.5697131638669,249.29649135848754,378.5502512410172,0.9152154922485352,598.3408662307455,-158.3010847016602,388.2744975415085,0.5137166976928711,736.4528617375778,300.8704250480972,199.38338653178118,0.8828826546669006,784.6288856511676,-195.22380738440347,215.44911310579812,0.5259289741516113,498.32872828048113,146.08774160329702,136.48619101164923,0.2769365310668945,405.19053677615057,-47.371182782257655,143.4756484721999,0.6812658905982971,427.1047978134781,201.06800090801391,-375.6615486722181,0.014303267002105713,879.6845564037745,-29.889629086631807,114.61011241056049,0.04829898476600647,409.5854243762709,227.89280761815465,-622.2978026393913,0.004543125629425049,578.9567828578618,-52.45319765638743,-460.7003775044265,0.03181689977645874,1755.4767921978491,2019.5994418666867,3.1267921978488187,359.12,859.396247578548,2094.51,8.259246812907085,90.06,1760.24,1317.8794148386614,7.445662417209448,179.85,491.46058516133866,2094.35,7.4792468129070855,89.67,437.86945538069915,2094.0432078021513,8.484337582790554,89.67,391.6583256000598,2093.78,9.364337582790554,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42325,42325,1157.5644470785746,1568109768.2777948,1157.5644470785746,-109.15845790656887,586.7432871161373,65.84000387935401,702.7195143928793,0.99607914686203,575.6363389987681,81.33883717253039,743.7564668648215,0.9973243474960328,599.8358055234659,24.898722650333735,745.5454277202492,0.998773992061615,569.1420767506356,112.77859033125135,757.1486573086453,0.6934710741043091,549.7728122456261,-27.825240337064386,729.8294615220099,0.9590762257575988,473.17062506226205,161.42342848217086,597.60654415549,0.6795183420181274,492.17466744083123,-86.57618856289935,592.1610434587623,0.9722526073455808,589.9160212805701,249.65760860914776,378.9175524234974,0.9106190800666808,597.6233940879365,-156.72951680835115,393.50522441440575,0.557561993598938,747.1678591759842,300.7215319100324,209.09100301975846,0.8927839994430542,783.9274573101593,-195.15911292591883,218.49764871021583,0.5369967222213745,501.52752449192513,147.3202491317081,133.33479640252102,0.25520873069763184,399.3355630638209,-47.998653422614794,134.90360190424758,0.6519198417663574,433.6208351926144,202.83722727035962,-389.1332585290857,0.01136299967765808,875.7834069273242,-31.34235080413972,105.5268496876837,0.0332520604133606,309.3370643701675,241.14154193290787,-731.5415631778709,0.004444241523742676,579.1185090060309,-54.66393434654968,-462.84304690076516,0.018250226974487305,1755.4735552921427,2019.699785943582,3.1235552921425085,359.12,859.664910752172,2094.51,8.278668247144951,90.06,1760.24,1317.6366469106881,7.471557662859932,179.85,491.7033530893119,2094.35,7.498668247144951,89.67,438.1413554600292,2094.0464447078575,8.458442337140069,89.67,391.95935783074674,2093.78,9.338442337140068,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42326,42326,1157.6,1568109768.3145509,1157.6,-77.8789298640415,587.5547362680874,64.62245776995381,704.1723216583027,0.9961991310119628,578.9649984421368,79.31114995653802,744.8011516685913,0.9982280135154724,602.1428541928531,21.825028121800365,745.5636273216176,0.998681902885437,572.5827984396484,113.75284875616902,759.253351998236,0.770186185836792,548.7926605433079,-27.78218387869287,728.2340982652192,0.957738995552063,476.6225594985986,161.89563916360387,598.4224379551811,0.6824812889099121,492.5746690814483,-85.40897145751359,591.4437641069643,0.973186492919922,585.5247854758478,249.90220921085395,377.6414327120172,0.925311267375946,597.3749342204032,-156.37848878290637,394.87842057200027,0.5083958506584167,747.0680944300842,301.2126111469104,212.52560188337048,0.876327395439148,780.7654349339799,-195.30466688897374,216.88137001141118,0.5095399618148804,508.01564359743514,147.171820503554,137.28925482842814,0.12968602776527405,397.23919250672685,-49.74889554112232,134.90668327982115,0.6685227155685425,439.4218706014093,199.80951646014057,-391.46838237409,0.012263983488082886,878.3025720016182,-32.97498931076711,106.53557719945192,0.04088065028190613,353.7213575919168,214.81053213202614,-685.8717164773233,0.00276792049407959,581.8931232717522,-54.416216581669396,-459.26613678647317,0.02428126335144043,1755.47,2019.81,3.12,359.12,859.96,2094.51,8.3,90.06,1760.24,1317.37,7.5,179.85,491.97,2094.35,7.52,89.67,438.44,2094.05,8.43,89.67,392.29,2093.78,9.31,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42327,42327,1157.6309565307554,1568109768.3444474,1157.6309565307554,-78.28578712611855,592.2494077960388,56.48062689340172,706.9579068540085,0.9987172484397888,575.7233596541159,80.53273307605251,743.4533513453919,0.9978457689285278,604.449968212432,26.752810261749158,749.9887003545657,0.981169581413269,567.547629382568,113.62548011782032,755.7126560898466,0.73480224609375,548.3642089986098,-28.22596765340372,728.7888720993062,0.943219780921936,472.7503399730623,161.5630430605279,598.5120705280548,0.6776836514472961,492.60121109242516,-85.3997879243771,591.3907825509258,0.971432089805603,584.6504434245132,250.76987272047646,378.5584811801813,0.9254370927810668,594.0940849141198,-156.65406334827352,394.74768502318375,0.5782716870307922,729.3194452829442,304.48934618905844,194.2898486845706,0.8967714309692383,781.3009153049385,-203.53691336935623,204.56145183311645,0.9064372777938844,496.5384207879909,149.39656907423904,126.2880755096499,0.1877101957798004,403.57802352670717,-48.479490853600566,134.04670290153882,0.6473433375358582,443.5051528020605,201.85032186122254,-395.1653939594085,0.013262331485748293,875.5026704263188,-36.98645955370678,100.89450319905329,0.034957468509674065,411.08061534677427,220.7719720503128,-622.1850177944243,0.004027277231216432,578.9497798001837,-56.327514281698846,-459.2602812131372,0.023266732692718502,1755.47,2019.9059652453416,3.1169043469244566,359.12,860.2169392052701,2094.51,8.28142608154674,90.06,1760.24,1317.1409216724098,7.478330428471197,179.85,492.20217398066575,2094.3530956530753,7.507617387697826,89.67,438.7031305114212,2094.05,8.43928695922663,89.67,392.5809913891011,2093.783095653076,9.31928695922663,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
42328,42328,1157.6655228257969,1568109768.37783,1157.6655228257969,-82.54327515044375,592.21493580154,56.75231866131329,707.8274373717163,0.9988571405410768,578.5996488787408,81.00800046707464,745.6634804070203,0.9975767135620116,602.4245277981319,23.07544434899303,745.9165746252278,0.9988123178482056,564.2456559972236,114.31542625985053,756.4402374919493,0.7183341979980469,550.1263685056329,-29.844551422454693,729.2387672828827,0.9546505212783812,475.97180493446996,161.44673465031389,599.5417863811049,0.638960599899292,492.7399098567771,-85.07788928159873,591.1368167819146,0.9690287709236144,584.4821116436665,250.33545226012464,378.782016832944,0.9153718948364258,596.6560785671118,-155.0211664455018,395.23973285607286,0.6203248500823975,736.5259797722522,302.93774629385075,200.4680483880756,0.8991886377334595,788.6477739113786,-199.58274324667246,207.37839328612995,0.9142037630081176,505.3728559824883,148.21016317277295,128.24046127616086,0.17410072684288025,410.5332399356204,-47.63912790254381,132.8597972308956,0.5857093334197998,355.55884876246216,223.93069177123382,-563.7549572161643,0.012523621320724487,801.1895385913983,-39.489237589985095,-0.9878041391460785,0.02645763754844665,348.0239015948481,234.40084844951042,-692.2624998270819,0.002794355154037476,577.2692104794903,-55.723898700193175,-458.43878154488687,0.027761340141296387,1755.47,2020.0131207599711,3.11344771742029,359.12,860.5038394541159,2094.51,8.260686304521741,90.06,1760.24,1316.8851310891016,7.45413402194203,179.85,492.4614211934783,2094.3565522825797,7.4937908696811615,89.67,438.99694401927536,2094.05,8.44965684773913,89.67,392.90591456249285,2093.78655228258,9.329656847739132,89.67,,,,,,,,,,,,,,,,,1a,4,1568108368
