,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.16_x,H_in-K_out.16_y,H_in-K_out.16_speed,H_in-K_out.16_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,W_in-P_out.7_x,W_in-P_out.7_y,W_in-P_out.7_speed,W_in-P_out.7_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.8_x,W_in-P_out.8_y,W_in-P_out.8_speed,W_in-P_out.8_angle,W_in-P_out.9_x,W_in-P_out.9_y,W_in-P_out.9_speed,W_in-P_out.9_angle,scenario,participant_id,source_file
34367,34367,1084.3666392759376,1568023357.5800312,1084.3666392759376,-71.99268872543456,580.1994342923981,76.40619341208642,662.5261368016916,0.9945274591445924,585.2950296514191,100.91081345834823,706.6485634081723,0.9956576824188232,600.1499189669245,42.964974561303166,708.9414382103457,0.9878131151199341,573.572796106472,130.98864785317437,727.4304742669017,0.396525502204895,610.0241356188867,-6.697610387116133,733.1797358808933,0.5194619297981262,430.8316225260985,191.24744175924647,578.0279812489223,0.9351264238357544,437.86120912568254,-77.81166958583599,561.5509541215483,0.10848328471183777,515.8554303497519,270.86873860521825,347.4598743166281,0.9705431461334229,521.2947998322896,-151.23144675379615,356.2291788111427,0.5233056545257568,703.5633882833931,289.71889155477317,181.90819598993056,0.9608557224273682,738.40052438995,-157.02381653696327,170.27728410102438,0.35624659061431885,386.8583250650501,170.7024086783376,144.2872052189461,0.359158456325531,330.9428127185706,-40.0284333787149,145.56415394373855,0.8159724473953247,706.8143668386931,214.29628483753444,40.44579005262497,0.19627776741981506,573.0549947148461,-22.29190788990449,-69.76012755902363,0.2703614830970764,540.882756210701,215.7544597921544,-466.3646347022562,0.01812493801116944,728.0677647239443,1.8809837048914524,-263.0207289390892,0.004059046506881714,1757.2333278551873,1953.3098356556247,6.01,1.3565899726251156,1489.5568611408435,867.4833360724064,7.089975348343788,268.61,1759.93,1435.3569022269369,8.536647493156279,179.85,501.2797945695315,2094.406663927594,7.563319637968771,89.67,486.8797945695316,2094.326663927594,7.516680362031228,89.67,472.29645849712523,2094.24,7.609958913906312,89.67,380.3330813386254,2093.716663927594,9.15000821721874,89.67,287.61645849712534,2095.953344289625,7.5966557103750185,92.93009038940613,229.35978635231282,2102.7600246516563,7.816655710375016,96.98,183.69978635231286,2112.006713230906,7.966655710375018,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34368,34368,1084.4,1568023357.6136189,1084.4,-76.5638382044382,579.1775205300103,69.90445088868206,663.8573632714673,0.9965094327926636,588.0015333481131,95.37698428898649,707.9027478259175,0.9976040124893188,600.8754363845685,36.66826747644554,710.6571753648723,0.9903262257575988,571.0105565814731,126.06553923726584,728.0486618969577,0.3857068121433258,594.6571435043212,-11.993234935167274,725.4461559557487,0.4305333495140076,439.9189072903009,182.58880808499444,574.4015681559085,0.40525537729263306,441.09535998772077,-76.3756023640217,557.3285138509643,0.1907845437526703,525.7520941523954,269.94386015494723,347.64282792831636,0.9839470386505128,518.5517405541557,-154.4039034996545,353.9003015357567,0.4013878405094147,703.0584123771248,288.4309892858998,181.05560078393418,0.9660651087760924,746.0242501778096,-161.75661960980344,172.73948761796422,0.5236644744873047,388.4767142130638,174.45901272336812,122.5530151785747,0.07947540283203125,328.675906014344,-40.30031551711442,151.70579447406058,0.8076454401016235,698.4605931970366,211.34580272113763,-9.542985093114057,0.1373351514339447,579.2899936605721,-21.768913559746824,-47.069511932017576,0.2673831582069397,529.9575920587422,210.02712812393088,-480.50974465370257,0.024031788110733032,1450.8823801824212,32.049802868438285,534.6752565239456,0.00928160548210144,1757.24,1953.51,6.01,1.45,1489.32,867.48,7.12,268.61,1759.93,1435.07,8.56,179.85,501.53,2094.41,7.58,89.67,487.13,2094.33,7.5,89.67,472.55,2094.24,7.66,89.67,380.64,2093.72,9.14,89.67,287.87,2095.94,7.61,92.82,229.62,2102.73,7.83,96.98,183.96,2111.95,7.98,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34369,34369,1084.4331050028295,1568023357.6469536,1084.4331050028295,-106.0096299361208,575.3558616287976,64.51347412711104,662.9352539077482,0.994552731513977,585.7868466216229,91.34016765376356,708.4663429011159,0.9976567029953004,594.8355619998387,32.279827838482014,711.4404249159958,0.980932354927063,568.3908743502228,121.5013363410314,743.9352002614103,0.9045844674110411,608.0840174447211,-14.662729948520408,730.6010444973763,0.35385605692863464,436.13080307305427,182.0277654870611,578.3046745819288,0.6269304752349854,428.9637522635834,-70.87352814039895,574.1416287577332,0.7589081525802612,521.1108919651648,268.7129346423901,347.85080030657286,0.9833528995513916,529.6433869746899,-154.97983174321615,361.8058838604472,0.4626359641551971,713.0538870084598,290.1970125485107,187.98906239558534,0.9677133560180664,748.252811358129,-155.7529351854345,172.1182885212981,0.1944056749343872,363.3227422547016,177.23286669611008,97.523497556025,0.09652015566825868,348.02894446522436,-39.80794465116428,148.96465045542254,0.20303890109062195,677.6489344586138,205.25506976848857,3.8003244264118052,0.2597843408584595,614.4085404671354,-31.767843521176058,3.9251277431037854,0.3480444848537445,512.6527830616291,196.7360932522404,-492.90824431875575,0.09221187233924866,1096.0889216146595,-0.5276295124883461,192.8722675727907,0.011939167976379395,1757.2466210005662,1953.7086300169767,6.003378999434111,1.4764840022635566,1489.0882649801938,867.4733789994341,7.090205497453499,268.61,1759.93,1434.7886074759494,8.540136998302335,179.85,501.78159802150384,2094.41,7.58,89.67,487.3815980215038,2094.33,7.5099315008488325,89.67,472.8015980215038,2094.243310500283,7.6169634963217225,89.67,380.941255525748,2093.72,9.143310500282944,89.67,288.1215980215038,2095.9300684991517,7.626552501414722,92.82,229.87490852178672,2102.6968949971706,7.8233789994341105,96.98,184.2182190220697,2111.8937214951893,7.9965525014147225,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34370,34370,1084.4668760551308,1568023357.680959,1084.4668760551308,-76.82144090742919,576.5987765551104,54.35053932376379,668.1232906275121,0.9965648651123048,589.0940789095743,79.8131604806923,718.2700158124885,0.9972596168518066,596.5867796978068,24.415585524924783,718.3260583571256,0.9312318563461304,562.8251925026325,122.94519506152832,738.7780831280495,0.7910391092300415,615.443058793522,-22.407131999137594,737.4888072180916,0.56367427110672,439.40511673093295,169.60336045959434,580.6585168470847,0.9269438982009888,428.7050178118106,-69.95981358127844,573.3828231958721,0.7683844566345215,514.2270733636617,257.8619256835496,345.3873027273118,0.934350848197937,536.9941683168997,-152.96948878317014,362.93273494611685,0.4030097424983978,718.4211473120519,294.49048146324526,189.6641415123683,0.963926076889038,748.4776673082657,-152.60148469386772,173.3498546037809,0.3511941432952881,350.62570338146867,174.02050354553865,116.61546362881953,0.3665985763072968,367.8109220041733,-40.20353623606155,154.92433042479783,0.1122438907623291,630.1332866110863,205.4873231451614,-15.476142868761285,0.10198467969894408,631.3355947534286,-34.52575216555354,34.179249274283926,0.4071215093135834,490.4148986769046,207.9134198082473,-528.4940568822069,0.10614269971847534,801.943815140616,-29.62556162224815,-84.95612853076642,0.01102641224861145,1757.2533752110262,1953.9112563307847,5.996624788973848,1.5035008441046134,1488.8518676140845,867.4666247889737,7.05981155038231,268.61,1759.93,1434.5015535313885,8.51987436692154,179.85,502.0382580189938,2094.41,7.58,89.67,487.6382580189938,2094.33,7.52006281653923,89.67,473.05825801899385,2094.246687605513,7.5730611283300036,89.67,381.24857210169,2093.72,9.146687605513078,89.67,288.3782580189938,2095.9199371834607,7.643438027565383,92.82,230.13494562450688,2102.6631239448693,7.816624788973846,96.98,184.48163323001998,2111.8363107062783,8.013438027565384,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34371,34371,1084.5,1568023357.7143128,1084.5,-84.04777406732828,582.7581600016476,49.07824796795129,677.2789281684325,0.9974801540374756,593.9205816476336,80.9541110853602,722.3078717610882,0.9978348016738892,593.6732044827528,19.148013960556238,717.7989890984387,0.9273381233215332,583.0916462774129,109.68340855879495,748.7388815143156,0.9464622139930724,609.4106176037701,-24.537522999962114,731.6668891482927,0.2349931001663208,438.7320717860826,174.7441864755903,583.0800973565445,0.9816281795501708,416.8124088204305,-75.35634881282594,570.2692755560903,0.633755624294281,509.04764508995436,260.49133280532186,344.2359500646979,0.9416146278381348,527.9054979325425,-153.3708335314909,357.34324166716783,0.4812932014465332,711.9325269499611,297.6959172322804,184.97882894664139,0.9653455018997192,744.9089854284678,-147.09687194179347,172.9753906369767,0.4959303438663482,335.24862089561987,174.62201553880885,114.32037363635008,0.3846796452999115,356.1207264750832,-44.11638410323166,170.77398243023114,0.6190017461776733,605.3536798675245,208.84325297819976,-30.320433032610712,0.15301257371902466,638.81648878187,-40.05801436037315,57.598282317586325,0.4969886541366577,461.40201495648455,216.76271204923458,-562.8090670883751,0.04949751496315002,560.1845544114833,-65.94042580338719,-307.7758968707354,0.005333214998245239,1757.26,1954.11,5.99,1.53,1488.62,867.46,7.03,268.61,1759.93,1434.22,8.5,179.85,502.29,2094.41,7.58,89.67,487.89,2094.33,7.53,89.67,473.31,2094.25,7.53,89.67,381.55,2093.72,9.15,89.67,288.63,2095.91,7.66,92.82,230.39,2102.63,7.81,96.98,184.74,2111.78,8.03,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34372,34372,1084.5332877732717,1568023357.7478747,1084.5332877732717,-79.69323330586599,586.3509092297954,46.17185442085074,675.4184491437006,0.9960498809814452,601.8415366468175,71.138014896119,728.9385040262033,0.8777667284011841,602.3291109072735,14.970805594720378,722.7065134346672,0.9770867228507996,550.6891100105744,123.34965531050513,738.0258512028554,0.8890358209609985,614.9944233337347,-25.948731714257804,742.4124056610876,0.8774017095565796,439.1815714501101,168.59876557918963,582.0156453461836,0.9803048372268676,425.3707192464476,-82.86985090022931,576.8878402329096,0.8994197845458984,517.8988406531778,263.9393210499762,351.40727144660895,0.9454634189605712,530.9050055553914,-150.73062863338404,357.3107188947817,0.4762561619281769,711.6500141713251,299.6248651776492,184.29066497487918,0.9469861388206482,756.1462660826787,-142.0666426918304,168.43089846065618,0.3614776730537415,328.537251874929,168.16650474085858,118.95499343301451,0.15018367767333984,369.24273017721686,-30.37674248751627,181.47575428738475,0.5398454666137695,549.2221018226769,209.43640893438828,-68.46798972093845,0.20271191000938416,650.6605395812221,-35.89455328010959,66.77227513947835,0.38673773407936096,423.0091879361332,222.41296574561767,-594.9346981027072,0.12564274668693542,516.2103116987423,-63.653974495624674,-349.4001037353613,0.020464509725570682,1757.2666575546546,1954.3097266396305,5.99,1.5200136680184824,1488.3803280324435,867.4533424453458,7.0599589959445535,268.61,1759.9333287773272,1433.9370539271906,8.509986331981517,179.85,502.54298707686513,2094.413328777327,7.573342445345656,89.67,488.14298707686515,2094.33,7.566616550598898,89.67,473.55965829953794,2094.25,7.539986331981517,89.67,381.85291873677266,2093.723328777327,9.140013668018485,89.67,288.8829870768651,2095.8966848906907,7.636698558709793,92.82,230.64964463151944,2102.600041004056,7.833301441290207,96.98,184.99964463151943,2111.7234107854383,8.020013668018484,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34373,34373,1084.5667581020843,1568023357.7816207,1084.5667581020843,-79.75720087380627,586.1204275566412,45.060853218825024,676.2072988948244,0.9968768358230592,599.238567337776,69.01326425724355,728.6038233519322,0.8780821561813354,604.5203296018798,13.77235286503242,723.9910843739767,0.9733862876892092,545.7404824294313,122.5569038836535,735.8748955567693,0.9048121571540833,621.5219178686907,-26.84022948167961,745.3522803416325,0.8378357887268066,437.8398768549922,166.36017481120206,584.7190429552062,0.9793965220451356,430.0717001348253,-83.88286604919861,579.8976419506292,0.8937312364578247,526.6340020555497,264.99268086569384,356.41723850703795,0.9328486919403076,531.3962911528623,-150.652939268809,357.96947641631266,0.5129711031913757,713.5974043198744,302.52955374386033,188.7032848154965,0.9517035484313964,745.1504884435855,-139.31181416648894,166.2522980129317,0.2240214049816132,325.8573349325012,165.46531676051282,120.74481099104004,0.17156898975372314,366.9538024769578,-36.59214640915933,183.7794797509763,0.6011359691619873,513.7244042561708,213.98844753909933,-92.73952058289822,0.2398461401462555,638.0206463070573,-36.812689832749705,44.15123322790532,0.4433071911334992,390.13308868782957,223.73847613792032,-625.6548013619823,0.05027472972869873,511.9828711327369,-58.55262847717221,-355.09073681748765,0.020297884941101074,1757.2733516204169,1954.5105486125065,5.99,1.5099725693746768,1488.1393416649923,867.4466483795833,7.090082291875969,268.61,1759.9366758102085,1433.6525561322824,8.520027430625323,179.85,502.79736157584153,2094.4166758102083,7.566648379583117,89.67,488.3973615758415,2094.33,7.603433912292853,89.67,473.8106857656331,2094.25,7.550027430625322,89.67,382.1574987289681,2093.7266758102082,9.129972569374676,89.67,289.1373615758415,2095.883296759166,7.613269328540912,92.82,230.9107131962584,2102.569917708124,7.856730671459088,96.98,185.2607131962584,2111.666511226457,8.009972569374678,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34374,34374,1084.6,1568023357.8151364,1084.6,-79.82640191987224,588.3380964090294,42.377131129652064,680.1832341343384,0.9977151155471802,603.4458205286578,68.90220501585178,727.8626308064247,0.9911617040634156,608.244996078726,12.278733227439327,725.2178772749343,0.9792379140853882,554.7178546581374,119.47658263436443,740.9805128469383,0.9160208702087402,616.4457665642683,-28.11734372554105,743.5814939670157,0.876011848449707,438.9037748261943,166.72678849996575,582.5341183529365,0.9782816767692566,434.99248530765294,-84.71337262252263,581.3552401911178,0.9016991853713988,515.698863316341,267.70454528865054,349.95579284459166,0.9094448685646056,538.0468191423439,-149.32798007899368,360.66927026021483,0.39244019985198975,706.2005546293706,305.6743541575102,185.77015993994985,0.946122407913208,756.2421529481192,-138.0799278987289,175.28258231298244,0.4232013523578644,331.96446457077224,168.33950660571188,124.91267123021535,0.16835302114486694,355.5572656129985,-39.82615829952212,176.0608516516171,0.7355780601501465,541.8882485368189,211.40042667855,-73.03490535276066,0.17681893706321716,634.6398990987167,-33.07252262296656,28.26947272207201,0.5238204598426819,373.55145419252716,229.72038030366141,-644.7440990300511,0.013526320457458496,536.4047818646608,-54.28301188209198,-377.8592784067152,0.028143048286437992,1757.28,1954.71,5.99,1.5,1487.9,867.44,7.12,268.61,1759.94,1433.37,8.53,179.85,503.05,2094.42,7.56,89.67,488.65,2094.33,7.64,89.67,474.06,2094.25,7.56,89.67,382.46,2093.73,9.12,89.67,289.39,2095.87,7.59,92.82,231.17,2102.54,7.88,96.98,185.52,2111.61,8.0,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34375,34375,1084.6331423309841,1568023357.8486047,1084.6331423309841,-111.6074883199505,591.5236184466394,42.26085782884347,677.3589513434692,0.9969607591629028,606.4121040615944,67.07133942523964,726.3657553028445,0.9343515038490297,606.0445898691682,10.999124718384698,721.7665917274987,0.983843207359314,556.5579324118513,117.52138505695663,739.3479428824334,0.9231045246124268,618.2810602130572,-28.497853631292692,744.5558721238012,0.8691578507423401,439.5607128253131,166.3444526740291,581.1654956881089,0.9805183410644532,430.5408844610808,-88.93804713699006,581.2213249085808,0.9054573178291321,518.3061238008054,267.0574010926313,352.09163328600624,0.9017599821090698,536.6214136114606,-149.8723732530359,360.5347558691871,0.4103572070598602,698.3264248730804,307.4270641173322,181.53994328878292,0.9557328224182128,751.5725232484479,-138.71580972047656,173.30722389283088,0.38035497069358826,331.35015340708543,170.40930110296162,124.44382523609676,0.163575679063797,353.07986915873187,-37.63737450975713,176.1545667138401,0.7063701748847961,554.4217297617679,210.13716043728286,-64.35775151869379,0.17916733026504514,642.7014722312465,-27.224214191679696,31.12009140509901,0.4556150436401367,346.9897352005188,235.7246156914117,-671.5029490213732,0.011877566576004028,539.8820164239115,-56.22807012281734,-397.9628123918719,0.01916840672492981,1757.2833142330985,1954.908853985905,5.993314233098418,1.4768003683110782,1487.6646894500125,867.4333715338032,7.113371533803165,268.61,1759.94,1433.0882901866346,8.520057300704748,179.85,503.29856748238126,2094.42,7.536800368311077,89.67,488.8985674823813,2094.3333142330985,7.603543435917407,89.67,474.3151959485782,2094.2533142330985,7.606399263377844,89.67,382.76159521195603,2093.73,9.103428834507913,89.67,289.6418817154797,2095.8567430676057,7.593314233098417,92.82,231.42851018167656,2102.506857669016,7.860114601409496,96.98,185.78182441477497,2111.553658037327,8.009942699295253,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
34376,34376,1084.666224929466,1568023357.8820126,1084.666224929466,-79.74129050134533,581.629958989809,43.66448053508381,668.980825229941,0.997156023979187,603.7048805726431,69.91586036118144,719.741080971128,0.9586828351020812,605.0295171414098,12.521168519406176,714.7891287178506,0.9902801513671876,550.7710462947605,119.77110251908181,734.7907732407283,0.9354925751686096,614.2075789963889,-29.663127955321908,732.8877277489813,0.683936357498169,444.2854824987476,170.92166643169026,580.1090378994933,0.9801404476165771,430.441109393192,-88.78389255503035,580.5292226062593,0.9153445959091188,522.9792731429407,269.19576863890023,353.5032003942502,0.8837178945541382,530.2891202290504,-151.69253087210382,356.19695130066117,0.4406512379646301,663.6614944988622,307.09460001825414,178.9616916623535,0.5395686030387878,760.7257391386081,-136.19826832518106,181.03792441958942,0.6110619902610779,341.5579757117656,170.83516443900518,130.7243508187766,0.17885464429855347,353.1985623148531,-36.98342135052196,175.0179544909668,0.7267761826515198,545.8885521363691,214.77763309628682,-62.90646590147682,0.2057129144668579,641.8119987978503,-22.361870650259675,21.72155945698265,0.4848129153251648,308.41390424656163,242.02836392596242,-712.2231431620813,0.007275640964508057,526.6244358064856,-52.178751814804784,-421.427779545466,0.01681673526763916,1757.286622492947,1955.1073495767969,5.996622492946613,1.453642549373712,1487.4298030007903,867.4267550141068,7.106755014106776,268.61,1759.94,1432.8070880995379,8.510132521160163,179.85,503.546686970996,2094.42,7.513642549373713,89.67,489.14668697099586,2094.3366224929473,7.567152577587263,89.67,474.5699319568892,2094.256622492947,7.652714901252576,89.67,383.06264685814176,2093.73,9.086887535266936,89.67,289.89330946394256,2095.8435100282136,7.596622492946612,92.82,231.68655444983574,2102.473775070534,7.8402650423203255,96.98,186.0431769427824,2111.4974176199075,8.019867478839837,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1a,2,1568022227
