,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,scenario,participant_id,source_file
28443,28443,1171.0250291009027,1568224486.506244,1171.0250291009027,-91.70872061131477,,563.7786871794392,119.28296127027771,620.8847250209889,0.9975606203079224,587.0900737560248,152.1139909074272,669.4320327847862,0.9895728826522828,588.0962213211359,84.16154723425703,668.2313264767594,0.9949430823326112,566.9578366505042,187.0963195542126,684.2008736549649,0.8619741201400757,566.3783526624602,34.69802968971572,688.6114146065761,0.8742562532424927,420.56044851681776,256.9164092653349,541.2208610521092,0.886764645576477,426.16184304929016,-36.93173086086246,530.7879006590422,0.4937594532966614,568.0664236696432,295.0977232881167,325.2724506367498,0.6820706129074097,492.24980876618514,-111.63171835049502,357.0410822042076,0.8787925243377686,742.8435187036798,323.4559123245718,159.35157710838948,0.8080074191093445,744.4542316237724,-172.62810546318218,179.39360012114463,0.95363187789917,433.9500090462905,172.52154736379208,73.44539178334114,0.2327406406402588,381.2240907845812,-37.46219029257585,114.02693363198458,0.21091017127037048,570.9100904565441,174.6354090775663,-243.72877750898132,0.03107008337974548,564.0726910921642,-48.70565698772827,-77.74564886056845,0.04982882738113403,451.2613397742325,166.29836628009582,-543.339933672417,0.009744435548782349,286.63800281871164,-131.0145956120056,-704.4886011156143,0.0016565024852752686,1756.12,1936.8601513246952,5.244994179819419,0.06249126972912791,583.0927473576747,2094.8,8.380023280722325,89.87,1759.05,1544.7548079340409,6.657497089909708,179.28,238.24525026776502,2101.6724679890067,8.642491269729128,96.98,113.87526190812616,2131.034924337652,9.434994179819418,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28444,28444,1171.0500253012458,1568224486.5395734,1171.0500253012458,-101.1294049346598,,558.8354547805968,118.07756560775236,622.7211644962073,0.99845951795578,589.0127677169232,149.2255028003479,672.6888127808355,0.9922373294830322,597.2996143273642,84.83754032234616,674.5866760366181,0.996134877204895,572.1235091313174,185.33974349387933,687.5179622851273,0.8041257262229919,530.3953918347785,30.387329525665212,677.3436257296305,0.8661653399467468,423.1402058808308,251.67792698946243,536.8672365025016,0.9225237369537354,429.80488924281957,-39.2286255435486,529.330470167837,0.5130403041839601,555.765744923151,299.87968321379486,341.85773483687205,0.4568223357200623,528.831858043015,-109.83572145041869,363.34935150663324,0.8252109289169312,741.5893265102977,325.00724982538895,160.5516348663895,0.7466220855712891,738.5037633837268,-176.67883864328363,175.70647554758582,0.838456392288208,423.6887107619367,176.33593882329026,92.92490210264393,0.1649133563041687,422.22404400095024,-27.446497209613923,103.98368089019512,0.1384085714817047,518.0421829718177,177.25509717043758,-319.1925291240622,0.012548118829727171,380.95824937365506,-115.01907915802968,-321.24223823033395,0.017379194498062134,412.5916114516601,152.985125942104,-582.9419741218164,0.004365861415863037,242.9466467167448,-157.82672543519277,-750.1691851812856,0.0023392438888549805,1756.12,1936.9901315664786,5.239994939750832,0.05499240962624753,583.3052150605897,2094.8,8.400020240996673,89.87,1759.05,1544.5898330117777,6.654997469875416,179.28,238.46021759071425,2101.644972168629,8.634992409626246,96.98,114.10022771121258,2130.969934216761,9.42999493975083,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28445,28445,1171.0752798782678,1568224486.5732474,1171.0752798782678,-91.44786614156507,,559.4008736176627,113.24511103595378,621.0803411180336,0.997928261756897,582.4783160144394,144.4335986525334,669.5554213436824,0.9939961433410645,597.7081808777755,83.08636098944058,678.5796520258848,0.9007457494735718,569.9869117936993,180.76154591411202,685.9321486119701,0.8468760848045349,552.0373461039708,26.345358464747683,681.6146639382147,0.8174554109573364,426.9374260302122,238.2159798239756,536.3170877485949,0.1616993248462677,447.6187849818514,-42.74078558249683,529.0436420556787,0.5684496760368347,548.6728397225895,299.75207222943374,355.10079174198745,0.14380699396133426,543.1528462621421,-108.06498697527522,363.25155097063873,0.7682757377624512,742.1412757703453,319.22898959755247,159.28853947573901,0.645946741104126,733.4047676424568,-171.87714859236118,184.7022838352924,0.8016113042831421,419.7147118528405,201.38359640070323,57.50933616540981,0.017362773418426514,411.94246262635056,-24.77487003348755,105.67696324854246,0.15053218603134155,358.0842339683363,216.7617293805273,-535.9283914995074,0.004763394594192505,608.852963130953,-60.654737529739705,-109.9038305967335,0.012810796499252321,401.31185288904953,174.4045709408168,-595.1507799319246,0.003152698278427124,258.64403827242825,-162.75660195056113,-733.670349955173,0.002503156661987305,1756.12,1937.1214553669931,5.2349440243464285,0.047416036519641616,583.5198789652767,2094.8,8.420223902614289,89.87,1759.05,1544.4231528034322,6.652472012173214,179.28,238.6774069531036,2101.6171921339055,8.627416036519639,96.98,114.32751890441077,2130.9042723165035,9.424944024346427,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28446,28446,1171.1,1568224486.6062088,1171.1,-94.83174783389327,,568.2585348393245,111.17813033285866,628.8585505007264,0.9974665641784668,588.693543822247,139.0184797751652,673.0936737756126,0.995882511138916,593.8897277712014,77.98418994592174,675.1716486237713,0.9958192110061646,565.5305983974353,179.82329450253738,686.377992840324,0.8737058639526367,532.0686997099017,22.062471397758426,672.7440786969069,0.7795342206954956,440.205319158929,249.1675310493562,542.0043613875263,0.7938897609710693,432.51279546320916,-42.953158558591966,528.9447602162817,0.3628830909729004,558.5255375482608,298.87748280131814,355.08881870867293,0.21074631810188293,504.3442533150534,-111.08487583811495,353.11026843987884,0.8164807558059692,735.6239531087366,321.3046388279759,159.50320045693715,0.4622300267219544,734.2087468830846,-178.3076733837769,182.83568213415995,0.8963987827301025,393.3432581123535,193.84332612433116,74.64259566795015,0.2338367998600006,447.1219794370842,-16.144075127886722,110.6026072671378,0.1962398886680603,236.1236443354517,239.93944560930814,-649.554190037291,0.007596343755722045,720.2250047581133,-49.11198186531697,-5.15637753769056,0.01328575611114502,304.7450407965154,224.8582605711256,-688.5516600073396,0.0021723508834838867,340.1330518061198,-94.45485618101496,-648.7525682204513,0.001522749662399292,1756.12,1937.25,5.23,0.04,583.73,2094.8,8.44,89.87,1759.05,1544.26,6.65,179.28,238.89,2101.59,8.62,96.98,114.55,2130.84,9.42,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28447,28447,1171.1344798578198,1568224486.6409,1171.1344798578198,-87.17463915914759,,563.9389707942505,112.39158412858141,621.8235473944262,0.9979194402694702,582.1261362593398,140.69020033490182,670.3912948640026,0.9966185688972472,596.8696100931795,81.32754158427394,676.5680727124105,0.9185646176338196,557.7473247812958,176.360334413123,686.1492144698332,0.779438316822052,543.2522078419964,17.719273433218017,675.3908581113018,0.8602064251899719,442.6110007511657,247.0724766275121,542.0994806250048,0.9237067699432372,435.92648459805747,-47.349592353988676,510.1009189871221,0.5216434597969055,553.6097965217759,293.75176258849046,359.24020765310837,0.18103107810020447,549.5597925367321,-121.0153768545933,321.55284692857174,0.8417237997055054,739.6657309459821,324.09968262705866,161.10412727710457,0.5396299958229065,722.0914171895854,-177.43115466922802,174.2738865385686,0.7895867824554443,401.90091888716904,185.95631729811655,86.68628124947722,0.14708369970321655,480.0971818735741,-9.952148994429407,106.22881291875264,0.062212705612182624,384.12774096021104,211.47752820624262,-451.5815728580232,0.0040746629238128645,552.9808652690663,-87.86532918234373,-194.85695465234943,0.009537041187286377,322.58079150046825,209.3924876646764,-668.2793736194963,0.0024711787700653076,330.41225157742315,-126.3857670680706,-660.8294547274672,0.003432542085647583,1756.12,1937.432743246445,5.236895971563963,0.03655201421801864,584.0196308056865,2094.8,8.436552014218018,89.87,1759.0534479857818,1544.0255369668253,6.694823815165758,179.28,239.17963080568646,2101.5555201421803,8.602760071090092,96.98,114.86376670616029,2130.7503523696687,9.426895971563964,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28448,28448,1171.1344798578198,1568224486.6409,1171.1344798578198,,,563.3985131920386,113.84753508399687,621.9627601957918,0.9984516501426696,593.359726613852,139.29180893214544,680.9587806567909,0.9958541393280028,614.8655763537378,81.9521154924082,687.981317034938,0.9113289117813108,556.5230798523219,174.1615528231959,686.4097596110665,0.7090235948562622,547.6121671936627,21.044986486050753,677.0310757110758,0.7936503887176514,426.32402656352724,249.92520470941426,534.92768997648,0.8940733671188354,441.68178858262576,-49.36341763017082,494.6499362989947,0.5006642341613771,553.419849997534,296.9289130230884,356.75600590585367,0.27076125144958496,537.9432262314456,-127.60267159408392,302.5685115298225,0.8473589420318604,748.6455205758454,320.70191874860444,159.98827248837557,0.4908240735530853,733.5938252825798,-179.1898542442633,171.73103623287412,0.8771010637283325,385.0438236095228,189.6019674783133,79.4009809910174,0.20114758610725408,541.7193209405948,-4.619921900314824,103.802853120574,0.04593181610107422,287.55918862290014,226.50176330547646,-577.4920076864553,0.010011494159698486,332.7801128677632,-167.88075810623297,-471.0909482545275,0.03873002529144287,334.3446456416748,195.6354713403296,-656.1165937658225,0.004491955041885376,237.0743731758724,-188.48819169002363,-755.8384705729874,0.003270715475082397,1756.12,1937.432743246445,5.236895971563963,0.03655201421801864,584.0196308056865,2094.8,8.436552014218018,89.87,1759.0534479857818,1544.0255369668253,6.694823815165758,179.28,239.17963080568646,2101.5555201421803,8.602760071090092,96.98,114.86376670616029,2130.7503523696687,9.426895971563964,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28449,28449,1171.166329620853,1568224486.6729448,1171.166329620853,-83.88258001201164,,570.4950824929962,110.00018187481199,633.6451174363299,0.9974790811538696,594.9152658653751,137.6207613456113,679.760975406047,0.994737148284912,603.8318734472057,76.14411474138579,681.2114085787363,0.9956024885177612,561.3758796516429,173.60742314447612,691.0631687297354,0.6862987279891968,548.9919839702236,17.624859277129108,675.6366073798663,0.6835309267044067,424.19494622315926,243.44662578453057,535.3723092897177,0.9205976128578186,427.31237302097816,-49.1048991373113,525.4410472226182,0.6971045732498169,549.2205476885607,290.2236812201623,357.53306360486374,0.2441522479057312,514.0115588929989,-115.00786354375559,359.8586410975987,0.7736903429031372,745.7740438210473,325.3162428415677,163.8124183978069,0.5863254070281982,733.6149367703563,-177.74978915880143,174.10387125540245,0.8643448352813721,400.21659267404334,181.6828806127841,58.31808769084364,0.2483295202255249,483.06934580130417,-11.112554143177052,126.68525837681112,0.1293548345565796,519.1073515177678,185.24706485813584,-273.75613895393263,0.02254307270050049,513.9498461101701,-78.70927971775643,-166.21407663725347,0.028900176286697388,338.66892380990083,164.2272752166511,-647.3756204539185,0.0064926445484161386,357.07624798402435,-153.19192527900896,-552.7608080870923,0.006549090147018433,1756.12,1937.6015469905205,5.24326592417061,0.033367037914695134,584.2871688151656,2094.8,8.433367037914694,89.87,1759.0566329620856,1543.808958578199,6.7362285071089625,179.28,239.44716881516558,2101.523670379147,8.586835189573476,96.98,115.15359954976273,2130.667542985782,9.433265924170607,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28450,28450,1171.2,1568224486.7068214,1171.2,-83.93183147952483,,570.4915875061305,107.84729887303179,635.379384389819,0.9980083703994752,597.8329581614072,132.65955795460187,680.4358906286652,0.9952607154846193,603.4338834436774,72.85945481779333,680.2636962022766,0.993821620941162,572.4537599925034,170.80367351442797,693.4529941339171,0.7024489641189575,557.9451073969506,20.28169150514072,680.1720916342455,0.9068317413330078,432.1598952602122,238.73613973543112,539.6429202071689,0.9312702417373656,433.3787992377625,-52.48996476998303,512.0762719029924,0.3576285243034363,549.8723125492531,294.7425111542873,360.0484051432128,0.07989409565925598,528.8220624147257,-114.12024424848465,339.0942856078998,0.9333943128585817,739.9847053069752,327.097787746911,166.7392710901833,0.5599339008331299,731.9996009684694,-179.1529458303249,177.98721394971028,0.8847332000732422,391.4257446696251,201.74715527466114,37.81915661037364,0.03927454352378845,486.9712135998294,-10.018582189115783,132.202376785792,0.0245821475982666,393.50737413126166,182.38346700684792,-421.50799053970064,0.016469568014144897,626.8896997136126,-58.12696403516439,-51.6759512585071,0.014957755804061891,329.3219927209608,147.8996220554967,-670.8355133708094,0.005786508321762085,329.4826884191807,-187.8837672689021,-584.8798629370763,0.004766911268234253,1756.12,1937.78,5.25,0.03,584.57,2094.8,8.43,89.87,1759.06,1543.58,6.78,179.28,239.73,2101.49,8.57,96.98,115.46,2130.58,9.44,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28451,28451,1171.234445010244,1568224486.7411726,1171.234445010244,-89.57999943129174,,562.4633483199461,105.24044982150431,625.9843078786529,0.9981257915496826,603.0060813771246,130.88228821550322,678.6116540359277,0.995944619178772,594.6566767772249,69.57140698101614,674.6149313023418,0.9955304861068726,576.9662826528397,168.84518890818018,696.1676917761753,0.6812155246734619,546.1489113002262,13.050868274444134,672.7457040610295,0.5903804302215576,431.4992998191927,240.84335163672185,531.8129603869154,0.9517743587493896,432.0968754701975,-50.260460647297364,514.7834901995534,0.5092582702636719,549.7810802565239,293.3799618203832,362.05776200394524,0.09082382917404176,521.2411221630684,-107.9944254708861,334.69418151516015,0.9156606197357178,743.0829074865065,329.62202091351736,167.08016568655566,0.6446635127067566,726.4626542438967,-177.76839601842198,181.90829800684108,0.3547495603561401,401.876057504309,200.343590723518,32.766067753815,0.07034754753112793,498.88933729607146,-6.942136995957912,120.64496103421062,0.06545832753181458,324.3641785112717,181.43050723246785,-521.6507374150534,0.012133240699768066,556.9010881699546,-72.25313156366221,-222.42084195478,0.04629743099212647,332.44676956621294,163.84625926258732,-668.4835909210103,0.0017234086990356445,439.6334782540394,-151.70787557193967,-507.8513376443531,0.002386152744293213,1756.12,1937.9625585542935,5.256889002048826,0.026555498975586997,584.8593380860507,2094.8034445010244,8.412777494877933,89.87,1759.0634445010244,1543.3492184313645,6.74555498975587,179.28,240.02622708809952,2101.4521104887313,8.590667006146479,96.98,115.76656059117278,2130.49388747439,9.408999490780284,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
28452,28452,1171.2664758885644,1568224486.773116,1171.2664758885644,-79.0932234041649,,569.844663152983,104.89140562393936,626.2627850338253,0.9974992275238036,596.1962464265425,130.89900214315,673.7720600644059,0.9953528046607972,595.6871971659573,73.06051546537033,670.7164957315098,0.95208740234375,582.7665952833114,167.05257188108465,694.4232717762745,0.8296877145767212,547.6162726754793,14.467495576185904,669.4507350736072,0.7773165106773376,434.8529734262512,248.28379083156932,534.454551951161,0.9208106994628906,440.3572164538703,-44.68773509752328,524.0024793461987,0.5518678426742554,550.3568065337456,292.0637111729935,361.58895151922746,0.10684847831726074,532.7116185944418,-107.2528195551218,359.65001942434753,0.8046194314956665,724.7927857012972,313.7593520563801,148.9660219648381,0.05790844559669495,728.920784063887,-174.58566697404686,173.0037233583878,0.8636782169342041,402.1042305733322,194.07813385186063,31.927833784264962,0.13786503672599792,463.9515696178698,-13.1511414286761,132.61678522114929,0.241053968667984,307.3974975991533,185.36577444920488,-598.8568631613167,0.007080525159835815,634.8999128067477,-49.99090846133112,-71.00998878453953,0.1272924244403839,300.04950741888774,150.86392932696086,-702.2266012244246,0.003380328416824341,530.2331010916986,-109.01520133209145,-437.66409845920685,0.013170331716537477,1756.12,1938.1323222093927,5.263295177712927,0.02335241114353571,585.128397463943,2094.8066475888563,8.396762055717678,89.87,1759.0666475888565,1543.1346115466172,6.713524111435357,179.28,240.30169264165596,2101.416876522579,8.609885533138787,96.98,116.05163540822531,2130.413810278588,9.380171700291822,106.01,,,,,,,,,,,,,,,,,,,,,1a,7,1568223547
