,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,H_in-K_out.22_x,H_in-K_out.22_y,H_in-K_out.22_speed,H_in-K_out.22_angle,K_in-H_out.12_x,K_in-H_out.12_y,K_in-H_out.12_speed,K_in-H_out.12_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,scenario,participant_id,source_file
35029,35029,1106.8,1569237819.9896276,1106.8,-84.45029493322761,564.5340251636848,21.5563816337732,601.4438372190988,0.9968987703323364,604.3472293581548,46.316204960630856,660.6645000242722,0.9633502960205078,595.1798243549587,-13.925339717952713,651.9503462245602,0.9810191988945008,587.7484952912637,81.06733158502249,690.503946458361,0.7326556444168091,591.6567808003364,-57.33206714693581,666.5065722362638,0.31668150424957275,399.46163513675606,156.07058569856298,516.9396879063157,0.9613168835639954,422.2816443128474,-103.93729609525522,484.1344934979296,0.9200739860534668,495.5425955086957,219.69261377320592,317.07774616295796,0.8657591342926025,527.598525554843,-180.8314589165284,282.4238282687888,0.976441502571106,666.7983906367077,292.8823914998535,144.40631445902392,0.9757831692695618,752.5646474947794,-195.60761145538123,166.36278178126838,0.9044371843338012,358.247902008657,149.54052872091066,68.30898806227295,0.008975416421890259,400.8040196351932,-51.50387649326262,129.97209286443035,0.111242413520813,677.0701164038908,169.0855728601564,-33.77424221831586,0.5032599568367004,781.8730349759386,-46.417771188881524,45.33233855675641,0.21288597583770752,350.48769134632795,196.42651985060425,-617.8281903399827,0.0226944088935852,1548.5299547738882,-29.760610589856995,545.8422831953129,0.004195809364318848,1756.97,1936.11,5.78,358.25,1398.44,801.23,7.97,181.84,1398.94,816.96,8.09,181.84,2723.11,643.67,7.63,138.41,1399.43,832.26,8.1,181.84,1759.82,1476.13,8.92,179.85,519.57,2094.51,8.84,89.67,251.29,2100.07,10.0,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35030,35030,1106.8365915841996,1569237820.02631,1106.8365915841996,-96.42183942254827,569.9175409031808,26.042371666827226,608.1492084895688,0.996833562850952,597.0507786949182,49.01477774610093,658.4736598288569,0.9889066815376282,592.1374730849233,-13.639231720503972,649.919330993007,0.9822597503662108,582.7788878237219,79.6457307552916,688.1670674833304,0.7503162622451782,604.8316200488888,-57.034742603496724,669.2898070429719,0.35394808650016785,401.5401354530089,156.26794736136316,517.8005195836628,0.9624767303466796,426.144178812305,-104.51527579023985,481.3475048750336,0.9211554527282716,480.5177407534207,221.7627355455484,308.2517332494528,0.8784639835357666,519.8743069770567,-180.20070436169442,280.86888649754815,0.9745539426803588,666.6563166186346,290.27848254140895,144.28472396102802,0.976717472076416,727.6980632901881,-198.41188126383145,150.01477412930944,0.9122787117958068,354.76096625790115,151.25803131563202,66.32680188767105,0.006893038749694824,404.590163629618,-50.104351884740346,133.52511016215334,0.09017124772071836,688.2123105515715,170.30568097088863,-23.23679733335257,0.6495687365531921,676.1706953376067,-44.229774982728216,-3.9370709633666934,0.3799397945404053,330.9948845951805,194.5725694556855,-635.4232505449006,0.026047319173812863,1100.4712326129238,-38.604193872964686,110.580084408318,0.005665898323059082,1756.9663408415802,1936.3222311883576,5.787318316839919,358.25365915842,1398.4290225247405,800.9372673264032,7.97,181.84,1398.9290225247405,816.6672673264032,8.071704207900204,181.84,2723.296617079418,643.4577688116424,7.67390990103951,138.41,1399.4226816831601,831.9636081679834,8.09634084158004,181.84,1759.8236591584198,1475.8006757422036,8.934636633679839,179.85,519.8956650993764,2094.5136591584196,8.847318316839917,89.67,251.648597525156,2100.026090098961,9.981704207900204,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35031,35031,1106.8365915841996,1569237820.02631,1106.8365915841996,,558.7932065707888,16.643050344414313,602.8679387335832,0.9952036142349244,603.4946829008409,40.02362617486065,659.7019365993715,0.9660313129425048,580.4237002827847,-16.306077626348596,645.6871081083355,0.9636565446853638,575.9135259659743,87.70120951720774,687.0134393986339,0.6512222290039062,588.1409561612636,-54.373064843575506,666.4066351170187,0.555472731590271,407.7787204701509,153.41880253013662,520.8705641127697,0.9571753740310668,451.63610076952006,-100.86390233160655,495.19096177971323,0.937766432762146,485.282067969742,224.48309362704973,317.65781773380667,0.8569067716598511,527.9802333940634,-178.2684673889571,279.55435830843317,0.9629117250442504,668.4342193686451,285.807519990822,139.34478713929917,0.9331071376800536,728.9139426242767,-198.26823751805824,149.3560986776287,0.9161108732223512,349.50418134627563,152.47802675732143,64.37401236787565,0.007518261671066284,394.7332797965868,-51.930270370452774,152.63971327381716,0.3159973621368408,699.8052981906839,168.88431094703026,-13.706582513010776,0.5919902324676514,684.682355187452,-41.241216600872654,5.6369462806616735,0.2563072741031647,290.94129757886884,197.27609586800875,-674.0059735522512,0.027941644191741943,778.0266574640042,-23.928959593629287,-200.5670890380537,0.011082559823989868,1756.9663408415802,1936.3222311883576,5.787318316839919,358.25365915842,1398.4290225247405,800.9372673264032,7.97,181.84,1398.9290225247405,816.6672673264032,8.071704207900204,181.84,2723.296617079418,643.4577688116424,7.67390990103951,138.41,1399.4226816831601,831.9636081679834,8.09634084158004,181.84,1759.8236591584198,1475.8006757422036,8.934636633679839,179.85,519.8956650993764,2094.5136591584196,8.847318316839917,89.67,251.648597525156,2100.026090098961,9.981704207900204,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35032,35032,1106.8671670578947,1569237820.0569613,1106.8671670578947,-92.49719885356838,565.7978340319778,27.01389116729296,607.6896636926796,0.9967814683914183,595.372902006501,49.701730822947944,657.5855058379443,0.989801287651062,591.0278266854224,-12.379726697352707,650.0389367838393,0.9857327938079834,580.5364805879668,82.66513249586396,688.7674003178615,0.7545135021209717,582.5609357108997,-56.5375926832974,663.2313672207995,0.3467743396759033,403.3818413164141,157.68063986907097,521.4509653602373,0.9593536257743835,454.31536764069153,-100.49175217674036,495.11504277067087,0.9301409721374512,479.08565189459745,223.1830359312616,309.77439850195304,0.8242678642272949,534.4596983519617,-176.77127297034264,277.53926523293177,0.9527257680892944,671.0658932123715,289.8271569130792,145.76796413367472,0.9807440042495728,728.5603476041849,-198.36891970634,150.4019490488299,0.9150588512420654,344.25901861963325,157.10584580725344,61.0290291865816,0.005300611257553101,401.9143501289744,-50.82942865024445,143.44165816948984,0.1163272261619568,751.3782885607095,201.4408236592899,24.169507899375702,0.138613760471344,731.246334531043,-44.16246510123808,32.38700756436995,0.26040443778038025,250.07452390996102,252.3724852808704,-712.1740303741265,0.01844969391822815,636.9821736895516,-15.419442785146005,-336.5234463111872,0.011911869049072266,1756.963283294211,1936.4995689357888,5.793433411578926,358.2567167057895,1398.4198498826318,800.6926635368428,7.97,181.84,1398.9198498826318,816.422663536843,8.056416471052685,181.84,2723.4525519952626,643.2804310642111,7.7106004694735555,138.41,1399.4165665884213,831.7159468310534,8.093283294210536,181.84,1759.8267167057893,1475.5254964789483,8.946866823157851,179.85,520.1677868152623,2094.5167167057893,8.853433411578926,89.67,251.94823716736735,2099.9893995305265,9.966416471052684,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35033,35033,1106.9,1569237820.0898757,1106.9,-96.29601880523953,569.9640822611921,31.965485762696172,609.4274905699166,0.9965367913246156,596.6157287865501,52.9523634812326,658.4828629105148,0.9920319318771362,600.3320993879722,-6.320755665407738,654.8808011891051,0.9883326292037964,581.3057734846013,83.30434105104135,689.0965897713844,0.687890887260437,596.8321183856671,-55.2452335609584,667.3458992818859,0.3914727866649628,412.87786415532725,155.13244306303812,521.5942544401879,0.9661099910736084,399.7766575715841,-99.4945850159443,475.7471690677663,0.9505529403686525,495.8610422419677,222.47713521283558,314.5650284942958,0.8503919839859009,497.2816780556508,-167.82105788919228,274.6166664977859,0.8094265460968018,674.2982047914059,291.1093441248624,151.15651425165487,0.9787927865982056,725.9309702479231,-193.7128556101953,166.47310001218884,0.8161946535110474,347.42915030259286,159.50434080319434,65.94293418399586,0.005772054195404053,405.1731571955794,-49.03766946130522,139.33201979252502,0.2030282020568848,768.9028045582425,216.5822642032455,40.69786262339295,0.11517995595932007,781.7740905180173,-44.926485397074224,56.37232719113956,0.2453799843788147,201.08957013920028,289.66853392654457,-755.8628047982625,0.00819450616836548,590.0326748227183,-18.879125026544266,-382.7620137493284,0.012149035930633543,1756.96,1936.69,5.8,358.26,1398.41,800.43,7.97,181.84,1398.91,816.16,8.04,181.84,2723.62,643.09,7.75,138.41,1399.41,831.45,8.09,181.84,1759.83,1475.23,8.96,179.85,520.46,2094.52,8.86,89.67,252.27,2099.95,9.95,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35034,35034,1106.933342223196,1569237820.1232595,1106.933342223196,-96.17034303052007,566.9283568244032,32.105049295805365,607.6296707233141,0.9969581365585328,593.4606247397239,53.41764571772088,656.5825404024553,0.9911280274391174,594.1991510307766,-4.84287877693295,652.0251846190838,0.9889642596244812,569.1427010835323,86.76985429597731,679.7856139245771,0.2909238040447235,600.725020103189,-52.52109414087465,669.8708950233521,0.3737561106681824,404.97411413569847,159.84623878161733,518.7881356068189,0.9720792770385742,411.18476572816076,-96.89336061583073,486.9847065672863,0.944440484046936,454.8808248714632,229.4981067830308,291.1107360038538,0.8900677561759949,501.52381469242204,-165.07079007717968,276.7704993093199,0.7955163717269897,679.1781096670708,292.8276135305213,152.65693838093677,0.9689087867736816,723.4308985708406,-189.28720974025555,165.5405998862523,0.7510777711868286,356.3260095007493,160.35955599869828,68.72494773314725,0.010552823543548584,401.1966945696981,-51.512984878565284,128.69856289248426,0.3483292162418365,687.9032417707523,201.30838445382776,-31.32893010212323,0.28348660469055176,803.0425114328349,-54.14386538745855,49.82089804817306,0.2427990734577179,150.79919731424818,284.68941718757264,-803.6945329373152,0.005409866571426393,548.7761953430813,-38.57733085132421,-427.1230937134494,0.014565467834472656,1756.9533315553608,1936.8833848945362,5.8,358.2833395562372,1398.3999973330415,800.1632622144327,7.980002666958767,181.84,1398.9033315553606,815.8932622144329,8.013326221443288,181.84,2723.7933795606186,642.8966151054639,7.75,138.41,1399.3999973330415,831.183262214433,8.079997333041232,181.84,1759.83,1474.933254213557,8.949997333041233,179.85,520.7567457864435,2094.52,8.876671111597945,89.67,252.6000880096393,2099.909989332165,9.943331555360821,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35035,35035,1106.9667284988357,1569237820.1566875,1106.9667284988357,-96.0448118424,569.9075896581493,33.22509514613481,609.8666576363546,0.9966761469841005,593.1622128712006,54.14408063947747,656.7999014779255,0.9910479784011841,598.1689671739769,-2.239563600634675,656.3627340373034,0.989864468574524,575.2089126633442,86.71611682451038,677.1291036069224,0.2484818696975708,598.7061204700948,-50.57703795345053,671.3772707833658,0.3771402835845947,390.434363452542,161.640539548198,513.6640913394579,0.9711852073669434,420.54544010036096,-84.91077982565584,487.87852559414114,0.3341490626335144,445.6189575860536,229.1729732152548,289.56718592490404,0.8250716924667358,518.5817875517164,-168.69725233352418,273.4665636760947,0.9766058921813964,681.3558967745322,289.3535744227982,157.34077323593687,0.928055465221405,723.0154215929422,-193.66019745882008,155.24261981923544,0.8922139406204224,360.3396193285621,160.76813940566132,70.07600477394409,0.008174419403076172,406.0026014519647,-45.964207081328446,122.52829290460464,0.4666479229927063,693.5309813981962,190.2728823540636,-26.17864744376152,0.38766294717788696,809.3722242845221,-55.68991028394606,63.95052899260006,0.4178913235664368,128.36401841936987,281.2808723087824,-827.2525589960898,0.006723403930664063,523.1652552204439,-50.24839243254097,-460.95929207532754,0.013322681188583374,1756.946654300233,1937.0770252932464,5.8,358.30670994918495,1398.389981450349,799.8961720093149,7.99001854965069,181.84,1398.8966543002327,815.6261720093149,7.986617200931492,181.84,2723.966988193945,642.7029747067534,7.75,138.41,1399.389981450349,830.9161720093149,8.06998145034931,181.84,1759.83,1474.6361163603628,8.939981450349311,179.85,521.0538836396372,2094.52,8.893364249417816,89.67,252.9306121384728,2099.869925801397,9.936654300232872,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35036,35036,1107.0,1569237820.1900005,1107.0,-85.57481182721004,560.5749934466811,32.70438174416733,601.0250647555628,0.9923152923583984,587.6495850185759,59.18754028294032,651.1689037212003,0.9969538450241088,597.9130779746091,-1.7319941353115098,657.9182448983979,0.9905519485473632,571.9755280304214,90.81379482928749,674.5470465115814,0.2866071760654449,598.0952755253368,-48.06259179418089,672.1192132385222,0.3361170291900635,420.38446158753663,157.06575377151648,518.9156020968329,0.736253023147583,431.5659361652951,-91.15153749004408,494.0582173898262,0.9470077753067015,483.82302698635834,227.1201886774621,306.89992527671035,0.8077266216278076,507.7778809234383,-163.31505175376174,280.0672599193989,0.8207014799118042,679.3500101936556,286.98756905190584,153.25917704837497,0.9213583469390868,713.9310904253463,-188.479513741044,157.1837111119684,0.7417888045310974,369.20180096167036,167.07303487104468,74.65144769232558,0.014779925346374512,390.0949347130242,-41.58466640057503,132.74921613378186,0.1486811637878418,594.4123748745262,203.02883334805043,-115.96961859542148,0.4111968576908112,812.0489746570137,-51.55380859563618,59.21367223382259,0.15568965673446655,145.01837506461828,276.5820177108074,-811.3482064230078,0.002990543842315674,504.6749393815117,-66.98700659891071,-483.2296509145018,0.020292460918426517,1756.94,1937.27,5.8,358.33,1398.38,799.63,8.0,181.84,1398.89,815.36,7.96,181.84,2724.14,642.51,7.75,138.41,1399.38,830.65,8.06,181.84,1759.83,1474.34,8.93,179.85,521.35,2094.52,8.91,89.67,253.26,2099.83,9.93,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35037,35037,1107.0329669863363,1569237820.2233415,1107.0329669863363,-84.07871772617892,558.0991149345449,31.446400746104732,599.9418628851678,0.9907621145248412,583.165151108349,60.02469427565063,648.6294904518368,0.9970164895057678,591.0900840242131,0.576234385253251,655.190733790355,0.9896872639656068,571.2331084154192,91.88248686559521,672.5310583482858,0.3613934814929962,606.1007388026776,-42.34752003356235,675.4141954754502,0.41331034898757935,418.6863107057335,160.59724699172858,518.4809998670269,0.9784621000289916,429.08819806082477,-88.38422627071293,491.10582413728906,0.9624942541122437,480.74752420134735,231.14111288880426,305.20806942914044,0.787043571472168,519.4431956892848,-164.93022548461963,273.21939457345985,0.9783469438552856,678.2065275895989,284.3395272004335,148.94048885284525,0.9114140272140504,728.2064879845783,-194.2494444095004,158.19986530569804,0.8946946263313293,390.21414685441977,167.5074125003709,89.39861439400974,0.009876757860183716,386.6930768499314,-43.18003063743157,115.15705732565952,0.4837272465229034,620.4811836028832,197.84164862481674,-94.26823179716499,0.4268497526645661,821.3858617702284,-55.00947109380555,61.012838130184534,0.4374193847179413,134.08560921362707,278.03361084451853,-819.6020088870669,0.004611164331436157,498.68830418390894,-71.95293786870349,-488.6505869555458,0.024078190326690674,1756.933406602733,1937.4612085207507,5.793406602732732,358.3596702877027,1398.3734066027328,799.3629674106758,8.026373589069069,181.84,1398.880109904099,815.0962641093092,7.976483493168168,181.84,2724.308131630315,642.3187914792493,7.7532966986336325,138.41,1399.370109904099,830.3862641093092,8.043516506831832,181.84,1759.83,1474.043297122973,8.93,179.85,521.6401094797599,2094.523296698633,8.890219808198196,89.67,253.5830764660961,2099.7904396163963,9.9398900959009,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
35038,35038,1107.0659990381623,1569237820.2567482,1107.0659990381623,-87.7639605254291,563.8452784052872,36.47488014929675,603.5624368971646,0.9961043000221252,582.7731901442967,63.49771955848085,649.2603090111618,0.9978786706924438,597.3489711411012,4.169555646898658,658.9630120245865,0.9913523197174072,570.5288547197067,95.8339206746056,673.5085953431598,0.4289240837097168,607.8058469692311,-38.41411944261221,678.5126879912788,0.4748855829238892,417.7277626064422,160.54999236905198,513.7211055447917,0.8024584650993347,395.85228211860124,-88.44374509070445,480.91878263078513,0.9657559990882874,517.4730542848148,228.67966370049274,326.1906933372436,0.6568241119384766,516.349057251015,-164.51501287914925,270.04497099670925,0.9785645008087158,675.6171489133868,282.21102079769616,148.30212160242252,0.9167555570602416,710.1437570594159,-197.36744002284385,143.97030551654984,0.8949337005615234,401.5819146784436,163.90120905559544,91.17030915767387,0.0052925050258636475,380.9965135227965,-47.22574966426639,107.14360643396748,0.5669516921043396,718.6052742210657,214.33979298402022,-4.9092286789485495,0.0579676628112793,811.4846497320877,-56.57508468292296,59.91580090198538,0.4395501613616944,148.34462359089326,305.85263515251086,-804.803156497931,0.008782178163528442,493.80734021145975,-71.27457689223635,-495.6298378892569,0.03761929273605347,1756.9268001923676,1937.6527944213415,5.786800192367525,358.38939913434615,1398.3668001923675,799.0954077908847,8.052799230529901,181.84,1398.8702002885516,814.8320076947009,7.992999519081188,181.84,2724.476595094628,642.1272055786582,7.756599903816237,138.41,1399.3602002885516,830.122007694701,8.027000480918813,181.84,1759.83,1473.7460086565384,8.93,179.85,521.9307915358288,2094.5265999038165,8.870400577102574,89.67,253.9067905739913,2099.750801154205,9.949799711448712,96.98,,,,,,,,,,,,,,,,,,,,,,,,,1a,14,1569236662
