,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_1a_1_x,conflict_1a_1_y,conflict_1a_1_speed,conflict_1a_1_angle,conflict_1a_2_x,conflict_1a_2_y,conflict_1a_2_speed,conflict_1a_2_angle,conflict_1a_3_x,conflict_1a_3_y,conflict_1a_3_speed,conflict_1a_3_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,scenario,participant_id,source_file
37924,37924,1194.9,1568649578.8197045,1194.9,-100.50430945520165,,639.3813674072346,73.89970522985412,648.4617874742554,0.9976457357406616,642.2132036755536,105.90833680902742,690.4228536057988,0.9897708892822266,632.3743218467494,46.94003615965436,689.6010590790187,0.9944518804550172,616.9675878492994,143.05545504195422,703.3962546517638,0.4897821843624115,583.8358553953832,-3.5066914954212534,696.8727435562538,0.8063123822212219,509.49096617831566,183.10026549026603,558.6210659269648,0.9175659418106079,501.8599020722298,-60.63518884925293,564.887129568257,0.8658217787742615,617.8211243215568,233.225224300726,365.8978498693566,0.956261157989502,581.3044476102726,-116.03729581748844,365.29294201827037,0.6937953233718872,800.5293281976175,280.8538607898362,232.7151659187463,0.8396412134170532,748.4870588264791,-180.86817763033656,219.86970939152562,0.5571324229240417,413.28317254318046,162.32167989340334,149.42897262074968,0.13315409421920776,401.01385198093215,-44.04763818480879,183.27787042344747,0.6035195589065552,847.1963677317244,205.01875346125016,152.07557154018141,0.16041415929794312,633.1710828773566,-96.83468780909293,18.582223915845077,0.5617067217826843,576.107502331572,179.14117384321895,-435.49309477663047,0.3969687223434448,381.7331090756186,-136.7103702383706,-455.3562214120624,0.030774503946304318,1756.02,2040.99,3.77,359.47,1760.84,1084.9,7.86,179.85,528.38,2094.56,8.34,89.67,153.07,2119.79,7.03,106.01,1749.41,2195.23,7.5,178.81,1749.06,2212.03,7.37,178.81,1748.65,2232.16,7.38,178.81,,,,,1a,13,1568648330
37925,37925,1194.9494221478872,1568649578.8525345,1194.9494221478872,-95.60458051235209,,636.80627279804,74.15708914145662,645.7576419865243,0.9973790645599364,644.6810454436776,105.85982656575744,693.1272885440492,0.988945722579956,629.4640225108255,43.25403583392568,683.2770601899365,0.9978848099708556,613.7312170289265,141.26087977560485,702.0466077846927,0.4537089467048645,582.9452822941664,-5.723207553245714,696.0373000583501,0.7261690497398376,509.99511454898766,177.40236279156986,557.6860138607325,0.9278799295425416,502.2112121206675,-56.97047015192246,565.143046430142,0.8781579732894897,613.6192497490476,235.42852475213428,363.17825856013513,0.9526202082633972,578.8357193608658,-115.78784824386513,367.66108938747396,0.790149450302124,793.3655854223928,283.72858961273954,227.28646493872571,0.8638975620269775,753.5606652094791,-192.79724945500897,216.78686553128398,0.4920122027397156,419.2552319420189,164.1514700798662,149.68668800074855,0.15150129795074466,392.6703298036901,-43.4823312493914,175.20772973873463,0.6438531875610352,845.6600432637475,205.1536981461039,147.50095745639825,0.10295242071151732,634.4558171160933,-93.03599545245063,12.922604101521811,0.5276530981063843,580.4795811607247,178.95938157448,-432.82976148401474,0.31714579463005066,376.2397672737361,-138.00475507146612,-458.91549185505636,0.02427840232849121,1756.0150577852112,2041.1728619471826,3.7601155704225766,359.43046228169027,1760.84,1084.5145072464804,7.8352889260564424,179.85,528.7951460422519,2094.564942214789,8.359768859154848,89.67,153.40607060563238,2119.6960979190144,7.034942214788713,106.01,1749.4198844295777,2194.8642761056353,7.465404496479017,178.81,1749.0698844295773,2211.659333890847,7.454017651408098,178.81,1748.6549422147891,2231.784391676058,7.483786510562943,178.81,,,,,1a,13,1568648330
37926,37926,1195.0,1568649578.8861322,1195.0,-103.14472406422595,,638.0537417860912,73.63529243167734,646.9867040674902,0.9979028701782228,633.807956643312,104.65564600152537,688.16133544542,0.9908664226531982,631.2916805727901,42.66623130104794,683.0930497972768,0.998059630393982,609.9092693980077,140.32957472377097,701.0124263502403,0.4636208415031433,579.4738962835924,-11.31594663111283,694.4173343503512,0.9271243810653688,505.57041746690146,185.7929202909177,556.2007676098207,0.93352073431015,502.492142617762,-56.568935263245876,564.6882111734743,0.8674936294555664,617.854232453567,235.82771049160598,364.16200425532577,0.9601861238479614,586.6773804012146,-115.20591806129472,371.9892347594638,0.720996618270874,796.5963481233507,282.521570644547,228.38152660715667,0.8329601287841797,734.3739549869673,-184.2610543818589,208.88320067280662,0.4990531206130981,426.0922879307183,162.2372839606151,150.22993640919682,0.1405419409275055,391.141162600857,-43.962564147346875,183.9692917362513,0.18543508648872373,849.5970473442405,204.11000081115262,150.53858539242054,0.07922878861427307,627.2866180233704,-105.10013476143163,15.521196635400345,0.7060414552688599,586.3434788229872,186.75354475032987,-430.14177959565,0.35039329528808594,369.9459547299504,-140.62684037606587,-474.8506562178092,0.021728932857513428,1756.01,2041.36,3.75,359.39,1760.84,1084.12,7.81,179.85,529.22,2094.57,8.38,89.67,153.75,2119.6,7.04,106.01,1749.43,2194.49,7.43,178.81,1749.08,2211.28,7.54,178.81,1748.66,2231.4,7.59,178.81,,,,,1a,13,1568648330
37927,37927,1195.0,1568649578.8861322,1195.0,,,635.6314429530515,74.08200494850988,647.8388645837002,0.9981752634048462,632.576369488984,104.05500064897896,688.9232804971991,0.991409957408905,636.4983705907381,45.1481934310816,691.7006158406,0.9953715205192566,612.5065024119519,138.88409027149677,703.1997019140283,0.468147873878479,590.2325370089354,-7.503630097872838,696.3822436843088,0.7329483032226562,509.02215101584983,184.1438744625132,558.6134352909426,0.9259528517723083,503.97224467324537,-55.4688953353269,561.7464448360125,0.8900434374809265,625.1059396545783,238.669110507482,365.8502812087609,0.9608719944953918,576.5644890704166,-113.0760808404542,365.70513116105246,0.7434839606285095,799.3524494597008,282.22977030309517,231.6967158404755,0.8500250577926636,737.888567203302,-180.40499533171692,215.1067582440173,0.5770806074142456,438.5253168204531,160.24981554775786,148.7919850204421,0.16002988815307614,390.09017367761237,-43.556554054805744,188.26445773799952,0.19071334600448608,850.3280846064903,203.7857233264056,151.2184308744898,0.09672793745994568,627.6423464770463,-102.12967764002052,12.64595397060492,0.7370636463165283,587.9370034193618,191.58492902234687,-428.84476992574344,0.3172644376754761,371.41247403613687,-140.57121327142517,-479.6318291466398,0.02147731184959412,1756.01,2041.36,3.75,359.39,1760.84,1084.12,7.81,179.85,529.22,2094.57,8.38,89.67,153.75,2119.6,7.04,106.01,1749.43,2194.49,7.43,178.81,1749.08,2211.28,7.54,178.81,1748.66,2231.4,7.59,178.81,,,,,1a,13,1568648330
37928,37928,1195.0318287711125,1568649578.9192276,1195.0318287711125,-103.5614078959925,,633.0336216414628,73.00994556521394,644.4203913588938,0.9978229403495787,632.9302344065768,104.1744005085964,688.1117556520607,0.9911512136459352,637.020904584676,45.11256918815203,691.8376002094386,0.9953197836875916,606.5572782539824,140.00642026525952,700.5871656799386,0.4987731873989105,591.0641197569868,-6.84896916467839,698.6681108073309,0.7573447227478027,510.5734742997447,180.77502669377103,556.4084205066404,0.9273126125335692,503.86303143009627,-56.65642029226017,561.9808165181341,0.8977577686309814,618.355493634148,235.85699698617844,365.12332902767645,0.9570877552032472,578.215789658059,-114.18647398394859,367.4176645937951,0.7223904132843018,799.8120289793596,280.3559143854049,231.87176761324403,0.865939736366272,736.5942611091949,-178.23715860291716,212.24081642991592,0.5333791971206665,435.26686957909766,161.63040605028652,156.34644583442244,0.11317166686058044,395.1552617395242,-43.04678628684693,179.2947704799664,0.6360982656478882,846.3350348825735,205.57562536603427,153.2630978837489,0.18101108074188232,627.5679938778876,-105.29789587742088,12.491096842662616,0.706744909286499,586.4119615686823,183.5630915755677,-424.0896351639248,0.4359672069549561,373.9208639114057,-141.31770211581676,-485.44485124402183,0.019661694765090942,1756.01,2041.4809493302273,3.7436342457774967,359.36453698311004,1760.8431828771108,1083.8685527082112,7.838645894001264,179.85,529.4873616773451,2094.57,8.386365754222505,89.67,153.9600698893426,2119.5395253348856,7.001805474664981,106.01,1749.4331828771112,2194.2512842166557,7.445914385556258,178.81,1749.0831828771109,2211.047649970879,7.463610949329963,178.81,1748.6663657542224,2231.1676499708788,7.5008794408849555,178.81,,,,,1a,13,1568648330
37929,37929,1195.0639482892245,1568649578.9526248,1195.0639482892245,-103.5614078959925,,632.1849364833623,72.27095584070277,645.5928518819243,0.9977342486381532,637.4567141886535,103.64240710472859,689.5345558695212,0.9911915063858032,624.6319607839382,41.20333257692743,681.068104720121,0.9978919625282288,607.3302097240708,139.58951978618512,701.8351118993944,0.4687583148479462,583.1482004292279,-12.292260006847565,696.776345684985,0.9439029693603516,510.4210922429479,181.8352009756606,556.7704382833333,0.9363511800765992,502.7073834120188,-60.496062307348616,564.3289539028274,0.8997329473495483,617.8343415370631,234.40472902306598,365.08722463881963,0.9516387581825256,578.1778577692091,-115.80914583254551,368.3695285794294,0.7295213937759399,801.1390482310686,279.4088191384165,229.36840440653145,0.8287498950958252,759.79785250907,-192.83047119280155,220.7745024142503,0.5496886372566223,436.2732782726696,163.86909415806656,162.5470758014524,0.10697600245475768,395.7148233756356,-43.17099478203008,178.40927342050782,0.6260335445404053,846.181971501135,205.24880716184362,151.34469669169832,0.15107792615890506,613.2562557575505,-108.86358644948211,7.1373053861269975,0.7588796615600586,579.6583708361039,182.3504594156831,-433.0144356159557,0.3586820363998413,374.2217747182003,-140.00577805149666,-486.4421035528689,0.02130186557769776,1756.01,2041.6030034990533,3.7372103421550826,359.3388413686203,1760.8463948289225,1083.6148085151258,7.867553460302126,179.85,529.7571656294865,2094.57,8.392789657844919,89.67,154.17205870888225,2119.478498250473,6.963262052930497,106.01,1749.4363948289224,2194.0103878308155,7.461974144612292,178.81,1749.0863948289225,2210.813177488661,7.386524105860996,178.81,1748.6727896578448,2230.9331774886605,7.41094479017116,178.81,,,,,1a,13,1568648330
37930,37930,1195.0639482892245,1568649578.9526248,1195.0639482892245,,,631.2370947018658,73.7646697341348,647.4225723212776,0.9976475238800048,640.2450847331518,103.84313830267513,692.9715531782707,0.9879361391067504,635.6168586646863,45.23883178981674,692.4958008986218,0.9946983456611632,618.0696253808927,138.30233446267746,706.9788196456875,0.4560967981815338,593.4223174228457,-6.2365565260258515,699.5488639095224,0.7787138223648071,505.663390942604,178.94855300935342,556.1876020815664,0.9160984754562378,507.1297071093489,-58.159983156238134,565.5362390435838,0.9036070108413696,622.7371992019292,236.5679496163152,365.46076371612435,0.9495679140090942,577.904931249871,-115.2393301280569,369.04717137856005,0.7281378507614136,794.1403796137143,279.4506070831721,225.7039793864893,0.8459594249725342,767.3826093487272,-197.52029928759967,219.5468253843985,0.6520659327507019,433.2918155670722,163.34478122683208,154.66293851545726,0.15051063895225525,392.5986372177964,-43.5389320635264,184.6388129527108,0.1865193247795105,850.6650285128264,204.79300033895262,153.7534533062626,0.17531448602676392,627.5161971792243,-100.9436318307538,17.668947122627827,0.7183455228805542,581.3588409897891,184.3865511573605,-431.1545473210743,0.4202024042606354,367.87055351120284,-140.07308478386042,-497.1294650550119,0.018735915422439568,1756.01,2041.6030034990533,3.7372103421550826,359.3388413686203,1760.8463948289225,1083.6148085151258,7.867553460302126,179.85,529.7571656294865,2094.57,8.392789657844919,89.67,154.17205870888225,2119.478498250473,6.963262052930497,106.01,1749.4363948289224,2194.0103878308155,7.461974144612292,178.81,1749.0863948289225,2210.813177488661,7.386524105860996,178.81,1748.6727896578448,2230.9331774886605,7.41094479017116,178.81,,,,,1a,13,1568648330
37931,37931,1195.1,1568649578.9901106,1195.1,-103.5614078959925,,635.9351140774169,72.6016704032997,646.4608539101969,0.9981273412704468,641.3451254311531,103.0474773176802,691.3814486213811,0.9925647974014282,632.2233589381066,44.04008904652119,690.891921914731,0.9950687289237976,613.5013244738586,138.37205914064208,703.9616741144055,0.479494035243988,588.1578809375127,-7.840654799241335,696.8537417394302,0.7139918804168701,508.4327016547415,181.96330301668502,559.8129728371011,0.9239750504493712,507.9970325805547,-56.06414082642717,564.7710145409393,0.8997619152069092,629.2810635432128,232.05957969787326,373.883181448412,0.9593694806098938,581.0186494916395,-115.14817166758014,372.1351982602247,0.7297720909118652,783.6571328361659,267.99040703721283,223.19430051626645,0.5236886739730835,771.4148694074072,-197.7812838357665,217.7217829585045,0.6123509407043457,430.9927740824646,161.37048093761504,144.80217195628038,0.10914653539657593,390.13718348853297,-44.65348255715168,177.07261287126755,0.6559187173843384,864.1820928755867,207.6292510284171,161.0171991284149,0.1705591380596161,639.4468875021569,-105.99852168324765,22.54751622541375,0.6967763900756836,583.9537547462551,181.3852194096976,-423.831726141213,0.40290713310241705,361.5104022380251,-144.96889342382573,-506.210841727052,0.03656339645385742,1756.01,2041.74,3.73,359.31,1760.85,1083.33,7.9,179.85,530.06,2094.57,8.4,89.67,154.41,2119.41,6.92,106.01,1749.44,2193.74,7.48,178.81,1749.09,2210.55,7.3,178.81,1748.68,2230.67,7.31,178.81,,,,,1a,13,1568648330
37932,37932,1195.1317944339512,1568649579.0206528,1195.1317944339512,-103.5614078959925,,636.4909158878771,72.07485740011316,645.8717343549578,0.9979341626167296,628.7269730707403,103.70518033867886,685.2071527101092,0.993152916431427,627.6962276932468,41.920249429700704,682.6872801932104,0.9979370236396792,609.7195064277826,138.82725794571877,702.0168693060808,0.422848641872406,593.6636192777788,-7.23886816139541,700.2516877156198,0.73084557056427,513.4281429245841,184.31179932111164,560.8080721909696,0.925395965576172,503.27786099858565,-58.62915834275925,564.319187750271,0.8890807628631592,614.6262119600277,232.93902012573014,363.5936309003282,0.9552611708641052,587.1434491179243,-117.142815288117,372.08333640998194,0.6355177164077759,802.5307387012967,276.4579365391114,229.84746600813546,0.8643098473548889,738.7805936211824,-186.95150609798242,206.04817829762382,0.4291486442089081,434.8931505124285,160.68285471073116,157.3152367111212,0.13204598426818848,389.5455778086618,-47.19239392741136,175.89792957632602,0.5910362005233765,865.298038929633,208.82605416296653,165.5828078268194,0.21258434653282168,630.3554538412537,-105.17818703952972,12.348779475859118,0.7444043159484863,580.3010307680564,180.84411284316897,-423.9900900279872,0.45709705352783203,404.5803559844488,-140.07362604968955,-510.4013155782478,0.013398796319961548,1756.006820556605,2041.8576394056201,3.723641113209751,359.2813850094439,1760.85,1083.0820034151802,7.880923339629253,179.85,530.3238938017953,2094.573179443395,8.390461669814625,89.67,154.62620215086847,2119.349590575493,6.951794433951247,106.01,1749.4463588867902,2193.5015417453656,7.467282226419503,178.81,1749.09635888679,2210.311541745366,7.357229981112245,178.81,1748.6831794433954,2230.4347211887607,7.354512207531747,178.81,,,,,1a,13,1568648330
37933,37933,1195.1651706225011,1568649579.052714,1195.1651706225011,-101.32810787819956,,636.2658170810125,71.15844425317968,646.3623253651355,0.9980193972587584,629.7075011372823,102.54206032912957,685.4854188304271,0.9933207035064696,631.9928475425656,44.29547404137053,689.7632969029272,0.9954824447631836,609.057990106053,138.46903990268075,700.4935392114128,0.4832878112792969,594.5143696108051,-6.607995935100075,700.9891957166562,0.7579989433288574,513.9951829241903,180.3940870357504,560.7252665087766,0.9380350708961488,499.28142720304635,-61.311336715314106,561.263280816191,0.8979184627532959,613.3570177095003,231.99352906278025,363.0571098501828,0.9571978449821472,587.532797842484,-117.69496962077444,373.8929098243013,0.7060967087745667,805.1500541341112,277.72292940096537,229.68258585196145,0.8631043434143066,763.2815255973097,-195.13621367758137,214.52095204678972,0.4768494963645935,440.35113394123374,161.81655667000487,164.00781901046795,0.13840022683143616,390.10791179303527,-44.35830131859069,174.20962049650376,0.5883671045303345,866.2412323836661,207.5399004833494,163.50324332256432,0.1746027171611786,638.4846703530069,-96.4415116763483,12.625596965516793,0.5994352102279663,581.6659740145021,180.9006483645204,-428.5473208751365,0.2724430561065674,383.9115520625785,-142.2171680303585,-500.6652248351989,0.032929539680480964,1756.0034829377496,2041.9811313032533,3.7169658754998176,359.2513464397492,1760.85,1082.821669144493,7.860897626499453,179.85,530.6009161667575,2094.57651706225,8.380448813249728,89.67,154.85316023300618,2119.286175817248,6.9851706225009105,106.01,1749.4530341245002,2193.251220331243,7.453931750999637,178.81,1749.1030341245,2210.0612203312435,7.417307120501641,178.81,1748.6865170622505,2230.187737393493,7.401238871501277,178.81,,,,,1a,13,1568648330
