,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.9_x,Q_in-J_out.9_y,Q_in-J_out.9_speed,Q_in-J_out.9_angle,Q_in-J_out.10_x,Q_in-J_out.10_y,Q_in-J_out.10_speed,Q_in-J_out.10_angle,Q_in-J_out.11_x,Q_in-J_out.11_y,Q_in-J_out.11_speed,Q_in-J_out.11_angle,H_in-K_out.11_x,H_in-K_out.11_y,H_in-K_out.11_speed,H_in-K_out.11_angle,K_in-H_out.14_x,K_in-H_out.14_y,K_in-H_out.14_speed,K_in-H_out.14_angle,K_in-H_out.15_x,K_in-H_out.15_y,K_in-H_out.15_speed,K_in-H_out.15_angle,Q_in-J_out.12_x,Q_in-J_out.12_y,Q_in-J_out.12_speed,Q_in-J_out.12_angle,Q_in-J_out.13_x,Q_in-J_out.13_y,Q_in-J_out.13_speed,Q_in-J_out.13_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,scenario,participant_id,source_file
26869,26869,879.8,1568027490.1695092,879.8,-79.73887599618051,581.2994370336656,67.75525910016736,592.8751713433602,0.9806213974952698,625.8025435925816,84.8725843384188,653.0157377680996,0.9851720333099364,632.2671281439488,35.77582368854244,649.2666430718817,0.9779285192489624,574.0822611482309,132.24129459745384,670.1655577048522,0.4130387306213379,613.5619876412852,-12.554435845426715,675.0766319322217,0.3667043447494507,444.0325754947122,195.0064226693076,549.2473633306337,0.7271720170974731,458.7096214393188,-59.848065527534025,542.7884146021523,0.8037347793579102,554.6819758643476,254.1586307400252,371.19893974018333,0.08451899886131288,556.5075819351207,-161.93770705865091,328.05447008292924,0.8245664834976196,707.8259741122273,313.46378726112675,181.162593438501,0.9002102613449097,757.7224990704065,-169.23373854055333,180.3753102746537,0.9050283432006836,397.1163959751426,157.06159352803874,128.2759569429641,0.6139163374900818,436.4275180647423,-32.863089702382,150.69607726681963,0.035755157470703125,716.2755161134354,189.4927872246127,8.506491254125423,0.675408124923706,696.4585675951535,-61.921626156703994,41.445364970537725,0.5207794308662415,407.00692555269853,209.49226527271668,-606.2847355432705,0.011982202529907228,583.4951024672775,-68.4636464907017,-388.36297910861646,0.01875689625740052,1762.42,1641.04,6.03,358.15,1760.69,763.4,7.84,180.37,1760.79,778.94,7.78,180.37,1760.89,793.86,7.85,180.37,1429.88,866.03,7.69,268.61,2647.02,800.59,8.18,173.91,2645.42,815.63,8.17,173.91,1760.79,1103.16,8.84,179.85,1760.75,1120.16,8.79,179.85,1760.71,1137.17,8.82,179.85,150.9,2120.42,8.26,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26870,26870,879.848978731682,1568027490.2019253,879.848978731682,-79.44036917035014,591.8557172537637,66.31267425577381,598.7329323373713,0.9752418994903564,627.8966720762725,83.92020088137615,652.8566130080269,0.986357569694519,639.2953343045955,35.09788372676743,652.0092857220079,0.9755401611328124,576.1039983138621,129.16482533969187,670.2541074836919,0.4222107529640198,616.7183044495156,-12.474280393944184,676.5348120478303,0.3835250735282898,440.1202295426999,195.82171071710164,548.7428779392887,0.6382722854614258,457.7758211998432,-57.38613708924263,545.527092559173,0.819484293460846,556.2375730325498,256.21108415552726,372.1624940163768,0.08493947982788086,564.6832262499119,-163.46274547919057,330.0403021080858,0.8120875358581543,707.2986553319638,309.75087992512755,173.9724450736189,0.8426796197891235,752.6401013422127,-172.0691327583382,167.6985280013919,0.8785439133644104,404.5430518411985,168.0555038452099,116.81956708887844,0.22095513343811035,448.1074901804899,-34.83279661844946,138.83115196002225,0.036744385957717896,700.4694919828238,183.65662777005738,-8.90858976132887,0.36808812618255615,713.2220625577992,-63.81757706903811,48.08118957186034,0.4591111242771149,389.4865282771096,214.32817598346654,-631.6343394395723,0.0052386224269866935,598.6676997697592,-65.14572059036334,-391.83380582040456,0.007905572652816772,1762.4102042536636,1641.3387702632606,6.03,358.15,1760.685102126832,763.0179658928803,7.84,180.37,1760.7851021268316,778.5530680197121,7.799591492672813,180.37,1760.885102126832,793.4779658928802,7.85,180.37,1429.5077616392166,866.0202042536637,7.685102126831797,268.61,2647.064080858514,800.1932722733756,8.189795746336406,173.91,2645.4591829853453,815.2283744002074,8.228774478018433,173.91,1760.794897873168,1102.728987161198,8.815510634158985,179.85,1760.75,1119.7240892880302,8.829182985345623,179.85,1760.71,1136.7438850343665,8.795510634158985,179.85,151.28693198028802,2120.3073489171315,8.250204253663592,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26871,26871,879.9,1568027490.2356932,879.9,-75.50706515673784,592.0083927728982,67.00952309137547,600.3833184597474,0.983818292617798,630.1734225944438,83.15731087711119,654.8413394666644,0.9872838258743286,642.407392274197,34.56344575463572,655.3126273576787,0.976296067237854,579.0972033162277,128.1185168884155,671.9128302658695,0.4442503750324249,616.0017574993886,-13.158725280698045,678.0503993969478,0.3793227076530457,442.54641220646766,199.71062718802798,551.5728855481368,0.7340499758720398,461.2941662885363,-67.26045792651118,548.4558465218448,0.9175149202346802,550.0038940804466,256.8151677437178,368.8636555513205,0.042188555002212524,559.9309468398567,-157.05659483399782,332.9078224447023,0.748478353023529,716.9776818989118,304.5723975067007,179.2342927300689,0.8647857308387756,739.6048404889161,-173.82252242501025,164.86456909547815,0.9243952035903932,401.4060389901599,172.69346317833603,107.16388318480669,0.24947503209114075,424.17413157435203,-39.03817250975544,154.33177119154644,0.5194256901741028,682.1530854075012,177.71753515758553,-35.08817419887225,0.4610324501991272,666.5948304015022,-68.33819718973783,30.776693392301752,0.639572024345398,378.56517232642375,202.69101033263803,-647.8137476445365,0.011167287826538086,593.673298464872,-74.18079263298091,-402.5192663824663,0.03219074010848999,1762.4,1641.65,6.03,358.15,1760.68,762.62,7.84,180.37,1760.78,778.15,7.82,180.37,1760.88,793.08,7.85,180.37,1429.12,866.01,7.68,268.61,2647.11,799.78,8.2,173.91,2645.5,814.81,8.29,173.91,1760.8,1102.28,8.79,179.85,1760.75,1119.27,8.87,179.85,1760.71,1136.3,8.77,179.85,151.69,2120.19,8.24,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26872,26872,879.9253618788944,1568027490.2697554,879.9253618788944,-104.22188430270648,584.8349803657369,70.45070117766076,596.2937882238107,0.9670132398605348,627.9729183964565,84.42854912626109,653.4328822730282,0.9848504066467284,637.561622091795,45.873410840129296,649.7041111181281,0.9152377843856812,583.5139083166395,127.64619943767329,671.9780172822864,0.5238516926765442,617.0541290955923,-13.531330484219776,678.2933892225491,0.4003068804740906,443.41094438725656,183.46261383377248,550.3319258516749,0.3694572448730469,463.3434288880249,-70.84572489949277,532.3886023906937,0.14719447493553162,542.9374430055404,252.60973385402644,363.52855075934656,0.6817370653152466,545.5011181391848,-157.42209395869293,325.406178800784,0.7231343984603882,685.4787808221704,307.89970825117825,187.16552052438308,0.4531077146530152,745.7837110564276,-172.27272825129458,171.31466927177593,0.9150620102882384,403.6457487007896,164.4386320960602,113.35279937596584,0.15742063522338867,399.2026371968152,-31.401944270297584,172.39932685919953,0.816564679145813,723.613121342561,175.5980546402726,6.4604412136660585,0.4176659882068634,677.7753333227145,-63.55732384852158,29.916617377960964,0.6028866767883301,372.7202416769553,208.10195173988868,-653.1549693225272,0.01949161291122436,608.5873074271552,-71.18289058499188,-397.0627122950305,0.02266541123390197,1762.3949276242213,1641.8021712733664,6.024927624221124,358.15,1760.68,762.4221773446237,7.827319060552808,180.37,1760.78,777.9547135325133,7.809855248442247,180.37,1760.88,792.8821773446239,7.829710496884495,180.37,1428.9247135325131,866.0049276242212,7.674927624221123,268.61,2647.1302895031163,799.5745687809555,8.197463812110561,173.91,2645.522825691005,814.6020325930659,8.28746381211056,173.91,1760.8,1102.0568154657294,8.79,179.85,1760.7525361878893,1119.0468154657294,8.854782872663371,179.85,1760.71,1136.0742792778399,8.782680939447191,179.85,151.8903588432656,2120.131667678543,8.234927624221124,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26873,26873,879.9498908238803,1568027490.3026984,879.9498908238803,-86.99888398225725,581.4975255891418,57.851417903981705,592.9977585580256,0.941372573375702,634.3202876045588,84.90101726075089,654.9194491032231,0.9806063175201416,636.2924165069578,35.74630600604887,650.469200862841,0.9677979946136476,590.3441435544182,125.02946885502784,673.5011532816003,0.4826408624649048,616.3564630252544,-11.720906315467445,675.6493986626763,0.421882688999176,439.936422031792,195.79934675977768,548.8382582534781,0.7104693651199341,457.8029713608751,-59.6649259031589,545.3153199488404,0.7827444076538086,547.6176379002808,252.97958128153226,362.7691003149093,0.03183871507644653,540.0329180640078,-156.77823626090583,329.8642494285172,0.8817799687385559,717.6152972458093,306.8317473211817,185.24899677138524,0.8899524211883545,750.8945750576387,-170.7609183215814,176.0237941926318,0.9004851579666138,390.7171369684041,159.77816463815344,123.89058763462792,0.6274739503860474,414.57353129641024,-33.748264692202355,162.95835987151898,0.1989647746086121,736.4347697978494,186.2096478760982,30.72932487480949,0.6134835481643677,672.1059729661729,-63.7671312329456,27.33806445347227,0.7797631025314331,372.54406099674867,208.19845534684111,-650.7025592125617,0.0067978203296661386,614.5676339832103,-68.04607427957556,-392.7510133472618,0.04425141215324402,1762.390021835224,1641.9493449432819,6.020021835223937,358.15,1760.68,762.2308515737335,7.815054588059839,180.37,1760.78,777.7658406561217,7.800043670447872,180.37,1760.88,792.6908515737335,7.810087340895742,180.37,1428.7358406561216,866.000021835224,7.670021835223935,268.61,2647.1499126591048,799.3758843265692,8.195010917611967,173.91,2645.544901741492,814.4008952441814,8.285010917611967,173.91,1760.8,1101.8409607498531,8.79,179.85,1760.754989082388,1118.8309607498531,8.840065505671806,179.85,1760.71,1135.8559716674652,8.79494541194016,179.85,152.08413750865455,2120.0752511050755,8.230021835223937,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26874,26874,879.9749704425627,1568027490.3363812,879.9749704425627,-78.33845946979478,588.7574512431048,56.37811093092042,596.1355239416159,0.9495836496353148,628.5444865440418,85.89409208376804,652.8752683556482,0.9833825826644896,636.0067090680884,35.76446340982993,650.9474130923927,0.9738451242446899,585.2095166847619,125.71700615094801,671.7475829031082,0.4465432167053223,615.9589867020128,-11.787646265702856,675.2479493375165,0.4425005614757538,438.42744527903983,199.7880809788336,550.4546469920414,0.7535777688026428,453.881152615502,-59.627254842865035,545.8079080131346,0.7669256925582886,543.8876933527272,253.46219917507455,362.9524198015387,0.04985633492469788,542.4251636354294,-158.71132892687362,324.1392173182992,0.847025990486145,709.8889107751614,304.02209767702703,180.25564668742734,0.7665060758590698,732.6163483980714,-174.50983883826683,169.25127699930363,0.9247563481330872,402.01698188386183,166.61351862622766,115.44725085132194,0.2241358757019043,414.7943500784884,-35.97194452719665,153.76420103504162,0.22047191858291626,723.0824916988547,186.05629542321964,19.491855225641192,0.2160472571849823,705.2159078066417,-60.32234689316636,39.35118284179171,0.6878616809844971,349.2017557327445,216.79679478083503,-657.5263569685618,0.01200556755065918,593.6199057956608,-77.58249169341681,-419.56684048496635,0.05056008696556091,1762.3850059114875,1642.0998226553766,6.015005911487456,358.15,1760.68,762.0352305480108,7.8025147787186375,180.37,1760.78,777.572727592267,7.790011822974909,180.37,1760.88,792.4952305480107,7.790023645949818,180.37,1428.5427275922668,865.9950059114874,7.665005911487454,268.61,2647.16997635405,799.172739415242,8.192502955743727,173.91,2645.5674733983064,814.1952423709855,8.282502955743727,173.91,1760.8,1101.620260105448,8.79,179.85,1760.7574970442565,1118.610260105448,8.825017734462364,179.85,1760.71,1135.6327630611918,8.807485221281365,179.85,152.28226649624554,2120.017567982106,8.225005911487457,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26875,26875,880.0,1568027490.3699968,880.0,-75.42305688323194,598.2182967250151,54.668704339703424,607.2112565417062,0.003246784210205078,620.6003707801898,86.14451502497093,651.2593965507263,0.9784201979637146,632.9594610803849,33.81503450778843,648.6602605960231,0.9679489135742188,584.4255795581183,127.03895664534193,673.2306547113187,0.3739302754402161,612.8373609548432,-12.86270173900506,674.8520540168292,0.41185420751571655,432.35178536597925,191.0474058091893,562.4373930095824,0.9812674522399902,452.65078991152944,-64.3488673096581,546.944811000169,0.9277219772338868,559.704678354415,261.09187824967364,340.8293462714501,0.3973778486251831,550.8065631273448,-151.39506060907243,336.8844245793253,0.8223185539245605,722.8565522782626,308.6225950715765,187.18530886623,0.88605797290802,741.9187484099823,-170.71008241096925,173.1327748969823,0.9078868627548218,407.0464515682896,172.2993982207064,102.45028251450859,0.008836060762405396,408.61739877411657,-37.50282844631109,151.84429068688792,0.584959864616394,729.7958443112561,184.3482000054707,26.48531656228056,0.2873412370681763,746.9127520292885,-59.17196473699107,64.38067601946048,0.7038570642471313,326.8312244320678,223.86049552381283,-682.1375614092984,0.004488170146942139,601.6467308103937,-62.92728461572828,-413.97077119727317,0.03055393695831299,1762.38,1642.25,6.01,358.15,1760.68,761.84,7.79,180.37,1760.78,777.38,7.78,180.37,1760.88,792.3,7.77,180.37,1428.35,865.99,7.66,268.61,2647.19,798.97,8.19,173.91,2645.59,813.99,8.28,173.91,1760.8,1101.4,8.79,179.85,1760.76,1118.39,8.81,179.85,1760.71,1135.41,8.82,179.85,152.48,2119.96,8.22,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26876,26876,880.0497182973744,1568027490.4034286,880.0497182973744,-86.701178214317,585.175688841136,67.38790248123297,596.7180037007628,0.9819413423538208,621.1281321897294,83.67033009659616,653.1293390701796,0.9794487953186036,634.7854919543228,34.04257526683755,652.8153833488233,0.976436734199524,581.3993010100921,128.68522525982215,673.1983455009021,0.36019963026046753,616.1113702579192,-13.70425509423506,676.8819063365321,0.3186877965927124,443.7036578023647,196.7408752401588,553.9868289912686,0.8040133714675903,453.3825262615294,-57.52093671352107,545.5452883277428,0.7925481200218201,551.7797786381908,255.954361690376,359.5168507817093,0.051763057708740234,539.1900436930312,-154.76170137186486,325.22568380408865,0.7964699268341064,710.9143915046774,294.04404194990934,207.5716849038531,0.4762019515037537,748.4605617842952,-166.14241010087446,180.62982708764758,0.90626323223114,395.31211046864615,159.77958361341803,124.44128185519251,0.6142116785049438,434.45464513373963,-31.81466180088023,134.7491140584852,0.046888500452041626,741.6020376470165,189.9676956801196,39.252288070601935,0.4164648950099945,763.9792148587633,-56.39193558944653,74.3324202106364,0.6544516682624817,324.7310334844858,226.45695821484185,-686.6675017116322,0.008022040128707886,588.754783339537,-57.2267845200183,-425.00687444663765,0.03206038475036621,1762.3700563405248,1642.5483097842466,6.01,358.15497182973746,1760.6750281702625,761.4521972804797,7.809887318949754,180.37,1760.7750281702624,776.9872254507424,7.819774637899508,180.37,1760.8750281702623,791.9121972804797,7.799830978424631,180.37,1427.9671691102174,865.9800563405252,7.674915489212316,268.61,2647.2347464676373,798.5672817912674,8.180056340525121,173.91,2645.634746467637,813.58230996153,8.260112681050245,173.91,1760.8,1100.9624789831057,8.809887318949754,179.85,1760.76,1117.9524789831057,8.805028170262561,179.85,1760.71,1134.9724789831055,8.839887318949755,179.85,152.87277454925766,2119.8506197457764,8.200112681050246,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26877,26877,880.1,1568027490.4372392,880.1,-75.52956004818503,583.1358893679387,70.31466917156557,598.4853971494882,0.9769255518913268,612.8448164584893,84.44297289701693,649.0620423098917,0.9820224046707152,629.3922830856992,44.76919207493118,649.2030189364008,0.9199519157409668,579.4419301498504,130.00876400377422,675.2830417897037,0.35871368646621704,614.9262830624117,-13.418759846092513,677.6908110871566,0.3031105995178223,439.82595566448265,192.78664945341353,558.9518921052038,0.8216434717178345,455.1534846268568,-70.7274812250021,549.3960767012709,0.8131181001663208,542.4257023649096,255.41232993915318,368.3063065111625,0.0546761155128479,552.2309129548362,-148.2801607003033,333.0334481489388,0.8061466217041016,726.4352283055204,302.21898332239056,198.31850796989602,0.6322560310363771,749.1902911736577,-166.1487299679805,173.16556315243977,0.8006800413131714,403.3752142558506,165.427728664193,116.05522543957838,0.17366376519203186,409.1752578416543,-36.39537857531996,144.17839630192287,0.6192099452018738,738.2543621455309,195.76728111767468,38.18910412034381,0.4983514547348023,724.233726777359,-57.15836504751393,47.19599350000638,0.5491021275520325,298.3237348156612,229.2407089729041,-719.5606064683788,0.006680339574813843,578.6434136710966,-54.91253468993203,-433.43203546864976,0.0514933168888092,1762.36,1642.85,6.01,358.16,1760.67,761.06,7.83,180.37,1760.77,776.59,7.86,180.37,1760.87,791.52,7.83,180.37,1427.58,865.97,7.69,268.61,2647.28,798.16,8.17,173.91,2645.68,813.17,8.24,173.91,1760.8,1100.52,8.83,179.85,1760.76,1117.51,8.8,179.85,1760.71,1134.53,8.86,179.85,153.27,2119.74,8.18,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26878,26878,880.1332778941608,1568027490.4708707,880.1332778941608,-78.49472156825337,583.9556022540286,68.54893013696189,596.5606282847141,0.9837788343429564,632.2514159886813,82.40109408899083,656.7655750407163,0.9838391542434692,634.998632372057,35.64831098253396,651.9306977876454,0.9768013954162598,581.4040215736911,129.9221315915683,676.8244601099003,0.3451366424560547,621.8203479245553,-13.316549211098964,680.1332573123109,0.3587678074836731,441.68550305203127,198.6496592739844,554.9378155649697,0.6931232213973999,453.3569071359008,-57.89698438850041,546.7225964989027,0.7868678569793701,545.2127414361341,255.07415840965402,369.7317266024009,0.09321603178977966,552.4497627952176,-155.14054002761466,327.220184778436,0.8055653572082521,711.7636885352517,304.5680649385134,182.02766259100414,0.7306134104728699,753.2149641515134,-165.56393982592718,180.5884016123095,0.9093530774116516,394.4972380943384,158.09730599784726,127.35058329064043,0.6309968829154968,402.2082043866829,-38.69039115829311,137.825848490117,0.695641279220581,735.0999493138684,193.64334749638942,34.742735627065656,0.5233476758003235,750.0549376066217,-55.44989843698722,61.88492150936789,0.5758822560310364,315.41654137373627,230.14887603969163,-700.2216341706227,0.006502896547317505,578.2911171297312,-51.75942806517696,-433.2877638743016,0.03952017426490784,1762.3566722105838,1643.0496673649645,6.006672210583927,358.1866223153286,1760.67,760.7971046361303,7.836655578832144,180.37,1760.77,776.3304324255463,7.8500166317517825,180.37,1760.87,791.2604324255465,7.816688842335711,180.37,1427.3237602149622,865.966672210584,7.683344421167855,268.61,2647.3099501047445,797.8904490572983,8.163344421167855,173.91,2645.709950104745,812.9004490572981,8.223361052919639,173.91,1760.8,1100.2238267419696,8.839983368248218,179.85,1760.76,1117.2171545313856,8.793344421167857,179.85,1760.7133277894159,1134.2371545313854,8.830049895255346,179.85,153.52956757445367,2119.66346084343,8.170016631751782,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26879,26879,880.1661818687954,1568027490.5041244,880.1661818687954,-78.49472156825337,588.7279497436184,66.64531827052166,597.3518479703673,0.9855207204818726,623.9995572920542,81.70093735962136,653.4120598070829,0.9824777841567992,633.628138607917,33.03922920697813,651.4190364647267,0.9758418798446656,578.7455461996175,129.01682708352084,674.560295813407,0.3881923556327821,614.1548999466446,-13.566670259378474,677.7513231441344,0.3545415699481964,447.5693167295548,198.2088417122156,552.2305932456245,0.7252057790756226,460.6009856850429,-52.39014272414027,548.8570445247666,0.8193274736404419,552.0754876245355,255.65363083528496,371.78566053440346,0.08620026707649231,542.3281894282092,-155.45452779592787,327.44556288989793,0.82365483045578,713.2219111543923,310.4146966372372,180.8864209486873,0.6868219375610352,757.1650378068982,-165.69592619290063,184.29438480718846,0.9066590070724488,403.43301385088233,163.65569978578978,116.4093501279226,0.17988595366477966,398.997784524204,-42.81823960552581,140.67986945239508,0.6348445415496826,733.5480996282828,194.35927440834755,32.060743572794024,0.5203460454940796,743.9762195241542,-55.679840420215136,57.64783350400995,0.6436270475387573,285.5463018470117,235.71742001411738,-733.1632864058142,0.010123938322067259,557.070587956886,-49.47989927323678,-440.5421595702971,0.12663862109184265,1762.3533818131204,1643.247091212773,6.00338181312045,358.21294549503637,1760.67,760.5371632365153,7.843236373759103,180.37,1760.77,776.073781423395,7.840145439361348,180.37,1760.87,791.0037814233949,7.803527252481795,180.37,1427.0703996102743,865.9633818131206,7.676763626240898,268.61,2647.339563681916,797.6239268627562,8.156763626240899,173.91,2645.739563681916,812.6339268627562,8.206909065602245,173.91,1760.8,1099.9309813677198,8.849854560638653,179.85,1760.76,1116.9275995545995,8.786763626240898,179.85,1760.7166181868795,1133.9475995545995,8.800436318084039,179.85,153.786218576605,2119.587781701771,8.160145439361347,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26880,26880,880.2,1568027490.538302,880.2,-75.52956004818503,588.386480559598,72.66449381083683,598.9505145383663,0.9802953600883484,632.6872325610825,84.03902599682412,657.7219368929075,0.9815689325332642,637.4842191861993,45.373990822179,652.0059276127204,0.932889461517334,583.8720014832586,129.5370911024583,677.1838148148101,0.33620160818099976,614.1758729401203,-13.44240715906284,678.1777471603034,0.3536021709442139,440.0272432888423,193.22382562958043,560.5667712669738,0.5058119297027588,453.5408611815915,-65.62487662059397,547.5640347989008,0.787562906742096,557.4320394510531,263.642878971357,354.1894288693283,0.2012718319892884,542.9957609442987,-151.62815983242345,323.5479919340385,0.7775501608848572,720.6826226201978,317.14899322623717,184.36190891248313,0.8687862157821655,755.3728566370186,-164.0074495453315,179.0954527601002,0.8459267616271973,413.8682644801237,168.29245018146568,106.25916768104,0.007932275533676147,398.409318246905,-40.43122891946918,141.2082514774615,0.6650640368461609,727.3431062283339,188.3282033105536,21.728122790667726,0.5210081934928894,752.0026402409129,-54.08143017166789,63.951727595126286,0.698300302028656,263.08177913243554,239.4926090729627,-754.7000137084477,0.0072193443775177,547.3554242517076,-47.508796132523116,-441.96805496081794,0.16988089680671692,1762.35,1643.45,6.0,358.24,1760.67,760.27,7.85,180.37,1760.77,775.81,7.83,180.37,1760.87,790.74,7.79,180.37,1426.81,865.96,7.67,268.61,2647.37,797.35,8.15,173.91,2645.77,812.36,8.19,173.91,1760.8,1099.63,8.86,179.85,1760.76,1116.63,8.78,179.85,1760.72,1133.65,8.77,179.85,154.05,2119.51,8.15,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26881,26881,880.2325329247467,1568027490.57146,880.2325329247467,-78.46547130440653,588.4712420290542,70.30821227853377,598.7486871553407,0.986089825630188,633.6659691714011,84.77777295413993,657.2209045964632,0.9858392477035522,640.9741756300064,45.60238473725467,653.905565530169,0.9352074861526488,590.3975434781511,128.67070604390645,679.9304930477264,0.4611437618732453,611.5132218624963,-13.203919665555787,677.5255756881888,0.36810338497161865,437.9960616884532,191.51617732635395,562.8467069288895,0.542241632938385,459.6810049224197,-64.06973276392691,550.1881215506011,0.7649482488632202,550.8814990657457,259.76289577181257,362.53549447635316,0.09634390473365784,543.7389980810693,-158.03941944646348,321.4092286665841,0.8177911639213562,721.1564698549098,311.2398351830646,192.0061162819469,0.5579062700271606,746.7926567197211,-165.88404660169059,179.1342425431861,0.8977861404418945,388.2994156494092,160.6468312395494,119.6360697418865,0.6012464761734009,410.5102889824897,-38.74845242334037,147.60434512986188,0.2817295491695404,746.7732259495183,192.8436895698717,40.71787068861296,0.6492100358009338,762.3762306368358,-53.79869778130581,71.16291863782487,0.7025320529937744,307.13719613860883,235.60741991254443,-708.5905379499312,0.008621484041213991,541.6660740609623,-46.9824781271955,-447.7775451240119,0.1165727972984314,1762.3434934150503,1643.6451975484808,5.993493415050643,358.27578621722154,1760.6667467075256,760.016243186975,7.830480245151926,180.37,1760.7667467075253,775.5529898945002,7.826746707525321,180.37,1760.8667467075254,790.4862431869749,7.79,180.37,1426.5627497719242,865.9534934150508,7.679759877424037,268.61,2647.425305972069,797.0929898945003,8.156506584949359,173.53261807293725,2645.796026339797,812.096483309551,8.203013169898716,173.91,1760.8032532924747,1099.3404569697536,8.866506584949358,179.85,1760.76,1116.3404569697536,8.819039509696148,179.85,1760.72,1133.3637102622286,8.773253292474678,179.85,154.30701010549964,2119.438427565557,8.163013169898717,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
26882,26882,880.2653851552083,1568027490.6049435,880.2653851552083,-75.48515533930151,605.2505106414991,62.370308346298415,612.9525278034661,0.004390597343444824,629.5677775822163,89.13473371551024,654.1650589553776,0.978533148765564,643.046801879662,37.93196142943121,654.4226156729235,0.9644273519515992,598.3208198296927,129.05616448738292,680.570697314509,0.3809931874275208,615.973624041513,-11.194423227274443,677.8920746571603,0.4436801075935364,445.0427826999473,200.62691447944977,557.5587066367268,0.7129412293434143,457.35699414560685,-62.801347185821236,547.7041684569776,0.7554348111152649,552.8397373108952,256.9909100483857,365.5024248708637,0.08371162414550781,565.6994892904163,-159.22553845651555,316.61820214893424,0.9810615181922911,727.3719635947857,306.8773464562459,197.2918261781242,0.6019508242607117,750.5880586673509,-164.3356466350929,177.9051526965206,0.9270682334899902,390.3936384758862,157.3560809236331,130.06344259616756,0.624408483505249,403.8615143537626,-37.62690536382269,141.1042722878958,0.2576321363449097,745.9355115861963,193.8230280532787,38.05074328108543,0.5327053666114807,748.3587006094542,-55.27747982228689,61.3302021298413,0.7307634353637695,265.5329761570275,235.7044602092458,-753.1408779086005,0.006797462701797485,541.1981929193744,-47.36548853421364,-453.8846614692079,0.07558339834213257,1762.3369229689583,1643.8423109312494,5.9869229689583445,358.31192367072924,1760.6634614844793,759.7599957893755,7.810768906875032,180.37,1760.7634614844794,775.2934572738545,7.823461484479173,180.37,1760.863461484479,790.2299957893755,7.79,180.37,1426.3130728204171,865.9469229689582,7.689615546562482,268.61,2647.481154763854,796.8334572738547,8.163077031041658,173.15153219958398,2645.8223081241667,811.8303802428128,8.216154062083312,173.91,1760.8065385155207,1099.0480721186464,8.873077031041658,179.85,1760.76,1116.0480721186464,8.858462186249934,179.85,1760.72,1133.0746106341671,8.776538515520826,179.85,154.5665427261454,2119.366152658542,8.176154062083311,106.01,,,,,,,,,,,,,,,,,,,,,,,,,4a,3,1568026605
