,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.24_x,H_in-K_out.24_y,H_in-K_out.24_speed,H_in-K_out.24_angle,Q_in-J_out.18_x,Q_in-J_out.18_y,Q_in-J_out.18_speed,Q_in-J_out.18_angle,Q_in-J_out.19_x,Q_in-J_out.19_y,Q_in-J_out.19_speed,Q_in-J_out.19_angle,H_in-K_out.25_x,H_in-K_out.25_y,H_in-K_out.25_speed,H_in-K_out.25_angle,H_in-K_out.26_x,H_in-K_out.26_y,H_in-K_out.26_speed,H_in-K_out.26_angle,H_in-K_out.27_x,H_in-K_out.27_y,H_in-K_out.27_speed,H_in-K_out.27_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,scenario,participant_id,source_file
35814,35814,1114.733386724332,1568017348.753311,1114.733386724332,-95.47943042243334,537.0466420348297,94.4479407160954,684.9521376229823,0.9935497045516968,519.3606985001513,130.7845053053802,714.0524804968545,0.9989572167396544,524.4905867555989,64.39634108975021,719.2028530016112,0.996824026107788,497.51801677580085,160.60453076187548,712.2903473255774,0.8845305442810059,457.29821637125326,16.853564443685446,710.7956288618811,0.9211876392364502,388.2176813688562,235.1067452279008,572.4333088586008,0.9456530809402466,414.97094266186866,-48.45591021277428,567.6065673583664,0.8678363561630249,508.17438254352516,282.03996894687896,339.9662090313214,0.9626619815826416,542.8216676922299,-132.4821736616663,318.170110068097,0.8510366082191467,667.0510627623331,333.1341963228537,158.1892400903154,0.8938199877738953,763.0419497440189,-142.11233603610088,174.91823028934053,0.6528069376945496,401.1565674461364,171.09756364654513,134.11326660254736,0.7432523965835571,413.6997048928491,-19.21205144896414,130.96001135924956,0.5074782967567444,371.4848134365993,297.3648331867949,-331.6908013626266,0.16351890563964844,826.0346722643242,1.7971966119894756,94.59067217564704,0.3844252228736877,209.4283146579276,297.84682528229746,-820.6523038305447,0.0046014487743377686,513.6954798984752,-47.959603802052975,-478.7499996497992,0.04157182574272157,1761.86,1665.5502082248956,3.9166613275667865,359.4999199135018,1398.5633226551333,805.2095835502092,7.856629292967505,181.84,1760.36,713.6729222226427,7.733338672433214,180.37,1760.46,728.2995835502091,7.73001601729964,180.37,1399.0699839827005,820.9429222226427,7.783290620534292,181.84,1658.7130023091406,871.5766613275669,6.21,268.68,1672.6030023091407,871.8966613275667,6.253290620534292,268.68,262.5004324670903,2098.696613275668,8.179951948101081,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35815,35815,1114.7670651669866,1568017348.7872493,1114.7670651669866,-95.47943042243334,545.0166271391854,99.9055903736718,688.1276583381381,0.9944213628768921,522.6172332264949,130.23549913127846,715.4585528514177,0.9990121126174928,524.2776973941577,64.53157258673636,719.6486929442447,0.9968767166137696,494.3862444599614,160.1971651611785,709.6807178650032,0.902597188949585,457.2030842284642,17.396554075863158,710.9597038940775,0.9244121313095092,388.0994826126822,235.46652777668493,572.6058748300361,0.9457184076309204,410.52559963892685,-48.952121823516855,566.7060089602115,0.8743762373924255,512.5399883234243,282.29359965752894,341.48447498948343,0.9565396308898926,559.4396055015612,-131.55985773052623,327.5508452306018,0.8563282489776611,664.6506095360528,333.5074408472826,154.77376878047662,0.8906240463256836,763.2810420833853,-143.33278401788112,173.80577214326215,0.6324261426925659,390.6245082559129,168.75258366171937,126.52222830371036,0.7021410465240479,408.1456179704744,-17.278684498609984,127.85986195731277,0.4054208397865296,640.5289733611576,261.4221252110761,-63.37673294920759,0.3087108135223389,833.7210260597464,1.3426201027600726,98.79883229253731,0.33549338579177856,250.0150665741461,273.2359527329594,-777.2625684801093,0.005552828311920166,514.8950736943253,-50.99470479107495,-475.9130055353783,0.03391444683074951,1761.86,1665.6815541512487,3.913293483301312,359.44940224951966,1398.5565869666025,804.9468916975023,7.833054383109181,181.84,1760.36,713.4135982142011,7.736706516698688,180.37,1760.46,728.0368916975023,7.740119550096066,180.37,1399.0598804499039,820.6835982142011,7.756347866410493,181.84,1658.5041959646815,871.5732934833012,6.21,268.68,1672.3941959646813,871.8932934833012,6.226347866410494,268.68,262.7732278525938,2098.6629348330134,8.149641349711805,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35816,35816,1114.8,1568017348.8204384,1114.8,-95.47943042243334,541.7826348182045,93.5828906761641,685.0446885497151,0.9975664019584656,526.2882977412597,129.55508452331136,716.9722172472675,0.9989429116249084,520.5978284054994,64.0900898899348,718.6164838444229,0.9970719814300536,494.36413988816565,159.1537274606386,708.7967102083621,0.9013440608978271,453.40342359470117,17.1029856053202,709.4039680106631,0.9229824542999268,393.98665371752713,234.55768684708042,573.0687996110765,0.9480011463165284,410.3291557403898,-49.15126157448664,565.9958892724203,0.8740665912628174,512.2639956225119,281.4006940169867,342.8453270978355,0.9698585271835328,557.8163229074462,-131.70329968825894,327.88245003960265,0.8898831605911255,667.119613732648,333.66992611945375,159.1799966964909,0.9112738370895386,758.9745070259758,-142.26428023582568,173.26311009508393,0.6865037083625793,411.64340283528367,167.32824789154483,136.61374607441087,0.7173406481742859,431.3628097910297,-15.565082412065964,109.78819880650411,0.17544618248939514,329.08134272102944,301.49509354609853,-375.4040225364125,0.12467131018638612,792.3743396124106,-3.4615334268028723,29.72166679244549,0.042090743780136115,235.48799112947026,291.42845794181494,-788.7968389358583,0.002922147512435913,518.5300900844038,-44.41610450426234,-485.24492004013985,0.0367887020111084,1761.86,1665.81,3.91,359.4,1398.55,804.69,7.81,181.84,1760.36,713.16,7.74,180.37,1760.46,727.78,7.75,180.37,1399.05,820.43,7.73,181.84,1658.3,871.57,6.21,268.68,1672.19,871.89,6.2,268.68,263.04,2098.63,8.12,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35817,35817,1114.8337455346837,1568017348.8542445,1114.8337455346837,-91.84878246487342,537.4450367765457,100.36003499292984,685.0275178302526,0.9943618774414062,519.5838982897121,130.10646324157526,714.1370070781898,0.9989826679229736,517.0883064963234,63.98188628064054,716.7173625130977,0.9967817664146424,497.49412494730063,159.01891344800174,710.5368834671028,0.9099708795547484,448.87886800505765,16.572833141427118,707.4463821284869,0.922957181930542,379.45386607217,234.65668400779882,569.8529991154877,0.9833714365959167,410.0001487421798,-49.53743551054815,566.5403284061351,0.879081130027771,507.88272634262637,283.4612777866654,341.35910713097,0.9723833799362184,557.928295636642,-131.73695651478428,327.33927114536584,0.8704161643981934,668.1822273859225,333.51304671641896,157.87657899196682,0.8833233714103699,762.5264669390248,-140.29006285378114,173.47758104152007,0.6586791276931763,391.51222476643346,170.8835241025611,128.1338093819124,0.7426661252975464,412.79964288670516,-19.384941250896844,121.14866425471372,0.5134850144386292,627.4792706007485,261.89318250569454,-81.8794751229257,0.300936758518219,805.8062597125179,-0.39256440004088944,67.11232051021489,0.3179047107696533,225.4386082789119,300.3694133380755,-799.5327295298872,0.00431060791015625,510.33016502997435,-48.78996863633106,-484.02529939200485,0.039551734924316406,1761.8566254465313,1665.9416075852662,3.9066254465316335,359.3561308049113,1398.5398763395951,804.4234102759991,7.823498213873463,181.84,1760.3566254465313,712.8967848294675,7.766996427746926,180.37,1760.4566254465315,727.5167848294675,7.766872767341828,180.37,1399.0432508930633,820.1701593829358,7.740123660405098,181.84,1658.0907776849613,871.5632508930632,6.2032508930632675,268.68,1671.9807776849616,871.8832508930632,6.2033745534683655,268.68,263.3133388309376,2098.5962544653166,8.153745534683656,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35818,35818,1114.8668434943822,1568017348.8874018,1114.8668434943822,-93.78324346253493,537.0237276942312,101.00209881457243,685.3456018852846,0.994560956954956,518.9801467195712,130.11132405400792,714.3755112284915,0.9989488124847412,520.2657877114574,64.24425375262777,718.2191236384717,0.9966229200363159,501.32267466141093,158.9027921100594,711.6060039436626,0.8834914565086365,444.7104903137017,16.294169898255305,706.6544378544527,0.9280636310577391,392.3778513631568,234.8880475539576,574.6635805205052,0.9425614476203918,410.076860849911,-49.73466087515193,566.3625098674978,0.8776832818984985,508.332412673048,283.02566648149013,339.66638255808175,0.9640099406242372,551.1494030357699,-132.56673461422517,321.18353962020325,0.8392267227172852,664.9365985004155,333.7791024578461,154.37502627755788,0.8962136507034302,765.9579651542633,-141.54416612311843,175.2982798809668,0.6814993619918823,388.8097090306145,170.46830588184508,125.62208532831976,0.7186586260795593,415.3454140698738,-18.814839823961933,129.13367003849172,0.4502916634082794,358.34891200433043,295.0364554391153,-349.6449532291268,0.15780702233314514,818.9237843200668,1.088728372899448,83.26789548859267,0.322534054517746,203.8651428031696,305.9667678734596,-822.978221613933,0.00753474235534668,510.40720601223467,-50.80124549536679,-480.9486705652549,0.04578140377998352,1761.8533156505616,1666.0706896280906,3.9033156505617814,359.31310345730316,1398.5299469516856,804.1619363943806,7.836737397752876,181.84,1760.3533156505616,712.6386207438188,7.7934747955057535,180.37,1760.4533156505618,727.2586207438188,7.783421747191096,180.37,1399.0366313011234,819.9153050932572,7.7500530483146575,181.84,1657.8855703348306,871.5566313011235,6.196631301123563,268.68,1671.7755703348307,871.8766313011237,6.206684349438219,268.68,263.58143230449576,2098.563156505618,8.186843494382192,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35819,35819,1114.9,1568017348.9206178,1114.9,-93.78324346253493,532.0057321658253,98.91137161965194,686.9830119189438,0.9986239671707152,519.4555455792704,129.37635247778445,713.3095067549126,0.9988360404968262,520.7525315305415,63.2899231453909,717.6781593835988,0.9965832233428956,501.2625474496252,158.3519295460211,712.675648923406,0.8971447944641113,444.7154348679667,15.46772138926488,705.78979818559,0.9133831858634948,396.1697760892177,231.4327637029712,559.6171196277804,0.27744582295417786,411.0368402805906,-47.534697889655675,564.4486065146241,0.6715620160102844,507.76715662879883,281.91169060561606,340.7422373335492,0.9715181589126588,546.2550634081808,-132.67558981375376,318.67103874471167,0.8508858680725098,673.9514745774361,330.3734420268975,163.3645791060421,0.8870620131492615,768.7095192455693,-142.25205036776416,178.4705592509243,0.6241016387939453,392.0070757211332,168.78360909837653,128.96320943073786,0.7184585332870483,408.858798109798,-20.15136605732479,126.65887318649729,0.41678109765052795,628.4254654632477,261.0044790217869,-80.23481457229731,0.2626621723175049,813.8964919173395,1.4501415438032854,86.5564668258121,0.3015472888946533,207.1626775946735,284.0308190373675,-821.7668066329315,0.007244288921356201,509.3944779427336,-51.97631308845231,-477.4461251381445,0.037350475788116455,1761.85,1666.2,3.9,359.27,1398.52,803.9,7.85,181.84,1760.35,712.38,7.82,180.37,1760.45,727.0,7.8,180.37,1399.03,819.66,7.76,181.84,1657.68,871.55,6.19,268.68,1671.57,871.87,6.21,268.68,263.85,2098.53,8.22,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35820,35820,1114.9334940146982,1568017348.9543464,1114.9334940146982,-93.78324346253493,531.9133040640186,98.52954558448408,686.6377101598398,0.9986995458602904,523.5802944043462,127.66391292781671,713.3573259114805,0.9987763166427612,517.4256361049137,63.018113360414155,715.9544098052345,0.9966721534729004,500.9842263951668,157.2924092118142,713.313952026248,0.8909926414489746,436.30725552470136,14.792047267923772,702.3021745818213,0.9108281135559082,397.51359359614924,229.44584609465647,554.3142190108524,0.2671293020248413,411.2281997235452,-47.29824674309171,564.0606872343918,0.6714094877243042,507.8965759446368,281.33672543719797,340.4528521274048,0.9633294343948364,549.4537038989772,-132.5830139874845,320.5581467417088,0.8248703479766846,668.9809205795375,332.8843818964346,158.20448787069537,0.8783427476882935,767.4684422976633,-142.54991223019715,175.72867693467788,0.5929785370826721,389.2873718862316,167.9619238094631,124.99016850301136,0.6965744495391846,410.9449259302224,-19.399850003642573,127.50467058186511,0.4313647150993347,727.6384245123967,247.22188194456612,14.664182390666044,0.3395102024078369,824.9222841165094,-0.2372777076658608,92.85731914707036,0.28472763299942017,222.74452490804126,270.8129356876759,-810.4809548618922,0.008284449577331543,517.8995728744646,-49.412506812017526,-485.12874711411797,0.07219639420509337,1761.84665059853,1666.330626657323,3.896650598530184,359.2231083794225,1398.5133011970606,803.6387466853544,7.8433011970603665,181.84,1760.35,712.1153972838845,7.826698802939633,180.37,1760.44665059853,726.7387466853543,7.813397605879266,180.37,1399.0199517955905,819.3987466853544,7.773397605879266,181.84,1657.4689877074015,871.5466505985303,6.216795211758533,268.68,1671.362337108871,871.8666505985303,6.196602394120734,268.68,264.1213015190552,2098.496505985302,8.199903591181101,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35821,35821,1114.9668083282822,1568017348.987894,1114.9668083282822,-93.78324346253493,528.083916772214,97.57644284325808,685.860207237567,0.9987365007400512,517.8962168426431,128.06776729013106,712.6945834264394,0.99869966506958,517.1059740601307,62.25259188827131,716.0636351185153,0.9964085817337036,500.95136589962095,156.31530297438053,713.3609116562706,0.8975803852081299,447.92861627642463,13.878511003041305,705.1534108332304,0.8957657814025879,397.84624772574233,230.14901211775285,552.7757345620266,0.2739761769771576,415.5927980313815,-47.35190771905133,564.3419720407095,0.6755450963973999,505.89851051685685,281.4308268339891,338.19525581328105,0.969341516494751,545.5090413411757,-133.1438690794343,319.6387017606626,0.8666623830795288,679.0218161315852,331.5203076995879,164.54131711161605,0.8920354843139648,763.9004976828347,-141.83892003834748,174.3979795101652,0.6882571578025818,389.780402364917,169.83909085779868,122.28049906278385,0.7164619565010071,412.75366540404923,-18.588991993513428,125.24920974076012,0.4061111211776733,372.16564986145255,292.36869307788146,-329.1875591854096,0.12319061160087585,831.8266239620143,0.8822434046116037,97.54620658633428,0.2700796723365784,228.9194494389,287.7593716334258,-802.720368480424,0.003867000341415405,516.2935391273618,-49.907509041951464,-477.7074652610827,0.03733646869659424,1761.8433191671716,1666.4605524803014,3.893319167171757,359.17646834040465,1398.5066383343435,803.378895039397,7.8366383343435135,181.84,1760.35,711.8522142065688,7.833361665656486,180.37,1760.443319167172,726.478895039397,7.826723331312975,180.37,1399.0099575015151,819.138895039397,7.786723331312975,181.84,1657.2591075318203,871.5433191671718,6.24344666262595,268.68,1671.155788364649,871.8633191671718,6.183276668687025,268.68,264.39114745908785,2098.4631916717176,8.179915003030537,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35822,35822,1115.0,1568017349.0213182,1115.0,-93.78324346253493,528.3499193996587,97.96888921487722,684.7996136632701,0.9988263845443726,516.1976786456761,128.31904218355436,711.1471907384813,0.9987959861755372,520.8712990305827,62.702812707367414,716.885213241075,0.9965561628341676,505.1236136610157,156.482160959662,715.0051208938289,0.8842569589614868,457.6348746612425,13.790835185181804,706.5153980682248,0.9087843894958496,388.958035509468,232.69477548800788,570.7695577446046,0.9824742078781128,410.7785440329662,-49.274713808742895,565.9550097907908,0.8733713626861572,511.95318954428666,280.2200945078329,342.2368837865313,0.9713386297225952,560.1797831966767,-130.6910490800634,326.66256574305334,0.8436962366104126,658.1249727444008,334.86397276340944,151.17062175671796,0.8821558952331543,763.8750000856688,-141.6138325262,172.92146569237167,0.5943833589553833,397.7590123496824,170.15696992226532,128.54000735659866,0.7412068843841553,420.17577879657165,-19.22040636343824,130.50435452761556,0.4796018302440643,237.4621160873016,310.34301675166057,-467.2161379666831,0.1744650900363922,832.1410009762859,5.05125180119283,94.78037161854229,0.2581346035003662,242.739184254949,293.3358741272285,-784.655218635469,0.003570109605789185,514.687806620125,-53.009631117249135,-477.1011656656517,0.031140595674514767,1761.84,1666.59,3.89,359.13,1398.5,803.12,7.83,181.84,1760.35,711.59,7.84,180.37,1760.44,726.22,7.84,180.37,1399.0,818.88,7.8,181.84,1657.05,871.54,6.27,268.68,1670.95,871.86,6.17,268.68,264.66,2098.43,8.16,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
35823,35823,1115.0333116340507,1568017349.054869,1115.0333116340507,-92.2230949315888,525.9677549333564,97.30728362334236,681.0427227048452,0.998856782913208,520.1214928494827,127.50037624050672,711.3357534746576,0.998805046081543,521.1651175817537,62.17906225969512,716.7887586058908,0.9965226650238036,509.0985319797513,156.62321595474157,716.1602436699997,0.9001587629318237,462.5775234327912,14.197603673335536,708.6541386050603,0.8907266855239868,388.21967589265404,232.70457821285717,572.2650868888062,0.9820094108581544,406.22218766336607,-48.44813574846304,564.2629517240531,0.8751510381698608,510.61391622868825,282.15069850381695,340.92462961925565,0.9700847864151,555.1439104606691,-131.17297528134972,323.70000978501804,0.8093652725219727,659.85039795263,334.9677414099472,151.79790700575614,0.8876034021377563,764.1177712274896,-141.49934694937534,172.06332346298862,0.7022621631622314,390.6283456097581,168.40207759818864,124.13194201223736,0.7152869701385498,410.19771015687996,-21.0348050940841,127.4619746730381,0.3971641659736633,573.8636017128617,268.7285082634634,-134.09074929645053,0.19915771484375,825.7529100408062,5.768401297554684,88.92238417498197,0.1842697560787201,253.0711187215138,273.30673489357486,-772.8667629713782,0.005414724349975586,510.93809340683197,-53.16378007448015,-474.98307122529883,0.0346643328666687,1761.8366688365948,1666.719915372798,3.886668836594924,359.08336371232895,1398.490006509785,802.856838090999,7.836662326810153,181.84,1760.3466688365947,711.3335004178093,7.80335720254416,180.37,1760.44,725.960169254404,7.843331163405076,180.37,1398.99333767319,818.620169254404,7.790006509784771,181.84,1656.8434678688852,871.5333376731899,6.2600065097847715,268.68,1670.743467868885,871.8533376731898,6.189986980430458,268.68,264.92982423581117,2098.396688365949,8.16,96.98,,,,,,,,,,,,,,,,,4a,1,1568016169
