,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.20_x,Q_in-J_out.20_y,Q_in-J_out.20_speed,Q_in-J_out.20_angle,Q_in-J_out.21_x,Q_in-J_out.21_y,Q_in-J_out.21_speed,Q_in-J_out.21_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,scenario,participant_id,source_file
37482,37482,1181.2,1568815896.1196911,1181.2,-102.25508681553013,585.7393553397599,44.66740367154512,630.0505803250826,0.9969077706336976,573.3204845364669,69.1853290231127,665.2322307945992,0.9985495805740356,577.6978819284271,15.567184473906975,664.396029723888,0.9797260761260986,534.5906660445856,119.75172079217128,669.7694115360589,0.949981689453125,553.0568136525807,-15.441393480540421,666.2806128226804,0.4684663414955139,496.06456818141135,157.09599656072712,530.5894530195297,0.4809549152851105,506.95242728405,-29.104154263851704,545.5544102775875,0.9656234979629515,601.4870312706638,248.05876873201169,391.0175457655346,0.9853901863098145,584.783745007709,-125.9154649482232,408.1531925724083,0.9096945524215698,797.3220333605599,295.7800386984801,301.61234478029564,0.026084542274475098,752.7389418232283,-196.0517332261889,249.90343314163616,0.5118468403816223,435.03545605886046,126.81310318528877,105.35289509870348,0.2751530408859253,465.881737388889,-33.84222518737557,186.2997334314587,0.44640687108039856,585.0597763111039,121.82254672992909,-48.94586738245953,0.4975292682647705,604.2691478496749,-62.07327485841858,30.71515116227349,0.4820424020290375,485.2354110686665,166.91176176810194,-508.1449061688215,0.0056315362453460685,529.0466621686302,-102.14062387608784,-354.50174575527336,0.008774369955062866,1759.76,1696.61,0.0,359.92,1760.78,777.89,7.1,180.37,1760.87,791.94,7.16,180.37,182.02,2112.37,8.34,102.2,134.0,2125.26,8.56,106.01,110.54,2132.0,8.86,106.01,,,,,,,,,4a,20,1568814665
37483,37483,1181.233070217,1568815896.1529734,1181.233070217,-89.5664450580723,583.7770708742937,44.274627102103864,626.2424796574436,0.9960215091705322,570.0829898922284,70.47778042448688,661.3094315571564,0.9983100295066832,574.7010548265089,16.847942763429785,662.7014987937843,0.975443959236145,538.3320842076066,120.23842689685827,671.3221807401187,0.9477494359016418,549.0854814605545,-13.489296061232107,664.6260482902103,0.4713941514492035,493.65476924664597,160.02331502269467,529.4204714251696,0.4967621564865112,502.3122555796312,-26.88547373486072,544.5020684756839,0.9533482789993286,600.4106446319515,249.9764195643382,391.66050516340516,0.9881952404975892,568.2631080088978,-125.8978465503711,398.3742260636231,0.8879469633102417,784.7764989354064,300.25772826936657,296.65103000378065,0.0306510329246521,768.3597444346586,-187.96496433468238,253.6958096368233,0.678424596786499,430.5213561182589,127.25762501853737,104.14043766254305,0.27450472116470337,445.428481075405,-35.344233556544275,200.11103826402004,0.7933841943740845,574.3538666758568,124.32964243691146,-57.34658873668681,0.4978995621204376,617.6601562637057,-61.351624021181365,68.50724232826532,0.8083628416061401,487.53166082727273,170.23051228504096,-503.18448433473685,0.011253923177719116,501.0036894501845,-103.68280699650214,-309.8444005999873,0.02442082762718201,1759.76,1696.61,0.0,359.92,1760.78,777.6552014593002,7.1,180.37,1760.87,791.7085084810002,7.123622761300043,180.37,182.2878687576997,2112.3104736094,8.323464891500018,102.2,134.27448280109968,2125.1839385009,8.579842130199976,106.01,110.81778982279968,2131.9173244575,8.846771913200016,106.01,,,,,,,,,4a,20,1568814665
37484,37484,1181.2661816545058,1568815896.1862972,1181.2661816545058,-89.51762918922552,576.4203282023104,47.70889034053049,621.6426129848977,0.9971920251846312,569.6849636762561,73.79258001841164,661.4837390836226,0.9979038238525392,578.198019594016,17.562787774682562,663.5507952324842,0.980645716190338,527.4437148435502,120.48692674692477,667.1113214283253,0.94313246011734,554.2599446313768,-11.670008522740627,666.8715132895675,0.5477239489555359,489.17798433853187,156.3467345917494,525.9766693639361,0.9813125133514404,507.19047988068365,-25.773719054555755,544.3451742833157,0.9517523050308228,599.5293944178528,248.3287945130642,393.232135724164,0.9859744310379028,591.4319706633214,-121.57222821115757,409.69188918808777,0.8893091678619385,779.0601960905478,302.00069376771285,294.6899643521117,0.022769033908844,757.3111900665273,-192.53520545010429,245.06737928331663,0.6897643208503723,427.543988893232,128.08731641092746,106.56519130278996,0.1873886287212372,459.91167102230133,-33.47853458660217,189.90522680724646,0.4745926856994629,551.2759866174225,126.44164896384501,-73.83561336245644,0.5125191807746887,611.50989479053,-60.52192896197043,50.14823450623074,0.4574607014656067,483.84804100296515,170.93375039541618,-510.6614246160885,0.011008381843566895,529.6276918299711,-101.50597865815588,-310.2686268433223,0.010829389095306395,1759.76,1696.61,0.0,359.92,1760.78,777.4201102530087,7.1,180.37,1760.87,791.4767284184595,7.087200180043634,180.37,182.5560714014969,2112.2508730218897,8.306909172747106,102.2,134.54930773239806,2125.1077821946374,8.599708992703471,106.01,111.09592589784859,2131.8345458637355,8.833527338197685,106.01,,,,,,,,,4a,20,1568814665
37485,37485,1181.3,1568815896.2203324,1181.3,-88.11050315907671,579.3961609680359,48.76907071011308,622.9235756542832,0.9972017407417296,578.2644413012092,75.58582365994708,663.3014824631905,0.9974313974380492,578.5669052542357,18.71019627333271,663.3665138263664,0.9799611568450928,530.7670256174654,120.42222919618472,666.5962423959007,0.9378464221954346,558.7175908566988,-10.40290421265335,669.6211398505012,0.5738632678985596,488.19844644117205,160.4125137625419,527.2341563780993,0.5121064782142639,506.9663638573105,-24.68979182364898,545.5045223666897,0.9505650997161864,587.5758558913108,246.42285947761496,385.8431512655787,0.9845976829528807,587.1962793979199,-119.15773659881434,404.27235680670645,0.8922435641288757,776.8505732999838,301.3709284810504,293.08617761153124,0.02435627579689026,762.6336484036368,-189.3413776709216,249.3002556821067,0.6361563205718994,435.2498121176809,128.14254347141426,110.05298831750687,0.2671341896057129,457.165701024074,-33.45808312596523,200.66546887731872,0.8023862838745117,546.7764046924656,126.29646156351774,-75.23108480439531,0.3991707861423493,608.2647503910651,-57.5179724946005,57.51227748074939,0.7483537793159485,492.08982255119736,172.15382326839887,-503.6922691416627,0.01006832718849182,511.6905517353049,-104.45737305200471,-345.50967255292863,0.006128817796707153,1759.76,1696.61,0.0,359.92,1760.78,777.18,7.1,180.37,1760.87,791.24,7.05,180.37,182.83,2112.19,8.29,102.2,134.83,2125.03,8.62,106.01,111.38,2131.75,8.82,106.01,,,,,,,,,4a,20,1568814665
37486,37486,1181.3329376840516,1568815896.253426,1181.3329376840516,-90.26517706949072,575.9643979699943,49.09026257849063,621.8056590666188,0.9978318214416504,570.2741514288149,75.41768818223636,661.4420877395141,0.9979386925697328,574.9068731667518,19.16158097205145,662.3504427499765,0.9816622734069824,533.1782949591678,121.0724012923275,667.4208490021754,0.9363428950309752,556.1509910577763,-10.722585952463199,668.7980131312374,0.5803285241127014,488.80798560364616,157.65291044644258,525.8438912039016,0.9794219732284546,507.6877506726647,-25.595113411878103,544.1809456202245,0.9567568302154541,587.015938099963,248.67287821626545,379.9104768457409,0.9859183430671692,586.7263354134177,-120.26921768687662,403.76670340636167,0.8892914056777954,774.8926723037857,301.93020687384615,294.19350873276926,0.03058648109436035,760.1469230821416,-188.4936994770564,248.05334102078098,0.7757184505462646,424.2637719380597,128.2196272489229,99.7034303378491,0.27330881357192993,460.64007700403124,-34.46317649486096,205.95104947893847,0.8079673051834106,594.3213230138216,127.62630478553284,-35.77804843051993,0.5148838758468628,611.2725795318752,-55.74176953248618,62.97953253071938,0.779093861579895,486.3624626243883,171.67448875941602,-502.4692619096148,0.0264868438243866,521.2124068659307,-102.94293891116472,-340.4886133268692,0.008713036775588991,1759.76,1696.61,0.0,359.92,1760.7767062315947,776.9494362116391,7.096706231594844,180.37,1760.866706231595,791.0028486748288,7.0862314524567145,180.37,183.10008900922278,2112.1340059371123,8.309762610430935,102.2,135.10338277762793,2124.9509495582765,8.613412463189688,106.01,111.65997031443823,2131.6709495582763,8.826587536810312,106.01,,,,,,,,,4a,20,1568814665
37487,37487,1181.3665390812425,1568815896.2871866,1181.3665390812425,-95.17028245556914,586.1430563534933,50.37976332846555,628.2284316183533,0.9978939294815063,565.6019188111012,75.80696247699679,661.2236370030691,0.9980086088180542,570.4259452616212,19.254670786016266,660.301677379905,0.984806478023529,534.7007481526457,120.96774172628513,669.8745359955226,0.9251566529273988,552.6334894819539,-12.072982230810025,667.4282521234032,0.607641339302063,488.2595892557164,157.73554123149643,526.8749316868082,0.9800741672515868,508.0648138931232,-25.68477142224555,543.4666352116362,0.948464810848236,582.4871014178078,249.86817934204586,383.0602449581803,0.9857332706451416,579.1514142053376,-122.75291035570135,398.816566134675,0.8826025724411011,770.6987478354813,303.40911802778163,290.4240024599157,0.01927855610847473,784.0290151061657,-186.96137458408185,257.92477588379694,0.6911918520927429,421.63942889739633,122.717164343152,133.97723960318206,0.4301354289054871,452.3458693543623,-37.20796310872445,200.9481270530104,0.8208576440811157,544.5968503596415,129.43035719643458,-75.33568897984742,0.4663027226924896,609.2259170361167,-54.62440995972364,57.88669027178256,0.7034505605697632,484.0266462784658,173.76810418777188,-502.3975881380758,0.04072040319442749,532.4058090121885,-102.05548816170851,-333.7484298238008,0.006272554397583008,1759.76,1696.61,0.0,359.92,1760.7733460918755,776.7142264313027,7.093346091875751,180.37,1760.8633460918757,790.760918615054,7.123192989366739,180.37,183.3756204661884,2112.0768835618883,8.329923448745493,102.2,135.38227437431271,2124.870306205018,8.606692183751504,106.01,111.94558219056115,2131.590306205019,8.833307816248498,106.01,,,,,,,,,4a,20,1568814665
37488,37488,1181.4,1568815896.320806,1181.4,-89.3661185820647,579.0937421558373,51.19935212522995,625.04779708674,0.9979962110519408,573.2948631457917,76.74416348654428,664.211017235944,0.998258411884308,580.883400077513,19.479399396888816,665.8063995282953,0.9849978685379028,538.317126368191,120.47057843467311,671.2075188168403,0.9012356400489808,551.6524840977315,-12.23404434201499,667.5241999261589,0.6331760883331299,487.94301999348977,157.3826853146949,527.4735689711798,0.9835400581359864,508.6681633436135,-26.62114405941216,542.3097854188496,0.9653207659721376,598.4499452261948,251.57488259547264,392.48432570718217,0.9843140840530396,593.8770954725749,-119.27099943986023,407.0681678517862,0.8774476647377014,771.3821225120488,301.78889578934275,289.6763762510351,0.02029085159301757,770.0085359745018,-190.3865048738676,255.0570426296562,0.766876220703125,421.187028848501,130.58722145066284,113.51753253661144,0.25552406907081604,450.0525967583084,-37.039685540043294,202.59872091357283,0.8071151971817017,548.1475268371457,141.1913946328013,-70.43531455130102,0.5683985352516174,623.1455650712087,-53.746439456568034,81.43595757609152,0.7209405899047852,479.32883375691625,172.61517814657836,-505.0202307052098,0.045130908489227295,562.7839455619664,-94.65264287282592,-302.72766980731114,0.00819966197013855,1759.76,1696.61,0.0,359.92,1760.77,776.48,7.09,180.37,1760.86,790.52,7.16,180.37,183.65,2112.02,8.35,102.2,135.66,2124.79,8.6,106.01,112.23,2131.51,8.84,106.01,,,,,,,,,4a,20,1568814665
37489,37489,1181.4331782589868,1568815896.3542345,1181.4331782589868,-90.19340124310007,575.7823072885491,51.99713602498268,622.2709260572326,0.9978232383728028,572.3483885610244,77.85624198226655,662.0430961359117,0.9979094862937928,575.1180565198712,20.420550999702908,662.3991702059518,0.9850664734840392,533.8037610472519,119.12230375483804,667.9045458127201,0.923122227191925,552.6655489468963,-11.093040465728826,665.2261051424764,0.704728364944458,487.5608818125119,158.15374447275366,528.2080065671795,0.9810346364974976,506.8848168281558,-27.398857461925026,540.7307884817176,0.9597567319869996,602.5906197654217,251.7905226676435,397.2838116205917,0.9848172664642334,588.6150304105868,-123.21365310101127,402.190969560522,0.8265471458435059,768.8747591537268,302.17476031202193,288.80810349776783,0.022327572107315063,792.2402101985257,-186.0232013002871,265.81688103371397,0.5466170310974121,414.6890610107083,124.96370121449007,139.14564581427615,0.4781806170940399,452.2175988644377,-35.34125468673506,177.01331748035415,0.5411851406097412,553.85738455946,134.13241147761022,-68.37646589577285,0.5079079866409302,602.8067592702666,-57.401488823315276,40.614421828451185,0.4559818506240845,480.5300918414322,169.95748240721355,-502.678684328862,0.09437382221221924,520.5092575729346,-102.61905363349614,-348.8337749523211,0.008177876472473145,1759.76,1696.61,0.0,359.92,1760.77,776.2444343611943,7.080046522303977,180.37,1760.86,790.2844343611941,7.136775218709282,180.37,183.91874389779255,2111.960279133824,8.353317825898673,102.2,135.93206172369125,2124.710372178432,8.593364348202654,106.01,112.51201520138727,2131.430372178432,8.833364348202654,106.01,,,,,,,,,4a,20,1568814665
37490,37490,1181.466735606127,1568815896.3880448,1181.466735606127,-89.07418336001354,579.9356407645091,52.05838976482582,621.8893231847665,0.9979021549224854,565.0062081456073,79.94375668657406,662.744886412955,0.9848074913024902,570.6717567106849,17.889506707522187,659.8449609988884,0.9860142469406128,530.2011323954515,118.12360134600357,668.7874832498057,0.9233685731887816,555.842429057079,-10.248554111823779,666.0118124562533,0.6531612277030945,488.7192541755443,156.54340033645556,525.9881134739952,0.9836468696594238,504.1430028919729,-27.665381714399558,540.5780855240716,0.9707710146903992,595.9459700316407,255.0480692394867,390.7220765072132,0.9840860366821288,587.7019163882834,-121.73002212294514,401.9917559232408,0.8584914207458496,776.6156927307871,300.9752402512591,292.77827003483065,0.02352359890937805,795.7638352163269,-185.6134440578096,273.25961445064513,0.7456905245780945,425.4475458206166,131.77980067871295,121.76493510819721,0.2070583701133728,458.26713422264186,-36.42289428006743,175.5524510012271,0.5118882656097412,571.8232912547221,134.20632532530374,-51.72873600623541,0.5515198707580566,598.2457181584451,-57.66130721736904,32.118878969449376,0.4315881431102753,491.9516484487861,169.5439882669436,-492.7265995742154,0.036385923624038696,506.7547897333218,-104.63639219343015,-361.7830450094001,0.00909194350242615,1759.76,1696.61,0.0,359.92,1760.77,776.0061771964982,7.0699793181619,180.37,1760.86,790.0461771964982,7.113285075711099,180.37,184.19055840962872,2111.8998759089714,8.3566735606127,102.2,136.20723197024142,2124.629834545295,8.5866528787746,106.01,112.79725265207952,2131.3498345452954,8.8266528787746,106.01,,,,,,,,,4a,20,1568814665
37491,37491,1181.5,1568815896.42156,1181.5,-102.17575720809928,568.7692430007714,50.99689170708149,615.3232893648808,0.9977401494979858,560.6323088542773,78.66443179205534,660.1342010035937,0.9861003160476683,562.8547999168079,16.271175302385963,655.920964348468,0.9842345714569092,541.0774678102637,116.76003565155277,674.7410937632405,0.9094281196594238,543.5428079860592,-12.036566700052125,660.145586457935,0.6266518831253052,485.74237554105116,158.3345340365946,531.6723036439341,0.9801704287528992,506.39961945405366,-28.51097457538949,535.9187445519863,0.7897406816482544,591.0457440788276,255.1473719797669,388.7340158352764,0.9846009016036988,584.5147221521809,-123.86641767932379,398.4838285230543,0.820020854473114,790.4126250662019,296.3646007743044,286.1714296492065,0.16298159956932068,798.319559363286,-187.26601115644687,270.5532572663477,0.6417250037193298,417.17874150602233,125.66730351162077,138.79879803856366,0.4702808260917664,475.4752698376177,-37.17186274462345,181.5479414436992,0.5195438265800476,651.8153187941639,129.03605402220202,10.656588265736048,0.6163748502731323,766.3759323791049,-38.06297789735485,126.93539966713018,0.2038817405700684,488.0598358681101,164.97455605520364,-486.18957340703287,0.1180492639541626,595.9550460660192,-100.60436435245994,-333.987185275582,0.003306269645690918,1759.76,1696.61,0.0,359.92,1760.77,775.77,7.06,180.37,1760.86,789.81,7.09,180.37,184.46,2111.84,8.36,102.2,136.48,2124.55,8.58,106.01,113.08,2131.27,8.82,106.01,,,,,,,,,4a,20,1568814665
