,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.13_x,Q_in-J_out.13_y,Q_in-J_out.13_speed,Q_in-J_out.13_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,Q_in-J_out.15_x,Q_in-J_out.15_y,Q_in-J_out.15_speed,Q_in-J_out.15_angle,H_in-K_out.15_x,H_in-K_out.15_y,H_in-K_out.15_speed,H_in-K_out.15_angle,H_in-K_out.16_x,H_in-K_out.16_y,H_in-K_out.16_speed,H_in-K_out.16_angle,H_in-K_out.17_x,H_in-K_out.17_y,H_in-K_out.17_speed,H_in-K_out.17_angle,Q_in-J_out.16_x,Q_in-J_out.16_y,Q_in-J_out.16_speed,Q_in-J_out.16_angle,K_in-H_out.11_x,K_in-H_out.11_y,K_in-H_out.11_speed,K_in-H_out.11_angle,Q_in-J_out.17_x,Q_in-J_out.17_y,Q_in-J_out.17_speed,Q_in-J_out.17_angle,H_in-K_out.18_x,H_in-K_out.18_y,H_in-K_out.18_speed,H_in-K_out.18_angle,Q_in-J_out.18_x,Q_in-J_out.18_y,Q_in-J_out.18_speed,Q_in-J_out.18_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,H_in-K_out.20_x,H_in-K_out.20_y,H_in-K_out.20_speed,H_in-K_out.20_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,H_in-K_out.22_x,H_in-K_out.22_y,H_in-K_out.22_speed,H_in-K_out.22_angle,K_in-H_out.12_x,K_in-H_out.12_y,K_in-H_out.12_speed,K_in-H_out.12_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,scenario,participant_id,source_file
33076,33076,1042.7665022571477,1569237755.9419641,1042.7665022571477,-85.15210048760547,566.5207614415607,20.086055867954467,605.6840787054966,0.9973047971725464,591.0408789864603,44.3085103024712,660.3744884572475,0.9613287448883056,593.3219628044492,-14.941240557398205,653.9629290624466,0.9701499342918396,565.1070870747118,87.7240564897629,684.1255281480593,0.6829409599304199,575.6828659100347,-57.999693963412255,665.1434562491461,0.3463799953460693,417.83463180512274,148.78822673326178,527.045201120399,0.9472253918647766,433.8754338277549,-105.19489182954727,487.30137439215247,0.9124432206153872,496.53945712002024,216.79152415268533,318.80146547821573,0.6887640357017517,529.9438620301287,-174.18248660032344,289.9893908628396,0.9836493730545044,670.739765773265,286.80578407193155,153.98768250915873,0.9416815042495728,712.6516411563092,-198.2266064182484,154.5714487022824,0.7023270130157471,339.3425658519121,158.0883645554166,65.41715518722151,0.005468010902404785,404.88445849808227,-49.47823380962446,130.0909014187208,0.20555365085601807,640.5620720436851,181.1386903087617,-68.77295852105178,0.522594153881073,793.8888526455846,-38.978963615608286,52.1324363362312,0.2858247756958008,202.2564015005832,250.33066336474099,-757.7633769905626,0.007198750972747803,513.5081299366472,-14.249265273812973,-456.0378997091732,0.009292185306549072,1762.0300493228558,1650.582461962882,5.25,357.90004932285575,1760.33,708.5514303628163,8.686551580003277,180.37,1760.4333497742853,724.5613810399608,8.316650225714755,180.37,1761.34,894.8211344256821,6.973300451429508,179.85,1421.2078339742527,865.8166995485706,7.15,268.61,1436.4911837485377,866.1866995485706,7.179901354288522,268.61,1450.7311837485377,866.5366995485706,7.186600902859015,268.61,1761.3,908.611134425682,6.960197291422956,179.85,2749.312412640026,614.1410357799705,8.456748871426232,138.41,1761.2666502257148,922.5944841999672,7.056600902859015,179.85,1641.3879819428196,871.1766995485706,7.9733990971409865,268.68,1761.23,937.2744841999672,7.01320180571803,179.85,1657.0546321685345,871.5366995485706,7.960049322855738,268.68,1671.9179819428198,871.8766995485705,7.943152482862291,268.68,1819.9879819428202,874.4133497742853,8.009901354288521,269.55,1835.7179819428202,874.5333497742853,7.94,269.55,2384.875417154321,874.0266502257148,7.64,89.83,1850.8246321685344,874.6533497742853,7.966798194281972,269.55,,,,,,,,,,,,,4a,14,1569236662
33077,33077,1042.8,1569237755.9754012,1042.8,-79.95083780462345,569.8987939961063,20.951364138845484,608.0116454554654,0.9971188306808472,580.8421026925472,48.68123263256207,653.739248661408,0.9973434209823608,590.0803613742194,-12.62491400487157,654.8878287421435,0.9738006591796876,561.5673602200407,86.26881141714918,678.5951481643268,0.3643249571323395,587.9176619924377,-54.79538809115746,669.1799982062713,0.352234423160553,418.4660739395762,151.84483080710868,525.2385433036789,0.9596198201179504,437.47564801515176,-103.53824935796894,494.9576986316339,0.9125775098800659,511.9304641645232,216.2614061344148,325.596107738496,0.6728836297988892,528.5813769086952,-162.87788972447632,294.8751187325852,0.8412477970123291,679.888040760608,286.60438905462917,158.78974661938426,0.9219791889190674,744.0508101614937,-194.32830887764538,162.2151585216105,0.9057536721229552,349.1731547283036,159.54411806302716,68.22907007620782,0.007896006107330322,402.1087561650327,-50.33698991888239,123.91294616190935,0.2965546250343323,670.2760579295191,181.34377385553887,-48.39466471926514,0.39020705223083496,805.7593058909331,-51.50279238416741,44.49053612882707,0.1596374213695526,183.25736068906653,260.34245786487645,-774.7621239712887,0.005029141902923584,513.313205427983,-39.37497461361662,-459.1288179497845,0.011737257242202759,1762.02,1650.76,5.25,357.89,1760.33,708.26,8.71,180.37,1760.43,724.28,8.32,180.37,1761.34,894.59,6.98,179.85,1420.97,865.81,7.15,268.61,1436.25,866.18,7.2,268.61,1450.49,866.53,7.2,268.61,1761.3,908.38,6.92,179.85,2749.5,613.93,8.44,138.41,1761.27,922.36,7.07,179.85,1641.12,871.17,7.96,268.68,1761.23,937.04,7.04,179.85,1656.79,871.53,7.95,268.68,1671.65,871.87,7.98,268.68,1819.72,874.41,8.03,269.55,1835.45,874.53,7.94,269.55,2385.13,874.03,7.64,89.83,1850.56,874.65,7.94,269.55,,,,,,,,,,,,,4a,14,1569236662
33078,33078,1042.8344851622237,1569237756.0099616,1042.8344851622237,,566.388639697554,24.62057739219424,607.8271517013867,0.99739408493042,590.0894907918289,49.65250105152686,661.4122750359454,0.9870561361312866,594.644650354326,-9.187101639317943,658.4817878606848,0.9777041077613832,562.5224203562378,90.75697291235376,680.3566597128898,0.7231763601303101,586.6230747700521,-52.07252349389922,668.8920167302099,0.40714770555496216,423.33823949028715,154.5719076165882,525.9560837944099,0.967213213443756,415.0988920995396,-101.74874171343359,486.24935468382006,0.9331753849983216,507.7747091332415,216.03358127465282,322.464136176748,0.7300293445587158,524.0294598381074,-161.02398280794432,294.6219697398261,0.8476866483688354,680.2440616321137,287.87546340026864,160.55567025683632,0.9102506637573242,747.4143084044141,-192.71040572863888,162.45721927382112,0.9126008152961732,360.1663868626455,161.34644374249208,72.4418737814997,0.006916522979736328,382.2550664718618,-51.47703950791342,139.3720952230254,0.6323985457420349,742.7458863479197,207.5840569922089,5.282317038226979,0.1073155403137207,812.9047641412117,-55.82440942667076,61.264246610811824,0.3309984803199768,188.6519552956678,290.3920625837642,-768.8000489182416,0.011145055294036863,514.1328850885809,-54.86664002290435,-463.3168359633373,0.02213183045387268,1762.0131029675556,1650.939322843562,5.2431029675553065,357.8831029675553,1760.3265514837774,707.9565305724333,8.713448516222348,180.37,1760.43,723.9903246373227,8.368279227112861,180.37,1761.34,894.3451553482132,6.993794064889388,179.85,1420.721706831991,865.8065514837776,7.143102967555307,268.61,1436.0051553482133,866.1765514837776,7.182757418888265,268.61,1450.241706831991,866.5231029675552,7.213794064889388,268.61,1761.3,908.1386038644356,6.937242581111735,179.85,2749.689668392229,613.7161919942145,8.42620593511061,138.41,1761.27,922.1186038644356,7.018272256664794,179.85,1640.8475672184345,871.1631029675552,7.966897032444693,268.68,1761.23,936.7951553482134,7.053794064889388,179.85,1656.5175672184344,871.5231029675552,7.936205935110612,268.68,1671.3741187022122,871.8631029675553,7.986897032444695,268.68,1819.44067018599,874.4065514837778,8.036897032444692,269.55,1835.1741187022126,874.53,7.971036646001124,269.55,2385.395535749121,874.03,7.64,89.83,1850.2841187022125,874.65,7.960691097334082,269.55,,,,,,,,,,,,,4a,14,1569236662
33079,33079,1042.8664564430258,1569237756.0420027,1042.8664564430258,-86.06328546444523,563.6021028682171,27.876440451369227,604.6823868406186,0.9901334047317504,581.5467294171932,54.60366947086976,652.7893448254113,0.9975396394729614,588.0783227914434,-5.786926195372011,656.243905330188,0.9862828850746156,563.663699231728,89.34664136561938,677.8944380782739,0.4017987549304962,571.6537532958189,-50.74633097747957,665.0841894351261,0.4235189855098725,419.75644811315567,155.81568793674361,523.520820194494,0.971836507320404,424.5590878245034,-98.38838078264006,484.8187287396293,0.9403037428855896,487.1939856358956,221.4028492679626,311.4499506729097,0.7470424175262451,528.1786429825062,-159.84569065336368,294.9449578273613,0.8584544658660889,684.7283200707195,287.160564378995,161.69945533977582,0.9116270542144777,719.1902726197978,-199.2238545178216,158.75970537296797,0.8561762571334839,381.7511181413238,166.0928473113808,80.93748197188333,0.018463671207427985,388.662156895035,-52.57951004788878,117.91470654470146,0.4038053750991821,485.13279568300413,226.09836505378132,-212.6305832023642,0.4136160612106323,819.0176265256862,-55.48564969112621,67.4564172175132,0.3928619027137756,186.1335074462413,276.63490073412805,-772.3370546787565,0.006790846586227417,526.9255045250006,-62.9788882478686,-456.19974390206323,0.035915106534957886,1762.0067087113946,1651.1055735037326,5.236708711394903,357.8767087113949,1760.3233543556973,707.6751833013757,8.716645644302549,180.37,1760.43,723.721765878586,8.413039020235676,180.37,1761.34,894.1181592545192,7.006582577210192,179.85,1420.4915136102163,865.8033543556974,7.136708711394904,268.61,1435.778159254519,866.1733543556974,7.166771778487259,268.61,1450.0115136102163,866.5167087113948,7.226582577210193,268.61,1761.3,907.9148048988216,6.953228221512741,179.85,2749.8655104366408,613.5179700532419,8.413417422789808,138.41,1761.27,921.8948048988216,6.970315335461778,179.85,1640.5949941000986,871.1567087113948,7.973291288605098,268.68,1761.23,936.5681592545192,7.066582577210193,179.85,1656.2649941000986,871.5167087113948,7.923417422789807,268.68,1671.1183484557962,871.856708711395,7.993291288605096,268.68,1819.1817028114936,874.4033543556973,8.043291288605097,269.55,1834.918348455796,874.53,7.999810798722932,269.55,2385.6417146112963,874.03,7.64,89.83,1850.0283484557958,874.65,7.979873865815289,269.55,,,,,,,,,,,,,4a,14,1569236662
33080,33080,1042.9,1569237756.0756195,1042.9,-84.12158663414311,562.2850112743502,30.969288683896757,607.6432158083333,0.9976389408111572,585.4400274725455,54.80451336489234,658.7524926743641,0.9932548999786376,599.3715756835867,-3.8331206208609454,662.2966311076606,0.9868409037590028,573.2502041763893,88.17488209684568,684.6299289335223,0.8452277183532715,583.5432726397074,-46.90583514761097,670.9369288523578,0.3845809698104857,419.7933357385163,157.3420677048949,522.8555305307846,0.9740396738052368,409.8750898264775,-93.84177309792886,484.2326216906407,0.9452413320541382,506.39933568047655,218.83232260827285,320.6631190608884,0.7894873619079591,529.1385530836004,-159.35760905145852,293.8561330638427,0.7961904406547546,677.1739731246332,288.57742239736706,159.7589934872171,0.9369132518768308,726.2665084084751,-189.4861060757917,163.0248954377831,0.6747345924377441,398.99818913934234,163.2366201378513,84.28561877273164,0.008234649896621704,392.5287584276445,-40.28456417792818,109.04102922469423,0.031896501779556274,599.9078838273174,207.30822111929,-108.3713282803054,0.2776835560798645,811.5089747797625,-49.959093134163936,60.04854093422227,0.5114619135856628,198.65283072401752,295.7929186247572,-760.480748920763,0.011351019144058228,515.5728435144085,-71.75894098884936,-472.7744131114711,0.05918830633163453,1762.0,1651.28,5.23,357.87,1760.32,707.38,8.72,180.37,1760.43,723.44,8.46,180.37,1761.34,893.88,7.02,179.85,1420.25,865.8,7.13,268.61,1435.54,866.17,7.15,268.61,1449.77,866.51,7.24,268.61,1761.3,907.68,6.97,179.85,2750.05,613.31,8.4,138.41,1761.27,921.66,6.92,179.85,1640.33,871.15,7.98,268.68,1761.23,936.33,7.08,179.85,1656.0,871.51,7.91,268.68,1670.85,871.85,8.0,268.68,1818.91,874.4,8.05,269.55,1834.65,874.53,8.03,269.55,2385.9,874.03,7.64,89.83,1849.76,874.65,8.0,269.55,,,,,,,,,,,,,4a,14,1569236662
33081,33081,1042.9330090729406,1569237756.1086679,1042.9330090729406,,568.2441988035931,32.75913158880949,613.1358160809408,0.997976779937744,594.9054071127023,56.428660888431644,661.6577183691414,0.9950380921363832,603.4247462009142,-1.6378265285451048,664.7856815973622,0.9889249801635742,574.1539690267358,90.29435930632341,686.3307307501449,0.790752649307251,569.6856609102427,-49.0418349441545,671.8204940731138,0.6665208339691162,419.5282902476813,157.69167716745227,523.4878092855793,0.9766968488693236,422.28086279947297,-90.57651113604507,490.43320882217824,0.9601519703865052,510.8659228102106,218.83844730402146,323.45369223482874,0.774789035320282,539.3095823733996,-158.80168587399064,281.77751004775973,0.9741296768188475,673.3795090408913,287.1912652046896,155.06773450487884,0.9283101558685304,711.7464331533657,-194.8112172087972,140.12910517798815,0.9070980548858644,408.17662598125884,160.7406700088273,90.94743323900455,0.005176842212677002,391.2246408672061,-41.23825709047029,98.87582795576373,0.6116275191307068,665.4779856902643,188.18663315723893,-44.820848088587724,0.3055894374847412,801.4104816702887,-41.841027089062784,41.14835254132385,0.3890902101993561,185.917798036702,281.6326969990247,-772.3053620015609,0.009751409292221071,500.18295296811135,-78.88263251028549,-493.0537097234858,0.06330782175064087,1761.996699092706,1651.4516471792922,5.226699092705919,357.87,1760.32,707.0928210654149,8.723300907294082,180.37,1760.426699092706,723.1627237872972,8.43689364894143,180.37,1761.34,893.6489364894143,7.0166990927059185,179.85,1420.0156355821205,865.7933981854117,7.123398185411839,268.61,1435.3023346748264,866.1633981854117,7.156601814588162,268.61,1449.5356355821204,866.506699092706,7.1904863905887755,268.61,1761.303300907294,907.4489364894142,6.986504536470407,179.85,2750.234850808469,613.1020428404727,8.429708165646735,138.41,1761.27,921.4289364894142,6.946407258352653,179.85,1640.0692283237674,871.1433981854117,7.956893648941429,268.68,1761.23,936.1022373967083,7.046990927059183,179.85,1655.7359274164735,871.5033981854117,7.949610887528978,268.68,1670.5892283237674,871.846699092706,7.973592741647347,268.68,1818.6459274164733,874.4,8.05,269.55,1834.3859274164734,874.5266990927058,8.026699092705918,269.55,2386.1541698616447,874.03,7.65980544376449,89.83,1849.4926265091794,874.646699092706,8.023106351058571,269.55,,,,,,,,,,,,,4a,14,1569236662
33082,33082,1042.9663255780729,1569237756.142024,1042.9663255780729,,569.1562857097155,33.73282587619031,612.2749160452988,0.9981076717376708,592.1248626953604,58.72595458143055,660.4673384146406,0.996156930923462,599.6393253160694,-1.8023375715053191,664.8711266174141,0.9886907339096068,567.9627132990834,92.92885686434308,678.6918816284863,0.36958566308021545,590.7827930946489,-47.143964513965855,679.2551225815363,0.6280978918075562,409.902058246252,161.0318928684883,520.4691296669071,0.972393274307251,440.1826060764953,-88.70579153000351,500.9570066674138,0.9591857194900512,510.6206099433797,218.28162140788163,325.96625581442163,0.7473105788230896,538.6964672159726,-161.27867886413844,283.7534520742404,0.9754990339279176,669.0206867104969,287.1078607539418,152.58335108563372,0.9040982127189636,722.7274609031326,-187.2099309328264,156.7613320339897,0.6947364807128906,414.4866627479674,156.02243951592368,98.43903393039952,0.013069838285446169,393.46285639188085,-40.696607722076735,103.12686173823583,0.6336618661880493,741.1293573330873,206.9684923535649,14.986335207021966,0.048107385635375984,770.3458857015048,-40.59366372706671,33.5826743739718,0.40825897455215454,171.82965162468327,304.02959168595805,-783.3105352175322,0.00905752182006836,482.21574999481595,-80.78697760598625,-512.0019890211022,0.059282392263412476,1761.9933674421927,1651.6248930059776,5.223367442192737,357.87,1760.32,706.8029674707683,8.726632557807264,180.37,1760.4233674421928,722.8828651441901,8.413572095349164,180.37,1761.34,893.4157209534917,7.013367442192737,179.85,1419.7790883956845,865.7867348843854,7.116734884385475,268.61,1435.062455837877,866.1567348843854,7.163265115614525,268.61,1449.2990883956845,866.5033674421927,7.140511632891062,268.61,1761.3066325578072,907.2157209534917,7.003162789036312,179.85,2750.421423237207,612.8921488581424,8.459693020265362,138.41,1761.27,921.1957209534917,6.9730604624581005,179.85,1639.8060279332262,871.1367348843854,7.933572095349161,268.68,1761.23,935.8723535112987,7.013674421927375,179.85,1655.469395375419,871.4967348843854,7.98959069368715,268.68,1670.3260279332262,871.8433674421927,7.9469395375418985,268.68,1818.3793953754187,874.4,8.05,269.55,1834.1193953754191,874.5233674421927,8.023367442192736,269.55,2386.410706951159,874.03,7.6797953468435765,89.83,1849.222762817612,874.6433674421927,8.04642790465084,269.55,,,,,,,,,,,,,4a,14,1569236662
33083,33083,1043.0,1569237756.1757386,1043.0,,567.8421926719222,34.40648746061629,605.8112911874392,0.9966375827789308,586.4954510287799,61.376471352749185,654.2916594764298,0.9976320266723632,606.8415004273678,-0.8802876589164015,666.6128354501586,0.986722469329834,571.9907088973011,93.10865981535507,676.2825193328642,0.3815730810165405,587.0601699158939,-46.5111609296553,675.2545775908568,0.6845791935920715,413.9481096366432,162.63622103834862,521.2108630613353,0.9754588603973388,441.135693209083,-85.8763835533137,503.14785330449934,0.9580230116844176,502.86863119539566,222.69543923877686,321.155980323408,0.7784217596054077,539.6063376496984,-161.27004099838098,281.6264692402399,0.9706591367721558,672.0865749003308,285.19717410084564,155.52305856794658,0.9272382259368896,742.151842529479,-191.0032026483821,157.65089468053858,0.8929914236068726,416.96052114756463,147.60595517234742,101.85409825231257,0.010403186082839966,384.80253754317977,-42.311069255683535,99.00041908422537,0.6161843538284302,739.5512622932396,191.5147637516243,24.334680420886887,0.09290581941604614,742.0060878870786,-41.864065678675495,21.289732717474294,0.4456605017185211,153.56578212099208,287.867453778522,-801.1634771626861,0.00506746768951416,,,,0.04575768113136292,1761.99,1651.8,5.22,357.87,1760.32,706.51,8.73,180.37,1760.42,722.6,8.39,180.37,1761.34,893.18,7.01,179.85,1419.54,865.78,7.11,268.61,1434.82,866.15,7.17,268.61,1449.06,866.5,7.09,268.61,1761.31,906.98,7.02,179.85,2750.61,612.68,8.49,138.41,1761.27,920.96,7.0,179.85,1639.54,871.13,7.91,268.68,1761.23,935.64,6.98,179.85,1655.2,871.49,8.03,268.68,1670.06,871.84,7.92,268.68,1818.11,874.4,8.05,269.55,1833.85,874.52,8.02,269.55,2386.67,874.03,7.7,89.83,1848.95,874.64,8.07,269.55,,,,,,,,,,,,,4a,14,1569236662
33084,33084,1043.0334955135454,1569237756.2091405,1043.0334955135454,,564.8473388675625,36.796543650962406,602.9754526113232,0.9964112043380736,580.6020385712635,65.24214886888103,650.6624002676506,0.9974308609962464,608.7226378963918,3.4968967749880377,663.9709685836721,0.99026757478714,568.261281009728,94.57494121367971,673.0070565324318,0.41475909948349,594.5573334587723,-40.77579766890821,675.2425220091553,0.5084347128868103,413.8763952615293,158.32063158843437,521.4626380868241,0.9752903580665588,429.5410697317327,-84.49461157243587,498.942952721507,0.9645856022834778,489.94543085717004,224.76073553685902,315.4241907906072,0.7910076379776001,545.3656142132181,-158.51770168705866,280.2500117125703,0.962467074394226,670.6708766561748,284.85393237012335,153.8988095248437,0.9188703298568726,731.1412391577902,-195.44706943004002,148.62937760017158,0.8935730457305908,425.8418689133941,153.1526910666634,111.58851846863782,0.00551915168762207,369.1853868961097,-43.079420526876056,92.33018092572227,0.6097837686538696,730.2396999227917,212.59747040469486,53.01896717562104,0.03798547387123108,749.8215403332581,-40.16374992966699,27.728117745156112,0.501385509967804,129.2156032419857,305.6410861857421,-782.9456323023395,0.011607617139816284,390.1229808464065,-80.98229571342519,-604.5372742157223,0.11121997237205504,1761.983300897291,1651.9741766704365,5.2166504486454555,357.8666504486455,1760.3166504486453,706.2185890321547,8.703203589163653,180.37,1760.42,722.3186376862184,8.403398205418174,180.37,1761.34,892.9488809565365,6.983203589163653,179.85,1419.3021818538273,865.7733008972908,7.133446859481803,268.61,1434.5788323024728,866.1433008972908,7.173349551354543,268.61,1448.8221818538273,866.493300897291,7.1033982054181735,268.61,1761.31,906.7455314051821,7.0099513459363685,179.85,2750.7975748758545,612.4689782646637,8.46990269187274,138.41,1761.27,920.725531405182,7.01004865406363,179.85,1639.2686863402819,871.1266504486455,7.9468450648999776,268.68,1761.23,935.4021818538274,6.993398205418174,179.85,1654.9320358916364,871.4866504486455,8.016601794581826,268.68,1669.7920358916363,871.833300897291,7.936747756772717,268.68,1817.8386863402814,874.3966504486455,8.063398205418174,269.55,1833.5786863402814,874.52,8.036747756772717,269.55,2386.9279154543,874.03,7.693300897290912,89.83,1848.6853854429914,874.6366504486455,8.033154935100022,269.55,,,,,,,,,,,,,4a,14,1569236662
33085,33085,1043.0665056818864,1569237756.2420585,1043.0665056818864,-83.64598697105033,568.0653562428731,38.26080680282296,604.6107593770763,0.9973160028457642,575.3110710318292,67.23041243568443,647.8612817705928,0.9973859786987304,595.5519044272995,8.795471967141511,657.3920660974986,0.9926729798316956,576.9489537940121,95.11491356846201,673.5482753904857,0.5087981820106506,597.4481208552618,-34.9732295629904,673.7853480218544,0.6070265769958496,409.6402332247772,158.63534926375203,519.5991912152655,0.9782984256744384,430.63347992546426,-74.27904041016906,500.7230701641588,0.4945691823959351,494.0752192869296,224.81788409630784,316.70426788264945,0.7493300437927246,523.4295840900877,-158.32909648766886,288.25053268113305,0.8368996381759644,675.0217232709158,284.9065102435017,160.74604091265604,0.91969633102417,722.2961399605873,-188.56543623111355,147.6215372458881,0.7705504298210144,429.5616614233686,153.38482483333604,116.51049810956944,0.0028966963291168213,364.287296730892,-39.6630264088048,122.95672568049123,0.7578623294830322,727.3558576249312,221.72464344504692,68.58460202112786,0.05252256989479065,686.9134294621196,-38.801840833131116,-14.019260956740705,0.2513107657432556,106.77185175030098,318.9915516336935,-785.4450649257527,0.007103770971298219,361.68598307916125,-73.19883126912544,-623.692313008027,0.09056532382965088,1761.9766988636227,1652.1458295458085,5.2133494318113796,357.86334943181134,1760.3133494318113,705.9314005675899,8.676795454491028,180.37,1760.42,722.0413522721558,8.416602272754487,180.37,1761.34,892.7211107949852,6.9567954544910275,179.85,1419.0678096586078,865.7666988636228,7.156553977320352,268.61,1434.341159090419,866.1366988636228,7.176650568188621,268.61,1448.5878096586075,866.4866988636228,7.116602272754487,268.61,1761.31,906.5144602267965,7.000048295434135,179.85,2750.9824318185633,612.2610142041167,8.450096590868268,138.41,1761.27,920.4944602267964,7.019951704565865,179.85,1639.0013039767216,871.1233494318112,7.983156250074838,268.68,1761.23,935.1678096586078,7.006602272754487,179.85,1654.6679545449106,871.4833494318112,8.003397727245513,268.68,1669.5279545449102,871.8266988636227,7.953252840943108,268.68,1817.571303976721,874.3933494318112,8.076602272754487,269.55,1833.311303976721,874.52,8.053252840943108,269.55,2387.182093750524,874.03,7.686698863622756,89.83,1848.424605113099,874.6333494318112,7.996843749925161,269.55,,,,,,,,,,,,,4a,14,1569236662
