,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.11_x,Q_in-J_out.11_y,Q_in-J_out.11_speed,Q_in-J_out.11_angle,Q_in-J_out.12_x,Q_in-J_out.12_y,Q_in-J_out.12_speed,Q_in-J_out.12_angle,H_in-K_out.12_x,H_in-K_out.12_y,H_in-K_out.12_speed,H_in-K_out.12_angle,Q_in-J_out.13_x,Q_in-J_out.13_y,Q_in-J_out.13_speed,Q_in-J_out.13_angle,H_in-K_out.13_x,H_in-K_out.13_y,H_in-K_out.13_speed,H_in-K_out.13_angle,K_in-H_out.9_x,K_in-H_out.9_y,K_in-H_out.9_speed,K_in-H_out.9_angle,H_in-K_out.14_x,H_in-K_out.14_y,H_in-K_out.14_speed,H_in-K_out.14_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,W_in-P_out.5_x,W_in-P_out.5_y,W_in-P_out.5_speed,W_in-P_out.5_angle,W_in-P_out.6_x,W_in-P_out.6_y,W_in-P_out.6_speed,W_in-P_out.6_angle,scenario,participant_id,source_file
27881,27881,871.6331567400937,1568806015.4085753,871.6331567400937,,598.56777759942,83.72507497002374,691.5579780177419,0.9982792139053344,603.1222302766685,102.05121636015976,736.9186511482635,0.9970310926437378,614.4747953017389,49.02183865933113,737.615341387486,0.9944978952407836,590.6569612222074,137.89255307899407,752.4598061736549,0.4005187451839447,573.7441429616406,-3.099929879958504,737.5025714877861,0.6983886361122131,479.8502264919677,185.12970748768842,598.9682665633729,0.9704058170318604,505.69710259492376,-62.310788803844616,609.9110079265349,0.8679167032241821,567.1987534033549,270.5183584134024,401.53855387672246,0.3922893106937408,592.9701582751153,-121.491042087897,418.4307067229663,0.43091052770614624,701.9102688476323,335.63883498286185,211.49341700581402,0.5651334524154663,738.1154994633628,-183.47485109638507,232.3642832502601,0.7004470825195312,380.41603405110163,157.37477453161702,133.05722240352304,0.13275009393692014,431.9025078874302,-26.83947986854577,245.68881742745626,0.8951361179351807,576.0910075285732,176.732433640942,-51.780389181562526,0.588859498500824,663.5064140711793,-36.65169447283196,101.47763345092588,0.6302113533020021,472.71464869790395,206.94059025089317,-525.9232795841232,0.045992106199264526,820.00567233792,-38.12737447807695,28.347121435795827,0.037572622299194336,1762.82,1627.6190463965052,5.383368651981292,0.4870021938222778,1760.53,739.1681147312331,8.133368651981293,180.37,1760.93,1049.8579028193449,7.016525392074831,179.85,1482.3313244492983,867.3033686519811,7.626843259906463,268.61,1760.8933156740095,1064.5645871453357,7.0032626960374165,179.85,1502.5513774272706,867.7933686519812,7.786737303962584,268.61,2573.0519382467387,874.57,7.819947022028061,89.83,1737.8114833832142,873.3933686519812,8.386684325990647,268.68,116.83204420268282,2130.190370845804,7.656684325990647,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27882,27882,871.6663737630199,1568806015.4420755,871.6663737630199,-87.1767498469377,606.0303693346261,84.41684792782233,694.4611928232947,0.998060703277588,610.5167209002661,101.14279466093613,739.8334808291029,0.9969555139541626,620.3053351749846,47.84782103369655,738.2619855112961,0.9948261976242064,590.1148138623439,135.33517304461122,752.5268103466037,0.4110763072967529,569.2031575905671,-7.305767792861726,731.3581822981822,0.7232793569564819,488.17249804705233,180.95017192641163,603.0704489078582,0.9645096063613892,499.9060203018814,-65.37125225516479,603.9800392195066,0.8496949672698975,563.3957301173297,272.11585933838217,399.79010985207367,0.35153526067733765,598.9403073437312,-121.65831021683628,425.88392959156516,0.3900490999221802,703.3763461659266,331.2182722821751,216.68733124800218,0.8641302585601807,730.9045015093338,-184.8405998914416,227.21017415226842,0.7059395909309387,352.6980723334921,158.16671194485846,135.2054368185648,0.36003077030181885,440.79916275809495,-28.635479864623065,240.8056532556646,0.4320213794708252,582.3963783803863,180.7978477655011,-42.311667186156996,0.5150327086448669,665.28532656459,-40.87869512393781,114.52788799021157,0.5961312651634216,452.20308544814276,211.0495188725692,-545.1867706392674,0.0192159116268158,681.0347284246386,-57.183245124137756,-123.40751416002995,0.017721593379974362,1762.82,1627.7984183203073,5.376725247396023,0.4238898502622251,1760.53,738.895735143237,8.126725247396024,180.37,1760.93,1049.6253836588608,7.043099010415906,179.85,1482.0821967773509,867.2967252473959,7.593626236980119,268.61,1760.896637376302,1064.3287462825588,7.016549505207952,179.85,1502.2922846484448,867.7867252473959,7.773450494792048,268.61,2573.314352727857,874.57,7.829912128905964,89.83,1737.5324603906327,873.3867252473959,8.383362623698012,268.68,117.07452847004515,2130.120615097658,7.653362623698013,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27883,27883,871.7,1568806015.4759884,871.7,-105.91291410216171,603.9701700228679,82.45237784992658,691.3253220788217,0.998376727104187,611.2827028871477,99.59577317475627,739.4020488518775,0.9965945482254028,626.3056944537085,46.40222213485927,739.6556416333142,0.9945306181907654,589.693026493739,133.69053133301114,753.0321855627101,0.4420087039470673,571.6576277029503,-9.762329325899303,731.2156936051721,0.6947177648544312,482.6260931648477,178.0231843875397,605.1460775648022,0.960871160030365,513.6781400471692,-65.730439066644,612.1043006237625,0.8775359392166138,573.1850122071942,266.66310619111584,377.33562224521376,0.8782588839530945,587.9183105432306,-124.24092700780123,421.9233270360593,0.4408952295780182,705.1497107343321,330.4021005684036,214.2183698772241,0.8577725291252136,730.0575011017163,-185.27768227498896,225.48401167818912,0.69541335105896,372.42996110457113,157.4276743658448,118.88592949489515,0.01348993182182312,433.56597513177053,-29.163590905083442,258.843067699115,0.8440147638320923,660.6613601306866,178.12508858480217,-3.9424219129347766,0.25310659408569336,668.5258970488924,-42.812910286243714,121.74778944557464,0.5551831126213074,451.9434210517752,217.23076623820415,-550.9605428794059,0.008976131677627562,610.3012255189693,-76.55855632562924,-201.70440818152974,0.0076506733894348145,1762.82,1627.98,5.37,0.36,1760.53,738.62,8.12,180.37,1760.93,1049.39,7.07,179.85,1481.83,867.29,7.56,268.61,1760.9,1064.09,7.03,179.85,1502.03,867.78,7.76,268.61,2573.58,874.57,7.84,89.83,1737.25,873.38,8.38,268.68,117.32,2130.05,7.65,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27884,27884,871.7334581740396,1568806015.5098116,871.7334581740396,-81.8561684477487,603.290312226524,83.23537047308511,692.1996038800509,0.9979511499404908,617.6459529110857,98.54804891191964,743.4845584137068,0.9957430362701416,626.5495930273505,46.71813409430358,739.9916207147661,0.9936263561248779,592.1553431985973,131.41046910271564,754.3329177919984,0.4193694293498993,582.1880630526152,-10.754806334249821,734.4049855776593,0.6560855507850647,473.7554979377359,177.6158503460128,601.5070094822343,0.9615137577056884,508.3608705899826,-67.45061836110075,608.7913330122942,0.8642147183418274,563.6808892830016,266.0802210998479,369.70659455143823,0.9126442670822144,576.9214779681753,-124.64738308238724,412.83243115318857,0.43175622820854187,712.355999819835,329.1111173405038,219.06846142082247,0.7979828119277954,737.1436427007271,-185.13695517093063,235.9188349504414,0.6866690516471863,381.4646111680866,155.60156136889947,111.31722072419063,0.011519521474838257,449.455770292737,-26.672931692205033,248.05083186001926,0.3521517515182495,712.1367245710153,177.0982785814336,39.0337120915234,0.17812833189964294,663.9164434164218,-39.01018917087745,116.38321230444595,0.4698787927627564,446.2974562036724,216.7542977632986,-562.8911737550891,0.003974944353103639,585.0389160739364,-86.56113047326254,-250.72070977984558,0.004695862531661986,1762.82,1628.1606741398136,5.373345817403957,0.3131585563446044,1760.526654182596,738.3456429728757,8.146766539231653,180.37,1760.933345817404,1049.152446964319,7.07,179.85,1481.5757178772992,867.2833083651919,7.5666916348079125,268.61,1760.9,1063.855792781723,7.033345817403957,179.85,1501.7690262424912,867.7766541825961,7.780074904423741,268.61,2573.8409737575084,874.57,7.833308365192085,89.83,1736.9722971554716,873.3733083651921,8.38,268.68,117.56424467048883,2129.979737834517,7.633270912980215,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27885,27885,871.7662423026035,1568806015.5429535,871.7662423026035,,602.8224214776936,85.11302999599461,693.0810796838773,0.9978689551353456,615.0279041492936,99.51359178507565,741.4088873564384,0.994846522808075,627.5370823357922,49.68027811873714,738.1872634245543,0.9938860535621644,593.6900988643338,130.53032378951298,753.1027536349028,0.36254844069480896,592.4400584570442,-8.23352287352726,736.7699529491435,0.6572079658508301,486.1037706164643,177.54489307924828,606.2027501979711,0.9555793404579164,514.4650458654538,-63.48473069723715,612.9313742012271,0.8810299634933472,586.0428194507521,265.4031027175282,379.94350459410765,0.8629764318466187,579.1701019444997,-122.75293596114979,415.4652839189772,0.4838231205940247,714.0849022700563,327.73283435021216,218.36476079995282,0.7846803665161133,729.7480363137614,-188.22394364548626,229.5428771615352,0.7206184864044191,398.11286183319453,164.43298699165268,115.66574746369774,0.00966256856918335,454.22634837418036,-27.9006061998846,244.68437292862026,0.2213803231716156,731.7212174802361,179.69575390379202,56.15393683481568,0.16627570986747742,659.2431854370741,-36.49799219020292,104.32697266590182,0.4611065089702606,432.92137448499193,205.5680179322292,-580.5935379877146,0.005936741828918457,606.1529265878324,-92.91871454645582,-285.30989169596074,0.006633758544921875,1762.82,1628.3377084340589,5.376624230260348,0.2672607763551171,1760.5233757697395,738.0768131186513,8.172993842082791,180.37,1760.9366242302606,1048.9196796515153,7.07,179.85,1481.3265585002137,867.2767515394792,7.5732484605206976,268.61,1760.9,1063.6263038817756,7.036624230260348,179.85,1501.513310039693,867.7733757697397,7.799745381562093,268.61,2574.0966899603072,874.57,7.826751539479302,89.83,1736.700188888391,873.3667515394792,8.38,268.68,117.80356880900543,2129.910891164533,7.616878848698256,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27886,27886,871.8,1568806015.5770795,871.8,-106.69389921022601,603.0409678192143,85.33611086500315,687.6155057334436,0.9979844689369202,622.6230121320792,99.81488338335801,742.6496091211087,0.9949417114257812,638.9657519757675,50.62021456304899,747.6388839610922,0.9167674779891968,595.8160797532182,131.69586246015086,753.2955087628583,0.3673821389675141,603.7770613421031,-6.216857406724997,737.9718224042177,0.6112446784973145,483.5401944250235,179.830309480573,603.3518322382956,0.9640681743621826,515.8886802839028,-50.50559823617404,606.3824835439211,0.12321457266807555,585.9118452798639,267.65425895185035,381.52414204100455,0.8737659454345703,589.3018192585256,-121.71341931585869,419.25394382834685,0.30900663137435913,711.984144134096,329.6341436111503,213.2699833192388,0.8596553802490234,735.1154245142978,-184.90545725937736,233.18090788411985,0.6517785787582397,389.0113924287937,170.50695047675552,105.52598415294923,0.012979328632354736,441.74865525125466,-25.661861670767106,232.53949235167892,0.4324952363967896,592.4854929925764,186.43822072196392,-30.59061317814749,0.5128577351570129,657.6407756079252,-24.76058154603179,118.50457078481595,0.4075446128845215,423.10395547001724,199.19382760140041,-592.218005340456,0.008268952369689941,597.2147549819069,-75.27042115202283,-315.7917870599963,0.008449912071228027,1762.82,1628.52,5.38,0.22,1760.52,737.8,8.2,180.37,1760.94,1048.68,7.07,179.85,1481.07,867.27,7.58,268.61,1760.9,1063.39,7.04,179.85,1501.25,867.77,7.82,268.61,2574.36,874.57,7.82,89.83,1736.42,873.36,8.38,268.68,118.05,2129.84,7.6,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27887,27887,871.8363485506729,1568806015.613584,871.8363485506729,-82.9617865372828,607.5444529829126,86.12263298036844,691.8714738988194,0.9982537627220154,625.5619015343227,100.31860518607105,746.1013772808832,0.9949978590011596,630.340032616262,50.845627928493926,738.8471402389425,0.9937035441398621,591.8877854076545,132.23801343183982,752.6771028492682,0.3308441638946533,617.8167601197208,-5.369298552962839,743.2201047238586,0.6156010627746582,479.50744697538903,182.15321437043468,600.5260107563981,0.9629064798355104,516.9071888584202,-60.39935820666311,609.5714533632811,0.8794078826904297,576.9022669618028,267.8402641454891,373.71764561374846,0.8115189075469971,581.782757837993,-120.91485789146574,411.8986079154634,0.3805064260959625,700.0887067037213,331.15387808493864,206.3090847247905,0.8635411858558655,753.9198295681883,-179.8473799209229,246.94610558283424,0.6628698110580444,402.13142051713083,172.25634712340613,111.91168713615059,0.008599966764450073,431.9674485917379,-26.920413987396483,222.1340145747629,0.3601983487606049,668.4284037393256,185.28168813724412,28.63241856695723,0.11678367853164673,627.7844210937585,-22.530681277837008,99.60500466336849,0.28597894310951233,396.77529634861816,215.69675361052842,-621.1608354492806,0.007646620273590088,668.9985070850678,-59.4941155152576,-216.4441189527317,0.011592358350753784,1762.816365144933,1628.716282173634,5.3872697101345945,0.16911202905783532,1760.52,737.5055767395489,8.178190869596214,180.37,1760.94,1048.4255601452894,7.040921159461621,179.85,1480.7937510148856,867.2663651449327,7.605443985471082,268.61,1760.9,1063.1355601452892,7.036365144932701,179.85,1500.966481304751,867.7627302898654,7.82,268.61,2574.643518695249,874.57,7.827269710134594,89.83,1736.1146721743469,873.3527302898656,8.387269710134596,268.68,118.31897927498,2129.7636680435867,7.618174275336488,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27888,27888,871.8665004866699,1568806015.6438653,871.8665004866699,-78.85527423674763,598.0613118842223,86.10764980068397,688.4898899066841,0.9976444840431212,615.9177363348745,102.72451719566469,740.8496864842151,0.9938452243804932,630.402414186512,51.482472968978605,737.1581607253761,0.9923103451728821,592.5651126829478,133.68269809853896,754.6228511426282,0.3811256289482117,614.0461465058627,-3.1247184716645906,744.0734038508356,0.5136734247207642,475.9506061537659,185.14066097879547,606.5355922952888,0.968376398086548,515.0049575565376,-47.49416643119129,605.3032351564052,0.1491898000240326,578.194838992401,267.84783449412504,382.93715571623545,0.8461016416549683,593.7868844105449,-117.01243795706252,421.07870216882606,0.4630374312400818,699.217107872736,334.0478798512268,204.83027512189773,0.7131398916244507,743.1356565911591,-179.59310325920947,237.4726331984748,0.651658296585083,407.9356913047478,173.64913901215922,115.17266707072254,0.007346272468566894,423.56987582546304,-29.55634060475783,217.01670551143718,0.6537476778030396,618.4222355069836,187.29714243473057,-3.1128581808534648,0.6248552799224854,632.4474134521714,-25.545567985272363,57.3040438777492,0.2275882959365845,391.9022949997525,196.4268899322871,-626.0295836438072,0.0047481954097747785,639.2283382180874,-65.79742111356218,-300.7661351975946,0.011938542127609251,1762.8133499513326,1628.8791026280176,5.393300097333988,0.1268993186620885,1760.52,737.2613460579735,8.160099707998038,180.37,1760.94,1048.2144965933103,7.016799610664051,179.85,1480.5645963013085,867.263349951333,7.626550340668956,268.61,1760.9,1062.9244965933108,7.0333499513330064,179.85,1500.7312962039746,867.756699902666,7.82,268.61,2574.878703796025,874.57,7.8333000973339875,89.83,1735.8613959119723,873.346699902666,8.393300097333986,268.68,118.54210360135755,2129.7003489779927,7.633250243334968,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27889,27889,871.9,1568806015.6775086,871.9,-87.73303869948359,608.1234159649972,87.01802390789238,690.2520971560516,0.9980355501174928,615.1401908329055,101.48294125267469,740.8424910381991,0.9945276975631714,636.6283181722513,51.949702439805925,748.4044946357571,0.896515965461731,588.2193012128223,135.8493826114821,752.3531798763472,0.32417184114456177,617.4677632485767,-1.72274339859295,745.8223201761975,0.5711870193481445,478.8185096420872,191.08744266150435,601.0742752125473,0.7781952619552612,511.7491970159278,-56.67061393724354,594.1468454127826,0.6611750721931458,571.910952004107,269.99488961256094,400.4901237545105,0.3752975463867188,604.8483151420708,-120.67824405121056,391.61436413508363,0.8802443742752075,704.3979009511235,333.84720822448537,212.4207503319221,0.7444379329681396,749.9746162246516,-179.99766849043453,242.262294337822,0.6173175573348999,381.06614701696645,167.50418265644777,144.4393280157823,0.4128842353820801,430.4139483374436,-28.231302751358644,200.97249941239656,0.09761998057365416,642.3978044319063,185.8707947605329,22.96552011424734,0.5759192705154419,640.5699546416812,-41.45130146400668,44.7516604455667,0.4978676438331604,339.7842902150313,191.2013259031944,-685.7419744787462,0.003229260444641113,671.0598228535172,-62.21655528506914,-280.9565720195965,0.060732901096344,1762.81,1629.06,5.4,0.08,1760.52,736.99,8.14,180.37,1760.94,1047.98,6.99,179.85,1480.31,867.26,7.65,268.61,1760.9,1062.69,7.03,179.85,1500.47,867.75,7.82,268.61,2575.14,874.57,7.84,89.83,1735.58,873.34,8.4,268.68,118.79,2129.63,7.65,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
27890,27890,871.9330195869306,1568806015.7108724,871.9330195869306,-83.93357161158238,605.7333365807507,88.36109108358818,688.0074219672641,0.9975053668022156,614.9070689187993,105.98412026048206,741.2341358044125,0.9958022236824036,636.9663051853253,52.54692025849571,750.0734347121556,0.8633325099945068,584.2551994029311,137.93274229960863,749.4609617555448,0.5427805781364441,619.1495946633484,-0.7017775071612249,747.7319703950199,0.529596745967865,492.5216229681912,193.0537476734706,602.1708179378145,0.7561830282211304,507.4002607918263,-56.133550013470824,590.1559206100927,0.7025781869888306,575.9085972712408,270.0057615722976,409.229504657306,0.3527028560638428,606.3947010376309,-116.73359315389784,405.25233124422476,0.6684656739234924,707.8314774707924,332.171672000429,208.67116627672183,0.7229948043823242,754.1552198493465,-183.92881976513308,238.34427258055908,0.7629898190498352,386.5199025983471,161.71806437115848,157.50467618999082,0.3840497136116028,445.6551476347507,-25.61173712892422,195.69094008881612,0.1834171712398529,705.9052021528198,182.04192461361941,74.37420776088763,0.5962926745414734,644.8139976490415,-42.618454423591,33.35752469359156,0.5706075429916382,334.87226892374775,186.9165184151945,-694.6298871250913,0.005405515432357788,641.4318144801832,-63.66755572815422,-323.0002821181961,0.1144387423992157,1762.81,1629.238305769426,5.396698041306922,0.07669804130692304,1760.5166980413067,736.7225413458608,8.130094123920767,180.37,1760.94,1047.7521648501777,6.980094123920768,179.85,1480.055749180633,867.2533960826137,7.659905876079232,268.61,1760.9,1062.4588628914846,7.013490206534616,179.85,1500.21244722194,867.7433960826137,7.816698041306922,268.61,2575.3975527780603,874.5733019586933,7.823490206534616,89.83,1735.3026354697815,873.3333960826137,8.4,268.68,119.03104298459463,2129.5606588674455,7.633490206534616,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a,18,1568805099
