,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,scenario,participant_id,source_file
39471,39471,1063.633265458252,1568109674.3741953,1063.633265458252,-79.77503711030467,600.0384045500954,48.25030885060938,700.4263249597626,0.9976933598518372,600.9163925059382,65.29218150220746,744.2566384493688,0.9543659687042236,615.3982082480059,12.649973515136194,746.634890058443,0.9876749515533448,587.7445670484875,94.97799820544256,755.2095454245406,0.6203092932701111,579.0997546138879,-40.38854235281881,730.8320480274167,0.9267452955245972,476.21782354690856,157.27813532451276,601.9627484262785,0.7833691835403442,498.6855039692591,-97.92188991571669,580.1336770924141,0.7116935253143309,580.5040762085988,231.4523421734515,405.54222357730265,0.9462516307830808,617.1021145653592,-163.16077910180638,378.61530959237984,0.8553664684295654,732.5599032434817,302.1629445935345,228.65350403572862,0.7611696720123291,775.2820525931762,-197.18267659435622,198.2225382319164,0.9094281196594238,429.06824474713744,122.43849113547644,111.37471693074244,0.6437466740608215,480.1976722560627,-52.73325880469425,182.6040523615868,0.34121227264404297,499.62549951008316,170.0488564553259,-295.4779016144381,0.018038481473922733,591.7486750820726,-76.13847728526011,-106.25170040462757,0.035514265298843384,416.82799431535454,172.31339206330654,-599.2917567507274,0.008052289485931395,631.4272293989651,-85.89173410897104,-375.9983028875847,0.0014636516571044922,1760.9,1672.6064291038822,3.5100203625243784,359.67,1398.8633469083495,814.5338763339834,7.996673454174792,181.84,91.26279712019137,2137.52348944602,8.28671417922355,106.01,,,,,,,,,4a,4,1568108368
39472,39472,1063.666563782333,1568109674.40753,1063.666563782333,-105.05388013947815,600.1829684668481,48.013480009438545,700.1480718864946,0.9977304339408876,598.083576371323,66.29559074343472,742.4317560024042,0.9560167789459229,618.5721303886115,12.600058945135007,747.5618029350812,0.987713098526001,585.0748436164628,96.79942206983664,753.9550509692879,0.6771944761276245,584.1749430932717,-39.24381682468135,733.2658035109768,0.92108154296875,476.34516426411653,158.24848653167024,600.6801988344557,0.753835916519165,500.42999638856577,-97.38592494446408,579.6513789562525,0.6953112483024597,578.4565162962357,230.32109405916543,409.5751328167872,0.9622598886489868,629.9931604069291,-162.38896372328458,387.07621637043417,0.8357957601547241,727.069827434089,302.82462451994564,224.70556676035568,0.7470743656158447,777.8770746367586,-196.110937914407,201.0441946837331,0.9085288047790528,427.81791584931153,126.56635358739334,115.18103003972021,0.6329174637794495,489.79406635336403,-51.29218381870419,176.77480734415644,0.3010695278644562,516.1505214058833,169.3065804425083,-271.1438981776115,0.01494517922401428,569.6050565187818,-82.62240016537811,-183.58519956539863,0.024024814367294308,417.0681344790864,173.0349895036694,-600.6597001737479,0.007339745759963989,657.4320314207583,-75.35082503612,-349.84309630024376,0.0017761290073394773,1760.9,1672.7229732381657,3.500030865300096,359.67,1398.8566872435333,814.2674897413359,7.9933436217667,181.84,91.52585388043082,2137.446903300634,8.26340535236689,106.01,,,,,,,,,4a,4,1568108368
39473,39473,1063.7,1568109674.4410028,1063.7,-109.69681792004377,601.7250032783817,46.21636418980477,696.9052117742067,0.9963043928146362,590.9955858785428,68.79607004623074,739.3993456230055,0.9976089000701904,619.7055794622455,14.154734695428028,745.8773089978636,0.988284170627594,578.4960532061979,97.2454614577754,751.1661959173009,0.7022606134414673,591.6156214143607,-39.09613826132606,735.9256332168055,0.9381211996078492,473.4119915452753,156.54927035487023,606.2610092677744,0.9431083798408508,501.9176666900967,-97.42807278757178,590.1792885138761,0.8626055121421814,575.7466454415488,232.18341998027455,406.92656382375833,0.9425072669982908,614.6772732592395,-164.05532817150973,376.9858983587804,0.8294159173965454,721.3256525166179,305.1309088237438,216.9356880021837,0.7588179111480713,788.5269528526137,-193.996169379873,207.1344160332761,0.9234954118728638,425.72817817366087,127.62252107021068,109.48679295205856,0.5348206162452698,451.27242927580335,-53.13948732413642,192.32728300526642,0.4153248965740204,505.40322884776185,172.03687248228644,-284.47110199114945,0.013247042894363405,639.5771997135647,-71.73627206780655,-9.96623982371426,0.2962401509284973,415.6914200983406,174.6474576536861,-598.1942775411544,0.011489808559417723,603.2673776154284,-95.45225026186155,-403.22589483655685,0.0027781128883361816,1760.9,1672.84,3.49,359.67,1398.85,814.0,7.99,181.84,91.79,2137.37,8.24,106.01,,,,,,,,,4a,4,1568108368
39474,39474,1063.733250987672,1568109674.4743133,1063.733250987672,-109.69681792004377,601.941898081518,45.90431227801031,696.4441725111792,0.9967334866523744,593.8482858852699,69.44178380512008,741.0888491026817,0.9976394176483154,625.4848902289148,14.234314482237018,749.0098427834158,0.9889602661132812,582.8695201934162,96.88767153648087,753.7576030206662,0.6212449073791504,592.0192551559868,-39.221372017317506,736.5902212471347,0.9276919960975648,476.12562525736513,156.63520458309543,609.0118294711123,0.9349386096000672,502.1691216158129,-96.80233687305105,591.2826144653607,0.8708092570304871,582.6179619809427,230.44993567103526,410.93894459292574,0.9557714462280272,626.2536480706592,-164.03832387899675,383.66393674647384,0.8235388994216919,732.5345435979622,302.71698284138057,226.41908744447602,0.7104808688163757,785.809526554395,-194.67897862023972,204.83587904883998,0.914100468158722,414.44432745253334,128.19812419112594,106.85657629110555,0.6032664179801941,439.08592384124483,-53.26302907149622,198.35087844489442,0.44672107696533203,512.5466038376388,167.80853236729843,-279.5647821944302,0.016412913799285892,665.5030677692939,-68.64207406140311,56.05612164246186,0.4632638692855835,411.8990110083613,173.75013266076047,-601.8169938077598,0.007465451955795287,597.4780731046278,-103.55180112290545,-409.42762919561983,0.003005921840667725,1760.9,1672.9563784568516,3.483349802465621,359.67,1398.8400247036984,813.7306669998578,8.026576086439082,181.84,92.05268280260796,2137.296847827122,8.246650197534379,106.01,,,,,,,,,4a,4,1568108368
39475,39475,1063.767191441763,1568109674.5083144,1063.767191441763,-84.22943362423861,601.2526798018814,49.287821918573634,698.0966139037621,0.997562050819397,599.2243394671665,67.16607404007097,738.9534831016583,0.9889290332794192,620.0200234609276,14.176234121760961,746.2335468901587,0.9879421591758728,593.4209006051806,94.58907219240382,756.8769786527357,0.6913281679153442,588.6402026730045,-39.6506505170383,735.3007220897148,0.9259384870529176,476.49970409558966,158.65995760393437,601.395727808836,0.7846206426620483,502.9933228621642,-96.53275904130057,582.4409183724714,0.6966181993484497,576.5664307897313,230.66592090245015,405.8965576211969,0.951641082763672,614.0770679262495,-164.72380672488126,376.8263843695755,0.8244854807853699,721.2936598080219,305.42228043184167,219.46983998358616,0.72700035572052,776.1180213966313,-195.57363848354385,197.0658813196936,0.9142739772796632,421.1482835233218,128.78346679692004,110.72946743901541,0.6067668199539185,472.91149823878425,-52.39239902170998,179.9029309707642,0.3310089707374573,519.4870464279549,167.6244006490959,-271.79447920687664,0.013496130704879759,587.659754117556,-77.59424760281898,-120.56212664609743,0.021232813596725464,410.08005232104796,174.14588476442054,-603.2457534931552,0.00981387495994568,647.6727795312001,-85.69179544766413,-358.9213317344833,0.001337587833404541,1760.9,1673.0751700461706,3.4765617116473795,359.67,1398.829842567471,813.4557493217189,8.063910585939414,181.84,92.3208123899285,2137.2221788281213,8.253438288352621,106.01,,,,,,,,,4a,4,1568108368
39476,39476,1063.8,1568109674.5411816,1063.8,-83.6702472588471,601.5991481988476,52.212381350456816,697.6283546728845,0.9974154233932496,596.3678160296079,68.39037174634545,736.9503912628879,0.990080714225769,618.4556345199285,16.397460560836283,744.4518663394321,0.9905602931976318,593.6971755828448,96.02110642626455,757.2286679917128,0.6084942221641539,588.5505354424531,-39.28787136374185,734.7832212109314,0.9398390054702759,479.21103694965103,157.80482041721731,602.4365521054266,0.7559640407562256,503.15642819460265,-96.9739446064323,580.7778400473841,0.686767578125,578.821722540531,229.97864214975945,408.2229259463389,0.953560709953308,623.1835325542139,-163.44087179687955,382.1701522949189,0.8489542603492737,734.7044281116276,303.18909362956964,230.6718921720681,0.7509468793869019,784.5961858297104,-194.8239480500557,203.9482915611622,0.9118939638137816,432.30059843076623,127.20985605948444,113.08009693238027,0.6095344424247742,486.74442478570535,-52.34771337827425,167.89910307599442,0.2893354594707489,515.9417547940056,170.72458288439714,-275.98959285847343,0.01330578327178955,557.5733470160699,-85.07711719952097,-206.5914875138629,0.02261251211166382,413.7011107424818,174.87443858564515,-601.8263973578016,0.006292760372161865,654.1821467638397,-76.96297839057802,-355.84049168660437,0.0015796422958374026,1760.9,1673.19,3.47,359.67,1398.82,813.19,8.1,181.84,92.58,2137.15,8.26,106.01,,,,,,,,,4a,4,1568108368
39477,39477,1063.8334609651442,1568109674.5746846,1063.8334609651442,-83.6702472588471,601.2307171187281,51.00063110902761,698.2750271740332,0.9977717399597168,596.080734025875,68.33049848993102,737.0211715208803,0.9910285472869872,623.420449202035,15.3331453796015,746.6835092331163,0.990768551826477,592.4248294402221,95.58764193369088,756.4246197378106,0.5966689586639404,591.9235945204525,-39.946305696895344,736.0616032574554,0.923330783843994,476.5351186282932,157.70738788633088,601.1023796944309,0.8105973601341248,506.3587855467347,-97.10798496419584,581.4778506235867,0.7064120769500732,575.5156273585783,231.49505684195952,407.2456770224784,0.9553021192550659,624.3322702088835,-163.4637511597946,382.6472479100469,0.8121806383132935,743.2717916010672,300.8854782795819,236.33689602795985,0.7469385266304016,779.5481725202997,-195.56588264848855,200.00973374737998,0.9181379675865172,419.63516610879293,126.98560864951851,109.89630456686012,0.6482816338539124,475.6818221897525,-53.431434863061206,159.83701017650262,0.3059581518173218,528.0436444489657,168.59564522336652,-262.8129385688433,0.014794975519180296,551.7603595472092,-86.01685088662468,-235.9927126781464,0.018712937831878662,408.83856821782416,174.9211346599757,-608.8413329372821,0.008096009492874146,680.1955618038762,-69.99973889334585,-328.8128799821459,0.0013704001903533936,1760.8966539034855,1673.3037672814905,3.4532695174278802,359.67,1398.809961710457,812.9189661823317,8.096653903485576,181.84,92.8443416246395,2137.0730397801685,8.249961710456727,106.01,,,,,,,,,4a,4,1568108368
39478,39478,1063.8665745145945,1568109674.6078398,1063.8665745145945,-83.6702472588471,605.8620414928072,48.23184847113775,697.1811581442435,0.9970608949661256,598.4983933004143,71.04525296968184,740.7823836165829,0.9974810481071472,625.5415457614607,16.961171714864324,746.4849117224527,0.9913196563720704,589.2568203056735,96.33204191317301,755.0422147214458,0.6156742572784424,588.871270970941,-39.58127766342271,734.7490698698916,0.9358413219451904,476.28828761738265,156.63611088048015,608.7575024902611,0.9299077987670898,499.656120816258,-96.53342100922752,588.4239626640983,0.8610146641731262,577.6678549916106,231.12494923918868,402.2823915255395,0.9485146999359132,630.7776968682792,-161.73127739353663,387.88154188297256,0.8350850939750671,717.1962270717053,307.11905475772784,215.7194174329392,0.7462084293365479,779.018607892767,-194.91427177649518,199.8224415134704,0.9216004610061646,425.5340314074618,127.38443759310236,115.77569953455307,0.6601505279541016,442.39955734932965,-53.41122415543622,187.55396457880263,0.4067249000072479,520.9455742279433,169.50367457079227,-270.03847174655914,0.016738086938858032,642.4662094640876,-67.64798935372382,-3.868732167524513,0.37755224108695984,417.2849075567359,174.916690979497,-601.7793469649438,0.006701380014419557,651.2710186123921,-90.56031593090302,-355.3136958724852,0.004638493061065674,1760.8933425485407,1673.4163533496203,3.4367127427028845,359.67,1398.8000276456216,812.6507464317868,8.093342548540576,181.84,93.10593866529443,2136.996878616433,8.240027645621732,106.01,,,,,,,,,4a,4,1568108368
39479,39479,1063.9,1568109674.6413074,1063.9,-88.70312592898878,601.7802065165532,52.44047565609858,697.7967994362464,0.9975391626358032,589.073299295487,70.08864406999639,734.9223129707573,0.99077308177948,624.0540989094429,16.740794320385614,746.5530453556537,0.991092085838318,588.2414180191366,97.16673143216707,755.4988290902893,0.5941501259803772,591.9178278059233,-40.02160798831681,736.1197469624719,0.9218119382858276,476.3988537030583,157.53038524548842,601.5887411501916,0.76417475938797,502.45483933550713,-97.43463850437372,582.009021712101,0.7122889757156372,577.0979170276671,231.3223927999136,403.39622656530366,0.9616991877555848,625.4130105525694,-162.90585876547001,383.20377085421416,0.8307797908782959,724.4711843624698,304.6370595161225,219.1019743748708,0.7388482093811035,781.8162705453285,-193.99249974794827,202.33453922462812,0.9262697696685792,417.47632451039607,127.95514231728515,112.58001509426849,0.6023747324943542,476.62097664631074,-50.599863819224126,179.28973531437885,0.3033052682876587,518.4257366957369,171.58511283141698,-270.2806941229595,0.01584556698799133,582.8901886771583,-78.60632518408015,-142.06777409614472,0.01937761902809143,420.4139965889913,173.42282207503914,-597.161428769689,0.010253846645355223,679.2554077131525,-78.7946387244859,-325.89865084786754,0.0017649531364440918,1760.89,1673.53,3.42,359.67,1398.79,812.38,8.09,181.84,93.37,2136.92,8.23,106.01,,,,,,,,,4a,4,1568108368
39480,39480,1063.9333520356026,1568109674.6746128,1063.9333520356026,-88.70312592898878,605.1538061610148,51.43332322778525,698.891383739556,0.9976861476898192,592.0456015181443,68.91357466960613,735.6938856455303,0.9908822774887084,621.9891151549825,15.495587920488855,746.2154322594456,0.9909570217132568,585.1881752465043,97.31151539910377,754.2362282880307,0.6090755462646484,592.1233285410498,-39.589685891290564,736.4287422060631,0.9244489669799804,476.4111111535713,157.80401558467153,600.5304728307458,0.7099224328994751,503.22741816461286,-97.15499522592636,580.3517143939657,0.7082718014717102,578.5475022966557,230.99684685127892,408.7780903817878,0.9646036624908448,617.2960155314885,-162.75880940078434,379.7656155260687,0.8494093418121338,714.3515088014838,307.8915624844318,213.2044566466404,0.6966595053672789,784.661366535372,-194.24691330792518,205.45267840596526,0.913965106010437,424.9001664395572,126.16475178731207,116.67080274367142,0.6659569144248962,474.47420118238267,-52.35518599567271,168.0042769304147,0.32826924324035645,511.29850606261635,172.39449189687699,-280.4290146117604,0.013433635234832764,628.3806881064854,-64.18995960337503,-45.29318339920097,0.08965784311294556,422.28514554947276,174.48441228833198,-595.8273094168072,0.0066931843757629395,612.6783172056278,-96.42778906166988,-395.2762515929922,0.003054410219192505,1760.89,1673.6433969210495,3.4166647964397194,359.67,1398.7833295928797,812.1131837151776,8.063318371517756,181.84,93.63348108126215,2136.8432903181133,8.236670407120561,106.01,,,,,,,,,4a,4,1568108368
